NAME,B15001_001E,state,county,year
"Washington County, Mississippi",34737.0,28,151,2018
"Perry County, Mississippi",9219.0,28,111,2018
"Choctaw County, Mississippi",6477.0,28,019,2018
"Itawamba County, Mississippi",18346.0,28,057,2018
"Carroll County, Mississippi",8160.0,28,015,2018
"Grenada County, Mississippi",16207.0,28,043,2018
"Jefferson County, Mississippi",5658.0,28,063,2018
"Greene County, Mississippi",10998.0,28,041,2018
"Marshall County, Mississippi",28067.0,28,093,2018
"Quitman County, Mississippi",5583.0,28,119,2018
"Bolivar County, Mississippi",24447.0,28,011,2018
"Lamar County, Mississippi",45769.0,28,073,2018
"Lee County, Mississippi",63163.0,28,081,2018
"Pike County, Mississippi",29298.0,28,113,2018
"Tallahatchie County, Mississippi",11485.0,28,135,2018
"Smith County, Mississippi",12179.0,28,129,2018
"Stone County, Mississippi",14316.0,28,131,2018
"Warren County, Mississippi",35566.0,28,149,2018
"Clarke County, Mississippi",12327.0,28,023,2018
"Kemper County, Mississippi",8158.0,28,069,2018
"Montgomery County, Mississippi",7871.0,28,097,2018
"Oktibbeha County, Mississippi",40821.0,28,105,2018
"Pearl River County, Mississippi",42694.0,28,109,2018
"Leake County, Mississippi",16777.0,28,079,2018
"Noxubee County, Mississippi",8096.0,28,103,2018
"Neshoba County, Mississippi",21165.0,28,099,2018
"Rankin County, Mississippi",115265.0,28,121,2018
"Tate County, Mississippi",21835.0,28,137,2018
"Lawrence County, Mississippi",9540.0,28,077,2018
"Panola County, Mississippi",25585.0,28,107,2018
"Yalobusha County, Mississippi",9581.0,28,161,2018
"Chickasaw County, Mississippi",12972.0,28,017,2018
"Copiah County, Mississippi",22009.0,28,029,2018
"George County, Mississippi",17412.0,28,039,2018
"Hinds County, Mississippi",182137.0,28,049,2018
"Newton County, Mississippi",16061.0,28,101,2018
"Union County, Mississippi",21192.0,28,145,2018
"Sharkey County, Mississippi",3411.0,28,125,2018
"Tippah County, Mississippi",16565.0,28,139,2018
"Forrest County, Mississippi",58008.0,28,035,2018
"Hancock County, Mississippi",36714.0,28,045,2018
"Lafayette County, Mississippi",43749.0,28,071,2018
"Issaquena County, Mississippi",1128.0,28,055,2018
"Lowndes County, Mississippi",45261.0,28,087,2018
"Leflore County, Mississippi",21521.0,28,083,2018
"Wilkinson County, Mississippi",7059.0,28,157,2018
"Harrison County, Mississippi",153625.0,28,047,2018
"Jefferson Davis County, Mississippi",9157.0,28,065,2018
"Lincoln County, Mississippi",26056.0,28,085,2018
"Scott County, Mississippi",20866.0,28,123,2018
"Winston County, Mississippi",14103.0,28,159,2018
"Yazoo County, Mississippi",21183.0,28,163,2018
"Benton County, Mississippi",6453.0,28,009,2018
"Franklin County, Mississippi",5894.0,28,037,2018
"Jasper County, Mississippi",12751.0,28,061,2018
"Jones County, Mississippi",50979.0,28,067,2018
"Monroe County, Mississippi",27646.0,28,095,2018
"Sunflower County, Mississippi",20447.0,28,133,2018
"Webster County, Mississippi",7479.0,28,155,2018
"Adams County, Mississippi",24943.0,28,001,2018
"Clay County, Mississippi",15190.0,28,025,2018
"Covington County, Mississippi",14313.0,28,031,2018
"Humphreys County, Mississippi",6265.0,28,053,2018
"Saline County, Missouri",17804.0,29,195,2018
"Madison County, Missouri",9430.0,29,123,2018
"Wright County, Missouri",13758.0,29,229,2018
"Vernon County, Missouri",15769.0,29,217,2018
"Nodaway County, Missouri",18853.0,29,147,2018
"Chariton County, Missouri",5815.0,29,041,2018
"Grundy County, Missouri",7709.0,29,079,2018
"Morgan County, Missouri",15590.0,29,141,2018
"Wayne County, Missouri",10510.0,29,223,2018
"Bollinger County, Missouri",9579.0,29,017,2018
"Cape Girardeau County, Missouri",61568.0,29,031,2018
"Shelby County, Missouri",4603.0,29,205,2018
"Webster County, Missouri",27739.0,29,225,2018
"Atchison County, Missouri",4256.0,29,005,2018
"Bates County, Missouri",12461.0,29,013,2018
"Benton County, Missouri",15657.0,29,015,2018
"Carter County, Missouri",4653.0,29,035,2018
"Dade County, Missouri",6002.0,29,057,2018
"Linn County, Missouri",9270.0,29,115,2018
"Howell County, Missouri",30593.0,29,091,2018
"Johnson County, Missouri",42090.0,29,101,2018
"Laclede County, Missouri",26817.0,29,105,2018
"Maries County, Missouri",7059.0,29,125,2018
"Phelps County, Missouri",35378.0,29,161,2018
"Platte County, Missouri",75260.0,29,165,2018
"St. Francois County, Missouri",52285.0,29,187,2018
"Andrew County, Missouri",13391.0,29,003,2018
"Carroll County, Missouri",6837.0,29,033,2018
"Daviess County, Missouri",6169.0,29,061,2018
"Knox County, Missouri",3015.0,29,103,2018
"Marion County, Missouri",21788.0,29,127,2018
"Osage County, Missouri",10459.0,29,151,2018
"Ripley County, Missouri",10555.0,29,181,2018
"Warren County, Missouri",25769.0,29,219,2018
"Audrain County, Missouri",19750.0,29,007,2018
"Christian County, Missouri",62573.0,29,043,2018
"Greene County, Missouri",227966.0,29,077,2018
"Harrison County, Missouri",6457.0,29,081,2018
"St. Clair County, Missouri",7549.0,29,185,2018
"Adair County, Missouri",20794.0,29,001,2018
"Scotland County, Missouri",3509.0,29,199,2018
"Sullivan County, Missouri",4926.0,29,211,2018
"Clark County, Missouri",5226.0,29,045,2018
"Jefferson County, Missouri",170514.0,29,099,2018
"Lewis County, Missouri",7725.0,29,111,2018
"New Madrid County, Missouri",13649.0,29,143,2018
"Perry County, Missouri",14557.0,29,157,2018
"Ralls County, Missouri",8043.0,29,173,2018
"Ray County, Missouri",17594.0,29,177,2018
"St. Louis County, Missouri",777086.0,29,189,2018
"Stone County, Missouri",26210.0,29,209,2018
"Barry County, Missouri",27442.0,29,009,2018
"Boone County, Missouri",140599.0,29,019,2018
"Cedar County, Missouri",10571.0,29,039,2018
"Crawford County, Missouri",18662.0,29,055,2018
"Iron County, Missouri",8087.0,29,093,2018
"Livingston County, Missouri",11813.0,29,117,2018
"Moniteau County, Missouri",11924.0,29,135,2018
"Oregon County, Missouri",8326.0,29,149,2018
"Dunklin County, Missouri",22570.0,29,069,2018
"Pettis County, Missouri",31823.0,29,159,2018
