NAME,B01002B_001E,state,county,year
"Benton County, Missouri",33.5,29,015,2018
"Carter County, Missouri",-666666666.0,29,035,2018
"Dade County, Missouri",14.9,29,057,2018
"Linn County, Missouri",65.2,29,115,2018
"Howell County, Missouri",22.0,29,091,2018
"Johnson County, Missouri",23.2,29,101,2018
"Laclede County, Missouri",37.6,29,105,2018
"Maries County, Missouri",61.6,29,125,2018
"Phelps County, Missouri",22.1,29,161,2018
"Platte County, Missouri",31.6,29,165,2018
"St. Francois County, Missouri",32.5,29,187,2018
"Andrew County, Missouri",24.3,29,003,2018
"Carroll County, Missouri",30.8,29,033,2018
"Daviess County, Missouri",40.4,29,061,2018
"Knox County, Missouri",34.8,29,103,2018
"Marion County, Missouri",41.3,29,127,2018
"Osage County, Missouri",51.3,29,151,2018
"Ripley County, Missouri",33.4,29,181,2018
"Warren County, Missouri",35.3,29,219,2018
"Audrain County, Missouri",42.1,29,007,2018
"Christian County, Missouri",23.6,29,043,2018
"Greene County, Missouri",26.9,29,077,2018
"Harrison County, Missouri",53.3,29,081,2018
"St. Clair County, Missouri",45.8,29,185,2018
"Adair County, Missouri",24.2,29,001,2018
"Scotland County, Missouri",50.4,29,199,2018
"Sullivan County, Missouri",41.9,29,211,2018
"Clark County, Missouri",55.5,29,045,2018
"Jefferson County, Missouri",30.0,29,099,2018
"Lewis County, Missouri",44.3,29,111,2018
"New Madrid County, Missouri",37.5,29,143,2018
"Perry County, Missouri",59.5,29,157,2018
"Ralls County, Missouri",44.4,29,173,2018
"Ray County, Missouri",26.0,29,177,2018
"St. Louis County, Missouri",33.1,29,189,2018
"Stone County, Missouri",20.3,29,209,2018
"Barry County, Missouri",18.6,29,009,2018
"Boone County, Missouri",28.0,29,019,2018
"Cedar County, Missouri",40.0,29,039,2018
"Crawford County, Missouri",22.9,29,055,2018
"Iron County, Missouri",22.5,29,093,2018
"Livingston County, Missouri",39.6,29,117,2018
"Moniteau County, Missouri",36.4,29,135,2018
"Oregon County, Missouri",33.3,29,149,2018
"Dunklin County, Missouri",26.8,29,069,2018
"Pettis County, Missouri",29.7,29,159,2018
"Ste. Genevieve County, Missouri",34.4,29,186,2018
"Randolph County, Missouri",37.8,29,175,2018
"Franklin County, Missouri",49.6,29,071,2018
"Howard County, Missouri",47.0,29,089,2018
"Jackson County, Missouri",33.4,29,095,2018
"Miller County, Missouri",24.7,29,131,2018
"Pulaski County, Missouri",24.9,29,169,2018
"Putnam County, Missouri",43.5,29,171,2018
"Taney County, Missouri",24.8,29,213,2018
"Texas County, Missouri",37.5,29,215,2018
"Buchanan County, Missouri",32.6,29,021,2018
"Caldwell County, Missouri",32.3,29,025,2018
"Callaway County, Missouri",33.9,29,027,2018
"Cass County, Missouri",33.8,29,037,2018
"Clinton County, Missouri",44.0,29,049,2018
"Cooper County, Missouri",34.6,29,053,2018
"Dallas County, Missouri",-666666666.0,29,059,2018
"Gentry County, Missouri",55.8,29,075,2018
"Hickory County, Missouri",35.4,29,085,2018
"Lincoln County, Missouri",24.9,29,113,2018
"Mississippi County, Missouri",34.2,29,133,2018
"Monroe County, Missouri",37.4,29,137,2018
"Newton County, Missouri",29.0,29,145,2018
"Ozark County, Missouri",-666666666.0,29,153,2018
"Pike County, Missouri",38.1,29,163,2018
"St. Charles County, Missouri",35.1,29,183,2018
"Custer County, Montana",14.4,30,017,2018
"Hill County, Montana",27.7,30,041,2018
"Powder River County, Montana",-666666666.0,30,075,2018
"Park County, Montana",-666666666.0,30,067,2018
"Roosevelt County, Montana",25.3,30,085,2018
"Blaine County, Montana",50.7,30,005,2018
"Liberty County, Montana",-666666666.0,30,051,2018
"Richland County, Montana",-666666666.0,30,083,2018
"Teton County, Montana",-666666666.0,30,099,2018
"Toole County, Montana",-666666666.0,30,101,2018
"Fallon County, Montana",16.9,30,025,2018
"Daniels County, Montana",-666666666.0,30,019,2018
"Judith Basin County, Montana",-666666666.0,30,045,2018
"Silver Bow County, Montana",21.5,30,093,2018
"Deer Lodge County, Montana",40.3,30,023,2018
"Jefferson County, Montana",-666666666.0,30,043,2018
"McCone County, Montana",-666666666.0,30,055,2018
"Wheatland County, Montana",-666666666.0,30,107,2018
"Rosebud County, Montana",58.2,30,087,2018
"Carter County, Montana",-666666666.0,30,011,2018
"Dawson County, Montana",33.3,30,021,2018
"Broadwater County, Montana",-666666666.0,30,007,2018
"Lake County, Montana",32.4,30,047,2018
"Pondera County, Montana",9.8,30,073,2018
"Yellowstone County, Montana",31.2,30,111,2018
"Ravalli County, Montana",19.8,30,081,2018
"Valley County, Montana",18.5,30,105,2018
"Fergus County, Montana",12.6,30,027,2018
"Mineral County, Montana",-666666666.0,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",24.9,30,089,2018
"Flathead County, Montana",36.4,30,029,2018
"Wibaux County, Montana",-666666666.0,30,109,2018
"Meagher County, Montana",-666666666.0,30,059,2018
"Carbon County, Montana",47.9,30,009,2018
"Phillips County, Montana",-666666666.0,30,071,2018
"Adams County, Nebraska",18.5,31,001,2018
"Lancaster County, Nebraska",26.1,31,109,2018
"Boone County, Nebraska",36.2,31,011,2018
"Rock County, Nebraska",-666666666.0,31,149,2018
"Banner County, Nebraska",-666666666.0,31,007,2018
"Sherman County, Nebraska",-666666666.0,31,163,2018
"Richardson County, Nebraska",41.6,31,147,2018
"Howard County, Nebraska",36.3,31,093,2018
"Holt County, Nebraska",-666666666.0,31,089,2018
"Furnas County, Nebraska",35.5,31,065,2018
"Gosper County, Nebraska",-666666666.0,31,073,2018
"Saline County, Nebraska",24.1,31,151,2018
"Sarpy County, Nebraska",32.5,31,153,2018
"Thurston County, Nebraska",30.9,31,173,2018
"Washington County, Nebraska",34.2,31,177,2018
"Boyd County, Nebraska",54.4,31,015,2018
"Cherry County, Nebraska",-666666666.0,31,031,2018
"Dodge County, Nebraska",22.5,31,053,2018
"Fillmore County, Nebraska",57.3,31,059,2018
"Garden County, Nebraska",-666666666.0,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",14.4,31,123,2018
"Nemaha County, Nebraska",24.1,31,127,2018
"Seward County, Nebraska",22.3,31,159,2018
"Thomas County, Nebraska",-666666666.0,31,171,2018
"Dakota County, Nebraska",28.2,31,043,2018
"Webster County, Nebraska",8.9,31,181,2018
"Antelope County, Nebraska",21.5,31,003,2018
"Butler County, Nebraska",4.6,31,023,2018
"Clay County, Nebraska",-666666666.0,31,035,2018
"Custer County, Nebraska",10.5,31,041,2018
"Gage County, Nebraska",33.8,31,067,2018
"Hamilton County, Nebraska",8.2,31,081,2018
"Kearney County, Nebraska",13.8,31,099,2018
"Keith County, Nebraska",34.0,31,101,2018
"Madison County, Nebraska",24.0,31,119,2018
"Perkins County, Nebraska",-666666666.0,31,135,2018
"Saunders County, Nebraska",8.4,31,155,2018
"Wayne County, Nebraska",22.3,31,179,2018
"Keya Paha County, Nebraska",-666666666.0,31,103,2018
"Knox County, Nebraska",31.5,31,107,2018
"Lincoln County, Nebraska",28.4,31,111,2018
"Pierce County, Nebraska",9.4,31,139,2018
"Sioux County, Nebraska",-666666666.0,31,165,2018
"Cass County, Nebraska",32.4,31,025,2018
"Dixon County, Nebraska",55.7,31,051,2018
"Dundy County, Nebraska",11.5,31,057,2018
"Greeley County, Nebraska",10.4,31,077,2018
"Hall County, Nebraska",25.1,31,079,2018
"Otoe County, Nebraska",28.9,31,131,2018
"Red Willow County, Nebraska",18.4,31,145,2018
"Dawes County, Nebraska",23.3,31,045,2018
"Cheyenne County, Nebraska",27.0,31,033,2018
"Dawson County, Nebraska",29.0,31,047,2018
"Valley County, Nebraska",44.0,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",-666666666.0,31,125,2018
"Stanton County, Nebraska",41.6,31,167,2018
"Harlan County, Nebraska",66.5,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",29.9,31,019,2018
"Deuel County, Nebraska",-666666666.0,31,049,2018
"Hitchcock County, Nebraska",-666666666.0,31,087,2018
"Platte County, Nebraska",50.9,31,141,2018
"Thayer County, Nebraska",42.9,31,169,2018
"Box Butte County, Nebraska",60.0,31,013,2018
"Churchill County, Nevada",31.6,32,001,2018
"Douglas County, Nevada",36.9,32,005,2018
"Pershing County, Nevada",37.2,32,027,2018
"Esmeralda County, Nevada",-666666666.0,32,009,2018
"Humboldt County, Nevada",40.3,32,013,2018
"Mineral County, Nevada",28.0,32,021,2018
"White Pine County, Nevada",35.9,32,033,2018
"Elko County, Nevada",31.5,32,007,2018
"Lincoln County, Nevada",25.9,32,017,2018
"Nye County, Nevada",49.3,32,023,2018
"Storey County, Nevada",74.2,32,029,2018
"Washoe County, Nevada",33.6,32,031,2018
"Clark County, Nevada",33.1,32,003,2018
"Carson City, Nevada",53.8,32,510,2018
"Lyon County, Nevada",44.0,32,019,2018
"Cheshire County, New Hampshire",21.5,33,005,2018
"Merrimack County, New Hampshire",22.6,33,013,2018
"Grafton County, New Hampshire",21.3,33,009,2018
"Rockingham County, New Hampshire",40.1,33,015,2018
"Belknap County, New Hampshire",40.0,33,001,2018
"Sullivan County, New Hampshire",26.5,33,019,2018
"Hillsborough County, New Hampshire",29.5,33,011,2018
"Strafford County, New Hampshire",28.8,33,017,2018
"Coos County, New Hampshire",35.1,33,007,2018
"Carroll County, New Hampshire",30.5,33,003,2018
"Monmouth County, New Jersey",38.2,34,025,2018
"Sussex County, New Jersey",38.3,34,037,2018
"Cumberland County, New Jersey",34.8,34,011,2018
"Essex County, New Jersey",35.4,34,013,2018
"Ocean County, New Jersey",36.2,34,029,2018
"Gloucester County, New Jersey",37.3,34,015,2018
"Salem County, New Jersey",37.5,34,033,2018
"Passaic County, New Jersey",34.4,34,031,2018
"Camden County, New Jersey",34.4,34,007,2018
"Bergen County, New Jersey",39.3,34,003,2018
"Warren County, New Jersey",35.9,34,041,2018
"Hudson County, New Jersey",34.1,34,017,2018
"Burlington County, New Jersey",37.4,34,005,2018
"Morris County, New Jersey",38.5,34,027,2018
"Rio Arriba County, New Mexico",32.1,35,039,2018
"San Miguel County, New Mexico",19.1,35,047,2018
"Torrance County, New Mexico",43.2,35,057,2018
"Otero County, New Mexico",30.4,35,035,2018
"Cibola County, New Mexico",35.4,35,006,2018
"Guadalupe County, New Mexico",32.5,35,019,2018
"Catron County, New Mexico",-666666666.0,35,003,2018
"Grant County, New Mexico",17.4,35,017,2018
"Luna County, New Mexico",34.0,35,029,2018
"McKinley County, New Mexico",32.0,35,031,2018
"Taos County, New Mexico",65.4,35,055,2018
"Colfax County, New Mexico",57.2,35,007,2018
"Eddy County, New Mexico",34.4,35,015,2018
"Mora County, New Mexico",-666666666.0,35,033,2018
"Quay County, New Mexico",19.3,35,037,2018
"Lincoln County, New Mexico",54.7,35,027,2018
"Lea County, New Mexico",37.4,35,025,2018
"Santa Fe County, New Mexico",33.6,35,049,2018
"Sierra County, New Mexico",48.3,35,051,2018
"Socorro County, New Mexico",26.3,35,053,2018
"Doña Ana County, New Mexico",30.1,35,013,2018
"Schoharie County, New York",19.9,36,095,2018
"Onondaga County, New York",28.5,36,067,2018
"Clinton County, New York",30.0,36,019,2018
"Seneca County, New York",35.4,36,099,2018
"Putnam County, New York",40.8,36,079,2018
"Franklin County, New York",32.1,36,033,2018
"Ontario County, New York",30.6,36,069,2018
"Queens County, New York",38.7,36,081,2018
"Steuben County, New York",41.8,36,101,2018
"Hamilton County, New York",54.7,36,041,2018
"Washington County, New York",32.6,36,115,2018
"Chautauqua County, New York",27.5,36,013,2018
"Kings County, New York",37.1,36,047,2018
"New York County, New York",38.6,36,061,2018
"Tioga County, New York",42.8,36,107,2018
"Cayuga County, New York",33.4,36,011,2018
"Orleans County, New York",36.1,36,073,2018
"Saratoga County, New York",33.6,36,091,2018
"Rockland County, New York",37.5,36,087,2018
"Columbia County, New York",37.5,36,021,2018
"Lewis County, New York",32.8,36,049,2018
"Niagara County, New York",31.7,36,063,2018
"Westchester County, New York",38.0,36,119,2018
"Delaware County, New York",20.7,36,025,2018
"Essex County, New York",33.0,36,031,2018
"Montgomery County, New York",32.1,36,057,2018
"Nassau County, New York",37.5,36,059,2018
"Richmond County, New York",33.0,36,085,2018
"Schuyler County, New York",47.0,36,097,2018
"Tompkins County, New York",22.7,36,109,2018
"Chenango County, New York",37.8,36,017,2018
"Cortland County, New York",21.3,36,023,2018
"Jefferson County, New York",25.5,36,045,2018
"Oneida County, New York",28.9,36,065,2018
"Suffolk County, New York",34.1,36,103,2018
"Wyoming County, New York",32.1,36,121,2018
"Chemung County, New York",35.7,36,015,2018
"Oswego County, New York",20.7,36,075,2018
"Otsego County, New York",21.5,36,077,2018
"Wayne County, New York",37.9,36,117,2018
"Albany County, New York",30.4,36,001,2018
"Broome County, New York",26.5,36,007,2018
"Erie County, New York",32.2,36,029,2018
"Madison County, New York",21.2,36,053,2018
"Sullivan County, New York",34.2,36,105,2018
"Mitchell County, North Carolina",20.1,37,121,2018
"Genesee County, New York",34.6,36,037,2018
"Orange County, New York",35.1,36,071,2018
"Greene County, North Carolina",41.9,37,079,2018
"Chowan County, North Carolina",38.3,37,041,2018
"Caldwell County, North Carolina",36.3,37,027,2018
"Catawba County, North Carolina",40.3,37,035,2018
"Craven County, North Carolina",34.5,37,049,2018
"Edgecombe County, North Carolina",39.0,37,065,2018
"Harnett County, North Carolina",34.8,37,085,2018
"Henderson County, North Carolina",38.0,37,089,2018
"Hyde County, North Carolina",41.5,37,095,2018
"Mecklenburg County, North Carolina",33.5,37,119,2018
"Northampton County, North Carolina",47.6,37,131,2018
"Rowan County, North Carolina",34.3,37,159,2018
"Vance County, North Carolina",36.2,37,181,2018
"Currituck County, North Carolina",47.6,37,053,2018
"Union County, North Carolina",37.3,37,179,2018
"Forsyth County, North Carolina",34.4,37,067,2018
"Nash County, North Carolina",38.1,37,127,2018
"Bladen County, North Carolina",41.8,37,017,2018
"Dare County, North Carolina",45.0,37,055,2018
"Warren County, North Carolina",44.1,37,185,2018
"Wilson County, North Carolina",39.3,37,195,2018
"Bertie County, North Carolina",42.3,37,015,2018
"Gates County, North Carolina",46.6,37,073,2018
"Graham County, North Carolina",61.3,37,075,2018
"Martin County, North Carolina",46.4,37,117,2018
"Madison County, North Carolina",20.4,37,115,2018
"Pamlico County, North Carolina",50.3,37,137,2018
"Perquimans County, North Carolina",44.1,37,143,2018
"Polk County, North Carolina",41.2,37,149,2018
"Randolph County, North Carolina",36.8,37,151,2018
"Rockingham County, North Carolina",44.1,37,157,2018
"Stokes County, North Carolina",36.8,37,169,2018
"Washington County, North Carolina",41.5,37,187,2018
"Camden County, North Carolina",46.9,37,029,2018
"Clay County, North Carolina",50.1,37,043,2018
"Cumberland County, North Carolina",32.4,37,051,2018
"Gaston County, North Carolina",34.6,37,071,2018
"Guilford County, North Carolina",32.5,37,081,2018
"Jackson County, North Carolina",20.7,37,099,2018
"Moore County, North Carolina",38.8,37,125,2018
"Robeson County, North Carolina",35.2,37,155,2018
"Stanly County, North Carolina",36.0,37,167,2018
"Wake County, North Carolina",33.8,37,183,2018
"Yancey County, North Carolina",28.8,37,199,2018
"Chatham County, North Carolina",49.2,37,037,2018
"McDowell County, North Carolina",32.6,37,111,2018
"Johnston County, North Carolina",36.7,37,101,2018
"Jones County, North Carolina",48.2,37,103,2018
"Person County, North Carolina",42.3,37,145,2018
"Brunswick County, North Carolina",42.1,37,019,2018
"Ashe County, North Carolina",46.4,37,009,2018
"Beaufort County, North Carolina",40.4,37,013,2018
"Lenoir County, North Carolina",41.6,37,107,2018
"Rutherford County, North Carolina",42.1,37,161,2018
"Lincoln County, North Carolina",41.3,37,109,2018
"Onslow County, North Carolina",29.2,37,133,2018
"Orange County, North Carolina",35.2,37,135,2018
"Sampson County, North Carolina",43.5,37,163,2018
"Yadkin County, North Carolina",38.7,37,197,2018
"Avery County, North Carolina",42.4,37,011,2018
"Burke County, North Carolina",36.5,37,023,2018
"Caswell County, North Carolina",46.6,37,033,2018
"Davie County, North Carolina",50.0,37,059,2018
"Duplin County, North Carolina",44.1,37,061,2018
"Durham County, North Carolina",34.8,37,063,2018
"Lee County, North Carolina",35.5,37,105,2018
"New Hanover County, North Carolina",34.5,37,129,2018
"Wayne County, North Carolina",38.5,37,191,2018
"Scotland County, North Carolina",35.8,37,165,2018
"Halifax County, North Carolina",40.3,37,083,2018
"Alamance County, North Carolina",38.7,37,001,2018
"Burke County, North Dakota",4.8,38,013,2018
"Mountrail County, North Dakota",8.5,38,061,2018
"Williams County, North Dakota",34.0,38,105,2018
"Billings County, North Dakota",-666666666.0,38,007,2018
"Kidder County, North Dakota",13.5,38,043,2018
"Cavalier County, North Dakota",-666666666.0,38,019,2018
"Grant County, North Dakota",-666666666.0,38,037,2018
"Pembina County, North Dakota",13.0,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",-666666666.0,38,041,2018
"LaMoure County, North Dakota",-666666666.0,38,045,2018
"Morton County, North Dakota",41.6,38,059,2018
"Cass County, North Dakota",25.1,38,017,2018
"Dunn County, North Dakota",58.2,38,025,2018
"Emmons County, North Dakota",-666666666.0,38,029,2018
"McIntosh County, North Dakota",-666666666.0,38,051,2018
"Nelson County, North Dakota",-666666666.0,38,063,2018
"Richland County, North Dakota",24.3,38,077,2018
"Rolette County, North Dakota",12.0,38,079,2018
"Walsh County, North Dakota",22.2,38,099,2018
"Adams County, North Dakota",18.3,38,001,2018
"Bottineau County, North Dakota",21.4,38,009,2018
"Barnes County, North Dakota",48.3,38,003,2018
"Eddy County, North Dakota",-666666666.0,38,027,2018
"Grand Forks County, North Dakota",25.9,38,035,2018
"McKenzie County, North Dakota",22.5,38,053,2018
"Mercer County, North Dakota",23.3,38,057,2018
"McLean County, North Dakota",20.6,38,055,2018
"Pierce County, North Dakota",34.7,38,069,2018
"Ransom County, North Dakota",-666666666.0,38,073,2018
"Sioux County, North Dakota",38.5,38,085,2018
"Bowman County, North Dakota",-666666666.0,38,011,2018
"Golden Valley County, North Dakota",-666666666.0,38,033,2018
"Logan County, North Dakota",-666666666.0,38,047,2018
"Towner County, North Dakota",-666666666.0,38,095,2018
"Stutsman County, North Dakota",25.5,38,093,2018
"Divide County, North Dakota",-666666666.0,38,023,2018
"Foster County, North Dakota",-666666666.0,38,031,2018
"Sargent County, North Dakota",27.8,38,081,2018
"Slope County, North Dakota",8.3,38,087,2018
"Stark County, North Dakota",27.5,38,089,2018
"Gallia County, Ohio",28.5,39,053,2018
"Huron County, Ohio",35.6,39,077,2018
"Athens County, Ohio",21.5,39,009,2018
"Adams County, Ohio",56.6,39,001,2018
"Medina County, Ohio",30.4,39,103,2018
"Union County, Ohio",41.2,39,159,2018
"Champaign County, Ohio",41.8,39,021,2018
"Paulding County, Ohio",45.6,39,125,2018
"Greene County, Ohio",25.9,39,057,2018
"Franklin County, Ohio",30.7,39,049,2018
"Marion County, Ohio",36.0,39,101,2018
"Morgan County, Ohio",32.4,39,115,2018
"Wayne County, Ohio",30.8,39,169,2018
"Wyandot County, Ohio",52.5,39,175,2018
"Butler County, Ohio",31.8,39,017,2018
"Harrison County, Ohio",51.4,39,067,2018
"Knox County, Ohio",34.1,39,083,2018
"Richland County, Ohio",34.7,39,139,2018
"Vinton County, Ohio",40.8,39,163,2018
"Hancock County, Ohio",32.1,39,063,2018
"Fairfield County, Ohio",33.3,39,045,2018
"Defiance County, Ohio",33.8,39,039,2018
"Henry County, Ohio",26.6,39,069,2018
"Jefferson County, Ohio",37.6,39,081,2018
"Putnam County, Ohio",49.6,39,137,2018
"Clinton County, Ohio",45.5,39,027,2018
"Fayette County, Ohio",42.4,39,047,2018
"Pickaway County, Ohio",34.7,39,129,2018
"Logan County, Ohio",38.7,39,091,2018
"Summit County, Ohio",34.0,39,153,2018
"Sandusky County, Ohio",30.8,39,143,2018
"Shelby County, Ohio",22.8,39,149,2018
"Cottonwood County, Minnesota",26.6,27,033,2018
"Scott County, Minnesota",24.9,27,139,2018
"Dodge County, Minnesota",30.1,27,039,2018
"Wabasha County, Minnesota",51.7,27,157,2018
"Pipestone County, Minnesota",26.5,27,117,2018
"Crow Wing County, Minnesota",25.7,27,035,2018
"Norman County, Minnesota",18.5,27,107,2018
"Wright County, Minnesota",25.9,27,171,2018
"Nicollet County, Minnesota",27.8,27,103,2018
"Douglas County, Minnesota",37.1,27,041,2018
"Grant County, Minnesota",26.8,27,051,2018
"Kittson County, Minnesota",32.5,27,069,2018
"Le Sueur County, Minnesota",27.1,27,079,2018
"Mahnomen County, Minnesota",45.5,27,087,2018
"Chisago County, Minnesota",32.2,27,025,2018
"Redwood County, Minnesota",40.8,27,127,2018
"Yellow Medicine County, Minnesota",44.6,27,173,2018
"Todd County, Minnesota",46.1,27,153,2018
"Beltrami County, Minnesota",20.1,27,007,2018
"Blue Earth County, Minnesota",23.1,27,013,2018
"Houston County, Minnesota",22.1,27,055,2018
"Lac qui Parle County, Minnesota",41.7,27,073,2018
"Lake of the Woods County, Minnesota",-666666666.0,27,077,2018
"Otter Tail County, Minnesota",22.3,27,111,2018
"Waseca County, Minnesota",25.7,27,161,2018
"St. Louis County, Minnesota",26.4,27,137,2018
"Anoka County, Minnesota",26.7,27,003,2018
"Stearns County, Minnesota",22.0,27,145,2018
"Lincoln County, Minnesota",27.5,27,081,2018
"Marshall County, Minnesota",23.5,27,089,2018
"Mille Lacs County, Minnesota",26.5,27,095,2018
"Washington County, Minnesota",28.5,27,163,2018
"Carlton County, Minnesota",34.3,27,017,2018
"Kanabec County, Minnesota",39.5,27,065,2018
"Koochiching County, Minnesota",26.6,27,071,2018
"Red Lake County, Minnesota",13.7,27,125,2018
"Morrison County, Minnesota",23.6,27,097,2018
"Rice County, Minnesota",24.9,27,131,2018
"Steele County, Minnesota",20.8,27,147,2018
"Aitkin County, Minnesota",44.8,27,001,2018
"Faribault County, Minnesota",38.9,27,043,2018
"Murray County, Minnesota",48.3,27,101,2018
"Kandiyohi County, Minnesota",19.3,27,067,2018
"Lake County, Minnesota",44.4,27,075,2018
"Rock County, Minnesota",45.2,27,133,2018
"Sibley County, Minnesota",24.5,27,143,2018
"Traverse County, Minnesota",41.5,27,155,2018
"Becker County, Minnesota",27.3,27,005,2018
"Hennepin County, Minnesota",27.7,27,053,2018
"Brown County, Minnesota",34.5,27,015,2018
"Chippewa County, Minnesota",22.6,27,023,2018
"Clearwater County, Minnesota",26.3,27,029,2018
"Hubbard County, Minnesota",16.7,27,057,2018
"Isanti County, Minnesota",33.1,27,059,2018
"Martin County, Minnesota",11.8,27,091,2018
"Mower County, Minnesota",27.8,27,099,2018
"Pine County, Minnesota",35.4,27,115,2018
"Olmsted County, Minnesota",24.1,27,109,2018
"Wadena County, Minnesota",29.9,27,159,2018
"Benton County, Minnesota",28.3,27,009,2018
"Freeborn County, Minnesota",21.6,27,047,2018
"McLeod County, Minnesota",27.3,27,085,2018
"Pope County, Minnesota",32.6,27,121,2018
"Stevens County, Minnesota",25.5,27,149,2018
"Swift County, Minnesota",14.8,27,151,2018
"Holmes County, Mississippi",31.8,28,051,2018
"Amite County, Mississippi",39.6,28,005,2018
"Calhoun County, Mississippi",38.9,28,013,2018
"Tishomingo County, Mississippi",44.1,28,141,2018
"Wayne County, Mississippi",33.3,28,153,2018
"Austin County, Texas",38.4,48,015,2018
"Kenedy County, Texas",-666666666.0,48,261,2018
"Nueces County, Texas",32.5,48,355,2018
"Colorado County, Texas",39.1,48,089,2018
"San Patricio County, Texas",30.5,48,409,2018
"Rains County, Texas",65.3,48,379,2018
"Randall County, Texas",24.5,48,381,2018
"Real County, Texas",23.5,48,385,2018
"San Saba County, Texas",27.5,48,411,2018
"Schleicher County, Texas",-666666666.0,48,413,2018
"Sterling County, Texas",-666666666.0,48,431,2018
"Zavala County, Texas",73.0,48,507,2018
"Calhoun County, Texas",37.4,48,057,2018
"Carson County, Texas",17.4,48,065,2018
