NAME,B01002F_001E,state,county,year
"Judith Basin County, Montana",-666666666.0,30,045,2018
"Silver Bow County, Montana",13.6,30,093,2018
"Deer Lodge County, Montana",33.6,30,023,2018
"Jefferson County, Montana",15.6,30,043,2018
"McCone County, Montana",-666666666.0,30,055,2018
"Wheatland County, Montana",-666666666.0,30,107,2018
"Rosebud County, Montana",46.4,30,087,2018
"Carter County, Montana",-666666666.0,30,011,2018
"Dawson County, Montana",69.2,30,021,2018
"Broadwater County, Montana",-666666666.0,30,007,2018
"Lake County, Montana",47.5,30,047,2018
"Pondera County, Montana",10.5,30,073,2018
"Yellowstone County, Montana",33.0,30,111,2018
"Ravalli County, Montana",47.9,30,081,2018
"Valley County, Montana",54.4,30,105,2018
"Fergus County, Montana",31.7,30,027,2018
"Mineral County, Montana",-666666666.0,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",6.9,30,089,2018
"Flathead County, Montana",21.5,30,029,2018
"Wibaux County, Montana",-666666666.0,30,109,2018
"Meagher County, Montana",8.2,30,059,2018
"Carbon County, Montana",6.3,30,009,2018
"Phillips County, Montana",-666666666.0,30,071,2018
"Adams County, Nebraska",21.9,31,001,2018
"Lancaster County, Nebraska",25.1,31,109,2018
"Boone County, Nebraska",52.5,31,011,2018
"Rock County, Nebraska",-666666666.0,31,149,2018
"Banner County, Nebraska",-666666666.0,31,007,2018
"Sherman County, Nebraska",55.3,31,163,2018
"Richardson County, Nebraska",53.4,31,147,2018
"Howard County, Nebraska",38.3,31,093,2018
"Holt County, Nebraska",30.6,31,089,2018
"Furnas County, Nebraska",29.5,31,065,2018
"Gosper County, Nebraska",-666666666.0,31,073,2018
"Saline County, Nebraska",32.7,31,151,2018
"Sarpy County, Nebraska",27.3,31,153,2018
"Thurston County, Nebraska",-666666666.0,31,173,2018
"Washington County, Nebraska",33.5,31,177,2018
"Boyd County, Nebraska",-666666666.0,31,015,2018
"Cherry County, Nebraska",-666666666.0,31,031,2018
"Dodge County, Nebraska",21.0,31,053,2018
"Fillmore County, Nebraska",65.3,31,059,2018
"Garden County, Nebraska",44.1,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",45.9,31,123,2018
"Nemaha County, Nebraska",25.2,31,127,2018
"Seward County, Nebraska",39.3,31,159,2018
"Thomas County, Nebraska",-666666666.0,31,171,2018
"Dakota County, Nebraska",22.8,31,043,2018
"Webster County, Nebraska",55.6,31,181,2018
"Antelope County, Nebraska",22.3,31,003,2018
"Butler County, Nebraska",26.4,31,023,2018
"Clay County, Nebraska",27.3,31,035,2018
"Custer County, Nebraska",19.0,31,041,2018
"Gage County, Nebraska",31.4,31,067,2018
"Hamilton County, Nebraska",28.7,31,081,2018
"Kearney County, Nebraska",47.0,31,099,2018
"Keith County, Nebraska",49.6,31,101,2018
"Madison County, Nebraska",30.4,31,119,2018
"Perkins County, Nebraska",-666666666.0,31,135,2018
"Saunders County, Nebraska",18.5,31,155,2018
"Wayne County, Nebraska",19.8,31,179,2018
"Keya Paha County, Nebraska",-666666666.0,31,103,2018
"Knox County, Nebraska",50.2,31,107,2018
"Lincoln County, Nebraska",55.8,31,111,2018
"Pierce County, Nebraska",-666666666.0,31,139,2018
"Sioux County, Nebraska",-666666666.0,31,165,2018
"Cass County, Nebraska",42.0,31,025,2018
"Dixon County, Nebraska",31.5,31,051,2018
"Dundy County, Nebraska",-666666666.0,31,057,2018
"Greeley County, Nebraska",45.3,31,077,2018
"Hall County, Nebraska",22.8,31,079,2018
"Otoe County, Nebraska",21.5,31,131,2018
"Red Willow County, Nebraska",37.4,31,145,2018
"Dawes County, Nebraska",5.7,31,045,2018
"Cheyenne County, Nebraska",60.4,31,033,2018
"Dawson County, Nebraska",23.0,31,047,2018
"Valley County, Nebraska",50.5,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",-666666666.0,31,125,2018
"Stanton County, Nebraska",-666666666.0,31,167,2018
"Harlan County, Nebraska",17.8,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",29.1,31,019,2018
"Deuel County, Nebraska",12.6,31,049,2018
"Hitchcock County, Nebraska",-666666666.0,31,087,2018
"Platte County, Nebraska",35.8,31,141,2018
"Thayer County, Nebraska",15.8,31,169,2018
"Box Butte County, Nebraska",63.3,31,013,2018
"Churchill County, Nevada",34.0,32,001,2018
"Douglas County, Nevada",35.5,32,005,2018
"Pershing County, Nevada",37.0,32,027,2018
"Esmeralda County, Nevada",21.7,32,009,2018
"Humboldt County, Nevada",32.4,32,013,2018
"Mineral County, Nevada",41.8,32,021,2018
"White Pine County, Nevada",53.4,32,033,2018
"Elko County, Nevada",28.3,32,007,2018
"Lincoln County, Nevada",38.5,32,017,2018
"Nye County, Nevada",27.6,32,023,2018
"Storey County, Nevada",-666666666.0,32,029,2018
"Washoe County, Nevada",27.6,32,031,2018
"Clark County, Nevada",29.1,32,003,2018
"Carson City, Nevada",26.0,32,510,2018
"Lyon County, Nevada",30.2,32,019,2018
"Cheshire County, New Hampshire",33.2,33,005,2018
"Merrimack County, New Hampshire",30.9,33,013,2018
"Grafton County, New Hampshire",30.3,33,009,2018
"Rockingham County, New Hampshire",30.5,33,015,2018
"Belknap County, New Hampshire",11.6,33,001,2018
"Sullivan County, New Hampshire",26.4,33,019,2018
"Hillsborough County, New Hampshire",31.0,33,011,2018
"Strafford County, New Hampshire",24.3,33,017,2018
"Coos County, New Hampshire",36.0,33,007,2018
"Carroll County, New Hampshire",17.8,33,003,2018
"Monmouth County, New Jersey",28.7,34,025,2018
"Sussex County, New Jersey",33.6,34,037,2018
"Cumberland County, New Jersey",32.4,34,011,2018
"Essex County, New Jersey",31.9,34,013,2018
"Ocean County, New Jersey",27.3,34,029,2018
"Gloucester County, New Jersey",31.6,34,015,2018
"Salem County, New Jersey",32.7,34,033,2018
"Passaic County, New Jersey",30.9,34,031,2018
"Camden County, New Jersey",29.0,34,007,2018
"Bergen County, New Jersey",33.6,34,003,2018
"Warren County, New Jersey",28.8,34,041,2018
"Hudson County, New Jersey",32.8,34,017,2018
"Burlington County, New Jersey",30.9,34,005,2018
"Morris County, New Jersey",33.3,34,027,2018
"Rio Arriba County, New Mexico",35.6,35,039,2018
"San Miguel County, New Mexico",43.8,35,047,2018
"Torrance County, New Mexico",33.7,35,057,2018
"Otero County, New Mexico",31.1,35,035,2018
"Cibola County, New Mexico",40.6,35,006,2018
"Guadalupe County, New Mexico",38.7,35,019,2018
"Catron County, New Mexico",53.6,35,003,2018
"Grant County, New Mexico",45.4,35,017,2018
"Luna County, New Mexico",39.9,35,029,2018
"McKinley County, New Mexico",40.7,35,031,2018
"Taos County, New Mexico",51.7,35,055,2018
"Colfax County, New Mexico",49.2,35,007,2018
"Eddy County, New Mexico",36.3,35,015,2018
"Mora County, New Mexico",40.1,35,033,2018
"Quay County, New Mexico",48.1,35,037,2018
"Lincoln County, New Mexico",42.7,35,027,2018
"Lea County, New Mexico",30.6,35,025,2018
"Santa Fe County, New Mexico",37.5,35,049,2018
"Sierra County, New Mexico",58.3,35,051,2018
"Socorro County, New Mexico",45.5,35,053,2018
"Doña Ana County, New Mexico",33.2,35,013,2018
"Schoharie County, New York",40.3,36,095,2018
"Onondaga County, New York",27.3,36,067,2018
"Clinton County, New York",29.3,36,019,2018
"Seneca County, New York",31.9,36,099,2018
"Putnam County, New York",31.2,36,079,2018
"Franklin County, New York",39.0,36,033,2018
"Ontario County, New York",30.6,36,069,2018
"Queens County, New York",33.5,36,081,2018
"Steuben County, New York",31.2,36,101,2018
"Hamilton County, New York",25.5,36,041,2018
"Washington County, New York",40.2,36,115,2018
"Chautauqua County, New York",31.1,36,013,2018
"Kings County, New York",30.8,36,047,2018
"New York County, New York",33.7,36,061,2018
"Tioga County, New York",24.0,36,107,2018
"Cayuga County, New York",31.2,36,011,2018
"Orleans County, New York",28.2,36,073,2018
"Saratoga County, New York",28.4,36,091,2018
"Rockland County, New York",29.8,36,087,2018
"Columbia County, New York",27.1,36,021,2018
"Lewis County, New York",30.3,36,049,2018
"Niagara County, New York",29.2,36,063,2018
"Westchester County, New York",31.9,36,119,2018
"Delaware County, New York",22.2,36,025,2018
"Essex County, New York",36.9,36,031,2018
"Montgomery County, New York",29.2,36,057,2018
"Nassau County, New York",31.9,36,059,2018
"Richmond County, New York",31.0,36,085,2018
"Schuyler County, New York",11.8,36,097,2018
"Tompkins County, New York",20.8,36,109,2018
"Chenango County, New York",20.3,36,017,2018
"Cortland County, New York",30.7,36,023,2018
"Jefferson County, New York",29.1,36,045,2018
"Oneida County, New York",24.4,36,065,2018
"Suffolk County, New York",29.4,36,103,2018
"Wyoming County, New York",29.5,36,121,2018
"Chemung County, New York",33.3,36,015,2018
"Oswego County, New York",21.3,36,075,2018
"Otsego County, New York",19.8,36,077,2018
"Wayne County, New York",34.8,36,117,2018
"Albany County, New York",26.6,36,001,2018
"Broome County, New York",26.6,36,007,2018
"Erie County, New York",28.0,36,029,2018
"Madison County, New York",19.7,36,053,2018
"Sullivan County, New York",29.8,36,105,2018
"Mitchell County, North Carolina",18.5,37,121,2018
"Genesee County, New York",29.3,36,037,2018
"Orange County, New York",30.0,36,071,2018
"Greene County, North Carolina",25.5,37,079,2018
"Chowan County, North Carolina",17.2,37,041,2018
"Caldwell County, North Carolina",22.9,37,027,2018
"Catawba County, North Carolina",24.6,37,035,2018
"Craven County, North Carolina",25.4,37,049,2018
"Edgecombe County, North Carolina",20.7,37,065,2018
"Harnett County, North Carolina",26.3,37,085,2018
"Henderson County, North Carolina",19.9,37,089,2018
"Hyde County, North Carolina",38.4,37,095,2018
"Mecklenburg County, North Carolina",26.5,37,119,2018
"Northampton County, North Carolina",45.6,37,131,2018
"Rowan County, North Carolina",23.1,37,159,2018
"Vance County, North Carolina",33.5,37,181,2018
"Currituck County, North Carolina",35.5,37,053,2018
"Union County, North Carolina",23.7,37,179,2018
"Forsyth County, North Carolina",23.6,37,067,2018
"Nash County, North Carolina",22.0,37,127,2018
"Bladen County, North Carolina",26.0,37,017,2018
"Dare County, North Carolina",27.0,37,055,2018
"Warren County, North Carolina",24.5,37,185,2018
"Wilson County, North Carolina",22.6,37,195,2018
"Bertie County, North Carolina",18.3,37,015,2018
"Gates County, North Carolina",-666666666.0,37,073,2018
"Graham County, North Carolina",20.8,37,075,2018
"Martin County, North Carolina",28.2,37,117,2018
"Madison County, North Carolina",18.8,37,115,2018
"Pamlico County, North Carolina",22.8,37,137,2018
"Perquimans County, North Carolina",18.9,37,143,2018
"Polk County, North Carolina",13.6,37,149,2018
"Randolph County, North Carolina",23.7,37,151,2018
"Rockingham County, North Carolina",17.9,37,157,2018
"Stokes County, North Carolina",34.7,37,169,2018
"Washington County, North Carolina",16.3,37,187,2018
"Camden County, North Carolina",30.5,37,029,2018
"Clay County, North Carolina",13.5,37,043,2018
"Cumberland County, North Carolina",26.4,37,051,2018
"Gaston County, North Carolina",25.2,37,071,2018
"Guilford County, North Carolina",25.2,37,081,2018
"Jackson County, North Carolina",29.2,37,099,2018
"Moore County, North Carolina",27.5,37,125,2018
"Robeson County, North Carolina",17.8,37,155,2018
"Stanly County, North Carolina",26.3,37,167,2018
"Wake County, North Carolina",27.0,37,183,2018
"Yancey County, North Carolina",32.3,37,199,2018
"Chatham County, North Carolina",23.8,37,037,2018
"McDowell County, North Carolina",16.3,37,111,2018
"Johnston County, North Carolina",24.7,37,101,2018
"Jones County, North Carolina",32.6,37,103,2018
"Person County, North Carolina",19.6,37,145,2018
"Brunswick County, North Carolina",28.5,37,019,2018
"Ashe County, North Carolina",28.1,37,009,2018
"Beaufort County, North Carolina",24.3,37,013,2018
"Lenoir County, North Carolina",28.1,37,107,2018
"Rutherford County, North Carolina",17.9,37,161,2018
"Lincoln County, North Carolina",24.3,37,109,2018
"Onslow County, North Carolina",24.9,37,133,2018
"Orange County, North Carolina",22.9,37,135,2018
"Sampson County, North Carolina",23.2,37,163,2018
"Yadkin County, North Carolina",30.0,37,197,2018
"Avery County, North Carolina",45.2,37,011,2018
"Burke County, North Carolina",20.4,37,023,2018
"Caswell County, North Carolina",21.3,37,033,2018
"Davie County, North Carolina",28.1,37,059,2018
"Duplin County, North Carolina",26.6,37,061,2018
"Durham County, North Carolina",30.6,37,063,2018
"Lee County, North Carolina",28.6,37,105,2018
"New Hanover County, North Carolina",29.5,37,129,2018
"Wayne County, North Carolina",26.7,37,191,2018
"Scotland County, North Carolina",25.8,37,165,2018
"Halifax County, North Carolina",38.6,37,083,2018
"Alamance County, North Carolina",23.7,37,001,2018
"Burke County, North Dakota",11.9,38,013,2018
"Mountrail County, North Dakota",30.3,38,061,2018
"Williams County, North Dakota",27.0,38,105,2018
"Billings County, North Dakota",-666666666.0,38,007,2018
"Kidder County, North Dakota",26.7,38,043,2018
"Cavalier County, North Dakota",22.3,38,019,2018
"Grant County, North Dakota",-666666666.0,38,037,2018
"Pembina County, North Dakota",27.8,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",11.6,38,041,2018
"LaMoure County, North Dakota",28.7,38,045,2018
"Morton County, North Dakota",42.2,38,059,2018
"Cass County, North Dakota",27.4,38,017,2018
"Dunn County, North Dakota",40.1,38,025,2018
"Emmons County, North Dakota",-666666666.0,38,029,2018
"McIntosh County, North Dakota",-666666666.0,38,051,2018
"Nelson County, North Dakota",26.7,38,063,2018
"Richland County, North Dakota",20.0,38,077,2018
"Rolette County, North Dakota",46.8,38,079,2018
"Walsh County, North Dakota",22.9,38,099,2018
"Adams County, North Dakota",-666666666.0,38,001,2018
"Bottineau County, North Dakota",36.5,38,009,2018
"Barnes County, North Dakota",22.1,38,003,2018
"Eddy County, North Dakota",-666666666.0,38,027,2018
"Grand Forks County, North Dakota",22.8,38,035,2018
"McKenzie County, North Dakota",58.1,38,053,2018
"Mercer County, North Dakota",49.5,38,057,2018
"McLean County, North Dakota",8.8,38,055,2018
"Pierce County, North Dakota",-666666666.0,38,069,2018
"Ransom County, North Dakota",-666666666.0,38,073,2018
"Sioux County, North Dakota",29.7,38,085,2018
"Bowman County, North Dakota",8.6,38,011,2018
"Golden Valley County, North Dakota",-666666666.0,38,033,2018
"Logan County, North Dakota",-666666666.0,38,047,2018
"Towner County, North Dakota",-666666666.0,38,095,2018
"Stutsman County, North Dakota",23.7,38,093,2018
"Divide County, North Dakota",-666666666.0,38,023,2018
"Foster County, North Dakota",-666666666.0,38,031,2018
"Sargent County, North Dakota",-666666666.0,38,081,2018
"Slope County, North Dakota",-666666666.0,38,087,2018
"Stark County, North Dakota",23.1,38,089,2018
"Gallia County, Ohio",31.3,39,053,2018
"Huron County, Ohio",31.5,39,077,2018
"Athens County, Ohio",24.8,39,009,2018
"Adams County, Ohio",13.6,39,001,2018
"Medina County, Ohio",28.6,39,103,2018
"Union County, Ohio",36.3,39,159,2018
"Champaign County, Ohio",32.9,39,021,2018
"Paulding County, Ohio",25.5,39,125,2018
"Greene County, Ohio",26.3,39,057,2018
"Franklin County, Ohio",26.8,39,049,2018
"Marion County, Ohio",27.8,39,101,2018
"Morgan County, Ohio",-666666666.0,39,115,2018
"Wayne County, Ohio",25.1,39,169,2018
"Wyandot County, Ohio",44.8,39,175,2018
"Butler County, Ohio",22.2,39,017,2018
"Harrison County, Ohio",27.8,39,067,2018
"Knox County, Ohio",39.3,39,083,2018
"Richland County, Ohio",30.6,39,139,2018
"Vinton County, Ohio",-666666666.0,39,163,2018
"Hancock County, Ohio",38.6,39,063,2018
"Fairfield County, Ohio",24.4,39,045,2018
"Defiance County, Ohio",35.3,39,039,2018
"Henry County, Ohio",35.1,39,069,2018
"Jefferson County, Ohio",27.7,39,081,2018
"Putnam County, Ohio",29.4,39,137,2018
"Clinton County, Ohio",53.6,39,027,2018
"Fayette County, Ohio",26.5,39,047,2018
"Pickaway County, Ohio",32.9,39,129,2018
"Logan County, Ohio",24.2,39,091,2018
"Summit County, Ohio",30.2,39,153,2018
"Sandusky County, Ohio",36.7,39,143,2018
"Shelby County, Ohio",28.6,39,149,2018
"Cottonwood County, Minnesota",19.9,27,033,2018
"Scott County, Minnesota",28.0,27,139,2018
"Dodge County, Minnesota",35.2,27,039,2018
"Wabasha County, Minnesota",27.8,27,157,2018
"Pipestone County, Minnesota",13.8,27,117,2018
"Crow Wing County, Minnesota",47.6,27,035,2018
"Norman County, Minnesota",15.9,27,107,2018
"Wright County, Minnesota",30.3,27,171,2018
"Nicollet County, Minnesota",6.9,27,103,2018
"Douglas County, Minnesota",61.5,27,041,2018
"Grant County, Minnesota",52.1,27,051,2018
"Kittson County, Minnesota",-666666666.0,27,069,2018
"Le Sueur County, Minnesota",26.4,27,079,2018
"Mahnomen County, Minnesota",35.8,27,087,2018
"Chisago County, Minnesota",24.6,27,025,2018
"Redwood County, Minnesota",27.3,27,127,2018
"Yellow Medicine County, Minnesota",25.8,27,173,2018
"Todd County, Minnesota",27.1,27,153,2018
"Beltrami County, Minnesota",16.8,27,007,2018
"Blue Earth County, Minnesota",21.3,27,013,2018
"Houston County, Minnesota",44.1,27,055,2018
"Lac qui Parle County, Minnesota",21.7,27,073,2018
"Lake of the Woods County, Minnesota",-666666666.0,27,077,2018
"Otter Tail County, Minnesota",25.6,27,111,2018
"Waseca County, Minnesota",43.4,27,161,2018
"St. Louis County, Minnesota",22.8,27,137,2018
"Anoka County, Minnesota",27.1,27,003,2018
"Stearns County, Minnesota",19.3,27,145,2018
"Lincoln County, Minnesota",-666666666.0,27,081,2018
"Marshall County, Minnesota",25.3,27,089,2018
"Mille Lacs County, Minnesota",26.3,27,095,2018
"Washington County, Minnesota",28.5,27,163,2018
"Carlton County, Minnesota",43.1,27,017,2018
"Kanabec County, Minnesota",12.0,27,065,2018
"Koochiching County, Minnesota",-666666666.0,27,071,2018
"Red Lake County, Minnesota",41.2,27,125,2018
"Morrison County, Minnesota",26.3,27,097,2018
"Rice County, Minnesota",31.1,27,131,2018
"Steele County, Minnesota",24.4,27,147,2018
"Aitkin County, Minnesota",57.3,27,001,2018
"Faribault County, Minnesota",32.6,27,043,2018
"Murray County, Minnesota",24.3,27,101,2018
"Kandiyohi County, Minnesota",29.3,27,067,2018
"Lake County, Minnesota",38.6,27,075,2018
"Rock County, Minnesota",26.5,27,133,2018
"Sibley County, Minnesota",21.1,27,143,2018
"Traverse County, Minnesota",-666666666.0,27,155,2018
"Becker County, Minnesota",12.4,27,005,2018
"Hennepin County, Minnesota",26.9,27,053,2018
"Brown County, Minnesota",26.2,27,015,2018
"Chippewa County, Minnesota",17.9,27,023,2018
"Clearwater County, Minnesota",40.6,27,029,2018
"Hubbard County, Minnesota",23.5,27,057,2018
"Isanti County, Minnesota",21.4,27,059,2018
"Martin County, Minnesota",26.5,27,091,2018
"Mower County, Minnesota",21.2,27,099,2018
"Pine County, Minnesota",35.6,27,115,2018
"Olmsted County, Minnesota",24.8,27,109,2018
"Wadena County, Minnesota",17.1,27,159,2018
"Benton County, Minnesota",29.9,27,009,2018
"Freeborn County, Minnesota",40.7,27,047,2018
"McLeod County, Minnesota",28.2,27,085,2018
"Pope County, Minnesota",23.3,27,121,2018
"Stevens County, Minnesota",5.8,27,149,2018
"Swift County, Minnesota",30.1,27,151,2018
"Holmes County, Mississippi",25.0,28,051,2018
"Amite County, Mississippi",-666666666.0,28,005,2018
"Calhoun County, Mississippi",18.9,28,013,2018
"Tishomingo County, Mississippi",42.4,28,141,2018
"Wayne County, Mississippi",29.5,28,153,2018
"Austin County, Texas",25.0,48,015,2018
"Kenedy County, Texas",43.8,48,261,2018
"Nueces County, Texas",40.8,48,355,2018
"Colorado County, Texas",30.5,48,089,2018
"San Patricio County, Texas",42.2,48,409,2018
"Rains County, Texas",37.4,48,379,2018
"Randall County, Texas",31.6,48,381,2018
"Real County, Texas",47.5,48,385,2018
"San Saba County, Texas",18.6,48,411,2018
