NAME,B17015_038E,state,county,year
"Fayette County, Illinois",274.0,17,051,2019
"Logan County, Illinois",276.0,17,107,2019
"Saline County, Illinois",279.0,17,165,2019
"Lake County, Illinois",7007.0,17,097,2019
"Massac County, Illinois",92.0,17,127,2019
"Cass County, Illinois",185.0,17,017,2019
"Huntington County, Indiana",530.0,18,069,2019
"White County, Indiana",371.0,18,181,2019
"Jay County, Indiana",450.0,18,075,2019
"Shelby County, Indiana",631.0,18,145,2019
"Sullivan County, Indiana",324.0,18,153,2019
"Tippecanoe County, Indiana",2354.0,18,157,2019
"Hamilton County, Indiana",3552.0,18,057,2019
"Bartholomew County, Indiana",1116.0,18,005,2019
"Fulton County, Indiana",247.0,18,049,2019
"Noble County, Indiana",606.0,18,113,2019
"Clark County, Indiana",1769.0,18,019,2019
"Hendricks County, Indiana",1899.0,18,063,2019
"Grant County, Indiana",763.0,18,053,2019
"Jackson County, Indiana",632.0,18,071,2019
"Owen County, Indiana",367.0,18,119,2019
"Whitley County, Indiana",426.0,18,183,2019
"Clinton County, Indiana",575.0,18,023,2019
"Union County, Indiana",92.0,18,161,2019
"Dearborn County, Indiana",887.0,18,029,2019
"Lawrence County, Indiana",523.0,18,093,2019
"Perry County, Indiana",189.0,18,123,2019
"Posey County, Indiana",145.0,18,129,2019
"Carroll County, Indiana",266.0,18,015,2019
"Fountain County, Indiana",180.0,18,045,2019
"Starke County, Indiana",277.0,18,149,2019
"Greene County, Indiana",442.0,18,055,2019
"Benton County, Iowa",250.0,19,011,2019
"Dubuque County, Iowa",1187.0,19,061,2019
"Pocahontas County, Iowa",129.0,19,151,2019
"Van Buren County, Iowa",38.0,19,177,2019
"Adams County, Iowa",59.0,19,003,2019
"Audubon County, Iowa",65.0,19,009,2019
"Davis County, Iowa",141.0,19,051,2019
"Ida County, Iowa",103.0,19,093,2019
"Monroe County, Iowa",76.0,19,135,2019
"Sioux County, Iowa",295.0,19,167,2019
"Calhoun County, Iowa",124.0,19,025,2019
"Cerro Gordo County, Iowa",521.0,19,033,2019
"Hardin County, Iowa",196.0,19,083,2019
"Lucas County, Iowa",71.0,19,117,2019
"Palo Alto County, Iowa",103.0,19,147,2019
"Henry County, Iowa",347.0,19,087,2019
"Jasper County, Iowa",552.0,19,099,2019
"Poweshiek County, Iowa",273.0,19,157,2019
"Clayton County, Iowa",244.0,19,043,2019
"Bremer County, Iowa",342.0,19,017,2019
"Emmet County, Iowa",150.0,19,063,2019
"Hancock County, Iowa",148.0,19,081,2019
"Jackson County, Iowa",318.0,19,097,2019
"Lee County, Iowa",509.0,19,111,2019
"Warren County, Iowa",662.0,19,181,2019
"Mahaska County, Iowa",284.0,19,123,2019
"Clay County, Iowa",264.0,19,041,2019
"Delaware County, Iowa",268.0,19,055,2019
"Bacon County, Georgia",107.0,13,005,2019
"Brantley County, Georgia",228.0,13,025,2019
"Ben Hill County, Georgia",127.0,13,017,2019
"Burke County, Georgia",178.0,13,033,2019
"Catoosa County, Georgia",559.0,13,047,2019
"Chattahoochee County, Georgia",41.0,13,053,2019
"Chattooga County, Georgia",222.0,13,055,2019
"Columbia County, Georgia",878.0,13,073,2019
"Decatur County, Georgia",466.0,13,087,2019
"Floyd County, Georgia",959.0,13,115,2019
"Forsyth County, Georgia",1719.0,13,117,2019
"Habersham County, Georgia",323.0,13,137,2019
"Hart County, Georgia",164.0,13,147,2019
"Lowndes County, Georgia",1122.0,13,185,2019
"McIntosh County, Georgia",94.0,13,191,2019
"Meriwether County, Georgia",225.0,13,199,2019
"Monroe County, Georgia",143.0,13,207,2019
"Putnam County, Georgia",224.0,13,237,2019
"Sumter County, Georgia",488.0,13,261,2019
"Taliaferro County, Georgia",16.0,13,265,2019
"Warren County, Georgia",56.0,13,301,2019
"Wayne County, Iowa",47.0,19,185,2019
"Scott County, Iowa",1801.0,19,163,2019
"Sherman County, Kansas",80.0,20,181,2019
"Thomas County, Kansas",49.0,20,193,2019
"Morris County, Kansas",30.0,20,127,2019
"Rooks County, Kansas",80.0,20,163,2019
"Clark County, Kansas",17.0,20,025,2019
"Harper County, Kansas",102.0,20,077,2019
"Lyon County, Kansas",372.0,20,111,2019
"Pawnee County, Kansas",31.0,20,145,2019
"Comanche County, Kansas",25.0,20,033,2019
"Gove County, Kansas",37.0,20,063,2019
"Harvey County, Kansas",213.0,20,079,2019
"Kearny County, Kansas",18.0,20,093,2019
"McPherson County, Kansas",387.0,20,113,2019
"Desha County, Arkansas",101.0,05,041,2019
"Fulton County, Arkansas",10.0,05,049,2019
"Howard County, Arkansas",120.0,05,061,2019
"Garland County, Arkansas",655.0,05,051,2019
"Mississippi County, Arkansas",435.0,05,093,2019
"Pope County, Arkansas",647.0,05,115,2019
"Prairie County, Arkansas",146.0,05,117,2019
"Union County, Arkansas",387.0,05,139,2019
"Woodruff County, Arkansas",59.0,05,147,2019
"Cleburne County, Arkansas",248.0,05,023,2019
"Cleveland County, Arkansas",61.0,05,025,2019
"Jackson County, Arkansas",147.0,05,067,2019
"Hempstead County, Arkansas",243.0,05,057,2019
"Sharp County, Arkansas",158.0,05,135,2019
"Stone County, Arkansas",90.0,05,137,2019
"Washington County, Arkansas",3844.0,05,143,2019
"Baxter County, Arkansas",304.0,05,005,2019
"Ashley County, Arkansas",84.0,05,003,2019
"Craighead County, Arkansas",1191.0,05,031,2019
"Greene County, Arkansas",434.0,05,055,2019
"Perry County, Arkansas",66.0,05,105,2019
"Poinsett County, Arkansas",275.0,05,111,2019
"Sevier County, Arkansas",167.0,05,133,2019
"Calhoun County, Arkansas",38.0,05,013,2019
"Clark County, Arkansas",191.0,05,019,2019
"Lawrence County, Arkansas",182.0,05,075,2019
"Monroe County, Arkansas",31.0,05,095,2019
"Conway County, Arkansas",164.0,05,029,2019
"Newton County, Arkansas",55.0,05,101,2019
"Arkansas County, Arkansas",202.0,05,001,2019
"Lonoke County, Arkansas",1038.0,05,085,2019
"Carroll County, Arkansas",167.0,05,015,2019
"St. Francis County, Arkansas",222.0,05,123,2019
"Pulaski County, Arkansas",4302.0,05,119,2019
"Merced County, California",4465.0,06,047,2019
"Mariposa County, California",209.0,06,043,2019
"Modoc County, California",120.0,06,049,2019
"Contra Costa County, California",13023.0,06,013,2019
"Inyo County, California",82.0,06,027,2019
"Stanislaus County, California",8884.0,06,099,2019
"Santa Barbara County, California",5776.0,06,083,2019
"Tehama County, California",1170.0,06,103,2019
"Mono County, California",55.0,06,051,2019
"San Benito County, California",893.0,06,069,2019
"Bryan County, Georgia",419.0,13,029,2019
"Butts County, Georgia",201.0,13,035,2019
"Camden County, Georgia",683.0,13,039,2019
"Crawford County, Georgia",84.0,13,079,2019
"Early County, Georgia",165.0,13,099,2019
"Coffee County, Georgia",510.0,13,069,2019
"Coweta County, Georgia",1330.0,13,077,2019
"Gilmer County, Georgia",319.0,13,123,2019
"Walton County, Georgia",1185.0,13,297,2019
"Wilkes County, Georgia",55.0,13,317,2019
"Dodge County, Georgia",166.0,13,091,2019
"Gordon County, Georgia",704.0,13,129,2019
"Cherokee County, Georgia",2795.0,13,057,2019
"Fayette County, Georgia",1036.0,13,113,2019
"Lee County, Georgia",193.0,13,177,2019
"Pickens County, Georgia",261.0,13,227,2019
"Greene County, Georgia",138.0,13,133,2019
"Cook County, Georgia",161.0,13,075,2019
"Dawson County, Georgia",210.0,13,085,2019
"Fulton County, Georgia",10273.0,13,121,2019
"Hawaii County, Hawaii",2124.0,15,001,2019
"Honolulu County, Hawaii",9953.0,15,003,2019
"Kauai County, Hawaii",1045.0,15,007,2019
"Kalawao County, Hawaii",0.0,15,005,2019
"Cassia County, Idaho",342.0,16,031,2019
"Lincoln County, Idaho",50.0,16,063,2019
"Valley County, Idaho",65.0,16,085,2019
"Franklin County, Idaho",77.0,16,041,2019
"Nez Perce County, Idaho",574.0,16,069,2019
"Kootenai County, Idaho",1736.0,16,055,2019
