NAME,B23025_001E,state,county,year
"Washington County, Mississippi",36109.0,28,151,2018
"Perry County, Mississippi",9508.0,28,111,2018
"Choctaw County, Mississippi",6718.0,28,019,2018
"Itawamba County, Mississippi",18949.0,28,057,2018
"Carroll County, Mississippi",8404.0,28,015,2018
"Grenada County, Mississippi",16882.0,28,043,2018
"Jefferson County, Mississippi",5830.0,28,063,2018
"Greene County, Mississippi",11370.0,28,041,2018
"Marshall County, Mississippi",28759.0,28,093,2018
"Quitman County, Mississippi",5828.0,28,119,2018
"Bolivar County, Mississippi",25348.0,28,011,2018
"Lamar County, Mississippi",47528.0,28,073,2018
"Lee County, Mississippi",65439.0,28,081,2018
"Pike County, Mississippi",30553.0,28,113,2018
"Tallahatchie County, Mississippi",11853.0,28,135,2018
"Smith County, Mississippi",12593.0,28,129,2018
"Stone County, Mississippi",14884.0,28,131,2018
"Warren County, Mississippi",36835.0,28,149,2018
"Clarke County, Mississippi",12733.0,28,023,2018
"Kemper County, Mississippi",8467.0,28,069,2018
"Montgomery County, Mississippi",8098.0,28,097,2018
"Oktibbeha County, Mississippi",41666.0,28,105,2018
"Pearl River County, Mississippi",44172.0,28,109,2018
"Leake County, Mississippi",17643.0,28,079,2018
"Noxubee County, Mississippi",8447.0,28,103,2018
"Neshoba County, Mississippi",22181.0,28,099,2018
"Rankin County, Mississippi",119621.0,28,121,2018
"Tate County, Mississippi",22689.0,28,137,2018
"Lawrence County, Mississippi",9856.0,28,077,2018
"Panola County, Mississippi",26448.0,28,107,2018
"Yalobusha County, Mississippi",9945.0,28,161,2018
"Chickasaw County, Mississippi",13509.0,28,017,2018
"Copiah County, Mississippi",22695.0,28,029,2018
"George County, Mississippi",18311.0,28,039,2018
"Hinds County, Mississippi",188930.0,28,049,2018
"Newton County, Mississippi",16691.0,28,101,2018
"Union County, Mississippi",22015.0,28,145,2018
"Sharkey County, Mississippi",3542.0,28,125,2018
"Tippah County, Mississippi",17062.0,28,139,2018
"Forrest County, Mississippi",59644.0,28,035,2018
"Hancock County, Mississippi",37946.0,28,045,2018
"Lafayette County, Mississippi",44698.0,28,071,2018
"Issaquena County, Mississippi",1137.0,28,055,2018
"Lowndes County, Mississippi",46870.0,28,087,2018
"Leflore County, Mississippi",22450.0,28,083,2018
"Wilkinson County, Mississippi",7313.0,28,157,2018
"Harrison County, Mississippi",158617.0,28,047,2018
"Jefferson Davis County, Mississippi",9469.0,28,065,2018
"Lincoln County, Mississippi",27139.0,28,085,2018
"Scott County, Mississippi",21740.0,28,123,2018
"Winston County, Mississippi",14576.0,28,159,2018
"Yazoo County, Mississippi",21984.0,28,163,2018
"Benton County, Mississippi",6715.0,28,009,2018
"Franklin County, Mississippi",6009.0,28,037,2018
"Jasper County, Mississippi",13106.0,28,061,2018
"Jones County, Mississippi",52910.0,28,067,2018
"Monroe County, Mississippi",28460.0,28,095,2018
"Sunflower County, Mississippi",21135.0,28,133,2018
"Webster County, Mississippi",7700.0,28,155,2018
"Adams County, Mississippi",25645.0,28,001,2018
"Clay County, Mississippi",15816.0,28,025,2018
"Covington County, Mississippi",14837.0,28,031,2018
"Humphreys County, Mississippi",6532.0,28,053,2018
"Saline County, Missouri",18420.0,29,195,2018
"Madison County, Missouri",9705.0,29,123,2018
"Wright County, Missouri",14214.0,29,229,2018
"Vernon County, Missouri",16280.0,29,217,2018
"Nodaway County, Missouri",19303.0,29,147,2018
"Chariton County, Missouri",6031.0,29,041,2018
"Grundy County, Missouri",7939.0,29,079,2018
"Morgan County, Missouri",16053.0,29,141,2018
"Wayne County, Missouri",10855.0,29,223,2018
"Bollinger County, Missouri",9956.0,29,017,2018
"Cape Girardeau County, Missouri",63224.0,29,031,2018
"Shelby County, Missouri",4777.0,29,205,2018
"Webster County, Missouri",28748.0,29,225,2018
"Atchison County, Missouri",4366.0,29,005,2018
"Bates County, Missouri",12927.0,29,013,2018
"Benton County, Missouri",16151.0,29,015,2018
"Carter County, Missouri",4855.0,29,035,2018
"Dade County, Missouri",6269.0,29,057,2018
"Linn County, Missouri",9580.0,29,115,2018
"Howell County, Missouri",31719.0,29,091,2018
"Johnson County, Missouri",43250.0,29,101,2018
"Laclede County, Missouri",27657.0,29,105,2018
"Maries County, Missouri",7263.0,29,125,2018
"Phelps County, Missouri",36548.0,29,161,2018
"Platte County, Missouri",77929.0,29,165,2018
"St. Francois County, Missouri",54059.0,29,187,2018
"Andrew County, Missouri",13991.0,29,003,2018
"Carroll County, Missouri",7045.0,29,033,2018
"Daviess County, Missouri",6425.0,29,061,2018
"Knox County, Missouri",3136.0,29,103,2018
"Marion County, Missouri",22508.0,29,127,2018
"Osage County, Missouri",10800.0,29,151,2018
"Ripley County, Missouri",10861.0,29,181,2018
"Warren County, Missouri",26569.0,29,219,2018
"Audrain County, Missouri",20455.0,29,007,2018
"Christian County, Missouri",65172.0,29,043,2018
"Greene County, Missouri",234490.0,29,077,2018
"Harrison County, Missouri",6699.0,29,081,2018
"St. Clair County, Missouri",7741.0,29,185,2018
"Adair County, Missouri",21380.0,29,001,2018
"Scotland County, Missouri",3654.0,29,199,2018
"Sullivan County, Missouri",5030.0,29,211,2018
"Clark County, Missouri",5394.0,29,045,2018
"Jefferson County, Missouri",176587.0,29,099,2018
"Lewis County, Missouri",8008.0,29,111,2018
"New Madrid County, Missouri",14109.0,29,143,2018
"Perry County, Missouri",15100.0,29,157,2018
"Ralls County, Missouri",8274.0,29,173,2018
"Ray County, Missouri",18278.0,29,177,2018
"St. Louis County, Missouri",803924.0,29,189,2018
"Stone County, Missouri",27071.0,29,209,2018
"Barry County, Missouri",28596.0,29,009,2018
"Boone County, Missouri",144697.0,29,019,2018
"Cedar County, Missouri",10995.0,29,039,2018
"Crawford County, Missouri",19262.0,29,055,2018
"Iron County, Missouri",8347.0,29,093,2018
"Livingston County, Missouri",12162.0,29,117,2018
"Moniteau County, Missouri",12372.0,29,135,2018
"Oregon County, Missouri",8598.0,29,149,2018
"Dunklin County, Missouri",23485.0,29,069,2018
"Pettis County, Missouri",33088.0,29,159,2018
"Ste. Genevieve County, Missouri",14471.0,29,186,2018
"Randolph County, Missouri",20086.0,29,175,2018
"Franklin County, Missouri",81828.0,29,071,2018
"Howard County, Missouri",8086.0,29,089,2018
"Jackson County, Missouri",544741.0,29,095,2018
"Miller County, Missouri",19795.0,29,131,2018
"Pulaski County, Missouri",42298.0,29,169,2018
"Putnam County, Missouri",3846.0,29,171,2018
"Taney County, Missouri",44488.0,29,213,2018
"Texas County, Missouri",20802.0,29,215,2018
