NAME,B23025_005E,state,county,year
"Washington County, Mississippi",3041.0,28,151,2018
"Perry County, Mississippi",337.0,28,111,2018
"Choctaw County, Mississippi",301.0,28,019,2018
"Itawamba County, Mississippi",414.0,28,057,2018
"Carroll County, Mississippi",377.0,28,015,2018
"Grenada County, Mississippi",617.0,28,043,2018
"Jefferson County, Mississippi",152.0,28,063,2018
"Greene County, Mississippi",394.0,28,041,2018
"Marshall County, Mississippi",1006.0,28,093,2018
"Quitman County, Mississippi",794.0,28,119,2018
"Bolivar County, Mississippi",1267.0,28,011,2018
"Lamar County, Mississippi",2964.0,28,073,2018
"Lee County, Mississippi",2632.0,28,081,2018
"Pike County, Mississippi",1106.0,28,113,2018
"Tallahatchie County, Mississippi",634.0,28,135,2018
"Smith County, Mississippi",232.0,28,129,2018
"Stone County, Mississippi",401.0,28,131,2018
"Warren County, Mississippi",1509.0,28,149,2018
"Clarke County, Mississippi",564.0,28,023,2018
"Kemper County, Mississippi",260.0,28,069,2018
"Montgomery County, Mississippi",445.0,28,097,2018
"Oktibbeha County, Mississippi",2279.0,28,105,2018
"Pearl River County, Mississippi",1988.0,28,109,2018
"Leake County, Mississippi",1053.0,28,079,2018
"Noxubee County, Mississippi",454.0,28,103,2018
"Neshoba County, Mississippi",1129.0,28,099,2018
"Rankin County, Mississippi",3253.0,28,121,2018
"Tate County, Mississippi",987.0,28,137,2018
"Lawrence County, Mississippi",460.0,28,077,2018
"Panola County, Mississippi",983.0,28,107,2018
"Yalobusha County, Mississippi",253.0,28,161,2018
"Chickasaw County, Mississippi",411.0,28,017,2018
"Copiah County, Mississippi",1250.0,28,029,2018
"George County, Mississippi",843.0,28,039,2018
"Hinds County, Mississippi",11027.0,28,049,2018
"Newton County, Mississippi",612.0,28,101,2018
"Union County, Mississippi",821.0,28,145,2018
"Sharkey County, Mississippi",295.0,28,125,2018
"Tippah County, Mississippi",743.0,28,139,2018
"Forrest County, Mississippi",3634.0,28,035,2018
"Hancock County, Mississippi",1690.0,28,045,2018
"Lafayette County, Mississippi",1785.0,28,071,2018
"Issaquena County, Mississippi",57.0,28,055,2018
"Lowndes County, Mississippi",2435.0,28,087,2018
"Leflore County, Mississippi",1165.0,28,083,2018
"Wilkinson County, Mississippi",303.0,28,157,2018
"Harrison County, Mississippi",8925.0,28,047,2018
"Jefferson Davis County, Mississippi",459.0,28,065,2018
"Lincoln County, Mississippi",1025.0,28,085,2018
"Scott County, Mississippi",978.0,28,123,2018
