NAME,B23025_002E,state,county,year
"Pierce County, North Dakota",2073.0,38,069,2018
"Ransom County, North Dakota",2820.0,38,073,2018
"Sioux County, North Dakota",1600.0,38,085,2018
"Bowman County, North Dakota",1769.0,38,011,2018
"Golden Valley County, North Dakota",1036.0,38,033,2018
"Logan County, North Dakota",1002.0,38,047,2018
"Towner County, North Dakota",1057.0,38,095,2018
"Stutsman County, North Dakota",11140.0,38,093,2018
"Divide County, North Dakota",1183.0,38,023,2018
"Foster County, North Dakota",1815.0,38,031,2018
"Sargent County, North Dakota",2179.0,38,081,2018
"Slope County, North Dakota",340.0,38,087,2018
"Stark County, North Dakota",16953.0,38,089,2018
"Gallia County, Ohio",12753.0,39,053,2018
"Huron County, Ohio",28649.0,39,077,2018
"Athens County, Ohio",29805.0,39,009,2018
"Adams County, Ohio",10882.0,39,001,2018
"Medina County, Ohio",96153.0,39,103,2018
"Union County, Ohio",28494.0,39,159,2018
"Champaign County, Ohio",19552.0,39,021,2018
"Paulding County, Ohio",9057.0,39,125,2018
"Greene County, Ohio",84975.0,39,057,2018
"Franklin County, Ohio",702905.0,39,049,2018
"Marion County, Ohio",28341.0,39,101,2018
"Morgan County, Ohio",6070.0,39,115,2018
"Wayne County, Ohio",57873.0,39,169,2018
"Wyandot County, Ohio",11367.0,39,175,2018
"Butler County, Ohio",193039.0,39,017,2018
"Harrison County, Ohio",6804.0,39,067,2018
"Knox County, Ohio",30091.0,39,083,2018
"Richland County, Ohio",54457.0,39,139,2018
"Vinton County, Ohio",5826.0,39,163,2018
"Hancock County, Ohio",40297.0,39,063,2018
"Fairfield County, Ohio",75488.0,39,045,2018
"Defiance County, Ohio",19899.0,39,039,2018
"Henry County, Ohio",13915.0,39,069,2018
"Jefferson County, Ohio",29577.0,39,081,2018
"Putnam County, Ohio",18022.0,39,137,2018
"Clinton County, Ohio",20802.0,39,027,2018
"Fayette County, Ohio",13374.0,39,047,2018
"Pickaway County, Ohio",26073.0,39,129,2018
"Logan County, Ohio",22588.0,39,091,2018
"Summit County, Ohio",282885.0,39,153,2018
"Sandusky County, Ohio",29663.0,39,143,2018
"Shelby County, Ohio",25942.0,39,149,2018
"Cottonwood County, Minnesota",5624.0,27,033,2018
"Scott County, Minnesota",81445.0,27,139,2018
"Dodge County, Minnesota",11607.0,27,039,2018
"Wabasha County, Minnesota",11688.0,27,157,2018
"Pipestone County, Minnesota",4513.0,27,117,2018
"Crow Wing County, Minnesota",31352.0,27,035,2018
"Norman County, Minnesota",3231.0,27,107,2018
"Wright County, Minnesota",73825.0,27,171,2018
"Nicollet County, Minnesota",19797.0,27,103,2018
"Douglas County, Minnesota",19824.0,27,041,2018
"Grant County, Minnesota",3039.0,27,051,2018
"Kittson County, Minnesota",2306.0,27,069,2018
"Le Sueur County, Minnesota",15385.0,27,079,2018
"Mahnomen County, Minnesota",2357.0,27,087,2018
"Chisago County, Minnesota",29996.0,27,025,2018
"Redwood County, Minnesota",7682.0,27,127,2018
"Yellow Medicine County, Minnesota",5067.0,27,173,2018
"Todd County, Minnesota",11479.0,27,153,2018
"Beltrami County, Minnesota",22884.0,27,007,2018
"Blue Earth County, Minnesota",39138.0,27,013,2018
"Houston County, Minnesota",10367.0,27,055,2018
"Lac qui Parle County, Minnesota",3460.0,27,073,2018
"Lake of the Woods County, Minnesota",2129.0,27,077,2018
"Otter Tail County, Minnesota",29186.0,27,111,2018
"Waseca County, Minnesota",9629.0,27,161,2018
"St. Louis County, Minnesota",103449.0,27,137,2018
"Anoka County, Minnesota",197507.0,27,003,2018
"Stearns County, Minnesota",89884.0,27,145,2018
"Lincoln County, Minnesota",2920.0,27,081,2018
"Marshall County, Minnesota",4939.0,27,089,2018
"Mille Lacs County, Minnesota",12860.0,27,095,2018
"Washington County, Minnesota",140084.0,27,163,2018
"Carlton County, Minnesota",17401.0,27,017,2018
"Kanabec County, Minnesota",8115.0,27,065,2018
"Koochiching County, Minnesota",6158.0,27,071,2018
"Red Lake County, Minnesota",2068.0,27,125,2018
"Morrison County, Minnesota",17203.0,27,097,2018
"Rice County, Minnesota",35467.0,27,131,2018
"Steele County, Minnesota",19706.0,27,147,2018
"Aitkin County, Minnesota",6601.0,27,001,2018
"Faribault County, Minnesota",7317.0,27,043,2018
"Murray County, Minnesota",4368.0,27,101,2018
"Kandiyohi County, Minnesota",22464.0,27,067,2018
"Lake County, Minnesota",5099.0,27,075,2018
"Rock County, Minnesota",4892.0,27,133,2018
"Sibley County, Minnesota",8180.0,27,143,2018
"Traverse County, Minnesota",1700.0,27,155,2018
"Becker County, Minnesota",17015.0,27,005,2018
"Hennepin County, Minnesota",717917.0,27,053,2018
"Brown County, Minnesota",13927.0,27,015,2018
"Chippewa County, Minnesota",6298.0,27,023,2018
"Clearwater County, Minnesota",4116.0,27,029,2018
"Hubbard County, Minnesota",9952.0,27,057,2018
"Isanti County, Minnesota",20863.0,27,059,2018
"Martin County, Minnesota",10404.0,27,091,2018
"Mower County, Minnesota",20043.0,27,099,2018
"Pine County, Minnesota",13371.0,27,115,2018
"Olmsted County, Minnesota",84547.0,27,109,2018
"Wadena County, Minnesota",6352.0,27,159,2018
"Benton County, Minnesota",21619.0,27,009,2018
"Freeborn County, Minnesota",15884.0,27,047,2018
"McLeod County, Minnesota",19608.0,27,085,2018
"Pope County, Minnesota",5793.0,27,121,2018
"Stevens County, Minnesota",5379.0,27,149,2018
"Swift County, Minnesota",4939.0,27,151,2018
"Holmes County, Mississippi",5902.0,28,051,2018
