NAME,B19113H_001E,state,county,year
"Kearney County, Nebraska",77110.0,31,099,2018
"Keith County, Nebraska",64467.0,31,101,2018
"Madison County, Nebraska",72351.0,31,119,2018
"Perkins County, Nebraska",77670.0,31,135,2018
"Saunders County, Nebraska",80827.0,31,155,2018
"Wayne County, Nebraska",79583.0,31,179,2018
"Keya Paha County, Nebraska",55250.0,31,103,2018
"Knox County, Nebraska",68075.0,31,107,2018
"Lincoln County, Nebraska",76989.0,31,111,2018
"Pierce County, Nebraska",71300.0,31,139,2018
"Sioux County, Nebraska",51458.0,31,165,2018
"Cass County, Nebraska",86481.0,31,025,2018
"Dixon County, Nebraska",68417.0,31,051,2018
"Dundy County, Nebraska",67426.0,31,057,2018
"Greeley County, Nebraska",60682.0,31,077,2018
"Hall County, Nebraska",75004.0,31,079,2018
"Otoe County, Nebraska",74308.0,31,131,2018
"Red Willow County, Nebraska",57946.0,31,145,2018
"Dawes County, Nebraska",66644.0,31,045,2018
"Cheyenne County, Nebraska",78424.0,31,033,2018
"Dawson County, Nebraska",70714.0,31,047,2018
"Valley County, Nebraska",69602.0,31,175,2018
"McPherson County, Nebraska",70000.0,31,117,2018
"Nance County, Nebraska",59408.0,31,125,2018
"Stanton County, Nebraska",75169.0,31,167,2018
"Harlan County, Nebraska",65625.0,31,083,2018
"Blaine County, Nebraska",54732.0,31,009,2018
"Buffalo County, Nebraska",80602.0,31,019,2018
"Deuel County, Nebraska",61359.0,31,049,2018
"Hitchcock County, Nebraska",57000.0,31,087,2018
"Platte County, Nebraska",82620.0,31,141,2018
"Thayer County, Nebraska",64878.0,31,169,2018
"Box Butte County, Nebraska",73144.0,31,013,2018
"Churchill County, Nevada",74961.0,32,001,2018
"Douglas County, Nevada",78156.0,32,005,2018
"Pershing County, Nevada",61379.0,32,027,2018
"Esmeralda County, Nevada",58750.0,32,009,2018
"Humboldt County, Nevada",87701.0,32,013,2018
"Mineral County, Nevada",58241.0,32,021,2018
"White Pine County, Nevada",73000.0,32,033,2018
"Elko County, Nevada",95507.0,32,007,2018
"Lincoln County, Nevada",64278.0,32,017,2018
"Nye County, Nevada",56935.0,32,023,2018
"Storey County, Nevada",70766.0,32,029,2018
"Washoe County, Nevada",85694.0,32,031,2018
"Clark County, Nevada",80696.0,32,003,2018
"Carson City, Nevada",74469.0,32,510,2018
"Lyon County, Nevada",67624.0,32,019,2018
"Cheshire County, New Hampshire",80449.0,33,005,2018
"Merrimack County, New Hampshire",90604.0,33,013,2018
"Grafton County, New Hampshire",80550.0,33,009,2018
"Rockingham County, New Hampshire",108349.0,33,015,2018
"Belknap County, New Hampshire",83041.0,33,001,2018
"Sullivan County, New Hampshire",75201.0,33,019,2018
"Hillsborough County, New Hampshire",100033.0,33,011,2018
"Strafford County, New Hampshire",90054.0,33,017,2018
"Coos County, New Hampshire",60973.0,33,007,2018
"Carroll County, New Hampshire",71313.0,33,003,2018
"Monmouth County, New Jersey",127252.0,34,025,2018
"Sussex County, New Jersey",106108.0,34,037,2018
"Cumberland County, New Jersey",77539.0,34,011,2018
"Essex County, New Jersey",142903.0,34,013,2018
"Ocean County, New Jersey",86971.0,34,029,2018
"Gloucester County, New Jersey",106570.0,34,015,2018
"Salem County, New Jersey",98370.0,34,033,2018
"Passaic County, New Jersey",110943.0,34,031,2018
"Camden County, New Jersey",101437.0,34,007,2018
"Bergen County, New Jersey",133140.0,34,003,2018
"Warren County, New Jersey",102131.0,34,041,2018
"Hudson County, New Jersey",109960.0,34,017,2018
"Burlington County, New Jersey",107897.0,34,005,2018
"Morris County, New Jersey",144115.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",55565.0,35,047,2018
"Torrance County, New Mexico",56360.0,35,057,2018
"Otero County, New Mexico",64173.0,35,035,2018
"Cibola County, New Mexico",57375.0,35,006,2018
"Guadalupe County, New Mexico",35511.0,35,019,2018
"Catron County, New Mexico",53585.0,35,003,2018
"Grant County, New Mexico",61944.0,35,017,2018
"Luna County, New Mexico",53654.0,35,029,2018
"McKinley County, New Mexico",68953.0,35,031,2018
"Taos County, New Mexico",59839.0,35,055,2018
"Colfax County, New Mexico",58512.0,35,007,2018
"Eddy County, New Mexico",81491.0,35,015,2018
"Mora County, New Mexico",-666666666.0,35,033,2018
"Quay County, New Mexico",49563.0,35,037,2018
"Lincoln County, New Mexico",61693.0,35,027,2018
"Lea County, New Mexico",76338.0,35,025,2018
"Santa Fe County, New Mexico",93482.0,35,049,2018
"Sierra County, New Mexico",41566.0,35,051,2018
"Socorro County, New Mexico",71250.0,35,053,2018
"Doña Ana County, New Mexico",74570.0,35,013,2018
"Schoharie County, New York",67932.0,36,095,2018
"Onondaga County, New York",85050.0,36,067,2018
"Clinton County, New York",70836.0,36,019,2018
"Seneca County, New York",69005.0,36,099,2018
"Putnam County, New York",122740.0,36,079,2018
"Franklin County, New York",63795.0,36,033,2018
"Ontario County, New York",84206.0,36,069,2018
"Queens County, New York",94816.0,36,081,2018
"Steuben County, New York",62750.0,36,101,2018
"Hamilton County, New York",68450.0,36,041,2018
"Washington County, New York",65012.0,36,115,2018
"Chautauqua County, New York",62169.0,36,013,2018
"Kings County, New York",90874.0,36,047,2018
"New York County, New York",210740.0,36,061,2018
"Tioga County, New York",75994.0,36,107,2018
"Cayuga County, New York",70464.0,36,011,2018
"Orleans County, New York",60347.0,36,073,2018
"Saratoga County, New York",97908.0,36,091,2018
"Rockland County, New York",115782.0,36,087,2018
"Columbia County, New York",80060.0,36,021,2018
"Lewis County, New York",61449.0,36,049,2018
"Niagara County, New York",75451.0,36,063,2018
"Westchester County, New York",157991.0,36,119,2018
"Delaware County, New York",62032.0,36,025,2018
"Essex County, New York",69812.0,36,031,2018
"Montgomery County, New York",60823.0,36,057,2018
"Nassau County, New York",142441.0,36,059,2018
"Richmond County, New York",106554.0,36,085,2018
"Schuyler County, New York",68721.0,36,097,2018
"Tompkins County, New York",86386.0,36,109,2018
"Chenango County, New York",60775.0,36,017,2018
"Cortland County, New York",69696.0,36,023,2018
"Jefferson County, New York",63922.0,36,045,2018
"Oneida County, New York",73022.0,36,065,2018
"Suffolk County, New York",122279.0,36,103,2018
"Wyoming County, New York",70724.0,36,121,2018
"Chemung County, New York",70518.0,36,015,2018
"Oswego County, New York",65556.0,36,075,2018
"Otsego County, New York",66698.0,36,077,2018
"Wayne County, New York",69050.0,36,117,2018
"Albany County, New York",101613.0,36,001,2018
"Broome County, New York",69809.0,36,007,2018
"Erie County, New York",84354.0,36,029,2018
"Madison County, New York",72941.0,36,053,2018
"Sullivan County, New York",74408.0,36,105,2018
"Mitchell County, North Carolina",57395.0,37,121,2018
"Genesee County, New York",77432.0,36,037,2018
"Orange County, New York",100238.0,36,071,2018
"Greene County, North Carolina",59901.0,37,079,2018
"Chowan County, North Carolina",53160.0,37,041,2018
"Caldwell County, North Carolina",54700.0,37,027,2018
"Catawba County, North Carolina",67707.0,37,035,2018
"Craven County, North Carolina",69517.0,37,049,2018
"Edgecombe County, North Carolina",60360.0,37,065,2018
"Harnett County, North Carolina",67639.0,37,085,2018
"Henderson County, North Carolina",70496.0,37,089,2018
"Hyde County, North Carolina",75134.0,37,095,2018
"Mecklenburg County, North Carolina",109585.0,37,119,2018
"Northampton County, North Carolina",57094.0,37,131,2018
"Rowan County, North Carolina",65438.0,37,159,2018
"Vance County, North Carolina",61853.0,37,181,2018
"Currituck County, North Carolina",78036.0,37,053,2018
"Union County, North Carolina",93292.0,37,179,2018
"Forsyth County, North Carolina",81528.0,37,067,2018
"Nash County, North Carolina",76030.0,37,127,2018
"Bladen County, North Carolina",55543.0,37,017,2018
"Dare County, North Carolina",71904.0,37,055,2018
"Warren County, North Carolina",57849.0,37,185,2018
"Wilson County, North Carolina",76639.0,37,195,2018
"Bertie County, North Carolina",70044.0,37,015,2018
"Gates County, North Carolina",68945.0,37,073,2018
"Graham County, North Carolina",48565.0,37,075,2018
"Martin County, North Carolina",58483.0,37,117,2018
"Madison County, North Carolina",54676.0,37,115,2018
"Pamlico County, North Carolina",65655.0,37,137,2018
"Perquimans County, North Carolina",66781.0,37,143,2018
"Polk County, North Carolina",63884.0,37,149,2018
"Randolph County, North Carolina",59534.0,37,151,2018
"Rockingham County, North Carolina",59017.0,37,157,2018
"Stokes County, North Carolina",57246.0,37,169,2018
"Washington County, North Carolina",55957.0,37,187,2018
"Camden County, North Carolina",77139.0,37,029,2018
"Clay County, North Carolina",48085.0,37,043,2018
"Cumberland County, North Carolina",64401.0,37,051,2018
"Gaston County, North Carolina",67418.0,37,071,2018
"Guilford County, North Carolina",84867.0,37,081,2018
"Jackson County, North Carolina",64274.0,37,099,2018
"Moore County, North Carolina",82723.0,37,125,2018
"Robeson County, North Carolina",55823.0,37,155,2018
"Stanly County, North Carolina",63987.0,37,167,2018
"Wake County, North Carolina",111717.0,37,183,2018
"Yancey County, North Carolina",53309.0,37,199,2018
"Chatham County, North Carolina",97977.0,37,037,2018
"McDowell County, North Carolina",51715.0,37,111,2018
"Johnston County, North Carolina",73242.0,37,101,2018
"Jones County, North Carolina",54283.0,37,103,2018
"Person County, North Carolina",71765.0,37,145,2018
"Brunswick County, North Carolina",69923.0,37,019,2018
"Ashe County, North Carolina",54054.0,37,009,2018
"Beaufort County, North Carolina",69554.0,37,013,2018
"Lenoir County, North Carolina",62456.0,37,107,2018
"Rutherford County, North Carolina",53200.0,37,161,2018
"Lincoln County, North Carolina",66899.0,37,109,2018
"Onslow County, North Carolina",57920.0,37,133,2018
"Orange County, North Carolina",111707.0,37,135,2018
"Sampson County, North Carolina",60247.0,37,163,2018
"Yadkin County, North Carolina",56264.0,37,197,2018
"Avery County, North Carolina",50315.0,37,011,2018
"Burke County, North Carolina",56302.0,37,023,2018
"Caswell County, North Carolina",68944.0,37,033,2018
"Davie County, North Carolina",74657.0,37,059,2018
"Duplin County, North Carolina",60286.0,37,061,2018
"Durham County, North Carolina",102449.0,37,063,2018
"Lee County, North Carolina",71749.0,37,105,2018
"New Hanover County, North Carolina",80098.0,37,129,2018
"Wayne County, North Carolina",66715.0,37,191,2018
"Scotland County, North Carolina",57787.0,37,165,2018
"Halifax County, North Carolina",58869.0,37,083,2018
"Alamance County, North Carolina",71949.0,37,001,2018
"Burke County, North Dakota",91964.0,38,013,2018
"Mountrail County, North Dakota",89808.0,38,061,2018
"Williams County, North Dakota",111767.0,38,105,2018
"Billings County, North Dakota",106964.0,38,007,2018
"Kidder County, North Dakota",65000.0,38,043,2018
"Cavalier County, North Dakota",82984.0,38,019,2018
"Grant County, North Dakota",72250.0,38,037,2018
"Pembina County, North Dakota",83438.0,38,067,2018
"Steele County, North Dakota",81042.0,38,091,2018
"Hettinger County, North Dakota",69444.0,38,041,2018
"LaMoure County, North Dakota",77619.0,38,045,2018
"Morton County, North Dakota",93307.0,38,059,2018
"Cass County, North Dakota",88673.0,38,017,2018
"Dunn County, North Dakota",102591.0,38,025,2018
"Emmons County, North Dakota",61950.0,38,029,2018
"McIntosh County, North Dakota",66310.0,38,051,2018
"Nelson County, North Dakota",73788.0,38,063,2018
"Richland County, North Dakota",79144.0,38,077,2018
"Rolette County, North Dakota",75313.0,38,079,2018
"Walsh County, North Dakota",75997.0,38,099,2018
"Adams County, North Dakota",81250.0,38,001,2018
"Bottineau County, North Dakota",76951.0,38,009,2018
"Barnes County, North Dakota",81488.0,38,003,2018
"Eddy County, North Dakota",76875.0,38,027,2018
"Grand Forks County, North Dakota",83387.0,38,035,2018
"McKenzie County, North Dakota",101859.0,38,053,2018
"Mercer County, North Dakota",93295.0,38,057,2018
"McLean County, North Dakota",81489.0,38,055,2018
"Pierce County, North Dakota",61875.0,38,069,2018
"Ransom County, North Dakota",74766.0,38,073,2018
"Sioux County, North Dakota",77500.0,38,085,2018
"Bowman County, North Dakota",89403.0,38,011,2018
"Golden Valley County, North Dakota",70833.0,38,033,2018
"Logan County, North Dakota",71406.0,38,047,2018
"Towner County, North Dakota",74583.0,38,095,2018
"Stutsman County, North Dakota",76764.0,38,093,2018
"Divide County, North Dakota",96875.0,38,023,2018
"Foster County, North Dakota",78828.0,38,031,2018
"Sargent County, North Dakota",83424.0,38,081,2018
"Slope County, North Dakota",72857.0,38,087,2018
"Stark County, North Dakota",99480.0,38,089,2018
"Gallia County, Ohio",58225.0,39,053,2018
"Huron County, Ohio",63531.0,39,077,2018
"Athens County, Ohio",59092.0,39,009,2018
"Adams County, Ohio",46924.0,39,001,2018
"Medina County, Ohio",91064.0,39,103,2018
"Union County, Ohio",92414.0,39,159,2018
"Champaign County, Ohio",67426.0,39,021,2018
"Paulding County, Ohio",65928.0,39,125,2018
"Greene County, Ohio",88568.0,39,057,2018
"Franklin County, Ohio",87468.0,39,049,2018
"Marion County, Ohio",58332.0,39,101,2018
"Morgan County, Ohio",50392.0,39,115,2018
"Wayne County, Ohio",67252.0,39,169,2018
"Wyandot County, Ohio",64672.0,39,175,2018
"Butler County, Ohio",83294.0,39,017,2018
"Harrison County, Ohio",58007.0,39,067,2018
"Knox County, Ohio",64401.0,39,083,2018
"Richland County, Ohio",61610.0,39,139,2018
"Vinton County, Ohio",54357.0,39,163,2018
"Hancock County, Ohio",73623.0,39,063,2018
"Fairfield County, Ohio",80310.0,39,045,2018
"Defiance County, Ohio",68641.0,39,039,2018
"Henry County, Ohio",71064.0,39,069,2018
"Jefferson County, Ohio",58216.0,39,081,2018
"Putnam County, Ohio",77381.0,39,137,2018
"Clinton County, Ohio",63220.0,39,027,2018
"Fayette County, Ohio",55388.0,39,047,2018
"Pickaway County, Ohio",73585.0,39,129,2018
"Logan County, Ohio",68850.0,39,091,2018
"Summit County, Ohio",78333.0,39,153,2018
"Sandusky County, Ohio",65474.0,39,143,2018
"Shelby County, Ohio",74852.0,39,149,2018
"Cottonwood County, Minnesota",70412.0,27,033,2018
"Scott County, Minnesota",116673.0,27,139,2018
"Dodge County, Minnesota",82945.0,27,039,2018
"Wabasha County, Minnesota",78713.0,27,157,2018
"Pipestone County, Minnesota",67500.0,27,117,2018
"Crow Wing County, Minnesota",68176.0,27,035,2018
"Norman County, Minnesota",69088.0,27,107,2018
"Wright County, Minnesota",94954.0,27,171,2018
"Nicollet County, Minnesota",82277.0,27,103,2018
"Douglas County, Minnesota",77341.0,27,041,2018
"Grant County, Minnesota",65987.0,27,051,2018
"Kittson County, Minnesota",72195.0,27,069,2018
"Le Sueur County, Minnesota",85573.0,27,079,2018
"Mahnomen County, Minnesota",70536.0,27,087,2018
"Chisago County, Minnesota",92787.0,27,025,2018
"Redwood County, Minnesota",68422.0,27,127,2018
"Yellow Medicine County, Minnesota",71266.0,27,173,2018
"Todd County, Minnesota",64753.0,27,153,2018
"Beltrami County, Minnesota",68722.0,27,007,2018
"Blue Earth County, Minnesota",80714.0,27,013,2018
"Houston County, Minnesota",73359.0,27,055,2018
"Lac qui Parle County, Minnesota",66366.0,27,073,2018
"Lake of the Woods County, Minnesota",65347.0,27,077,2018
"Otter Tail County, Minnesota",71985.0,27,111,2018
"Waseca County, Minnesota",73288.0,27,161,2018
"St. Louis County, Minnesota",74277.0,27,137,2018
"Anoka County, Minnesota",96296.0,27,003,2018
"Stearns County, Minnesota",78787.0,27,145,2018
"Lincoln County, Minnesota",67232.0,27,081,2018
"Marshall County, Minnesota",75469.0,27,089,2018
"Mille Lacs County, Minnesota",63204.0,27,095,2018
"Washington County, Minnesota",112827.0,27,163,2018
"Carlton County, Minnesota",74885.0,27,017,2018
"Kanabec County, Minnesota",64306.0,27,065,2018
"Koochiching County, Minnesota",65000.0,27,071,2018
"Red Lake County, Minnesota",78932.0,27,125,2018
"Morrison County, Minnesota",68780.0,27,097,2018
"Rice County, Minnesota",86223.0,27,131,2018
"Steele County, Minnesota",82598.0,27,147,2018
"Aitkin County, Minnesota",56935.0,27,001,2018
"Faribault County, Minnesota",70330.0,27,043,2018
"Murray County, Minnesota",76736.0,27,101,2018
"Kandiyohi County, Minnesota",76672.0,27,067,2018
"Lake County, Minnesota",70841.0,27,075,2018
"Rock County, Minnesota",69649.0,27,133,2018
"Sibley County, Minnesota",77381.0,27,143,2018
"Traverse County, Minnesota",63871.0,27,155,2018
"Becker County, Minnesota",73962.0,27,005,2018
"Hennepin County, Minnesota",116232.0,27,053,2018
"Brown County, Minnesota",76684.0,27,015,2018
"Chippewa County, Minnesota",75253.0,27,023,2018
"Clearwater County, Minnesota",62656.0,27,029,2018
"Hubbard County, Minnesota",66574.0,27,057,2018
"Isanti County, Minnesota",80660.0,27,059,2018
"Martin County, Minnesota",69219.0,27,091,2018
"Mower County, Minnesota",74842.0,27,099,2018
"Pine County, Minnesota",61444.0,27,115,2018
"Olmsted County, Minnesota",99870.0,27,109,2018
"Wadena County, Minnesota",55410.0,27,159,2018
"Benton County, Minnesota",72349.0,27,009,2018
"Freeborn County, Minnesota",64940.0,27,047,2018
"McLeod County, Minnesota",79801.0,27,085,2018
"Pope County, Minnesota",75208.0,27,121,2018
"Stevens County, Minnesota",82500.0,27,149,2018
"Swift County, Minnesota",66603.0,27,151,2018
"Holmes County, Mississippi",65526.0,28,051,2018
"Amite County, Mississippi",61323.0,28,005,2018
