NAME,B19113A_001E,state,county,year
"Pawnee County, Kansas",61920.0,20,145,2015
"Phillips County, Kansas",56292.0,20,147,2015
"Pottawatomie County, Kansas",70044.0,20,149,2015
"Pratt County, Kansas",65014.0,20,151,2015
"Rawlins County, Kansas",58250.0,20,153,2015
"Reno County, Kansas",58262.0,20,155,2015
"Republic County, Kansas",55161.0,20,157,2015
"Rice County, Kansas",63617.0,20,159,2015
"Riley County, Kansas",68615.0,20,161,2015
"Rooks County, Kansas",54679.0,20,163,2015
"Rush County, Kansas",57006.0,20,165,2015
"Russell County, Kansas",55789.0,20,167,2015
"Saline County, Kansas",60510.0,20,169,2015
"Scott County, Kansas",67143.0,20,171,2015
"Sedgwick County, Kansas",67768.0,20,173,2015
"Seward County, Kansas",60948.0,20,175,2015
"Shawnee County, Kansas",67810.0,20,177,2015
"Sheridan County, Kansas",64500.0,20,179,2015
"Sherman County, Kansas",50714.0,20,181,2015
"Smith County, Kansas",55625.0,20,183,2015
"Stafford County, Kansas",60852.0,20,185,2015
"Stanton County, Kansas",61250.0,20,187,2015
"Stevens County, Kansas",65313.0,20,189,2015
"Sumner County, Kansas",65423.0,20,191,2015
"Thomas County, Kansas",70061.0,20,193,2015
"Trego County, Kansas",65109.0,20,195,2015
"Wabaunsee County, Kansas",65015.0,20,197,2015
"Wallace County, Kansas",76250.0,20,199,2015
"Washington County, Kansas",55921.0,20,201,2015
"Wichita County, Kansas",60417.0,20,203,2015
"Wilson County, Kansas",49315.0,20,205,2015
"Woodson County, Kansas",50139.0,20,207,2015
"Wyandotte County, Kansas",51278.0,20,209,2015
"Adair County, Kentucky",46299.0,21,001,2015
"Allen County, Kentucky",52765.0,21,003,2015
"Anderson County, Kentucky",66200.0,21,005,2015
"Ballard County, Kentucky",55022.0,21,007,2015
"Barren County, Kentucky",48441.0,21,009,2015
"Bath County, Kentucky",38447.0,21,011,2015
"Bell County, Kentucky",30266.0,21,013,2015
"Boone County, Kentucky",78994.0,21,015,2015
"Bourbon County, Kentucky",57239.0,21,017,2015
"Boyd County, Kentucky",53988.0,21,019,2015
"Boyle County, Kentucky",54284.0,21,021,2015
"Bracken County, Kentucky",55913.0,21,023,2015
"Breathitt County, Kentucky",32152.0,21,025,2015
"Breckinridge County, Kentucky",55122.0,21,027,2015
"Bullitt County, Kentucky",64281.0,21,029,2015
"Butler County, Kentucky",42894.0,21,031,2015
"Caldwell County, Kentucky",53835.0,21,033,2015
"Calloway County, Kentucky",55984.0,21,035,2015
"Campbell County, Kentucky",72129.0,21,037,2015
"Carlisle County, Kentucky",49909.0,21,039,2015
"Carroll County, Kentucky",50766.0,21,041,2015
"Carter County, Kentucky",45319.0,21,043,2015
"Casey County, Kentucky",43720.0,21,045,2015
"Christian County, Kentucky",50585.0,21,047,2015
"Clark County, Kentucky",60140.0,21,049,2015
"Clay County, Kentucky",27091.0,21,051,2015
"Clinton County, Kentucky",34828.0,21,053,2015
"Crittenden County, Kentucky",52250.0,21,055,2015
"Cumberland County, Kentucky",36250.0,21,057,2015
"Daviess County, Kentucky",60431.0,21,059,2015
"Edmonson County, Kentucky",49390.0,21,061,2015
"Elliott County, Kentucky",34781.0,21,063,2015
"Estill County, Kentucky",39792.0,21,065,2015
"Fayette County, Kentucky",76311.0,21,067,2015
"Fleming County, Kentucky",45491.0,21,069,2015
"Floyd County, Kentucky",38079.0,21,071,2015
"Franklin County, Kentucky",64323.0,21,073,2015
"Fulton County, Kentucky",45917.0,21,075,2015
"Gallatin County, Kentucky",52287.0,21,077,2015
"Garrard County, Kentucky",51849.0,21,079,2015
"Grant County, Kentucky",49744.0,21,081,2015
"Graves County, Kentucky",53207.0,21,083,2015
"Grayson County, Kentucky",44985.0,21,085,2015
"Green County, Kentucky",46611.0,21,087,2015
"Greenup County, Kentucky",54709.0,21,089,2015
"Hancock County, Kentucky",53922.0,21,091,2015
"Hardin County, Kentucky",60855.0,21,093,2015
"Harlan County, Kentucky",34877.0,21,095,2015
"Harrison County, Kentucky",50063.0,21,097,2015
"Hart County, Kentucky",43505.0,21,099,2015
"Henderson County, Kentucky",54730.0,21,101,2015
"Henry County, Kentucky",55793.0,21,103,2015
"Hickman County, Kentucky",49048.0,21,105,2015
"Hopkins County, Kentucky",56478.0,21,107,2015
"Jackson County, Kentucky",31801.0,21,109,2015
"Jefferson County, Kentucky",71330.0,21,111,2015
"Jessamine County, Kentucky",59238.0,21,113,2015
"Johnson County, Kentucky",43294.0,21,115,2015
"Kenton County, Kentucky",69333.0,21,117,2015
"Knott County, Kentucky",40889.0,21,119,2015
"Knox County, Kentucky",33633.0,21,121,2015
"Larue County, Kentucky",49918.0,21,123,2015
"Laurel County, Kentucky",42929.0,21,125,2015
"Lawrence County, Kentucky",44713.0,21,127,2015
"Lee County, Kentucky",33279.0,21,129,2015
"Leslie County, Kentucky",38773.0,21,131,2015
"Letcher County, Kentucky",41547.0,21,133,2015
"Lewis County, Kentucky",39508.0,21,135,2015
"Lincoln County, Kentucky",43669.0,21,137,2015
"Livingston County, Kentucky",50440.0,21,139,2015
"Logan County, Kentucky",49676.0,21,141,2015
"Lyon County, Kentucky",57614.0,21,143,2015
"McCracken County, Kentucky",61575.0,21,145,2015
"McCreary County, Kentucky",24577.0,21,147,2015
"McLean County, Kentucky",52025.0,21,149,2015
"Madison County, Kentucky",58048.0,21,151,2015
"Magoffin County, Kentucky",36023.0,21,153,2015
"Marion County, Kentucky",50980.0,21,155,2015
"Marshall County, Kentucky",57126.0,21,157,2015
"Martin County, Kentucky",33717.0,21,159,2015
"Mason County, Kentucky",49647.0,21,161,2015
"Meade County, Kentucky",59873.0,21,163,2015
"Menifee County, Kentucky",39612.0,21,165,2015
"Mercer County, Kentucky",55339.0,21,167,2015
"Metcalfe County, Kentucky",42950.0,21,169,2015
"Monroe County, Kentucky",39470.0,21,171,2015
"Montgomery County, Kentucky",46985.0,21,173,2015
"Morgan County, Kentucky",38438.0,21,175,2015
"Muhlenberg County, Kentucky",48978.0,21,177,2015
"Nelson County, Kentucky",60758.0,21,179,2015
"Nicholas County, Kentucky",49091.0,21,181,2015
"Ohio County, Kentucky",45245.0,21,183,2015
"Oldham County, Kentucky",98134.0,21,185,2015
"Owen County, Kentucky",51202.0,21,187,2015
"Owsley County, Kentucky",42083.0,21,189,2015
"Pendleton County, Kentucky",61816.0,21,191,2015
"Perry County, Kentucky",42093.0,21,193,2015
"Pike County, Kentucky",42445.0,21,195,2015
"Powell County, Kentucky",49544.0,21,197,2015
"Pulaski County, Kentucky",44862.0,21,199,2015
"Robertson County, Kentucky",45231.0,21,201,2015
"Rockcastle County, Kentucky",41390.0,21,203,2015
"Rowan County, Kentucky",52229.0,21,205,2015
"Russell County, Kentucky",38996.0,21,207,2015
"Scott County, Kentucky",74864.0,21,209,2015
"Shelby County, Kentucky",74657.0,21,211,2015
"Simpson County, Kentucky",54334.0,21,213,2015
"Spencer County, Kentucky",72835.0,21,215,2015
"Taylor County, Kentucky",42717.0,21,217,2015
"Todd County, Kentucky",50912.0,21,219,2015
"Trigg County, Kentucky",56905.0,21,221,2015
"Trimble County, Kentucky",59092.0,21,223,2015
"Union County, Kentucky",51198.0,21,225,2015
"Warren County, Kentucky",62301.0,21,227,2015
"Washington County, Kentucky",51535.0,21,229,2015
"Wayne County, Kentucky",36801.0,21,231,2015
"Webster County, Kentucky",50512.0,21,233,2015
"Whitley County, Kentucky",37133.0,21,235,2015
"Wolfe County, Kentucky",30761.0,21,237,2015
"Woodford County, Kentucky",80093.0,21,239,2015
"Acadia Parish, Louisiana",53224.0,22,001,2015
"Allen Parish, Louisiana",53972.0,22,003,2015
"Ascension Parish, Louisiana",84719.0,22,005,2015
"Assumption Parish, Louisiana",72661.0,22,007,2015
"Avoyelles Parish, Louisiana",54138.0,22,009,2015
"Beauregard Parish, Louisiana",60635.0,22,011,2015
"Bienville Parish, Louisiana",58519.0,22,013,2015
"Bossier Parish, Louisiana",74774.0,22,015,2015
"Caddo Parish, Louisiana",75504.0,22,017,2015
"Calcasieu Parish, Louisiana",66323.0,22,019,2015
"Caldwell Parish, Louisiana",49610.0,22,021,2015
"Cameron Parish, Louisiana",74573.0,22,023,2015
"Catahoula Parish, Louisiana",60786.0,22,025,2015
"Claiborne Parish, Louisiana",54710.0,22,027,2015
"Concordia Parish, Louisiana",56242.0,22,029,2015
"De Soto Parish, Louisiana",63851.0,22,031,2015
"East Baton Rouge Parish, Louisiana",90277.0,22,033,2015
"Vermilion County, Illinois",58030.0,17,183,2015
"Wabash County, Illinois",61604.0,17,185,2015
"Warren County, Illinois",56262.0,17,187,2015
"Washington County, Illinois",66911.0,17,189,2015
"Wayne County, Illinois",55403.0,17,191,2015
"White County, Illinois",57937.0,17,193,2015
"Whiteside County, Illinois",60507.0,17,195,2015
"Will County, Illinois",92204.0,17,197,2015
"Williamson County, Illinois",57988.0,17,199,2015
"Winnebago County, Illinois",64049.0,17,201,2015
"Woodford County, Illinois",77291.0,17,203,2015
"Adams County, Indiana",59794.0,18,001,2015
"Allen County, Indiana",65540.0,18,003,2015
"Bartholomew County, Indiana",66632.0,18,005,2015
"Benton County, Indiana",57109.0,18,007,2015
"Blackford County, Indiana",46920.0,18,009,2015
"Boone County, Indiana",81868.0,18,011,2015
"Brown County, Indiana",67585.0,18,013,2015
"Carroll County, Indiana",60303.0,18,015,2015
"Cass County, Indiana",54575.0,18,017,2015
"Clark County, Indiana",65726.0,18,019,2015
"Clay County, Indiana",57102.0,18,021,2015
"Clinton County, Indiana",60603.0,18,023,2015
"Crawford County, Indiana",44618.0,18,025,2015
"Daviess County, Indiana",57177.0,18,027,2015
"Dearborn County, Indiana",70740.0,18,029,2015
"Decatur County, Indiana",57043.0,18,031,2015
"DeKalb County, Indiana",59615.0,18,033,2015
"Delaware County, Indiana",53324.0,18,035,2015
"Dubois County, Indiana",68093.0,18,037,2015
"Elkhart County, Indiana",57791.0,18,039,2015
"Fayette County, Indiana",47745.0,18,041,2015
"Floyd County, Indiana",72631.0,18,043,2015
"Fountain County, Indiana",54848.0,18,045,2015
"Franklin County, Indiana",59655.0,18,047,2015
"Fulton County, Indiana",54561.0,18,049,2015
"Gibson County, Indiana",61533.0,18,051,2015
"Grant County, Indiana",51099.0,18,053,2015
"Greene County, Indiana",56392.0,18,055,2015
"Hamilton County, Indiana",103366.0,18,057,2015
"Hancock County, Indiana",77974.0,18,059,2015
"Harrison County, Indiana",62699.0,18,061,2015
"Hendricks County, Indiana",84164.0,18,063,2015
"Henry County, Indiana",53095.0,18,065,2015
"Howard County, Indiana",60898.0,18,067,2015
"Huntington County, Indiana",57312.0,18,069,2015
"Jackson County, Indiana",57618.0,18,071,2015
"Jasper County, Indiana",64065.0,18,073,2015
"Jay County, Indiana",50894.0,18,075,2015
"Jefferson County, Indiana",53978.0,18,077,2015
"Jennings County, Indiana",53623.0,18,079,2015
"Johnson County, Indiana",74582.0,18,081,2015
"Knox County, Indiana",56104.0,18,083,2015
"Kosciusko County, Indiana",61343.0,18,085,2015
"LaGrange County, Indiana",53967.0,18,087,2015
"Lake County, Indiana",71264.0,18,089,2015
"LaPorte County, Indiana",61842.0,18,091,2015
"Lawrence County, Indiana",56026.0,18,093,2015
"Madison County, Indiana",56576.0,18,095,2015
"Marion County, Indiana",63397.0,18,097,2015
"Marshall County, Indiana",60153.0,18,099,2015
"Martin County, Indiana",56812.0,18,101,2015
"Miami County, Indiana",55775.0,18,103,2015
"Monroe County, Indiana",65713.0,18,105,2015
"Montgomery County, Indiana",56711.0,18,107,2015
"Morgan County, Indiana",64411.0,18,109,2015
"Newton County, Indiana",52493.0,18,111,2015
"Noble County, Indiana",59868.0,18,113,2015
"Ohio County, Indiana",61992.0,18,115,2015
"Orange County, Indiana",48516.0,18,117,2015
"Owen County, Indiana",54505.0,18,119,2015
"Parke County, Indiana",50534.0,18,121,2015
"Perry County, Indiana",57970.0,18,123,2015
"Pike County, Indiana",56777.0,18,125,2015
"Porter County, Indiana",77446.0,18,127,2015
"Posey County, Indiana",72760.0,18,129,2015
"Pulaski County, Indiana",51940.0,18,131,2015
"Putnam County, Indiana",61573.0,18,133,2015
"Randolph County, Indiana",50538.0,18,135,2015
"Ripley County, Indiana",60071.0,18,137,2015
"Rush County, Indiana",57132.0,18,139,2015
"St. Joseph County, Indiana",63582.0,18,141,2015
"Scott County, Indiana",51348.0,18,143,2015
"Shelby County, Indiana",65185.0,18,145,2015
"Spencer County, Indiana",66112.0,18,147,2015
"Starke County, Indiana",50721.0,18,149,2015
"Steuben County, Indiana",56493.0,18,151,2015
"Sullivan County, Indiana",55305.0,18,153,2015
"Switzerland County, Indiana",47393.0,18,155,2015
"Tippecanoe County, Indiana",65393.0,18,157,2015
"Tipton County, Indiana",59271.0,18,159,2015
"Union County, Indiana",58446.0,18,161,2015
"Vanderburgh County, Indiana",61603.0,18,163,2015
"Vermillion County, Indiana",51067.0,18,165,2015
"Vigo County, Indiana",54843.0,18,167,2015
"Wabash County, Indiana",52669.0,18,169,2015
"Warren County, Indiana",64289.0,18,171,2015
"Warrick County, Indiana",72886.0,18,173,2015
"Washington County, Indiana",51630.0,18,175,2015
"Wayne County, Indiana",49582.0,18,177,2015
"Wells County, Indiana",63822.0,18,179,2015
"White County, Indiana",61916.0,18,181,2015
"Whitley County, Indiana",63901.0,18,183,2015
"Adair County, Iowa",58833.0,19,001,2015
"Adams County, Iowa",58909.0,19,003,2015
"Allamakee County, Iowa",57215.0,19,005,2015
"Appanoose County, Iowa",56365.0,19,007,2015
"Audubon County, Iowa",61301.0,19,009,2015
"Benton County, Iowa",75928.0,19,011,2015
"Black Hawk County, Iowa",66126.0,19,013,2015
"Boone County, Iowa",67844.0,19,015,2015
"Bremer County, Iowa",78710.0,19,017,2015
"Buchanan County, Iowa",69963.0,19,019,2015
"Buena Vista County, Iowa",61978.0,19,021,2015
"Butler County, Iowa",63702.0,19,023,2015
"Calhoun County, Iowa",58521.0,19,025,2015
"Carroll County, Iowa",68389.0,19,027,2015
"Cass County, Iowa",52281.0,19,029,2015
"Cedar County, Iowa",69724.0,19,031,2015
"Cerro Gordo County, Iowa",64168.0,19,033,2015
"Cherokee County, Iowa",65368.0,19,035,2015
"Chickasaw County, Iowa",61593.0,19,037,2015
"Clarke County, Iowa",56875.0,19,039,2015
"Clay County, Iowa",65335.0,19,041,2015
"Clayton County, Iowa",59868.0,19,043,2015
"Clinton County, Iowa",66355.0,19,045,2015
"Crawford County, Iowa",57639.0,19,047,2015
"Dallas County, Iowa",93842.0,19,049,2015
"Davis County, Iowa",58818.0,19,051,2015
"Decatur County, Iowa",51250.0,19,053,2015
"Delaware County, Iowa",70735.0,19,055,2015
"Des Moines County, Iowa",56596.0,19,057,2015
"Dickinson County, Iowa",71556.0,19,059,2015
"Dubuque County, Iowa",69722.0,19,061,2015
"Emmet County, Iowa",64085.0,19,063,2015
"Fayette County, Iowa",57423.0,19,065,2015
"Floyd County, Iowa",55616.0,19,067,2015
"Franklin County, Iowa",61559.0,19,069,2015
"Fremont County, Iowa",65326.0,19,071,2015
"Greene County, Iowa",59898.0,19,073,2015
"Grundy County, Iowa",69777.0,19,075,2015
"Guthrie County, Iowa",61250.0,19,077,2015
"Hamilton County, Iowa",60683.0,19,079,2015
"Hancock County, Iowa",64347.0,19,081,2015
"Hardin County, Iowa",66911.0,19,083,2015
"Harrison County, Iowa",65288.0,19,085,2015
"Henry County, Iowa",60335.0,19,087,2015
"Howard County, Iowa",61426.0,19,089,2015
"Humboldt County, Iowa",60355.0,19,091,2015
"Ida County, Iowa",61067.0,19,093,2015
"Iowa County, Iowa",72013.0,19,095,2015
"Jackson County, Iowa",59883.0,19,097,2015
"Jasper County, Iowa",70077.0,19,099,2015
"Jefferson County, Iowa",58785.0,19,101,2015
"Johnson County, Iowa",87772.0,19,103,2015
"Jones County, Iowa",66491.0,19,105,2015
"Keokuk County, Iowa",55772.0,19,107,2015
"Kossuth County, Iowa",65266.0,19,109,2015
"Lee County, Iowa",56477.0,19,111,2015
"Linn County, Iowa",78879.0,19,113,2015
"Louisa County, Iowa",60776.0,19,115,2015
"Lucas County, Iowa",57550.0,19,117,2015
"Lyon County, Iowa",66563.0,19,119,2015
"Madison County, Iowa",72071.0,19,121,2015
"Mahaska County, Iowa",57961.0,19,123,2015
"Marion County, Iowa",69387.0,19,125,2015
"Marshall County, Iowa",64380.0,19,127,2015
"Mills County, Iowa",79240.0,19,129,2015
"Mitchell County, Iowa",64078.0,19,131,2015
"Monona County, Iowa",55938.0,19,133,2015
"Monroe County, Iowa",56509.0,19,135,2015
"Montgomery County, Iowa",54853.0,19,137,2015
"Muscatine County, Iowa",64628.0,19,139,2015
"O'Brien County, Iowa",67640.0,19,141,2015
"Osceola County, Iowa",63929.0,19,143,2015
"Page County, Iowa",60673.0,19,145,2015
"Palo Alto County, Iowa",59555.0,19,147,2015
"Plymouth County, Iowa",72559.0,19,149,2015
"Pocahontas County, Iowa",59340.0,19,151,2015
"Polk County, Iowa",78885.0,19,153,2015
"Pottawattamie County, Iowa",65704.0,19,155,2015
"Poweshiek County, Iowa",66661.0,19,157,2015
"Ringgold County, Iowa",55813.0,19,159,2015
"Sac County, Iowa",64237.0,19,161,2015
"Scott County, Iowa",74560.0,19,163,2015
"Shelby County, Iowa",65541.0,19,165,2015
"Sioux County, Iowa",73085.0,19,167,2015
"Story County, Iowa",78922.0,19,169,2015
"Tama County, Iowa",64714.0,19,171,2015
"Taylor County, Iowa",55195.0,19,173,2015
"Union County, Iowa",57922.0,19,175,2015
"Van Buren County, Iowa",58134.0,19,177,2015
"Wapello County, Iowa",54307.0,19,179,2015
"Warren County, Iowa",77061.0,19,181,2015
"Washington County, Iowa",70685.0,19,183,2015
"Wayne County, Iowa",59006.0,19,185,2015
"Webster County, Iowa",57691.0,19,187,2015
"Winnebago County, Iowa",59757.0,19,189,2015
"Winneshiek County, Iowa",66557.0,19,191,2015
"Woodbury County, Iowa",60906.0,19,193,2015
"Worth County, Iowa",61677.0,19,195,2015
"Wright County, Iowa",60461.0,19,197,2015
"Allen County, Kansas",51223.0,20,001,2015
"Anderson County, Kansas",55867.0,20,003,2015
"Atchison County, Kansas",57069.0,20,005,2015
"Barber County, Kansas",62833.0,20,007,2015
"Barton County, Kansas",60697.0,20,009,2015
"Bourbon County, Kansas",52659.0,20,011,2015
"Brown County, Kansas",54476.0,20,013,2015
"Butler County, Kansas",72654.0,20,015,2015
"Chase County, Kansas",60385.0,20,017,2015
"Chautauqua County, Kansas",47262.0,20,019,2015
"Cherokee County, Kansas",50971.0,20,021,2015
"Cheyenne County, Kansas",61793.0,20,023,2015
"Clark County, Kansas",57917.0,20,025,2015
"Clay County, Kansas",62618.0,20,027,2015
"Cloud County, Kansas",48630.0,20,029,2015
"Coffey County, Kansas",68525.0,20,031,2015
"Comanche County, Kansas",60089.0,20,033,2015
"Cowley County, Kansas",54779.0,20,035,2015
"Crawford County, Kansas",55441.0,20,037,2015
"Decatur County, Kansas",54511.0,20,039,2015
"Dickinson County, Kansas",59647.0,20,041,2015
"Doniphan County, Kansas",60000.0,20,043,2015
"Douglas County, Kansas",75004.0,20,045,2015
"Edwards County, Kansas",58750.0,20,047,2015
"Elk County, Kansas",48194.0,20,049,2015
"Ellis County, Kansas",65203.0,20,051,2015
"Ellsworth County, Kansas",61917.0,20,053,2015
"Finney County, Kansas",62193.0,20,055,2015
"Ford County, Kansas",58723.0,20,057,2015
"Franklin County, Kansas",62552.0,20,059,2015
"Geary County, Kansas",46763.0,20,061,2015
"Gove County, Kansas",54556.0,20,063,2015
"Graham County, Kansas",58092.0,20,065,2015
"Grant County, Kansas",65040.0,20,067,2015
"Gray County, Kansas",65885.0,20,069,2015
"Greeley County, Kansas",52250.0,20,071,2015
"Greenwood County, Kansas",51790.0,20,073,2015
"Hamilton County, Kansas",50809.0,20,075,2015
"Harper County, Kansas",56641.0,20,077,2015
"Harvey County, Kansas",65233.0,20,079,2015
"Haskell County, Kansas",70909.0,20,081,2015
"Hodgeman County, Kansas",70750.0,20,083,2015
"Jackson County, Kansas",68456.0,20,085,2015
"Jefferson County, Kansas",68819.0,20,087,2015
"Jewell County, Kansas",50134.0,20,089,2015
"Johnson County, Kansas",97124.0,20,091,2015
"Kearny County, Kansas",67165.0,20,093,2015
"Kingman County, Kansas",65316.0,20,095,2015
"Kiowa County, Kansas",61400.0,20,097,2015
"Labette County, Kansas",52165.0,20,099,2015
"Lane County, Kansas",66131.0,20,101,2015
"Leavenworth County, Kansas",79389.0,20,103,2015
"Lincoln County, Kansas",61932.0,20,105,2015
"Linn County, Kansas",58222.0,20,107,2015
"Osage County, Missouri",64819.0,29,151,2015
"Ozark County, Missouri",39460.0,29,153,2015
"Pemiscot County, Missouri",46346.0,29,155,2015
"Perry County, Missouri",62491.0,29,157,2015
"Pettis County, Missouri",51468.0,29,159,2015
"Phelps County, Missouri",54229.0,29,161,2015
"Pike County, Missouri",54485.0,29,163,2015
"Platte County, Missouri",86836.0,29,165,2015
"Polk County, Missouri",49850.0,29,167,2015
"Pulaski County, Missouri",54947.0,29,169,2015
"Putnam County, Missouri",43869.0,29,171,2015
"Ralls County, Missouri",55235.0,29,173,2015
"Randolph County, Missouri",51299.0,29,175,2015
"Ray County, Missouri",63063.0,29,177,2015
"Reynolds County, Missouri",45745.0,29,179,2015
"Ripley County, Missouri",39625.0,29,181,2015
"St. Charles County, Missouri",86098.0,29,183,2015
"St. Clair County, Missouri",42735.0,29,185,2015
"Ste. Genevieve County, Missouri",60331.0,29,186,2015
"St. Francois County, Missouri",48714.0,29,187,2015
"St. Louis County, Missouri",90254.0,29,189,2015
"Saline County, Missouri",50689.0,29,195,2015
"Schuyler County, Missouri",45556.0,29,197,2015
"Scotland County, Missouri",49201.0,29,199,2015
"Scott County, Missouri",50530.0,29,201,2015
"Shannon County, Missouri",48109.0,29,203,2015
"Shelby County, Missouri",52313.0,29,205,2015
"Stoddard County, Missouri",49626.0,29,207,2015
"Stone County, Missouri",51120.0,29,209,2015
"Sullivan County, Missouri",47781.0,29,211,2015
"Taney County, Missouri",46399.0,29,213,2015
"Texas County, Missouri",46719.0,29,215,2015
"Vernon County, Missouri",48125.0,29,217,2015
"Warren County, Missouri",64443.0,29,219,2015
"Washington County, Missouri",41069.0,29,221,2015
"Wayne County, Missouri",40391.0,29,223,2015
"Webster County, Missouri",51935.0,29,225,2015
"Worth County, Missouri",54750.0,29,227,2015
"Wright County, Missouri",37279.0,29,229,2015
"St. Louis city, Missouri",70190.0,29,510,2015
"Beaverhead County, Montana",63103.0,30,001,2015
"Big Horn County, Montana",64900.0,30,003,2015
"Blaine County, Montana",54511.0,30,005,2015
"Broadwater County, Montana",52725.0,30,007,2015
"Carbon County, Montana",62770.0,30,009,2015
"Carter County, Montana",62250.0,30,011,2015
"Cascade County, Montana",59948.0,30,013,2015
"Chouteau County, Montana",58274.0,30,015,2015
"Custer County, Montana",64390.0,30,017,2015
"Daniels County, Montana",64286.0,30,019,2015
"Dawson County, Montana",65885.0,30,021,2015
"Deer Lodge County, Montana",55270.0,30,023,2015
"Fallon County, Montana",66667.0,30,025,2015
"Fergus County, Montana",54279.0,30,027,2015
"Flathead County, Montana",58569.0,30,029,2015
"Gallatin County, Montana",74177.0,30,031,2015
"Garfield County, Montana",56750.0,30,033,2015
"Glacier County, Montana",65469.0,30,035,2015
"Golden Valley County, Montana",44750.0,30,037,2015
"Granite County, Montana",57188.0,30,039,2015
"Hill County, Montana",59699.0,30,041,2015
"Jefferson County, Montana",73322.0,30,043,2015
"East Carroll Parish, Louisiana",52137.0,22,035,2015
"East Feliciana Parish, Louisiana",65976.0,22,037,2015
"Evangeline Parish, Louisiana",50741.0,22,039,2015
"Franklin Parish, Louisiana",54551.0,22,041,2015
"Grant Parish, Louisiana",51750.0,22,043,2015
"Iberia Parish, Louisiana",63577.0,22,045,2015
"Iberville Parish, Louisiana",78150.0,22,047,2015
"Jackson Parish, Louisiana",53283.0,22,049,2015
"Jefferson Parish, Louisiana",70743.0,22,051,2015
"Jefferson Davis Parish, Louisiana",57136.0,22,053,2015
"Lafayette Parish, Louisiana",82970.0,22,055,2015
"Lafourche Parish, Louisiana",66380.0,22,057,2015
"LaSalle Parish, Louisiana",52882.0,22,059,2015
"Lincoln Parish, Louisiana",74032.0,22,061,2015
"Livingston Parish, Louisiana",68334.0,22,063,2015
"Madison Parish, Louisiana",48971.0,22,065,2015
"Morehouse Parish, Louisiana",52842.0,22,067,2015
"Natchitoches Parish, Louisiana",62959.0,22,069,2015
"Orleans Parish, Louisiana",100492.0,22,071,2015
"Ouachita Parish, Louisiana",65707.0,22,073,2015
"Plaquemines Parish, Louisiana",70431.0,22,075,2015
"Pointe Coupee Parish, Louisiana",73892.0,22,077,2015
"Rapides Parish, Louisiana",60889.0,22,079,2015
"Red River Parish, Louisiana",60055.0,22,081,2015
"Richland Parish, Louisiana",60423.0,22,083,2015
"Sabine Parish, Louisiana",60766.0,22,085,2015
"St. Bernard Parish, Louisiana",53915.0,22,087,2015
"St. Charles Parish, Louisiana",81321.0,22,089,2015
"St. Helena Parish, Louisiana",57185.0,22,091,2015
"St. James Parish, Louisiana",78320.0,22,093,2015
"St. John the Baptist Parish, Louisiana",70737.0,22,095,2015
"St. Landry Parish, Louisiana",60730.0,22,097,2015
"St. Martin Parish, Louisiana",66250.0,22,099,2015
"St. Mary Parish, Louisiana",59420.0,22,101,2015
"St. Tammany Parish, Louisiana",78487.0,22,103,2015
"Tangipahoa Parish, Louisiana",63908.0,22,105,2015
"Tensas Parish, Louisiana",52083.0,22,107,2015
"Terrebonne Parish, Louisiana",65298.0,22,109,2015
"Union Parish, Louisiana",57051.0,22,111,2015
"Vermilion Parish, Louisiana",62185.0,22,113,2015
"Vernon Parish, Louisiana",54115.0,22,115,2015
"Washington Parish, Louisiana",51095.0,22,117,2015
"Webster Parish, Louisiana",55981.0,22,119,2015
"West Baton Rouge Parish, Louisiana",89575.0,22,121,2015
"West Carroll Parish, Louisiana",49959.0,22,123,2015
"West Feliciana Parish, Louisiana",93924.0,22,125,2015
"Winn Parish, Louisiana",56750.0,22,127,2015
"Androscoggin County, Maine",61467.0,23,001,2015
"Aroostook County, Maine",50497.0,23,003,2015
"Cumberland County, Maine",80209.0,23,005,2015
"Franklin County, Maine",52704.0,23,007,2015
"Hancock County, Maine",61192.0,23,009,2015
"Kennebec County, Maine",61136.0,23,011,2015
"Knox County, Maine",60820.0,23,013,2015
"Lincoln County, Maine",62243.0,23,015,2015
"Oxford County, Maine",51074.0,23,017,2015
"Penobscot County, Maine",57309.0,23,019,2015
"Piscataquis County, Maine",47181.0,23,021,2015
"Sagadahoc County, Maine",67736.0,23,023,2015
"Somerset County, Maine",50522.0,23,025,2015
"Waldo County, Maine",54991.0,23,027,2015
"Washington County, Maine",47504.0,23,029,2015
"York County, Maine",71895.0,23,031,2015
"Allegany County, Maryland",56071.0,24,001,2015
"Anne Arundel County, Maryland",110682.0,24,003,2015
"Baltimore County, Maryland",89612.0,24,005,2015
"Calvert County, Maryland",114895.0,24,009,2015
"Caroline County, Maryland",61870.0,24,011,2015
"Carroll County, Maryland",101143.0,24,013,2015
"Cecil County, Maryland",82626.0,24,015,2015
"Charles County, Maryland",108196.0,24,017,2015
"Dorchester County, Maryland",68788.0,24,019,2015
"Frederick County, Maryland",102871.0,24,021,2015
"Garrett County, Maryland",55346.0,24,023,2015
"Harford County, Maryland",96620.0,24,025,2015
"Howard County, Maryland",140651.0,24,027,2015
"Kent County, Maryland",75585.0,24,029,2015
"Montgomery County, Maryland",141703.0,24,031,2015
"Prince George's County, Maryland",93572.0,24,033,2015
"Queen Anne's County, Maryland",102500.0,24,035,2015
