NAME,B19301C_001E,state,county,year
"Osage County, Missouri",24522.0,29,151,2018
"Ripley County, Missouri",15314.0,29,181,2018
"Warren County, Missouri",42556.0,29,219,2018
"Audrain County, Missouri",9751.0,29,007,2018
"Christian County, Missouri",21156.0,29,043,2018
"Greene County, Missouri",31831.0,29,077,2018
"Harrison County, Missouri",18179.0,29,081,2018
"St. Clair County, Missouri",4564.0,29,185,2018
"Adair County, Missouri",11902.0,29,001,2018
"Scotland County, Missouri",-666666666.0,29,199,2018
"Sullivan County, Missouri",10093.0,29,211,2018
"Clark County, Missouri",29146.0,29,045,2018
"Jefferson County, Missouri",65249.0,29,099,2018
"Lewis County, Missouri",5783.0,29,111,2018
"New Madrid County, Missouri",,29,143,2018
"Perry County, Missouri",15948.0,29,157,2018
"Ralls County, Missouri",21811.0,29,173,2018
"Ray County, Missouri",26651.0,29,177,2018
"St. Louis County, Missouri",27841.0,29,189,2018
"Stone County, Missouri",19820.0,29,209,2018
"Barry County, Missouri",15408.0,29,009,2018
"Boone County, Missouri",13411.0,29,019,2018
"Cedar County, Missouri",,29,039,2018
"Crawford County, Missouri",-666666666.0,29,055,2018
"Iron County, Missouri",9193.0,29,093,2018
"Livingston County, Missouri",20449.0,29,117,2018
"Moniteau County, Missouri",35244.0,29,135,2018
"Oregon County, Missouri",7892.0,29,149,2018
"Dunklin County, Missouri",8404.0,29,069,2018
"Pettis County, Missouri",36551.0,29,159,2018
"Ste. Genevieve County, Missouri",-666666666.0,29,186,2018
"Randolph County, Missouri",8152.0,29,175,2018
"Franklin County, Missouri",31350.0,29,071,2018
"Howard County, Missouri",16389.0,29,089,2018
"Jackson County, Missouri",25599.0,29,095,2018
"Miller County, Missouri",12810.0,29,131,2018
"Pulaski County, Missouri",32369.0,29,169,2018
"Putnam County, Missouri",,29,171,2018
"Taney County, Missouri",16279.0,29,213,2018
"Texas County, Missouri",15871.0,29,215,2018
"Buchanan County, Missouri",22890.0,29,021,2018
"Caldwell County, Missouri",27165.0,29,025,2018
"Callaway County, Missouri",48648.0,29,027,2018
"Cass County, Missouri",28748.0,29,037,2018
"Clinton County, Missouri",17142.0,29,049,2018
"Cooper County, Missouri",27178.0,29,053,2018
"Dallas County, Missouri",15794.0,29,059,2018
"Gentry County, Missouri",19257.0,29,075,2018
"Hickory County, Missouri",5441.0,29,085,2018
"Lincoln County, Missouri",33785.0,29,113,2018
"Mississippi County, Missouri",15659.0,29,133,2018
"Monroe County, Missouri",,29,137,2018
"Newton County, Missouri",22742.0,29,145,2018
"Ozark County, Missouri",,29,153,2018
"Pike County, Missouri",5400.0,29,163,2018
"St. Charles County, Missouri",35643.0,29,183,2018
"Custer County, Montana",11612.0,30,017,2018
"Hill County, Montana",10597.0,30,041,2018
"Powder River County, Montana",36940.0,30,075,2018
"Park County, Montana",18961.0,30,067,2018
"Roosevelt County, Montana",10864.0,30,085,2018
"Blaine County, Montana",13171.0,30,005,2018
"Liberty County, Montana",-666666666.0,30,051,2018
"Richland County, Montana",31082.0,30,083,2018
"Teton County, Montana",41588.0,30,099,2018
"Toole County, Montana",10700.0,30,101,2018
"Fallon County, Montana",324.0,30,025,2018
"Daniels County, Montana",,30,019,2018
"Judith Basin County, Montana",19306.0,30,045,2018
"Silver Bow County, Montana",9439.0,30,093,2018
"Deer Lodge County, Montana",7469.0,30,023,2018
"Jefferson County, Montana",14683.0,30,043,2018
"McCone County, Montana",17619.0,30,055,2018
"Wheatland County, Montana",25241.0,30,107,2018
"Rosebud County, Montana",12314.0,30,087,2018
"Carter County, Montana",,30,011,2018
"Dawson County, Montana",10120.0,30,021,2018
"Broadwater County, Montana",16747.0,30,007,2018
"Lake County, Montana",15812.0,30,047,2018
"Pondera County, Montana",12419.0,30,073,2018
"Yellowstone County, Montana",17999.0,30,111,2018
"Ravalli County, Montana",16111.0,30,081,2018
"Valley County, Montana",13282.0,30,105,2018
"Fergus County, Montana",18575.0,30,027,2018
"Mineral County, Montana",13763.0,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",16492.0,30,089,2018
"Flathead County, Montana",21806.0,30,029,2018
"Wibaux County, Montana",,30,109,2018
"Meagher County, Montana",40858.0,30,059,2018
"Carbon County, Montana",31900.0,30,009,2018
"Phillips County, Montana",16876.0,30,071,2018
"Adams County, Nebraska",16075.0,31,001,2018
"Lancaster County, Nebraska",18760.0,31,109,2018
"Boone County, Nebraska",,31,011,2018
"Rock County, Nebraska",-666666666.0,31,149,2018
"Banner County, Nebraska",-666666666.0,31,007,2018
"Sherman County, Nebraska",,31,163,2018
"Richardson County, Nebraska",23712.0,31,147,2018
"Howard County, Nebraska",,31,093,2018
"Holt County, Nebraska",11410.0,31,089,2018
"Furnas County, Nebraska",,31,065,2018
"Gosper County, Nebraska",,31,073,2018
"Saline County, Nebraska",26416.0,31,151,2018
"Sarpy County, Nebraska",25093.0,31,153,2018
"Thurston County, Nebraska",10680.0,31,173,2018
"Washington County, Nebraska",,31,177,2018
"Boyd County, Nebraska",20271.0,31,015,2018
"Cherry County, Nebraska",10075.0,31,031,2018
"Dodge County, Nebraska",10598.0,31,053,2018
"Fillmore County, Nebraska",8441.0,31,059,2018
"Garden County, Nebraska",,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",52214.0,31,123,2018
"Nemaha County, Nebraska",1564.0,31,127,2018
"Seward County, Nebraska",28194.0,31,159,2018
"Thomas County, Nebraska",,31,171,2018
"Dakota County, Nebraska",19006.0,31,043,2018
"Webster County, Nebraska",-666666666.0,31,181,2018
"Antelope County, Nebraska",,31,003,2018
"Butler County, Nebraska",39606.0,31,023,2018
"Clay County, Nebraska",,31,035,2018
"Custer County, Nebraska",,31,041,2018
"Gage County, Nebraska",25650.0,31,067,2018
"Hamilton County, Nebraska",11700.0,31,081,2018
"Kearney County, Nebraska",11168.0,31,099,2018
"Keith County, Nebraska",7800.0,31,101,2018
"Madison County, Nebraska",13506.0,31,119,2018
"Perkins County, Nebraska",,31,135,2018
"Saunders County, Nebraska",23590.0,31,155,2018
"Wayne County, Nebraska",14704.0,31,179,2018
"Keya Paha County, Nebraska",-666666666.0,31,103,2018
"Knox County, Nebraska",12862.0,31,107,2018
"Lincoln County, Nebraska",53277.0,31,111,2018
"Pierce County, Nebraska",21200.0,31,139,2018
"Sioux County, Nebraska",,31,165,2018
"Cass County, Nebraska",37013.0,31,025,2018
"Dixon County, Nebraska",16060.0,31,051,2018
"Dundy County, Nebraska",,31,057,2018
"Greeley County, Nebraska",,31,077,2018
"Hall County, Nebraska",18956.0,31,079,2018
"Otoe County, Nebraska",11476.0,31,131,2018
"Red Willow County, Nebraska",,31,145,2018
"Dawes County, Nebraska",17207.0,31,045,2018
"Cheyenne County, Nebraska",16605.0,31,033,2018
"Dawson County, Nebraska",22694.0,31,047,2018
"Valley County, Nebraska",,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",,31,125,2018
"Stanton County, Nebraska",-666666666.0,31,167,2018
"Harlan County, Nebraska",26305.0,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",15083.0,31,019,2018
"Deuel County, Nebraska",19279.0,31,049,2018
"Hitchcock County, Nebraska",,31,087,2018
"Platte County, Nebraska",20953.0,31,141,2018
"Thayer County, Nebraska",8935.0,31,169,2018
"Box Butte County, Nebraska",14702.0,31,013,2018
"Churchill County, Nevada",20009.0,32,001,2018
"Douglas County, Nevada",18193.0,32,005,2018
"Pershing County, Nevada",9714.0,32,027,2018
"Esmeralda County, Nevada",,32,009,2018
"Humboldt County, Nevada",13887.0,32,013,2018
"Mineral County, Nevada",13838.0,32,021,2018
"White Pine County, Nevada",22357.0,32,033,2018
"Elko County, Nevada",18547.0,32,007,2018
"Lincoln County, Nevada",,32,017,2018
"Nye County, Nevada",21419.0,32,023,2018
"Storey County, Nevada",43821.0,32,029,2018
"Washoe County, Nevada",23821.0,32,031,2018
"Clark County, Nevada",20981.0,32,003,2018
"Carson City, Nevada",24483.0,32,510,2018
"Lyon County, Nevada",14974.0,32,019,2018
"Cheshire County, New Hampshire",14856.0,33,005,2018
"Merrimack County, New Hampshire",13368.0,33,013,2018
"Grafton County, New Hampshire",20914.0,33,009,2018
"Rockingham County, New Hampshire",57528.0,33,015,2018
"Belknap County, New Hampshire",25833.0,33,001,2018
"Sullivan County, New Hampshire",27188.0,33,019,2018
"Hillsborough County, New Hampshire",36474.0,33,011,2018
"Strafford County, New Hampshire",25972.0,33,017,2018
"Coos County, New Hampshire",8879.0,33,007,2018
"Carroll County, New Hampshire",18074.0,33,003,2018
"Monmouth County, New Jersey",30528.0,34,025,2018
"Sussex County, New Jersey",52896.0,34,037,2018
"Cumberland County, New Jersey",19711.0,34,011,2018
"Essex County, New Jersey",22173.0,34,013,2018
"Ocean County, New Jersey",14990.0,34,029,2018
"Gloucester County, New Jersey",56614.0,34,015,2018
"Salem County, New Jersey",21018.0,34,033,2018
"Passaic County, New Jersey",20905.0,34,031,2018
"Camden County, New Jersey",13264.0,34,007,2018
"Bergen County, New Jersey",30966.0,34,003,2018
"Warren County, New Jersey",26231.0,34,041,2018
"Hudson County, New Jersey",24425.0,34,017,2018
"Burlington County, New Jersey",28510.0,34,005,2018
"Morris County, New Jersey",38044.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",14892.0,35,047,2018
"Torrance County, New Mexico",7209.0,35,057,2018
"Otero County, New Mexico",12177.0,35,035,2018
"Cibola County, New Mexico",13070.0,35,006,2018
"Guadalupe County, New Mexico",20492.0,35,019,2018
"Catron County, New Mexico",,35,003,2018
"Grant County, New Mexico",7113.0,35,017,2018
"Luna County, New Mexico",8717.0,35,029,2018
"McKinley County, New Mexico",11760.0,35,031,2018
"Taos County, New Mexico",15478.0,35,055,2018
"Colfax County, New Mexico",12235.0,35,007,2018
"Eddy County, New Mexico",24579.0,35,015,2018
"Mora County, New Mexico",,35,033,2018
"Quay County, New Mexico",13715.0,35,037,2018
"Lincoln County, New Mexico",15401.0,35,027,2018
"Lea County, New Mexico",28911.0,35,025,2018
"Santa Fe County, New Mexico",19973.0,35,049,2018
"Sierra County, New Mexico",7533.0,35,051,2018
"Socorro County, New Mexico",9141.0,35,053,2018
"Doña Ana County, New Mexico",22088.0,35,013,2018
"Schoharie County, New York",5759.0,36,095,2018
"Onondaga County, New York",28859.0,36,067,2018
"Clinton County, New York",16099.0,36,019,2018
"Seneca County, New York",13833.0,36,099,2018
"Putnam County, New York",30018.0,36,079,2018
"Franklin County, New York",19670.0,36,033,2018
"Ontario County, New York",18628.0,36,069,2018
"Queens County, New York",21640.0,36,081,2018
"Steuben County, New York",12711.0,36,101,2018
"Hamilton County, New York",,36,041,2018
"Washington County, New York",21976.0,36,115,2018
"Chautauqua County, New York",16747.0,36,013,2018
"Kings County, New York",26270.0,36,047,2018
"New York County, New York",25761.0,36,061,2018
"Tioga County, New York",39023.0,36,107,2018
"Cayuga County, New York",15786.0,36,011,2018
"Orleans County, New York",19282.0,36,073,2018
"Saratoga County, New York",34150.0,36,091,2018
"Rockland County, New York",47899.0,36,087,2018
"Columbia County, New York",55200.0,36,021,2018
"Lewis County, New York",15460.0,36,049,2018
"Niagara County, New York",17993.0,36,063,2018
"Westchester County, New York",27221.0,36,119,2018
"Delaware County, New York",19749.0,36,025,2018
"Essex County, New York",17914.0,36,031,2018
"Montgomery County, New York",10649.0,36,057,2018
"Nassau County, New York",26461.0,36,059,2018
"Richmond County, New York",29274.0,36,085,2018
"Schuyler County, New York",14977.0,36,097,2018
"Tompkins County, New York",24254.0,36,109,2018
"Chenango County, New York",30317.0,36,017,2018
"Cortland County, New York",73763.0,36,023,2018
"Jefferson County, New York",23987.0,36,045,2018
"Oneida County, New York",23086.0,36,065,2018
"Suffolk County, New York",25684.0,36,103,2018
"Wyoming County, New York",22675.0,36,121,2018
"Chemung County, New York",9431.0,36,015,2018
"Oswego County, New York",26239.0,36,075,2018
"Otsego County, New York",22450.0,36,077,2018
"Wayne County, New York",25792.0,36,117,2018
"Albany County, New York",24226.0,36,001,2018
"Broome County, New York",16028.0,36,007,2018
"Erie County, New York",16724.0,36,029,2018
"Madison County, New York",24254.0,36,053,2018
"Sullivan County, New York",14132.0,36,105,2018
"Mitchell County, North Carolina",11586.0,37,121,2018
"Genesee County, New York",27981.0,36,037,2018
"Orange County, New York",26918.0,36,071,2018
"Greene County, North Carolina",6181.0,37,079,2018
"Chowan County, North Carolina",46500.0,37,041,2018
"Caldwell County, North Carolina",15973.0,37,027,2018
"Catawba County, North Carolina",18102.0,37,035,2018
"Craven County, North Carolina",14584.0,37,049,2018
"Edgecombe County, North Carolina",19639.0,37,065,2018
"Harnett County, North Carolina",20694.0,37,085,2018
"Henderson County, North Carolina",17859.0,37,089,2018
"Hyde County, North Carolina",,37,095,2018
"Mecklenburg County, North Carolina",25718.0,37,119,2018
"Northampton County, North Carolina",11895.0,37,131,2018
"Rowan County, North Carolina",14820.0,37,159,2018
"Vance County, North Carolina",7433.0,37,181,2018
"Currituck County, North Carolina",18368.0,37,053,2018
"Union County, North Carolina",32229.0,37,179,2018
"Forsyth County, North Carolina",16426.0,37,067,2018
"Nash County, North Carolina",23278.0,37,127,2018
"Bladen County, North Carolina",25115.0,37,017,2018
"Dare County, North Carolina",20984.0,37,055,2018
"Warren County, North Carolina",20801.0,37,185,2018
"Wilson County, North Carolina",8848.0,37,195,2018
"Bertie County, North Carolina",14239.0,37,015,2018
"Gates County, North Carolina",27114.0,37,073,2018
"Graham County, North Carolina",15285.0,37,075,2018
"Martin County, North Carolina",14681.0,37,117,2018
"Madison County, North Carolina",22075.0,37,115,2018
"Pamlico County, North Carolina",16914.0,37,137,2018
"Perquimans County, North Carolina",40352.0,37,143,2018
"Polk County, North Carolina",,37,149,2018
"Randolph County, North Carolina",20271.0,37,151,2018
"Rockingham County, North Carolina",22274.0,37,157,2018
"Stokes County, North Carolina",30118.0,37,169,2018
"Washington County, North Carolina",15000.0,37,187,2018
"Camden County, North Carolina",,37,029,2018
"Clay County, North Carolina",,37,043,2018
"Cumberland County, North Carolina",15410.0,37,051,2018
"Gaston County, North Carolina",20097.0,37,071,2018
"Guilford County, North Carolina",17024.0,37,081,2018
"Jackson County, North Carolina",18994.0,37,099,2018
"Moore County, North Carolina",19895.0,37,125,2018
"Robeson County, North Carolina",16933.0,37,155,2018
"Stanly County, North Carolina",15584.0,37,167,2018
"Wake County, North Carolina",29295.0,37,183,2018
"Yancey County, North Carolina",19752.0,37,199,2018
"Chatham County, North Carolina",10106.0,37,037,2018
"McDowell County, North Carolina",10868.0,37,111,2018
"Johnston County, North Carolina",25551.0,37,101,2018
"Jones County, North Carolina",12679.0,37,103,2018
"Person County, North Carolina",47740.0,37,145,2018
"Brunswick County, North Carolina",26948.0,37,019,2018
"Ashe County, North Carolina",13228.0,37,009,2018
"Beaufort County, North Carolina",5567.0,37,013,2018
"Lenoir County, North Carolina",24379.0,37,107,2018
"Rutherford County, North Carolina",18887.0,37,161,2018
"Lincoln County, North Carolina",32243.0,37,109,2018
"Onslow County, North Carolina",25021.0,37,133,2018
"Orange County, North Carolina",19669.0,37,135,2018
"Sampson County, North Carolina",18895.0,37,163,2018
"Yadkin County, North Carolina",11285.0,37,197,2018
"Avery County, North Carolina",11368.0,37,011,2018
"Burke County, North Carolina",8714.0,37,023,2018
"Caswell County, North Carolina",14002.0,37,033,2018
"Davie County, North Carolina",12723.0,37,059,2018
"Duplin County, North Carolina",26411.0,37,061,2018
"Durham County, North Carolina",29999.0,37,063,2018
"Lee County, North Carolina",12866.0,37,105,2018
"New Hanover County, North Carolina",19554.0,37,129,2018
"Wayne County, North Carolina",29919.0,37,191,2018
"Scotland County, North Carolina",15556.0,37,165,2018
"Halifax County, North Carolina",21045.0,37,083,2018
"Alamance County, North Carolina",25330.0,37,001,2018
"Burke County, North Dakota",3481.0,38,013,2018
"Mountrail County, North Dakota",22336.0,38,061,2018
"Williams County, North Dakota",26211.0,38,105,2018
"Billings County, North Dakota",,38,007,2018
"Kidder County, North Dakota",,38,043,2018
"Cavalier County, North Dakota",16650.0,38,019,2018
"Grant County, North Dakota",40474.0,38,037,2018
"Pembina County, North Dakota",16330.0,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",13263.0,38,041,2018
"LaMoure County, North Dakota",,38,045,2018
"Morton County, North Dakota",19553.0,38,059,2018
"Cass County, North Dakota",19755.0,38,017,2018
"Dunn County, North Dakota",23985.0,38,025,2018
"Emmons County, North Dakota",,38,029,2018
"McIntosh County, North Dakota",30875.0,38,051,2018
"Nelson County, North Dakota",,38,063,2018
"Richland County, North Dakota",29114.0,38,077,2018
"Rolette County, North Dakota",15886.0,38,079,2018
"Walsh County, North Dakota",9759.0,38,099,2018
"Adams County, North Dakota",6075.0,38,001,2018
"Bottineau County, North Dakota",22181.0,38,009,2018
"Barnes County, North Dakota",8824.0,38,003,2018
"Eddy County, North Dakota",21738.0,38,027,2018
"Grand Forks County, North Dakota",12519.0,38,035,2018
"McKenzie County, North Dakota",15931.0,38,053,2018
"Mercer County, North Dakota",23489.0,38,057,2018
"McLean County, North Dakota",25357.0,38,055,2018
"Pierce County, North Dakota",18118.0,38,069,2018
"Ransom County, North Dakota",,38,073,2018
"Sioux County, North Dakota",13957.0,38,085,2018
"Bowman County, North Dakota",25327.0,38,011,2018
"Golden Valley County, North Dakota",24046.0,38,033,2018
"Logan County, North Dakota",,38,047,2018
"Towner County, North Dakota",20444.0,38,095,2018
"Stutsman County, North Dakota",15298.0,38,093,2018
"Divide County, North Dakota",13473.0,38,023,2018
"Foster County, North Dakota",21664.0,38,031,2018
"Sargent County, North Dakota",24816.0,38,081,2018
"Slope County, North Dakota",-666666666.0,38,087,2018
"Stark County, North Dakota",8939.0,38,089,2018
"Gallia County, Ohio",3411.0,39,053,2018
"Huron County, Ohio",26893.0,39,077,2018
"Athens County, Ohio",9072.0,39,009,2018
"Adams County, Ohio",13428.0,39,001,2018
"Medina County, Ohio",25902.0,39,103,2018
"Union County, Ohio",62159.0,39,159,2018
"Champaign County, Ohio",13916.0,39,021,2018
"Paulding County, Ohio",28941.0,39,125,2018
"Greene County, Ohio",23480.0,39,057,2018
"Franklin County, Ohio",21726.0,39,049,2018
"Marion County, Ohio",10120.0,39,101,2018
"Morgan County, Ohio",,39,115,2018
"Wayne County, Ohio",14767.0,39,169,2018
"Wyandot County, Ohio",-666666666.0,39,175,2018
"Butler County, Ohio",20921.0,39,017,2018
"Harrison County, Ohio",,39,067,2018
"Knox County, Ohio",6768.0,39,083,2018
"Richland County, Ohio",16266.0,39,139,2018
"Vinton County, Ohio",,39,163,2018
"Hancock County, Ohio",23472.0,39,063,2018
"Fairfield County, Ohio",19745.0,39,045,2018
"Defiance County, Ohio",25985.0,39,039,2018
"Henry County, Ohio",28721.0,39,069,2018
"Jefferson County, Ohio",16460.0,39,081,2018
"Putnam County, Ohio",12731.0,39,137,2018
"Clinton County, Ohio",17530.0,39,027,2018
"Fayette County, Ohio",,39,047,2018
"Pickaway County, Ohio",29702.0,39,129,2018
"Logan County, Ohio",21964.0,39,091,2018
"Summit County, Ohio",40399.0,39,153,2018
"Sandusky County, Ohio",19698.0,39,143,2018
"Shelby County, Ohio",21230.0,39,149,2018
"Cottonwood County, Minnesota",17276.0,27,033,2018
"Scott County, Minnesota",82667.0,27,139,2018
"Dodge County, Minnesota",25248.0,27,039,2018
"Wabasha County, Minnesota",19142.0,27,157,2018
"Pipestone County, Minnesota",6815.0,27,117,2018
"Crow Wing County, Minnesota",25523.0,27,035,2018
"Norman County, Minnesota",16307.0,27,107,2018
"Wright County, Minnesota",33823.0,27,171,2018
"Nicollet County, Minnesota",,27,103,2018
"Douglas County, Minnesota",16498.0,27,041,2018
"Grant County, Minnesota",7988.0,27,051,2018
"Kittson County, Minnesota",,27,069,2018
"Le Sueur County, Minnesota",20278.0,27,079,2018
"Mahnomen County, Minnesota",12817.0,27,087,2018
"Chisago County, Minnesota",22458.0,27,025,2018
"Redwood County, Minnesota",17134.0,27,127,2018
"Yellow Medicine County, Minnesota",19858.0,27,173,2018
"Todd County, Minnesota",23876.0,27,153,2018
"Beltrami County, Minnesota",12558.0,27,007,2018
"Blue Earth County, Minnesota",24732.0,27,013,2018
"Houston County, Minnesota",24129.0,27,055,2018
"Lac qui Parle County, Minnesota",23743.0,27,073,2018
"Lake of the Woods County, Minnesota",,27,077,2018
"Otter Tail County, Minnesota",24797.0,27,111,2018
"Waseca County, Minnesota",14766.0,27,161,2018
"St. Louis County, Minnesota",19218.0,27,137,2018
"Anoka County, Minnesota",26187.0,27,003,2018
"Stearns County, Minnesota",29762.0,27,145,2018
"Lincoln County, Minnesota",21328.0,27,081,2018
"Marshall County, Minnesota",25464.0,27,089,2018
"Mille Lacs County, Minnesota",16774.0,27,095,2018
"Washington County, Minnesota",29878.0,27,163,2018
"Carlton County, Minnesota",18777.0,27,017,2018
"Kanabec County, Minnesota",23551.0,27,065,2018
"Koochiching County, Minnesota",12848.0,27,071,2018
"Red Lake County, Minnesota",21251.0,27,125,2018
"Morrison County, Minnesota",31979.0,27,097,2018
"Rice County, Minnesota",6582.0,27,131,2018
"Steele County, Minnesota",3571.0,27,147,2018
"Aitkin County, Minnesota",16369.0,27,001,2018
"Faribault County, Minnesota",24397.0,27,043,2018
"Murray County, Minnesota",53500.0,27,101,2018
"Kandiyohi County, Minnesota",14543.0,27,067,2018
"Lake County, Minnesota",18666.0,27,075,2018
"Rock County, Minnesota",28253.0,27,133,2018
"Sibley County, Minnesota",34412.0,27,143,2018
"Traverse County, Minnesota",21411.0,27,155,2018
"Becker County, Minnesota",17588.0,27,005,2018
"Hennepin County, Minnesota",18307.0,27,053,2018
"Brown County, Minnesota",24718.0,27,015,2018
"Chippewa County, Minnesota",21853.0,27,023,2018
"Clearwater County, Minnesota",12450.0,27,029,2018
"Hubbard County, Minnesota",15455.0,27,057,2018
"Isanti County, Minnesota",17454.0,27,059,2018
"Martin County, Minnesota",19420.0,27,091,2018
"Mower County, Minnesota",9266.0,27,099,2018
"Pine County, Minnesota",16826.0,27,115,2018
"Olmsted County, Minnesota",22100.0,27,109,2018
"Wadena County, Minnesota",16789.0,27,159,2018
"Benton County, Minnesota",106694.0,27,009,2018
"Freeborn County, Minnesota",14896.0,27,047,2018
"McLeod County, Minnesota",30431.0,27,085,2018
"Pope County, Minnesota",19352.0,27,121,2018
"Stevens County, Minnesota",10387.0,27,149,2018
"Swift County, Minnesota",,27,151,2018
"Holmes County, Mississippi",,28,051,2018
"Amite County, Mississippi",,28,005,2018
"Calhoun County, Mississippi",-666666666.0,28,013,2018
"Tishomingo County, Mississippi",,28,141,2018
"Wayne County, Mississippi",28239.0,28,153,2018
"Austin County, Texas",,48,015,2018
"Kenedy County, Texas",-666666666.0,48,261,2018
"Nueces County, Texas",24753.0,48,355,2018
"Colorado County, Texas",,48,089,2018
"San Patricio County, Texas",17589.0,48,409,2018
"Rains County, Texas",5907.0,48,379,2018
"Randall County, Texas",27129.0,48,381,2018
"Real County, Texas",-666666666.0,48,385,2018
