NAME,B19301G_001E,state,county,year
"Leflore County, Mississippi",21414.0,28,083,2018
"Wilkinson County, Mississippi",,28,157,2018
"Harrison County, Mississippi",16889.0,28,047,2018
"Jefferson Davis County, Mississippi",34538.0,28,065,2018
"Lincoln County, Mississippi",,28,085,2018
"Scott County, Mississippi",3848.0,28,123,2018
"Winston County, Mississippi",,28,159,2018
"Yazoo County, Mississippi",7561.0,28,163,2018
"Benton County, Mississippi",4183.0,28,009,2018
"Franklin County, Mississippi",,28,037,2018
"Jasper County, Mississippi",2232.0,28,061,2018
"Jones County, Mississippi",8697.0,28,067,2018
"Monroe County, Mississippi",4952.0,28,095,2018
"Sunflower County, Mississippi",14750.0,28,133,2018
"Webster County, Mississippi",11065.0,28,155,2018
"Adams County, Mississippi",9896.0,28,001,2018
"Clay County, Mississippi",13220.0,28,025,2018
"Covington County, Mississippi",6480.0,28,031,2018
"Humphreys County, Mississippi",-666666666.0,28,053,2018
"Saline County, Missouri",10661.0,29,195,2018
"Madison County, Missouri",4273.0,29,123,2018
"Wright County, Missouri",8012.0,29,229,2018
"Vernon County, Missouri",8232.0,29,217,2018
"Nodaway County, Missouri",10272.0,29,147,2018
"Chariton County, Missouri",5611.0,29,041,2018
"Grundy County, Missouri",5440.0,29,079,2018
"Morgan County, Missouri",16809.0,29,141,2018
"Wayne County, Missouri",7055.0,29,223,2018
"Bollinger County, Missouri",19633.0,29,017,2018
"Cape Girardeau County, Missouri",8877.0,29,031,2018
"Shelby County, Missouri",3106.0,29,205,2018
"Webster County, Missouri",22202.0,29,225,2018
"Atchison County, Missouri",24834.0,29,005,2018
"Bates County, Missouri",10550.0,29,013,2018
"Benton County, Missouri",11629.0,29,015,2018
"Carter County, Missouri",6032.0,29,035,2018
"Dade County, Missouri",17640.0,29,057,2018
"Linn County, Missouri",10357.0,29,115,2018
"Howell County, Missouri",20599.0,29,091,2018
"Johnson County, Missouri",13064.0,29,101,2018
"Laclede County, Missouri",19207.0,29,105,2018
"Maries County, Missouri",11211.0,29,125,2018
"Phelps County, Missouri",12750.0,29,161,2018
"Platte County, Missouri",16153.0,29,165,2018
"St. Francois County, Missouri",21845.0,29,187,2018
"Andrew County, Missouri",10407.0,29,003,2018
"Carroll County, Missouri",6806.0,29,033,2018
"Daviess County, Missouri",8810.0,29,061,2018
"Knox County, Missouri",8319.0,29,103,2018
"Marion County, Missouri",5287.0,29,127,2018
"Osage County, Missouri",4047.0,29,151,2018
"Ripley County, Missouri",13074.0,29,181,2018
"Warren County, Missouri",11400.0,29,219,2018
"Audrain County, Missouri",9958.0,29,007,2018
"Christian County, Missouri",15218.0,29,043,2018
"Greene County, Missouri",13469.0,29,077,2018
"Harrison County, Missouri",8433.0,29,081,2018
"St. Clair County, Missouri",19184.0,29,185,2018
"Adair County, Missouri",7377.0,29,001,2018
"Scotland County, Missouri",16796.0,29,199,2018
"Sullivan County, Missouri",23816.0,29,211,2018
"Clark County, Missouri",10898.0,29,045,2018
"Jefferson County, Missouri",14177.0,29,099,2018
"Lewis County, Missouri",5492.0,29,111,2018
"New Madrid County, Missouri",5692.0,29,143,2018
"Perry County, Missouri",12815.0,29,157,2018
"Ralls County, Missouri",6415.0,29,173,2018
"Ray County, Missouri",15130.0,29,177,2018
"St. Louis County, Missouri",17267.0,29,189,2018
"Stone County, Missouri",11222.0,29,209,2018
"Barry County, Missouri",20528.0,29,009,2018
"Boone County, Missouri",14178.0,29,019,2018
"Cedar County, Missouri",11522.0,29,039,2018
"Crawford County, Missouri",9229.0,29,055,2018
"Iron County, Missouri",13605.0,29,093,2018
"Livingston County, Missouri",4199.0,29,117,2018
"Moniteau County, Missouri",2433.0,29,135,2018
"Oregon County, Missouri",20367.0,29,149,2018
"Dunklin County, Missouri",15829.0,29,069,2018
"Pettis County, Missouri",25123.0,29,159,2018
"Ste. Genevieve County, Missouri",10035.0,29,186,2018
"Randolph County, Missouri",7979.0,29,175,2018
"Franklin County, Missouri",19017.0,29,071,2018
"Howard County, Missouri",6916.0,29,089,2018
"Jackson County, Missouri",16187.0,29,095,2018
"Miller County, Missouri",8459.0,29,131,2018
"Pulaski County, Missouri",11138.0,29,169,2018
"Putnam County, Missouri",2967.0,29,171,2018
"Taney County, Missouri",12697.0,29,213,2018
"Texas County, Missouri",9438.0,29,215,2018
"Buchanan County, Missouri",12724.0,29,021,2018
"Caldwell County, Missouri",9354.0,29,025,2018
"Callaway County, Missouri",12044.0,29,027,2018
"Cass County, Missouri",12577.0,29,037,2018
"Clinton County, Missouri",9561.0,29,049,2018
"Cooper County, Missouri",8270.0,29,053,2018
"Dallas County, Missouri",10290.0,29,059,2018
"Gentry County, Missouri",4460.0,29,075,2018
"Hickory County, Missouri",16970.0,29,085,2018
"Lincoln County, Missouri",13800.0,29,113,2018
"Mississippi County, Missouri",13233.0,29,133,2018
"Monroe County, Missouri",13134.0,29,137,2018
"Newton County, Missouri",15867.0,29,145,2018
"Ozark County, Missouri",7101.0,29,153,2018
"Pike County, Missouri",10047.0,29,163,2018
"St. Charles County, Missouri",20164.0,29,183,2018
"Custer County, Montana",29388.0,30,017,2018
"Hill County, Montana",14983.0,30,041,2018
"Powder River County, Montana",27411.0,30,075,2018
"Park County, Montana",28816.0,30,067,2018
"Roosevelt County, Montana",17486.0,30,085,2018
"Blaine County, Montana",9815.0,30,005,2018
"Liberty County, Montana",,30,051,2018
"Richland County, Montana",21841.0,30,083,2018
"Teton County, Montana",21104.0,30,099,2018
"Toole County, Montana",25567.0,30,101,2018
"Fallon County, Montana",57140.0,30,025,2018
"Daniels County, Montana",,30,019,2018
"Judith Basin County, Montana",,30,045,2018
"Silver Bow County, Montana",13200.0,30,093,2018
"Deer Lodge County, Montana",9497.0,30,023,2018
"Jefferson County, Montana",21318.0,30,043,2018
"McCone County, Montana",,30,055,2018
"Wheatland County, Montana",,30,107,2018
"Rosebud County, Montana",32718.0,30,087,2018
"Carter County, Montana",9646.0,30,011,2018
"Dawson County, Montana",14608.0,30,021,2018
"Broadwater County, Montana",19542.0,30,007,2018
"Lake County, Montana",13019.0,30,047,2018
"Pondera County, Montana",10093.0,30,073,2018
"Yellowstone County, Montana",17522.0,30,111,2018
"Ravalli County, Montana",18390.0,30,081,2018
"Valley County, Montana",16653.0,30,105,2018
"Fergus County, Montana",45297.0,30,027,2018
"Mineral County, Montana",16952.0,30,061,2018
"Petroleum County, Montana",-666666666.0,30,069,2018
"Sanders County, Montana",18995.0,30,089,2018
"Flathead County, Montana",17235.0,30,029,2018
"Wibaux County, Montana",-666666666.0,30,109,2018
"Meagher County, Montana",,30,059,2018
"Carbon County, Montana",17427.0,30,009,2018
"Phillips County, Montana",8526.0,30,071,2018
"Adams County, Nebraska",15990.0,31,001,2018
"Lancaster County, Nebraska",11955.0,31,109,2018
"Boone County, Nebraska",,31,011,2018
"Rock County, Nebraska",,31,149,2018
"Banner County, Nebraska",35486.0,31,007,2018
"Sherman County, Nebraska",18518.0,31,163,2018
"Richardson County, Nebraska",23582.0,31,147,2018
"Howard County, Nebraska",12936.0,31,093,2018
"Holt County, Nebraska",2983.0,31,089,2018
"Furnas County, Nebraska",17555.0,31,065,2018
"Gosper County, Nebraska",,31,073,2018
"Saline County, Nebraska",7279.0,31,151,2018
"Sarpy County, Nebraska",17932.0,31,153,2018
"Thurston County, Nebraska",14393.0,31,173,2018
"Washington County, Nebraska",15231.0,31,177,2018
"Boyd County, Nebraska",26933.0,31,015,2018
"Cherry County, Nebraska",19257.0,31,031,2018
"Dodge County, Nebraska",9946.0,31,053,2018
"Fillmore County, Nebraska",11354.0,31,059,2018
"Garden County, Nebraska",,31,069,2018
"Hooker County, Nebraska",-666666666.0,31,091,2018
"Morrill County, Nebraska",17390.0,31,123,2018
"Nemaha County, Nebraska",13214.0,31,127,2018
"Seward County, Nebraska",25702.0,31,159,2018
"Thomas County, Nebraska",38720.0,31,171,2018
"Dakota County, Nebraska",28100.0,31,043,2018
"Webster County, Nebraska",12269.0,31,181,2018
"Antelope County, Nebraska",3394.0,31,003,2018
"Butler County, Nebraska",16138.0,31,023,2018
"Clay County, Nebraska",8523.0,31,035,2018
"Custer County, Nebraska",33090.0,31,041,2018
"Gage County, Nebraska",9087.0,31,067,2018
"Hamilton County, Nebraska",25622.0,31,081,2018
"Kearney County, Nebraska",6661.0,31,099,2018
"Keith County, Nebraska",11331.0,31,101,2018
"Madison County, Nebraska",8774.0,31,119,2018
"Perkins County, Nebraska",5073.0,31,135,2018
"Saunders County, Nebraska",10273.0,31,155,2018
"Wayne County, Nebraska",10877.0,31,179,2018
"Keya Paha County, Nebraska",,31,103,2018
"Knox County, Nebraska",13455.0,31,107,2018
"Lincoln County, Nebraska",20264.0,31,111,2018
"Pierce County, Nebraska",38861.0,31,139,2018
"Sioux County, Nebraska",,31,165,2018
"Cass County, Nebraska",23219.0,31,025,2018
"Dixon County, Nebraska",6989.0,31,051,2018
"Dundy County, Nebraska",85140.0,31,057,2018
"Greeley County, Nebraska",25179.0,31,077,2018
"Hall County, Nebraska",10241.0,31,079,2018
"Otoe County, Nebraska",9794.0,31,131,2018
"Red Willow County, Nebraska",10679.0,31,145,2018
"Dawes County, Nebraska",15098.0,31,045,2018
"Cheyenne County, Nebraska",8680.0,31,033,2018
"Dawson County, Nebraska",8406.0,31,047,2018
"Valley County, Nebraska",14795.0,31,175,2018
"McPherson County, Nebraska",,31,117,2018
"Nance County, Nebraska",-666666666.0,31,125,2018
"Stanton County, Nebraska",,31,167,2018
"Harlan County, Nebraska",5859.0,31,083,2018
"Blaine County, Nebraska",-666666666.0,31,009,2018
"Buffalo County, Nebraska",9432.0,31,019,2018
"Deuel County, Nebraska",27654.0,31,049,2018
"Hitchcock County, Nebraska",13080.0,31,087,2018
"Platte County, Nebraska",15206.0,31,141,2018
"Thayer County, Nebraska",15240.0,31,169,2018
"Box Butte County, Nebraska",13050.0,31,013,2018
"Churchill County, Nevada",15288.0,32,001,2018
"Douglas County, Nevada",22682.0,32,005,2018
"Pershing County, Nevada",1389.0,32,027,2018
"Esmeralda County, Nevada",,32,009,2018
"Humboldt County, Nevada",28655.0,32,013,2018
"Mineral County, Nevada",19618.0,32,021,2018
"White Pine County, Nevada",10259.0,32,033,2018
"Elko County, Nevada",28269.0,32,007,2018
"Lincoln County, Nevada",25470.0,32,017,2018
"Nye County, Nevada",24177.0,32,023,2018
"Storey County, Nevada",11258.0,32,029,2018
"Washoe County, Nevada",18162.0,32,031,2018
"Clark County, Nevada",18502.0,32,003,2018
"Carson City, Nevada",28514.0,32,510,2018
"Lyon County, Nevada",13453.0,32,019,2018
"Cheshire County, New Hampshire",14059.0,33,005,2018
"Merrimack County, New Hampshire",17103.0,33,013,2018
"Grafton County, New Hampshire",21081.0,33,009,2018
"Rockingham County, New Hampshire",24237.0,33,015,2018
"Belknap County, New Hampshire",20541.0,33,001,2018
"Sullivan County, New Hampshire",15798.0,33,019,2018
"Hillsborough County, New Hampshire",23080.0,33,011,2018
"Strafford County, New Hampshire",18163.0,33,017,2018
"Coos County, New Hampshire",12652.0,33,007,2018
"Carroll County, New Hampshire",20821.0,33,003,2018
"Monmouth County, New Jersey",19837.0,34,025,2018
"Sussex County, New Jersey",18029.0,34,037,2018
"Cumberland County, New Jersey",17361.0,34,011,2018
"Essex County, New Jersey",26349.0,34,013,2018
"Ocean County, New Jersey",18305.0,34,029,2018
"Gloucester County, New Jersey",19015.0,34,015,2018
"Salem County, New Jersey",10727.0,34,033,2018
"Passaic County, New Jersey",19190.0,34,031,2018
"Camden County, New Jersey",16360.0,34,007,2018
"Bergen County, New Jersey",26767.0,34,003,2018
"Warren County, New Jersey",15404.0,34,041,2018
"Hudson County, New Jersey",26178.0,34,017,2018
"Burlington County, New Jersey",20290.0,34,005,2018
"Morris County, New Jersey",25056.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",12541.0,35,047,2018
"Torrance County, New Mexico",19159.0,35,057,2018
"Otero County, New Mexico",15218.0,35,035,2018
"Cibola County, New Mexico",8502.0,35,006,2018
"Guadalupe County, New Mexico",9043.0,35,019,2018
"Catron County, New Mexico",,35,003,2018
"Grant County, New Mexico",5285.0,35,017,2018
"Luna County, New Mexico",12400.0,35,029,2018
"McKinley County, New Mexico",8656.0,35,031,2018
"Taos County, New Mexico",8004.0,35,055,2018
"Colfax County, New Mexico",12045.0,35,007,2018
"Eddy County, New Mexico",16235.0,35,015,2018
"Mora County, New Mexico",,35,033,2018
"Quay County, New Mexico",13546.0,35,037,2018
"Lincoln County, New Mexico",9366.0,35,027,2018
"Lea County, New Mexico",13705.0,35,025,2018
"Santa Fe County, New Mexico",30271.0,35,049,2018
"Sierra County, New Mexico",16041.0,35,051,2018
"Socorro County, New Mexico",2939.0,35,053,2018
"Doña Ana County, New Mexico",13621.0,35,013,2018
"Schoharie County, New York",14275.0,36,095,2018
"Onondaga County, New York",14101.0,36,067,2018
"Clinton County, New York",13347.0,36,019,2018
"Seneca County, New York",9847.0,36,099,2018
"Putnam County, New York",24093.0,36,079,2018
"Franklin County, New York",13731.0,36,033,2018
"Ontario County, New York",12327.0,36,069,2018
"Queens County, New York",24223.0,36,081,2018
"Steuben County, New York",13052.0,36,101,2018
"Hamilton County, New York",18962.0,36,041,2018
"Washington County, New York",12531.0,36,115,2018
"Chautauqua County, New York",7464.0,36,013,2018
"Kings County, New York",27696.0,36,047,2018
"New York County, New York",36772.0,36,061,2018
"Tioga County, New York",18792.0,36,107,2018
"Cayuga County, New York",9818.0,36,011,2018
"Orleans County, New York",14388.0,36,073,2018
"Saratoga County, New York",25008.0,36,091,2018
"Rockland County, New York",21965.0,36,087,2018
"Columbia County, New York",14139.0,36,021,2018
"Lewis County, New York",9565.0,36,049,2018
"Niagara County, New York",10074.0,36,063,2018
"Westchester County, New York",24678.0,36,119,2018
"Delaware County, New York",17465.0,36,025,2018
"Essex County, New York",11184.0,36,031,2018
"Montgomery County, New York",9996.0,36,057,2018
"Nassau County, New York",24284.0,36,059,2018
"Richmond County, New York",17362.0,36,085,2018
"Schuyler County, New York",24867.0,36,097,2018
"Tompkins County, New York",14745.0,36,109,2018
"Chenango County, New York",16938.0,36,017,2018
"Cortland County, New York",12510.0,36,023,2018
"Jefferson County, New York",15347.0,36,045,2018
"Oneida County, New York",12956.0,36,065,2018
"Suffolk County, New York",20107.0,36,103,2018
"Wyoming County, New York",8600.0,36,121,2018
"Chemung County, New York",10117.0,36,015,2018
"Oswego County, New York",12149.0,36,075,2018
"Otsego County, New York",21227.0,36,077,2018
"Wayne County, New York",10542.0,36,117,2018
"Albany County, New York",15525.0,36,001,2018
"Broome County, New York",9369.0,36,007,2018
"Erie County, New York",13239.0,36,029,2018
"Madison County, New York",16563.0,36,053,2018
"Sullivan County, New York",17591.0,36,105,2018
"Mitchell County, North Carolina",6149.0,37,121,2018
"Genesee County, New York",8961.0,36,037,2018
"Orange County, New York",17331.0,36,071,2018
"Greene County, North Carolina",8655.0,37,079,2018
"Chowan County, North Carolina",2448.0,37,041,2018
"Caldwell County, North Carolina",10576.0,37,027,2018
"Catawba County, North Carolina",12518.0,37,035,2018
"Craven County, North Carolina",13328.0,37,049,2018
"Edgecombe County, North Carolina",4694.0,37,065,2018
"Harnett County, North Carolina",10384.0,37,085,2018
"Henderson County, North Carolina",13951.0,37,089,2018
"Hyde County, North Carolina",,37,095,2018
"Mecklenburg County, North Carolina",20758.0,37,119,2018
"Northampton County, North Carolina",15166.0,37,131,2018
"Rowan County, North Carolina",14299.0,37,159,2018
"Vance County, North Carolina",9242.0,37,181,2018
"Currituck County, North Carolina",26293.0,37,053,2018
"Union County, North Carolina",26159.0,37,179,2018
"Forsyth County, North Carolina",13855.0,37,067,2018
"Nash County, North Carolina",7630.0,37,127,2018
"Bladen County, North Carolina",13839.0,37,017,2018
"Dare County, North Carolina",19321.0,37,055,2018
"Warren County, North Carolina",16485.0,37,185,2018
"Wilson County, North Carolina",6763.0,37,195,2018
"Bertie County, North Carolina",7934.0,37,015,2018
"Gates County, North Carolina",8907.0,37,073,2018
"Graham County, North Carolina",,37,075,2018
"Martin County, North Carolina",9819.0,37,117,2018
"Madison County, North Carolina",24746.0,37,115,2018
"Pamlico County, North Carolina",12343.0,37,137,2018
"Perquimans County, North Carolina",17510.0,37,143,2018
"Polk County, North Carolina",11068.0,37,149,2018
"Randolph County, North Carolina",11102.0,37,151,2018
"Rockingham County, North Carolina",7618.0,37,157,2018
"Stokes County, North Carolina",17477.0,37,169,2018
"Washington County, North Carolina",7904.0,37,187,2018
"Camden County, North Carolina",9007.0,37,029,2018
"Clay County, North Carolina",,37,043,2018
"Cumberland County, North Carolina",13679.0,37,051,2018
"Gaston County, North Carolina",12488.0,37,071,2018
"Guilford County, North Carolina",13192.0,37,081,2018
"Jackson County, North Carolina",10013.0,37,099,2018
"Moore County, North Carolina",14030.0,37,125,2018
"Robeson County, North Carolina",10467.0,37,155,2018
"Stanly County, North Carolina",21187.0,37,167,2018
"Wake County, North Carolina",20483.0,37,183,2018
"Yancey County, North Carolina",8794.0,37,199,2018
"Chatham County, North Carolina",10104.0,37,037,2018
"McDowell County, North Carolina",10338.0,37,111,2018
"Johnston County, North Carolina",10251.0,37,101,2018
"Jones County, North Carolina",4865.0,37,103,2018
"Person County, North Carolina",14646.0,37,145,2018
"Brunswick County, North Carolina",10447.0,37,019,2018
"Ashe County, North Carolina",8001.0,37,009,2018
"Beaufort County, North Carolina",8578.0,37,013,2018
"Lenoir County, North Carolina",9430.0,37,107,2018
"Rutherford County, North Carolina",3368.0,37,161,2018
"Lincoln County, North Carolina",14206.0,37,109,2018
"Onslow County, North Carolina",15321.0,37,133,2018
"Orange County, North Carolina",15943.0,37,135,2018
"Sampson County, North Carolina",9526.0,37,163,2018
"Yadkin County, North Carolina",10011.0,37,197,2018
"Avery County, North Carolina",5837.0,37,011,2018
"Burke County, North Carolina",7445.0,37,023,2018
"Caswell County, North Carolina",3853.0,37,033,2018
"Davie County, North Carolina",18817.0,37,059,2018
"Duplin County, North Carolina",14046.0,37,061,2018
"Durham County, North Carolina",17919.0,37,063,2018
"Lee County, North Carolina",11812.0,37,105,2018
"New Hanover County, North Carolina",17641.0,37,129,2018
"Wayne County, North Carolina",8510.0,37,191,2018
"Scotland County, North Carolina",8679.0,37,165,2018
"Halifax County, North Carolina",13023.0,37,083,2018
"Alamance County, North Carolina",11922.0,37,001,2018
"Burke County, North Dakota",,38,013,2018
"Mountrail County, North Dakota",12709.0,38,061,2018
"Williams County, North Dakota",23802.0,38,105,2018
"Billings County, North Dakota",,38,007,2018
"Kidder County, North Dakota",,38,043,2018
"Cavalier County, North Dakota",9327.0,38,019,2018
"Grant County, North Dakota",15679.0,38,037,2018
"Pembina County, North Dakota",11795.0,38,067,2018
"Steele County, North Dakota",-666666666.0,38,091,2018
"Hettinger County, North Dakota",5020.0,38,041,2018
"LaMoure County, North Dakota",26181.0,38,045,2018
"Morton County, North Dakota",45682.0,38,059,2018
"Cass County, North Dakota",19847.0,38,017,2018
"Dunn County, North Dakota",17595.0,38,025,2018
"Emmons County, North Dakota",15901.0,38,029,2018
"McIntosh County, North Dakota",10285.0,38,051,2018
"Nelson County, North Dakota",30446.0,38,063,2018
"Richland County, North Dakota",24641.0,38,077,2018
"Rolette County, North Dakota",19359.0,38,079,2018
"Walsh County, North Dakota",8081.0,38,099,2018
"Adams County, North Dakota",,38,001,2018
"Bottineau County, North Dakota",13655.0,38,009,2018
"Barnes County, North Dakota",16743.0,38,003,2018
"Eddy County, North Dakota",32549.0,38,027,2018
"Grand Forks County, North Dakota",14691.0,38,035,2018
"McKenzie County, North Dakota",7050.0,38,053,2018
"Mercer County, North Dakota",20773.0,38,057,2018
"McLean County, North Dakota",27273.0,38,055,2018
"Pierce County, North Dakota",12812.0,38,069,2018
"Ransom County, North Dakota",32708.0,38,073,2018
"Sioux County, North Dakota",7635.0,38,085,2018
"Bowman County, North Dakota",,38,011,2018
"Golden Valley County, North Dakota",,38,033,2018
"Logan County, North Dakota",71927.0,38,047,2018
"Towner County, North Dakota",6795.0,38,095,2018
"Stutsman County, North Dakota",22770.0,38,093,2018
"Divide County, North Dakota",12750.0,38,023,2018
"Foster County, North Dakota",16396.0,38,031,2018
"Sargent County, North Dakota",24440.0,38,081,2018
"Slope County, North Dakota",18817.0,38,087,2018
"Stark County, North Dakota",15018.0,38,089,2018
"Gallia County, Ohio",12003.0,39,053,2018
"Huron County, Ohio",12598.0,39,077,2018
"Athens County, Ohio",9937.0,39,009,2018
"Adams County, Ohio",6053.0,39,001,2018
"Medina County, Ohio",18420.0,39,103,2018
"Union County, Ohio",18295.0,39,159,2018
"Champaign County, Ohio",10564.0,39,021,2018
"Paulding County, Ohio",10272.0,39,125,2018
"Greene County, Ohio",17884.0,39,057,2018
"Franklin County, Ohio",16678.0,39,049,2018
"Marion County, Ohio",9158.0,39,101,2018
"Morgan County, Ohio",19985.0,39,115,2018
"Wayne County, Ohio",13960.0,39,169,2018
"Wyandot County, Ohio",7850.0,39,175,2018
"Butler County, Ohio",13625.0,39,017,2018
"Harrison County, Ohio",4519.0,39,067,2018
"Knox County, Ohio",11499.0,39,083,2018
"Richland County, Ohio",10113.0,39,139,2018
"Vinton County, Ohio",12248.0,39,163,2018
"Hancock County, Ohio",10965.0,39,063,2018
"Fairfield County, Ohio",13753.0,39,045,2018
"Defiance County, Ohio",8476.0,39,039,2018
"Henry County, Ohio",9320.0,39,069,2018
"Jefferson County, Ohio",11371.0,39,081,2018
"Putnam County, Ohio",12093.0,39,137,2018
"Clinton County, Ohio",16113.0,39,027,2018
"Fayette County, Ohio",8730.0,39,047,2018
"Pickaway County, Ohio",10794.0,39,129,2018
"Logan County, Ohio",11618.0,39,091,2018
"Summit County, Ohio",12719.0,39,153,2018
"Sandusky County, Ohio",6012.0,39,143,2018
"Shelby County, Ohio",26182.0,39,149,2018
"Cottonwood County, Minnesota",4576.0,27,033,2018
"Scott County, Minnesota",20648.0,27,139,2018
"Dodge County, Minnesota",7744.0,27,039,2018
"Wabasha County, Minnesota",18434.0,27,157,2018
"Pipestone County, Minnesota",11836.0,27,117,2018
"Crow Wing County, Minnesota",14451.0,27,035,2018
"Norman County, Minnesota",22475.0,27,107,2018
"Wright County, Minnesota",17099.0,27,171,2018
"Nicollet County, Minnesota",22249.0,27,103,2018
"Douglas County, Minnesota",14915.0,27,041,2018
"Grant County, Minnesota",17886.0,27,051,2018
"Kittson County, Minnesota",13636.0,27,069,2018
"Le Sueur County, Minnesota",23689.0,27,079,2018
"Mahnomen County, Minnesota",16086.0,27,087,2018
"Chisago County, Minnesota",21171.0,27,025,2018
"Redwood County, Minnesota",14161.0,27,127,2018
"Yellow Medicine County, Minnesota",16401.0,27,173,2018
"Todd County, Minnesota",11377.0,27,153,2018
"Beltrami County, Minnesota",12244.0,27,007,2018
"Blue Earth County, Minnesota",12241.0,27,013,2018
"Houston County, Minnesota",10415.0,27,055,2018
"Lac qui Parle County, Minnesota",6047.0,27,073,2018
"Lake of the Woods County, Minnesota",15388.0,27,077,2018
"Otter Tail County, Minnesota",16037.0,27,111,2018
"Waseca County, Minnesota",5809.0,27,161,2018
"St. Louis County, Minnesota",11601.0,27,137,2018
"Anoka County, Minnesota",14534.0,27,003,2018
"Stearns County, Minnesota",12738.0,27,145,2018
"Lincoln County, Minnesota",12425.0,27,081,2018
"Marshall County, Minnesota",10804.0,27,089,2018
"Mille Lacs County, Minnesota",13794.0,27,095,2018
"Washington County, Minnesota",20913.0,27,163,2018
"Carlton County, Minnesota",10602.0,27,017,2018
"Kanabec County, Minnesota",15962.0,27,065,2018
"Koochiching County, Minnesota",15140.0,27,071,2018
"Red Lake County, Minnesota",7923.0,27,125,2018
"Morrison County, Minnesota",13899.0,27,097,2018
"Rice County, Minnesota",9764.0,27,131,2018
"Steele County, Minnesota",15564.0,27,147,2018
"Aitkin County, Minnesota",15551.0,27,001,2018
"Faribault County, Minnesota",93043.0,27,043,2018
"Murray County, Minnesota",23122.0,27,101,2018
"Kandiyohi County, Minnesota",12103.0,27,067,2018
"Lake County, Minnesota",24981.0,27,075,2018
"Rock County, Minnesota",3511.0,27,133,2018
"Sibley County, Minnesota",5145.0,27,143,2018
"Traverse County, Minnesota",7587.0,27,155,2018
"Becker County, Minnesota",17120.0,27,005,2018
"Hennepin County, Minnesota",21098.0,27,053,2018
"Brown County, Minnesota",11572.0,27,015,2018
"Chippewa County, Minnesota",8673.0,27,023,2018
"Clearwater County, Minnesota",12966.0,27,029,2018
"Hubbard County, Minnesota",18201.0,27,057,2018
"Isanti County, Minnesota",14751.0,27,059,2018
"Martin County, Minnesota",16744.0,27,091,2018
"Mower County, Minnesota",10339.0,27,099,2018
"Pine County, Minnesota",15586.0,27,115,2018
"Olmsted County, Minnesota",18626.0,27,109,2018
"Wadena County, Minnesota",6911.0,27,159,2018
"Benton County, Minnesota",17786.0,27,009,2018
"Freeborn County, Minnesota",15485.0,27,047,2018
"McLeod County, Minnesota",16739.0,27,085,2018
"Pope County, Minnesota",11340.0,27,121,2018
"Stevens County, Minnesota",18684.0,27,149,2018
"Swift County, Minnesota",21275.0,27,151,2018
"Holmes County, Mississippi",34117.0,28,051,2018
"Amite County, Mississippi",6413.0,28,005,2018
"Calhoun County, Mississippi",2372.0,28,013,2018
"Tishomingo County, Mississippi",6857.0,28,141,2018
"Wayne County, Mississippi",10190.0,28,153,2018
"Austin County, Texas",21802.0,48,015,2018
"Kenedy County, Texas",-666666666.0,48,261,2018
"Nueces County, Texas",21245.0,48,355,2018
