NAME,B19301F_001E,state,county,year
"Vega Baja Municipio, Puerto Rico",12587.0,72,145,2017
"Maricao Municipio, Puerto Rico",5243.0,72,093,2017
"Aibonito Municipio, Puerto Rico",8971.0,72,009,2017
"Guayanilla Municipio, Puerto Rico",7243.0,72,059,2017
"Juncos Municipio, Puerto Rico",8531.0,72,077,2017
"Lajas Municipio, Puerto Rico",5435.0,72,079,2017
"Sabana Grande Municipio, Puerto Rico",9471.0,72,121,2017
"Adjuntas Municipio, Puerto Rico",8168.0,72,001,2017
"Camuy Municipio, Puerto Rico",6683.0,72,027,2017
"Guánica Municipio, Puerto Rico",5278.0,72,055,2017
"Hormigueros Municipio, Puerto Rico",10548.0,72,067,2017
"Manatí Municipio, Puerto Rico",8886.0,72,091,2017
"Naguabo Municipio, Puerto Rico",13331.0,72,103,2017
"Naranjito Municipio, Puerto Rico",11048.0,72,105,2017
"San Germán Municipio, Puerto Rico",8082.0,72,125,2017
"Utuado Municipio, Puerto Rico",8085.0,72,141,2017
"Arecibo Municipio, Puerto Rico",9710.0,72,013,2017
"Arroyo Municipio, Puerto Rico",7388.0,72,015,2017
"Cataño Municipio, Puerto Rico",8942.0,72,033,2017
"Florida Municipio, Puerto Rico",6806.0,72,054,2017
"Hatillo Municipio, Puerto Rico",9424.0,72,065,2017
"Humacao Municipio, Puerto Rico",9077.0,72,069,2017
"Juana Díaz Municipio, Puerto Rico",10440.0,72,075,2017
"Morovis Municipio, Puerto Rico",7891.0,72,101,2017
"Mayagüez Municipio, Puerto Rico",8004.0,72,097,2017
"Santa Isabel Municipio, Puerto Rico",9947.0,72,133,2017
"Trujillo Alto Municipio, Puerto Rico",15447.0,72,139,2017
"Quebradillas Municipio, Puerto Rico",7499.0,72,115,2017
"Guayama Municipio, Puerto Rico",9372.0,72,057,2017
"Moca Municipio, Puerto Rico",8522.0,72,099,2017
"Culebra Municipio, Puerto Rico",11055.0,72,049,2017
"Gurabo Municipio, Puerto Rico",13280.0,72,063,2017
"Salinas Municipio, Puerto Rico",8565.0,72,123,2017
"Barceloneta Municipio, Puerto Rico",10663.0,72,017,2017
"Loíza Municipio, Puerto Rico",7334.0,72,087,2017
"Yauco Municipio, Puerto Rico",7163.0,72,153,2017
"Guaynabo Municipio, Puerto Rico",13862.0,72,061,2017
"Aguadilla Municipio, Puerto Rico",9729.0,72,005,2017
"Cabo Rojo Municipio, Puerto Rico",8922.0,72,023,2017
"Fajardo Municipio, Puerto Rico",10085.0,72,053,2017
"Las Marías Municipio, Puerto Rico",6288.0,72,083,2017
"Patillas Municipio, Puerto Rico",12097.0,72,109,2017
"Rincón Municipio, Puerto Rico",9744.0,72,117,2017
"Villalba Municipio, Puerto Rico",8194.0,72,149,2017
"Aguas Buenas Municipio, Puerto Rico",10798.0,72,007,2017
"Bayamón Municipio, Puerto Rico",11161.0,72,021,2017
"Carolina Municipio, Puerto Rico",14148.0,72,031,2017
"Cayey Municipio, Puerto Rico",11836.0,72,035,2017
"Monroe County, Alabama",-666666666.0,01,099,2017
"Lawrence County, Alabama",,01,079,2017
"Lee County, Alabama",18500.0,01,081,2017
"Marion County, Alabama",6771.0,01,093,2017
"Pickens County, Alabama",9754.0,01,107,2017
"Sumter County, Alabama",,01,119,2017
"Jefferson County, Alabama",11209.0,01,073,2017
"Choctaw County, Alabama",,01,023,2017
"Franklin County, Alabama",12177.0,01,059,2017
"Marengo County, Alabama",29927.0,01,091,2017
"Russell County, Alabama",10896.0,01,113,2017
"Cherokee County, Alabama",,01,019,2017
"Covington County, Alabama",13732.0,01,039,2017
"Crenshaw County, Alabama",14252.0,01,041,2017
"Dallas County, Alabama",12917.0,01,047,2017
"Lauderdale County, Alabama",30813.0,01,077,2017
"Lowndes County, Alabama",-666666666.0,01,085,2017
"Macon County, Alabama",16383.0,01,087,2017
"Limestone County, Alabama",17234.0,01,083,2017
"Shelby County, Alabama",12268.0,01,117,2017
"St. Clair County, Alabama",12588.0,01,115,2017
"Winston County, Alabama",14152.0,01,133,2017
"Baldwin County, Alabama",17252.0,01,003,2017
"Cullman County, Alabama",9285.0,01,043,2017
"Elmore County, Alabama",28618.0,01,051,2017
"Houston County, Alabama",14848.0,01,069,2017
"Jackson County, Alabama",6497.0,01,071,2017
"Talladega County, Alabama",12104.0,01,121,2017
"Tuscaloosa County, Alabama",11855.0,01,125,2017
"Washington County, Alabama",,01,129,2017
"Clay County, Alabama",,01,027,2017
"Coffee County, Alabama",12131.0,01,031,2017
"Morgan County, Alabama",9957.0,01,103,2017
"Pike County, Alabama",,01,109,2017
"Chilton County, Alabama",13332.0,01,021,2017
"Colbert County, Alabama",17299.0,01,033,2017
"Coosa County, Alabama",-666666666.0,01,037,2017
"Dale County, Alabama",9102.0,01,045,2017
"Hale County, Alabama",20819.0,01,065,2017
"Etowah County, Alabama",12119.0,01,055,2017
"DeKalb County, Alabama",7977.0,01,049,2017
"Escambia County, Alabama",11922.0,01,053,2017
"Lamar County, Alabama",3024.0,01,075,2017
"Randolph County, Alabama",3275.0,01,111,2017
"Butler County, Alabama",,01,013,2017
"Mobile County, Alabama",15185.0,01,097,2017
"Conecuh County, Alabama",,01,035,2017
"Perry County, Alabama",11988.0,01,105,2017
"Walker County, Alabama",13994.0,01,127,2017
"Cleburne County, Alabama",,01,029,2017
"Greene County, Alabama",-666666666.0,01,063,2017
"Barbour County, Alabama",11652.0,01,005,2017
"Bibb County, Alabama",,01,007,2017
"Bullock County, Alabama",,01,011,2017
"Calhoun County, Alabama",11712.0,01,015,2017
"Chambers County, Alabama",,01,017,2017
"Clarke County, Alabama",-666666666.0,01,025,2017
"Fayette County, Alabama",-666666666.0,01,057,2017
"Montgomery County, Alabama",22779.0,01,101,2017
"Marshall County, Alabama",12502.0,01,095,2017
"Blount County, Alabama",16153.0,01,009,2017
"Henry County, Alabama",,01,067,2017
"Madison County, Alabama",15528.0,01,089,2017
"Autauga County, Alabama",17672.0,01,001,2017
"Tallapoosa County, Alabama",6674.0,01,123,2017
"Geneva County, Alabama",8723.0,01,061,2017
"Wilcox County, Alabama",,01,131,2017
"Kodiak Island Borough, Alaska",25349.0,02,150,2017
"Denali Borough, Alaska",,02,068,2017
"Valdez-Cordova Census Area, Alaska",56124.0,02,261,2017
"Kenai Peninsula Borough, Alaska",26507.0,02,122,2017
"Aleutians West Census Area, Alaska",37500.0,02,016,2017
"Bristol Bay Borough, Alaska",11062.0,02,060,2017
"Northwest Arctic Borough, Alaska",41180.0,02,188,2017
"Bethel Census Area, Alaska",22363.0,02,050,2017
"North Slope Borough, Alaska",80724.0,02,185,2017
"Sitka City and Borough, Alaska",26528.0,02,220,2017
"Fairbanks North Star Borough, Alaska",24134.0,02,090,2017
"Ketchikan Gateway Borough, Alaska",25727.0,02,130,2017
"Matanuska-Susitna Borough, Alaska",21037.0,02,170,2017
"Yakutat City and Borough, Alaska",34257.0,02,282,2017
"Nome Census Area, Alaska",21818.0,02,180,2017
"Dillingham Census Area, Alaska",78851.0,02,070,2017
"Haines Borough, Alaska",,02,100,2017
"Juneau City and Borough, Alaska",38491.0,02,110,2017
"Lake and Peninsula Borough, Alaska",,02,164,2017
"Southeast Fairbanks Census Area, Alaska",40149.0,02,240,2017
"Yukon-Koyukuk Census Area, Alaska",9517.0,02,290,2017
"Anchorage Municipality, Alaska",24725.0,02,020,2017
"Aleutians East Borough, Alaska",28606.0,02,013,2017
"Prince of Wales-Hyder Census Area, Alaska",25060.0,02,198,2017
"Wrangell City and Borough, Alaska",,02,275,2017
"Hoonah-Angoon Census Area, Alaska",,02,105,2017
"Skagway Municipality, Alaska",50014.0,02,230,2017
"Petersburg Borough, Alaska",33160.0,02,195,2017
"Kusilvak Census Area, Alaska",,02,158,2017
"Pima County, Arizona",15641.0,04,019,2017
"Maricopa County, Arizona",15516.0,04,013,2017
"Gila County, Arizona",15308.0,04,007,2017
"Graham County, Arizona",16781.0,04,009,2017
"Santa Cruz County, Arizona",12812.0,04,023,2017
"Cochise County, Arizona",17808.0,04,003,2017
"La Paz County, Arizona",19026.0,04,012,2017
"Mohave County, Arizona",18852.0,04,015,2017
"Apache County, Arizona",28120.0,04,001,2017
"Coconino County, Arizona",19400.0,04,005,2017
"Yavapai County, Arizona",16840.0,04,025,2017
"Yuma County, Arizona",14726.0,04,027,2017
"Greenlee County, Arizona",28223.0,04,011,2017
"Navajo County, Arizona",11388.0,04,017,2017
"Pinal County, Arizona",16886.0,04,021,2017
"White County, Arkansas",9412.0,05,145,2017
"Nevada County, Arkansas",-666666666.0,05,099,2017
"St. Francis County, Arkansas",19370.0,05,123,2017
"Pulaski County, Arkansas",15549.0,05,119,2017
"Clay County, Arkansas",9164.0,05,021,2017
"Cross County, Arkansas",,05,037,2017
"Dallas County, Arkansas",,05,039,2017
"Drew County, Arkansas",9735.0,05,043,2017
"Columbia County, Arkansas",13441.0,05,027,2017
"Randolph County, Arkansas",6943.0,05,121,2017
"Saline County, Arkansas",13717.0,05,125,2017
"Van Buren County, Arkansas",21179.0,05,141,2017
"Boone County, Arkansas",11647.0,05,009,2017
"Izard County, Arkansas",,05,065,2017
"Independence County, Arkansas",13924.0,05,063,2017
"Lincoln County, Arkansas",4626.0,05,079,2017
"Logan County, Arkansas",14057.0,05,083,2017
"Grant County, Arkansas",,05,053,2017
"Crittenden County, Arkansas",23649.0,05,035,2017
"Franklin County, Arkansas",17781.0,05,047,2017
"Faulkner County, Arkansas",14842.0,05,045,2017
"Pike County, Arkansas",12427.0,05,109,2017
"Jefferson County, Arkansas",16196.0,05,069,2017
"Marion County, Arkansas",15567.0,05,089,2017
"Montgomery County, Arkansas",6638.0,05,097,2017
"Scott County, Arkansas",9576.0,05,127,2017
"Searcy County, Arkansas",20036.0,05,129,2017
"Sebastian County, Arkansas",11056.0,05,131,2017
"Crawford County, Arkansas",11583.0,05,033,2017
"Benton County, Arkansas",22113.0,05,007,2017
"Chicot County, Arkansas",6640.0,05,017,2017
"Hot Spring County, Arkansas",13309.0,05,059,2017
"Johnson County, Arkansas",11076.0,05,071,2017
"Lee County, Arkansas",-666666666.0,05,077,2017
"Madison County, Arkansas",9292.0,05,087,2017
"Desha County, Arkansas",9690.0,05,041,2017
"Fulton County, Arkansas",,05,049,2017
"Howard County, Arkansas",7306.0,05,061,2017
"Garland County, Arkansas",15759.0,05,051,2017
"Mississippi County, Arkansas",13520.0,05,093,2017
"Pope County, Arkansas",12614.0,05,115,2017
"Prairie County, Arkansas",,05,117,2017
"Union County, Arkansas",17185.0,05,139,2017
"Woodruff County, Arkansas",,05,147,2017
"Cleburne County, Arkansas",20553.0,05,023,2017
"Cleveland County, Arkansas",-666666666.0,05,025,2017
"Jackson County, Arkansas",,05,067,2017
"Hempstead County, Arkansas",9781.0,05,057,2017
"Sharp County, Arkansas",9922.0,05,135,2017
"Stone County, Arkansas",,05,137,2017
"Washington County, Arkansas",12433.0,05,143,2017
"Greene County, Arkansas",15848.0,05,055,2017
"Baxter County, Arkansas",23647.0,05,005,2017
"Ashley County, Arkansas",12727.0,05,003,2017
"Craighead County, Arkansas",21863.0,05,031,2017
"Lafayette County, Arkansas",,05,073,2017
"Perry County, Arkansas",15068.0,05,105,2017
"Yell County, Arkansas",14499.0,05,149,2017
"Phillips County, Arkansas",,05,107,2017
"Poinsett County, Arkansas",6151.0,05,111,2017
"Sevier County, Arkansas",12169.0,05,133,2017
"Calhoun County, Arkansas",,05,013,2017
"Clark County, Arkansas",11671.0,05,019,2017
"Bradley County, Arkansas",10555.0,05,011,2017
"Lawrence County, Arkansas",,05,075,2017
"Monroe County, Arkansas",,05,095,2017
"Polk County, Arkansas",12795.0,05,113,2017
"Conway County, Arkansas",33903.0,05,029,2017
"Ouachita County, Arkansas",,05,103,2017
"Newton County, Arkansas",-666666666.0,05,101,2017
"Arkansas County, Arkansas",30150.0,05,001,2017
"Little River County, Arkansas",6926.0,05,081,2017
"Lonoke County, Arkansas",27366.0,05,085,2017
"Carroll County, Arkansas",11439.0,05,015,2017
"Miller County, Arkansas",8045.0,05,091,2017
"Modoc County, California",9806.0,06,049,2017
"Merced County, California",13821.0,06,047,2017
"Lake County, California",13195.0,06,033,2017
"Mariposa County, California",26528.0,06,043,2017
"Yuba County, California",16907.0,06,115,2017
"Contra Costa County, California",20318.0,06,013,2017
"Inyo County, California",24206.0,06,027,2017
"Lassen County, California",4179.0,06,035,2017
"Stanislaus County, California",15824.0,06,099,2017
"Santa Barbara County, California",17086.0,06,083,2017
"Sonoma County, California",18088.0,06,097,2017
"Tehama County, California",14355.0,06,103,2017
"Imperial County, California",13341.0,06,025,2017
"Mono County, California",11348.0,06,051,2017
"San Benito County, California",23145.0,06,069,2017
"Alameda County, California",21216.0,06,001,2017
"Sacramento County, California",18510.0,06,067,2017
"El Dorado County, California",17035.0,06,017,2017
"Napa County, California",18867.0,06,055,2017
"San Diego County, California",18438.0,06,073,2017
"Monterey County, California",15231.0,06,053,2017
"San Francisco County, California",25503.0,06,075,2017
"Sierra County, California",,06,091,2017
"Tulare County, California",14299.0,06,107,2017
"Yolo County, California",18475.0,06,113,2017
"Humboldt County, California",16958.0,06,023,2017
"Nevada County, California",18300.0,06,057,2017
"Alpine County, California",-666666666.0,06,003,2017
"Madera County, California",14482.0,06,039,2017
"Mendocino County, California",14339.0,06,045,2017
"Santa Cruz County, California",16797.0,06,087,2017
"Trinity County, California",20322.0,06,105,2017
"Los Angeles County, California",16445.0,06,037,2017
"Riverside County, California",16266.0,06,065,2017
"San Bernardino County, California",16622.0,06,071,2017
"Santa Clara County, California",20384.0,06,085,2017
"Marin County, California",15690.0,06,041,2017
"Placer County, California",22124.0,06,061,2017
"Siskiyou County, California",14960.0,06,093,2017
"Shasta County, California",15100.0,06,089,2017
"Solano County, California",19297.0,06,095,2017
"Del Norte County, California",17029.0,06,015,2017
"Colusa County, California",14388.0,06,011,2017
"Glenn County, California",13432.0,06,021,2017
"Butte County, California",16110.0,06,007,2017
"Kings County, California",12264.0,06,031,2017
"Plumas County, California",19576.0,06,063,2017
"San Luis Obispo County, California",17009.0,06,079,2017
"Fresno County, California",13803.0,06,019,2017
"Kern County, California",16570.0,06,029,2017
"Orange County, California",17160.0,06,059,2017
"Ventura County, California",21549.0,06,111,2017
"Calaveras County, California",19000.0,06,009,2017
"Sutter County, California",17462.0,06,101,2017
"San Mateo County, California",22345.0,06,081,2017
"Tuolumne County, California",17549.0,06,109,2017
"San Joaquin County, California",16114.0,06,077,2017
"Amador County, California",11971.0,06,005,2017
"Costilla County, Colorado",26039.0,08,023,2017
"Adams County, Colorado",17976.0,08,001,2017
"Conejos County, Colorado",18009.0,08,021,2017
"Custer County, Colorado",22754.0,08,027,2017
"Douglas County, Colorado",38627.0,08,035,2017
"Eagle County, Colorado",14514.0,08,037,2017
"Lake County, Colorado",14274.0,08,065,2017
"La Plata County, Colorado",20724.0,08,067,2017
"Moffat County, Colorado",17201.0,08,081,2017
"Pitkin County, Colorado",15716.0,08,097,2017
"Rio Grande County, Colorado",25358.0,08,105,2017
"Cheyenne County, Colorado",,08,017,2017
"Bent County, Colorado",9629.0,08,011,2017
"Crowley County, Colorado",10462.0,08,025,2017
"Dolores County, Colorado",,08,033,2017
"San Juan County, Colorado",,08,111,2017
"Jackson County, Colorado",5700.0,08,057,2017
"Larimer County, Colorado",18122.0,08,069,2017
"Logan County, Colorado",13183.0,08,075,2017
"Montezuma County, Colorado",23678.0,08,083,2017
"San Miguel County, Colorado",7041.0,08,113,2017
"Teller County, Colorado",29476.0,08,119,2017
"Yuma County, Colorado",12020.0,08,125,2017
"Boulder County, Colorado",18123.0,08,013,2017
"Elbert County, Colorado",35469.0,08,039,2017
"Las Animas County, Colorado",23144.0,08,071,2017
"Lincoln County, Colorado",18385.0,08,073,2017
"Clear Creek County, Colorado",3565.0,08,019,2017
"Routt County, Colorado",8017.0,08,107,2017
"Summit County, Colorado",15759.0,08,117,2017
"Alamosa County, Colorado",18241.0,08,003,2017
"Delta County, Colorado",24335.0,08,029,2017
"Fremont County, Colorado",10688.0,08,043,2017
"Pueblo County, Colorado",16173.0,08,101,2017
"Montrose County, Colorado",11315.0,08,085,2017
"Morgan County, Colorado",17887.0,08,087,2017
"Park County, Colorado",124838.0,08,093,2017
"Saguache County, Colorado",12195.0,08,109,2017
"Mesa County, Colorado",19707.0,08,077,2017
"Prowers County, Colorado",22941.0,08,099,2017
"Hinsdale County, Colorado",,08,053,2017
"El Paso County, Colorado",19299.0,08,041,2017
"Washington County, Colorado",26482.0,08,121,2017
"Grand County, Colorado",13483.0,08,049,2017
"Arapahoe County, Colorado",17059.0,08,005,2017
"Otero County, Colorado",15282.0,08,089,2017
"Phillips County, Colorado",22163.0,08,095,2017
"Archuleta County, Colorado",13783.0,08,007,2017
"Denver County, Colorado",18873.0,08,031,2017
"Kiowa County, Colorado",-666666666.0,08,061,2017
"Huerfano County, Colorado",29827.0,08,055,2017
"Baca County, Colorado",28267.0,08,009,2017
"Chaffee County, Colorado",22547.0,08,015,2017
"Gilpin County, Colorado",91792.0,08,047,2017
"Kit Carson County, Colorado",15033.0,08,063,2017
"Garfield County, Colorado",19541.0,08,045,2017
"Gunnison County, Colorado",17854.0,08,051,2017
"Jefferson County, Colorado",27866.0,08,059,2017
"Mineral County, Colorado",15900.0,08,079,2017
"Ouray County, Colorado",,08,091,2017
"Rio Blanco County, Colorado",23482.0,08,103,2017
"Sedgwick County, Colorado",19128.0,08,115,2017
"Weld County, Colorado",18524.0,08,123,2017
"New Haven County, Connecticut",17346.0,09,009,2017
"Litchfield County, Connecticut",16844.0,09,005,2017
"Hartford County, Connecticut",16760.0,09,003,2017
"Windham County, Connecticut",13003.0,09,015,2017
"New London County, Connecticut",18737.0,09,011,2017
"Middlesex County, Connecticut",22487.0,09,007,2017
"Tolland County, Connecticut",20838.0,09,013,2017
"Fairfield County, Connecticut",18237.0,09,001,2017
"Santa Rosa County, Florida",19894.0,12,113,2017
"Broomfield County, Colorado",18297.0,08,014,2017
"New Castle County, Delaware",16495.0,10,003,2017
"Sussex County, Delaware",15760.0,10,005,2017
"Kent County, Delaware",20923.0,10,001,2017
"Manatee County, Florida",16033.0,12,081,2017
"Citrus County, Florida",27790.0,12,017,2017
"Levy County, Florida",22061.0,12,075,2017
"Baker County, Florida",15109.0,12,003,2017
"Volusia County, Florida",18155.0,12,127,2017
"Leon County, Florida",17936.0,12,073,2017
"Broward County, Florida",21211.0,12,011,2017
"Madison County, Florida",14138.0,12,079,2017
"Monroe County, Florida",21512.0,12,087,2017
"Escambia County, Florida",15220.0,12,033,2017
"Hernando County, Florida",13837.0,12,053,2017
"Hillsborough County, Florida",17042.0,12,057,2017
"Okaloosa County, Florida",20222.0,12,091,2017
"Taylor County, Florida",2053.0,12,123,2017
"Wakulla County, Florida",35327.0,12,129,2017
"Washington County, Florida",19120.0,12,133,2017
"Duval County, Florida",21795.0,12,031,2017
"Bradford County, Florida",14355.0,12,007,2017
"Brevard County, Florida",18738.0,12,009,2017
"Clay County, Florida",20251.0,12,019,2017
"Lafayette County, Florida",11496.0,12,067,2017
"Lake County, Florida",16897.0,12,069,2017
"Nassau County, Florida",21445.0,12,089,2017
"Pinellas County, Florida",20113.0,12,103,2017
"Polk County, Florida",13624.0,12,105,2017
"St. Lucie County, Florida",23240.0,12,111,2017
"Glades County, Florida",16458.0,12,043,2017
"Hendry County, Florida",16603.0,12,051,2017
"Indian River County, Florida",13010.0,12,061,2017
"Jackson County, Florida",3393.0,12,063,2017
"Palm Beach County, Florida",21551.0,12,099,2017
"St. Johns County, Florida",24043.0,12,109,2017
"Seminole County, Florida",17522.0,12,117,2017
"Miami-Dade County, Florida",21827.0,12,086,2017
"Bay County, Florida",14993.0,12,005,2017
"Flagler County, Florida",16309.0,12,035,2017
"Franklin County, Florida",,12,037,2017
"Gulf County, Florida",,12,045,2017
"Hamilton County, Florida",7209.0,12,047,2017
"Liberty County, Florida",7320.0,12,077,2017
"Osceola County, Florida",16569.0,12,097,2017
"Sumter County, Florida",8598.0,12,119,2017
"Walton County, Florida",13673.0,12,131,2017
"Gadsden County, Florida",17946.0,12,039,2017
"Holmes County, Florida",2836.0,12,059,2017
"Jefferson County, Florida",4263.0,12,065,2017
"Lee County, Florida",14060.0,12,071,2017
"Marion County, Florida",21061.0,12,083,2017
"Hardee County, Florida",10117.0,12,049,2017
"Collier County, Florida",15873.0,12,021,2017
"Okeechobee County, Florida",14193.0,12,093,2017
"Orange County, Florida",17662.0,12,095,2017
"Alachua County, Florida",19397.0,12,001,2017
"District of Columbia, District of Columbia",25476.0,11,001,2017
"Pasco County, Florida",18893.0,12,101,2017
"Gilchrist County, Florida",22699.0,12,041,2017
"Highlands County, Florida",9557.0,12,055,2017
"Suwannee County, Florida",9948.0,12,121,2017
"DeSoto County, Florida",14217.0,12,027,2017
"Calhoun County, Florida",8620.0,12,013,2017
"Charlotte County, Florida",18629.0,12,015,2017
"Columbia County, Florida",5991.0,12,023,2017
"Dixie County, Florida",,12,029,2017
"Martin County, Florida",11546.0,12,085,2017
"Putnam County, Florida",17791.0,12,107,2017
"Sarasota County, Florida",33076.0,12,115,2017
"Union County, Florida",1795.0,12,125,2017
"Clay County, Georgia",,13,061,2017
"Echols County, Georgia",15750.0,13,101,2017
"Glynn County, Georgia",15991.0,13,127,2017
"DeKalb County, Georgia",13870.0,13,089,2017
"Haralson County, Georgia",23873.0,13,143,2017
"Lincoln County, Georgia",8717.0,13,181,2017
"Jackson County, Georgia",10425.0,13,157,2017
"Jefferson County, Georgia",8657.0,13,163,2017
"Jones County, Georgia",,13,169,2017
"Murray County, Georgia",11762.0,13,213,2017
"Muscogee County, Georgia",14758.0,13,215,2017
"Pulaski County, Georgia",,13,235,2017
"Rabun County, Georgia",8500.0,13,241,2017
"Stewart County, Georgia",9431.0,13,259,2017
"Towns County, Georgia",6257.0,13,281,2017
"Treutlen County, Georgia",,13,283,2017
"Turner County, Georgia",7091.0,13,287,2017
"Irwin County, Georgia",,13,155,2017
"Atkinson County, Georgia",9640.0,13,003,2017
"Appling County, Georgia",7910.0,13,001,2017
"Bacon County, Georgia",22891.0,13,005,2017
"Brantley County, Georgia",7913.0,13,025,2017
"Whitfield County, Georgia",12365.0,13,313,2017
"Calhoun County, Georgia",8885.0,13,037,2017
"Macon County, Georgia",4797.0,13,193,2017
"Troup County, Georgia",12522.0,13,285,2017
"Bibb County, Georgia",13765.0,13,021,2017
"Harris County, Georgia",44812.0,13,145,2017
"Marion County, Georgia",18683.0,13,197,2017
"Schley County, Georgia",6616.0,13,249,2017
"Worth County, Georgia",,13,321,2017
"Bleckley County, Georgia",,13,023,2017
"Dooly County, Georgia",13594.0,13,093,2017
"Evans County, Georgia",12952.0,13,109,2017
"Franklin County, Georgia",13652.0,13,119,2017
"Webster County, Georgia",,13,307,2017
"Effingham County, Georgia",13095.0,13,103,2017
"Lamar County, Georgia",,13,171,2017
"Glascock County, Georgia",,13,125,2017
"Emanuel County, Georgia",18897.0,13,107,2017
"Quitman County, Georgia",-666666666.0,13,239,2017
"Chatham County, Georgia",16179.0,13,051,2017
"Liberty County, Georgia",15411.0,13,179,2017
"Jasper County, Georgia",12960.0,13,159,2017
"Johnson County, Georgia",-666666666.0,13,167,2017
"Lanier County, Georgia",12998.0,13,173,2017
"Madison County, Georgia",7629.0,13,195,2017
"Mitchell County, Georgia",13644.0,13,205,2017
"Seminole County, Georgia",2072.0,13,253,2017
"Tift County, Georgia",9882.0,13,277,2017
"Twiggs County, Georgia",-666666666.0,13,289,2017
"Polk County, Georgia",12613.0,13,233,2017
"Talbot County, Georgia",,13,263,2017
"Taylor County, Georgia",8218.0,13,269,2017
"Terrell County, Georgia",18007.0,13,273,2017
"Thomas County, Georgia",14967.0,13,275,2017
"Toombs County, Georgia",9693.0,13,279,2017
"Wilkinson County, Georgia",22217.0,13,319,2017
"Ben Hill County, Georgia",15965.0,13,017,2017
"Burke County, Georgia",17703.0,13,033,2017
"Catoosa County, Georgia",17379.0,13,047,2017
"Chattahoochee County, Georgia",13683.0,13,053,2017
"Chattooga County, Georgia",14794.0,13,055,2017
"Columbia County, Georgia",18247.0,13,073,2017
"Decatur County, Georgia",13639.0,13,087,2017
"Floyd County, Georgia",12009.0,13,115,2017
"Forsyth County, Georgia",17624.0,13,117,2017
"Habersham County, Georgia",9384.0,13,137,2017
"Hart County, Georgia",12380.0,13,147,2017
"Lowndes County, Georgia",9382.0,13,185,2017
"McIntosh County, Georgia",12913.0,13,191,2017
"Meriwether County, Georgia",3375.0,13,199,2017
"Monroe County, Georgia",225209.0,13,207,2017
"Putnam County, Georgia",18182.0,13,237,2017
"Sumter County, Georgia",6812.0,13,261,2017
"Taliaferro County, Georgia",,13,265,2017
"Warren County, Georgia",,13,301,2017
"Baker County, Georgia",,13,007,2017
"Bryan County, Georgia",24683.0,13,029,2017
"Butts County, Georgia",5589.0,13,035,2017
"Candler County, Georgia",9010.0,13,043,2017
"Camden County, Georgia",21949.0,13,039,2017
"Carroll County, Georgia",12728.0,13,045,2017
"Crawford County, Georgia",,13,079,2017
"Early County, Georgia",,13,099,2017
"Crisp County, Georgia",,13,081,2017
"Coffee County, Georgia",12361.0,13,069,2017
"Coweta County, Georgia",29556.0,13,077,2017
"Cobb County, Georgia",15846.0,13,067,2017
"Gilmer County, Georgia",14549.0,13,123,2017
"Dade County, Georgia",5661.0,13,083,2017
"Walton County, Georgia",24913.0,13,297,2017
"Wilkes County, Georgia",7012.0,13,317,2017
"Brooks County, Georgia",15944.0,13,027,2017
"Dodge County, Georgia",7917.0,13,091,2017
"Gordon County, Georgia",11174.0,13,129,2017
"Elbert County, Georgia",,13,105,2017
"Cherokee County, Georgia",14540.0,13,057,2017
"Fayette County, Georgia",21688.0,13,113,2017
"Jenkins County, Georgia",-666666666.0,13,165,2017
"Lee County, Georgia",16295.0,13,177,2017
"Newton County, Georgia",18947.0,13,217,2017
"Pickens County, Georgia",19098.0,13,227,2017
"Greene County, Georgia",8010.0,13,133,2017
"Colquitt County, Georgia",10999.0,13,071,2017
"Cook County, Georgia",11074.0,13,075,2017
"Dawson County, Georgia",16093.0,13,085,2017
"Hancock County, Georgia",,13,141,2017
"Clayton County, Georgia",13263.0,13,063,2017
"Fulton County, Georgia",23087.0,13,121,2017
"Hall County, Georgia",13883.0,13,139,2017
"Lumpkin County, Georgia",10623.0,13,187,2017
"McDuffie County, Georgia",,13,189,2017
"Miller County, Georgia",,13,201,2017
"Morgan County, Georgia",6577.0,13,211,2017
"Heard County, Georgia",,13,149,2017
"Oconee County, Georgia",30572.0,13,219,2017
"Dougherty County, Georgia",11154.0,13,095,2017
"Fannin County, Georgia",23759.0,13,111,2017
"Henry County, Georgia",14931.0,13,151,2017
"Houston County, Georgia",16332.0,13,153,2017
"Laurens County, Georgia",7695.0,13,175,2017
"Long County, Georgia",8806.0,13,183,2017
"Spalding County, Georgia",9205.0,13,255,2017
"Stephens County, Georgia",6602.0,13,257,2017
"Telfair County, Georgia",2727.0,13,271,2017
"Union County, Georgia",,13,291,2017
"Upson County, Georgia",-666666666.0,13,293,2017
"Washington County, Georgia",9254.0,13,303,2017
"White County, Georgia",,13,311,2017
"Peach County, Georgia",9170.0,13,225,2017
"Paulding County, Georgia",19865.0,13,223,2017
"Pierce County, Georgia",17745.0,13,229,2017
"Pike County, Georgia",4437.0,13,231,2017
"Richmond County, Georgia",18649.0,13,245,2017
"Screven County, Georgia",20889.0,13,251,2017
"Tattnall County, Georgia",9110.0,13,267,2017
"Berrien County, Georgia",13447.0,13,019,2017
"Walker County, Georgia",10330.0,13,295,2017
"Gwinnett County, Georgia",14324.0,13,135,2017
"Barrow County, Georgia",17367.0,13,013,2017
"Charlton County, Georgia",13610.0,13,049,2017
