NAME,B19301D_001E,state,county,year
"Charles Mix County, South Dakota",19789.0,46,023,2016
"Clark County, South Dakota",,46,025,2016
"Clay County, South Dakota",17406.0,46,027,2016
"Codington County, South Dakota",8902.0,46,029,2016
"Corson County, South Dakota",,46,031,2016
"Custer County, South Dakota",13692.0,46,033,2016
"Davison County, South Dakota",-666666666.0,46,035,2016
"Day County, South Dakota",,46,037,2016
"Deuel County, South Dakota",-666666666.0,46,039,2016
"Dewey County, South Dakota",-666666666.0,46,041,2016
"Douglas County, South Dakota",,46,043,2016
"Edmunds County, South Dakota",,46,045,2016
"Fall River County, South Dakota",31835.0,46,047,2016
"Faulk County, South Dakota",,46,049,2016
"Grant County, South Dakota",,46,051,2016
"Gregory County, South Dakota",,46,053,2016
"Haakon County, South Dakota",-666666666.0,46,055,2016
"Hamlin County, South Dakota",15167.0,46,057,2016
"Hand County, South Dakota",,46,059,2016
"Hanson County, South Dakota",-666666666.0,46,061,2016
"Harding County, South Dakota",,46,063,2016
"Hughes County, South Dakota",,46,065,2016
"Hutchinson County, South Dakota",,46,067,2016
"Hyde County, South Dakota",-666666666.0,46,069,2016
"Jackson County, South Dakota",,46,071,2016
"Jerauld County, South Dakota",-666666666.0,46,073,2016
"Jones County, South Dakota",-666666666.0,46,075,2016
"Kingsbury County, South Dakota",74087.0,46,077,2016
"Lake County, South Dakota",6877.0,46,079,2016
"Lawrence County, South Dakota",15405.0,46,081,2016
"Lincoln County, South Dakota",64632.0,46,083,2016
"Lyman County, South Dakota",,46,085,2016
"McCook County, South Dakota",-666666666.0,46,087,2016
"McPherson County, South Dakota",37159.0,46,089,2016
"Marshall County, South Dakota",,46,091,2016
"Meade County, South Dakota",10996.0,46,093,2016
"Mellette County, South Dakota",-666666666.0,46,095,2016
"Miner County, South Dakota",-666666666.0,46,097,2016
"Minnehaha County, South Dakota",24452.0,46,099,2016
"Moody County, South Dakota",19187.0,46,101,2016
"Oglala Lakota County, South Dakota",-666666666.0,46,102,2016
"Pennington County, South Dakota",19491.0,46,103,2016
"Perkins County, South Dakota",-666666666.0,46,105,2016
"Potter County, South Dakota",,46,107,2016
"Roberts County, South Dakota",,46,109,2016
"Sanborn County, South Dakota",,46,111,2016
"Spink County, South Dakota",-666666666.0,46,115,2016
"Stanley County, South Dakota",-666666666.0,46,117,2016
"Sully County, South Dakota",-666666666.0,46,119,2016
"Todd County, South Dakota",12528.0,46,121,2016
"Tripp County, South Dakota",,46,123,2016
"Turner County, South Dakota",,46,125,2016
"Union County, South Dakota",77346.0,46,127,2016
"Walworth County, South Dakota",10144.0,46,129,2016
"Yankton County, South Dakota",41253.0,46,135,2016
"Ziebach County, South Dakota",,46,137,2016
"Anderson County, Tennessee",30813.0,47,001,2016
"Bedford County, Tennessee",42498.0,47,003,2016
"Benton County, Tennessee",,47,005,2016
"Bledsoe County, Tennessee",,47,007,2016
"Blount County, Tennessee",17833.0,47,009,2016
"Bradley County, Tennessee",22589.0,47,011,2016
"Campbell County, Tennessee",10710.0,47,013,2016
"Cannon County, Tennessee",7911.0,47,015,2016
"Carroll County, Tennessee",18775.0,47,017,2016
"Carter County, Tennessee",16711.0,47,019,2016
"Cheatham County, Tennessee",27948.0,47,021,2016
"Chester County, Tennessee",18460.0,47,023,2016
"Claiborne County, Tennessee",7950.0,47,025,2016
"Clay County, Tennessee",7215.0,47,027,2016
"Cocke County, Tennessee",-666666666.0,47,029,2016
"Coffee County, Tennessee",59994.0,47,031,2016
"Crockett County, Tennessee",20274.0,47,033,2016
"Cumberland County, Tennessee",34458.0,47,035,2016
"Davidson County, Tennessee",29486.0,47,037,2016
"Decatur County, Tennessee",9387.0,47,039,2016
"DeKalb County, Tennessee",45419.0,47,041,2016
"Dickson County, Tennessee",29809.0,47,043,2016
"Dyer County, Tennessee",29955.0,47,045,2016
"Fayette County, Tennessee",16074.0,47,047,2016
"Fentress County, Tennessee",42189.0,47,049,2016
"Franklin County, Tennessee",5423.0,47,051,2016
"Prince William County, Virginia",30449.0,51,153,2016
"Pulaski County, Virginia",33033.0,51,155,2016
"Rappahannock County, Virginia",15810.0,51,157,2016
"Richmond County, Virginia",25584.0,51,159,2016
"Roanoke County, Virginia",28546.0,51,161,2016
"Rockbridge County, Virginia",28307.0,51,163,2016
"Rockingham County, Virginia",23617.0,51,165,2016
"Russell County, Virginia",,51,167,2016
"Scott County, Virginia",14555.0,51,169,2016
"Shenandoah County, Virginia",23075.0,51,171,2016
"Smyth County, Virginia",23253.0,51,173,2016
"Southampton County, Virginia",,51,175,2016
"Spotsylvania County, Virginia",24327.0,51,177,2016
"Stafford County, Virginia",32542.0,51,179,2016
"Surry County, Virginia",9983.0,51,181,2016
"Sussex County, Virginia",8824.0,51,183,2016
"Tazewell County, Virginia",20305.0,51,185,2016
"Warren County, Virginia",19958.0,51,187,2016
"Washington County, Virginia",48239.0,51,191,2016
"Westmoreland County, Virginia",18498.0,51,193,2016
"Wise County, Virginia",36863.0,51,195,2016
"Wythe County, Virginia",28803.0,51,197,2016
"York County, Virginia",39974.0,51,199,2016
"Alexandria city, Virginia",53045.0,51,510,2016
"Bristol city, Virginia",,51,520,2016
"Buena Vista city, Virginia",5968.0,51,530,2016
"Charlottesville city, Virginia",16564.0,51,540,2016
"Chesapeake city, Virginia",31322.0,51,550,2016
"Colonial Heights city, Virginia",16548.0,51,570,2016
"Covington city, Virginia",,51,580,2016
"Danville city, Virginia",17749.0,51,590,2016
"Emporia city, Virginia",,51,595,2016
"Fairfax city, Virginia",34186.0,51,600,2016
"Falls Church city, Virginia",44223.0,51,610,2016
"Franklin city, Virginia",,51,620,2016
"Fredericksburg city, Virginia",23199.0,51,630,2016
"Galax city, Virginia",,51,640,2016
"Hampton city, Virginia",27295.0,51,650,2016
"Harrisonburg city, Virginia",16067.0,51,660,2016
"Hopewell city, Virginia",19472.0,51,670,2016
"Lexington city, Virginia",6116.0,51,678,2016
"Lynchburg city, Virginia",28135.0,51,680,2016
"Manassas city, Virginia",28470.0,51,683,2016
"Manassas Park city, Virginia",26336.0,51,685,2016
"Martinsville city, Virginia",,51,690,2016
"Newport News city, Virginia",22938.0,51,700,2016
"Norfolk city, Virginia",26443.0,51,710,2016
"Norton city, Virginia",24658.0,51,720,2016
"Petersburg city, Virginia",34944.0,51,730,2016
"Poquoson city, Virginia",33314.0,51,735,2016
"Portsmouth city, Virginia",23959.0,51,740,2016
"Radford city, Virginia",21709.0,51,750,2016
"Richmond city, Virginia",25320.0,51,760,2016
"Roanoke city, Virginia",17059.0,51,770,2016
"Salem city, Virginia",32990.0,51,775,2016
"Staunton city, Virginia",12304.0,51,790,2016
"Suffolk city, Virginia",26186.0,51,800,2016
"Virginia Beach city, Virginia",30773.0,51,810,2016
"Waynesboro city, Virginia",12128.0,51,820,2016
"Williamsburg city, Virginia",7582.0,51,830,2016
"Winchester city, Virginia",46808.0,51,840,2016
"Van Buren County, Tennessee",,47,175,2016
"Warren County, Tennessee",25742.0,47,177,2016
"Washington County, Tennessee",35802.0,47,179,2016
"Wayne County, Tennessee",4396.0,47,181,2016
"Weakley County, Tennessee",8768.0,47,183,2016
"White County, Tennessee",,47,185,2016
"Williamson County, Tennessee",42650.0,47,187,2016
"Wilson County, Tennessee",21306.0,47,189,2016
"Anderson County, Texas",15882.0,48,001,2016
"Andrews County, Texas",,48,003,2016
"Angelina County, Texas",38864.0,48,005,2016
"Aransas County, Texas",66918.0,48,007,2016
"Archer County, Texas",,48,009,2016
"Armstrong County, Texas",-666666666.0,48,011,2016
"Atascosa County, Texas",38295.0,48,013,2016
"Austin County, Texas",,48,015,2016
"Bailey County, Texas",8591.0,48,017,2016
"Bandera County, Texas",65588.0,48,019,2016
"Bastrop County, Texas",26638.0,48,021,2016
"Baylor County, Texas",-666666666.0,48,023,2016
"Bee County, Texas",70899.0,48,025,2016
"Bell County, Texas",21558.0,48,027,2016
"Bexar County, Texas",29214.0,48,029,2016
"Blanco County, Texas",,48,031,2016
"Borden County, Texas",-666666666.0,48,033,2016
"Bosque County, Texas",7304.0,48,035,2016
"Bowie County, Texas",17473.0,48,037,2016
"Brazoria County, Texas",37759.0,48,039,2016
"Brazos County, Texas",19365.0,48,041,2016
"Brewster County, Texas",7406.0,48,043,2016
"Briscoe County, Texas",-666666666.0,48,045,2016
"Brooks County, Texas",-666666666.0,48,047,2016
"Brown County, Texas",21618.0,48,049,2016
"Burleson County, Texas",12154.0,48,051,2016
"Burnet County, Texas",43611.0,48,053,2016
"Caldwell County, Texas",,48,055,2016
"Calhoun County, Texas",37181.0,48,057,2016
"Callahan County, Texas",11971.0,48,059,2016
"Cameron County, Texas",38050.0,48,061,2016
"Camp County, Texas",56072.0,48,063,2016
"Carson County, Texas",,48,065,2016
"Cass County, Texas",5137.0,48,067,2016
"Castro County, Texas",,48,069,2016
"Chambers County, Texas",30284.0,48,071,2016
"Cherokee County, Texas",37094.0,48,073,2016
"Childress County, Texas",14316.0,48,075,2016
"Clay County, Texas",,48,077,2016
"Cochran County, Texas",,48,079,2016
"Coke County, Texas",,48,081,2016
"Coleman County, Texas",11651.0,48,083,2016
"Collin County, Texas",40217.0,48,085,2016
"Collingsworth County, Texas",,48,087,2016
"Colorado County, Texas",30476.0,48,089,2016
"Comal County, Texas",24535.0,48,091,2016
"Comanche County, Texas",7786.0,48,093,2016
"Concho County, Texas",,48,095,2016
"Cooke County, Texas",51052.0,48,097,2016
"Coryell County, Texas",22065.0,48,099,2016
"Cottle County, Texas",-666666666.0,48,101,2016
"Crane County, Texas",-666666666.0,48,103,2016
"Crockett County, Texas",-666666666.0,48,105,2016
"Crosby County, Texas",-666666666.0,48,107,2016
"Culberson County, Texas",-666666666.0,48,109,2016
"Dallam County, Texas",22564.0,48,111,2016
"Dallas County, Texas",32930.0,48,113,2016
"Dawson County, Texas",4500.0,48,115,2016
"Deaf Smith County, Texas",,48,117,2016
"Delta County, Texas",31913.0,48,119,2016
"Denton County, Texas",34798.0,48,121,2016
"DeWitt County, Texas",,48,123,2016
"Dickens County, Texas",,48,125,2016
"Dimmit County, Texas",,48,127,2016
"Donley County, Texas",5026.0,48,129,2016
"Duval County, Texas",,48,131,2016
"Eastland County, Texas",25403.0,48,133,2016
"Ector County, Texas",41412.0,48,135,2016
"Edwards County, Texas",-666666666.0,48,137,2016
"Ellis County, Texas",41343.0,48,139,2016
"El Paso County, Texas",28709.0,48,141,2016
"Erath County, Texas",53480.0,48,143,2016
"Falls County, Texas",19138.0,48,145,2016
"Fannin County, Texas",27167.0,48,147,2016
"Fayette County, Texas",61316.0,48,149,2016
"Fisher County, Texas",,48,151,2016
"Floyd County, Texas",,48,153,2016
"Foard County, Texas",-666666666.0,48,155,2016
"Fort Bend County, Texas",37213.0,48,157,2016
"Franklin County, Texas",,48,159,2016
"Freestone County, Texas",21415.0,48,161,2016
"Frio County, Texas",2698.0,48,163,2016
"Gaines County, Texas",24540.0,48,165,2016
"Galveston County, Texas",34823.0,48,167,2016
"Garza County, Texas",,48,169,2016
"Gillespie County, Texas",19203.0,48,171,2016
"Glasscock County, Texas",-666666666.0,48,173,2016
"Goliad County, Texas",,48,175,2016
"Gonzales County, Texas",,48,177,2016
"Gray County, Texas",20080.0,48,179,2016
"Grayson County, Texas",18973.0,48,181,2016
"Gregg County, Texas",29762.0,48,183,2016
"Grimes County, Texas",,48,185,2016
"Guadalupe County, Texas",22561.0,48,187,2016
"Hale County, Texas",24348.0,48,189,2016
"Hall County, Texas",,48,191,2016
"Hamilton County, Texas",,48,193,2016
"Hansford County, Texas",,48,195,2016
"Hardeman County, Texas",,48,197,2016
"Hardin County, Texas",17321.0,48,199,2016
"Harris County, Texas",34456.0,48,201,2016
"Harrison County, Texas",23224.0,48,203,2016
"Hartley County, Texas",20896.0,48,205,2016
"Haskell County, Texas",8535.0,48,207,2016
"Hays County, Texas",28691.0,48,209,2016
"Hemphill County, Texas",,48,211,2016
"Henderson County, Texas",17028.0,48,213,2016
"Hidalgo County, Texas",38508.0,48,215,2016
"Hill County, Texas",20301.0,48,217,2016
"Hockley County, Texas",18980.0,48,219,2016
"Hood County, Texas",17460.0,48,221,2016
"Hopkins County, Texas",16806.0,48,223,2016
"Houston County, Texas",15760.0,48,225,2016
"Howard County, Texas",22884.0,48,227,2016
"Hudspeth County, Texas",21227.0,48,229,2016
"Hunt County, Texas",15116.0,48,231,2016
"Hutchinson County, Texas",39138.0,48,233,2016
"Irion County, Texas",-666666666.0,48,235,2016
"Jack County, Texas",,48,237,2016
"Jackson County, Texas",25993.0,48,239,2016
"Jasper County, Texas",17633.0,48,241,2016
"Jeff Davis County, Texas",5600.0,48,243,2016
"Jefferson County, Texas",26344.0,48,245,2016
"Jim Hogg County, Texas",-666666666.0,48,247,2016
"Jim Wells County, Texas",19518.0,48,249,2016
"Johnson County, Texas",22798.0,48,251,2016
"Jones County, Texas",,48,253,2016
"Karnes County, Texas",,48,255,2016
"Kaufman County, Texas",23641.0,48,257,2016
"Kendall County, Texas",45431.0,48,259,2016
"Kenedy County, Texas",,48,261,2016
"Kent County, Texas",-666666666.0,48,263,2016
"Kerr County, Texas",24774.0,48,265,2016
"Kimble County, Texas",-666666666.0,48,267,2016
"King County, Texas",-666666666.0,48,269,2016
"Kinney County, Texas",-666666666.0,48,271,2016
"Kleberg County, Texas",21282.0,48,273,2016
"Knox County, Texas",,48,275,2016
"Lamar County, Texas",39191.0,48,277,2016
"Lamb County, Texas",29538.0,48,279,2016
"Lampasas County, Texas",30310.0,48,281,2016
"La Salle County, Texas",,48,283,2016
"Lavaca County, Texas",30349.0,48,285,2016
"Lee County, Texas",,48,287,2016
"Leon County, Texas",14087.0,48,289,2016
"Liberty County, Texas",17858.0,48,291,2016
"Limestone County, Texas",17508.0,48,293,2016
"Lipscomb County, Texas",39173.0,48,295,2016
"Live Oak County, Texas",42131.0,48,297,2016
"Llano County, Texas",,48,299,2016
"Loving County, Texas",-666666666.0,48,301,2016
"Lubbock County, Texas",26887.0,48,303,2016
"Lynn County, Texas",,48,305,2016
"McCulloch County, Texas",-666666666.0,48,307,2016
"McLennan County, Texas",16466.0,48,309,2016
"McMullen County, Texas",-666666666.0,48,311,2016
"Madison County, Texas",14165.0,48,313,2016
"Marion County, Texas",,48,315,2016
"Martin County, Texas",-666666666.0,48,317,2016
"Mason County, Texas",4506.0,48,319,2016
"Matagorda County, Texas",11143.0,48,321,2016
"Maverick County, Texas",58653.0,48,323,2016
"Medina County, Texas",29598.0,48,325,2016
"Menard County, Texas",-666666666.0,48,327,2016
"Midland County, Texas",42373.0,48,329,2016
"Milam County, Texas",41502.0,48,331,2016
"Mills County, Texas",,48,333,2016
"Mitchell County, Texas",680.0,48,335,2016
"Montague County, Texas",,48,337,2016
"Montgomery County, Texas",48284.0,48,339,2016
"Moore County, Texas",12058.0,48,341,2016
"Morris County, Texas",,48,343,2016
"Motley County, Texas",-666666666.0,48,345,2016
"Nacogdoches County, Texas",25437.0,48,347,2016
"Navarro County, Texas",16125.0,48,349,2016
"Newton County, Texas",5767.0,48,351,2016
"Nolan County, Texas",34693.0,48,353,2016
"Nueces County, Texas",31773.0,48,355,2016
"Ochiltree County, Texas",70661.0,48,357,2016
"Oldham County, Texas",,48,359,2016
"Orange County, Texas",23225.0,48,361,2016
"Palo Pinto County, Texas",26946.0,48,363,2016
"Panola County, Texas",7613.0,48,365,2016
"Parker County, Texas",31924.0,48,367,2016
"Parmer County, Texas",,48,369,2016
"Pecos County, Texas",17331.0,48,371,2016
"Polk County, Texas",14599.0,48,373,2016
"Potter County, Texas",19193.0,48,375,2016
"Presidio County, Texas",11183.0,48,377,2016
"Rains County, Texas",8114.0,48,379,2016
"Randall County, Texas",38867.0,48,381,2016
"Reagan County, Texas",-666666666.0,48,383,2016
"Real County, Texas",,48,385,2016
"Red River County, Texas",,48,387,2016
"Reeves County, Texas",53038.0,48,389,2016
"Refugio County, Texas",,48,391,2016
"Roberts County, Texas",,48,393,2016
"Robertson County, Texas",25406.0,48,395,2016
"Rockwall County, Texas",42381.0,48,397,2016
"Runnels County, Texas",26779.0,48,399,2016
"Rusk County, Texas",20900.0,48,401,2016
"Sabine County, Texas",,48,403,2016
"San Augustine County, Texas",,48,405,2016
"San Jacinto County, Texas",3794.0,48,407,2016
"San Patricio County, Texas",18913.0,48,409,2016
"San Saba County, Texas",,48,411,2016
"Schleicher County, Texas",,48,413,2016
"Scurry County, Texas",,48,415,2016
"Shackelford County, Texas",,48,417,2016
"Shelby County, Texas",3287.0,48,419,2016
"Sherman County, Texas",-666666666.0,48,421,2016
"Smith County, Texas",23227.0,48,423,2016
"Somervell County, Texas",-666666666.0,48,425,2016
"Starr County, Texas",10112.0,48,427,2016
"Stephens County, Texas",35036.0,48,429,2016
"Sterling County, Texas",-666666666.0,48,431,2016
"Stonewall County, Texas",-666666666.0,48,433,2016
"Sutton County, Texas",-666666666.0,48,435,2016
"Swisher County, Texas",,48,437,2016
"Tarrant County, Texas",29259.0,48,439,2016
"Taylor County, Texas",20129.0,48,441,2016
"Terrell County, Texas",-666666666.0,48,443,2016
"Terry County, Texas",-666666666.0,48,445,2016
"Throckmorton County, Texas",,48,447,2016
"Titus County, Texas",19905.0,48,449,2016
"Tom Green County, Texas",51866.0,48,451,2016
"Travis County, Texas",41133.0,48,453,2016
"Trinity County, Texas",,48,455,2016
"Tyler County, Texas",19178.0,48,457,2016
"Upshur County, Texas",9823.0,48,459,2016
"Upton County, Texas",,48,461,2016
"Uvalde County, Texas",43646.0,48,463,2016
"Val Verde County, Texas",33186.0,48,465,2016
"Van Zandt County, Texas",14953.0,48,467,2016
"Victoria County, Texas",42552.0,48,469,2016
"Walker County, Texas",17403.0,48,471,2016
"Waller County, Texas",43261.0,48,473,2016
"Ward County, Texas",55169.0,48,475,2016
"Washington County, Texas",20572.0,48,477,2016
"Webb County, Texas",37665.0,48,479,2016
"Wharton County, Texas",16851.0,48,481,2016
"Wheeler County, Texas",64364.0,48,483,2016
"Wichita County, Texas",19910.0,48,485,2016
"Wilbarger County, Texas",47362.0,48,487,2016
"Willacy County, Texas",,48,489,2016
"Williamson County, Texas",37368.0,48,491,2016
"Wilson County, Texas",29048.0,48,493,2016
"Winkler County, Texas",,48,495,2016
"Wise County, Texas",22669.0,48,497,2016
"Wood County, Texas",12802.0,48,499,2016
"Yoakum County, Texas",35078.0,48,501,2016
"Young County, Texas",16770.0,48,503,2016
"Zapata County, Texas",-666666666.0,48,505,2016
"Zavala County, Texas",,48,507,2016
"Beaver County, Utah",,49,001,2016
"Box Elder County, Utah",17712.0,49,003,2016
"Cache County, Utah",12808.0,49,005,2016
"Carbon County, Utah",14280.0,49,007,2016
"Daggett County, Utah",-666666666.0,49,009,2016
"Davis County, Utah",28498.0,49,011,2016
"Duchesne County, Utah",21947.0,49,013,2016
"Emery County, Utah",923.0,49,015,2016
"Garfield County, Utah",9742.0,49,017,2016
"Grand County, Utah",,49,019,2016
"Iron County, Utah",31083.0,49,021,2016
"Juab County, Utah",11381.0,49,023,2016
"Kane County, Utah",,49,025,2016
"Millard County, Utah",8579.0,49,027,2016
"Morgan County, Utah",,49,029,2016
"Piute County, Utah",-666666666.0,49,031,2016
"Rich County, Utah",-666666666.0,49,033,2016
"Salt Lake County, Utah",27888.0,49,035,2016
"San Juan County, Utah",3172.0,49,037,2016
"Sanpete County, Utah",10606.0,49,039,2016
"Sevier County, Utah",69774.0,49,041,2016
"Summit County, Utah",51536.0,49,043,2016
"Tooele County, Utah",18909.0,49,045,2016
"Uintah County, Utah",21080.0,49,047,2016
"Utah County, Utah",19974.0,49,049,2016
"Wasatch County, Utah",27802.0,49,051,2016
"Washington County, Utah",27056.0,49,053,2016
"Wayne County, Utah",31688.0,49,055,2016
"Weber County, Utah",25465.0,49,057,2016
"Addison County, Vermont",22915.0,50,001,2016
"Bennington County, Vermont",27131.0,50,003,2016
"Caledonia County, Vermont",18826.0,50,005,2016
"Chittenden County, Vermont",24697.0,50,007,2016
"Essex County, Vermont",12443.0,50,009,2016
"Franklin County, Vermont",12601.0,50,011,2016
"Grand Isle County, Vermont",17656.0,50,013,2016
"Lamoille County, Vermont",72921.0,50,015,2016
"Orange County, Vermont",27391.0,50,017,2016
"Orleans County, Vermont",11042.0,50,019,2016
"Rutland County, Vermont",24506.0,50,021,2016
"Washington County, Vermont",35041.0,50,023,2016
"Windham County, Vermont",13797.0,50,025,2016
"Windsor County, Vermont",35622.0,50,027,2016
"Accomack County, Virginia",35627.0,51,001,2016
"Albemarle County, Virginia",30612.0,51,003,2016
"Alleghany County, Virginia",10665.0,51,005,2016
"Amelia County, Virginia",,51,007,2016
"Amherst County, Virginia",20402.0,51,009,2016
"Appomattox County, Virginia",,51,011,2016
"Arlington County, Virginia",53523.0,51,013,2016
"Augusta County, Virginia",15193.0,51,015,2016
"Bath County, Virginia",-666666666.0,51,017,2016
"Bedford County, Virginia",23282.0,51,019,2016
"Bland County, Virginia",,51,021,2016
"Botetourt County, Virginia",13254.0,51,023,2016
"Brunswick County, Virginia",1044.0,51,025,2016
"Buchanan County, Virginia",21660.0,51,027,2016
"Buckingham County, Virginia",27476.0,51,029,2016
"Campbell County, Virginia",9901.0,51,031,2016
"Caroline County, Virginia",11623.0,51,033,2016
"Carroll County, Virginia",48279.0,51,035,2016
"Charles City County, Virginia",24846.0,51,036,2016
"Charlotte County, Virginia",26444.0,51,037,2016
"Chesterfield County, Virginia",32843.0,51,041,2016
"Clarke County, Virginia",11696.0,51,043,2016
"Craig County, Virginia",,51,045,2016
"Culpeper County, Virginia",18306.0,51,047,2016
"Cumberland County, Virginia",-666666666.0,51,049,2016
"Dickenson County, Virginia",,51,051,2016
"Dinwiddie County, Virginia",9366.0,51,053,2016
"Essex County, Virginia",,51,057,2016
"Fairfax County, Virginia",42484.0,51,059,2016
"Fauquier County, Virginia",32718.0,51,061,2016
"Floyd County, Virginia",,51,063,2016
"Fluvanna County, Virginia",20882.0,51,065,2016
"Franklin County, Virginia",25496.0,51,067,2016
"Frederick County, Virginia",27028.0,51,069,2016
"Giles County, Virginia",14946.0,51,071,2016
"Gloucester County, Virginia",34564.0,51,073,2016
"Goochland County, Virginia",50003.0,51,075,2016
"Grayson County, Virginia",,51,077,2016
"Greene County, Virginia",33705.0,51,079,2016
"Greensville County, Virginia",,51,081,2016
"Halifax County, Virginia",25831.0,51,083,2016
"Hanover County, Virginia",28283.0,51,085,2016
"Henrico County, Virginia",39186.0,51,087,2016
"Henry County, Virginia",16820.0,51,089,2016
"Highland County, Virginia",-666666666.0,51,091,2016
"Isle of Wight County, Virginia",18888.0,51,093,2016
"James City County, Virginia",42341.0,51,095,2016
"King and Queen County, Virginia",,51,097,2016
"King George County, Virginia",36852.0,51,099,2016
"King William County, Virginia",19823.0,51,101,2016
"Lancaster County, Virginia",12325.0,51,103,2016
"Lee County, Virginia",190809.0,51,105,2016
"Loudoun County, Virginia",47200.0,51,107,2016
"Louisa County, Virginia",32966.0,51,109,2016
"Lunenburg County, Virginia",23435.0,51,111,2016
"Madison County, Virginia",,51,113,2016
"Mathews County, Virginia",12353.0,51,115,2016
"Mecklenburg County, Virginia",23984.0,51,117,2016
"Middlesex County, Virginia",-666666666.0,51,119,2016
"Montgomery County, Virginia",25915.0,51,121,2016
"Nelson County, Virginia",,51,125,2016
"New Kent County, Virginia",30453.0,51,127,2016
"Northampton County, Virginia",10468.0,51,131,2016
"Northumberland County, Virginia",,51,133,2016
"Nottoway County, Virginia",1775.0,51,135,2016
"Orange County, Virginia",21915.0,51,137,2016
"Page County, Virginia",12684.0,51,139,2016
"Patrick County, Virginia",,51,141,2016
"Pittsylvania County, Virginia",24117.0,51,143,2016
"Powhatan County, Virginia",81202.0,51,145,2016
"Prince Edward County, Virginia",15374.0,51,147,2016
"Prince George County, Virginia",21205.0,51,149,2016
"Adams County, Washington",29232.0,53,001,2016
"Asotin County, Washington",40082.0,53,003,2016
"Benton County, Washington",43137.0,53,005,2016
"Chelan County, Washington",19488.0,53,007,2016
"Clallam County, Washington",25662.0,53,009,2016
"Clark County, Washington",32306.0,53,011,2016
"Columbia County, Washington",11264.0,53,013,2016
"Cowlitz County, Washington",25525.0,53,015,2016
"Douglas County, Washington",28609.0,53,017,2016
"Ferry County, Washington",,53,019,2016
"Franklin County, Washington",19735.0,53,021,2016
"Garfield County, Washington",,53,023,2016
"Grant County, Washington",23889.0,53,025,2016
"Grays Harbor County, Washington",22352.0,53,027,2016
"Island County, Washington",25413.0,53,029,2016
"Jefferson County, Washington",36655.0,53,031,2016
"King County, Washington",40390.0,53,033,2016
"Kitsap County, Washington",29362.0,53,035,2016
"Kittitas County, Washington",9755.0,53,037,2016
"Klickitat County, Washington",27887.0,53,039,2016
"Lewis County, Washington",17924.0,53,041,2016
"Lincoln County, Washington",32859.0,53,043,2016
"Mason County, Washington",26444.0,53,045,2016
"Okanogan County, Washington",24088.0,53,047,2016
"Pacific County, Washington",9749.0,53,049,2016
"Pend Oreille County, Washington",30548.0,53,051,2016
"Pierce County, Washington",26962.0,53,053,2016
"San Juan County, Washington",18652.0,53,055,2016
"Skagit County, Washington",26645.0,53,057,2016
"Skamania County, Washington",34274.0,53,059,2016
"Snohomish County, Washington",33211.0,53,061,2016
"Spokane County, Washington",22556.0,53,063,2016
"Stevens County, Washington",25994.0,53,065,2016
"Thurston County, Washington",27200.0,53,067,2016
"Wahkiakum County, Washington",,53,069,2016
"Walla Walla County, Washington",34966.0,53,071,2016
"Whatcom County, Washington",24211.0,53,073,2016
"Whitman County, Washington",20456.0,53,075,2016
"Yakima County, Washington",36235.0,53,077,2016
"Barbour County, West Virginia",5328.0,54,001,2016
"Berkeley County, West Virginia",27838.0,54,003,2016
"Boone County, West Virginia",18072.0,54,005,2016
"Braxton County, West Virginia",-666666666.0,54,007,2016
"Brooke County, West Virginia",11263.0,54,009,2016
"Cabell County, West Virginia",36535.0,54,011,2016
"Calhoun County, West Virginia",,54,013,2016
"Clay County, West Virginia",-666666666.0,54,015,2016
"Doddridge County, West Virginia",,54,017,2016
"Fayette County, West Virginia",21540.0,54,019,2016
"Gilmer County, West Virginia",,54,021,2016
"Grant County, West Virginia",-666666666.0,54,023,2016
"Greenbrier County, West Virginia",13252.0,54,025,2016
"Hampshire County, West Virginia",,54,027,2016
"Hancock County, West Virginia",41124.0,54,029,2016
"Hardy County, West Virginia",11181.0,54,031,2016
"Harrison County, West Virginia",29001.0,54,033,2016
"Jackson County, West Virginia",36395.0,54,035,2016
"Jefferson County, West Virginia",28480.0,54,037,2016
"Kanawha County, West Virginia",52444.0,54,039,2016
"Lewis County, West Virginia",22532.0,54,041,2016
"Lincoln County, West Virginia",27372.0,54,043,2016
"Logan County, West Virginia",50804.0,54,045,2016
"McDowell County, West Virginia",-666666666.0,54,047,2016
"Marion County, West Virginia",14738.0,54,049,2016
"Marshall County, West Virginia",25647.0,54,051,2016
"Mason County, West Virginia",,54,053,2016
"Mercer County, West Virginia",31174.0,54,055,2016
"Mineral County, West Virginia",110989.0,54,057,2016
"Mingo County, West Virginia",,54,059,2016
"Monongalia County, West Virginia",32515.0,54,061,2016
"Monroe County, West Virginia",-666666666.0,54,063,2016
"Morgan County, West Virginia",22554.0,54,065,2016
"Nicholas County, West Virginia",,54,067,2016
"Ohio County, West Virginia",37136.0,54,069,2016
"Pendleton County, West Virginia",,54,071,2016
"Pleasants County, West Virginia",-666666666.0,54,073,2016
"Pocahontas County, West Virginia",-666666666.0,54,075,2016
"Preston County, West Virginia",15702.0,54,077,2016
"Putnam County, West Virginia",48819.0,54,079,2016
"Raleigh County, West Virginia",42798.0,54,081,2016
"Randolph County, West Virginia",15798.0,54,083,2016
"Ritchie County, West Virginia",-666666666.0,54,085,2016
