NAME,B19301I_001E,state,county,year
"Bartholomew County, Indiana",13901.0,18,005,2017
"Rush County, Indiana",31080.0,18,139,2017
"Boone County, Indiana",24594.0,18,011,2017
"Fulton County, Indiana",12521.0,18,049,2017
"Lake County, Indiana",19159.0,18,089,2017
"Montgomery County, Indiana",11208.0,18,107,2017
"Noble County, Indiana",18670.0,18,113,2017
"Adams County, Indiana",15708.0,18,001,2017
"Clark County, Indiana",20262.0,18,019,2017
"Fayette County, Indiana",13708.0,18,041,2017
"Delaware County, Iowa",19208.0,19,055,2017
"Jefferson County, Iowa",6507.0,19,101,2017
"Wayne County, Iowa",9503.0,19,185,2017
"Allamakee County, Iowa",10055.0,19,005,2017
"Linn County, Iowa",18671.0,19,113,2017
"Scott County, Iowa",18806.0,19,163,2017
"Dallas County, Iowa",19497.0,19,049,2017
"O'Brien County, Iowa",10507.0,19,141,2017
"Benton County, Iowa",20053.0,19,011,2017
"Butler County, Iowa",15582.0,19,023,2017
"Dubuque County, Iowa",14331.0,19,061,2017
"Fremont County, Iowa",13544.0,19,071,2017
"Hamilton County, Iowa",16280.0,19,079,2017
"Pocahontas County, Iowa",11076.0,19,151,2017
"Taylor County, Iowa",12724.0,19,173,2017
"Union County, Iowa",14927.0,19,175,2017
"Van Buren County, Iowa",7440.0,19,177,2017
"Worth County, Iowa",9773.0,19,195,2017
"Ringgold County, Iowa",11586.0,19,159,2017
"Adams County, Iowa",5938.0,19,003,2017
"Adair County, Iowa",16415.0,19,001,2017
"Audubon County, Iowa",23400.0,19,009,2017
"Chickasaw County, Iowa",13140.0,19,037,2017
"Clarke County, Iowa",11731.0,19,039,2017
"Davis County, Iowa",26737.0,19,051,2017
"Dickinson County, Iowa",23377.0,19,059,2017
"Ida County, Iowa",16013.0,19,093,2017
"Johnson County, Iowa",20375.0,19,103,2017
"Keokuk County, Iowa",21294.0,19,107,2017
"Monroe County, Iowa",18132.0,19,135,2017
"Tama County, Iowa",12214.0,19,171,2017
"Wapello County, Iowa",11210.0,19,179,2017
"Sioux County, Iowa",12092.0,19,167,2017
"Franklin County, Iowa",10053.0,19,069,2017
"Calhoun County, Iowa",11613.0,19,025,2017
"Carroll County, Iowa",12931.0,19,027,2017
"Cedar County, Iowa",20091.0,19,031,2017
"Cerro Gordo County, Iowa",26183.0,19,033,2017
"Floyd County, Iowa",19447.0,19,067,2017
"Greene County, Iowa",15894.0,19,073,2017
"Hardin County, Iowa",20147.0,19,083,2017
"Louisa County, Iowa",16090.0,19,115,2017
"Lucas County, Iowa",21290.0,19,117,2017
"Lyon County, Iowa",11907.0,19,119,2017
"Winnebago County, Iowa",17078.0,19,189,2017
"Palo Alto County, Iowa",17081.0,19,147,2017
"Shelby County, Iowa",16777.0,19,165,2017
"Appanoose County, Iowa",15183.0,19,007,2017
"Henry County, Iowa",15359.0,19,087,2017
"Iowa County, Iowa",16583.0,19,095,2017
"Jasper County, Iowa",10672.0,19,099,2017
"Page County, Iowa",11398.0,19,145,2017
"Winneshiek County, Iowa",22441.0,19,191,2017
"Poweshiek County, Iowa",8734.0,19,157,2017
"Pottawattamie County, Iowa",20487.0,19,155,2017
"Marshall County, Iowa",12679.0,19,127,2017
"Clayton County, Iowa",14017.0,19,043,2017
"Boone County, Iowa",12062.0,19,015,2017
"Bremer County, Iowa",38287.0,19,017,2017
"Buena Vista County, Iowa",14030.0,19,021,2017
"Howard County, Iowa",6776.0,19,089,2017
"Emmet County, Iowa",15559.0,19,063,2017
"Guthrie County, Iowa",12292.0,19,077,2017
"Hancock County, Iowa",15179.0,19,081,2017
"Humboldt County, Iowa",10398.0,19,091,2017
"Madison County, Iowa",14283.0,19,121,2017
"Marion County, Iowa",10520.0,19,125,2017
"Washington County, Iowa",12446.0,19,183,2017
"Wright County, Iowa",12406.0,19,197,2017
"Cass County, Iowa",20365.0,19,029,2017
"Cherokee County, Iowa",15985.0,19,035,2017
"Crawford County, Iowa",13867.0,19,047,2017
"Des Moines County, Iowa",16037.0,19,057,2017
"Fayette County, Iowa",12344.0,19,065,2017
"Harrison County, Iowa",18225.0,19,085,2017
"Kossuth County, Iowa",14667.0,19,109,2017
"Mills County, Iowa",17051.0,19,129,2017
"Monona County, Iowa",18501.0,19,133,2017
"Muscatine County, Iowa",15867.0,19,139,2017
"Osceola County, Iowa",14164.0,19,143,2017
"Polk County, Iowa",16203.0,19,153,2017
"Webster County, Iowa",11274.0,19,187,2017
"Story County, Iowa",20336.0,19,169,2017
"Woodbury County, Iowa",12970.0,19,193,2017
"Black Hawk County, Iowa",19746.0,19,013,2017
"Grundy County, Iowa",33462.0,19,075,2017
"Jackson County, Iowa",16692.0,19,097,2017
"Jones County, Iowa",10929.0,19,105,2017
"Lee County, Iowa",21558.0,19,111,2017
"Mitchell County, Iowa",17020.0,19,131,2017
"Montgomery County, Iowa",10722.0,19,137,2017
"Warren County, Iowa",20253.0,19,181,2017
"Sac County, Iowa",9053.0,19,161,2017
"Mahaska County, Iowa",11703.0,19,123,2017
"Plymouth County, Iowa",15273.0,19,149,2017
"Buchanan County, Iowa",16106.0,19,019,2017
"Clay County, Iowa",15654.0,19,041,2017
"Clinton County, Iowa",11181.0,19,045,2017
"Decatur County, Iowa",6622.0,19,053,2017
"Smith County, Kansas",21281.0,20,183,2017
"Grant County, Kansas",17935.0,20,067,2017
"Jackson County, Kansas",16225.0,20,085,2017
"Kingman County, Kansas",15131.0,20,095,2017
"Logan County, Kansas",10316.0,20,109,2017
"Cherokee County, Kansas",13569.0,20,021,2017
"Nemaha County, Kansas",18117.0,20,131,2017
"Pottawatomie County, Kansas",15010.0,20,149,2017
"Wyandotte County, Kansas",13845.0,20,209,2017
"Butler County, Kansas",23040.0,20,015,2017
"Clay County, Kansas",9508.0,20,027,2017
"Lincoln County, Kansas",11590.0,20,105,2017
"Saline County, Kansas",16476.0,20,169,2017
"Sumner County, Kansas",20379.0,20,191,2017
"Trego County, Kansas",3628.0,20,195,2017
"Wabaunsee County, Kansas",19585.0,20,197,2017
"Wilson County, Kansas",14757.0,20,205,2017
"Woodson County, Kansas",21158.0,20,207,2017
"Mitchell County, Kansas",7950.0,20,123,2017
"Ness County, Kansas",11777.0,20,135,2017
"Osborne County, Kansas",3258.0,20,141,2017
"Atchison County, Kansas",17151.0,20,005,2017
"Bourbon County, Kansas",9322.0,20,011,2017
"Finney County, Kansas",16005.0,20,055,2017
"Hamilton County, Kansas",11960.0,20,075,2017
"Kiowa County, Kansas",12341.0,20,097,2017
"Leavenworth County, Kansas",19602.0,20,103,2017
"Shawnee County, Kansas",15089.0,20,177,2017
"Sherman County, Kansas",12007.0,20,181,2017
"Stanton County, Kansas",12306.0,20,187,2017
"Thomas County, Kansas",10391.0,20,193,2017
"Meade County, Kansas",16900.0,20,119,2017
"Montgomery County, Kansas",13188.0,20,125,2017
"Morris County, Kansas",14015.0,20,127,2017
"Pratt County, Kansas",9366.0,20,151,2017
"Rawlins County, Kansas",12643.0,20,153,2017
"Rooks County, Kansas",17374.0,20,163,2017
"Anderson County, Kansas",4698.0,20,003,2017
"Clark County, Kansas",13492.0,20,025,2017
"Ellsworth County, Kansas",13215.0,20,053,2017
"Geary County, Kansas",16095.0,20,061,2017
"Harper County, Kansas",11364.0,20,077,2017
"Ford County, Kansas",14113.0,20,057,2017
"Russell County, Kansas",9383.0,20,167,2017
"Lyon County, Kansas",19026.0,20,111,2017
"Marshall County, Kansas",16266.0,20,117,2017
"Pawnee County, Kansas",11086.0,20,145,2017
"Allen County, Kansas",19028.0,20,001,2017
"Cheyenne County, Kansas",12028.0,20,023,2017
"Comanche County, Kansas",37827.0,20,033,2017
"Cowley County, Kansas",12769.0,20,035,2017
"Elk County, Kansas",13471.0,20,049,2017
"Gove County, Kansas",13793.0,20,063,2017
"Franklin County, Kansas",10695.0,20,059,2017
"Harvey County, Kansas",14450.0,20,079,2017
"Hodgeman County, Kansas",15428.0,20,083,2017
"Jewell County, Kansas",11371.0,20,089,2017
"Kearny County, Kansas",15369.0,20,093,2017
"Rice County, Kansas",13930.0,20,159,2017
"Stafford County, Kansas",10755.0,20,185,2017
"McPherson County, Kansas",19520.0,20,113,2017
"Osage County, Kansas",13241.0,20,139,2017
"Greeley County, Kansas",13766.0,20,071,2017
"Coffey County, Kansas",19051.0,20,031,2017
"Crawford County, Kansas",11756.0,20,037,2017
"Ellis County, Kansas",11183.0,20,051,2017
"Greenwood County, Kansas",13104.0,20,073,2017
"Labette County, Kansas",14407.0,20,099,2017
"Linn County, Kansas",12923.0,20,107,2017
"Sedgwick County, Kansas",14836.0,20,173,2017
"Seward County, Kansas",14277.0,20,175,2017
"Republic County, Kansas",20130.0,20,157,2017
"Graham County, Kansas",8593.0,20,065,2017
"Johnson County, Kansas",20526.0,20,091,2017
"Douglas County, Kansas",24170.0,20,045,2017
"Sheridan County, Kansas",16205.0,20,179,2017
"Miami County, Kansas",13366.0,20,121,2017
"Gray County, Kansas",17958.0,20,069,2017
"Wallace County, Kansas",16781.0,20,199,2017
"Chase County, Kansas",16944.0,20,017,2017
"Stevens County, Kansas",12974.0,20,189,2017
"Washington County, Kansas",11173.0,20,201,2017
"Wichita County, Kansas",14271.0,20,203,2017
"Chautauqua County, Kansas",11337.0,20,019,2017
"Morton County, Kansas",15509.0,20,129,2017
"Norton County, Kansas",5516.0,20,137,2017
"Reno County, Kansas",16108.0,20,155,2017
"Barton County, Kansas",14580.0,20,009,2017
"Cloud County, Kansas",20913.0,20,029,2017
"Doniphan County, Kansas",13275.0,20,043,2017
"Edwards County, Kansas",17365.0,20,047,2017
"Haskell County, Kansas",12939.0,20,081,2017
"Lane County, Kansas",14042.0,20,101,2017
"Rush County, Kansas",23856.0,20,165,2017
"Scott County, Kansas",21764.0,20,171,2017
"Marion County, Kansas",12712.0,20,115,2017
"Neosho County, Kansas",17173.0,20,133,2017
"Brown County, Kansas",12018.0,20,013,2017
"Ottawa County, Kansas",82985.0,20,143,2017
"Phillips County, Kansas",13298.0,20,147,2017
"Riley County, Kansas",18042.0,20,161,2017
"Barber County, Kansas",12177.0,20,007,2017
"Decatur County, Kansas",11093.0,20,039,2017
"Dickinson County, Kansas",15978.0,20,041,2017
"Jefferson County, Kansas",17005.0,20,087,2017
"Harrison County, Kentucky",10162.0,21,097,2017
"Butler County, Kentucky",6216.0,21,031,2017
"Trimble County, Kentucky",14512.0,21,223,2017
"Edmonson County, Kentucky",5129.0,21,061,2017
"Hickman County, Kentucky",,21,105,2017
"Bracken County, Kentucky",9569.0,21,023,2017
"Lyon County, Kentucky",22813.0,21,143,2017
"Nelson County, Kentucky",4770.0,21,179,2017
"Wayne County, Kentucky",6049.0,21,231,2017
"Lewis County, Kentucky",,21,135,2017
"Marion County, Kentucky",13730.0,21,155,2017
"Trigg County, Kentucky",20178.0,21,221,2017
"Woodford County, Kentucky",15692.0,21,239,2017
"Boone County, Kentucky",21862.0,21,015,2017
"Leslie County, Kentucky",,21,131,2017
"Jessamine County, Kentucky",11401.0,21,113,2017
"Knox County, Kentucky",7396.0,21,121,2017
"Lawrence County, Kentucky",22374.0,21,127,2017
"Letcher County, Kentucky",21602.0,21,133,2017
"Livingston County, Kentucky",13659.0,21,139,2017
"McCracken County, Kentucky",33985.0,21,145,2017
"Pike County, Kentucky",29559.0,21,195,2017
"Shelby County, Kentucky",12312.0,21,211,2017
"Whitley County, Kentucky",4793.0,21,235,2017
"Anderson County, Kentucky",21831.0,21,005,2017
"Breckinridge County, Kentucky",13002.0,21,027,2017
"Floyd County, Kentucky",6797.0,21,071,2017
"Franklin County, Kentucky",17306.0,21,073,2017
"Kenton County, Kentucky",18300.0,21,117,2017
"McCreary County, Kentucky",12466.0,21,147,2017
"Madison County, Kentucky",16759.0,21,151,2017
"Magoffin County, Kentucky",11730.0,21,153,2017
"Metcalfe County, Kentucky",20199.0,21,169,2017
"Owsley County, Kentucky",,21,189,2017
"Rowan County, Kentucky",13066.0,21,205,2017
"Simpson County, Kentucky",7521.0,21,213,2017
"Taylor County, Kentucky",13382.0,21,217,2017
"Clark County, Kentucky",11111.0,21,049,2017
"Todd County, Kentucky",9269.0,21,219,2017
"Carlisle County, Kentucky",11245.0,21,039,2017
"Carroll County, Kentucky",13861.0,21,041,2017
"Clinton County, Kentucky",12653.0,21,053,2017
"Estill County, Kentucky",5344.0,21,065,2017
"Gallatin County, Kentucky",12035.0,21,077,2017
"Garrard County, Kentucky",9238.0,21,079,2017
"Greenup County, Kentucky",28649.0,21,089,2017
"Fleming County, Kentucky",24528.0,21,069,2017
"Campbell County, Kentucky",15944.0,21,037,2017
"Carter County, Kentucky",8065.0,21,043,2017
"Elliott County, Kentucky",,21,063,2017
"Grant County, Kentucky",14637.0,21,081,2017
"Jefferson County, Kentucky",20207.0,21,111,2017
"Larue County, Kentucky",10887.0,21,123,2017
"Logan County, Kentucky",11851.0,21,141,2017
"Mason County, Kentucky",23981.0,21,161,2017
"Mercer County, Kentucky",10365.0,21,167,2017
"Pendleton County, Kentucky",55189.0,21,191,2017
"Robertson County, Kentucky",,21,201,2017
"Russell County, Kentucky",13477.0,21,207,2017
"Spencer County, Kentucky",27442.0,21,215,2017
"Washington County, Kentucky",8059.0,21,229,2017
"Bath County, Kentucky",21628.0,21,011,2017
"Ballard County, Kentucky",7343.0,21,007,2017
"Barren County, Kentucky",13179.0,21,009,2017
"Boyle County, Kentucky",9392.0,21,021,2017
"Green County, Kentucky",,21,087,2017
"Hancock County, Kentucky",5239.0,21,091,2017
"Harlan County, Kentucky",3997.0,21,095,2017
"Martin County, Kentucky",7131.0,21,159,2017
"Hardin County, Kentucky",19445.0,21,093,2017
"Lincoln County, Kentucky",13889.0,21,137,2017
"McLean County, Kentucky",6690.0,21,149,2017
"Monroe County, Kentucky",10388.0,21,171,2017
"Ohio County, Kentucky",11508.0,21,183,2017
"Powell County, Kentucky",8171.0,21,197,2017
"Union County, Kentucky",8477.0,21,225,2017
"Webster County, Kentucky",10062.0,21,233,2017
"Caldwell County, Kentucky",,21,033,2017
"Calloway County, Kentucky",8820.0,21,035,2017
"Casey County, Kentucky",10191.0,21,045,2017
"Christian County, Kentucky",17071.0,21,047,2017
"Daviess County, Kentucky",11372.0,21,059,2017
"Grayson County, Kentucky",29944.0,21,085,2017
"Henderson County, Kentucky",13879.0,21,101,2017
"Henry County, Kentucky",5046.0,21,103,2017
"Hopkins County, Kentucky",16251.0,21,107,2017
"Jackson County, Kentucky",,21,109,2017
"Laurel County, Kentucky",19423.0,21,125,2017
"Marshall County, Kentucky",16061.0,21,157,2017
"Meade County, Kentucky",19894.0,21,163,2017
"Montgomery County, Kentucky",8404.0,21,173,2017
"Nicholas County, Kentucky",70684.0,21,181,2017
"Oldham County, Kentucky",20121.0,21,185,2017
"Owen County, Kentucky",7578.0,21,187,2017
"Rockcastle County, Kentucky",13742.0,21,203,2017
"Scott County, Kentucky",14254.0,21,209,2017
"Warren County, Kentucky",12739.0,21,227,2017
"Allen County, Kentucky",11586.0,21,003,2017
"Bourbon County, Kentucky",11742.0,21,017,2017
"Boyd County, Kentucky",21311.0,21,019,2017
"Bullitt County, Kentucky",13694.0,21,029,2017
"Crittenden County, Kentucky",10070.0,21,055,2017
"Fayette County, Kentucky",15867.0,21,067,2017
"Fulton County, Kentucky",23218.0,21,075,2017
"Johnson County, Kentucky",26497.0,21,115,2017
"Knott County, Kentucky",2282.0,21,119,2017
"Menifee County, Kentucky",,21,165,2017
"Morgan County, Kentucky",,21,175,2017
"Muhlenberg County, Kentucky",12589.0,21,177,2017
"Perry County, Kentucky",9657.0,21,193,2017
"Pulaski County, Kentucky",17971.0,21,199,2017
"Wolfe County, Kentucky",,21,237,2017
"Clay County, Kentucky",6682.0,21,051,2017
"Adair County, Kentucky",9877.0,21,001,2017
"Bell County, Kentucky",6183.0,21,013,2017
"Breathitt County, Kentucky",,21,025,2017
"Cumberland County, Kentucky",,21,057,2017
"Graves County, Kentucky",11547.0,21,083,2017
"Hart County, Kentucky",13950.0,21,099,2017
"Lee County, Kentucky",29738.0,21,129,2017
"Hancock County, Maine",17013.0,23,009,2017
"Oxford County, Maine",18901.0,23,017,2017
"Lincoln County, Maine",24229.0,23,015,2017
"Waldo County, Maine",24222.0,23,027,2017
"Penobscot County, Maine",21735.0,23,019,2017
"Piscataquis County, Maine",13849.0,23,021,2017
"Androscoggin County, Maine",14345.0,23,001,2017
"Aroostook County, Maine",15302.0,23,003,2017
"Washington County, Maine",16773.0,23,029,2017
"Cumberland County, Maine",21168.0,23,005,2017
"Knox County, Maine",15325.0,23,013,2017
"Sagadahoc County, Maine",22961.0,23,023,2017
"York County, Maine",21106.0,23,031,2017
"Kennebec County, Maine",18890.0,23,011,2017
"Franklin County, Maine",21709.0,23,007,2017
"Somerset County, Maine",17023.0,23,025,2017
"Vermilion Parish, Louisiana",14018.0,22,113,2017
"St. Charles Parish, Louisiana",29444.0,22,089,2017
"Lafourche Parish, Louisiana",23762.0,22,057,2017
"Concordia Parish, Louisiana",20318.0,22,029,2017
"Tensas Parish, Louisiana",7224.0,22,107,2017
"West Feliciana Parish, Louisiana",7006.0,22,125,2017
"Jefferson Davis Parish, Louisiana",12459.0,22,053,2017
"St. James Parish, Louisiana",11820.0,22,093,2017
"Grant Parish, Louisiana",5539.0,22,043,2017
"Jefferson Parish, Louisiana",20039.0,22,051,2017
"Beauregard Parish, Louisiana",14454.0,22,011,2017
"Bienville Parish, Louisiana",45466.0,22,013,2017
"Bossier Parish, Louisiana",16059.0,22,015,2017
"Cameron Parish, Louisiana",7743.0,22,023,2017
"East Feliciana Parish, Louisiana",11089.0,22,037,2017
"St. John the Baptist Parish, Louisiana",19745.0,22,095,2017
"Plaquemines Parish, Louisiana",17647.0,22,075,2017
"Ouachita Parish, Louisiana",18422.0,22,073,2017
"Rapides Parish, Louisiana",14794.0,22,079,2017
"Washington Parish, Louisiana",9185.0,22,117,2017
"St. Landry Parish, Louisiana",14479.0,22,097,2017
"Tangipahoa Parish, Louisiana",17342.0,22,105,2017
"Acadia Parish, Louisiana",10094.0,22,001,2017
"St. Mary Parish, Louisiana",16655.0,22,101,2017
"West Carroll Parish, Louisiana",52418.0,22,123,2017
"St. Tammany Parish, Louisiana",21279.0,22,103,2017
"Union Parish, Louisiana",9454.0,22,111,2017
"Caldwell Parish, Louisiana",12523.0,22,021,2017
"Caddo Parish, Louisiana",23721.0,22,017,2017
"East Carroll Parish, Louisiana",,22,035,2017
"Ascension Parish, Louisiana",20622.0,22,005,2017
"Lafayette Parish, Louisiana",19917.0,22,055,2017
"Evangeline Parish, Louisiana",5819.0,22,039,2017
"Iberia Parish, Louisiana",17059.0,22,045,2017
"Lincoln Parish, Louisiana",12695.0,22,061,2017
"St. Bernard Parish, Louisiana",15977.0,22,087,2017
"St. Helena Parish, Louisiana",,22,091,2017
"Webster Parish, Louisiana",7254.0,22,119,2017
"West Baton Rouge Parish, Louisiana",28796.0,22,121,2017
"De Soto Parish, Louisiana",21813.0,22,031,2017
"Iberville Parish, Louisiana",19433.0,22,047,2017
"Red River Parish, Louisiana",13088.0,22,081,2017
"Livingston Parish, Louisiana",17368.0,22,063,2017
"Morehouse Parish, Louisiana",3907.0,22,067,2017
"Natchitoches Parish, Louisiana",14241.0,22,069,2017
"Orleans Parish, Louisiana",26276.0,22,071,2017
"Terrebonne Parish, Louisiana",18133.0,22,109,2017
"Catahoula Parish, Louisiana",14321.0,22,025,2017
"Calcasieu Parish, Louisiana",20197.0,22,019,2017
"Claiborne Parish, Louisiana",1941.0,22,027,2017
"Franklin Parish, Louisiana",7429.0,22,041,2017
"Avoyelles Parish, Louisiana",7889.0,22,009,2017
"Assumption Parish, Louisiana",15755.0,22,007,2017
"Jackson Parish, Louisiana",15608.0,22,049,2017
"East Baton Rouge Parish, Louisiana",23924.0,22,033,2017
"Pointe Coupee Parish, Louisiana",10351.0,22,077,2017
"Richland Parish, Louisiana",20177.0,22,083,2017
"St. Martin Parish, Louisiana",17817.0,22,099,2017
"Vernon Parish, Louisiana",17883.0,22,115,2017
"Winn Parish, Louisiana",16479.0,22,127,2017
"Sabine Parish, Louisiana",16238.0,22,085,2017
"Allen Parish, Louisiana",4411.0,22,003,2017
"Madison Parish, Louisiana",16529.0,22,065,2017
"Suffolk County, Massachusetts",19899.0,25,025,2017
"Barnstable County, Massachusetts",24241.0,25,001,2017
"Dukes County, Massachusetts",19971.0,25,007,2017
"Middlesex County, Massachusetts",24388.0,25,017,2017
"Berkshire County, Massachusetts",16118.0,25,003,2017
"Bristol County, Massachusetts",14114.0,25,005,2017
"Hampden County, Massachusetts",13981.0,25,013,2017
"Plymouth County, Massachusetts",20355.0,25,023,2017
"Essex County, Massachusetts",17609.0,25,009,2017
"Franklin County, Massachusetts",17619.0,25,011,2017
"Norfolk County, Massachusetts",33100.0,25,021,2017
"Worcester County, Massachusetts",17621.0,25,027,2017
"Hampshire County, Massachusetts",17475.0,25,015,2017
"Nantucket County, Massachusetts",23282.0,25,019,2017
"Worcester County, Maryland",23827.0,24,047,2017
"Baltimore city, Maryland",20161.0,24,510,2017
"Somerset County, Maryland",7332.0,24,039,2017
"Talbot County, Maryland",16296.0,24,041,2017
"Harford County, Maryland",26069.0,24,025,2017
"Allegany County, Maryland",11550.0,24,001,2017
"Howard County, Maryland",32233.0,24,027,2017
"Prince George's County, Maryland",18869.0,24,033,2017
"Anne Arundel County, Maryland",24998.0,24,003,2017
"Baltimore County, Maryland",21972.0,24,005,2017
"Frederick County, Maryland",24616.0,24,021,2017
"Calvert County, Maryland",28832.0,24,009,2017
"Garrett County, Maryland",12628.0,24,023,2017
"Kent County, Maryland",26607.0,24,029,2017
"Montgomery County, Maryland",25502.0,24,031,2017
"Carroll County, Maryland",23702.0,24,013,2017
"Queen Anne's County, Maryland",25061.0,24,035,2017
"St. Mary's County, Maryland",32008.0,24,037,2017
"Charles County, Maryland",34198.0,24,017,2017
"Dorchester County, Maryland",20494.0,24,019,2017
"Washington County, Maryland",17313.0,24,043,2017
"Wicomico County, Maryland",17311.0,24,045,2017
"Cecil County, Maryland",20647.0,24,015,2017
"Caroline County, Maryland",11896.0,24,011,2017
"Berrien County, Michigan",14092.0,26,021,2017
"Ogemaw County, Michigan",17922.0,26,129,2017
"Oscoda County, Michigan",11233.0,26,135,2017
"Wexford County, Michigan",14860.0,26,165,2017
"Crawford County, Michigan",8531.0,26,039,2017
"Clinton County, Michigan",25071.0,26,037,2017
"Dickinson County, Michigan",15042.0,26,043,2017
"Gratiot County, Michigan",15896.0,26,057,2017
"Huron County, Michigan",14633.0,26,063,2017
"Ingham County, Michigan",17490.0,26,065,2017
"Lenawee County, Michigan",17133.0,26,091,2017
"Mason County, Michigan",14847.0,26,105,2017
"Menominee County, Michigan",11056.0,26,109,2017
"Montcalm County, Michigan",15201.0,26,117,2017
"Missaukee County, Michigan",11553.0,26,113,2017
"St. Joseph County, Michigan",11345.0,26,149,2017
"St. Clair County, Michigan",18015.0,26,147,2017
"Van Buren County, Michigan",12686.0,26,159,2017
"Washtenaw County, Michigan",24896.0,26,161,2017
"Arenac County, Michigan",14003.0,26,011,2017
"Barry County, Michigan",16984.0,26,015,2017
"Cass County, Michigan",14141.0,26,027,2017
"Iron County, Michigan",10471.0,26,071,2017
"Benzie County, Michigan",20141.0,26,019,2017
"Roscommon County, Michigan",13490.0,26,143,2017
"Schoolcraft County, Michigan",3809.0,26,153,2017
"Wayne County, Michigan",15415.0,26,163,2017
"Branch County, Michigan",14084.0,26,023,2017
"Grand Traverse County, Michigan",17939.0,26,055,2017
"Jackson County, Michigan",16341.0,26,075,2017
"Mackinac County, Michigan",21086.0,26,097,2017
"Genesee County, Michigan",16491.0,26,049,2017
"Antrim County, Michigan",13337.0,26,009,2017
"Houghton County, Michigan",27401.0,26,061,2017
"Livingston County, Michigan",25534.0,26,093,2017
"Iosco County, Michigan",20038.0,26,069,2017
"Lake County, Michigan",11383.0,26,085,2017
"Manistee County, Michigan",11005.0,26,101,2017
"Montmorency County, Michigan",12656.0,26,119,2017
"Presque Isle County, Michigan",13608.0,26,141,2017
"Gladwin County, Michigan",17212.0,26,051,2017
"Kalamazoo County, Michigan",18566.0,26,077,2017
"Mecosta County, Michigan",11562.0,26,107,2017
"Marquette County, Michigan",8855.0,26,103,2017
"Newaygo County, Michigan",12264.0,26,123,2017
"Osceola County, Michigan",12469.0,26,133,2017
"Otsego County, Michigan",14063.0,26,137,2017
"Calhoun County, Michigan",14951.0,26,025,2017
"Cheboygan County, Michigan",10706.0,26,031,2017
"Luce County, Michigan",6056.0,26,095,2017
"Kent County, Michigan",13732.0,26,081,2017
"Macomb County, Michigan",22999.0,26,099,2017
"Saginaw County, Michigan",15704.0,26,145,2017
"Shiawassee County, Michigan",18863.0,26,155,2017
"Baraga County, Michigan",7410.0,26,013,2017
"Bay County, Michigan",16200.0,26,017,2017
"Charlevoix County, Michigan",15510.0,26,029,2017
"Eaton County, Michigan",21534.0,26,045,2017
"Delta County, Michigan",17018.0,26,041,2017
"Gogebic County, Michigan",9962.0,26,053,2017
"Emmet County, Michigan",34405.0,26,047,2017
"Chippewa County, Michigan",10437.0,26,033,2017
"Monroe County, Michigan",19692.0,26,115,2017
"Allegan County, Michigan",16268.0,26,005,2017
"Oakland County, Michigan",24705.0,26,125,2017
"Hillsdale County, Michigan",24698.0,26,059,2017
"Alger County, Michigan",13787.0,26,003,2017
"Muskegon County, Michigan",13691.0,26,121,2017
"Oceana County, Michigan",12509.0,26,127,2017
"Leelanau County, Michigan",13893.0,26,089,2017
"Lapeer County, Michigan",17315.0,26,087,2017
"Clare County, Michigan",11155.0,26,035,2017
"Sanilac County, Michigan",16410.0,26,151,2017
"Keweenaw County, Michigan",6400.0,26,083,2017
"Isabella County, Michigan",13853.0,26,073,2017
"Ontonagon County, Michigan",23366.0,26,131,2017
"Ottawa County, Michigan",16135.0,26,139,2017
"Tuscola County, Michigan",14435.0,26,157,2017
"Alcona County, Michigan",9379.0,26,001,2017
"Alpena County, Michigan",10372.0,26,007,2017
"Ionia County, Michigan",14651.0,26,067,2017
"Kalkaska County, Michigan",31958.0,26,079,2017
"Midland County, Michigan",20891.0,26,111,2017
"Wilkin County, Minnesota",9569.0,27,167,2017
"Red Lake County, Minnesota",13399.0,27,125,2017
"Aitkin County, Minnesota",15646.0,27,001,2017
"Clay County, Minnesota",13085.0,27,027,2017
"Faribault County, Minnesota",19793.0,27,043,2017
"Murray County, Minnesota",12209.0,27,101,2017
"Fillmore County, Minnesota",10981.0,27,045,2017
"Kandiyohi County, Minnesota",14200.0,27,067,2017
"Lake County, Minnesota",41027.0,27,075,2017
"Polk County, Minnesota",16421.0,27,119,2017
"Rock County, Minnesota",12760.0,27,133,2017
"Roseau County, Minnesota",17136.0,27,135,2017
"Sibley County, Minnesota",12919.0,27,143,2017
"Traverse County, Minnesota",9796.0,27,155,2017
"Watonwan County, Minnesota",15516.0,27,165,2017
"Becker County, Minnesota",12218.0,27,005,2017
"Hennepin County, Minnesota",17855.0,27,053,2017
"Big Stone County, Minnesota",20856.0,27,011,2017
"Brown County, Minnesota",10365.0,27,015,2017
"Chippewa County, Minnesota",16655.0,27,023,2017
"Cass County, Minnesota",14346.0,27,021,2017
"Clearwater County, Minnesota",12422.0,27,029,2017
"Goodhue County, Minnesota",14722.0,27,049,2017
"Hubbard County, Minnesota",21681.0,27,057,2017
"Isanti County, Minnesota",17618.0,27,059,2017
"Jackson County, Minnesota",15004.0,27,063,2017
"Martin County, Minnesota",17824.0,27,091,2017
"Mower County, Minnesota",11957.0,27,099,2017
"Nobles County, Minnesota",13675.0,27,105,2017
"Pine County, Minnesota",9711.0,27,115,2017
"Olmsted County, Minnesota",20515.0,27,109,2017
