NAME,B19013_001E,state,county,year
"Washington County, Mississippi",30834.0,28,151,2018
"Perry County, Mississippi",39007.0,28,111,2018
"Choctaw County, Mississippi",37203.0,28,019,2018
"Itawamba County, Mississippi",40510.0,28,057,2018
"Carroll County, Mississippi",43060.0,28,015,2018
"Grenada County, Mississippi",36877.0,28,043,2018
"Jefferson County, Mississippi",20188.0,28,063,2018
"Greene County, Mississippi",49447.0,28,041,2018
"Marshall County, Mississippi",41572.0,28,093,2018
"Quitman County, Mississippi",25510.0,28,119,2018
"Bolivar County, Mississippi",29912.0,28,011,2018
"Lamar County, Mississippi",58188.0,28,073,2018
"Lee County, Mississippi",47978.0,28,081,2018
"Pike County, Mississippi",30910.0,28,113,2018
"Tallahatchie County, Mississippi",30028.0,28,135,2018
"Smith County, Mississippi",41657.0,28,129,2018
"Stone County, Mississippi",44883.0,28,131,2018
"Warren County, Mississippi",43039.0,28,149,2018
"Clarke County, Mississippi",39246.0,28,023,2018
"Kemper County, Mississippi",28176.0,28,069,2018
"Montgomery County, Mississippi",33667.0,28,097,2018
"Oktibbeha County, Mississippi",38800.0,28,105,2018
"Pearl River County, Mississippi",45820.0,28,109,2018
"Leake County, Mississippi",33482.0,28,079,2018
"Noxubee County, Mississippi",36000.0,28,103,2018
"Neshoba County, Mississippi",36875.0,28,099,2018
"Rankin County, Mississippi",64557.0,28,121,2018
"Tate County, Mississippi",51056.0,28,137,2018
"Lawrence County, Mississippi",42290.0,28,077,2018
"Panola County, Mississippi",36563.0,28,107,2018
"Yalobusha County, Mississippi",41864.0,28,161,2018
"Chickasaw County, Mississippi",35939.0,28,017,2018
"Copiah County, Mississippi",40361.0,28,029,2018
"George County, Mississippi",48319.0,28,039,2018
"Hinds County, Mississippi",43005.0,28,049,2018
"Newton County, Mississippi",33831.0,28,101,2018
"Union County, Mississippi",41287.0,28,145,2018
"Sharkey County, Mississippi",28799.0,28,125,2018
"Tippah County, Mississippi",39839.0,28,139,2018
"Forrest County, Mississippi",40675.0,28,035,2018
"Hancock County, Mississippi",47543.0,28,045,2018
"Lafayette County, Mississippi",47132.0,28,071,2018
"Issaquena County, Mississippi",25776.0,28,055,2018
"Lowndes County, Mississippi",45355.0,28,087,2018
"Leflore County, Mississippi",26052.0,28,083,2018
"Wilkinson County, Mississippi",26599.0,28,157,2018
"Harrison County, Mississippi",45566.0,28,047,2018
"Jefferson Davis County, Mississippi",30083.0,28,065,2018
"Lincoln County, Mississippi",40355.0,28,085,2018
"Scott County, Mississippi",33735.0,28,123,2018
"Winston County, Mississippi",36214.0,28,159,2018
"Yazoo County, Mississippi",31402.0,28,163,2018
"Benton County, Mississippi",35974.0,28,009,2018
"Franklin County, Mississippi",40810.0,28,037,2018
"Jasper County, Mississippi",35931.0,28,061,2018
"Jones County, Mississippi",41263.0,28,067,2018
"Monroe County, Mississippi",40940.0,28,095,2018
"Sunflower County, Mississippi",30029.0,28,133,2018
"Webster County, Mississippi",40683.0,28,155,2018
"Adams County, Mississippi",29203.0,28,001,2018
"Clay County, Mississippi",35121.0,28,025,2018
"Covington County, Mississippi",35931.0,28,031,2018
"Humphreys County, Mississippi",28507.0,28,053,2018
"Saline County, Missouri",43201.0,29,195,2018
"Madison County, Missouri",41322.0,29,123,2018
"Wright County, Missouri",32752.0,29,229,2018
"Vernon County, Missouri",43379.0,29,217,2018
"Nodaway County, Missouri",43349.0,29,147,2018
"Chariton County, Missouri",46992.0,29,041,2018
"Grundy County, Missouri",42574.0,29,079,2018
"Morgan County, Missouri",37727.0,29,141,2018
"Wayne County, Missouri",34391.0,29,223,2018
"Bollinger County, Missouri",42985.0,29,017,2018
"Cape Girardeau County, Missouri",51730.0,29,031,2018
"Shelby County, Missouri",44051.0,29,205,2018
