index,state,county,year,population,White,Black,American_Indian,Asian,Native_Hawaian,Other,White-Black,White-AI,White-Asian,Black-AI,All-other-two,Three,Four,Median_Income,Whole Foods Market Count,Wendy's Count,Trader Joe's Count,C-Town Count,ALDI Count,Burger King Count
3619,Florida,Franklin County,2011,"11,472",9455.0,1799.0,8.0,162.0,3.0,36.0,20.0,22.0,17.0,0.0,9.0,0.0,0.0,37017.0,,,,,,
3620,Florida,Gadsden County,2011,"47,373",16981.0,25654.0,115.0,202.0,0.0,2461.0,233.0,97.0,69.0,3.0,247.0,143.0,0.0,33453.0,,,,,,
3621,Florida,Gilchrist County,2011,"16,994",15462.0,801.0,54.0,71.0,0.0,107.0,101.0,119.0,25.0,15.0,23.0,65.0,0.0,38467.0,,,,,,
3622,Florida,Glades County,2011,"12,837",9925.0,1520.0,380.0,398.0,0.0,451.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,39611.0,,,,,,
3623,Florida,Gulf County,2011,"15,764",13412.0,1861.0,228.0,39.0,0.0,176.0,23.0,88.0,0.0,13.0,2.0,36.0,0.0,41291.0,,,,,,
3624,Florida,Hamilton County,2011,"14,595",8922.0,5224.0,57.0,40.0,5.0,299.0,39.0,44.0,0.0,17.0,95.0,0.0,0.0,36683.0,,,,,,
3625,Florida,Hardee County,2011,"27,684",22793.0,2030.0,226.0,664.0,0.0,1682.0,40.0,22.0,6.0,0.0,209.0,18.0,0.0,38046.0,,,,,,
3626,Florida,Hendry County,2011,"38,972",25715.0,5249.0,492.0,273.0,0.0,6723.0,133.0,226.0,30.0,0.0,237.0,6.0,0.0,37989.0,,,,,,
3627,Florida,Hernando County,2011,"172,847",155671.0,8886.0,358.0,1918.0,46.0,2867.0,457.0,869.0,409.0,49.0,418.0,113.0,18.0,42700.0,,,,,,
3628,Florida,Highlands County,2011,"98,477",83786.0,9395.0,755.0,1265.0,78.0,2309.0,352.0,419.0,216.0,12.0,328.0,70.0,0.0,34913.0,,,,,,
3629,Florida,Hillsborough County,2011,"1,255,503",897612.0,202259.0,6745.0,41316.0,974.0,39171.0,9808.0,5397.0,5956.0,662.0,7969.0,1444.0,18.0,50195.0,,,,,,
3630,Florida,Holmes County,2011,"19,838",18151.0,962.0,174.0,191.0,50.0,64.0,116.0,189.0,20.0,86.0,0.0,0.0,0.0,33510.0,,,,,,
3631,Florida,Indian River County,2011,"139,103",119897.0,12116.0,209.0,1561.0,10.0,1376.0,711.0,474.0,429.0,11.0,176.0,34.0,0.0,46363.0,,,,,,
3632,Florida,Jackson County,2011,"49,197",34460.0,12969.0,200.0,218.0,13.0,494.0,262.0,384.0,65.0,244.0,216.0,12.0,0.0,39869.0,,,,,,
3633,Florida,Jefferson County,2011,"14,529",8901.0,5413.0,22.0,11.0,12.0,135.0,42.0,29.0,0.0,0.0,35.0,22.0,0.0,42096.0,,,,,,
3634,Florida,Lafayette County,2011,"8,798",7188.0,1031.0,6.0,57.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49713.0,,,,,,
3635,Florida,Lake County,2011,"300,505",246644.0,27989.0,1072.0,5549.0,216.0,8477.0,1636.0,1091.0,574.0,119.0,1879.0,330.0,18.0,47509.0,,,,,,
3636,Florida,Lee County,2011,"631,053",518332.0,49430.0,2572.0,9086.0,92.0,26558.0,3133.0,1719.0,1234.0,226.0,2894.0,585.0,94.0,49444.0,,,,,,
3637,Florida,Leon County,2011,"278,371",172867.0,82093.0,1002.0,8180.0,151.0,3314.0,2219.0,611.0,972.0,359.0,1282.0,177.0,125.0,45827.0,,,,,,
3638,Florida,Levy County,2011,"40,151",34929.0,3780.0,88.0,240.0,3.0,415.0,368.0,323.0,51.0,0.0,354.0,5.0,0.0,35920.0,,,,,,
3639,Florida,Liberty County,2011,"8,264",6950.0,1004.0,98.0,11.0,0.0,63.0,108.0,10.0,5.0,27.0,0.0,15.0,0.0,40893.0,,,,,,
3640,Florida,Madison County,2011,"19,130",10794.0,7465.0,82.0,46.0,119.0,522.0,127.0,77.0,0.0,0.0,25.0,0.0,12.0,36557.0,,,,,,
3641,Florida,Manatee County,2011,"327,549",267864.0,27729.0,756.0,5578.0,225.0,14417.0,1752.0,932.0,557.0,57.0,1145.0,272.0,12.0,48181.0,,,,,,
3642,Florida,Marion County,2011,"332,286",269677.0,40351.0,1195.0,4334.0,201.0,8899.0,1463.0,1339.0,744.0,92.0,1416.0,389.0,0.0,40103.0,,,,,,
3643,Florida,Martin County,2011,"147,871",128414.0,7928.0,575.0,1238.0,36.0,5360.0,314.0,354.0,617.0,56.0,535.0,53.0,0.0,53612.0,,,,,,
3644,Florida,Miami-Dade County,2011,"2,544,531",1835134.0,474119.0,3902.0,38951.0,648.0,87982.0,8231.0,2137.0,3758.0,925.0,16852.0,1880.0,157.0,43957.0,,,,,,
3645,Florida,Monroe County,2011,"73,967",65987.0,4796.0,112.0,753.0,18.0,769.0,55.0,147.0,252.0,0.0,137.0,42.0,0.0,53889.0,,,,,,
3646,Florida,Nassau County,2011,"74,148",65018.0,5023.0,161.0,675.0,19.0,643.0,201.0,411.0,112.0,0.0,97.0,19.0,0.0,58933.0,,,,,,
3647,Florida,Okaloosa County,2011,"183,102",149037.0,16340.0,1087.0,5695.0,89.0,2383.0,1897.0,1062.0,1743.0,270.0,1663.0,707.0,0.0,54140.0,,,,,,
3648,Florida,Okeechobee County,2011,"39,869",33893.0,3289.0,308.0,343.0,0.0,1543.0,208.0,221.0,35.0,0.0,110.0,28.0,0.0,36929.0,,,,,,
3649,Florida,Orange County,2011,"1,170,579",736222.0,230469.0,3904.0,55286.0,1451.0,76909.0,7765.0,2854.0,4511.0,1056.0,10813.0,1813.0,34.0,49731.0,,,,,,
3650,Florida,Osceola County,2011,"278,636",199830.0,29340.0,490.0,7191.0,46.0,18359.0,3998.0,1007.0,1033.0,177.0,3554.0,290.0,13.0,46479.0,,,,,,
3651,Florida,Palm Beach County,2011,"1,336,760",988739.0,222997.0,2767.0,30475.0,632.0,43605.0,6003.0,2942.0,3519.0,663.0,5655.0,1323.0,81.0,52951.0,5.0,33.0,5.0,,10.0,33.0
3652,Florida,Pasco County,2011,"466,464",415565.0,20153.0,1105.0,9991.0,279.0,6321.0,2352.0,2387.0,1120.0,137.0,2046.0,414.0,28.0,44103.0,,,,,,
3653,Florida,Pinellas County,2011,"918,455",766745.0,93459.0,2102.0,27784.0,877.0,9602.0,5171.0,3457.0,2855.0,519.0,3152.0,1021.0,62.0,45891.0,,,,,,
3654,Florida,Polk County,2011,"609,948",466784.0,86734.0,1987.0,9585.0,315.0,21566.0,4363.0,2030.0,1358.0,317.0,2693.0,635.0,9.0,44398.0,,,,,,
3655,Florida,Putnam County,2011,"73,652",58364.0,12062.0,318.0,522.0,16.0,2060.0,624.0,462.0,36.0,34.0,64.0,33.0,0.0,34174.0,,,,,,
3656,Florida,St. Johns County,2011,"196,106",166053.0,9956.0,363.0,3607.0,156.0,1602.0,1494.0,897.0,973.0,0.0,575.0,401.0,0.0,64153.0,,,,,,
3657,Florida,St. Lucie County,2011,"280,416",201301.0,51072.0,1478.0,4393.0,33.0,8706.0,3255.0,785.0,781.0,78.0,2390.0,421.0,0.0,44947.0,,,,,,
3658,Florida,Santa Rosa County,2011,"155,738",132028.0,7443.0,1222.0,3011.0,168.0,1258.0,1466.0,1168.0,1080.0,20.0,1000.0,209.0,0.0,55913.0,,,,,,
3659,Florida,Sarasota County,2011,"382,226",345034.0,17283.0,677.0,5011.0,107.0,4872.0,1951.0,1319.0,815.0,232.0,933.0,158.0,12.0,49212.0,,,,,,
3660,Florida,Seminole County,2011,"426,334",337053.0,44698.0,919.0,16005.0,275.0,9648.0,3381.0,1641.0,1859.0,164.0,3035.0,938.0,25.0,58908.0,,,,,,
3661,Florida,Sumter County,2011,"97,975",78387.0,9230.0,255.0,530.0,38.0,939.0,65.0,359.0,117.0,17.0,219.0,95.0,0.0,44817.0,,,,,,
3662,Florida,Suwannee County,2011,"43,368",34594.0,4451.0,47.0,161.0,0.0,663.0,444.0,346.0,151.0,29.0,122.0,163.0,0.0,37775.0,,,,,,
3663,Florida,Taylor County,2011,"22,662",17039.0,4636.0,126.0,165.0,31.0,34.0,71.0,220.0,29.0,0.0,0.0,31.0,0.0,38005.0,,,,,,
3664,Florida,Union County,2011,"15,302",11496.0,3058.0,74.0,339.0,0.0,206.0,192.0,29.0,0.0,34.0,56.0,0.0,0.0,45645.0,,,,,,
3665,Florida,Volusia County,2011,"494,464",408660.0,50820.0,1679.0,8106.0,198.0,18108.0,2215.0,2335.0,1121.0,290.0,2214.0,298.0,45.0,44169.0,,,,,,
3666,Florida,Wakulla County,2011,"30,973",24979.0,4128.0,231.0,154.0,0.0,70.0,223.0,125.0,60.0,0.0,24.0,19.0,0.0,54151.0,,,,,,
3667,Florida,Walton County,2011,"55,602",47448.0,2976.0,528.0,444.0,133.0,1507.0,385.0,502.0,133.0,43.0,101.0,109.0,0.0,46926.0,,,,,,
3668,Florida,Washington County,2011,"24,510",19635.0,3520.0,224.0,91.0,0.0,213.0,192.0,310.0,94.0,75.0,173.0,16.0,0.0,37036.0,,,,,,
5132,New York,New York,2011,"19,499,241",,,,,,,,,,,,,,,,,,,,
5133,New York,Albany County,2011,"304,596",238525.0,37250.0,672.0,14294.0,38.0,5756.0,2876.0,735.0,1167.0,524.0,1544.0,512.0,64.0,57715.0,,,,,,
5134,New York,Allegany County,2011,"48,800",47157.0,568.0,149.0,525.0,7.0,170.0,71.0,125.0,10.0,2.0,150.0,57.0,0.0,41900.0,,,,,,
5135,New York,Bronx County,2011,"1,397,335",309325.0,477156.0,7119.0,48745.0,368.0,486173.0,8458.0,1894.0,2035.0,1625.0,29165.0,2311.0,219.0,34744.0,,8.0,,22.0,3.0,18.0
5136,New York,Broome County,2011,"199,363",177988.0,8964.0,606.0,6776.0,18.0,1568.0,2092.0,559.0,1116.0,75.0,507.0,157.0,22.0,45619.0,,,,,,
5137,New York,Cattaraugus County,2011,"79,815",75049.0,1101.0,2252.0,563.0,21.0,246.0,394.0,574.0,103.0,37.0,125.0,13.0,0.0,42754.0,,,,,,
5138,New York,Cayuga County,2011,"79,693",74308.0,3449.0,253.0,419.0,2.0,483.0,615.0,363.0,110.0,1.0,155.0,46.0,0.0,50140.0,,,,,,
5139,New York,Chautauqua County,2011,"134,209",126103.0,2963.0,659.0,865.0,27.0,1644.0,1513.0,583.0,68.0,102.0,382.0,104.0,5.0,41432.0,,,,,,
5140,New York,Chemung County,2011,"88,899",79611.0,5409.0,208.0,906.0,0.0,247.0,1394.0,358.0,375.0,24.0,122.0,50.0,27.0,46589.0,,,,,,
5141,New York,Chenango County,2011,"50,182",49119.0,281.0,46.0,147.0,7.0,237.0,214.0,164.0,129.0,20.0,140.0,284.0,0.0,44662.0,,,,,,
5142,New York,Clinton County,2011,"81,728",75910.0,3308.0,251.0,808.0,81.0,760.0,282.0,312.0,274.0,6.0,224.0,49.0,0.0,49260.0,,,,,,
5143,New York,Columbia County,2011,"62,528",57445.0,2955.0,148.0,957.0,0.0,419.0,335.0,284.0,179.0,55.0,184.0,94.0,0.0,56185.0,,,,,,
5144,New York,Cortland County,2011,"49,380",47005.0,713.0,159.0,453.0,30.0,338.0,316.0,228.0,78.0,14.0,85.0,22.0,0.0,45956.0,,,,,,
5145,New York,Delaware County,2011,"47,584",45883.0,720.0,91.0,373.0,2.0,444.0,186.0,223.0,78.0,2.0,53.0,24.0,0.0,43554.0,,,,,,
5146,New York,Dutchess County,2011,"298,133",236257.0,28822.0,540.0,10919.0,40.0,13477.0,2501.0,1011.0,889.0,604.0,1269.0,506.0,7.0,71125.0,,,,,,
5147,New York,Erie County,2011,"919,843",738529.0,121988.0,4830.0,23915.0,156.0,13817.0,6117.0,3113.0,2143.0,1241.0,2747.0,949.0,169.0,48805.0,,,,,,
5148,New York,Essex County,2011,"39,271",35629.0,1349.0,82.0,253.0,92.0,616.0,151.0,1001.0,45.0,28.0,59.0,48.0,4.0,46629.0,,,,,,
5149,New York,Franklin County,2011,"51,545",43345.0,3312.0,2792.0,716.0,24.0,697.0,164.0,115.0,172.0,87.0,274.0,13.0,0.0,43673.0,,,,,,
5150,New York,Fulton County,2011,"55,112",53097.0,1031.0,117.0,349.0,0.0,217.0,323.0,183.0,87.0,3.0,49.0,0.0,0.0,45289.0,,,,,,
5151,New York,Genesee County,2011,"59,880",55926.0,1529.0,516.0,297.0,7.0,576.0,570.0,312.0,179.0,0.0,54.0,0.0,0.0,50861.0,,,,,,
5152,New York,Greene County,2011,"48,857",44823.0,2851.0,80.0,386.0,0.0,305.0,355.0,153.0,111.0,57.0,143.0,34.0,0.0,47033.0,,,,,,
5153,New York,Hamilton County,2011,"4,826",4729.0,36.0,0.0,26.0,0.0,4.0,27.0,18.0,5.0,13.0,5.0,7.0,0.0,51142.0,,,,,,
5154,New York,Herkimer County,2011,"64,386",62216.0,637.0,183.0,334.0,0.0,367.0,259.0,158.0,93.0,26.0,64.0,17.0,0.0,42680.0,,,,,,
5155,New York,Jefferson County,2011,"117,752",101624.0,5568.0,477.0,1662.0,313.0,2367.0,1366.0,665.0,391.0,105.0,1145.0,252.0,6.0,45559.0,,,,,,
5156,New York,Kings County,2011,"2,540,817",1095610.0,851970.0,7926.0,258100.0,1518.0,228052.0,9035.0,2920.0,9095.0,2423.0,16632.0,2772.0,66.0,44593.0,5.0,9.0,2.0,28.0,2.0,34.0
5157,New York,Lewis County,2011,"27,027",26364.0,223.0,82.0,48.0,0.0,127.0,99.0,72.0,0.0,0.0,22.0,0.0,0.0,44281.0,,,,,,
5158,New York,Livingston County,2011,"64,849",61520.0,1609.0,137.0,751.0,19.0,349.0,408.0,290.0,205.0,5.0,65.0,29.0,0.0,53231.0,,,,,,
5159,New York,Madison County,2011,"72,887",69508.0,1220.0,447.0,584.0,3.0,339.0,446.0,329.0,169.0,20.0,68.0,9.0,14.0,53473.0,,,,,,
5160,New York,Monroe County,2011,"746,751",571613.0,111348.0,1851.0,24121.0,363.0,17929.0,6665.0,1850.0,2204.0,829.0,3114.0,881.0,15.0,52260.0,,,,,,
5161,New York,Montgomery County,2011,"49,911",45817.0,796.0,125.0,324.0,17.0,1857.0,228.0,168.0,122.0,70.0,364.0,97.0,0.0,43254.0,,,,,,
5162,New York,Nassau County,2011,"1,346,223",978413.0,146147.0,2133.0,101515.0,59.0,78866.0,5326.0,2919.0,4587.0,1096.0,10096.0,1719.0,71.0,95823.0,2.0,23.0,5.0,5.0,1.0,26.0
5163,New York,New York County,2011,"1,608,293",896499.0,246752.0,5421.0,176594.0,449.0,203656.0,18761.0,3070.0,12982.0,2084.0,17285.0,4336.0,368.0,67204.0,12.0,8.0,9.0,10.0,1.0,13.0
5164,New York,Niagara County,2011,"215,719",192309.0,15407.0,1912.0,2022.0,20.0,758.0,1408.0,1132.0,368.0,104.0,470.0,126.0,0.0,46599.0,,,,,,
5165,New York,Oneida County,2011,"234,218",204801.0,13428.0,499.0,6435.0,104.0,3699.0,2597.0,770.0,399.0,296.0,1177.0,230.0,114.0,48382.0,,,,,,
5166,New York,Onondaga County,2011,"467,614",381382.0,49207.0,3395.0,14533.0,222.0,4481.0,5398.0,2273.0,1404.0,572.0,1456.0,558.0,40.0,52636.0,,,,,,
5167,New York,Ontario County,2011,"108,599",100407.0,2502.0,166.0,1134.0,0.0,900.0,818.0,460.0,229.0,33.0,390.0,31.0,0.0,57069.0,,,,,,
5168,New York,Orange County,2011,"374,097",287057.0,36891.0,1034.0,9047.0,17.0,27470.0,3115.0,1158.0,1381.0,310.0,3501.0,704.0,148.0,70294.0,,,,,,
5169,New York,Orleans County,2011,"42,648",38550.0,2530.0,255.0,170.0,0.0,677.0,346.0,120.0,61.0,71.0,128.0,103.0,0.0,47788.0,,,,,,
5170,New York,Oswego County,2011,"121,981",117922.0,1142.0,331.0,780.0,14.0,484.0,321.0,734.0,171.0,0.0,231.0,76.0,0.0,47036.0,,,,,,
5171,New York,Otsego County,2011,"61,971",59141.0,1189.0,46.0,669.0,0.0,389.0,301.0,380.0,90.0,49.0,67.0,59.0,0.0,45334.0,,,,,,
5172,New York,Putnam County,2011,"99,827",89343.0,1973.0,23.0,1874.0,0.0,4064.0,539.0,349.0,360.0,54.0,864.0,161.0,58.0,92711.0,,1.0,,,,2.0
5173,New York,Queens County,2011,"2,255,482",942426.0,422878.0,8629.0,512538.0,1574.0,264187.0,9606.0,3895.0,9866.0,2998.0,30748.0,4327.0,305.0,56406.0,,14.0,1.0,24.0,1.0,29.0
5174,New York,Rensselaer County,2011,"159,589",140430.0,9244.0,205.0,3350.0,44.0,1584.0,2024.0,715.0,655.0,92.0,376.0,334.0,0.0,56271.0,,,,,,
5175,New York,Richmond County,2011,"471,021",354417.0,47609.0,916.0,36237.0,0.0,18765.0,2711.0,869.0,1106.0,256.0,2679.0,404.0,65.0,72752.0,,6.0,1.0,1.0,,10.0
5176,New York,Rockland County,2011,"315,452",227034.0,37553.0,776.0,20081.0,325.0,18801.0,1129.0,327.0,444.0,49.0,1920.0,243.0,0.0,84661.0,,5.0,,,2.0,4.0
5177,New York,St. Lawrence County,2011,"112,277",104798.0,2922.0,504.0,1076.0,74.0,827.0,505.0,372.0,212.0,72.0,355.0,90.0,2.0,43390.0,,,,,,
5178,New York,Saratoga County,2011,"221,111",206827.0,3187.0,343.0,3387.0,47.0,735.0,1058.0,653.0,1060.0,120.0,709.0,369.0,25.0,67186.0,,,,,,
5179,New York,Schenectady County,2011,"154,864",124454.0,14724.0,699.0,5636.0,161.0,4433.0,1410.0,331.0,793.0,209.0,784.0,301.0,0.0,55587.0,,,,,,
5180,New York,Schoharie County,2011,"32,618",31446.0,460.0,127.0,246.0,0.0,259.0,60.0,110.0,5.0,3.0,46.0,4.0,0.0,50795.0,,,,,,
5181,New York,Schuyler County,2011,"18,413",17914.0,234.0,31.0,28.0,0.0,64.0,19.0,174.0,6.0,2.0,12.0,6.0,0.0,47804.0,,,,,,
5182,New York,Seneca County,2011,"35,380",32755.0,1560.0,140.0,167.0,1.0,94.0,250.0,113.0,96.0,0.0,110.0,20.0,0.0,47266.0,,,,,,
5183,New York,Steuben County,2011,"99,148",94226.0,1746.0,265.0,1279.0,0.0,534.0,247.0,314.0,61.0,21.0,125.0,19.0,0.0,44967.0,,,,,,
5184,New York,Suffolk County,2011,"1,498,892",1226241.0,109654.0,3650.0,51104.0,130.0,70855.0,5528.0,3173.0,4496.0,1824.0,9000.0,1440.0,82.0,87187.0,4.0,29.0,4.0,4.0,7.0,30.0
5185,New York,Sullivan County,2011,"77,053",63545.0,6604.0,307.0,1243.0,0.0,3416.0,847.0,387.0,44.0,182.0,703.0,269.0,6.0,48303.0,,,,,,
5186,New York,Tioga County,2011,"50,875",49717.0,343.0,103.0,232.0,4.0,142.0,218.0,221.0,219.0,28.0,47.0,13.0,0.0,53789.0,,,,,,
5187,New York,Tompkins County,2011,"101,821",83617.0,4089.0,333.0,9285.0,55.0,1116.0,678.0,413.0,741.0,183.0,432.0,69.0,22.0,49789.0,,,,,,
5188,New York,Ulster County,2011,"182,448",160525.0,10520.0,447.0,3184.0,15.0,3170.0,1899.0,836.0,488.0,296.0,918.0,358.0,54.0,58808.0,,,,,,
5189,New York,Warren County,2011,"65,736",63679.0,621.0,259.0,498.0,35.0,238.0,146.0,135.0,55.0,16.0,79.0,6.0,0.0,53877.0,,,,,,
5190,New York,Washington County,2011,"63,091",59672.0,1993.0,93.0,293.0,49.0,431.0,248.0,271.0,38.0,23.0,29.0,34.0,0.0,50117.0,,,,,,
5191,New York,Wayne County,2011,"93,256",87662.0,3484.0,294.0,499.0,0.0,615.0,339.0,281.0,166.0,6.0,224.0,58.0,0.0,54380.0,,,,,,
5192,New York,Westchester County,2011,"956,262",638238.0,135392.0,1420.0,51108.0,146.0,92839.0,7672.0,1288.0,4957.0,732.0,8684.0,1658.0,115.0,80725.0,5.0,5.0,3.0,5.0,,12.0
5193,New York,Wyoming County,2011,"41,849",38662.0,2377.0,141.0,174.0,5.0,444.0,112.0,134.0,50.0,22.0,71.0,31.0,0.0,51312.0,,,,,,
5194,New York,Yates County,2011,"25,454",24661.0,252.0,71.0,113.0,3.0,43.0,77.0,68.0,9.0,0.0,34.0,11.0,0.0,48125.0,,,,,,
6873,Florida,Florida,2012,"19,297,822",,,,,,,,,,,,,,,,,,,,
6874,Florida,Alachua County,2012,"251,520",174623.0,49795.0,570.0,13354.0,180.0,2756.0,2237.0,887.0,1341.0,317.0,1251.0,647.0,15.0,42818.0,,,,,,
6875,Florida,Baker County,2012,"27,053",22683.0,3786.0,24.0,142.0,0.0,76.0,138.0,70.0,20.0,13.0,58.0,0.0,0.0,47149.0,,,,,,
6876,Florida,Bay County,2012,"171,757",139352.0,17810.0,870.0,3357.0,130.0,598.0,1995.0,1644.0,1386.0,279.0,1138.0,386.0,12.0,47364.0,,,,,,
6877,Florida,Bradford County,2012,"27,051",21868.0,5856.0,84.0,90.0,0.0,16.0,220.0,107.0,0.0,14.0,110.0,39.0,0.0,39082.0,,,,,,
6878,Florida,Brevard County,2012,"546,966",455284.0,54218.0,1477.0,11054.0,426.0,7423.0,4751.0,2688.0,3170.0,219.0,2572.0,675.0,62.0,49099.0,,,,,,
6879,Florida,Broward County,2012,"1,814,253",1123976.0,470059.0,3853.0,58197.0,1233.0,60242.0,13785.0,3427.0,6420.0,1047.0,16639.0,2909.0,206.0,51603.0,8.0,53.0,4.0,,15.0,49.0
6880,Florida,Calhoun County,2012,"14,665",11805.0,2239.0,203.0,27.0,0.0,183.0,38.0,67.0,14.0,39.0,24.0,0.0,0.0,32480.0,,,,,,
6881,Florida,Charlotte County,2012,"162,744",145582.0,8984.0,335.0,1921.0,14.0,977.0,981.0,691.0,566.0,0.0,207.0,122.0,0.0,44596.0,,,,,,
6882,Florida,Citrus County,2012,"139,180",131442.0,4113.0,442.0,2039.0,18.0,832.0,475.0,732.0,266.0,18.0,428.0,0.0,0.0,39034.0,,,,,,
6883,Florida,Clay County,2012,"193,861",158179.0,19132.0,689.0,5603.0,43.0,1833.0,986.0,1366.0,1349.0,85.0,1201.0,425.0,0.0,59649.0,,,,,,
6884,Florida,Collier County,2012,"332,233",282480.0,21477.0,730.0,3813.0,60.0,10670.0,1424.0,933.0,440.0,52.0,1372.0,97.0,0.0,56104.0,,,,,,
6885,Florida,Columbia County,2012,"67,884",52458.0,11882.0,309.0,394.0,0.0,795.0,595.0,468.0,192.0,39.0,386.0,12.0,16.0,37534.0,,,,,,
6886,Florida,DeSoto County,2012,"35,005",27958.0,4509.0,39.0,180.0,18.0,1452.0,67.0,101.0,38.0,20.0,216.0,12.0,18.0,35683.0,,,,,,
6887,Florida,Dixie County,2012,"16,153",14248.0,1532.0,39.0,46.0,0.0,24.0,108.0,135.0,72.0,0.0,91.0,6.0,0.0,35476.0,,,,,,
6888,Florida,Duval County,2012,"880,108",535374.0,254680.0,2616.0,36377.0,670.0,12109.0,8336.0,3249.0,5776.0,800.0,4915.0,1407.0,122.0,48906.0,,,,,,
6889,Florida,Escambia County,2012,"303,423",207451.0,66734.0,1729.0,8539.0,549.0,2446.0,3594.0,2948.0,2126.0,695.0,1650.0,356.0,47.0,43806.0,,,,,,
6890,Florida,Flagler County,2012,"98,434",77586.0,11032.0,195.0,2003.0,101.0,2881.0,684.0,337.0,367.0,76.0,634.0,91.0,0.0,48134.0,,,,,,
6891,Florida,Franklin County,2012,"11,612",9528.0,1724.0,16.0,151.0,2.0,59.0,15.0,0.0,46.0,0.0,4.0,0.0,0.0,37428.0,,,,,,
6892,Florida,Gadsden County,2012,"46,574",17330.0,26009.0,135.0,208.0,0.0,2356.0,231.0,87.0,77.0,3.0,256.0,131.0,0.0,35593.0,,,,,,
6893,Florida,Gilchrist County,2012,"16,897",15511.0,935.0,38.0,88.0,0.0,72.0,53.0,131.0,7.0,26.0,19.0,0.0,0.0,36521.0,,,,,,
6894,Florida,Glades County,2012,"12,669",10183.0,1511.0,502.0,244.0,0.0,497.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,35219.0,,,,,,
6895,Florida,Gulf County,2012,"15,770",12293.0,2928.0,91.0,140.0,0.0,134.0,93.0,61.0,0.0,13.0,21.0,22.0,0.0,39535.0,,,,,,
6896,Florida,Hamilton County,2012,"14,721",8993.0,5112.0,39.0,58.0,0.0,252.0,91.0,24.0,44.0,10.0,105.0,0.0,0.0,36875.0,,,,,,
6897,Florida,Hardee County,2012,"27,439",22546.0,2239.0,232.0,294.0,3.0,1714.0,37.0,29.0,7.0,8.0,234.0,4.0,0.0,36115.0,,,,,,
6898,Florida,Hendry County,2012,"37,870",25727.0,5188.0,666.0,280.0,0.0,6377.0,127.0,86.0,22.0,0.0,173.0,23.0,0.0,35736.0,,,,,,
6899,Florida,Hernando County,2012,"172,718",155885.0,9205.0,552.0,1935.0,67.0,2507.0,553.0,805.0,509.0,49.0,427.0,269.0,21.0,41098.0,,,,,,
6900,Florida,Highlands County,2012,"98,222",83820.0,9190.0,542.0,1270.0,77.0,2181.0,371.0,506.0,247.0,15.0,406.0,109.0,0.0,35350.0,,,,,,
6901,Florida,Hillsborough County,2012,"1,279,639",908147.0,207092.0,6692.0,42249.0,995.0,38330.0,10497.0,5497.0,6636.0,847.0,9573.0,1754.0,56.0,49450.0,,,,,,
6902,Florida,Holmes County,2012,"19,697",18111.0,1077.0,175.0,105.0,78.0,25.0,91.0,182.0,18.0,109.0,0.0,0.0,0.0,34928.0,,,,,,
6903,Florida,Indian River County,2012,"140,473",120601.0,12313.0,185.0,1639.0,8.0,1457.0,851.0,505.0,421.0,5.0,149.0,69.0,0.0,45274.0,,,,,,
6904,Florida,Jackson County,2012,"49,109",34192.0,12988.0,206.0,238.0,15.0,627.0,353.0,372.0,69.0,260.0,258.0,11.0,0.0,38917.0,,,,,,
6905,Florida,Jefferson County,2012,"14,219",8769.0,5376.0,30.0,12.0,10.0,191.0,36.0,58.0,0.0,10.0,42.0,30.0,0.0,41163.0,,,,,,
6906,Florida,Lafayette County,2012,"8,791",6994.0,1334.0,0.0,33.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44180.0,,,,,,
6907,Florida,Lake County,2012,"303,725",249767.0,28631.0,986.0,5226.0,219.0,6673.0,1640.0,1260.0,786.0,119.0,2301.0,315.0,72.0,45663.0,,,,,,
6908,Florida,Lee County,2012,"644,197",526198.0,50514.0,2496.0,9476.0,103.0,24665.0,3545.0,1841.0,1397.0,189.0,3157.0,501.0,73.0,48453.0,,,,,,
6909,Florida,Leon County,2012,"283,620",174433.0,83628.0,1070.0,8399.0,112.0,3017.0,2418.0,686.0,979.0,258.0,1176.0,184.0,146.0,45915.0,,,,,,
6910,Florida,Levy County,2012,"39,823",35253.0,3791.0,79.0,203.0,4.0,263.0,264.0,340.0,103.0,0.0,233.0,8.0,0.0,35093.0,,,,,,
6911,Florida,Liberty County,2012,"8,301",6300.0,1316.0,115.0,66.0,0.0,221.0,242.0,7.0,9.0,15.0,0.0,9.0,0.0,39225.0,,,,,,
6912,Florida,Madison County,2012,"18,972",10866.0,7463.0,70.0,42.0,94.0,369.0,138.0,69.0,0.0,24.0,33.0,0.0,19.0,34361.0,,,,,,
6913,Florida,Manatee County,2012,"333,844",271678.0,28052.0,780.0,5591.0,159.0,13113.0,2107.0,1020.0,559.0,72.0,1316.0,381.0,6.0,47910.0,,,,,,
6914,Florida,Marion County,2012,"333,873",270917.0,41173.0,1261.0,4544.0,129.0,8629.0,1490.0,1239.0,682.0,62.0,1493.0,339.0,29.0,39770.0,,,,,,
6915,Florida,Martin County,2012,"148,981",128266.0,8288.0,895.0,1374.0,33.0,5600.0,443.0,351.0,534.0,162.0,465.0,86.0,0.0,50573.0,,,,,,
