NAME,B19301D_001E,state,county,year
"El Paso County, Colorado",33275.0,08,041,2019
"Arapahoe County, Colorado",34358.0,08,005,2019
"New Castle County, Delaware",46370.0,10,003,2019
"Kent County, Delaware",36373.0,10,001,2019
"Litchfield County, Connecticut",37716.0,09,005,2019
"Palm Beach County, Florida",38625.0,12,099,2019
"Miami-Dade County, Florida",37042.0,12,086,2019
"Franklin County, Florida",33415.0,12,037,2019
"Hamilton County, Florida",,12,047,2019
"Sumter County, Florida",31102.0,12,119,2019
"Holmes County, Florida",15845.0,12,059,2019
"Lee County, Florida",35521.0,12,071,2019
"Collier County, Florida",45256.0,12,021,2019
"Pasco County, Florida",37015.0,12,101,2019
"Highlands County, Florida",38429.0,12,055,2019
"DeSoto County, Florida",6411.0,12,027,2019
"Columbia County, Florida",26011.0,12,023,2019
"Putnam County, Florida",20241.0,12,107,2019
"Union County, Florida",44084.0,12,125,2019
"Levy County, Florida",16275.0,12,075,2019
"Volusia County, Florida",29180.0,12,127,2019
"Madison County, Florida",8459.0,12,079,2019
"Escambia County, Florida",23977.0,12,033,2019
"Okaloosa County, Florida",27617.0,12,091,2019
"Lumpkin County, Georgia",16175.0,13,187,2019
"Miller County, Georgia",-666666666.0,13,201,2019
"Oconee County, Georgia",53581.0,13,219,2019
"Henry County, Georgia",31349.0,13,151,2019
"Long County, Georgia",20799.0,13,183,2019
"Stephens County, Georgia",19660.0,13,257,2019
"Jeff Davis County, Georgia",,13,161,2019
"Calhoun County, Georgia",,13,037,2019
"Bibb County, Georgia",32380.0,13,021,2019
"Marion County, Georgia",,13,197,2019
"Bleckley County, Georgia",,13,023,2019
"Franklin County, Georgia",9865.0,13,119,2019
"Lamar County, Georgia",,13,171,2019
"Emanuel County, Georgia",24746.0,13,107,2019
"Jasper County, Georgia",23849.0,13,159,2019
"Liberty County, Georgia",19230.0,13,179,2019
"Seminole County, Georgia",15503.0,13,253,2019
"Twiggs County, Georgia",,13,289,2019
"Taylor County, Georgia",,13,269,2019
"Toombs County, Georgia",49628.0,13,279,2019
"Preble County, Ohio",24070.0,39,135,2019
"Allen County, Ohio",26113.0,39,003,2019
"Crawford County, Ohio",35956.0,39,033,2019
"Guernsey County, Ohio",24433.0,39,059,2019
"Mercer County, Ohio",10436.0,39,107,2019
"Clark County, Ohio",47884.0,39,023,2019
"Lorain County, Ohio",28397.0,39,093,2019
"Montgomery County, Ohio",36068.0,39,113,2019
"Warren County, Ohio",46894.0,39,165,2019
"Ashtabula County, Ohio",37840.0,39,007,2019
"Kay County, Oklahoma",23774.0,40,071,2019
"Craig County, Oklahoma",8657.0,40,035,2019
"Canadian County, Oklahoma",27826.0,40,017,2019
"Latimer County, Oklahoma",22287.0,40,077,2019
"Texas County, Oklahoma",8911.0,40,139,2019
"Pushmataha County, Oklahoma",12407.0,40,127,2019
"Johnston County, Oklahoma",,40,069,2019
"Beaver County, Oklahoma",,40,007,2019
"Hughes County, Oklahoma",24567.0,40,063,2019
"Comanche County, Oklahoma",33194.0,40,031,2019
"Adair County, Oklahoma",19722.0,40,001,2019
"Stephens County, Oklahoma",15446.0,40,137,2019
"Carter County, Oklahoma",25512.0,40,019,2019
"Greer County, Oklahoma",-666666666.0,40,055,2019
"McIntosh County, Oklahoma",,40,091,2019
"Murray County, Oklahoma",5562.0,40,099,2019
"Ottawa County, Oklahoma",23025.0,40,115,2019
"Wagoner County, Oklahoma",27122.0,40,145,2019
"Caddo County, Oklahoma",16011.0,40,015,2019
"Muskogee County, Oklahoma",32379.0,40,101,2019
"Bryan County, Oklahoma",18651.0,40,013,2019
"Jackson County, Oregon",42731.0,41,029,2019
"Grant County, Oregon",37704.0,41,023,2019
"Clackamas County, Oregon",44488.0,41,005,2019
"Tillamook County, Oregon",50695.0,41,057,2019
"Josephine County, Oregon",31391.0,41,033,2019
"Umatilla County, Oregon",24583.0,41,059,2019
"Columbia County, Oregon",28332.0,41,009,2019
"Wasco County, Oregon",18519.0,41,065,2019
"Montgomery County, Georgia",,13,209,2019
"Rockdale County, Georgia",31547.0,13,247,2019
"Wheeler County, Georgia",-666666666.0,13,309,2019
"Banks County, Georgia",7610.0,13,011,2019
"Clarke County, Georgia",15990.0,13,059,2019
"Glynn County, Georgia",35409.0,13,127,2019
"Jackson County, Georgia",19870.0,13,157,2019
"Jones County, Georgia",30087.0,13,169,2019
"Muscogee County, Georgia",34560.0,13,215,2019
"Stewart County, Georgia",12158.0,13,259,2019
"Turner County, Georgia",16052.0,13,287,2019
"Atkinson County, Georgia",-666666666.0,13,003,2019
"Baker County, Georgia",18101.0,13,007,2019
"Candler County, Georgia",2055.0,13,043,2019
"Carroll County, Georgia",25542.0,13,045,2019
"Crisp County, Georgia",,13,081,2019
"Cobb County, Georgia",45307.0,13,067,2019
"Dade County, Georgia",27701.0,13,083,2019
"Brooks County, Georgia",9580.0,13,027,2019
"Elbert County, Georgia",14807.0,13,105,2019
"Jenkins County, Georgia",15150.0,13,165,2019
"Newton County, Georgia",30627.0,13,217,2019
"Colquitt County, Georgia",10187.0,13,071,2019
"Clayton County, Georgia",23292.0,13,063,2019
"Hall County, Georgia",30261.0,13,139,2019
"Maui County, Hawaii",33014.0,15,009,2019
"Oneida County, Idaho",-666666666.0,16,071,2019
"Gem County, Idaho",25590.0,16,045,2019
"Adams County, Idaho",-666666666.0,16,003,2019
"Jerome County, Idaho",19009.0,16,053,2019
"Lewis County, Idaho",22719.0,16,061,2019
"Owyhee County, Idaho",,16,073,2019
"Boundary County, Idaho",10322.0,16,021,2019
"Caribou County, Idaho",,16,029,2019
"Bannock County, Idaho",22676.0,16,005,2019
"Bonneville County, Idaho",26031.0,16,019,2019
"Canyon County, Idaho",22847.0,16,027,2019
"Latah County, Idaho",10686.0,16,057,2019
"Sangamon County, Illinois",42543.0,17,167,2019
"Randolph County, Illinois",20684.0,17,157,2019
"Ogle County, Illinois",18214.0,17,141,2019
"Morgan County, Illinois",26555.0,17,137,2019
"White County, Illinois",51586.0,17,193,2019
"Henderson County, Illinois",7913.0,17,071,2019
"McLean County, Illinois",45802.0,17,113,2019
"Perry County, Illinois",20234.0,17,145,2019
"Rock Island County, Illinois",25722.0,17,161,2019
"Wabash County, Illinois",23573.0,17,185,2019
"Cumberland County, Illinois",19767.0,17,035,2019
"Jo Daviess County, Illinois",23285.0,17,085,2019
"Lawrence County, Illinois",15969.0,17,101,2019
"Marshall County, Illinois",17345.0,17,123,2019
"Christian County, Illinois",36481.0,17,021,2019
"Jackson County, Illinois",35333.0,17,077,2019
"Peoria County, Illinois",49110.0,17,143,2019
"Piatt County, Illinois",5697.0,17,147,2019
"Stark County, Illinois",33596.0,17,175,2019
"Bond County, Illinois",3773.0,17,005,2019
"Carroll County, Illinois",8558.0,17,015,2019
"Jersey County, Illinois",8837.0,17,083,2019
"Howard County, Maryland",52215.0,24,027,2019
"Prince George's County, Maryland",36808.0,24,033,2019
"Anne Arundel County, Maryland",39529.0,24,003,2019
"Baltimore County, Maryland",33380.0,24,005,2019
"Frederick County, Maryland",42353.0,24,021,2019
"Calvert County, Maryland",39099.0,24,009,2019
"Garrett County, Maryland",17253.0,24,023,2019
"Kent County, Maryland",14063.0,24,029,2019
"Montgomery County, Maryland",52642.0,24,031,2019
"Bethel Census Area, Alaska",30486.0,02,050,2019
"North Slope Borough, Alaska",40982.0,02,185,2019
"Sitka City and Borough, Alaska",29988.0,02,220,2019
"Fairbanks North Star Borough, Alaska",37654.0,02,090,2019
"Ketchikan Gateway Borough, Alaska",25978.0,02,130,2019
"Matanuska-Susitna Borough, Alaska",19208.0,02,170,2019
"Nome Census Area, Alaska",24380.0,02,180,2019
"Dillingham Census Area, Alaska",29866.0,02,070,2019
"Yakutat City and Borough, Alaska",39903.0,02,282,2019
"Lake and Peninsula Borough, Alaska",26478.0,02,164,2019
"Southeast Fairbanks Census Area, Alaska",5314.0,02,240,2019
"Anchorage Municipality, Alaska",27252.0,02,020,2019
"Aleutians East Borough, Alaska",35445.0,02,013,2019
"Valdez-Cordova Census Area, Alaska",26224.0,02,261,2019
"Kenai Peninsula Borough, Alaska",32333.0,02,122,2019
"Skagway Municipality, Alaska",38078.0,02,230,2019
"Prince of Wales-Hyder Census Area, Alaska",20715.0,02,198,2019
"Petersburg Borough, Alaska",26658.0,02,195,2019
"Kusilvak Census Area, Alaska",35900.0,02,158,2019
"Maricopa County, Arizona",39509.0,04,013,2019
"Graham County, Arizona",21106.0,04,009,2019
"Santa Cruz County, Arizona",12184.0,04,023,2019
"La Paz County, Arizona",21529.0,04,012,2019
"Mohave County, Arizona",44376.0,04,015,2019
"Coconino County, Arizona",23044.0,04,005,2019
"Yavapai County, Arizona",29796.0,04,025,2019
"Greenlee County, Arizona",,04,011,2019
"Pinal County, Arizona",22728.0,04,021,2019
"Nevada County, Arkansas",,05,099,2019
"Cross County, Arkansas",,05,037,2019
"Dallas County, Arkansas",,05,039,2019
"Columbia County, Arkansas",13214.0,05,027,2019
"Saline County, Arkansas",22121.0,05,125,2019
"Van Buren County, Arkansas",,05,141,2019
"Izard County, Arkansas",-666666666.0,05,065,2019
"Independence County, Arkansas",36049.0,05,063,2019
"Logan County, Arkansas",10058.0,05,083,2019
"Grant County, Arkansas",,05,053,2019
"Franklin County, Arkansas",7482.0,05,047,2019
"Pike County, Arkansas",7790.0,05,109,2019
"Jefferson County, Arkansas",28113.0,05,069,2019
"Montgomery County, Arkansas",,05,097,2019
"Scott County, Arkansas",116164.0,05,127,2019
"Sebastian County, Arkansas",25874.0,05,131,2019
"Crawford County, Arkansas",20067.0,05,033,2019
"Chicot County, Arkansas",62818.0,05,017,2019
"Johnson County, Arkansas",47824.0,05,071,2019
"Lee County, Arkansas",,05,077,2019
"Marion County, Iowa",30221.0,19,125,2019
"Washington County, Iowa",28086.0,19,183,2019
"Wright County, Iowa",44782.0,19,197,2019
"Cass County, Iowa",52570.0,19,029,2019
"Cherokee County, Iowa",,19,035,2019
"Crawford County, Iowa",24961.0,19,047,2019
"Des Moines County, Iowa",25693.0,19,057,2019
"Fayette County, Iowa",23446.0,19,065,2019
"Harrison County, Iowa",45286.0,19,085,2019
"Kossuth County, Iowa",12050.0,19,109,2019
"Mills County, Iowa",9030.0,19,129,2019
"Monona County, Iowa",-666666666.0,19,133,2019
"Muscatine County, Iowa",24948.0,19,139,2019
"Osceola County, Iowa",,19,143,2019
"Polk County, Iowa",26711.0,19,153,2019
"Webster County, Iowa",47098.0,19,187,2019
"Story County, Iowa",19152.0,19,169,2019
"Woodbury County, Iowa",22857.0,19,193,2019
"Black Hawk County, Iowa",50896.0,19,013,2019
"Grundy County, Iowa",23682.0,19,075,2019
"Jones County, Iowa",9963.0,19,105,2019
"Mitchell County, Iowa",34300.0,19,131,2019
"Montgomery County, Iowa",,19,137,2019
"Sac County, Iowa",11067.0,19,161,2019
"Plymouth County, Iowa",23246.0,19,149,2019
"Buchanan County, Iowa",,19,019,2019
"Clinton County, Iowa",10901.0,19,045,2019
"Decatur County, Iowa",10773.0,19,053,2019
"Jefferson County, Iowa",17204.0,19,101,2019
"Allamakee County, Iowa",29156.0,19,005,2019
"Linn County, Iowa",37607.0,19,113,2019
"Dallas County, Iowa",40381.0,19,049,2019
"O'Brien County, Iowa",26528.0,19,141,2019
"Stanton County, Kansas",-666666666.0,20,187,2019
"Meade County, Kansas",20183.0,20,119,2019
"Montgomery County, Kansas",22407.0,20,125,2019
"Pratt County, Kansas",,20,151,2019
"Rawlins County, Kansas",,20,153,2019
"Anderson County, Kansas",,20,003,2019
"Ellsworth County, Kansas",10521.0,20,053,2019
"Geary County, Kansas",18881.0,20,061,2019
"Ford County, Kansas",24777.0,20,057,2019
"Russell County, Kansas",-666666666.0,20,167,2019
"Marshall County, Kansas",36192.0,20,117,2019
"Allen County, Kansas",8747.0,20,001,2019
"Cheyenne County, Kansas",-666666666.0,20,023,2019
"Cowley County, Kansas",26071.0,20,035,2019
"Elk County, Kansas",,20,049,2019
"Franklin County, Kansas",27079.0,20,059,2019
"Hodgeman County, Kansas",23286.0,20,083,2019
"Jewell County, Kansas",,20,089,2019
"Rice County, Kansas",9448.0,20,159,2019
"Stafford County, Kansas",,20,185,2019
"Osage County, Kansas",48910.0,20,139,2019
"Coffey County, Kansas",16525.0,20,031,2019
"Crawford County, Kansas",8590.0,20,037,2019
"Greenwood County, Kansas",38618.0,20,073,2019
"Carroll County, Maryland",44622.0,24,013,2019
"Queen Anne's County, Maryland",20281.0,24,035,2019
"St. Mary's County, Maryland",38853.0,24,037,2019
"Charles County, Maryland",41956.0,24,017,2019
"Dorchester County, Maryland",21806.0,24,019,2019
"Washington County, Maryland",34376.0,24,043,2019
"Wicomico County, Maryland",27998.0,24,045,2019
"Cecil County, Maryland",24197.0,24,015,2019
"Caroline County, Maryland",31303.0,24,011,2019
"Suffolk County, Massachusetts",34645.0,25,025,2019
"Dukes County, Massachusetts",3525.0,25,007,2019
"Middlesex County, Massachusetts",50633.0,25,017,2019
"Bristol County, Massachusetts",35828.0,25,005,2019
"Hampden County, Massachusetts",26282.0,25,013,2019
"Essex County, Massachusetts",44802.0,25,009,2019
"Franklin County, Massachusetts",27149.0,25,011,2019
"Worcester County, Massachusetts",40514.0,25,027,2019
"Hampshire County, Massachusetts",22918.0,25,015,2019
"Chippewa County, Michigan",19769.0,26,033,2019
"Monroe County, Michigan",33329.0,26,115,2019
"Oakland County, Michigan",51337.0,26,125,2019
"Hillsdale County, Michigan",12045.0,26,059,2019
"Muskegon County, Michigan",29557.0,26,121,2019
"Leelanau County, Michigan",20728.0,26,089,2019
"Lapeer County, Michigan",28189.0,26,087,2019
"Sanilac County, Michigan",25144.0,26,151,2019
"Keweenaw County, Michigan",,26,083,2019
"Ontonagon County, Michigan",15564.0,26,131,2019
"Ottawa County, Michigan",27885.0,26,139,2019
"Alcona County, Michigan",19690.0,26,001,2019
"Ionia County, Michigan",29843.0,26,067,2019
"Kalkaska County, Michigan",17977.0,26,079,2019
"Berrien County, Michigan",40519.0,26,021,2019
"Ogemaw County, Michigan",30318.0,26,129,2019
"Wexford County, Michigan",69514.0,26,165,2019
"Crawford County, Michigan",15098.0,26,039,2019
"Dickinson County, Michigan",52272.0,26,043,2019
"Huron County, Michigan",25509.0,26,063,2019
"Ingham County, Michigan",28199.0,26,065,2019
"Mason County, Michigan",21395.0,26,105,2019
"Menominee County, Michigan",30364.0,26,109,2019
"Missaukee County, Michigan",38959.0,26,113,2019
"St. Joseph County, Michigan",17554.0,26,149,2019
"Van Buren County, Michigan",26408.0,26,159,2019
"Arenac County, Michigan",48569.0,26,011,2019
"Barry County, Michigan",19995.0,26,015,2019
"Iron County, Michigan",14775.0,26,071,2019
"Benzie County, Michigan",13064.0,26,019,2019
"Schoolcraft County, Michigan",14730.0,26,153,2019
"Wayne County, Michigan",34036.0,26,163,2019
"Grand Traverse County, Michigan",28523.0,26,055,2019
"Mackinac County, Michigan",24350.0,26,097,2019
"Genesee County, Michigan",45139.0,26,049,2019
"Labette County, Kansas",,20,099,2019
"Sedgwick County, Kansas",28580.0,20,173,2019
"Republic County, Kansas",,20,157,2019
"Graham County, Kansas",7527.0,20,065,2019
"Douglas County, Kansas",27423.0,20,045,2019
"Sheridan County, Kansas",-666666666.0,20,179,2019
"Gray County, Kansas",,20,069,2019
"Todd County, South Dakota",2217.0,46,121,2019
"Oglala Lakota County, South Dakota",-666666666.0,46,102,2019
"Klickitat County, Washington",36399.0,53,039,2019
"Grays Harbor County, Washington",40405.0,53,027,2019
"Wahkiakum County, Washington",7724.0,53,069,2019
"Grant County, Washington",35859.0,53,025,2019
"Snohomish County, Washington",40864.0,53,061,2019
"Summers County, West Virginia",-666666666.0,54,089,2019
"Greenbrier County, West Virginia",8776.0,54,025,2019
"Mineral County, West Virginia",133428.0,54,057,2019
"Lewis County, West Virginia",,54,041,2019
"Pocahontas County, West Virginia",,54,075,2019
"Randolph County, West Virginia",12028.0,54,083,2019
"Wirt County, West Virginia",-666666666.0,54,105,2019
"Clay County, West Virginia",-666666666.0,54,015,2019
"Monongalia County, West Virginia",28307.0,54,061,2019
"Wetzel County, West Virginia",-666666666.0,54,103,2019
"Kanawha County, West Virginia",62848.0,54,039,2019
"Preston County, West Virginia",,54,077,2019
"Ritchie County, West Virginia",-666666666.0,54,085,2019
"Lincoln County, West Virginia",,54,043,2019
"Braxton County, West Virginia",-666666666.0,54,007,2019
"Boone County, West Virginia",,54,005,2019
"Wyoming County, West Virginia",,54,109,2019
"Dunn County, Wisconsin",19374.0,55,033,2019
"Grant County, Wisconsin",26563.0,55,043,2019
"Sheboygan County, Wisconsin",18283.0,55,117,2019
"Menominee County, Wisconsin",,55,078,2019
"Buffalo County, Wisconsin",23158.0,55,011,2019
"La Crosse County, Wisconsin",24333.0,55,063,2019
"Marathon County, Wisconsin",23655.0,55,073,2019
"Trempealeau County, Wisconsin",26166.0,55,121,2019
"Dodge County, Wisconsin",50084.0,55,027,2019
"Vilas County, Wisconsin",19915.0,55,125,2019
"Manitowoc County, Wisconsin",17869.0,55,071,2019
"Burnett County, Wisconsin",22388.0,55,013,2019
"Door County, Wisconsin",32366.0,55,029,2019
"Fond du Lac County, Wisconsin",29685.0,55,039,2019
"Pepin County, Wisconsin",100864.0,55,091,2019
"Richland County, Wisconsin",10850.0,55,103,2019
"Waushara County, Wisconsin",29574.0,55,137,2019
"Lafayette County, Wisconsin",20889.0,55,065,2019
"Pierce County, Wisconsin",10209.0,55,093,2019
"Calumet County, Wisconsin",22475.0,55,015,2019
"Kenosha County, Wisconsin",40404.0,55,059,2019
"Johnson County, Wyoming",-666666666.0,56,019,2019
"Wallace County, Kansas",,20,199,2019
"Chase County, Kansas",,20,017,2019
"Stevens County, Kansas",,20,189,2019
"Smith County, Kansas",,20,183,2019
"Grant County, Kansas",,20,067,2019
"Antrim County, Michigan",24804.0,26,009,2019
"Houghton County, Michigan",24186.0,26,061,2019
"Livingston County, Michigan",44116.0,26,093,2019
"Iosco County, Michigan",18605.0,26,069,2019
"Lake County, Michigan",19348.0,26,085,2019
"Manistee County, Michigan",24278.0,26,101,2019
"Jackson County, Kansas",21042.0,20,085,2019
"Kingman County, Kansas",,20,095,2019
"Logan County, Kansas",-666666666.0,20,109,2019
"Nemaha County, Kansas",17375.0,20,131,2019
"Pottawatomie County, Kansas",41525.0,20,149,2019
"Wyandotte County, Kansas",16332.0,20,209,2019
"Cherokee County, Kansas",,20,021,2019
"Butler County, Kansas",60208.0,20,015,2019
"Clay County, Kansas",24335.0,20,027,2019
"Lincoln County, Kansas",-666666666.0,20,105,2019
"Saline County, Kansas",30689.0,20,169,2019
"Sumner County, Kansas",34779.0,20,191,2019
"Trego County, Kansas",,20,195,2019
"Wabaunsee County, Kansas",10513.0,20,197,2019
"Wilson County, Kansas",,20,205,2019
"Mitchell County, Kansas",48812.0,20,123,2019
"Osborne County, Kansas",,20,141,2019
"Atchison County, Kansas",12351.0,20,005,2019
"Finney County, Kansas",17507.0,20,055,2019
"Hamilton County, Kansas",-666666666.0,20,075,2019
"Leavenworth County, Kansas",28647.0,20,103,2019
"Washington County, Kansas",,20,201,2019
"Wichita County, Kansas",,20,203,2019
"Morton County, Kansas",,20,129,2019
"Norton County, Kansas",,20,137,2019
"Barton County, Kansas",12165.0,20,009,2019
"Cloud County, Kansas",,20,029,2019
"Edwards County, Kansas",26377.0,20,047,2019
"Lane County, Kansas",,20,101,2019
"Rush County, Kansas",,20,165,2019
"Marion County, Kansas",22477.0,20,115,2019
"Neosho County, Kansas",,20,133,2019
"Ottawa County, Kansas",,20,143,2019
"Riley County, Kansas",21239.0,20,161,2019
"Barber County, Kansas",,20,007,2019
"Dickinson County, Kansas",18619.0,20,041,2019
"Jefferson County, Kansas",,20,087,2019
"Greenup County, Kentucky",49048.0,21,089,2019
"Fleming County, Kentucky",,21,069,2019
"Carter County, Kentucky",,21,043,2019
"Grant County, Kentucky",,21,081,2019
"Jefferson County, Kentucky",34462.0,21,111,2019
"Logan County, Kentucky",8306.0,21,141,2019
"Mason County, Kentucky",21347.0,21,161,2019
"Pendleton County, Kentucky",33636.0,21,191,2019
"Robertson County, Kentucky",-666666666.0,21,201,2019
"Spencer County, Kentucky",64925.0,21,215,2019
"Bath County, Kentucky",25291.0,21,011,2019
"Ballard County, Kentucky",13268.0,21,007,2019
"Boyle County, Kentucky",7837.0,21,021,2019
"Green County, Kentucky",,21,087,2019
"Harlan County, Kentucky",42088.0,21,095,2019
"Martin County, Kentucky",,21,159,2019
"Lincoln County, Kentucky",32005.0,21,137,2019
"Monroe County, Kentucky",,21,171,2019
"Ohio County, Kentucky",9718.0,21,183,2019
"Union County, Kentucky",,21,225,2019
"Webster County, Kentucky",,21,233,2019
"Jim Wells County, Texas",16306.0,48,249,2019
"Dallam County, Texas",9296.0,48,111,2019
"Montmorency County, Michigan",,26,119,2019
"Presque Isle County, Michigan",148347.0,26,141,2019
"Gladwin County, Michigan",16960.0,26,051,2019
"Kalamazoo County, Michigan",37299.0,26,077,2019
"Mecosta County, Michigan",31492.0,26,107,2019
"Marquette County, Michigan",26864.0,26,103,2019
"Newaygo County, Michigan",23606.0,26,123,2019
"Osceola County, Michigan",16600.0,26,133,2019
"Otsego County, Michigan",38098.0,26,137,2019
"Calhoun County, Michigan",26685.0,26,025,2019
"Cheboygan County, Michigan",22379.0,26,031,2019
"Luce County, Michigan",25294.0,26,095,2019
"Kent County, Michigan",31629.0,26,081,2019
"Saginaw County, Michigan",83770.0,26,145,2019
"Shiawassee County, Michigan",20268.0,26,155,2019
"Bay County, Michigan",35729.0,26,017,2019
"Charlevoix County, Michigan",30931.0,26,029,2019
"Delta County, Michigan",41440.0,26,041,2019
"Emmet County, Michigan",45171.0,26,047,2019
"Koochiching County, Minnesota",13890.0,27,071,2019
"Morrison County, Minnesota",12028.0,27,097,2019
"Pennington County, Minnesota",19741.0,27,113,2019
"Steele County, Minnesota",10180.0,27,147,2019
"Wilkin County, Minnesota",,27,167,2019
"Aitkin County, Minnesota",33948.0,27,001,2019
"Faribault County, Minnesota",20190.0,27,043,2019
"Murray County, Minnesota",27472.0,27,101,2019
"Kandiyohi County, Minnesota",17298.0,27,067,2019
"Lake County, Minnesota",,27,075,2019
"Rock County, Minnesota",15836.0,27,133,2019
"Roseau County, Minnesota",33454.0,27,135,2019
"Traverse County, Minnesota",,27,155,2019
"Becker County, Minnesota",27629.0,27,005,2019
"Hennepin County, Minnesota",39482.0,27,053,2019
"Brown County, Minnesota",44499.0,27,015,2019
"Chippewa County, Minnesota",15288.0,27,023,2019
"Clearwater County, Minnesota",43264.0,27,029,2019
"Goodhue County, Minnesota",25078.0,27,049,2019
"Isanti County, Minnesota",24255.0,27,059,2019
"Jackson County, Minnesota",160451.0,27,063,2019
"Mower County, Minnesota",17955.0,27,099,2019
"Pine County, Minnesota",16721.0,27,115,2019
"Olmsted County, Minnesota",41834.0,27,109,2019
"Wadena County, Minnesota",28035.0,27,159,2019
"Benton County, Minnesota",36058.0,27,009,2019
"Freeborn County, Minnesota",15543.0,27,047,2019
"Itasca County, Minnesota",18944.0,27,061,2019
"Pope County, Minnesota",24041.0,27,121,2019
"Stevens County, Minnesota",25016.0,27,149,2019
"Swift County, Minnesota",16600.0,27,151,2019
"Cottonwood County, Minnesota",11082.0,27,033,2019
"Scott County, Minnesota",37726.0,27,139,2019
"Wabasha County, Minnesota",27330.0,27,157,2019
"Pipestone County, Minnesota",14860.0,27,117,2019
"Norman County, Minnesota",68273.0,27,107,2019
"Nicollet County, Minnesota",28684.0,27,103,2019
"Fort Bend County, Texas",40738.0,48,157,2019
"Irion County, Texas",-666666666.0,48,235,2019
"Willacy County, Texas",-666666666.0,48,489,2019
"Dawson County, Texas",,48,115,2019
"Burleson County, Texas",,48,051,2019
"Nueces County, Texas",36175.0,48,355,2019
"Rains County, Texas",32224.0,48,379,2019
"Real County, Texas",,48,385,2019
"Sterling County, Texas",-666666666.0,48,431,2019
"Carson County, Texas",11677.0,48,065,2019
"Freestone County, Texas",34865.0,48,161,2019
"Hardeman County, Texas",-666666666.0,48,197,2019
"Briscoe County, Texas",-666666666.0,48,045,2019
"Liberty County, Texas",21219.0,48,291,2019
"Loving County, Texas",-666666666.0,48,301,2019
"Robertson County, Texas",44061.0,48,395,2019
"Rusk County, Texas",21763.0,48,401,2019
"Trinity County, Texas",,48,455,2019
"Bandera County, Texas",42232.0,48,019,2019
"Childress County, Texas",18405.0,48,075,2019
"Comal County, Texas",26018.0,48,091,2019
"Houston County, Texas",10720.0,48,225,2019
"Navarro County, Texas",28185.0,48,349,2019
"Scurry County, Texas",,48,415,2019
"Stonewall County, Texas",-666666666.0,48,433,2019
"Bastrop County, Texas",18032.0,48,021,2019
"Bee County, Texas",36815.0,48,025,2019
"Crane County, Texas",19804.0,48,103,2019
"Rutland County, Vermont",40533.0,50,021,2019
"Orange County, Vermont",28191.0,50,017,2019
"Windsor County, Vermont",29563.0,50,027,2019
"Utah County, Utah",25980.0,49,049,2019
"Duchesne County, Utah",28971.0,49,013,2019
"Uintah County, Utah",17885.0,49,047,2019
"Davis County, Utah",34079.0,49,011,2019
"Emery County, Utah",,49,015,2019
"Garfield County, Utah",,49,017,2019
"Isle of Wight County, Virginia",22682.0,51,093,2019
"Franklin city, Virginia",34467.0,51,620,2019
"Lexington city, Virginia",8857.0,51,678,2019
"Henry County, Virginia",14924.0,51,089,2019
"King William County, Virginia",56300.0,51,101,2019
"Louisa County, Virginia",21728.0,51,109,2019
"Prince Edward County, Virginia",11603.0,51,147,2019
"Rockingham County, Virginia",22748.0,51,165,2019
"Calloway County, Kentucky",24153.0,21,035,2019
"Casey County, Kentucky",,21,045,2019
"Christian County, Kentucky",66842.0,21,047,2019
"Daviess County, Kentucky",22006.0,21,059,2019
"Grayson County, Kentucky",,21,085,2019
"Henderson County, Kentucky",23437.0,21,101,2019
"Henry County, Kentucky",31607.0,21,103,2019
"Hopkins County, Kentucky",49223.0,21,107,2019
"Jackson County, Kentucky",-666666666.0,21,109,2019
"Laurel County, Kentucky",42024.0,21,125,2019
"Marshall County, Kentucky",,21,157,2019
"Meade County, Kentucky",14245.0,21,163,2019
"Montgomery County, Kentucky",,21,173,2019
"Nicholas County, Kentucky",-666666666.0,21,181,2019
"Oldham County, Kentucky",63983.0,21,185,2019
"Douglas County, Minnesota",120897.0,27,041,2019
"Grant County, Minnesota",,27,051,2019
"Kittson County, Minnesota",21869.0,27,069,2019
"Le Sueur County, Minnesota",57406.0,27,079,2019
"Owen County, Kentucky",-666666666.0,21,187,2019
"Rockcastle County, Kentucky",,21,203,2019
"Scott County, Kentucky",28434.0,21,209,2019
"Warren County, Kentucky",20473.0,21,227,2019
"Allen County, Kentucky",,21,003,2019
"Bourbon County, Kentucky",14858.0,21,017,2019
"Bullitt County, Kentucky",21830.0,21,029,2019
"Crittenden County, Kentucky",-666666666.0,21,055,2019
"Fulton County, Kentucky",,21,075,2019
"Knott County, Kentucky",16209.0,21,119,2019
"Menifee County, Kentucky",,21,165,2019
"Muhlenberg County, Kentucky",9559.0,21,177,2019
"Perry County, Kentucky",8048.0,21,193,2019
"Wolfe County, Kentucky",,21,237,2019
"Clay County, Kentucky",-666666666.0,21,051,2019
"Bell County, Kentucky",,21,013,2019
"Cumberland County, Kentucky",,21,057,2019
"Graves County, Kentucky",13947.0,21,083,2019
"Lee County, Kentucky",,21,129,2019
"Butler County, Kentucky",,21,031,2019
"Edmonson County, Kentucky",,21,061,2019
"Harrison County, Kentucky",-666666666.0,21,097,2019
"Bracken County, Kentucky",,21,023,2019
"Nelson County, Kentucky",32908.0,21,179,2019
"Wayne County, Kentucky",24269.0,21,231,2019
"Marion County, Kentucky",10680.0,21,155,2019
"Trigg County, Kentucky",10644.0,21,221,2019
