NAME,B19301A_001E,state,county,year
"Wayne County, Ohio",27190.0,39,169,2018
"Wyandot County, Ohio",27308.0,39,175,2018
"Butler County, Ohio",31994.0,39,017,2018
"Harrison County, Ohio",24313.0,39,067,2018
"Knox County, Ohio",25941.0,39,083,2018
"Richland County, Ohio",26250.0,39,139,2018
"Vinton County, Ohio",21067.0,39,163,2018
"Hancock County, Ohio",31448.0,39,063,2018
"Fairfield County, Ohio",32207.0,39,045,2018
"Defiance County, Ohio",29349.0,39,039,2018
"Henry County, Ohio",29190.0,39,069,2018
"Jefferson County, Ohio",26451.0,39,081,2018
"Putnam County, Ohio",30824.0,39,137,2018
"Clinton County, Ohio",26259.0,39,027,2018
"Fayette County, Ohio",25627.0,39,047,2018
"Pickaway County, Ohio",27679.0,39,129,2018
"Logan County, Ohio",28203.0,39,091,2018
"Summit County, Ohio",35259.0,39,153,2018
"Sandusky County, Ohio",27603.0,39,143,2018
"Shelby County, Ohio",29508.0,39,149,2018
"Cottonwood County, Minnesota",29178.0,27,033,2018
"Scott County, Minnesota",42140.0,27,139,2018
"Dodge County, Minnesota",33571.0,27,039,2018
"Wabasha County, Minnesota",34318.0,27,157,2018
"Pipestone County, Minnesota",31097.0,27,117,2018
"Crow Wing County, Minnesota",31372.0,27,035,2018
"Norman County, Minnesota",28986.0,27,107,2018
"Wright County, Minnesota",34959.0,27,171,2018
"Nicollet County, Minnesota",32382.0,27,103,2018
"Douglas County, Minnesota",34873.0,27,041,2018
"Grant County, Minnesota",32323.0,27,051,2018
"Kittson County, Minnesota",30420.0,27,069,2018
"Le Sueur County, Minnesota",32539.0,27,079,2018
"Mahnomen County, Minnesota",29069.0,27,087,2018
"Chisago County, Minnesota",34627.0,27,025,2018
"Redwood County, Minnesota",29635.0,27,127,2018
"Yellow Medicine County, Minnesota",30255.0,27,173,2018
"Todd County, Minnesota",26486.0,27,153,2018
"Beltrami County, Minnesota",28888.0,27,007,2018
"Blue Earth County, Minnesota",30044.0,27,013,2018
"Houston County, Minnesota",31952.0,27,055,2018
"Lac qui Parle County, Minnesota",32381.0,27,073,2018
"Lake of the Woods County, Minnesota",27009.0,27,077,2018
"Otter Tail County, Minnesota",31521.0,27,111,2018
"Waseca County, Minnesota",28644.0,27,161,2018
"St. Louis County, Minnesota",31505.0,27,137,2018
"Anoka County, Minnesota",38466.0,27,003,2018
"Stearns County, Minnesota",31720.0,27,145,2018
"Lincoln County, Minnesota",28808.0,27,081,2018
"Marshall County, Minnesota",30046.0,27,089,2018
"Mille Lacs County, Minnesota",27835.0,27,095,2018
"Washington County, Minnesota",46417.0,27,163,2018
"Carlton County, Minnesota",29712.0,27,017,2018
"Kanabec County, Minnesota",27679.0,27,065,2018
"Koochiching County, Minnesota",30186.0,27,071,2018
"Red Lake County, Minnesota",30534.0,27,125,2018
"Morrison County, Minnesota",29307.0,27,097,2018
"Rice County, Minnesota",32475.0,27,131,2018
"Steele County, Minnesota",32660.0,27,147,2018
"Aitkin County, Minnesota",28223.0,27,001,2018
"Faribault County, Minnesota",28912.0,27,043,2018
"Murray County, Minnesota",31811.0,27,101,2018
"Kandiyohi County, Minnesota",32522.0,27,067,2018
"Lake County, Minnesota",33962.0,27,075,2018
"Rock County, Minnesota",30998.0,27,133,2018
"Sibley County, Minnesota",31709.0,27,143,2018
"Traverse County, Minnesota",31667.0,27,155,2018
"Becker County, Minnesota",31420.0,27,005,2018
"Hennepin County, Minnesota",51655.0,27,053,2018
"Brown County, Minnesota",31055.0,27,015,2018
"Chippewa County, Minnesota",31787.0,27,023,2018
"Clearwater County, Minnesota",28077.0,27,029,2018
"Hubbard County, Minnesota",30149.0,27,057,2018
"Isanti County, Minnesota",32694.0,27,059,2018
"Martin County, Minnesota",31487.0,27,091,2018
"Mower County, Minnesota",30930.0,27,099,2018
"Pine County, Minnesota",26224.0,27,115,2018
"Olmsted County, Minnesota",42360.0,27,109,2018
"Wadena County, Minnesota",25418.0,27,159,2018
"Benton County, Minnesota",29480.0,27,009,2018
"Freeborn County, Minnesota",29524.0,27,047,2018
"McLeod County, Minnesota",32624.0,27,085,2018
"Pope County, Minnesota",33532.0,27,121,2018
"Stevens County, Minnesota",32270.0,27,149,2018
"Swift County, Minnesota",31164.0,27,151,2018
"Holmes County, Mississippi",26507.0,28,051,2018
"Amite County, Mississippi",24746.0,28,005,2018
"Calhoun County, Mississippi",21813.0,28,013,2018
"Tishomingo County, Mississippi",20496.0,28,141,2018
"Wayne County, Mississippi",29622.0,28,153,2018
"Austin County, Texas",34502.0,48,015,2018
"Kenedy County, Texas",15544.0,48,261,2018
"Nueces County, Texas",27858.0,48,355,2018
"Colorado County, Texas",30465.0,48,089,2018
"San Patricio County, Texas",25945.0,48,409,2018
"Rains County, Texas",26962.0,48,379,2018
"Randall County, Texas",35019.0,48,381,2018
"Real County, Texas",21121.0,48,385,2018
"San Saba County, Texas",26898.0,48,411,2018
"Schleicher County, Texas",27759.0,48,413,2018
"Sterling County, Texas",28534.0,48,431,2018
"Zavala County, Texas",12883.0,48,507,2018
"Calhoun County, Texas",27028.0,48,057,2018
"Carson County, Texas",34113.0,48,065,2018
"Foard County, Texas",26261.0,48,155,2018
"Freestone County, Texas",26672.0,48,161,2018
"Goliad County, Texas",33360.0,48,175,2018
"Hamilton County, Texas",27017.0,48,193,2018
"Hardeman County, Texas",24045.0,48,197,2018
"Mitchell County, Texas",24522.0,48,335,2018
"Briscoe County, Texas",26456.0,48,045,2018
"Lavaca County, Texas",36130.0,48,285,2018
"Terry County, Texas",21118.0,48,445,2018
"Jeff Davis County, Texas",26837.0,48,243,2018
"Webb County, Texas",17123.0,48,479,2018
"Jim Hogg County, Texas",17760.0,48,247,2018
"Montgomery County, Texas",40815.0,48,339,2018
"Dallam County, Texas",27655.0,48,111,2018
"Armstrong County, Texas",31488.0,48,011,2018
"Castro County, Texas",21839.0,48,069,2018
"Kleberg County, Texas",22586.0,48,273,2018
"Willacy County, Texas",14218.0,48,489,2018
"Crosby County, Texas",19769.0,48,107,2018
"Fisher County, Texas",29368.0,48,151,2018
"Duval County, Texas",18039.0,48,131,2018
"Blanco County, Texas",36555.0,48,031,2018
"Jasper County, Texas",27032.0,48,241,2018
"Kinney County, Texas",20805.0,48,271,2018
"Deaf Smith County, Texas",21969.0,48,117,2018
"Galveston County, Texas",38330.0,48,167,2018
"La Salle County, Texas",27470.0,48,283,2018
"Roberts County, Texas",32309.0,48,393,2018
"Tyler County, Texas",22237.0,48,457,2018
"Wheeler County, Texas",28561.0,48,483,2018
"Bowie County, Texas",28985.0,48,037,2018
"Brewster County, Texas",27699.0,48,043,2018
"Kent County, Texas",30308.0,48,263,2018
"Smith County, Texas",29621.0,48,423,2018
"Crockett County, Texas",32837.0,48,105,2018
"Hardin County, Texas",30218.0,48,199,2018
"Howard County, Texas",25486.0,48,227,2018
"Leon County, Texas",34107.0,48,289,2018
"Montague County, Texas",29549.0,48,337,2018
"Panola County, Texas",28402.0,48,365,2018
"Millard County, Utah",27556.0,49,027,2018
"Washington County, Utah",27580.0,49,053,2018
"Kane County, Utah",26327.0,49,025,2018
"Grand County, Utah",25446.0,49,019,2018
"Rich County, Utah",21957.0,49,033,2018
"Wasatch County, Utah",33638.0,49,051,2018
"Box Elder County, Utah",24413.0,49,003,2018
"Iron County, Utah",21855.0,49,021,2018
"Sevier County, Utah",22942.0,49,041,2018
"Weber County, Utah",27361.0,49,057,2018
"Duchesne County, Utah",24847.0,49,013,2018
"San Juan County, Utah",25079.0,49,037,2018
"Salt Lake County, Utah",34871.0,49,035,2018
"Uintah County, Utah",25441.0,49,047,2018
"Daggett County, Utah",28729.0,49,009,2018
"Davis County, Utah",30534.0,49,011,2018
"Wayne County, Utah",22917.0,49,055,2018
"Carbon County, Utah",23994.0,49,007,2018
"Emery County, Utah",22849.0,49,015,2018
"Morgan County, Utah",32424.0,49,029,2018
"Cache County, Utah",23587.0,49,005,2018
"Garfield County, Utah",24468.0,49,017,2018
"Juab County, Utah",23139.0,49,023,2018
"Rutland County, Vermont",30328.0,50,021,2018
"Orleans County, Vermont",27012.0,50,019,2018
"Grand Isle County, Vermont",40867.0,50,013,2018
"Orange County, Vermont",31089.0,50,017,2018
"Chittenden County, Vermont",39155.0,50,007,2018
"Lamoille County, Vermont",33240.0,50,015,2018
"Windsor County, Vermont",35503.0,50,027,2018
"Caledonia County, Vermont",28547.0,50,005,2018
"Tazewell County, Virginia",23784.0,51,185,2018
"Windham County, Vermont",32353.0,50,025,2018
"Addison County, Vermont",33876.0,50,001,2018
"Washington County, Vermont",34600.0,50,023,2018
"Falls Church city, Virginia",78108.0,51,610,2018
"Manassas Park city, Virginia",32753.0,51,685,2018
"Poquoson city, Virginia",40291.0,51,735,2018
"Sussex County, Virginia",24843.0,51,183,2018
"Waynesboro city, Virginia",27776.0,51,820,2018
"Roanoke city, Virginia",30384.0,51,770,2018
"Salem city, Virginia",33017.0,51,775,2018
"Norfolk city, Virginia",37818.0,51,710,2018
"Charlotte County, Virginia",22344.0,51,037,2018
"Fairfax County, Virginia",63643.0,51,059,2018
"Greensville County, Virginia",23906.0,51,081,2018
"James City County, Virginia",47788.0,51,095,2018
"Russell County, Virginia",21984.0,51,167,2018
"Smyth County, Virginia",22759.0,51,173,2018
"Lexington city, Virginia",19017.0,51,678,2018
"Campbell County, Virginia",29244.0,51,031,2018
"Henry County, Virginia",22045.0,51,089,2018
"King George County, Virginia",39491.0,51,099,2018
"Lancaster County, Virginia",45546.0,51,103,2018
"Lee County, Virginia",19007.0,51,105,2018
"Mathews County, Virginia",42311.0,51,115,2018
"Middlesex County, Virginia",32958.0,51,119,2018
"Prince George County, Virginia",31881.0,51,149,2018
"Rockingham County, Virginia",30671.0,51,165,2018
"Scott County, Virginia",21389.0,51,169,2018
"Surry County, Virginia",33131.0,51,181,2018
"Appomattox County, Virginia",29695.0,51,011,2018
"Franklin County, Virginia",30221.0,51,067,2018
"King and Queen County, Virginia",29406.0,51,097,2018
"Montgomery County, Virginia",29981.0,51,121,2018
"New Kent County, Virginia",37657.0,51,127,2018
"Cumberland County, Virginia",28937.0,51,049,2018
"Goochland County, Virginia",53788.0,51,075,2018
"Halifax County, Virginia",26348.0,51,083,2018
"Madison County, Virginia",31811.0,51,113,2018
"Prince William County, Virginia",43799.0,51,153,2018
"Southampton County, Virginia",29480.0,51,175,2018
"Highland County, Virginia",30957.0,51,091,2018
"Brunswick County, Virginia",28610.0,51,025,2018
"Caroline County, Virginia",31582.0,51,033,2018
"Gloucester County, Virginia",33551.0,51,073,2018
"Northampton County, Virginia",31417.0,51,131,2018
"Patrick County, Virginia",23416.0,51,141,2018
"Powhatan County, Virginia",38510.0,51,145,2018
"Rockbridge County, Virginia",32257.0,51,163,2018
"Shenandoah County, Virginia",28446.0,51,171,2018
"Fauquier County, Virginia",47084.0,51,061,2018
"Charles City County, Virginia",45312.0,51,036,2018
"Culpeper County, Virginia",34098.0,51,047,2018
"Dinwiddie County, Virginia",29280.0,51,053,2018
"Greene County, Virginia",33180.0,51,079,2018
"Hanover County, Virginia",40682.0,51,085,2018
"Lunenburg County, Virginia",20624.0,51,111,2018
"Orange County, Virginia",33122.0,51,137,2018
"Harrisonburg city, Virginia",22488.0,51,660,2018
"Emporia city, Virginia",24098.0,51,595,2018
"Wythe County, Virginia",27051.0,51,197,2018
"Chesapeake city, Virginia",37151.0,51,550,2018
"Albemarle County, Virginia",45118.0,51,003,2018
"Bedford County, Virginia",33112.0,51,019,2018
"Botetourt County, Virginia",34876.0,51,023,2018
"Wise County, Virginia",22480.0,51,195,2018
"Bristol city, Virginia",24369.0,51,520,2018
"Portsmouth city, Virginia",32098.0,51,740,2018
"Williamsburg city, Virginia",33657.0,51,830,2018
"Alleghany County, Virginia",28303.0,51,005,2018
"Carroll County, Virginia",25244.0,51,035,2018
"Washington County, Virginia",26230.0,51,191,2018
"Northumberland County, Virginia",38817.0,51,133,2018
"Page County, Virginia",25529.0,51,139,2018
"Warren County, Virginia",32169.0,51,187,2018
"Alexandria city, Virginia",72844.0,51,510,2018
"Fredericksburg city, Virginia",40318.0,51,630,2018
"Hampton city, Virginia",33670.0,51,650,2018
"Arlington County, Virginia",78958.0,51,013,2018
"Hopewell city, Virginia",25789.0,51,670,2018
"Buchanan County, Virginia",18964.0,51,027,2018
"Frederick County, Virginia",34785.0,51,069,2018
"Stafford County, Virginia",43757.0,51,179,2018
"York County, Virginia",41346.0,51,199,2018
"Richmond city, Virginia",46552.0,51,760,2018
"Nelson County, Virginia",38519.0,51,125,2018
"Pittsylvania County, Virginia",26389.0,51,143,2018
"Norton city, Virginia",21511.0,51,720,2018
"Fluvanna County, Virginia",38206.0,51,065,2018
"Amelia County, Virginia",31404.0,51,007,2018
"Winchester city, Virginia",31809.0,51,840,2018
"Accomack County, Virginia",27590.0,51,001,2018
"Floyd County, Virginia",26379.0,51,063,2018
"Grayson County, Virginia",21719.0,51,077,2018
"Nottoway County, Virginia",24486.0,51,135,2018
"Harrison County, West Virginia",28159.0,54,033,2018
"Ohio County, West Virginia",31285.0,54,069,2018
"Calhoun County, West Virginia",19919.0,54,013,2018
"Morgan County, West Virginia",27866.0,54,065,2018
"Raleigh County, West Virginia",24789.0,54,081,2018
"Braxton County, West Virginia",21723.0,54,007,2018
"Barbour County, West Virginia",22780.0,54,001,2018
"McDowell County, West Virginia",15167.0,54,047,2018
"Wayne County, West Virginia",21429.0,54,099,2018
"Wyoming County, West Virginia",21099.0,54,109,2018
"Jackson County, West Virginia",24684.0,54,035,2018
"Mercer County, West Virginia",22368.0,54,055,2018
"Upshur County, West Virginia",22010.0,54,097,2018
"Webster County, West Virginia",20473.0,54,101,2018
"Berkeley County, West Virginia",29589.0,54,003,2018
"Fayette County, West Virginia",21666.0,54,019,2018
"Grant County, West Virginia",22604.0,54,023,2018
"Hampshire County, West Virginia",23228.0,54,027,2018
"Summers County, West Virginia",21390.0,54,089,2018
"Brooke County, West Virginia",26078.0,54,009,2018
"Doddridge County, West Virginia",22942.0,54,017,2018
"Mineral County, West Virginia",23684.0,54,057,2018
"Greenbrier County, West Virginia",24437.0,54,025,2018
"Hardy County, West Virginia",26215.0,54,031,2018
"Marion County, West Virginia",26683.0,54,049,2018
"Mingo County, West Virginia",19368.0,54,059,2018
"Hancock County, West Virginia",26061.0,54,029,2018
"Lewis County, West Virginia",22889.0,54,041,2018
"Nicholas County, West Virginia",22144.0,54,067,2018
"Pocahontas County, West Virginia",24276.0,54,075,2018
"Tyler County, West Virginia",24680.0,54,095,2018
"Randolph County, West Virginia",24484.0,54,083,2018
"Taylor County, West Virginia",24676.0,54,091,2018
"Wirt County, West Virginia",21663.0,54,105,2018
"Clay County, West Virginia",16710.0,54,015,2018
"Gilmer County, West Virginia",19441.0,54,021,2018
"Monongalia County, West Virginia",31734.0,54,061,2018
"Monroe County, West Virginia",23741.0,54,063,2018
"Wetzel County, West Virginia",23043.0,54,103,2018
"Cabell County, West Virginia",25447.0,54,011,2018
"Kanawha County, West Virginia",29337.0,54,039,2018
"Pendleton County, West Virginia",25050.0,54,071,2018
"Preston County, West Virginia",24662.0,54,077,2018
"Kitsap County, Washington",38378.0,53,035,2018
"King County, Washington",56263.0,53,033,2018
"Pend Oreille County, Washington",27431.0,53,051,2018
"San Juan County, Washington",43737.0,53,055,2018
"Whitman County, Washington",23654.0,53,075,2018
"Yakima County, Washington",24039.0,53,077,2018
"Cowlitz County, Washington",28358.0,53,015,2018
"Ferry County, Washington",25923.0,53,019,2018
"Lewis County, Washington",26222.0,53,041,2018
"Grays Harbor County, Washington",26165.0,53,027,2018
"Island County, Washington",37057.0,53,029,2018
"Wahkiakum County, Washington",31178.0,53,069,2018
"Franklin County, Washington",26334.0,53,021,2018
"Grant County, Washington",27215.0,53,025,2018
"Whatcom County, Washington",32407.0,53,073,2018
"Okanogan County, Washington",26402.0,53,047,2018
"Kittitas County, Washington",29428.0,53,037,2018
"Benton County, Washington",33768.0,53,005,2018
"Columbia County, Washington",32650.0,53,013,2018
"Asotin County, Washington",28455.0,53,003,2018
"Garfield County, Washington",26923.0,53,023,2018
"Mason County, Washington",29318.0,53,045,2018
"Stevens County, Washington",26395.0,53,065,2018
"Spokane County, Washington",31530.0,53,063,2018
"Chelan County, Washington",31048.0,53,007,2018
"Rock County, Wisconsin",29780.0,55,105,2018
"Waushara County, Wisconsin",28648.0,55,137,2018
"Adams County, Wisconsin",26676.0,55,001,2018
"Bayfield County, Wisconsin",31763.0,55,007,2018
"Lafayette County, Wisconsin",28478.0,55,065,2018
"Monroe County, Wisconsin",28015.0,55,081,2018
"Pierce County, Wisconsin",33121.0,55,093,2018
"Wood County, Wisconsin",30280.0,55,141,2018
"Ashland County, Wisconsin",24526.0,55,003,2018
"Calumet County, Wisconsin",34713.0,55,015,2018
"Florence County, Wisconsin",30836.0,55,037,2018
"Clark County, Wisconsin",24373.0,55,019,2018
"Jefferson County, Wisconsin",31183.0,55,055,2018
"Kenosha County, Wisconsin",32794.0,55,059,2018
"Iron County, Wisconsin",28721.0,55,051,2018
"St. Croix County, Wisconsin",38153.0,55,109,2018
"Oconto County, Wisconsin",29793.0,55,083,2018
"Lincoln County, Wisconsin",30047.0,55,069,2018
"Waupaca County, Wisconsin",31205.0,55,135,2018
"Barron County, Wisconsin",28879.0,55,005,2018
"Sawyer County, Wisconsin",34337.0,55,113,2018
"Green Lake County, Wisconsin",28391.0,55,047,2018
"Marquette County, Wisconsin",26529.0,55,077,2018
"Marinette County, Wisconsin",27026.0,55,075,2018
"Racine County, Wisconsin",33840.0,55,101,2018
"Winnebago County, Wisconsin",34156.0,55,139,2018
"Forest County, Wisconsin",26104.0,55,041,2018
"Grant County, Wisconsin",25327.0,55,043,2018
"Rusk County, Wisconsin",24724.0,55,107,2018
"Sheboygan County, Wisconsin",31861.0,55,117,2018
"Langlade County, Wisconsin",26743.0,55,067,2018
"Outagamie County, Wisconsin",33812.0,55,087,2018
"Vernon County, Wisconsin",27005.0,55,123,2018
"Columbia County, Wisconsin",33939.0,55,021,2018
"Kewaunee County, Wisconsin",30477.0,55,061,2018
"Brown County, Wisconsin",33807.0,55,009,2018
"Marathon County, Wisconsin",33407.0,55,073,2018
"Oneida County, Wisconsin",33357.0,55,085,2018
"Trempealeau County, Wisconsin",29019.0,55,121,2018
"Washburn County, Wisconsin",29876.0,55,129,2018
"Dodge County, Wisconsin",29594.0,55,027,2018
"Walworth County, Wisconsin",31542.0,55,127,2018
"Crawford County, Wisconsin",26972.0,55,023,2018
"Manitowoc County, Wisconsin",29548.0,55,071,2018
"Sauk County, Wisconsin",29960.0,55,111,2018
"Burnett County, Wisconsin",29379.0,55,013,2018
"Chippewa County, Wisconsin",29009.0,55,017,2018
"Door County, Wisconsin",36786.0,55,029,2018
"Douglas County, Wisconsin",29925.0,55,031,2018
"Jackson County, Wisconsin",27502.0,55,053,2018
"Iowa County, Wisconsin",34089.0,55,049,2018
"Ozaukee County, Wisconsin",48636.0,55,089,2018
"Richland County, Wisconsin",27005.0,55,103,2018
"Campbell County, Wyoming",33848.0,56,005,2018
"Johnson County, Wyoming",35600.0,56,019,2018
"Natrona County, Wyoming",33651.0,56,025,2018
"Converse County, Wyoming",32767.0,56,009,2018
"Niobrara County, Wyoming",23214.0,56,027,2018
"Teton County, Wyoming",55745.0,56,039,2018
"Sweetwater County, Wyoming",33087.0,56,037,2018
"Platte County, Wyoming",32352.0,56,031,2018
"Park County, Wyoming",36166.0,56,029,2018
"Sheridan County, Wyoming",34616.0,56,033,2018
"Big Horn County, Wyoming",24400.0,56,003,2018
"Crook County, Wyoming",32609.0,56,011,2018
"Albany County, Wyoming",27895.0,56,001,2018
"Carbon County, Wyoming",30519.0,56,007,2018
"Goshen County, Wyoming",27091.0,56,015,2018
"Uinta County, Wyoming",27233.0,56,041,2018
"Washakie County, Wyoming",28547.0,56,043,2018
"Hot Springs County, Wyoming",31950.0,56,017,2018
"Fremont County, Wyoming",32173.0,56,013,2018
"Sublette County, Wyoming",33759.0,56,035,2018
"Weston County, Wyoming",30515.0,56,045,2018
"Hatillo Municipio, Puerto Rico",10632.0,72,065,2018
"Humacao Municipio, Puerto Rico",13529.0,72,069,2018
"Morovis Municipio, Puerto Rico",9745.0,72,101,2018
"Mayagüez Municipio, Puerto Rico",15426.0,72,097,2018
"Trujillo Alto Municipio, Puerto Rico",16275.0,72,139,2018
"Quebradillas Municipio, Puerto Rico",10170.0,72,115,2018
"Moca Municipio, Puerto Rico",8857.0,72,099,2018
"Culebra Municipio, Puerto Rico",13148.0,72,049,2018
"Salinas Municipio, Puerto Rico",9066.0,72,123,2018
"Barceloneta Municipio, Puerto Rico",8806.0,72,017,2018
"Yauco Municipio, Puerto Rico",8475.0,72,153,2018
"Guaynabo Municipio, Puerto Rico",25194.0,72,061,2018
"Cabo Rojo Municipio, Puerto Rico",10466.0,72,023,2018
"Fajardo Municipio, Puerto Rico",11727.0,72,053,2018
"Patillas Municipio, Puerto Rico",10127.0,72,109,2018
"Rincón Municipio, Puerto Rico",11556.0,72,117,2018
"Aguas Buenas Municipio, Puerto Rico",9424.0,72,007,2018
"Bayamón Municipio, Puerto Rico",15160.0,72,021,2018
"Cayey Municipio, Puerto Rico",12378.0,72,035,2018
"Maunabo Municipio, Puerto Rico",10124.0,72,095,2018
"Peñuelas Municipio, Puerto Rico",8922.0,72,111,2018
"San Sebastián Municipio, Puerto Rico",8584.0,72,131,2018
"Toa Alta Municipio, Puerto Rico",14651.0,72,135,2018
"Vieques Municipio, Puerto Rico",11894.0,72,147,2018
"Yabucoa Municipio, Puerto Rico",9774.0,72,151,2018
"Caguas Municipio, Puerto Rico",14342.0,72,025,2018
"Canóvanas Municipio, Puerto Rico",13887.0,72,029,2018
"Coamo Municipio, Puerto Rico",10564.0,72,043,2018
"Dorado Municipio, Puerto Rico",17461.0,72,051,2018
"Barranquitas Municipio, Puerto Rico",8288.0,72,019,2018
"Orocovis Municipio, Puerto Rico",8438.0,72,107,2018
"Añasco Municipio, Puerto Rico",10390.0,72,011,2018
"Ceiba Municipio, Puerto Rico",14842.0,72,037,2018
"Comerío Municipio, Puerto Rico",6873.0,72,045,2018
"Isabela Municipio, Puerto Rico",9509.0,72,071,2018
"Lares Municipio, Puerto Rico",8869.0,72,081,2018
"Las Piedras Municipio, Puerto Rico",11773.0,72,085,2018
"San Juan Municipio, Puerto Rico",20861.0,72,127,2018
"Vega Alta Municipio, Puerto Rico",12217.0,72,143,2018
"Maricao Municipio, Puerto Rico",6877.0,72,093,2018
"Aibonito Municipio, Puerto Rico",11093.0,72,009,2018
"Juncos Municipio, Puerto Rico",9575.0,72,077,2018
"Sabana Grande Municipio, Puerto Rico",9416.0,72,121,2018
"Hormigueros Municipio, Puerto Rico",11994.0,72,067,2018
"Adjuntas Municipio, Puerto Rico",6789.0,72,001,2018
"Camuy Municipio, Puerto Rico",10816.0,72,027,2018
"Guánica Municipio, Puerto Rico",7832.0,72,055,2018
"Manatí Municipio, Puerto Rico",11067.0,72,091,2018
"Naguabo Municipio, Puerto Rico",9064.0,72,103,2018
"Naranjito Municipio, Puerto Rico",9317.0,72,105,2018
"San Germán Municipio, Puerto Rico",10446.0,72,125,2018
"Utuado Municipio, Puerto Rico",8416.0,72,141,2018
"Arecibo Municipio, Puerto Rico",10229.0,72,013,2018
"Arroyo Municipio, Puerto Rico",7409.0,72,015,2018
"Cataño Municipio, Puerto Rico",12882.0,72,033,2018
"Florida Municipio, Puerto Rico",9092.0,72,054,2018
"Monroe County, Alabama",23778.0,01,099,2018
"Lawrence County, Alabama",23570.0,01,079,2018
"Lee County, Alabama",30267.0,01,081,2018
"Pickens County, Alabama",29580.0,01,107,2018
"Sumter County, Alabama",28264.0,01,119,2018
"Choctaw County, Alabama",26395.0,01,023,2018
"Marengo County, Alabama",27766.0,01,091,2018
"Russell County, Alabama",24353.0,01,113,2018
"Covington County, Alabama",24743.0,01,039,2018
"Crenshaw County, Alabama",25048.0,01,041,2018
"Lauderdale County, Alabama",28256.0,01,077,2018
"Lowndes County, Alabama",32888.0,01,085,2018
"Limestone County, Alabama",29228.0,01,083,2018
"St. Clair County, Alabama",25673.0,01,115,2018
"Winston County, Alabama",22253.0,01,133,2018
"Cullman County, Alabama",23499.0,01,043,2018
"Elmore County, Alabama",30542.0,01,051,2018
"Jackson County, Alabama",22113.0,01,071,2018
"Talladega County, Alabama",25306.0,01,121,2018
"Washington County, Alabama",23201.0,01,129,2018
"Coffee County, Alabama",30454.0,01,031,2018
"Morgan County, Alabama",28048.0,01,103,2018
"Chilton County, Alabama",26458.0,01,021,2018
"Colbert County, Alabama",26537.0,01,033,2018
"Dale County, Alabama",26313.0,01,045,2018
"Etowah County, Alabama",25867.0,01,055,2018
"DeKalb County, Alabama",22438.0,01,049,2018
"Lamar County, Alabama",22510.0,01,075,2018
"Randolph County, Alabama",25645.0,01,111,2018
"Mobile County, Alabama",30338.0,01,097,2018
"Walker County, Alabama",23586.0,01,127,2018
"Cleburne County, Alabama",22418.0,01,029,2018
"Greene County, Alabama",28845.0,01,063,2018
"Barbour County, Alabama",25132.0,01,005,2018
"Bullock County, Alabama",36395.0,01,011,2018
"Calhoun County, Alabama",26873.0,01,015,2018
"Clarke County, Alabama",26748.0,01,025,2018
"Montgomery County, Alabama",40594.0,01,101,2018
"Marshall County, Alabama",24352.0,01,095,2018
"Henry County, Alabama",27412.0,01,067,2018
"Madison County, Alabama",40226.0,01,089,2018
"Tallapoosa County, Alabama",28050.0,01,123,2018
"Aleutians West Census Area, Alaska",53508.0,02,016,2018
"Wilcox County, Alabama",27160.0,01,131,2018
"Denali Borough, Alaska",37893.0,02,068,2018
"Kenai Peninsula Borough, Alaska",36323.0,02,122,2018
"Bristol Bay Borough, Alaska",57564.0,02,060,2018
"Kodiak Island Borough, Alaska",41681.0,02,150,2018
"Northwest Arctic Borough, Alaska",64820.0,02,188,2018
"Bethel Census Area, Alaska",57069.0,02,050,2018
"North Slope Borough, Alaska",95414.0,02,185,2018
"Sitka City and Borough, Alaska",44257.0,02,220,2018
"Fairbanks North Star Borough, Alaska",39955.0,02,090,2018
"Ketchikan Gateway Borough, Alaska",40894.0,02,130,2018
"Matanuska-Susitna Borough, Alaska",33265.0,02,170,2018
"Nome Census Area, Alaska",52758.0,02,180,2018
"Dillingham Census Area, Alaska",51931.0,02,070,2018
"Haines Borough, Alaska",34939.0,02,100,2018
"Yakutat City and Borough, Alaska",41057.0,02,282,2018
"Juneau City and Borough, Alaska",48695.0,02,110,2018
"Lake and Peninsula Borough, Alaska",42177.0,02,164,2018
"Southeast Fairbanks Census Area, Alaska",36927.0,02,240,2018
"Yukon-Koyukuk Census Area, Alaska",37528.0,02,290,2018
"Anchorage Municipality, Alaska",48818.0,02,020,2018
"Aleutians East Borough, Alaska",52268.0,02,013,2018
"Skagway Municipality, Alaska",41761.0,02,230,2018
"Prince of Wales-Hyder Census Area, Alaska",35680.0,02,198,2018
"Petersburg Borough, Alaska",38494.0,02,195,2018
"Kusilvak Census Area, Alaska",78883.0,02,158,2018
"Maricopa County, Arizona",34303.0,04,013,2018
"Graham County, Arizona",19940.0,04,009,2018
"Santa Cruz County, Arizona",20782.0,04,023,2018
"La Paz County, Arizona",22908.0,04,012,2018
"Mohave County, Arizona",25262.0,04,015,2018
"Coconino County, Arizona",32437.0,04,005,2018
"Yuma County, Arizona",22434.0,04,027,2018
"Greenlee County, Arizona",25588.0,04,011,2018
"Pinal County, Arizona",25499.0,04,021,2018
"St. Francis County, Arkansas",21809.0,05,123,2018
"White County, Arkansas",24718.0,05,145,2018
"Nevada County, Arkansas",22052.0,05,099,2018
"Cross County, Arkansas",25665.0,05,037,2018
"Drew County, Arkansas",24443.0,05,043,2018
