NAME,B19202I_001E,state,county,year
"Aleutians West Census Area, Alaska",83750.0,02,016,2018
"Wilcox County, Alabama",-666666666.0,01,131,2018
"Denali Borough, Alaska",-666666666.0,02,068,2018
"Kenai Peninsula Borough, Alaska",31806.0,02,122,2018
"Bristol Bay Borough, Alaska",-666666666.0,02,060,2018
"Kodiak Island Borough, Alaska",53603.0,02,150,2018
"Northwest Arctic Borough, Alaska",-666666666.0,02,188,2018
"Bethel Census Area, Alaska",-666666666.0,02,050,2018
"North Slope Borough, Alaska",-666666666.0,02,185,2018
"Sitka City and Borough, Alaska",49620.0,02,220,2018
"Fairbanks North Star Borough, Alaska",38227.0,02,090,2018
"Ketchikan Gateway Borough, Alaska",43333.0,02,130,2018
"Matanuska-Susitna Borough, Alaska",29545.0,02,170,2018
"Nome Census Area, Alaska",-666666666.0,02,180,2018
"Dillingham Census Area, Alaska",73750.0,02,070,2018
"Haines Borough, Alaska",-666666666.0,02,100,2018
"Yakutat City and Borough, Alaska",-666666666.0,02,282,2018
"Juneau City and Borough, Alaska",37819.0,02,110,2018
"Lake and Peninsula Borough, Alaska",-666666666.0,02,164,2018
"Southeast Fairbanks Census Area, Alaska",66250.0,02,240,2018
"Yukon-Koyukuk Census Area, Alaska",-666666666.0,02,290,2018
"Anchorage Municipality, Alaska",50289.0,02,020,2018
"Aleutians East Borough, Alaska",53750.0,02,013,2018
"Skagway Municipality, Alaska",49583.0,02,230,2018
"Prince of Wales-Hyder Census Area, Alaska",-666666666.0,02,198,2018
"Petersburg Borough, Alaska",-666666666.0,02,195,2018
"Kusilvak Census Area, Alaska",-666666666.0,02,158,2018
"Maricopa County, Arizona",35584.0,04,013,2018
"Graham County, Arizona",28145.0,04,009,2018
"Santa Cruz County, Arizona",16650.0,04,023,2018
"La Paz County, Arizona",23661.0,04,012,2018
"Mohave County, Arizona",28903.0,04,015,2018
"Coconino County, Arizona",30204.0,04,005,2018
"Yuma County, Arizona",22673.0,04,027,2018
"Greenlee County, Arizona",33417.0,04,011,2018
"Pinal County, Arizona",28140.0,04,021,2018
"St. Francis County, Arkansas",-666666666.0,05,123,2018
"White County, Arkansas",19924.0,05,145,2018
"Nevada County, Arkansas",-666666666.0,05,099,2018
"Cross County, Arkansas",-666666666.0,05,037,2018
"Drew County, Arkansas",-666666666.0,05,043,2018
"Columbia County, Arkansas",-666666666.0,05,027,2018
"Saline County, Arkansas",58110.0,05,125,2018
"Van Buren County, Arkansas",33281.0,05,141,2018
"Izard County, Arkansas",-666666666.0,05,065,2018
"Lincoln County, Arkansas",-666666666.0,05,079,2018
"Logan County, Arkansas",-666666666.0,05,083,2018
"Crittenden County, Arkansas",36250.0,05,035,2018
"Franklin County, Arkansas",6510.0,05,047,2018
"Pike County, Arkansas",-666666666.0,05,109,2018
"Jefferson County, Arkansas",9844.0,05,069,2018
"Montgomery County, Arkansas",-666666666.0,05,097,2018
"Scott County, Arkansas",-666666666.0,05,127,2018
"Sebastian County, Arkansas",28966.0,05,131,2018
"Benton County, Arkansas",42756.0,05,007,2018
"Chicot County, Arkansas",-666666666.0,05,017,2018
"Johnson County, Arkansas",21339.0,05,071,2018
"Lee County, Arkansas",-666666666.0,05,077,2018
"Pope County, Arkansas",15589.0,05,115,2018
"Desha County, Arkansas",-666666666.0,05,041,2018
"Fulton County, Arkansas",-666666666.0,05,049,2018
"Garland County, Arkansas",12155.0,05,051,2018
"Prairie County, Arkansas",-666666666.0,05,117,2018
"Van Wert County, Ohio",43125.0,39,161,2018
"Washington County, Ohio",-666666666.0,39,167,2018
"Williams County, Ohio",-666666666.0,39,171,2018
"Auglaize County, Ohio",28839.0,39,011,2018
"Columbiana County, Ohio",-666666666.0,39,029,2018
"Darke County, Ohio",39345.0,39,037,2018
"Ottawa County, Ohio",38750.0,39,123,2018
"Fulton County, Ohio",23102.0,39,051,2018
"Hardin County, Ohio",-666666666.0,39,065,2018
"Jackson County, Ohio",-666666666.0,39,079,2018
"Lucas County, Ohio",24840.0,39,095,2018
"Morrow County, Ohio",-666666666.0,39,117,2018
"Noble County, Ohio",-666666666.0,39,121,2018
"Preble County, Ohio",-666666666.0,39,135,2018
"Seneca County, Ohio",21743.0,39,147,2018
"Stark County, Ohio",32332.0,39,151,2018
"Allen County, Ohio",27072.0,39,003,2018
"Coshocton County, Ohio",50000.0,39,031,2018
"Crawford County, Ohio",15489.0,39,033,2018
"Delaware County, Ohio",43750.0,39,041,2018
"Guernsey County, Ohio",-666666666.0,39,059,2018
"Hocking County, Ohio",-666666666.0,39,073,2018
"Mercer County, Ohio",53534.0,39,107,2018
"Ross County, Ohio",-666666666.0,39,141,2018
"Cuyahoga County, Ohio",26533.0,39,035,2018
"Lorain County, Ohio",19882.0,39,093,2018
"Miami County, Ohio",-666666666.0,39,109,2018
"Montgomery County, Ohio",30680.0,39,113,2018
"Trumbull County, Ohio",31125.0,39,155,2018
"Wood County, Ohio",37366.0,39,173,2018
"Ashtabula County, Ohio",-666666666.0,39,007,2018
"Adair County, Oklahoma",-666666666.0,40,001,2018
"Stephens County, Oklahoma",21625.0,40,137,2018
"Cimarron County, Oklahoma",-666666666.0,40,025,2018
"Carter County, Oklahoma",-666666666.0,40,019,2018
"Grant County, Oklahoma",-666666666.0,40,053,2018
"Greer County, Oklahoma",15313.0,40,055,2018
"McClain County, Oklahoma",45296.0,40,087,2018
"McIntosh County, Oklahoma",53000.0,40,091,2018
"Murray County, Oklahoma",-666666666.0,40,099,2018
"Noble County, Oklahoma",-666666666.0,40,103,2018
"Ottawa County, Oklahoma",20000.0,40,115,2018
"Sequoyah County, Oklahoma",50833.0,40,135,2018
"Wagoner County, Oklahoma",56389.0,40,145,2018
"Woods County, Oklahoma",63309.0,40,151,2018
"Caddo County, Oklahoma",31563.0,40,015,2018
"Muskogee County, Oklahoma",51250.0,40,101,2018
"Okfuskee County, Oklahoma",41731.0,40,107,2018
"Bryan County, Oklahoma",21587.0,40,013,2018
"Harper County, Oklahoma",-666666666.0,40,059,2018
"Kay County, Oklahoma",31125.0,40,071,2018
"Craig County, Oklahoma",30625.0,40,035,2018
"Tulsa County, Oklahoma",30376.0,40,143,2018
"Canadian County, Oklahoma",32073.0,40,017,2018
"Harmon County, Oklahoma",-666666666.0,40,057,2018
"Pushmataha County, Oklahoma",21667.0,40,127,2018
"Latimer County, Oklahoma",-666666666.0,40,077,2018
"Osage County, Oklahoma",27500.0,40,113,2018
"Texas County, Oklahoma",32813.0,40,139,2018
"Garfield County, Oklahoma",-666666666.0,40,047,2018
"Johnston County, Oklahoma",-666666666.0,40,069,2018
"Pittsburg County, Oklahoma",37250.0,40,121,2018
"Roger Mills County, Oklahoma",-666666666.0,40,129,2018
"Woodward County, Oklahoma",20042.0,40,153,2018
"Cherokee County, Oklahoma",22284.0,40,021,2018
"Delaware County, Oklahoma",58200.0,40,041,2018
"Ellis County, Oklahoma",-666666666.0,40,045,2018
"Grady County, Oklahoma",25298.0,40,051,2018
"Payne County, Oklahoma",24211.0,40,119,2018
"Pottawatomie County, Oklahoma",20083.0,40,125,2018
"Creek County, Oklahoma",34643.0,40,037,2018
"Tillman County, Oklahoma",21136.0,40,141,2018
"Washita County, Oklahoma",31167.0,40,149,2018
"Cotton County, Oklahoma",-666666666.0,40,033,2018
"Kiowa County, Oklahoma",11420.0,40,075,2018
"Le Flore County, Oklahoma",22188.0,40,079,2018
"McCurtain County, Oklahoma",21667.0,40,089,2018
"Major County, Oklahoma",-666666666.0,40,093,2018
"Mayes County, Oklahoma",37847.0,40,097,2018
"Oklahoma County, Oklahoma",30643.0,40,109,2018
"Custer County, Oklahoma",37791.0,40,039,2018
"Beaver County, Oklahoma",30000.0,40,007,2018
"Love County, Oklahoma",23958.0,40,085,2018
"Beckham County, Oklahoma",-666666666.0,40,009,2018
"Choctaw County, Oklahoma",25500.0,40,023,2018
"Jackson County, Oklahoma",20766.0,40,065,2018
"Lincoln County, Oklahoma",-666666666.0,40,081,2018
"Marion County, Oregon",30914.0,41,047,2018
"Jackson County, Oregon",26821.0,41,029,2018
"Grant County, Oregon",-666666666.0,41,023,2018
"Jefferson County, Oregon",31010.0,41,031,2018
"Clackamas County, Oregon",48241.0,41,005,2018
"Linn County, Oregon",45038.0,41,043,2018
"Tillamook County, Oregon",-666666666.0,41,057,2018
"Baker County, Oregon",-666666666.0,41,001,2018
"Josephine County, Oregon",24944.0,41,033,2018
"Umatilla County, Oregon",16889.0,41,059,2018
"Lincoln County, Oregon",29575.0,41,041,2018
"Columbia County, Oregon",-666666666.0,41,009,2018
"Sherman County, Oregon",-666666666.0,41,055,2018
"Wasco County, Oregon",-666666666.0,41,065,2018
"Lane County, Oregon",29676.0,41,039,2018
"Malheur County, Oregon",16429.0,41,045,2018
"Washington County, Oregon",46576.0,41,067,2018
"Morrow County, Oregon",39313.0,41,049,2018
"Clatsop County, Oregon",46250.0,41,007,2018
"Curry County, Oregon",-666666666.0,41,015,2018
"Gilliam County, Oregon",-666666666.0,41,021,2018
"Lake County, Oregon",16705.0,41,037,2018
"Union County, Oregon",-666666666.0,41,061,2018
"Delaware County, Pennsylvania",33380.0,42,045,2018
"Union County, Pennsylvania",55438.0,42,119,2018
"Wayne County, Pennsylvania",30114.0,42,127,2018
"Dauphin County, Pennsylvania",32802.0,42,043,2018
"Westmoreland County, Pennsylvania",25192.0,42,129,2018
"Forest County, Pennsylvania",-666666666.0,42,053,2018
"Monroe County, Pennsylvania",38490.0,42,089,2018
"Philadelphia County, Pennsylvania",21896.0,42,101,2018
"Blair County, Pennsylvania",18207.0,42,013,2018
"Cambria County, Pennsylvania",26500.0,42,021,2018
"Berks County, Pennsylvania",16866.0,42,011,2018
"Huntingdon County, Pennsylvania",-666666666.0,42,061,2018
"Lawrence County, Pennsylvania",27656.0,42,073,2018
"Mifflin County, Pennsylvania",-666666666.0,42,087,2018
"Cumberland County, Pennsylvania",39274.0,42,041,2018
"Allegheny County, Pennsylvania",33954.0,42,003,2018
"Snyder County, Pennsylvania",-666666666.0,42,109,2018
"Susquehanna County, Pennsylvania",50156.0,42,115,2018
"Crawford County, Pennsylvania",28095.0,42,039,2018
"Erie County, Pennsylvania",12517.0,42,049,2018
"Fulton County, Pennsylvania",-666666666.0,42,057,2018
"Juniata County, Pennsylvania",34167.0,42,067,2018
"Schuylkill County, Pennsylvania",15682.0,42,107,2018
"Wyoming County, Pennsylvania",-666666666.0,42,131,2018
"Adams County, Pennsylvania",29212.0,42,001,2018
"Armstrong County, Pennsylvania",30750.0,42,005,2018
"Clinton County, Pennsylvania",-666666666.0,42,035,2018
"Carbon County, Pennsylvania",13701.0,42,025,2018
"Centre County, Pennsylvania",13413.0,42,027,2018
"Northumberland County, Pennsylvania",30750.0,42,097,2018
"Northampton County, Pennsylvania",22366.0,42,095,2018
"Cameron County, Pennsylvania",-666666666.0,42,023,2018
"Venango County, Pennsylvania",46875.0,42,121,2018
"Beaver County, Pennsylvania",28340.0,42,007,2018
"Bucks County, Pennsylvania",40200.0,42,017,2018
"Lackawanna County, Pennsylvania",28087.0,42,069,2018
"McKean County, Pennsylvania",58125.0,42,083,2018
"Fayette County, Pennsylvania",-666666666.0,42,051,2018
"Montgomery County, Pennsylvania",37218.0,42,091,2018
"Greene County, Pennsylvania",31154.0,42,059,2018
"Lebanon County, Pennsylvania",32813.0,42,075,2018
"Luzerne County, Pennsylvania",26938.0,42,079,2018
"Montour County, Pennsylvania",48636.0,42,093,2018
"Columbia County, Pennsylvania",-666666666.0,42,037,2018
"Butler County, Pennsylvania",38750.0,42,019,2018
"Jefferson County, Pennsylvania",16136.0,42,065,2018
"Lancaster County, Pennsylvania",22762.0,42,071,2018
"Perry County, Pennsylvania",-666666666.0,42,099,2018
"Potter County, Pennsylvania",24167.0,42,105,2018
"Tioga County, Pennsylvania",-666666666.0,42,117,2018
"Providence County, Rhode Island",16717.0,44,007,2018
"Bristol County, Rhode Island",-666666666.0,44,001,2018
"Newport County, Rhode Island",21007.0,44,005,2018
"Aiken County, South Carolina",21424.0,45,003,2018
"Newberry County, South Carolina",21786.0,45,071,2018
"Edgefield County, South Carolina",-666666666.0,45,037,2018
"Clarendon County, South Carolina",35000.0,45,027,2018
"Colleton County, South Carolina",-666666666.0,45,029,2018
"Sumter County, South Carolina",30880.0,45,085,2018
"Lexington County, South Carolina",41507.0,45,063,2018
"Barnwell County, South Carolina",-666666666.0,45,011,2018
"York County, South Carolina",30123.0,45,091,2018
"Berkeley County, South Carolina",50912.0,45,015,2018
"Darlington County, South Carolina",-666666666.0,45,031,2018
"Georgetown County, South Carolina",20284.0,45,043,2018
"Anderson County, South Carolina",33044.0,45,007,2018
"Chesterfield County, South Carolina",-666666666.0,45,025,2018
"Greenwood County, South Carolina",23889.0,45,047,2018
"Horry County, South Carolina",30517.0,45,051,2018
"Kershaw County, South Carolina",-666666666.0,45,055,2018
"Orangeburg County, South Carolina",-666666666.0,45,075,2018
"Abbeville County, South Carolina",-666666666.0,45,001,2018
"Bamberg County, South Carolina",-666666666.0,45,009,2018
"Calhoun County, South Carolina",-666666666.0,45,017,2018
"Dillon County, South Carolina",38750.0,45,033,2018
"Richland County, South Carolina",30366.0,45,079,2018
"Fairfield County, South Carolina",-666666666.0,45,039,2018
"Hampton County, South Carolina",21285.0,45,049,2018
"Greenville County, South Carolina",30507.0,45,045,2018
"Lancaster County, South Carolina",-666666666.0,45,057,2018
"Dorchester County, South Carolina",29523.0,45,035,2018
"Florence County, South Carolina",19417.0,45,041,2018
"Laurens County, South Carolina",-666666666.0,45,059,2018
"McCormick County, South Carolina",-666666666.0,45,065,2018
"Pickens County, South Carolina",22038.0,45,077,2018
"Union County, South Carolina",-666666666.0,45,087,2018
"Williamsburg County, South Carolina",-666666666.0,45,089,2018
"Aurora County, South Dakota",-666666666.0,46,003,2018
"Grant County, South Dakota",-666666666.0,46,051,2018
"Tripp County, South Dakota",-666666666.0,46,123,2018
"Jackson County, South Dakota",-666666666.0,46,071,2018
"Minnehaha County, South Dakota",35509.0,46,099,2018
"Custer County, South Dakota",-666666666.0,46,033,2018
"Hyde County, South Dakota",-666666666.0,46,069,2018
"Clark County, South Dakota",-666666666.0,46,025,2018
"Faulk County, South Dakota",-666666666.0,46,049,2018
"Kingsbury County, South Dakota",-666666666.0,46,077,2018
"Walworth County, South Dakota",-666666666.0,46,129,2018
"Clay County, South Dakota",17008.0,46,027,2018
"Day County, South Dakota",21432.0,46,037,2018
"Douglas County, South Dakota",-666666666.0,46,043,2018
"Harding County, South Dakota",-666666666.0,46,063,2018
"McPherson County, South Dakota",-666666666.0,46,089,2018
"Roberts County, South Dakota",-666666666.0,46,109,2018
"Sully County, South Dakota",-666666666.0,46,119,2018
"Lincoln County, South Dakota",-666666666.0,46,083,2018
"Lake County, South Dakota",-666666666.0,46,079,2018
"Lawrence County, South Dakota",21750.0,46,081,2018
"Codington County, South Dakota",54205.0,46,029,2018
"Butte County, South Dakota",-666666666.0,46,019,2018
"Corson County, South Dakota",-666666666.0,46,031,2018
"Edmunds County, South Dakota",-666666666.0,46,045,2018
"Campbell County, South Dakota",-666666666.0,46,021,2018
"Bennett County, South Dakota",-666666666.0,46,007,2018
"Haakon County, South Dakota",-666666666.0,46,055,2018
"Jones County, South Dakota",-666666666.0,46,075,2018
"Meade County, South Dakota",-666666666.0,46,093,2018
"McCook County, South Dakota",-666666666.0,46,087,2018
"Turner County, South Dakota",-666666666.0,46,125,2018
"Brown County, South Dakota",-666666666.0,46,013,2018
"Hanson County, South Dakota",-666666666.0,46,061,2018
"Mellette County, South Dakota",-666666666.0,46,095,2018
"Perkins County, South Dakota",-666666666.0,46,105,2018
"Pennington County, South Dakota",25457.0,46,103,2018
"Union County, South Dakota",24000.0,46,127,2018
"Miner County, South Dakota",-666666666.0,46,097,2018
"Ziebach County, South Dakota",-666666666.0,46,137,2018
"Deuel County, South Dakota",-666666666.0,46,039,2018
"Bon Homme County, South Dakota",-666666666.0,46,009,2018
"Brule County, South Dakota",-666666666.0,46,015,2018
"Fall River County, South Dakota",-666666666.0,46,047,2018
"Gregory County, South Dakota",-666666666.0,46,053,2018
"Oglala Lakota County, South Dakota",-666666666.0,46,102,2018
"Maury County, Tennessee",70729.0,47,119,2018
"Union County, Tennessee",-666666666.0,47,173,2018
"Montgomery County, Tennessee",40758.0,47,125,2018
"Dickson County, Tennessee",29492.0,47,043,2018
"Morgan County, Tennessee",-666666666.0,47,129,2018
"Grundy County, Tennessee",-666666666.0,47,061,2018
"Monroe County, Tennessee",29363.0,47,123,2018
"Henry County, Tennessee",-666666666.0,47,079,2018
"Cocke County, Tennessee",32593.0,47,029,2018
"Crockett County, Tennessee",-666666666.0,47,033,2018
"DeKalb County, Tennessee",29904.0,47,041,2018
"Lake County, Tennessee",-666666666.0,47,095,2018
"Knox County, Tennessee",27356.0,47,093,2018
"Lewis County, Tennessee",-666666666.0,47,101,2018
"McMinn County, Tennessee",35362.0,47,107,2018
"Marshall County, Tennessee",-666666666.0,47,117,2018
"Obion County, Tennessee",19107.0,47,131,2018
"Rhea County, Tennessee",-666666666.0,47,143,2018
"Scott County, Tennessee",-666666666.0,47,151,2018
"Tipton County, Tennessee",20625.0,47,167,2018
"Anderson County, Tennessee",23684.0,47,001,2018
"Dyer County, Tennessee",-666666666.0,47,045,2018
"Fentress County, Tennessee",-666666666.0,47,049,2018
"Gibson County, Tennessee",20726.0,47,053,2018
"Hamilton County, Tennessee",27151.0,47,065,2018
"Loudon County, Tennessee",30405.0,47,105,2018
"Rutherford County, Tennessee",35382.0,47,149,2018
"Smith County, Tennessee",-666666666.0,47,159,2018
"Wilson County, Tennessee",42580.0,47,189,2018
"Sullivan County, Tennessee",24258.0,47,163,2018
"Warren County, Tennessee",48382.0,47,177,2018
"Washington County, Tennessee",21810.0,47,179,2018
"Benton County, Tennessee",16691.0,47,005,2018
"Campbell County, Tennessee",-666666666.0,47,013,2018
"Cannon County, Tennessee",-666666666.0,47,015,2018
"Fayette County, Tennessee",12391.0,47,047,2018
"Hancock County, Tennessee",-666666666.0,47,067,2018
"Johnson County, Tennessee",-666666666.0,47,091,2018
"Lincoln County, Tennessee",-666666666.0,47,103,2018
"Moore County, Tennessee",-666666666.0,47,127,2018
"Franklin County, Tennessee",35263.0,47,051,2018
"Blount County, Tennessee",26588.0,47,009,2018
"Lawrence County, Tennessee",51296.0,47,099,2018
"Carter County, Tennessee",18984.0,47,019,2018
"Grainger County, Tennessee",-666666666.0,47,057,2018
"Lauderdale County, Tennessee",-666666666.0,47,097,2018
"Marion County, Tennessee",-666666666.0,47,115,2018
"Overton County, Tennessee",-666666666.0,47,133,2018
"Sumner County, Tennessee",22384.0,47,165,2018
"Trousdale County, Tennessee",-666666666.0,47,169,2018
"Williamson County, Tennessee",43854.0,47,187,2018
"Clay County, Tennessee",5903.0,47,027,2018
"Greene County, Tennessee",-666666666.0,47,059,2018
"Shelby County, Tennessee",32066.0,47,157,2018
"Van Buren County, Tennessee",-666666666.0,47,175,2018
"Henderson County, Tennessee",21225.0,47,077,2018
"Hickman County, Tennessee",-666666666.0,47,081,2018
"Jefferson County, Tennessee",-666666666.0,47,089,2018
"Sequatchie County, Tennessee",48397.0,47,153,2018
"Sevier County, Tennessee",16849.0,47,155,2018
"Carroll County, Tennessee",-666666666.0,47,017,2018
"Chester County, Tennessee",-666666666.0,47,023,2018
"Davidson County, Tennessee",38523.0,47,037,2018
"Jackson County, Tennessee",-666666666.0,47,087,2018
"Perry County, Tennessee",-666666666.0,47,135,2018
"Roane County, Tennessee",-666666666.0,47,145,2018
"Meigs County, Tennessee",-666666666.0,47,121,2018
"Hamblen County, Tennessee",23955.0,47,063,2018
"Haywood County, Tennessee",35700.0,47,075,2018
"Erath County, Texas",18969.0,48,143,2018
"Brazoria County, Texas",32357.0,48,039,2018
"Motley County, Texas",-666666666.0,48,345,2018
"Donley County, Texas",-666666666.0,48,129,2018
"Atascosa County, Texas",23165.0,48,013,2018
"Coleman County, Texas",39813.0,48,083,2018
"Nolan County, Texas",16885.0,48,353,2018
"Hudspeth County, Texas",10417.0,48,229,2018
"Medina County, Texas",23578.0,48,325,2018
"Ward County, Texas",36118.0,48,475,2018
"Henderson County, Texas",20334.0,48,213,2018
"Harrison County, Texas",-666666666.0,48,203,2018
"Menard County, Texas",22159.0,48,327,2018
"Lamar County, Texas",21542.0,48,277,2018
"Fayette County, Texas",13107.0,48,149,2018
"Williamson County, Texas",53050.0,48,491,2018
"Polk County, Texas",30221.0,48,373,2018
"Refugio County, Texas",16000.0,48,391,2018
"Caldwell County, Texas",25943.0,48,055,2018
"Wilbarger County, Texas",-666666666.0,48,487,2018
"Reagan County, Texas",53669.0,48,383,2018
"Hale County, Texas",22336.0,48,189,2018
"Shelby County, Texas",17637.0,48,419,2018
"Runnels County, Texas",30353.0,48,399,2018
"San Jacinto County, Texas",29135.0,48,407,2018
"Tom Green County, Texas",26789.0,48,451,2018
"Victoria County, Texas",25000.0,48,469,2018
"Waller County, Texas",36563.0,48,473,2018
"Wichita County, Texas",24806.0,48,485,2018
"Wilson County, Texas",28611.0,48,493,2018
"Hockley County, Texas",25287.0,48,219,2018
"Maverick County, Texas",13958.0,48,323,2018
"Fannin County, Texas",22212.0,48,147,2018
"Midland County, Texas",41463.0,48,329,2018
"Live Oak County, Texas",19345.0,48,297,2018
"Llano County, Texas",31776.0,48,299,2018
"Karnes County, Texas",34005.0,48,255,2018
"Brazos County, Texas",24498.0,48,041,2018
"Cass County, Texas",-666666666.0,48,067,2018
"Gaines County, Texas",26759.0,48,165,2018
"Gray County, Texas",26250.0,48,179,2018
"Madison County, Texas",-666666666.0,48,313,2018
"Jack County, Texas",30378.0,48,237,2018
"Kendall County, Texas",49728.0,48,259,2018
"Bosque County, Texas",31806.0,48,035,2018
"Bexar County, Texas",30510.0,48,029,2018
"Bailey County, Texas",26750.0,48,017,2018
"Baylor County, Texas",15341.0,48,023,2018
"Cameron County, Texas",16255.0,48,061,2018
"Denton County, Texas",42341.0,48,121,2018
"Washington County, Texas",38840.0,48,477,2018
"Morris County, Texas",-666666666.0,48,343,2018
"Stephens County, Texas",16121.0,48,429,2018
"Harris County, Texas",33979.0,48,201,2018
"Andrews County, Texas",41298.0,48,003,2018
"Gillespie County, Texas",-666666666.0,48,171,2018
"Gonzales County, Texas",30257.0,48,177,2018
"Lynn County, Texas",14034.0,48,305,2018
"Young County, Texas",35217.0,48,503,2018
"Zapata County, Texas",11902.0,48,505,2018
"Hood County, Texas",40398.0,48,221,2018
"Hopkins County, Texas",29079.0,48,223,2018
"Ochiltree County, Texas",38322.0,48,357,2018
"King County, Texas",-666666666.0,48,269,2018
"Knox County, Texas",7955.0,48,275,2018
"McLennan County, Texas",20959.0,48,309,2018
"Cherokee County, Texas",32986.0,48,073,2018
"Concho County, Texas",16875.0,48,095,2018
"Delta County, Texas",-666666666.0,48,119,2018
"Edwards County, Texas",10938.0,48,137,2018
"Eastland County, Texas",25083.0,48,133,2018
"Jones County, Texas",27656.0,48,253,2018
"Reeves County, Texas",23750.0,48,389,2018
"Sabine County, Texas",-666666666.0,48,403,2018
"Sherman County, Texas",34821.0,48,421,2018
"Swisher County, Texas",-666666666.0,48,437,2018
"Hunt County, Texas",27103.0,48,231,2018
"Camp County, Texas",21417.0,48,063,2018
"Hansford County, Texas",29239.0,48,195,2018
"Guadalupe County, Texas",34250.0,48,187,2018
"Clay County, Texas",-666666666.0,48,077,2018
"Hill County, Texas",25911.0,48,217,2018
"Nacogdoches County, Texas",31845.0,48,347,2018
"Parmer County, Texas",28920.0,48,369,2018
"Presidio County, Texas",11239.0,48,377,2018
"Val Verde County, Texas",22092.0,48,465,2018
"Ector County, Texas",35144.0,48,135,2018
"Glasscock County, Texas",-666666666.0,48,173,2018
"Grimes County, Texas",31705.0,48,185,2018
"Collin County, Texas",46673.0,48,085,2018
"Angelina County, Texas",20809.0,48,005,2018
"Cottle County, Texas",15455.0,48,101,2018
"Hays County, Texas",30156.0,48,209,2018
"Rockwall County, Texas",49688.0,48,397,2018
"Lipscomb County, Texas",25385.0,48,295,2018
"Matagorda County, Texas",25830.0,48,321,2018
"Pecos County, Texas",25528.0,48,371,2018
"Rusk County, Texas",-666666666.0,48,401,2018
"Throckmorton County, Texas",-666666666.0,48,447,2018
"Walker County, Texas",18974.0,48,471,2018
"Wood County, Texas",-666666666.0,48,499,2018
"Aransas County, Texas",20015.0,48,007,2018
"Childress County, Texas",-666666666.0,48,075,2018
"Coke County, Texas",8844.0,48,081,2018
"Coryell County, Texas",28306.0,48,099,2018
"Hemphill County, Texas",30223.0,48,211,2018
"Moore County, Texas",28061.0,48,341,2018
"Navarro County, Texas",29638.0,48,349,2018
"San Augustine County, Texas",2499.0,48,405,2018
"Shackelford County, Texas",-666666666.0,48,417,2018
"Starr County, Texas",12461.0,48,427,2018
"Upton County, Texas",26000.0,48,461,2018
"Bastrop County, Texas",32635.0,48,021,2018
"Hall County, Texas",16696.0,48,191,2018
"Franklin County, Texas",-666666666.0,48,159,2018
"Frio County, Texas",23482.0,48,163,2018
"Lampasas County, Texas",21333.0,48,281,2018
"Mason County, Texas",-666666666.0,48,319,2018
"Dickens County, Texas",-666666666.0,48,125,2018
"Tarrant County, Texas",35874.0,48,439,2018
"Anderson County, Texas",28538.0,48,001,2018
"Jackson County, Texas",38661.0,48,239,2018
"Milam County, Texas",15357.0,48,331,2018
"Comanche County, Texas",40625.0,48,093,2018
"Brooks County, Texas",15587.0,48,047,2018
"Cass County, Iowa",50625.0,19,029,2018
"Cherokee County, Iowa",-666666666.0,19,035,2018
"Crawford County, Iowa",31442.0,19,047,2018
"Des Moines County, Iowa",28839.0,19,057,2018
"Fayette County, Iowa",-666666666.0,19,065,2018
"Harrison County, Iowa",-666666666.0,19,085,2018
"Kossuth County, Iowa",-666666666.0,19,109,2018
"Mills County, Iowa",-666666666.0,19,129,2018
"Monona County, Iowa",-666666666.0,19,133,2018
"Muscatine County, Iowa",-666666666.0,19,139,2018
"Osceola County, Iowa",-666666666.0,19,143,2018
"Polk County, Iowa",37262.0,19,153,2018
"Webster County, Iowa",-666666666.0,19,187,2018
"Story County, Iowa",32928.0,19,169,2018
"Woodbury County, Iowa",27986.0,19,193,2018
"Black Hawk County, Iowa",-666666666.0,19,013,2018
"Grundy County, Iowa",-666666666.0,19,075,2018
"Jackson County, Iowa",28194.0,19,097,2018
"Jones County, Iowa",-666666666.0,19,105,2018
"Lee County, Iowa",51513.0,19,111,2018
"Mitchell County, Iowa",-666666666.0,19,131,2018
"Warren County, Iowa",41176.0,19,181,2018
"Sac County, Iowa",-666666666.0,19,161,2018
"Plymouth County, Iowa",22500.0,19,149,2018
"Clay County, Iowa",-666666666.0,19,041,2018
"Clinton County, Iowa",18567.0,19,045,2018
"Smith County, Kansas",-666666666.0,20,183,2018
"Grant County, Kansas",22399.0,20,067,2018
"Kingman County, Kansas",53438.0,20,095,2018
"Butler County, Kansas",39038.0,20,015,2018
"Nemaha County, Kansas",-666666666.0,20,131,2018
"Pottawatomie County, Kansas",-666666666.0,20,149,2018
"Cherokee County, Kansas",-666666666.0,20,021,2018
"Lincoln County, Kansas",-666666666.0,20,105,2018
"Sumner County, Kansas",36522.0,20,191,2018
"Trego County, Kansas",-666666666.0,20,195,2018
"Wilson County, Kansas",-666666666.0,20,205,2018
"Woodson County, Kansas",20521.0,20,207,2018
"Ness County, Kansas",-666666666.0,20,135,2018
"Osborne County, Kansas",-666666666.0,20,141,2018
"Bourbon County, Kansas",-666666666.0,20,011,2018
"Hamilton County, Kansas",-666666666.0,20,075,2018
"Kiowa County, Kansas",-666666666.0,20,097,2018
"Shawnee County, Kansas",35234.0,20,177,2018
"Sherman County, Kansas",-666666666.0,20,181,2018
