NAME,B19202H_001E,state,county,year
"Howell County, Missouri",21399.0,29,091,2018
"Johnson County, Missouri",32556.0,29,101,2018
"Laclede County, Missouri",22817.0,29,105,2018
"Maries County, Missouri",23802.0,29,125,2018
"Phelps County, Missouri",24503.0,29,161,2018
"Platte County, Missouri",46778.0,29,165,2018
"St. Francois County, Missouri",23954.0,29,187,2018
"Andrew County, Missouri",29740.0,29,003,2018
"Carroll County, Missouri",26136.0,29,033,2018
"Daviess County, Missouri",26406.0,29,061,2018
"Knox County, Missouri",19364.0,29,103,2018
"Marion County, Missouri",29939.0,29,127,2018
"Osage County, Missouri",28534.0,29,151,2018
"Ripley County, Missouri",18739.0,29,181,2018
"Warren County, Missouri",30293.0,29,219,2018
"Audrain County, Missouri",30501.0,29,007,2018
"Christian County, Missouri",31037.0,29,043,2018
"Greene County, Missouri",27825.0,29,077,2018
"Harrison County, Missouri",21998.0,29,081,2018
"St. Clair County, Missouri",22250.0,29,185,2018
"Adair County, Missouri",19121.0,29,001,2018
"Scotland County, Missouri",19563.0,29,199,2018
"Sullivan County, Missouri",22438.0,29,211,2018
"Clark County, Missouri",24199.0,29,045,2018
"Jefferson County, Missouri",36346.0,29,099,2018
"Lewis County, Missouri",24425.0,29,111,2018
"New Madrid County, Missouri",21949.0,29,143,2018
"Perry County, Missouri",28876.0,29,157,2018
"Ralls County, Missouri",28309.0,29,173,2018
"Ray County, Missouri",29389.0,29,177,2018
"St. Louis County, Missouri",42717.0,29,189,2018
"Stone County, Missouri",26260.0,29,209,2018
"Barry County, Missouri",21842.0,29,009,2018
"Boone County, Missouri",32496.0,29,019,2018
"Cedar County, Missouri",25792.0,29,039,2018
"Crawford County, Missouri",22444.0,29,055,2018
"Iron County, Missouri",23723.0,29,093,2018
"Livingston County, Missouri",27271.0,29,117,2018
"Moniteau County, Missouri",27866.0,29,135,2018
"Oregon County, Missouri",19754.0,29,149,2018
"Dunklin County, Missouri",19471.0,29,069,2018
"Pettis County, Missouri",25725.0,29,159,2018
"Ste. Genevieve County, Missouri",36101.0,29,186,2018
"Randolph County, Missouri",22578.0,29,175,2018
"Franklin County, Missouri",31248.0,29,071,2018
"Howard County, Missouri",31375.0,29,089,2018
"Jackson County, Missouri",39494.0,29,095,2018
"Miller County, Missouri",25139.0,29,131,2018
"Pulaski County, Missouri",35580.0,29,169,2018
"Putnam County, Missouri",23750.0,29,171,2018
"Taney County, Missouri",24759.0,29,213,2018
"Texas County, Missouri",19859.0,29,215,2018
"Buchanan County, Missouri",30412.0,29,021,2018
"Caldwell County, Missouri",27542.0,29,025,2018
"Callaway County, Missouri",32367.0,29,027,2018
"Cass County, Missouri",38018.0,29,037,2018
"Clinton County, Missouri",31739.0,29,049,2018
"Cooper County, Missouri",27583.0,29,053,2018
"Dallas County, Missouri",25054.0,29,059,2018
"Gentry County, Missouri",21667.0,29,075,2018
"Hickory County, Missouri",17136.0,29,085,2018
"Lincoln County, Missouri",31306.0,29,113,2018
"Mississippi County, Missouri",20688.0,29,133,2018
"Monroe County, Missouri",29831.0,29,137,2018
"Newton County, Missouri",29665.0,29,145,2018
"Ozark County, Missouri",19833.0,29,153,2018
"Pike County, Missouri",27532.0,29,163,2018
"St. Charles County, Missouri",43004.0,29,183,2018
"Custer County, Montana",31343.0,30,017,2018
"Hill County, Montana",30016.0,30,041,2018
"Powder River County, Montana",33882.0,30,075,2018
"Park County, Montana",31642.0,30,067,2018
"Roosevelt County, Montana",41625.0,30,085,2018
"Blaine County, Montana",28606.0,30,005,2018
"Liberty County, Montana",30216.0,30,051,2018
"Richland County, Montana",36800.0,30,083,2018
"Teton County, Montana",30343.0,30,099,2018
"Toole County, Montana",23382.0,30,101,2018
"Fallon County, Montana",31139.0,30,025,2018
"Daniels County, Montana",32258.0,30,019,2018
"Judith Basin County, Montana",28456.0,30,045,2018
"Silver Bow County, Montana",25547.0,30,093,2018
"Deer Lodge County, Montana",27894.0,30,023,2018
"Jefferson County, Montana",37375.0,30,043,2018
"McCone County, Montana",35924.0,30,055,2018
"Wheatland County, Montana",34000.0,30,107,2018
"Rosebud County, Montana",30203.0,30,087,2018
"Carter County, Montana",20234.0,30,011,2018
"Dawson County, Montana",39832.0,30,021,2018
"Broadwater County, Montana",39315.0,30,007,2018
"Lake County, Montana",26230.0,30,047,2018
"Pondera County, Montana",31534.0,30,073,2018
"Yellowstone County, Montana",35715.0,30,111,2018
"Ravalli County, Montana",24637.0,30,081,2018
"Valley County, Montana",27134.0,30,105,2018
"Fergus County, Montana",30571.0,30,027,2018
"Mineral County, Montana",21645.0,30,061,2018
"Petroleum County, Montana",34250.0,30,069,2018
"Sanders County, Montana",24803.0,30,089,2018
"Flathead County, Montana",31580.0,30,029,2018
"Wibaux County, Montana",23125.0,30,109,2018
"Meagher County, Montana",26726.0,30,059,2018
"Carbon County, Montana",33175.0,30,009,2018
"Phillips County, Montana",27312.0,30,071,2018
"Adams County, Nebraska",29641.0,31,001,2018
"Lancaster County, Nebraska",36253.0,31,109,2018
"Boone County, Nebraska",35521.0,31,011,2018
"Rock County, Nebraska",35606.0,31,149,2018
"Banner County, Nebraska",21250.0,31,007,2018
"Sherman County, Nebraska",31056.0,31,163,2018
"Richardson County, Nebraska",25625.0,31,147,2018
"Howard County, Nebraska",32050.0,31,093,2018
"Holt County, Nebraska",26582.0,31,089,2018
"Furnas County, Nebraska",25655.0,31,065,2018
"Gosper County, Nebraska",34500.0,31,073,2018
"Saline County, Nebraska",29474.0,31,151,2018
"Sarpy County, Nebraska",44607.0,31,153,2018
"Thurston County, Nebraska",34896.0,31,173,2018
"Washington County, Nebraska",40057.0,31,177,2018
"Boyd County, Nebraska",21406.0,31,015,2018
"Cherry County, Nebraska",30379.0,31,031,2018
"Dodge County, Nebraska",30840.0,31,053,2018
"Fillmore County, Nebraska",29221.0,31,059,2018
"Garden County, Nebraska",29853.0,31,069,2018
"Hooker County, Nebraska",31250.0,31,091,2018
"Morrill County, Nebraska",31016.0,31,123,2018
"Nemaha County, Nebraska",30016.0,31,127,2018
"Seward County, Nebraska",34609.0,31,159,2018
"Thomas County, Nebraska",26042.0,31,171,2018
"Dakota County, Nebraska",29137.0,31,043,2018
"Webster County, Nebraska",22569.0,31,181,2018
"Antelope County, Nebraska",26667.0,31,003,2018
"Butler County, Nebraska",35227.0,31,023,2018
"Clay County, Nebraska",32750.0,31,035,2018
"Custer County, Nebraska",30460.0,31,041,2018
"Gage County, Nebraska",30015.0,31,067,2018
"Hamilton County, Nebraska",35714.0,31,081,2018
"Kearney County, Nebraska",31920.0,31,099,2018
"Keith County, Nebraska",25443.0,31,101,2018
"Madison County, Nebraska",30256.0,31,119,2018
"Perkins County, Nebraska",26824.0,31,135,2018
"Saunders County, Nebraska",38505.0,31,155,2018
"Wayne County, Nebraska",27357.0,31,179,2018
"Keya Paha County, Nebraska",30750.0,31,103,2018
"Knox County, Nebraska",28284.0,31,107,2018
"Lincoln County, Nebraska",30006.0,31,111,2018
"Pierce County, Nebraska",29200.0,31,139,2018
"Sioux County, Nebraska",28750.0,31,165,2018
"Cass County, Nebraska",36833.0,31,025,2018
"Dixon County, Nebraska",26270.0,31,051,2018
"Dundy County, Nebraska",30781.0,31,057,2018
"Greeley County, Nebraska",27969.0,31,077,2018
"Hall County, Nebraska",34937.0,31,079,2018
"Otoe County, Nebraska",32039.0,31,131,2018
"Red Willow County, Nebraska",25317.0,31,145,2018
"Dawes County, Nebraska",31697.0,31,045,2018
"Cheyenne County, Nebraska",35643.0,31,033,2018
"Dawson County, Nebraska",27571.0,31,047,2018
"Valley County, Nebraska",23194.0,31,175,2018
"McPherson County, Nebraska",-666666666.0,31,117,2018
"Nance County, Nebraska",22500.0,31,125,2018
"Stanton County, Nebraska",39323.0,31,167,2018
"Harlan County, Nebraska",32014.0,31,083,2018
"Blaine County, Nebraska",31875.0,31,009,2018
"Buffalo County, Nebraska",31693.0,31,019,2018
"Deuel County, Nebraska",26000.0,31,049,2018
"Hitchcock County, Nebraska",27426.0,31,087,2018
"Platte County, Nebraska",32206.0,31,141,2018
"Thayer County, Nebraska",31310.0,31,169,2018
"Box Butte County, Nebraska",31852.0,31,013,2018
"Churchill County, Nevada",37173.0,32,001,2018
"Douglas County, Nevada",42918.0,32,005,2018
"Pershing County, Nevada",32625.0,32,027,2018
"Esmeralda County, Nevada",33333.0,32,009,2018
"Humboldt County, Nevada",48125.0,32,013,2018
"Mineral County, Nevada",21493.0,32,021,2018
"White Pine County, Nevada",41384.0,32,033,2018
"Elko County, Nevada",55668.0,32,007,2018
"Lincoln County, Nevada",36080.0,32,017,2018
"Nye County, Nevada",27994.0,32,023,2018
"Storey County, Nevada",41800.0,32,029,2018
"Washoe County, Nevada",40234.0,32,031,2018
"Clark County, Nevada",41397.0,32,003,2018
"Carson City, Nevada",32658.0,32,510,2018
"Lyon County, Nevada",35633.0,32,019,2018
"Cheshire County, New Hampshire",34967.0,33,005,2018
"Merrimack County, New Hampshire",38273.0,33,013,2018
"Grafton County, New Hampshire",40449.0,33,009,2018
"Rockingham County, New Hampshire",50097.0,33,015,2018
"Belknap County, New Hampshire",36596.0,33,001,2018
"Sullivan County, New Hampshire",29657.0,33,019,2018
"Hillsborough County, New Hampshire",45777.0,33,011,2018
"Strafford County, New Hampshire",38932.0,33,017,2018
"Coos County, New Hampshire",27806.0,33,007,2018
"Carroll County, New Hampshire",32757.0,33,003,2018
"Monmouth County, New Jersey",52174.0,34,025,2018
"Sussex County, New Jersey",53136.0,34,037,2018
"Cumberland County, New Jersey",33839.0,34,011,2018
"Essex County, New Jersey",50429.0,34,013,2018
"Ocean County, New Jersey",36733.0,34,029,2018
"Gloucester County, New Jersey",42938.0,34,015,2018
"Salem County, New Jersey",39041.0,34,033,2018
"Passaic County, New Jersey",46568.0,34,031,2018
"Camden County, New Jersey",41469.0,34,007,2018
"Bergen County, New Jersey",48588.0,34,003,2018
"Warren County, New Jersey",45892.0,34,041,2018
"Hudson County, New Jersey",73483.0,34,017,2018
"Burlington County, New Jersey",48404.0,34,005,2018
"Morris County, New Jersey",58397.0,34,027,2018
"Rio Arriba County, New Mexico",,35,039,2018
"San Miguel County, New Mexico",30521.0,35,047,2018
"Torrance County, New Mexico",17987.0,35,057,2018
"Otero County, New Mexico",30529.0,35,035,2018
"Cibola County, New Mexico",25341.0,35,006,2018
"Guadalupe County, New Mexico",15313.0,35,019,2018
"Catron County, New Mexico",26912.0,35,003,2018
"Grant County, New Mexico",24145.0,35,017,2018
"Luna County, New Mexico",23442.0,35,029,2018
"McKinley County, New Mexico",31504.0,35,031,2018
"Taos County, New Mexico",33542.0,35,055,2018
"Colfax County, New Mexico",24770.0,35,007,2018
"Eddy County, New Mexico",37176.0,35,015,2018
"Mora County, New Mexico",-666666666.0,35,033,2018
"Quay County, New Mexico",21526.0,35,037,2018
"Lincoln County, New Mexico",27201.0,35,027,2018
"Lea County, New Mexico",33599.0,35,025,2018
"Santa Fe County, New Mexico",47237.0,35,049,2018
"Sierra County, New Mexico",20250.0,35,051,2018
"Socorro County, New Mexico",27880.0,35,053,2018
"Doña Ana County, New Mexico",27455.0,35,013,2018
"Schoharie County, New York",32611.0,36,095,2018
"Onondaga County, New York",38781.0,36,067,2018
"Clinton County, New York",32769.0,36,019,2018
"Seneca County, New York",31704.0,36,099,2018
"Putnam County, New York",51420.0,36,079,2018
"Franklin County, New York",29676.0,36,033,2018
"Ontario County, New York",38201.0,36,069,2018
"Queens County, New York",51397.0,36,081,2018
"Steuben County, New York",30085.0,36,101,2018
"Hamilton County, New York",30313.0,36,041,2018
"Washington County, New York",29783.0,36,115,2018
"Chautauqua County, New York",27072.0,36,013,2018
"Kings County, New York",60005.0,36,047,2018
"New York County, New York",91862.0,36,061,2018
"Tioga County, New York",30407.0,36,107,2018
"Cayuga County, New York",35677.0,36,011,2018
"Orleans County, New York",35583.0,36,073,2018
"Saratoga County, New York",48247.0,36,091,2018
"Rockland County, New York",51800.0,36,087,2018
"Columbia County, New York",38245.0,36,021,2018
"Lewis County, New York",34970.0,36,049,2018
"Niagara County, New York",32065.0,36,063,2018
"Westchester County, New York",53886.0,36,119,2018
"Delaware County, New York",28113.0,36,025,2018
"Essex County, New York",32955.0,36,031,2018
"Montgomery County, New York",30402.0,36,057,2018
"Nassau County, New York",51577.0,36,059,2018
"Richmond County, New York",41479.0,36,085,2018
"Schuyler County, New York",31027.0,36,097,2018
"Tompkins County, New York",38222.0,36,109,2018
"Chenango County, New York",28539.0,36,017,2018
"Cortland County, New York",30819.0,36,023,2018
"Jefferson County, New York",32286.0,36,045,2018
"Oneida County, New York",32464.0,36,065,2018
"Suffolk County, New York",49968.0,36,103,2018
"Wyoming County, New York",32004.0,36,121,2018
"Chemung County, New York",31037.0,36,015,2018
"Oswego County, New York",32640.0,36,075,2018
"Otsego County, New York",31375.0,36,077,2018
"Wayne County, New York",33151.0,36,117,2018
"Albany County, New York",45159.0,36,001,2018
"Broome County, New York",30880.0,36,007,2018
"Erie County, New York",37177.0,36,029,2018
"Madison County, New York",33962.0,36,053,2018
"Sullivan County, New York",33090.0,36,105,2018
"Mitchell County, North Carolina",21788.0,37,121,2018
"Genesee County, New York",31895.0,36,037,2018
"Orange County, New York",42104.0,36,071,2018
"Greene County, North Carolina",24413.0,37,079,2018
"Chowan County, North Carolina",39167.0,37,041,2018
"Caldwell County, North Carolina",21653.0,37,027,2018
"Catawba County, North Carolina",29088.0,37,035,2018
"Craven County, North Carolina",35164.0,37,049,2018
"Edgecombe County, North Carolina",20545.0,37,065,2018
"Harnett County, North Carolina",31922.0,37,085,2018
"Henderson County, North Carolina",32148.0,37,089,2018
"Hyde County, North Carolina",19583.0,37,095,2018
"Mecklenburg County, North Carolina",53884.0,37,119,2018
"Northampton County, North Carolina",33375.0,37,131,2018
"Rowan County, North Carolina",28155.0,37,159,2018
"Vance County, North Carolina",22856.0,37,181,2018
"Currituck County, North Carolina",35399.0,37,053,2018
"Union County, North Carolina",37013.0,37,179,2018
"Forsyth County, North Carolina",37285.0,37,067,2018
"Nash County, North Carolina",27256.0,37,127,2018
"Bladen County, North Carolina",22604.0,37,017,2018
"Dare County, North Carolina",38281.0,37,055,2018
"Warren County, North Carolina",30288.0,37,185,2018
"Wilson County, North Carolina",29903.0,37,195,2018
"Bertie County, North Carolina",21242.0,37,015,2018
"Gates County, North Carolina",40014.0,37,073,2018
"Graham County, North Carolina",20690.0,37,075,2018
"Martin County, North Carolina",27670.0,37,117,2018
"Madison County, North Carolina",22429.0,37,115,2018
"Pamlico County, North Carolina",29688.0,37,137,2018
"Perquimans County, North Carolina",33487.0,37,143,2018
"Polk County, North Carolina",33750.0,37,149,2018
"Randolph County, North Carolina",25802.0,37,151,2018
"Rockingham County, North Carolina",25635.0,37,157,2018
"Stokes County, North Carolina",22700.0,37,169,2018
"Washington County, North Carolina",33036.0,37,187,2018
"Camden County, North Carolina",34958.0,37,029,2018
"Clay County, North Carolina",25975.0,37,043,2018
"Cumberland County, North Carolina",36018.0,37,051,2018
"Gaston County, North Carolina",28717.0,37,071,2018
"Guilford County, North Carolina",37861.0,37,081,2018
"Jackson County, North Carolina",27049.0,37,099,2018
"Moore County, North Carolina",35509.0,37,125,2018
"Robeson County, North Carolina",22981.0,37,155,2018
"Stanly County, North Carolina",29081.0,37,167,2018
"Wake County, North Carolina",51624.0,37,183,2018
"Yancey County, North Carolina",23660.0,37,199,2018
"Chatham County, North Carolina",37172.0,37,037,2018
"McDowell County, North Carolina",23295.0,37,111,2018
"Johnston County, North Carolina",33687.0,37,101,2018
"Jones County, North Carolina",19917.0,37,103,2018
"Person County, North Carolina",32078.0,37,145,2018
"Brunswick County, North Carolina",32382.0,37,019,2018
"Ashe County, North Carolina",20431.0,37,009,2018
"Beaufort County, North Carolina",25082.0,37,013,2018
"Lenoir County, North Carolina",25076.0,37,107,2018
"Rutherford County, North Carolina",22099.0,37,161,2018
"Lincoln County, North Carolina",30886.0,37,109,2018
"Onslow County, North Carolina",36974.0,37,133,2018
"Orange County, North Carolina",39797.0,37,135,2018
"Sampson County, North Carolina",24392.0,37,163,2018
"Yadkin County, North Carolina",25226.0,37,197,2018
"Avery County, North Carolina",21155.0,37,011,2018
"Burke County, North Carolina",24696.0,37,023,2018
"Caswell County, North Carolina",25259.0,37,033,2018
"Davie County, North Carolina",32995.0,37,059,2018
"Duplin County, North Carolina",22246.0,37,061,2018
"Durham County, North Carolina",50712.0,37,063,2018
"Lee County, North Carolina",33287.0,37,105,2018
"New Hanover County, North Carolina",37242.0,37,129,2018
"Wayne County, North Carolina",28750.0,37,191,2018
"Scotland County, North Carolina",22127.0,37,165,2018
"Halifax County, North Carolina",24684.0,37,083,2018
"Alamance County, North Carolina",28692.0,37,001,2018
"Burke County, North Dakota",40227.0,38,013,2018
"Mountrail County, North Dakota",46483.0,38,061,2018
"Williams County, North Dakota",60865.0,38,105,2018
"Billings County, North Dakota",43750.0,38,007,2018
"Kidder County, North Dakota",27750.0,38,043,2018
"Cavalier County, North Dakota",39554.0,38,019,2018
"Grant County, North Dakota",29602.0,38,037,2018
"Pembina County, North Dakota",30647.0,38,067,2018
"Steele County, North Dakota",45313.0,38,091,2018
"Hettinger County, North Dakota",30298.0,38,041,2018
"LaMoure County, North Dakota",43958.0,38,045,2018
"Morton County, North Dakota",40253.0,38,059,2018
"Cass County, North Dakota",39687.0,38,017,2018
"Dunn County, North Dakota",39779.0,38,025,2018
"Emmons County, North Dakota",21917.0,38,029,2018
"McIntosh County, North Dakota",32200.0,38,051,2018
"Nelson County, North Dakota",31295.0,38,063,2018
"Richland County, North Dakota",33250.0,38,077,2018
"Rolette County, North Dakota",30549.0,38,079,2018
"Walsh County, North Dakota",32556.0,38,099,2018
"Adams County, North Dakota",22614.0,38,001,2018
"Bottineau County, North Dakota",33661.0,38,009,2018
"Barnes County, North Dakota",31906.0,38,003,2018
"Eddy County, North Dakota",30881.0,38,027,2018
"Grand Forks County, North Dakota",31840.0,38,035,2018
"McKenzie County, North Dakota",63766.0,38,053,2018
"Mercer County, North Dakota",42530.0,38,057,2018
"McLean County, North Dakota",39000.0,38,055,2018
"Pierce County, North Dakota",27386.0,38,069,2018
"Ransom County, North Dakota",37193.0,38,073,2018
"Sioux County, North Dakota",36563.0,38,085,2018
"Bowman County, North Dakota",31250.0,38,011,2018
"Golden Valley County, North Dakota",34286.0,38,033,2018
"Logan County, North Dakota",36190.0,38,047,2018
"Towner County, North Dakota",26477.0,38,095,2018
"Stutsman County, North Dakota",36350.0,38,093,2018
"Divide County, North Dakota",24792.0,38,023,2018
"Foster County, North Dakota",38603.0,38,031,2018
"Sargent County, North Dakota",42125.0,38,081,2018
"Slope County, North Dakota",53125.0,38,087,2018
"Stark County, North Dakota",48715.0,38,089,2018
"Gallia County, Ohio",23782.0,39,053,2018
"Huron County, Ohio",30205.0,39,077,2018
"Athens County, Ohio",21964.0,39,009,2018
"Adams County, Ohio",17253.0,39,001,2018
"Medina County, Ohio",38248.0,39,103,2018
"Union County, Ohio",40941.0,39,159,2018
"Champaign County, Ohio",35171.0,39,021,2018
"Paulding County, Ohio",26985.0,39,125,2018
"Greene County, Ohio",39537.0,39,057,2018
"Franklin County, Ohio",46724.0,39,049,2018
"Marion County, Ohio",26892.0,39,101,2018
"Morgan County, Ohio",21023.0,39,115,2018
"Wayne County, Ohio",30973.0,39,169,2018
"Wyandot County, Ohio",28785.0,39,175,2018
"Butler County, Ohio",33570.0,39,017,2018
"Harrison County, Ohio",26237.0,39,067,2018
"Knox County, Ohio",30708.0,39,083,2018
"Richland County, Ohio",29800.0,39,139,2018
"Vinton County, Ohio",21831.0,39,163,2018
"Hancock County, Ohio",32077.0,39,063,2018
"Fairfield County, Ohio",31943.0,39,045,2018
"Defiance County, Ohio",34726.0,39,039,2018
"Henry County, Ohio",33690.0,39,069,2018
"Jefferson County, Ohio",25783.0,39,081,2018
"Putnam County, Ohio",32432.0,39,137,2018
"Clinton County, Ohio",29000.0,39,027,2018
"Fayette County, Ohio",29137.0,39,047,2018
"Pickaway County, Ohio",33383.0,39,129,2018
"Logan County, Ohio",31296.0,39,091,2018
"Summit County, Ohio",35770.0,39,153,2018
"Sandusky County, Ohio",30994.0,39,143,2018
"Shelby County, Ohio",34270.0,39,149,2018
"Cottonwood County, Minnesota",32654.0,27,033,2018
"Scott County, Minnesota",50132.0,27,139,2018
"Dodge County, Minnesota",39734.0,27,039,2018
"Wabasha County, Minnesota",34042.0,27,157,2018
"Pipestone County, Minnesota",27889.0,27,117,2018
"Crow Wing County, Minnesota",28750.0,27,035,2018
"Norman County, Minnesota",30291.0,27,107,2018
"Wright County, Minnesota",40557.0,27,171,2018
"Nicollet County, Minnesota",38410.0,27,103,2018
"Douglas County, Minnesota",33580.0,27,041,2018
"Grant County, Minnesota",31577.0,27,051,2018
"Kittson County, Minnesota",36346.0,27,069,2018
"Le Sueur County, Minnesota",38995.0,27,079,2018
"Mahnomen County, Minnesota",28173.0,27,087,2018
"Chisago County, Minnesota",44643.0,27,025,2018
"Redwood County, Minnesota",32238.0,27,127,2018
"Yellow Medicine County, Minnesota",32470.0,27,173,2018
"Todd County, Minnesota",26915.0,27,153,2018
"Beltrami County, Minnesota",32365.0,27,007,2018
"Blue Earth County, Minnesota",33663.0,27,013,2018
"Houston County, Minnesota",34565.0,27,055,2018
"Lac qui Parle County, Minnesota",28867.0,27,073,2018
"Lake of the Woods County, Minnesota",30341.0,27,077,2018
"Otter Tail County, Minnesota",31049.0,27,111,2018
"Waseca County, Minnesota",35758.0,27,161,2018
"St. Louis County, Minnesota",31520.0,27,137,2018
"Anoka County, Minnesota",46327.0,27,003,2018
"Stearns County, Minnesota",36204.0,27,145,2018
"Lincoln County, Minnesota",25719.0,27,081,2018
"Marshall County, Minnesota",32254.0,27,089,2018
"Mille Lacs County, Minnesota",31577.0,27,095,2018
"Washington County, Minnesota",51492.0,27,163,2018
"Carlton County, Minnesota",34714.0,27,017,2018
"Kanabec County, Minnesota",31250.0,27,065,2018
"Koochiching County, Minnesota",28384.0,27,071,2018
"Red Lake County, Minnesota",29688.0,27,125,2018
"Morrison County, Minnesota",27601.0,27,097,2018
"Rice County, Minnesota",35840.0,27,131,2018
"Steele County, Minnesota",35296.0,27,147,2018
"Aitkin County, Minnesota",25477.0,27,001,2018
"Faribault County, Minnesota",28984.0,27,043,2018
"Murray County, Minnesota",33340.0,27,101,2018
"Kandiyohi County, Minnesota",35327.0,27,067,2018
"Lake County, Minnesota",39719.0,27,075,2018
"Rock County, Minnesota",27188.0,27,133,2018
"Sibley County, Minnesota",35461.0,27,143,2018
"Traverse County, Minnesota",31389.0,27,155,2018
"Becker County, Minnesota",31479.0,27,005,2018
"Hennepin County, Minnesota",50951.0,27,053,2018
"Brown County, Minnesota",31741.0,27,015,2018
"Chippewa County, Minnesota",33023.0,27,023,2018
"Clearwater County, Minnesota",30282.0,27,029,2018
"Hubbard County, Minnesota",30413.0,27,057,2018
"Isanti County, Minnesota",40287.0,27,059,2018
"Martin County, Minnesota",31563.0,27,091,2018
"Mower County, Minnesota",25088.0,27,099,2018
"Pine County, Minnesota",27110.0,27,115,2018
"Olmsted County, Minnesota",42155.0,27,109,2018
"Wadena County, Minnesota",26204.0,27,159,2018
"Benton County, Minnesota",31813.0,27,009,2018
"Freeborn County, Minnesota",33988.0,27,047,2018
"McLeod County, Minnesota",36938.0,27,085,2018
"Pope County, Minnesota",33397.0,27,121,2018
"Stevens County, Minnesota",31708.0,27,149,2018
"Swift County, Minnesota",27019.0,27,151,2018
"Holmes County, Mississippi",21442.0,28,051,2018
"Amite County, Mississippi",20313.0,28,005,2018
