NAME,B19301A_001E,state,county,year,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,B19301H_001E,B19301I_001E,B19301_001E
"Sioux County, Nebraska",28280.0,31,165,2018,,,,,,,28406.0,,26951.0
"Cass County, Nebraska",33564.0,31,25,2018,14042.0,37013.0,30175.0,26342.0,24716.0,23219.0,33813.0,26076.0,33178.0
"Dixon County, Nebraska",27429.0,31,51,2018,13850.0,16060.0,,,19498.0,6989.0,28860.0,15610.0,26757.0
"Dundy County, Nebraska",25522.0,31,57,2018,,,,,,85140.0,28399.0,10185.0,25790.0
"Greeley County, Nebraska",26260.0,31,77,2018,,,17390.0,,38520.0,25179.0,26524.0,15552.0,26159.0
"Hall County, Nebraska",28405.0,31,79,2018,32061.0,18956.0,39824.0,17421.0,15079.0,10241.0,32135.0,15682.0,27421.0
"Otoe County, Nebraska",30114.0,31,131,2018,22082.0,11476.0,,,16827.0,9794.0,30968.0,16245.0,29229.0
"Red Willow County, Nebraska",26057.0,31,145,2018,4193.0,,30605.0,,8719.0,10679.0,26659.0,12502.0,25456.0
"Dawes County, Nebraska",27345.0,31,45,2018,15752.0,17207.0,5661.0,,,15098.0,26188.0,42707.0,26021.0
"Cheyenne County, Nebraska",33225.0,31,33,2018,18730.0,16605.0,20425.0,,9254.0,8680.0,34105.0,17519.0,32321.0
"Dawson County, Nebraska",26969.0,31,47,2018,17188.0,22694.0,10818.0,,11664.0,8406.0,31862.0,16156.0,25590.0
"Valley County, Nebraska",28790.0,31,175,2018,,,,,,14795.0,29136.0,17860.0,28587.0
"McPherson County, Nebraska",27167.0,31,117,2018,,,,,,,27223.0,,26384.0
"Nance County, Nebraska",29831.0,31,125,2018,,,,,,,29806.0,30259.0,29711.0
"Stanton County, Nebraska",32034.0,31,167,2018,22962.0,,34346.0,,,,32919.0,16676.0,31686.0
"Harlan County, Nebraska",27190.0,31,83,2018,98493.0,26305.0,32358.0,,23387.0,5859.0,27372.0,17991.0,27421.0
"Blaine County, Nebraska",26767.0,31,9,2018,,,,,,,26767.0,,26767.0
"Buffalo County, Nebraska",31197.0,31,19,2018,14864.0,15083.0,33096.0,,18106.0,9432.0,32131.0,15472.0,30184.0
"Deuel County, Nebraska",28030.0,31,49,2018,,19279.0,23254.0,,,27654.0,29196.0,10132.0,27397.0
"Hitchcock County, Nebraska",26985.0,31,87,2018,,,,,,13080.0,27170.0,8371.0,26917.0
"Platte County, Nebraska",30274.0,31,141,2018,30270.0,20953.0,26597.0,,19438.0,15206.0,33340.0,15928.0,29847.0
"Thayer County, Nebraska",29259.0,31,169,2018,9326.0,8935.0,,,13624.0,15240.0,29465.0,16003.0,28793.0
"Box Butte County, Nebraska",30044.0,31,13,2018,27479.0,14702.0,,,24987.0,13050.0,31461.0,21402.0,28835.0
"Churchill County, Nevada",28376.0,32,1,2018,18088.0,20009.0,20080.0,15486.0,10698.0,15288.0,29992.0,16045.0,26606.0
"Douglas County, Nevada",38180.0,32,5,2018,12160.0,18193.0,38919.0,22786.0,16740.0,22682.0,39885.0,19366.0,36390.0
"Pershing County, Nevada",22403.0,32,27,2018,4276.0,9714.0,10686.0,,5903.0,1389.0,25097.0,9242.0,19330.0
"Esmeralda County, Nevada",24600.0,32,9,2018,,,,,29726.0,,27594.0,12966.0,24713.0
"Humboldt County, Nevada",31913.0,32,13,2018,29467.0,13887.0,32620.0,,23977.0,28655.0,35356.0,22223.0,30516.0
"Mineral County, Nevada",27125.0,32,21,2018,9969.0,13838.0,11331.0,,23331.0,19618.0,27850.0,19331.0,22897.0
"White Pine County, Nevada",27837.0,32,33,2018,5837.0,22357.0,64377.0,3193.0,16327.0,10259.0,29681.0,17686.0,26412.0
"Elko County, Nevada",35058.0,32,7,2018,17094.0,18547.0,26959.0,5588.0,21074.0,28269.0,38409.0,22972.0,33091.0
"Lincoln County, Nevada",26568.0,32,17,2018,3679.0,,,,10288.0,25470.0,27424.0,6628.0,25304.0
"Nye County, Nevada",26217.0,32,23,2018,23526.0,21419.0,14941.0,22894.0,16801.0,24177.0,26730.0,18610.0,25092.0
"Storey County, Nevada",37839.0,32,29,2018,17544.0,43821.0,36950.0,,,11258.0,38843.0,19067.0,35887.0
"Washoe County, Nevada",36501.0,32,31,2018,25066.0,23821.0,31062.0,20272.0,17979.0,18162.0,40887.0,18262.0,33546.0
"Clark County, Nevada",33740.0,32,3,2018,22133.0,20981.0,31163.0,22157.0,17024.0,18502.0,39226.0,18378.0,29256.0
"Carson City, Nevada",31757.0,32,510,2018,13791.0,24483.0,37011.0,40830.0,16127.0,28514.0,34452.0,17983.0,29767.0
"Lyon County, Nevada",28050.0,32,19,2018,31448.0,14974.0,24026.0,38655.0,23497.0,13453.0,29245.0,19450.0,26855.0
"Cheshire County, New Hampshire",34793.0,33,5,2018,14542.0,14856.0,36642.0,,17008.0,14059.0,34950.0,15873.0,34136.0
"Merrimack County, New Hampshire",36991.0,33,13,2018,18392.0,13368.0,30277.0,,22118.0,17103.0,37221.0,22066.0,36148.0
"Grafton County, New Hampshire",37718.0,33,9,2018,16879.0,20914.0,26828.0,32720.0,16345.0,21081.0,37974.0,20034.0,36619.0
"Rockingham County, New Hampshire",45755.0,33,15,2018,44149.0,57528.0,43563.0,,33496.0,24237.0,46089.0,29944.0,45242.0
"Belknap County, New Hampshire",35783.0,33,1,2018,16707.0,25833.0,39535.0,,,20541.0,35969.0,24989.0,35382.0
"Sullivan County, New Hampshire",31836.0,33,19,2018,27460.0,27188.0,49475.0,,15908.0,15798.0,32018.0,15346.0,31668.0
"Hillsborough County, New Hampshire",40431.0,33,11,2018,23119.0,36474.0,41685.0,29030.0,31171.0,23080.0,41430.0,22455.0,39478.0
"Strafford County, New Hampshire",34838.0,33,17,2018,22205.0,25972.0,31990.0,,15470.0,18163.0,35008.0,24456.0,34161.0
"Coos County, New Hampshire",27603.0,33,7,2018,5706.0,8879.0,26421.0,,7933.0,12652.0,27911.0,10751.0,26535.0
"Carroll County, New Hampshire",36284.0,33,3,2018,5806.0,18074.0,57972.0,,5897.0,20821.0,36296.0,33978.0,36033.0
"Monmouth County, New Jersey",52188.0,34,25,2018,28182.0,30528.0,53979.0,24293.0,20042.0,19837.0,54340.0,26188.0,48959.0
"Sussex County, New Jersey",43316.0,34,37,2018,34449.0,52896.0,49014.0,,25202.0,18029.0,43994.0,32354.0,42639.0
"Cumberland County, New Jersey",27251.0,34,11,2018,17872.0,19711.0,25650.0,,13127.0,17361.0,32508.0,14660.0,23946.0
"Essex County, New Jersey",52915.0,34,13,2018,23676.0,22173.0,53345.0,84977.0,18793.0,26349.0,63149.0,21871.0,37141.0
"Ocean County, New Jersey",35440.0,34,29,2018,31508.0,14990.0,41920.0,1897.0,18591.0,18305.0,36299.0,22247.0,34784.0
"Gloucester County, New Jersey",39952.0,34,15,2018,29930.0,56614.0,36887.0,33574.0,22094.0,19015.0,40249.0,26631.0,37888.0
"Salem County, New Jersey",35920.0,34,33,2018,19606.0,21018.0,25688.0,,17006.0,10727.0,37558.0,15143.0,32526.0
"Passaic County, New Jersey",36491.0,34,31,2018,22099.0,20905.0,35755.0,11321.0,17250.0,19190.0,43897.0,19202.0,30800.0
"Camden County, New Jersey",40325.0,34,7,2018,24635.0,13264.0,37124.0,17480.0,16208.0,16360.0,42375.0,17453.0,34280.0
"Bergen County, New Jersey",51880.0,34,3,2018,36661.0,30966.0,46415.0,59100.0,25614.0,26767.0,56623.0,31099.0,48426.0
"Warren County, New Jersey",39472.0,34,41,2018,33989.0,26231.0,34311.0,27593.0,16248.0,15404.0,40402.0,23875.0,38132.0
"Hudson County, New Jersey",42705.0,34,17,2018,26658.0,24425.0,50568.0,16732.0,19935.0,26178.0,59868.0,22323.0,38147.0
"Burlington County, New Jersey",45168.0,34,5,2018,31259.0,28510.0,47770.0,20458.0,24935.0,20290.0,46100.0,26722.0,41517.0
"Morris County, New Jersey",58604.0,34,27,2018,40034.0,38044.0,52937.0,65375.0,24406.0,25056.0,62178.0,30806.0,55826.0
"Rio Arriba County, New Mexico",,35,39,2018,,,,,,,,,
"San Miguel County, New Mexico",23262.0,35,47,2018,8556.0,14892.0,16933.0,,17244.0,12541.0,27315.0,19164.0,20285.0
"Torrance County, New Mexico",20525.0,35,57,2018,11729.0,7209.0,21789.0,,14578.0,19159.0,23572.0,16293.0,20072.0
"Otero County, New Mexico",24800.0,35,35,2018,17264.0,12177.0,22341.0,10217.0,11801.0,15218.0,29533.0,15411.0,22477.0
"Cibola County, New Mexico",23248.0,35,6,2018,61464.0,13070.0,9717.0,,17033.0,8502.0,26817.0,18743.0,18514.0
"Guadalupe County, New Mexico",19032.0,35,19,2018,4254.0,20492.0,,,13743.0,9043.0,19199.0,17923.0,17930.0
"Catron County, New Mexico",20740.0,35,3,2018,,,,,24388.0,,22607.0,12350.0,20767.0
"Grant County, New Mexico",25935.0,35,17,2018,5964.0,7113.0,41422.0,,17718.0,5285.0,33759.0,18229.0,24913.0
"Luna County, New Mexico",16686.0,35,29,2018,23890.0,8717.0,19971.0,,12172.0,12400.0,24250.0,12869.0,16496.0
"McKinley County, New Mexico",31606.0,35,31,2018,24281.0,11760.0,26630.0,30920.0,22079.0,8656.0,35925.0,18832.0,15278.0
"Taos County, New Mexico",24424.0,35,55,2018,59149.0,15478.0,23586.0,,24578.0,8004.0,33951.0,18440.0,23642.0
"Colfax County, New Mexico",23160.0,35,7,2018,8037.0,12235.0,52821.0,,19148.0,12045.0,27513.0,17849.0,22293.0
"Eddy County, New Mexico",29562.0,35,15,2018,31412.0,24579.0,33976.0,,20240.0,16235.0,36917.0,21288.0,28957.0
"Mora County, New Mexico",18399.0,35,33,2018,,,,,16872.0,,22436.0,16971.0,17689.0
"Quay County, New Mexico",19301.0,35,37,2018,10894.0,13715.0,21239.0,,10534.0,13546.0,23107.0,14643.0,18637.0
"Lincoln County, New Mexico",27283.0,35,27,2018,16435.0,15401.0,32195.0,,22989.0,9366.0,32903.0,15998.0,26534.0
"Lea County, New Mexico",25435.0,35,25,2018,16300.0,28911.0,31961.0,,25349.0,13705.0,35796.0,18770.0,24879.0
"Santa Fe County, New Mexico",39294.0,35,49,2018,39386.0,19973.0,51969.0,35663.0,20801.0,30271.0,53495.0,23668.0,37080.0
"Sierra County, New Mexico",23991.0,35,51,2018,44032.0,7533.0,27696.0,,97082.0,16041.0,25769.0,25581.0,25389.0
"Socorro County, New Mexico",19293.0,35,53,2018,20054.0,9141.0,19789.0,,17598.0,2939.0,28341.0,12331.0,17464.0
"Doña Ana County, New Mexico",21501.0,35,13,2018,35164.0,22088.0,26831.0,17654.0,15297.0,13621.0,34245.0,15486.0,21300.0
"Schoharie County, New York",29305.0,36,95,2018,11217.0,5759.0,27614.0,,14483.0,14275.0,29530.0,19061.0,28712.0
"Onondaga County, New York",36209.0,36,67,2018,17610.0,28859.0,25156.0,20092.0,16564.0,14101.0,36828.0,17559.0,32678.0
"Clinton County, New York",28520.0,36,19,2018,5625.0,16099.0,16904.0,29373.0,8418.0,13347.0,28665.0,9360.0,26772.0
"Seneca County, New York",29021.0,36,99,2018,6923.0,13833.0,23269.0,,11463.0,9847.0,29516.0,9320.0,27366.0
"Putnam County, New York",47380.0,36,79,2018,52314.0,30018.0,51045.0,,24254.0,24093.0,49453.0,27732.0,45905.0
"Franklin County, New York",27685.0,36,33,2018,3834.0,19670.0,70366.0,26949.0,18594.0,13731.0,27771.0,15990.0,25491.0
"Ontario County, New York",36491.0,36,69,2018,17911.0,18628.0,24240.0,,16946.0,12327.0,37134.0,14483.0,35121.0
"Queens County, New York",36963.0,36,81,2018,28705.0,21640.0,27161.0,37232.0,20788.0,24223.0,43609.0,22778.0,30289.0
"Steuben County, New York",28516.0,36,101,2018,20986.0,12711.0,61124.0,25620.0,13733.0,13052.0,28627.0,18240.0,28600.0
"Hamilton County, New York",26314.0,36,41,2018,9511.0,,,,14779.0,18962.0,26554.0,9325.0,25918.0
"Washington County, New York",28252.0,36,115,2018,4143.0,21976.0,38315.0,,9981.0,12531.0,28501.0,8787.0,27156.0
"Chautauqua County, New York",25881.0,36,13,2018,11728.0,16747.0,22457.0,35226.0,12518.0,7464.0,26667.0,11568.0,24825.0
"Kings County, New York",41767.0,36,47,2018,24955.0,26270.0,27375.0,25910.0,17639.0,27696.0,45182.0,20800.0,31984.0
"New York County, New York",100143.0,36,61,2018,27612.0,25761.0,68197.0,37091.0,20513.0,36772.0,112313.0,26745.0,72832.0
"Tioga County, New York",31682.0,36,107,2018,14570.0,39023.0,28225.0,,23514.0,18792.0,31792.0,22361.0,31330.0
"Cayuga County, New York",30704.0,36,11,2018,7327.0,15786.0,28664.0,,11737.0,9818.0,31017.0,11259.0,29022.0
"Orleans County, New York",26596.0,36,73,2018,14759.0,19282.0,28075.0,,8239.0,14388.0,27031.0,10457.0,25261.0
"Saratoga County, New York",42058.0,36,91,2018,30005.0,34150.0,50484.0,,29970.0,25008.0,42352.0,27637.0,41709.0
"Rockland County, New York",40746.0,36,87,2018,33004.0,47899.0,47784.0,63015.0,20612.0,21965.0,42149.0,24519.0,38076.0
"Columbia County, New York",37517.0,36,21,2018,18778.0,55200.0,33014.0,,15400.0,14139.0,37929.0,18694.0,35581.0
"Lewis County, New York",26601.0,36,49,2018,20824.0,15460.0,8368.0,,16401.0,9565.0,26662.0,15889.0,26169.0
"Niagara County, New York",31786.0,36,63,2018,17134.0,17993.0,21012.0,24147.0,16367.0,10074.0,32098.0,14328.0,29824.0
"Westchester County, New York",66196.0,36,119,2018,32054.0,27221.0,60763.0,43654.0,21259.0,24678.0,73425.0,25941.0,54572.0
"Delaware County, New York",27287.0,36,25,2018,9683.0,19749.0,26322.0,,7398.0,17465.0,27488.0,15753.0,26629.0
"Essex County, New York",31543.0,36,31,2018,5939.0,17914.0,26546.0,32250.0,28005.0,11184.0,31759.0,8876.0,30273.0
"Montgomery County, New York",26836.0,36,57,2018,15376.0,10649.0,14376.0,,17955.0,9996.0,27505.0,16622.0,25427.0
"Nassau County, New York",56095.0,36,59,2018,34305.0,26461.0,47169.0,26157.0,21598.0,24284.0,58979.0,27304.0,49211.0
"Richmond County, New York",38029.0,36,85,2018,23781.0,29274.0,34002.0,16305.0,20657.0,17362.0,40790.0,23064.0,34987.0
"Schuyler County, New York",26818.0,36,97,2018,14180.0,14977.0,11618.0,,,24867.0,26934.0,15710.0,26484.0
"Tompkins County, New York",34354.0,36,109,2018,14626.0,24254.0,24374.0,,9754.0,14745.0,34976.0,16655.0,31464.0
"Chenango County, New York",26629.0,36,17,2018,55446.0,30317.0,28532.0,,15990.0,16938.0,26621.0,36292.0,26717.0
"Cortland County, New York",27329.0,36,23,2018,24858.0,73763.0,19322.0,,21670.0,12510.0,27537.0,18305.0,26979.0
"Jefferson County, New York",26919.0,36,45,2018,20129.0,23987.0,27537.0,28065.0,16331.0,15347.0,27430.0,15528.0,25884.0
"Oneida County, New York",30454.0,36,65,2018,18063.0,23086.0,20392.0,16795.0,10395.0,12956.0,31002.0,14176.0,28548.0
"Suffolk County, New York",45747.0,36,103,2018,27845.0,25684.0,40046.0,35515.0,20310.0,20107.0,49177.0,24743.0,42204.0
"Wyoming County, New York",28771.0,36,121,2018,5961.0,22675.0,14866.0,,16431.0,8600.0,29008.0,14862.0,27150.0
"Chemung County, New York",29632.0,36,15,2018,12168.0,9431.0,53520.0,,14627.0,10117.0,29865.0,13179.0,28115.0
"Oswego County, New York",27765.0,36,75,2018,13275.0,26239.0,28796.0,,7890.0,12149.0,27971.0,15078.0,27217.0
"Otsego County, New York",28142.0,36,77,2018,23211.0,22450.0,24685.0,,12124.0,21227.0,28339.0,16852.0,27680.0
"Wayne County, New York",29890.0,36,117,2018,17606.0,25792.0,30705.0,10155.0,20485.0,10542.0,30316.0,17096.0,29028.0
"Albany County, New York",40887.0,36,1,2018,19828.0,24226.0,33409.0,16736.0,18581.0,15525.0,41496.0,20529.0,36454.0
"Broome County, New York",29653.0,36,7,2018,14768.0,16028.0,22729.0,22160.0,14786.0,9369.0,29952.0,15034.0,27744.0
"Erie County, New York",35956.0,36,29,2018,19760.0,16724.0,27204.0,19785.0,14304.0,13239.0,36362.0,16952.0,32347.0
"Madison County, New York",29538.0,36,53,2018,18331.0,24254.0,17199.0,,17757.0,16563.0,29672.0,19249.0,28925.0
"Sullivan County, New York",32278.0,36,105,2018,15331.0,14132.0,27675.0,,15303.0,17591.0,33832.0,17311.0,29292.0
"Mitchell County, North Carolina",24518.0,37,121,2018,2119.0,11586.0,,,11866.0,6149.0,25094.0,11115.0,23907.0
"Genesee County, New York",30421.0,36,37,2018,20739.0,27981.0,37555.0,,15730.0,8961.0,30648.0,14048.0,29465.0
"Orange County, New York",36118.0,36,71,2018,28394.0,26918.0,41885.0,21299.0,21514.0,17331.0,37462.0,23606.0,33472.0
"Greene County, North Carolina",20378.0,37,79,2018,16716.0,6181.0,,,7311.0,8655.0,23542.0,7385.0,18339.0
"Chowan County, North Carolina",28384.0,37,41,2018,18732.0,46500.0,,,6288.0,2448.0,28589.0,9983.0,24084.0
"Caldwell County, North Carolina",24236.0,37,27,2018,13012.0,15973.0,23507.0,,10008.0,10576.0,24424.0,10643.0,22945.0
"Catawba County, North Carolina",30160.0,37,35,2018,17455.0,18102.0,17676.0,,10125.0,12518.0,30819.0,11829.0,26950.0
"Craven County, North Carolina",32469.0,37,49,2018,17791.0,14584.0,18769.0,29124.0,17512.0,13328.0,33421.0,17354.0,28007.0
"Edgecombe County, North Carolina",25328.0,37,65,2018,17250.0,19639.0,74836.0,,10392.0,4694.0,26171.0,10239.0,20055.0
"Harnett County, North Carolina",25982.0,37,85,2018,18518.0,20694.0,23852.0,8429.0,13538.0,10384.0,26677.0,15560.0,23011.0
"Henderson County, North Carolina",31047.0,37,89,2018,22597.0,17859.0,21122.0,8851.0,14167.0,13951.0,32495.0,15072.0,29860.0
"Hyde County, North Carolina",22923.0,37,95,2018,8967.0,,,,19979.0,,24876.0,10599.0,18433.0
"Mecklenburg County, North Carolina",47906.0,37,119,2018,24602.0,25718.0,35351.0,18844.0,14634.0,20758.0,52208.0,17410.0,37298.0
"Northampton County, North Carolina",26584.0,37,131,2018,16712.0,11895.0,7884.0,,8571.0,15166.0,27290.0,7205.0,20538.0
"Rowan County, North Carolina",27428.0,37,159,2018,18315.0,14820.0,26724.0,39253.0,11380.0,14299.0,28080.0,15367.0,25117.0
"Vance County, North Carolina",25884.0,37,181,2018,21110.0,7433.0,14403.0,,14431.0,9242.0,27149.0,12290.0,23211.0
"Currituck County, North Carolina",29949.0,37,53,2018,34979.0,18368.0,25786.0,,24044.0,26293.0,30252.0,20749.0,30017.0
"Union County, North Carolina",35832.0,37,179,2018,26630.0,32229.0,42773.0,23395.0,15172.0,26159.0,38109.0,17072.0,34379.0
"Forsyth County, North Carolina",35186.0,37,67,2018,19990.0,16426.0,30163.0,15954.0,12631.0,13855.0,38733.0,12451.0,29921.0
"Nash County, North Carolina",33128.0,37,127,2018,21128.0,23278.0,40693.0,44415.0,11738.0,7630.0,34100.0,12264.0,26980.0
"Bladen County, North Carolina",26304.0,37,17,2018,12556.0,25115.0,,,13891.0,13839.0,26913.0,12361.0,20803.0
"Dare County, North Carolina",34347.0,37,55,2018,26586.0,20984.0,42160.0,,19787.0,19321.0,35628.0,12895.0,33550.0
"Warren County, North Carolina",29578.0,37,185,2018,17398.0,20801.0,13291.0,,20241.0,16485.0,30201.0,15852.0,22461.0
"Wilson County, North Carolina",31854.0,37,195,2018,17495.0,8848.0,32132.0,,10904.0,6763.0,33394.0,11609.0,24273.0
"Bertie County, North Carolina",30910.0,37,15,2018,15064.0,14239.0,16261.0,,8676.0,7934.0,31186.0,10230.0,20430.0
"Gates County, North Carolina",28355.0,37,73,2018,20550.0,27114.0,11011.0,,,8907.0,28414.0,18459.0,25334.0
"Graham County, North Carolina",20038.0,37,75,2018,9969.0,15285.0,,,,,20193.0,7670.0,19323.0
"Martin County, North Carolina",27270.0,37,117,2018,18749.0,14681.0,25106.0,,10351.0,9819.0,28147.0,10643.0,23269.0
"Madison County, North Carolina",25838.0,37,115,2018,7298.0,22075.0,11430.0,,6426.0,24746.0,25936.0,15007.0,25326.0
"Pamlico County, North Carolina",29471.0,37,137,2018,21124.0,16914.0,20420.0,,11182.0,12343.0,29600.0,16260.0,27026.0
"Perquimans County, North Carolina",29463.0,37,143,2018,15531.0,40352.0,,,4300.0,17510.0,29607.0,17203.0,25809.0
"Polk County, North Carolina",32265.0,37,149,2018,14496.0,,16956.0,,8420.0,11068.0,33136.0,14545.0,30344.0
"Randolph County, North Carolina",25346.0,37,151,2018,17573.0,20271.0,13512.0,34496.0,20100.0,11102.0,26224.0,15898.0,24127.0
"Rockingham County, North Carolina",26116.0,37,157,2018,17444.0,22274.0,16222.0,,9178.0,7618.0,26361.0,15031.0,23604.0
"Stokes County, North Carolina",25549.0,37,169,2018,20549.0,30118.0,19906.0,,3925.0,17477.0,25814.0,10252.0,25091.0
"Washington County, North Carolina",24410.0,37,187,2018,19311.0,15000.0,,,8431.0,7904.0,24826.0,10841.0,21043.0
"Camden County, North Carolina",28099.0,37,29,2018,24135.0,,13081.0,,21917.0,9007.0,28342.0,15190.0,26951.0
"Clay County, North Carolina",26863.0,37,43,2018,22262.0,,,,,,27315.0,12928.0,26590.0
"Cumberland County, North Carolina",28014.0,37,51,2018,21508.0,15410.0,26543.0,22085.0,18440.0,13679.0,29227.0,18171.0,24301.0
"Gaston County, North Carolina",27924.0,37,71,2018,21288.0,20097.0,31377.0,11134.0,11738.0,12488.0,28663.0,13670.0,26069.0
"Guilford County, North Carolina",37419.0,37,81,2018,20042.0,17024.0,26162.0,17638.0,14439.0,13192.0,39473.0,14721.0,29708.0
"Jackson County, North Carolina",25845.0,37,99,2018,9997.0,18994.0,8921.0,,14216.0,10013.0,26464.0,9992.0,24073.0
"Moore County, North Carolina",36329.0,37,125,2018,18884.0,19895.0,35967.0,,14769.0,14030.0,37788.0,14858.0,33432.0
"Robeson County, North Carolina",23601.0,37,155,2018,15127.0,16933.0,23238.0,,8571.0,10467.0,25183.0,9242.0,17881.0
"Stanly County, North Carolina",26309.0,37,167,2018,14938.0,15584.0,19005.0,,14522.0,21187.0,26843.0,12027.0,24671.0
"Wake County, North Carolina",45193.0,37,183,2018,25771.0,29295.0,41801.0,39352.0,16050.0,20483.0,47500.0,18104.0,39102.0
"Yancey County, North Carolina",23663.0,37,199,2018,29695.0,19752.0,8595.0,,,8794.0,24304.0,7550.0,23264.0
"Chatham County, North Carolina",42975.0,37,37,2018,23032.0,10106.0,88091.0,,10861.0,10104.0,46305.0,14925.0,39299.0
"McDowell County, North Carolina",23511.0,37,111,2018,13316.0,10868.0,48803.0,,10289.0,10338.0,23789.0,13514.0,22725.0
"Johnston County, North Carolina",27909.0,37,101,2018,21078.0,25551.0,24842.0,,10994.0,10251.0,29935.0,12488.0,25847.0
"Jones County, North Carolina",24474.0,37,103,2018,16355.0,12679.0,,,22779.0,4865.0,25343.0,12857.0,21539.0
"Person County, North Carolina",28569.0,37,145,2018,21124.0,47740.0,24407.0,,6639.0,14646.0,28969.0,12426.0,25922.0
"Brunswick County, North Carolina",33830.0,37,19,2018,18851.0,26948.0,30755.0,16964.0,13779.0,10447.0,34172.0,15956.0,31204.0
"Ashe County, North Carolina",24599.0,37,9,2018,19216.0,13228.0,13666.0,,15555.0,8001.0,24974.0,12063.0,24039.0
"Beaufort County, North Carolina",30314.0,37,13,2018,16720.0,5567.0,,,14370.0,8578.0,31909.0,11243.0,26233.0
"Lenoir County, North Carolina",26896.0,37,107,2018,17684.0,24379.0,16886.0,,8904.0,9430.0,28700.0,10094.0,22361.0
"Rutherford County, North Carolina",23970.0,37,161,2018,14043.0,18887.0,12352.0,,18744.0,3368.0,24265.0,16499.0,22493.0
"Lincoln County, North Carolina",30356.0,37,109,2018,19439.0,32243.0,39464.0,43076.0,14010.0,14206.0,31008.0,15770.0,29089.0
"Onslow County, North Carolina",24589.0,37,133,2018,23604.0,25021.0,22656.0,63230.0,19160.0,15321.0,25101.0,20856.0,23783.0
"Orange County, North Carolina",45888.0,37,135,2018,23284.0,19669.0,36222.0,,13452.0,15943.0,47980.0,16691.0,40650.0
"Sampson County, North Carolina",25710.0,37,163,2018,16132.0,18895.0,23280.0,,10954.0,9526.0,29799.0,10043.0,21950.0
"Yadkin County, North Carolina",24349.0,37,197,2018,19064.0,11285.0,,,12290.0,10011.0,25290.0,14148.0,23566.0
"Avery County, North Carolina",21491.0,37,11,2018,3784.0,11368.0,10785.0,,18629.0,5837.0,21931.0,11884.0,20253.0
"Burke County, North Carolina",25201.0,37,23,2018,15747.0,8714.0,18899.0,16882.0,7989.0,7445.0,25658.0,10232.0,23466.0
"Caswell County, North Carolina",25436.0,37,33,2018,19294.0,14002.0,38397.0,16253.0,10812.0,3853.0,25982.0,9682.0,22982.0
"Davie County, North Carolina",30982.0,37,59,2018,18323.0,12723.0,20802.0,,17326.0,18817.0,31904.0,14939.0,29613.0
"Duplin County, North Carolina",21708.0,37,61,2018,14536.0,26411.0,9623.0,,8410.0,14046.0,26055.0,9566.0,19455.0
"Durham County, North Carolina",42318.0,37,63,2018,24972.0,29999.0,38927.0,30354.0,16059.0,17919.0,47945.0,15948.0,34063.0
