NAME,B19202B_001E,state,county,year,B19202C_001E,B19202D_001E,B19202F_001E,B19202G_001E,B19202H_001E,B19202I_001E
"Cameron County, Texas",,48,61,2018,11425.0,17440.0,15811.0,19583.0,29331.0,16255.0
"Denton County, Texas",41033.0,48,121,2018,50789.0,41016.0,44224.0,43951.0,49787.0,42341.0
"Washington County, Texas",20113.0,48,477,2018,,,,,31667.0,38840.0
"Morris County, Texas",16944.0,48,343,2018,,,,,26014.0,
"Stephens County, Texas",9583.0,48,429,2018,,,,,29085.0,16121.0
"Harris County, Texas",31363.0,48,201,2018,30999.0,53388.0,31408.0,37018.0,53992.0,33979.0
"Andrews County, Texas",,48,3,2018,,,,,42883.0,41298.0
"Gillespie County, Texas",,48,171,2018,,,,26607.0,31815.0,
"Gonzales County, Texas",11944.0,48,177,2018,,,28992.0,31250.0,31290.0,30257.0
"Lynn County, Texas",,48,305,2018,,,,,33646.0,14034.0
"Young County, Texas",,48,503,2018,,,,,21681.0,35217.0
"Zapata County, Texas",,48,505,2018,,,,,25052.0,11902.0
"Hood County, Texas",,48,221,2018,,,,,29464.0,40398.0
"Hopkins County, Texas",31976.0,48,223,2018,,,,28472.0,27370.0,29079.0
"Ochiltree County, Texas",,48,357,2018,,,,,30308.0,38322.0
"King County, Texas",,48,269,2018,,,,,,
"Knox County, Texas",,48,275,2018,,,2499.0,,25776.0,7955.0
"McLennan County, Texas",17413.0,48,309,2018,25294.0,11250.0,24375.0,27083.0,30469.0,20959.0
"Cherokee County, Texas",15896.0,48,73,2018,,,,,31116.0,32986.0
"Concho County, Texas",,48,95,2018,,,,,25333.0,16875.0
"Delta County, Texas",26154.0,48,119,2018,,,,,30272.0,
"Edwards County, Texas",,48,137,2018,,,,,27625.0,10938.0
"Eastland County, Texas",18708.0,48,133,2018,,,,,22160.0,25083.0
"Jones County, Texas",,48,253,2018,,,41932.0,2499.0,27684.0,27656.0
"Reeves County, Texas",,48,389,2018,,,,,50893.0,23750.0
"Sabine County, Texas",20909.0,48,403,2018,,,,11875.0,24747.0,
"Sherman County, Texas",,48,421,2018,,,,,29000.0,34821.0
"Swisher County, Texas",8750.0,48,437,2018,,,,,25083.0,
"Hunt County, Texas",17099.0,48,231,2018,,7292.0,26667.0,34375.0,26767.0,27103.0
"Camp County, Texas",23438.0,48,63,2018,,,,,26818.0,21417.0
"Hansford County, Texas",,48,195,2018,,,,,30000.0,29239.0
"Guadalupe County, Texas",48201.0,48,187,2018,32500.0,58480.0,23465.0,,38794.0,34250.0
"Clay County, Texas",,48,77,2018,,,,,27963.0,
"Hill County, Texas",20179.0,48,217,2018,2499.0,,,9412.0,27297.0,25911.0
"Nacogdoches County, Texas",19405.0,48,347,2018,36813.0,,,,23536.0,31845.0
"Parmer County, Texas",,48,369,2018,30500.0,,,,30083.0,28920.0
"Presidio County, Texas",,48,377,2018,,,,,39167.0,11239.0
"Val Verde County, Texas",32969.0,48,465,2018,,,,,47333.0,22092.0
"Ector County, Texas",31546.0,48,135,2018,,,31183.0,44375.0,40087.0,35144.0
"Glasscock County, Texas",,48,173,2018,,,,,,
"Grimes County, Texas",12220.0,48,185,2018,,,,16316.0,29176.0,31705.0
"Collin County, Texas",48181.0,48,85,2018,89861.0,61993.0,40720.0,47909.0,54023.0,46673.0
"Angelina County, Texas",20292.0,48,5,2018,14038.0,,16250.0,23036.0,25374.0,20809.0
"Cottle County, Texas",20958.0,48,101,2018,,,,,27292.0,15455.0
"Hays County, Texas",33970.0,48,209,2018,31278.0,42969.0,21951.0,41979.0,37035.0,30156.0
"Rockwall County, Texas",64938.0,48,397,2018,,,,67027.0,43850.0,49688.0
"Lipscomb County, Texas",,48,295,2018,,,,,31250.0,25385.0
"Matagorda County, Texas",13245.0,48,321,2018,,,33400.0,25288.0,27674.0,25830.0
"Pecos County, Texas",,48,371,2018,,,14267.0,,41250.0,25528.0
"Rusk County, Texas",17415.0,48,401,2018,,,,,30467.0,
"Throckmorton County, Texas",,48,447,2018,,,,,18229.0,
"Walker County, Texas",18590.0,48,471,2018,21354.0,,,,25963.0,18974.0
"Wood County, Texas",,48,499,2018,,,2499.0,,24488.0,
"Aransas County, Texas",,48,7,2018,,,34196.0,10022.0,27026.0,20015.0
"Childress County, Texas",,48,75,2018,,,,,36302.0,
"Coke County, Texas",,48,81,2018,,,,,22426.0,8844.0
"Coryell County, Texas",35660.0,48,99,2018,64194.0,35050.0,41250.0,28936.0,33411.0,28306.0
"Hemphill County, Texas",,48,211,2018,,,,,47344.0,30223.0
"Moore County, Texas",41194.0,48,341,2018,,,22788.0,,42234.0,28061.0
"Navarro County, Texas",20461.0,48,349,2018,,18583.0,27599.0,,29739.0,29638.0
"San Augustine County, Texas",15278.0,48,405,2018,,,,,19904.0,2499.0
"Shackelford County, Texas",,48,417,2018,,,,,20313.0,
"Starr County, Texas",,48,427,2018,,,,,,12461.0
"Upton County, Texas",,48,461,2018,,,27917.0,,31875.0,26000.0
"Bastrop County, Texas",20234.0,48,21,2018,,,33235.0,28763.0,34181.0,32635.0
"Hall County, Texas",14044.0,48,191,2018,,,,15893.0,21513.0,16696.0
"Franklin County, Texas",,48,159,2018,,,,,24674.0,
"Frio County, Texas",,48,163,2018,,,8787.0,,33783.0,23482.0
"Lampasas County, Texas",59167.0,48,281,2018,,28311.0,20385.0,9219.0,29943.0,21333.0
"Mason County, Texas",,48,319,2018,,,26964.0,,26637.0,
"Dickens County, Texas",,48,125,2018,,,,,23906.0,
"Tarrant County, Texas",32802.0,48,439,2018,40938.0,40005.0,38498.0,37209.0,46660.0,35874.0
"Anderson County, Texas",14333.0,48,1,2018,,13000.0,,14545.0,26003.0,28538.0
"Jackson County, Texas",,48,239,2018,,,,,40225.0,38661.0
"Milam County, Texas",29844.0,48,331,2018,,,18333.0,9511.0,28653.0,15357.0
"Comanche County, Texas",,48,93,2018,,,,,23103.0,40625.0
"Brooks County, Texas",,48,47,2018,,,15804.0,,26295.0,15587.0
"Cass County, Iowa",,19,29,2018,,,,,29150.0,50625.0
"Cherokee County, Iowa",,19,35,2018,,,,56471.0,34172.0,
"Crawford County, Iowa",,19,47,2018,,,,12083.0,25638.0,31442.0
"Des Moines County, Iowa",35022.0,19,57,2018,,,16389.0,,31964.0,28839.0
"Fayette County, Iowa",,19,65,2018,,,,,27778.0,
"Harrison County, Iowa",,19,85,2018,,,,,33424.0,
"Kossuth County, Iowa",,19,109,2018,,,,,31271.0,
"Mills County, Iowa",,19,129,2018,,,,,34816.0,
"Monona County, Iowa",,19,133,2018,,,,26198.0,27750.0,
"Muscatine County, Iowa",,19,139,2018,,71750.0,34667.0,51964.0,36899.0,
"Osceola County, Iowa",,19,143,2018,,,,,31513.0,
"Polk County, Iowa",27302.0,19,153,2018,21625.0,60059.0,36957.0,39750.0,42229.0,37262.0
"Webster County, Iowa",17552.0,19,187,2018,21058.0,62966.0,,35188.0,27898.0,
"Story County, Iowa",,19,169,2018,,,45417.0,22375.0,31750.0,32928.0
"Woodbury County, Iowa",21250.0,19,193,2018,20139.0,35058.0,18750.0,50043.0,31603.0,27986.0
"Black Hawk County, Iowa",17884.0,19,13,2018,13011.0,,68413.0,28614.0,33550.0,
"Grundy County, Iowa",,19,75,2018,,,,,37307.0,
"Jackson County, Iowa",,19,97,2018,,,,,29920.0,28194.0
"Jones County, Iowa",,19,105,2018,,,,,30587.0,
"Lee County, Iowa",17841.0,19,111,2018,,,,,28644.0,51513.0
"Mitchell County, Iowa",,19,131,2018,,,,,30230.0,
"Warren County, Iowa",,19,181,2018,,,,,37829.0,41176.0
"Sac County, Iowa",,19,161,2018,,,,20729.0,30672.0,
"Plymouth County, Iowa",,19,149,2018,,,26181.0,,36387.0,22500.0
"Clay County, Iowa",,19,41,2018,,,,,26964.0,
"Clinton County, Iowa",15705.0,19,45,2018,,,,37750.0,31109.0,18567.0
"Smith County, Kansas",,20,183,2018,,,,,22313.0,
"Grant County, Kansas",,20,67,2018,,,,,29647.0,22399.0
"Kingman County, Kansas",,20,95,2018,,,,,33460.0,53438.0
"Butler County, Kansas",51875.0,20,15,2018,78450.0,,,36027.0,30511.0,39038.0
"Nemaha County, Kansas",,20,131,2018,21528.0,,,,28462.0,
"Pottawatomie County, Kansas",,20,149,2018,,,,,33896.0,
"Cherokee County, Kansas",,20,21,2018,2499.0,,,,23713.0,
"Lincoln County, Kansas",,20,105,2018,,,,,31667.0,
"Sumner County, Kansas",,20,191,2018,,,12917.0,14839.0,24608.0,36522.0
"Trego County, Kansas",,20,195,2018,,,,,35833.0,
"Wilson County, Kansas",,20,205,2018,14583.0,,,28681.0,26595.0,
"Woodson County, Kansas",,20,207,2018,,,,11500.0,21573.0,20521.0
"Ness County, Kansas",,20,135,2018,,,,,27794.0,
"Osborne County, Kansas",,20,141,2018,,,,,26591.0,
"Bourbon County, Kansas",11591.0,20,11,2018,,,,,21646.0,
"Hamilton County, Kansas",,20,75,2018,,,21786.0,,37708.0,
"Kiowa County, Kansas",,20,97,2018,,,,,29500.0,
"Shawnee County, Kansas",22426.0,20,177,2018,40543.0,80365.0,43692.0,36667.0,34594.0,35234.0
"Sherman County, Kansas",,20,181,2018,,,,,28267.0,
"Thomas County, Kansas",,20,193,2018,,,,,25625.0,36985.0
"Montgomery County, Kansas",19345.0,20,125,2018,19189.0,,,,27089.0,12614.0
"Morris County, Kansas",,20,127,2018,,,,,23922.0,
"Rawlins County, Kansas",,20,153,2018,,,,,25982.0,
"Rooks County, Kansas",,20,163,2018,,,,,26232.0,
"Clark County, Kansas",,20,25,2018,,,,,31583.0,
"Ellsworth County, Kansas",,20,53,2018,,,,8824.0,25417.0,
"Harper County, Kansas",,20,77,2018,,,,,28068.0,41000.0
"Russell County, Kansas",,20,167,2018,,,,,26411.0,
"Lyon County, Kansas",16024.0,20,111,2018,11300.0,2499.0,,12831.0,30397.0,27448.0
"Pawnee County, Kansas",17206.0,20,145,2018,,,,,34583.0,
"Allen County, Kansas",32212.0,20,1,2018,,,,39417.0,24990.0,
"Comanche County, Kansas",,20,33,2018,,,,,28083.0,
"Elk County, Kansas",,20,49,2018,,,,,21793.0,
"Gove County, Kansas",,20,63,2018,,,,,28315.0,
"Harvey County, Kansas",,20,79,2018,,,,,31748.0,23393.0
"Hodgeman County, Kansas",,20,83,2018,,,,,29750.0,
"Kearny County, Kansas",,20,93,2018,,,,,26745.0,52955.0
"Stafford County, Kansas",,20,185,2018,,,,,27917.0,
"McPherson County, Kansas",31048.0,20,113,2018,,59946.0,,53333.0,31773.0,44226.0
"Osage County, Kansas",,20,139,2018,,,,,26883.0,38702.0
"Greeley County, Kansas",,20,71,2018,,,,,29531.0,52868.0
"Coffey County, Kansas",,20,31,2018,,,,16528.0,26016.0,
"Crawford County, Kansas",,20,37,2018,30833.0,2499.0,,35179.0,24038.0,25335.0
"Ellis County, Kansas",,20,51,2018,,,,53378.0,29334.0,28400.0
"Greenwood County, Kansas",,20,73,2018,,,,8750.0,26611.0,30278.0
"Labette County, Kansas",11337.0,20,99,2018,32917.0,,,15000.0,24398.0,16012.0
"Linn County, Kansas",23011.0,20,107,2018,,,,,22168.0,
"Sedgwick County, Kansas",21823.0,20,173,2018,21569.0,35274.0,29411.0,29727.0,35044.0,29282.0
"Seward County, Kansas",17969.0,20,175,2018,,,33452.0,,37753.0,30716.0
"Republic County, Kansas",,20,157,2018,,,,,30101.0,58125.0
"Graham County, Kansas",53125.0,20,65,2018,,,,,26008.0,
"Johnson County, Kansas",42493.0,20,91,2018,40982.0,67727.0,41875.0,35893.0,47888.0,37338.0
"Douglas County, Kansas",25429.0,20,45,2018,34119.0,17969.0,33056.0,30542.0,33151.0,30237.0
"Sheridan County, Kansas",,20,179,2018,,,,,37717.0,
"Miami County, Kansas",,20,121,2018,,,,,32775.0,
"Gray County, Kansas",,20,69,2018,,,,,39545.0,37981.0
"Wallace County, Kansas",,20,199,2018,,,,,27083.0,
"Stevens County, Kansas",,20,189,2018,,,,,33409.0,
"Washington County, Kansas",,20,201,2018,,,,,31394.0,26042.0
"Chautauqua County, Kansas",,20,19,2018,21458.0,,,,22880.0,
"Morton County, Kansas",,20,129,2018,,,43690.0,16174.0,25875.0,38261.0
"Reno County, Kansas",30575.0,20,155,2018,49000.0,,41406.0,14896.0,30363.0,32574.0
"Cloud County, Kansas",,20,29,2018,,,,,26742.0,
"Scott County, Kansas",,20,171,2018,,,,,39383.0,
"Doniphan County, Kansas",18333.0,20,43,2018,,,,2499.0,28889.0,36625.0
"Haskell County, Kansas",,20,81,2018,,,,,32188.0,
"Lane County, Kansas",,20,101,2018,,,,,21607.0,27500.0
"Neosho County, Kansas",23906.0,20,133,2018,,,,2499.0,22157.0,
"Brown County, Kansas",32574.0,20,13,2018,20000.0,,,38750.0,31883.0,21333.0
"Phillips County, Kansas",,20,147,2018,,,,,26250.0,
"Riley County, Kansas",25920.0,20,161,2018,8846.0,16153.0,,19175.0,33816.0,26719.0
"Decatur County, Kansas",,20,39,2018,,,,,33173.0,
"Jefferson County, Kansas",,20,87,2018,,,,80172.0,33000.0,
"Butler County, Kentucky",,21,31,2018,,,,,22676.0,
"Edmonson County, Kentucky",,21,61,2018,,,,,20811.0,
"Harrison County, Kentucky",,21,97,2018,,,,,19520.0,
"Bracken County, Kentucky",,21,23,2018,,,,,26645.0,
"Lyon County, Kentucky",10139.0,21,143,2018,,,,,29964.0,
"Elliott County, Kentucky",,21,63,2018,,,,,15881.0,
"Jefferson County, Kentucky",24110.0,21,111,2018,35455.0,43895.0,52684.0,36085.0,38623.0,35329.0
"Larue County, Kentucky",40903.0,21,123,2018,,,,,23417.0,
"Mason County, Kentucky",20833.0,21,161,2018,,,,,18741.0,
"Mercer County, Kentucky",24464.0,21,167,2018,,,,,24014.0,
"Robertson County, Kentucky",,21,201,2018,,,,,22772.0,
"Russell County, Kentucky",,21,207,2018,,,,23333.0,20808.0,
"Washington County, Kentucky",34766.0,21,229,2018,,,,,28169.0,
"Ballard County, Kentucky",,21,7,2018,,,,,28384.0,
"Barren County, Kentucky",29659.0,21,9,2018,,,,49583.0,26163.0,56304.0
"Green County, Kentucky",,21,87,2018,,,,,19577.0,
"Hancock County, Kentucky",,21,91,2018,,,,14750.0,34569.0,
"Martin County, Kentucky",,21,159,2018,,,,,15932.0,
"Hardin County, Kentucky",36520.0,21,93,2018,,45625.0,,37684.0,30079.0,32393.0
"McLean County, Kentucky",,21,149,2018,,,,,26141.0,
"Ohio County, Kentucky",16316.0,21,183,2018,,,,,22538.0,26295.0
"Powell County, Kentucky",,21,197,2018,,,,,18036.0,
"Webster County, Kentucky",14678.0,21,233,2018,,,36098.0,19250.0,21686.0,33438.0
"Caldwell County, Kentucky",43245.0,21,33,2018,,,,,23594.0,
"Casey County, Kentucky",,21,45,2018,,,,,19046.0,
"Christian County, Kentucky",17797.0,21,47,2018,,,,16780.0,30248.0,12864.0
"Grayson County, Kentucky",,21,85,2018,,,,30417.0,22063.0,
"Henry County, Kentucky",,21,103,2018,,,,,29909.0,
"Hopkins County, Kentucky",21131.0,21,107,2018,,,,,24899.0,20898.0
"Jackson County, Kentucky",,21,109,2018,,,,25875.0,14660.0,
"Laurel County, Kentucky",,21,125,2018,,,,30795.0,21438.0,
"Marshall County, Kentucky",,21,157,2018,,,,,26507.0,
"Meade County, Kentucky",28819.0,21,163,2018,,,,37091.0,37837.0,
"Montgomery County, Kentucky",,21,173,2018,,,,,25528.0,25182.0
"Nicholas County, Kentucky",,21,181,2018,,,,,19492.0,
"Oldham County, Kentucky",,21,185,2018,91250.0,,,49531.0,39529.0,
"Owen County, Kentucky",,21,187,2018,,,,,21372.0,
"Rockcastle County, Kentucky",,21,203,2018,,,,,18291.0,
"Scott County, Kentucky",32107.0,21,209,2018,,,33810.0,66875.0,39060.0,28438.0
"Warren County, Kentucky",24509.0,21,227,2018,2499.0,42679.0,35536.0,23641.0,31358.0,26071.0
"Allen County, Kentucky",,21,3,2018,,,,,21673.0,
"Bourbon County, Kentucky",15938.0,21,17,2018,,,,,28774.0,50407.0
"Boyd County, Kentucky",,21,19,2018,,,,,22860.0,
"Bullitt County, Kentucky",45828.0,21,29,2018,,,,41780.0,32375.0,41071.0
"Crittenden County, Kentucky",,21,55,2018,,,,31125.0,20063.0,
"Fayette County, Kentucky",25554.0,21,67,2018,25850.0,39184.0,45102.0,28875.0,37671.0,42279.0
"Fulton County, Kentucky",20393.0,21,75,2018,,,,,19212.0,
"Johnson County, Kentucky",,21,115,2018,,,,,16496.0,
"Menifee County, Kentucky",,21,165,2018,,,,,17887.0,
"Clay County, Kentucky",,21,51,2018,,,,,11268.0,
"Morgan County, Kentucky",,21,175,2018,,,,,16356.0,
"Perry County, Kentucky",,21,193,2018,,,,,15997.0,
"Wolfe County, Kentucky",,21,237,2018,,,,,13958.0,
"Bell County, Kentucky",12008.0,21,13,2018,11823.0,,,,15647.0,
"Breathitt County, Kentucky",,21,25,2018,,,,,13619.0,
"Graves County, Kentucky",20595.0,21,83,2018,,,,,23175.0,9496.0
"Hart County, Kentucky",13828.0,21,99,2018,,,,,19289.0,
"Wayne County, Kentucky",,21,231,2018,,,,,17356.0,
"Marion County, Kentucky",26746.0,21,155,2018,,,,,21967.0,28389.0
"Trigg County, Kentucky",28167.0,21,221,2018,,,,,29243.0,
"Boone County, Kentucky",35592.0,21,15,2018,,,,25850.0,42375.0,25677.0
"Leslie County, Kentucky",,21,131,2018,,,,,11288.0,
"Knox County, Kentucky",,21,121,2018,,,,,15772.0,
"Lawrence County, Kentucky",,21,127,2018,,,,,13768.0,
"Livingston County, Kentucky",,21,139,2018,,,,,27525.0,
"Pike County, Kentucky",43827.0,21,195,2018,,,,20662.0,17746.0,
"Shelby County, Kentucky",23750.0,21,211,2018,,137083.0,,,31704.0,27545.0
"Anderson County, Kentucky",31509.0,21,5,2018,,,,42917.0,32451.0,
"Breckinridge County, Kentucky",16447.0,21,27,2018,,,,,25477.0,
"Franklin County, Kentucky",30949.0,21,73,2018,,,,32558.0,40333.0,
"Kenton County, Kentucky",28192.0,21,117,2018,,50750.0,38558.0,,39430.0,32165.0
"Madison County, Kentucky",12252.0,21,151,2018,,94130.0,,16420.0,27437.0,25417.0
"Magoffin County, Kentucky",,21,153,2018,,,,,15362.0,
"Owsley County, Kentucky",,21,189,2018,,,,,9237.0,
"Simpson County, Kentucky",21103.0,21,213,2018,,,,,25345.0,
"Taylor County, Kentucky",,21,217,2018,,,,,21559.0,
"Todd County, Kentucky",17450.0,21,219,2018,,,,15536.0,19258.0,
"Carlisle County, Kentucky",,21,39,2018,,,,,24281.0,
"Clinton County, Kentucky",,21,53,2018,,,,,16820.0,
"Gallatin County, Kentucky",33105.0,21,77,2018,,,,,38885.0,
"Garrard County, Kentucky",17083.0,21,79,2018,,,,,26831.0,
"Fleming County, Kentucky",,21,69,2018,,,,2499.0,19716.0,
"Campbell County, Kentucky",19201.0,21,37,2018,,,,32109.0,34916.0,33893.0
"Vermilion Parish, Louisiana",13517.0,22,113,2018,,13190.0,,,26755.0,25500.0
"St. Charles Parish, Louisiana",19993.0,22,89,2018,,,,,38095.0,
"Concordia Parish, Louisiana",12374.0,22,29,2018,,,,,22394.0,
"Tensas Parish, Louisiana",13944.0,22,107,2018,,,,,19914.0,
"St. James Parish, Louisiana",17042.0,22,93,2018,,,,,26775.0,
"Grant Parish, Louisiana",11593.0,22,43,2018,,,,,26847.0,66080.0
"Jefferson Parish, Louisiana",26799.0,22,51,2018,,38750.0,26292.0,29830.0,38893.0,29370.0
"Bienville Parish, Louisiana",13635.0,22,13,2018,,,,,25349.0,
"Bossier Parish, Louisiana",27031.0,22,15,2018,,55110.0,28194.0,50038.0,36695.0,28835.0
"Cameron Parish, Louisiana",,22,23,2018,,,,,36140.0,
"East Feliciana Parish, Louisiana",18125.0,22,37,2018,,,,,28281.0,20250.0
"St. John the Baptist Parish, Louisiana",30015.0,22,95,2018,,,,,28333.0,44192.0
"Plaquemines Parish, Louisiana",12568.0,22,75,2018,,9853.0,,,30326.0,31387.0
"Ouachita Parish, Louisiana",19423.0,22,73,2018,18852.0,43281.0,,22569.0,29392.0,30612.0
"Rapides Parish, Louisiana",17586.0,22,79,2018,,33163.0,,,29394.0,24412.0
"Washington Parish, Louisiana",12799.0,22,117,2018,,,,21343.0,17429.0,10909.0
"St. Landry Parish, Louisiana",11989.0,22,97,2018,,,,,22708.0,26250.0
"Tangipahoa Parish, Louisiana",17383.0,22,105,2018,,17132.0,,21061.0,29705.0,29091.0
"Acadia Parish, Louisiana",15024.0,22,1,2018,,,,33613.0,25053.0,
"St. Mary Parish, Louisiana",25998.0,22,101,2018,40349.0,,41089.0,130880.0,30901.0,40801.0
"West Carroll Parish, Louisiana",11250.0,22,123,2018,,,,,25000.0,
"St. Tammany Parish, Louisiana",26661.0,22,103,2018,,29776.0,,29306.0,35571.0,37721.0
"Union Parish, Louisiana",14492.0,22,111,2018,,,,,25515.0,28750.0
"Caldwell Parish, Louisiana",10821.0,22,21,2018,,,,,16176.0,
"Lafayette Parish, Louisiana",21974.0,22,55,2018,26818.0,50139.0,30833.0,31198.0,36611.0,31667.0
"Caddo Parish, Louisiana",18736.0,22,17,2018,,44792.0,26959.0,24129.0,32098.0,25000.0
"East Carroll Parish, Louisiana",9850.0,22,35,2018,,,,,29674.0,
"Ascension Parish, Louisiana",26010.0,22,5,2018,,,,24700.0,44463.0,31154.0
"Iberia Parish, Louisiana",26386.0,22,45,2018,,68531.0,34069.0,,30543.0,34730.0
"St. Bernard Parish, Louisiana",30152.0,22,87,2018,57132.0,,21417.0,12269.0,30269.0,22250.0
"St. Helena Parish, Louisiana",13543.0,22,91,2018,,,,,21895.0,
"West Baton Rouge Parish, Louisiana",16029.0,22,121,2018,,,,,44000.0,35972.0
"De Soto Parish, Louisiana",16532.0,22,31,2018,,,,12250.0,35000.0,19750.0
"Red River Parish, Louisiana",11979.0,22,81,2018,,,,,17989.0,
"Livingston Parish, Louisiana",30029.0,22,63,2018,,,,25976.0,37734.0,55132.0
"Natchitoches Parish, Louisiana",14941.0,22,69,2018,23214.0,65598.0,15924.0,,19201.0,16364.0
"Orleans Parish, Louisiana",17565.0,22,71,2018,,40625.0,27961.0,38388.0,48728.0,29188.0
"Catahoula Parish, Louisiana",13450.0,22,25,2018,,,,,19136.0,
"Calcasieu Parish, Louisiana",22001.0,22,19,2018,118188.0,32060.0,44758.0,,31779.0,40217.0
"Franklin Parish, Louisiana",13272.0,22,41,2018,,,,,21265.0,
"Assumption Parish, Louisiana",18566.0,22,7,2018,,,,165946.0,28774.0,30196.0
"Jackson Parish, Louisiana",15986.0,22,49,2018,,,,,21973.0,
"Richland Parish, Louisiana",16541.0,22,83,2018,,,,,21849.0,
"St. Martin Parish, Louisiana",22932.0,22,99,2018,,10813.0,,,29620.0,
"Winn Parish, Louisiana",14688.0,22,127,2018,,,,,23256.0,
"East Baton Rouge Parish, Louisiana",26390.0,22,33,2018,78043.0,25511.0,50147.0,16230.0,40405.0,43665.0
"Allen Parish, Louisiana",14191.0,22,3,2018,30703.0,,,,21186.0,15714.0
"Madison Parish, Louisiana",12986.0,22,65,2018,,,,,29219.0,
"Oxford County, Maine",,23,17,2018,,,,16500.0,26225.0,13790.0
"Waldo County, Maine",,23,27,2018,,33889.0,,32273.0,28500.0,33571.0
"Penobscot County, Maine",28266.0,23,19,2018,17778.0,50568.0,,16971.0,25629.0,36563.0
"Androscoggin County, Maine",27750.0,23,1,2018,,,,24617.0,30793.0,33056.0
"Aroostook County, Maine",,23,3,2018,9710.0,,,14922.0,20852.0,
"Cumberland County, Maine",33607.0,23,5,2018,,,,50866.0,42322.0,32228.0
"Knox County, Maine",,23,13,2018,,,,17961.0,33813.0,
"York County, Maine",,23,31,2018,,37639.0,,46094.0,38230.0,47702.0
"Franklin County, Maine",,23,7,2018,,,,13750.0,26793.0,
"Somerset County, Maine",,23,25,2018,13438.0,,,15506.0,20795.0,17337.0
"Worcester County, Maryland",25603.0,24,47,2018,21294.0,,,128229.0,36489.0,54432.0
"Baltimore city, Maryland",25806.0,24,510,2018,11875.0,45245.0,42374.0,43889.0,56850.0,50278.0
"Talbot County, Maryland",27529.0,24,41,2018,,,,,42165.0,
"Harford County, Maryland",41943.0,24,25,2018,,39031.0,39063.0,52014.0,45392.0,44052.0
"Howard County, Maryland",62789.0,24,27,2018,,86442.0,75542.0,72538.0,75325.0,74565.0
"Anne Arundel County, Maryland",60157.0,24,3,2018,41583.0,47188.0,55156.0,53600.0,63214.0,52468.0
"Baltimore County, Maryland",46344.0,24,5,2018,30577.0,53021.0,54850.0,48454.0,46058.0,49012.0
"Calvert County, Maryland",49107.0,24,9,2018,,83750.0,,87569.0,64900.0,
"Garrett County, Maryland",,24,23,2018,,,,50139.0,28629.0,
"Montgomery County, Maryland",53110.0,24,31,2018,55169.0,64967.0,46157.0,62657.0,73612.0,56898.0
"Carroll County, Maryland",49543.0,24,13,2018,,73269.0,,,43397.0,43975.0
"Queen Anne's County, Maryland",25066.0,24,35,2018,,,,,49123.0,
"St. Mary's County, Maryland",33882.0,24,37,2018,,86136.0,58582.0,64922.0,61126.0,51213.0
"Charles County, Maryland",59519.0,24,17,2018,71086.0,71875.0,,49006.0,60510.0,58391.0
"Dorchester County, Maryland",18196.0,24,19,2018,,91563.0,,,33586.0,
"Washington County, Maryland",27750.0,24,43,2018,21528.0,43542.0,56164.0,48438.0,35555.0,38393.0
"Wicomico County, Maryland",27633.0,24,45,2018,,36125.0,,60556.0,36818.0,41532.0
"Cecil County, Maryland",32375.0,24,15,2018,,63583.0,,,42613.0,
"Caroline County, Maryland",16603.0,24,11,2018,32885.0,42625.0,,,40495.0,39656.0
"Suffolk County, Massachusetts",22323.0,25,25,2018,12019.0,24171.0,18547.0,32969.0,70711.0,24143.0
"Barnstable County, Massachusetts",31211.0,25,1,2018,43882.0,48462.0,,,42052.0,40694.0
"Dukes County, Massachusetts",21902.0,25,7,2018,,,,40682.0,51103.0,
"Middlesex County, Massachusetts",38554.0,25,17,2018,53967.0,75034.0,33639.0,65958.0,57034.0,40482.0
"Berkshire County, Massachusetts",18571.0,25,3,2018,37750.0,33056.0,,37738.0,32871.0,38693.0
"Essex County, Massachusetts",31260.0,25,9,2018,,53750.0,22161.0,48469.0,43544.0,22222.0
"Bristol County, Massachusetts",31799.0,25,5,2018,32132.0,33676.0,24963.0,27025.0,35073.0,24554.0
"Hampden County, Massachusetts",23380.0,25,13,2018,15536.0,54139.0,14842.0,27408.0,38014.0,12471.0
"Plymouth County, Massachusetts",30530.0,25,23,2018,,51117.0,27917.0,41352.0,44234.0,20236.0
"Franklin County, Massachusetts",,25,11,2018,,29786.0,30885.0,,34609.0,28995.0
"Norfolk County, Massachusetts",45987.0,25,21,2018,,59643.0,53218.0,61176.0,53098.0,53317.0
"Hampshire County, Massachusetts",40830.0,25,15,2018,,52841.0,,36000.0,38578.0,33294.0
"Nantucket County, Massachusetts",,25,19,2018,,,,,63387.0,
"Monroe County, Michigan",22000.0,26,115,2018,35341.0,,51477.0,,31614.0,37596.0
"Allegan County, Michigan",,26,5,2018,,29271.0,44219.0,,34086.0,44531.0
"Hillsdale County, Michigan",2499.0,26,59,2018,38589.0,16875.0,39531.0,25268.0,27254.0,
"Alger County, Michigan",,26,3,2018,11923.0,,,17500.0,25753.0,
"Oceana County, Michigan",,26,127,2018,23864.0,,,22813.0,24385.0,23269.0
"Leelanau County, Michigan",,26,89,2018,14643.0,,,,36156.0,25096.0
"Clare County, Michigan",28056.0,26,35,2018,57679.0,,20700.0,2499.0,21875.0,20150.0
"Keweenaw County, Michigan",,26,83,2018,,,,,24107.0,
"Isabella County, Michigan",20000.0,26,73,2018,,27031.0,,19297.0,25872.0,21172.0
