NAME,B19202B_001E,state,county,year,B19202C_001E,B19202D_001E,B19202F_001E,B19202G_001E,B19202H_001E,B19202I_001E
"Scott County, Tennessee",,47,151,2012,7083.0,,,14271.0,15140.0,
"Sequatchie County, Tennessee",,47,153,2012,,,,13462.0,20775.0,
"Sevier County, Tennessee",31754.0,47,155,2012,,22167.0,,15147.0,22680.0,65875.0
"Shelby County, Tennessee",22433.0,47,157,2012,18438.0,46739.0,19769.0,36674.0,38942.0,24420.0
"Smith County, Tennessee",9798.0,47,159,2012,26667.0,,,,20725.0,6181.0
"Stewart County, Tennessee",47902.0,47,161,2012,,,,,24115.0,17917.0
"Sullivan County, Tennessee",25161.0,47,163,2012,13906.0,19598.0,39489.0,22500.0,21547.0,39091.0
"Sumner County, Tennessee",32153.0,47,165,2012,,,36955.0,19331.0,30902.0,28946.0
"Tipton County, Tennessee",17367.0,47,167,2012,,,,36250.0,26092.0,84265.0
"Trousdale County, Tennessee",32500.0,47,169,2012,,,,,25321.0,
"Unicoi County, Tennessee",,47,171,2012,,,,,18661.0,19554.0
"Union County, Tennessee",,47,173,2012,,,,13352.0,18519.0,
"Van Buren County, Tennessee",,47,175,2012,,,,,17163.0,
"Warren County, Tennessee",15750.0,47,177,2012,,2499.0,,13654.0,17858.0,23750.0
"Washington County, Tennessee",18011.0,47,179,2012,30991.0,10244.0,20455.0,18953.0,25544.0,24732.0
"Wayne County, Tennessee",7143.0,47,181,2012,,,,2499.0,16990.0,31000.0
"Weakley County, Tennessee",11806.0,47,183,2012,,,2499.0,15313.0,15618.0,7300.0
"White County, Tennessee",16186.0,47,185,2012,,,,20735.0,19213.0,
"Williamson County, Tennessee",38313.0,47,187,2012,,59327.0,19306.0,64250.0,42551.0,17176.0
"Wilson County, Tennessee",24621.0,47,189,2012,,,29286.0,23281.0,32316.0,36795.0
"Anderson County, Texas",14348.0,48,1,2012,26250.0,,122552.0,18438.0,22210.0,28142.0
"Andrews County, Texas",,48,3,2012,,,2499.0,43750.0,25321.0,19250.0
"Angelina County, Texas",16455.0,48,5,2012,,4388.0,23672.0,36250.0,24610.0,23373.0
"Aransas County, Texas",,48,7,2012,,,,21058.0,24924.0,22883.0
"Archer County, Texas",,48,9,2012,,,,25313.0,30395.0,
"Armstrong County, Texas",,48,11,2012,,,,,14886.0,
"Atascosa County, Texas",,48,13,2012,,24722.0,10295.0,55132.0,28535.0,16455.0
"Austin County, Texas",9912.0,48,15,2012,,,38000.0,10417.0,29317.0,35451.0
"Bailey County, Texas",,48,17,2012,,,,,15288.0,13438.0
"Bandera County, Texas",,48,19,2012,10758.0,,10625.0,70489.0,26159.0,14079.0
"Bastrop County, Texas",10342.0,48,21,2012,21613.0,,8800.0,25788.0,34784.0,19634.0
"Baylor County, Texas",9044.0,48,23,2012,,,,,21103.0,9655.0
"Bee County, Texas",32059.0,48,25,2012,,,14797.0,35993.0,27607.0,13010.0
"Bell County, Texas",28810.0,48,27,2012,23929.0,25023.0,32855.0,28929.0,32209.0,26529.0
"Bexar County, Texas",28149.0,48,29,2012,31013.0,30137.0,24189.0,32796.0,38000.0,25735.0
"Blanco County, Texas",19643.0,48,31,2012,,,,26534.0,28112.0,26083.0
"Borden County, Texas",,48,33,2012,,,,,54167.0,
"Bosque County, Texas",18295.0,48,35,2012,63021.0,,13958.0,55192.0,19764.0,14688.0
"Bowie County, Texas",17055.0,48,37,2012,8750.0,45446.0,11386.0,11467.0,25577.0,21146.0
"Brazoria County, Texas",42314.0,48,39,2012,63077.0,27788.0,26862.0,33049.0,40059.0,35982.0
"Brazos County, Texas",15877.0,48,41,2012,34844.0,16595.0,17850.0,15933.0,21137.0,14983.0
"Brewster County, Texas",39375.0,48,43,2012,23705.0,,,,28375.0,21168.0
"Briscoe County, Texas",23750.0,48,45,2012,,,,,22232.0,24688.0
"Brooks County, Texas",,48,47,2012,,,15721.0,,11429.0,11190.0
"Brown County, Texas",9280.0,48,49,2012,,,31964.0,11435.0,21194.0,30179.0
"Burleson County, Texas",9012.0,48,51,2012,,,,,25388.0,23417.0
"Burnet County, Texas",13750.0,48,53,2012,,21654.0,30302.0,9148.0,29850.0,25017.0
"Caldwell County, Texas",9655.0,48,55,2012,33438.0,,22159.0,10893.0,25298.0,25564.0
"Calhoun County, Texas",38654.0,48,57,2012,,38250.0,7206.0,20379.0,28304.0,22197.0
"Callahan County, Texas",,48,59,2012,,,21786.0,29500.0,23346.0,33684.0
"Cameron County, Texas",26078.0,48,61,2012,17321.0,52381.0,11498.0,22679.0,26418.0,14774.0
"Camp County, Texas",17566.0,48,63,2012,,,,,23718.0,
"Carson County, Texas",,48,65,2012,,,,,27031.0,55357.0
"Cass County, Texas",13592.0,48,67,2012,,38525.0,,9821.0,19409.0,22574.0
"Castro County, Texas",9375.0,48,69,2012,,,5139.0,165577.0,21902.0,11919.0
"Chambers County, Texas",26603.0,48,71,2012,11000.0,,16583.0,,30957.0,60662.0
"Cherokee County, Texas",11776.0,48,73,2012,36000.0,2499.0,28750.0,31250.0,21988.0,21759.0
"Childress County, Texas",,48,75,2012,,,4875.0,,27900.0,4375.0
"Clay County, Texas",,48,77,2012,85833.0,,,,24917.0,12292.0
"Cochran County, Texas",53750.0,48,79,2012,,,15625.0,,26354.0,11023.0
"Coke County, Texas",,48,81,2012,,,,,21992.0,18750.0
"Coleman County, Texas",13333.0,48,83,2012,,,26042.0,12159.0,16808.0,11515.0
"Collin County, Texas",42663.0,48,85,2012,53125.0,55756.0,37672.0,39636.0,48419.0,38810.0
"Collingsworth County, Texas",10893.0,48,87,2012,,,,,23661.0,60402.0
"Colorado County, Texas",23208.0,48,89,2012,2499.0,,13500.0,,20809.0,32888.0
"Comal County, Texas",33906.0,48,91,2012,50233.0,,91071.0,29342.0,32082.0,35662.0
"Comanche County, Texas",,48,93,2012,,,16250.0,20288.0,26069.0,8160.0
"Concho County, Texas",,48,95,2012,,,,,22902.0,12708.0
"Cooke County, Texas",15833.0,48,97,2012,51897.0,,19569.0,23516.0,24788.0,19181.0
"Coryell County, Texas",37109.0,48,99,2012,,11307.0,40938.0,51286.0,27982.0,40083.0
"Cottle County, Texas",70125.0,48,101,2012,,,,,18750.0,13611.0
"Crane County, Texas",,48,103,2012,,,37765.0,,35500.0,36500.0
"Crockett County, Texas",,48,105,2012,,,,,85556.0,13636.0
"Crosby County, Texas",11806.0,48,107,2012,,,7083.0,2499.0,26360.0,11016.0
"Culberson County, Texas",,48,109,2012,,,,,38977.0,9851.0
"Dallam County, Texas",80714.0,48,111,2012,,,,,24648.0,19022.0
"Dallas County, Texas",27686.0,48,113,2012,30133.0,43837.0,30141.0,38156.0,45464.0,30976.0
"Dawson County, Texas",9269.0,48,115,2012,7188.0,,9954.0,,25554.0,15303.0
"Deaf Smith County, Texas",22938.0,48,117,2012,,,23125.0,12375.0,38942.0,17542.0
"Delta County, Texas",18750.0,48,119,2012,16250.0,,,46250.0,22266.0,
"Denton County, Texas",34947.0,48,121,2012,51875.0,30961.0,41340.0,34352.0,43868.0,38750.0
"DeWitt County, Texas",11290.0,48,123,2012,,7083.0,15938.0,35417.0,28173.0,11531.0
"Dickens County, Texas",25000.0,48,125,2012,,,4688.0,,20089.0,9375.0
"Dimmit County, Texas",,48,127,2012,,,9722.0,,34561.0,11454.0
"Donley County, Texas",9375.0,48,129,2012,11875.0,,,,24323.0,31333.0
"Duval County, Texas",,48,131,2012,,,14514.0,,62064.0,17386.0
"Eastland County, Texas",,48,133,2012,,,8870.0,20817.0,23083.0,12250.0
"Ector County, Texas",26500.0,48,135,2012,25417.0,64583.0,28929.0,19286.0,27341.0,29027.0
"Edwards County, Texas",,48,137,2012,,,,,40972.0,9766.0
"Ellis County, Texas",24196.0,48,139,2012,28281.0,116042.0,33490.0,46731.0,35683.0,29891.0
"El Paso County, Texas",34531.0,48,141,2012,22434.0,33000.0,19698.0,20651.0,38254.0,18732.0
"Erath County, Texas",4493.0,48,143,2012,2499.0,37500.0,31929.0,37969.0,21519.0,22260.0
"Falls County, Texas",14116.0,48,145,2012,,,10278.0,13750.0,25130.0,10852.0
"Fannin County, Texas",13789.0,48,147,2012,34063.0,29274.0,,14167.0,24250.0,14005.0
"Fayette County, Texas",20851.0,48,149,2012,,,17723.0,,22713.0,21916.0
"Fisher County, Texas",2499.0,48,151,2012,,,30536.0,,23750.0,17083.0
"Floyd County, Texas",20250.0,48,153,2012,,,18500.0,,20577.0,13917.0
"Foard County, Texas",,48,155,2012,,,9821.0,,20000.0,13333.0
"Fort Bend County, Texas",42463.0,48,157,2012,43784.0,45230.0,32885.0,73417.0,47459.0,38594.0
"Franklin County, Texas",10817.0,48,159,2012,,,,,25287.0,
"Freestone County, Texas",19280.0,48,161,2012,,2499.0,7045.0,35972.0,30992.0,34135.0
"Frio County, Texas",,48,163,2012,,,53500.0,,28594.0,17705.0
"Gaines County, Texas",,48,165,2012,,2499.0,61786.0,11250.0,27365.0,20852.0
"Galveston County, Texas",20757.0,48,167,2012,55114.0,34362.0,33054.0,20000.0,41453.0,30621.0
"Garza County, Texas",,48,169,2012,,,17500.0,,24815.0,12266.0
"Gillespie County, Texas",,48,171,2012,,,,43545.0,33138.0,38654.0
"Glasscock County, Texas",,48,173,2012,,,,,42188.0,
"Goliad County, Texas",15431.0,48,175,2012,,,12440.0,27011.0,32386.0,16950.0
"Gonzales County, Texas",13417.0,48,177,2012,,,16342.0,,26625.0,16189.0
"Gray County, Texas",9728.0,48,179,2012,,8967.0,71625.0,13750.0,23932.0,37688.0
"Grayson County, Texas",14706.0,48,181,2012,18536.0,26950.0,23409.0,21406.0,26783.0,23693.0
"Gregg County, Texas",19284.0,48,183,2012,20908.0,24737.0,24286.0,13281.0,28797.0,31088.0
"Grimes County, Texas",9542.0,48,185,2012,,,9464.0,15144.0,25713.0,11800.0
"Guadalupe County, Texas",18315.0,48,187,2012,59500.0,21250.0,25375.0,14231.0,36715.0,35938.0
"Hale County, Texas",14792.0,48,189,2012,11813.0,,9514.0,9175.0,26525.0,23581.0
"Hall County, Texas",10000.0,48,191,2012,,2499.0,,9205.0,19038.0,16193.0
"Hamilton County, Texas",,48,193,2012,,,,10795.0,21458.0,23750.0
"Hansford County, Texas",,48,195,2012,,,42917.0,,24861.0,25833.0
"Hardeman County, Texas",11750.0,48,197,2012,,,28990.0,72500.0,30605.0,17070.0
"Hardin County, Texas",20331.0,48,199,2012,,,65868.0,15875.0,24500.0,50625.0
"Harris County, Texas",26572.0,48,201,2012,27783.0,43786.0,30235.0,33257.0,49142.0,31082.0
"Harrison County, Texas",12810.0,48,203,2012,,,,47500.0,29775.0,47574.0
"Hartley County, Texas",,48,205,2012,,,26125.0,,33977.0,27596.0
"Haskell County, Texas",16019.0,48,207,2012,,,15625.0,13828.0,19387.0,9024.0
"Hays County, Texas",22708.0,48,209,2012,90065.0,28500.0,16569.0,30688.0,28584.0,22435.0
"Hemphill County, Texas",,48,211,2012,,,,,36648.0,
"Henderson County, Texas",14875.0,48,213,2012,13947.0,34500.0,25428.0,13482.0,23589.0,25398.0
"Hidalgo County, Texas",36538.0,48,215,2012,4911.0,47670.0,10488.0,16453.0,28309.0,14965.0
"Hill County, Texas",14754.0,48,217,2012,18229.0,2499.0,17321.0,12273.0,23934.0,21938.0
"Hockley County, Texas",7750.0,48,219,2012,,25893.0,18846.0,65172.0,24965.0,19440.0
"Hood County, Texas",21111.0,48,221,2012,,46838.0,41985.0,43194.0,31905.0,34063.0
"Hopkins County, Texas",19423.0,48,223,2012,9861.0,,15833.0,19375.0,25353.0,17292.0
"Houston County, Texas",12152.0,48,225,2012,4167.0,,2499.0,,19162.0,8000.0
"Howard County, Texas",28234.0,48,227,2012,24844.0,,15025.0,31875.0,30360.0,16918.0
"Hudspeth County, Texas",,48,229,2012,,,12986.0,,20924.0,12500.0
"Hunt County, Texas",18163.0,48,231,2012,55721.0,13583.0,13147.0,11979.0,26453.0,18347.0
"Hutchinson County, Texas",16875.0,48,233,2012,13750.0,34750.0,5875.0,39583.0,29318.0,24559.0
"Irion County, Texas",,48,235,2012,,,,,23125.0,36667.0
"Jack County, Texas",20417.0,48,237,2012,2499.0,27250.0,,,30842.0,19904.0
"Jackson County, Texas",22539.0,48,239,2012,,,22292.0,,26348.0,13147.0
"Jasper County, Texas",13280.0,48,241,2012,,,70921.0,,23242.0,35063.0
"Jeff Davis County, Texas",,48,243,2012,39531.0,,,53250.0,26480.0,34097.0
"Jefferson County, Texas",18494.0,48,245,2012,30938.0,30735.0,39630.0,31031.0,32519.0,33134.0
"Jim Hogg County, Texas",,48,247,2012,,,21354.0,,,23618.0
"Jim Wells County, Texas",,48,249,2012,93507.0,40802.0,13292.0,16473.0,26000.0,19120.0
"Johnson County, Texas",32825.0,48,251,2012,43333.0,31680.0,22589.0,19286.0,31624.0,31146.0
"Jones County, Texas",13846.0,48,253,2012,,,15074.0,10833.0,24327.0,18475.0
"Karnes County, Texas",12059.0,48,255,2012,,2499.0,14012.0,,26418.0,13285.0
"Kaufman County, Texas",20893.0,48,257,2012,53173.0,57500.0,38438.0,22639.0,31548.0,35100.0
"Kendall County, Texas",,48,259,2012,,31597.0,,,30133.0,9883.0
"Kenedy County, Texas",,48,261,2012,,,,,2499.0,17639.0
"Kent County, Texas",,48,263,2012,,,,,22679.0,16111.0
"Kerr County, Texas",16761.0,48,265,2012,30759.0,37537.0,21607.0,18229.0,26694.0,21784.0
"Kimble County, Texas",,48,267,2012,,,59583.0,,28839.0,23889.0
"King County, Texas",,48,269,2012,,,,,31563.0,
"Kinney County, Texas",16250.0,48,271,2012,,,,,29359.0,16384.0
"Kleberg County, Texas",9785.0,48,273,2012,,2499.0,12586.0,63125.0,34239.0,18393.0
"Knox County, Texas",10588.0,48,275,2012,,,25795.0,9583.0,20327.0,26538.0
"Lamar County, Texas",18508.0,48,277,2012,20455.0,45298.0,2499.0,9598.0,24596.0,13929.0
"Lamb County, Texas",20000.0,48,279,2012,,,27417.0,33424.0,25000.0,14853.0
"Lampasas County, Texas",55962.0,48,281,2012,47308.0,29792.0,8077.0,,28667.0,9597.0
"La Salle County, Texas",,48,283,2012,,,28750.0,12955.0,24262.0,12538.0
"Lavaca County, Texas",19688.0,48,285,2012,,,22108.0,,24613.0,21302.0
"Lee County, Texas",15000.0,48,287,2012,,,,19306.0,26193.0,32476.0
"Leon County, Texas",10662.0,48,289,2012,,,20125.0,,21847.0,23693.0
"Liberty County, Texas",14295.0,48,291,2012,31875.0,20109.0,11667.0,17446.0,24793.0,20978.0
"Limestone County, Texas",20451.0,48,293,2012,,,,16667.0,22419.0,17500.0
"Lipscomb County, Texas",,48,295,2012,45893.0,,63472.0,75833.0,31250.0,62639.0
"Live Oak County, Texas",,48,297,2012,,,,,21983.0,23601.0
"Llano County, Texas",,48,299,2012,,,,26250.0,23239.0,13594.0
"Loving County, Texas",,48,301,2012,,,,,17813.0,
"Lubbock County, Texas",17131.0,48,303,2012,22500.0,16017.0,19182.0,23371.0,27732.0,21466.0
"Lynn County, Texas",,48,305,2012,,,23625.0,6328.0,29464.0,14119.0
"McCulloch County, Texas",42685.0,48,307,2012,2499.0,,16164.0,28667.0,28064.0,16552.0
"McLennan County, Texas",15076.0,48,309,2012,36652.0,16667.0,23556.0,20395.0,26382.0,22210.0
"McMullen County, Texas",,48,311,2012,,,,,21641.0,20000.0
"Madison County, Texas",25926.0,48,313,2012,,,,,25162.0,12750.0
"Marion County, Texas",11635.0,48,315,2012,,,,,16050.0,
"Martin County, Texas",,48,317,2012,,,12986.0,,27734.0,23088.0
"Mason County, Texas",,48,319,2012,,,,,17214.0,7946.0
"Matagorda County, Texas",11842.0,48,321,2012,21477.0,16344.0,18269.0,38281.0,26350.0,20341.0
"Maverick County, Texas",10724.0,48,323,2012,22917.0,,9006.0,120234.0,65813.0,12261.0
"Medina County, Texas",,48,325,2012,,,15800.0,27500.0,28981.0,16179.0
"Menard County, Texas",,48,327,2012,2499.0,,,,12697.0,23274.0
"Midland County, Texas",29511.0,48,329,2012,40000.0,56500.0,25188.0,34559.0,36330.0,27008.0
"Milam County, Texas",11932.0,48,331,2012,24083.0,,33779.0,9719.0,21309.0,22201.0
"Mills County, Texas",,48,333,2012,,,,,16282.0,9485.0
"Mitchell County, Texas",37542.0,48,335,2012,,,11477.0,30435.0,22721.0,14050.0
"Montague County, Texas",,48,337,2012,,,33632.0,22232.0,21640.0,32712.0
"Montgomery County, Texas",28569.0,48,339,2012,33750.0,50607.0,48570.0,33214.0,36256.0,38501.0
"Moore County, Texas",33750.0,48,341,2012,9000.0,74375.0,21429.0,35893.0,28875.0,24628.0
"Morris County, Texas",13938.0,48,343,2012,,,,,21538.0,22604.0
"Motley County, Texas",7500.0,48,345,2012,,,,,18125.0,
"Nacogdoches County, Texas",14506.0,48,347,2012,6983.0,35652.0,,20568.0,22077.0,34306.0
"Navarro County, Texas",16000.0,48,349,2012,,15694.0,,32959.0,27266.0,19222.0
"Newton County, Texas",15197.0,48,351,2012,,,,,21154.0,
"Nolan County, Texas",15563.0,48,353,2012,,,31094.0,37706.0,24151.0,13555.0
"Nueces County, Texas",20890.0,48,355,2012,27375.0,40673.0,24183.0,26271.0,35784.0,23586.0
"Ochiltree County, Texas",,48,357,2012,,49583.0,,90882.0,22639.0,22763.0
"Oldham County, Texas",,48,359,2012,,,28750.0,,22578.0,39167.0
"Orange County, Texas",16250.0,48,361,2012,17557.0,35481.0,34927.0,53654.0,25134.0,35606.0
"Palo Pinto County, Texas",18967.0,48,363,2012,12083.0,,41227.0,35521.0,21657.0,41481.0
"Panola County, Texas",10451.0,48,365,2012,,,,12656.0,25989.0,17159.0
"Parker County, Texas",24453.0,48,367,2012,66250.0,53750.0,23558.0,19879.0,31724.0,24736.0
"Parmer County, Texas",19018.0,48,369,2012,,,,,32045.0,29219.0
"Pecos County, Texas",,48,371,2012,,,10972.0,8750.0,37708.0,17740.0
"Polk County, Texas",12627.0,48,373,2012,35156.0,,50975.0,26439.0,24045.0,28409.0
"Potter County, Texas",21145.0,48,375,2012,25000.0,20078.0,29043.0,18889.0,26323.0,20837.0
"Presidio County, Texas",,48,377,2012,,,,,46719.0,11817.0
"Rains County, Texas",,48,379,2012,,,11339.0,,22212.0,18750.0
"Randall County, Texas",21250.0,48,381,2012,36533.0,35926.0,27955.0,41719.0,29469.0,29643.0
"Reagan County, Texas",,48,383,2012,,,12426.0,,40543.0,47125.0
"Real County, Texas",,48,385,2012,,,,,22542.0,30536.0
"Red River County, Texas",9953.0,48,387,2012,,,,16250.0,20353.0,7121.0
"Reeves County, Texas",8988.0,48,389,2012,14643.0,,17167.0,,42292.0,15676.0
"Refugio County, Texas",21750.0,48,391,2012,,,16250.0,24107.0,22353.0,21900.0
"Roberts County, Texas",,48,393,2012,,,,,25781.0,
"Robertson County, Texas",15256.0,48,395,2012,,,12071.0,28060.0,28264.0,25732.0
"Rockwall County, Texas",51520.0,48,397,2012,,27102.0,,26510.0,47226.0,43250.0
"Runnels County, Texas",,48,399,2012,18750.0,,13011.0,33542.0,23098.0,20417.0
"Rusk County, Texas",16419.0,48,401,2012,11563.0,65139.0,,24500.0,25429.0,19808.0
"Sabine County, Texas",13487.0,48,403,2012,,,,19205.0,23163.0,12788.0
"San Augustine County, Texas",12128.0,48,405,2012,,,,,16554.0,53162.0
"San Jacinto County, Texas",9114.0,48,407,2012,,,,12083.0,29667.0,25735.0
"San Patricio County, Texas",11525.0,48,409,2012,17045.0,72273.0,14236.0,14141.0,33328.0,23889.0
"San Saba County, Texas",,48,411,2012,,,2499.0,15469.0,19850.0,14688.0
"Schleicher County, Texas",,48,413,2012,,,,8942.0,18542.0,12232.0
"Scurry County, Texas",8125.0,48,415,2012,13750.0,,30842.0,9167.0,21904.0,13750.0
"Shackelford County, Texas",,48,417,2012,,,,12813.0,26402.0,
"Shelby County, Texas",17261.0,48,419,2012,16667.0,2499.0,23036.0,85139.0,20724.0,22203.0
"Sherman County, Texas",,48,421,2012,,,29792.0,,31993.0,38182.0
"Smith County, Texas",20353.0,48,423,2012,30718.0,17794.0,19896.0,21250.0,28920.0,26088.0
"Somervell County, Texas",,48,425,2012,,,37632.0,,27321.0,37928.0
"Starr County, Texas",,48,427,2012,,,13261.0,,26848.0,11591.0
"Stephens County, Texas",73026.0,48,429,2012,37143.0,,,,21500.0,13611.0
"Sterling County, Texas",,48,431,2012,,,,,18456.0,12969.0
"Stonewall County, Texas",,48,433,2012,,,,,31786.0,18750.0
"Sutton County, Texas",,48,435,2012,,,14423.0,,48333.0,22431.0
"Swisher County, Texas",17895.0,48,437,2012,76161.0,26250.0,20000.0,8875.0,16861.0,19196.0
"Tarrant County, Texas",27524.0,48,439,2012,19533.0,28333.0,29226.0,37428.0,40494.0,30958.0
"Taylor County, Texas",25849.0,48,441,2012,19375.0,20114.0,19309.0,20972.0,29465.0,20802.0
"Terrell County, Texas",,48,443,2012,,,,,17250.0,21875.0
"Terry County, Texas",6389.0,48,445,2012,,,11703.0,,21298.0,12473.0
"Throckmorton County, Texas",,48,447,2012,,,,,35714.0,20893.0
"Titus County, Texas",11300.0,48,449,2012,30125.0,,15250.0,2499.0,27800.0,24067.0
"Tom Green County, Texas",21781.0,48,451,2012,17275.0,13973.0,22500.0,14819.0,27747.0,21898.0
"Travis County, Texas",30984.0,48,453,2012,28107.0,35979.0,30824.0,37319.0,44163.0,35764.0
"Trinity County, Texas",17868.0,48,455,2012,,,,13750.0,22404.0,9911.0
"Tyler County, Texas",30298.0,48,457,2012,,,8125.0,37500.0,19389.0,8966.0
"Upshur County, Texas",10846.0,48,459,2012,,,33657.0,9333.0,23216.0,26354.0
"Upton County, Texas",6250.0,48,461,2012,,,,,34167.0,18750.0
"Uvalde County, Texas",3883.0,48,463,2012,,,10556.0,,21875.0,12955.0
"Val Verde County, Texas",44671.0,48,465,2012,,,10147.0,50645.0,37917.0,12221.0
"Van Zandt County, Texas",11786.0,48,467,2012,17083.0,43879.0,4219.0,12375.0,22606.0,19345.0
"Victoria County, Texas",20635.0,48,469,2012,11926.0,55729.0,19274.0,30795.0,33004.0,22364.0
"Walker County, Texas",16786.0,48,471,2012,51667.0,11037.0,6500.0,8977.0,26040.0,26316.0
"Waller County, Texas",22349.0,48,473,2012,175375.0,32063.0,60391.0,23125.0,35172.0,35221.0
"Ward County, Texas",62596.0,48,475,2012,30972.0,,13073.0,13750.0,19392.0,15132.0
"Washington County, Texas",13824.0,48,477,2012,,,,,28306.0,23182.0
"Webb County, Texas",42589.0,48,479,2012,10139.0,17455.0,9662.0,40192.0,47093.0,18672.0
"Wharton County, Texas",13891.0,48,481,2012,,108387.0,13214.0,,23766.0,13512.0
"Wheeler County, Texas",43261.0,48,483,2012,,41250.0,,19375.0,25481.0,38750.0
"Wichita County, Texas",15551.0,48,485,2012,55909.0,21667.0,30000.0,12375.0,29068.0,20252.0
"Wilbarger County, Texas",17860.0,48,487,2012,,60260.0,12344.0,29500.0,25795.0,18125.0
"Willacy County, Texas",9200.0,48,489,2012,,,8906.0,30724.0,25192.0,9256.0
"Williamson County, Texas",38011.0,48,491,2012,31420.0,73012.0,47857.0,44425.0,44511.0,39640.0
"Wilson County, Texas",9792.0,48,493,2012,,,17813.0,16528.0,32047.0,18681.0
"Winkler County, Texas",18958.0,48,495,2012,,,12000.0,4500.0,21250.0,37500.0
"Wise County, Texas",,48,497,2012,14338.0,22143.0,11629.0,23274.0,34562.0,37963.0
"Wood County, Texas",12378.0,48,499,2012,18250.0,40893.0,,9881.0,25159.0,14965.0
"Yoakum County, Texas",7750.0,48,501,2012,,,31216.0,,19863.0,17344.0
"Young County, Texas",10938.0,48,503,2012,,,100625.0,56250.0,21679.0,25342.0
"Zapata County, Texas",2499.0,48,505,2012,,,,,36406.0,14688.0
"Zavala County, Texas",,48,507,2012,,,10542.0,,18713.0,9047.0
"Beaver County, Utah",,49,1,2012,2499.0,,,,17639.0,
"Box Elder County, Utah",,49,3,2012,18750.0,100550.0,14615.0,33281.0,27144.0,21875.0
"Cache County, Utah",20278.0,49,5,2012,43318.0,13661.0,4360.0,46063.0,31242.0,17476.0
"Carbon County, Utah",,49,7,2012,,,28704.0,,21126.0,28906.0
"Daggett County, Utah",,49,9,2012,,,,,23750.0,
"Davis County, Utah",31107.0,49,11,2012,26146.0,65084.0,49350.0,63750.0,37730.0,42260.0
"Duchesne County, Utah",,49,13,2012,16875.0,,20833.0,,28750.0,53148.0
"Emery County, Utah",,49,15,2012,,,,,25263.0,39844.0
"Garfield County, Utah",,49,17,2012,,,,,27679.0,
"Grand County, Utah",21369.0,49,19,2012,,,,,26790.0,22656.0
"Iron County, Utah",,49,21,2012,12813.0,12098.0,,18844.0,25823.0,19167.0
"Juab County, Utah",,49,23,2012,,,,,24318.0,
"Kane County, Utah",,49,25,2012,,,,29000.0,27970.0,2499.0
"Millard County, Utah",,49,27,2012,37708.0,,,2499.0,24702.0,14674.0
"Morgan County, Utah",,49,29,2012,,,,,52202.0,
"Piute County, Utah",,49,31,2012,,,,,19205.0,
"Rich County, Utah",,49,33,2012,,,,,19018.0,
"Salt Lake County, Utah",26531.0,49,35,2012,25175.0,33384.0,31484.0,29441.0,37704.0,28729.0
"San Juan County, Utah",,49,37,2012,9136.0,2499.0,,,33382.0,
"Sanpete County, Utah",,49,39,2012,45179.0,,,,21424.0,40093.0
"Sevier County, Utah",,49,41,2012,,,22000.0,46563.0,19949.0,24750.0
"Summit County, Utah",2499.0,49,43,2012,12188.0,250001.0,24511.0,21607.0,51461.0,78393.0
"Tooele County, Utah",78750.0,49,45,2012,52466.0,,40385.0,27417.0,32947.0,38772.0
"Uintah County, Utah",,49,47,2012,8299.0,,182764.0,39375.0,33984.0,37308.0
"Utah County, Utah",23575.0,49,49,2012,20926.0,20917.0,24375.0,36111.0,33167.0,26970.0
"Wasatch County, Utah",,49,51,2012,,27500.0,,,41594.0,21953.0
"Washington County, Utah",12222.0,49,53,2012,15398.0,70938.0,27258.0,25293.0,26317.0,23750.0
"Wayne County, Utah",,49,55,2012,,,,,26484.0,2499.0
"Weber County, Utah",20069.0,49,57,2012,23796.0,26897.0,22261.0,19125.0,33582.0,27055.0
"Addison County, Vermont",,50,1,2012,91354.0,63221.0,,14904.0,35683.0,46726.0
"Bennington County, Vermont",2499.0,50,3,2012,,33750.0,,35938.0,28070.0,183023.0
"Caledonia County, Vermont",23977.0,50,5,2012,17344.0,54120.0,,12303.0,22998.0,19286.0
"Chittenden County, Vermont",44773.0,50,7,2012,36688.0,12188.0,57212.0,34722.0,38951.0,37063.0
"Essex County, Vermont",,50,9,2012,,26250.0,,92813.0,22179.0,
"Franklin County, Vermont",19861.0,50,11,2012,18750.0,9583.0,,12500.0,34405.0,39911.0
"Grand Isle County, Vermont",,50,13,2012,11635.0,,,27045.0,37188.0,17656.0
"Lamoille County, Vermont",,50,15,2012,25313.0,,,2499.0,33037.0,72813.0
"Orange County, Vermont",,50,17,2012,,24306.0,,43289.0,32474.0,31250.0
"Orleans County, Vermont",,50,19,2012,9073.0,2499.0,,15000.0,23050.0,9531.0
"Rutland County, Vermont",9028.0,50,21,2012,,11406.0,,23750.0,26976.0,20357.0
"Washington County, Vermont",8393.0,50,23,2012,24773.0,100357.0,36250.0,34286.0,32810.0,32500.0
"Guayama Municipio, Puerto Rico",12778.0,72,57,2012,2499.0,,5701.0,11471.0,,9723.0
"Guayanilla Municipio, Puerto Rico",5333.0,72,59,2012,2499.0,,4875.0,18594.0,,7955.0
"Guaynabo Municipio, Puerto Rico",14521.0,72,61,2012,31406.0,31319.0,14587.0,35556.0,41786.0,19453.0
"Gurabo Municipio, Puerto Rico",26491.0,72,63,2012,,,25144.0,20417.0,,15968.0
