state,county,year,population,White,Black,American_Indian,Asian,Native_Hawaian,Other,White-Black,White-AI,White-Asian,Black-AI,All-other-two,Three,Four,B19019_001E
Alabama,Alabama,2010,"4,785,437",,,,,,,,,,,,,,
Alabama,Autauga County,2010,"54,773",42031.0,9508.0,168.0,348.0,0.0,324.0,114.0,296.0,213.0,17.0,114.0,22.0,0.0,53255.0
Alabama,Baldwin County,2010,"183,112",151453.0,16613.0,1090.0,1149.0,6.0,3084.0,317.0,957.0,351.0,206.0,347.0,218.0,0.0,50147.0
Alabama,Barbour County,2010,"27,327",13759.0,12911.0,87.0,46.0,3.0,526.0,79.0,63.0,9.0,103.0,104.0,9.0,0.0,33219.0
Alabama,Bibb County,2010,"22,870",19038.0,3450.0,40.0,36.0,0.0,0.0,0.0,16.0,0.0,30.0,0.0,0.0,0.0,41770.0
Alabama,Blount County,2010,"57,376",53938.0,716.0,255.0,246.0,9.0,923.0,221.0,351.0,9.0,0.0,24.0,0.0,0.0,45549.0
Alabama,Bullock County,2010,"10,876",2589.0,8110.0,24.0,47.0,64.0,0.0,0.0,0.0,0.0,12.0,16.0,61.0,0.0,31602.0
Alabama,Butler County,2010,"20,932",11493.0,8969.0,28.0,176.0,0.0,0.0,73.0,104.0,0.0,0.0,52.0,0.0,0.0,30659.0
Alabama,Calhoun County,2010,"118,408",88451.0,23928.0,513.0,815.0,85.0,1811.0,622.0,436.0,172.0,86.0,129.0,101.0,0.0,38407.0
Alabama,Chambers County,2010,"34,122",20425.0,13527.0,17.0,145.0,0.0,57.0,94.0,207.0,29.0,18.0,60.0,0.0,0.0,31467.0
Alabama,Cherokee County,2010,"25,963",23842.0,1202.0,198.0,69.0,32.0,121.0,41.0,93.0,42.0,26.0,34.0,0.0,0.0,40690.0
Alabama,Chilton County,2010,"43,653",37736.0,4052.0,242.0,85.0,0.0,414.0,350.0,128.0,61.0,0.0,35.0,18.0,0.0,39486.0
Alabama,Choctaw County,2010,"13,849",7823.0,6064.0,0.0,39.0,0.0,10.0,0.0,123.0,0.0,0.0,52.0,0.0,0.0,31076.0
Alabama,Clarke County,2010,"25,766",14451.0,10990.0,483.0,108.0,0.0,30.0,36.0,85.0,0.0,66.0,6.0,0.0,0.0,27439.0
Alabama,Clay County,2010,"13,898",11562.0,2160.0,59.0,0.0,0.0,65.0,83.0,111.0,0.0,0.0,0.0,0.0,0.0,35595.0
Alabama,Cleburne County,2010,"15,004",13983.0,606.0,32.0,2.0,0.0,23.0,61.0,98.0,8.0,0.0,10.0,0.0,0.0,36077.0
Alabama,Coffee County,2010,"50,208",37460.0,8377.0,417.0,536.0,44.0,314.0,202.0,571.0,188.0,21.0,145.0,74.0,0.0,42253.0
Alabama,Colbert County,2010,"54,524",44325.0,8745.0,337.0,262.0,0.0,153.0,189.0,208.0,0.0,63.0,164.0,0.0,0.0,39610.0
Alabama,Conecuh County,2010,"13,236",6972.0,6189.0,122.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,26944.0
Alabama,Coosa County,2010,"11,780",7517.0,3874.0,0.0,0.0,0.0,14.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,35560.0
Alabama,Covington County,2010,"37,809",31901.0,4837.0,81.0,188.0,51.0,307.0,163.0,72.0,8.0,0.0,0.0,0.0,0.0,33852.0
Alabama,Crenshaw County,2010,"13,869",10196.0,2901.0,116.0,531.0,0.0,0.0,82.0,50.0,34.0,0.0,0.0,18.0,0.0,35140.0
Alabama,Cullman County,2010,"80,456",76819.0,729.0,544.0,355.0,20.0,465.0,238.0,453.0,27.0,4.0,134.0,153.0,0.0,38567.0
Alabama,Dale County,2010,"50,394",37298.0,9888.0,121.0,623.0,56.0,387.0,421.0,536.0,146.0,99.0,80.0,75.0,0.0,43353.0
Alabama,Dallas County,2010,"43,854",13226.0,30322.0,37.0,167.0,0.0,181.0,25.0,11.0,9.0,64.0,15.0,9.0,0.0,26029.0
Alabama,DeKalb County,2010,"71,163",64779.0,1120.0,1089.0,212.0,7.0,1561.0,201.0,811.0,27.0,8.0,183.0,40.0,0.0,35065.0
Alabama,Elmore County,2010,"79,552",59044.0,15611.0,294.0,481.0,0.0,1249.0,378.0,287.0,130.0,27.0,126.0,23.0,0.0,53128.0
Alabama,Escambia County,2010,"38,345",24065.0,11936.0,1384.0,147.0,14.0,106.0,119.0,112.0,40.0,47.0,26.0,0.0,0.0,31927.0
Alabama,Etowah County,2010,"104,459",85437.0,15658.0,426.0,616.0,40.0,408.0,654.0,540.0,98.0,34.0,136.0,19.0,0.0,36422.0
Alabama,Fayette County,2010,"17,229",15128.0,1954.0,30.0,31.0,0.0,0.0,115.0,125.0,0.0,11.0,74.0,4.0,0.0,34560.0
Alabama,Franklin County,2010,"31,746",27392.0,1329.0,291.0,62.0,130.0,1842.0,128.0,134.0,0.0,2.0,73.0,0.0,0.0,33942.0
Alabama,Geneva County,2010,"26,777",23154.0,2711.0,50.0,31.0,0.0,141.0,45.0,301.0,0.0,12.0,87.0,9.0,0.0,34140.0
Alabama,Greene County,2010,"8,991",1663.0,7444.0,31.0,9.0,0.0,97.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,22222.0
Alabama,Hale County,2010,"15,745",6457.0,9570.0,45.0,37.0,0.0,0.0,4.0,43.0,1.0,6.0,0.0,5.0,0.0,29299.0
Alabama,Henry County,2010,"17,296",11673.0,5021.0,0.0,320.0,0.0,114.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,38379.0
Alabama,Houston County,2010,"101,798",69839.0,25150.0,451.0,801.0,18.0,1285.0,672.0,377.0,142.0,36.0,220.0,38.0,0.0,41022.0
Alabama,Jackson County,2010,"53,184",49167.0,1786.0,656.0,108.0,3.0,177.0,250.0,1002.0,121.0,46.0,55.0,15.0,0.0,36312.0
Alabama,Jefferson County,2010,"658,215",358121.0,274357.0,1147.0,8980.0,214.0,8888.0,1141.0,1913.0,953.0,226.0,735.0,151.0,86.0,45244.0
Alabama,Lamar County,2010,"14,496",12824.0,1804.0,36.0,0.0,0.0,10.0,12.0,45.0,9.0,3.0,0.0,0.0,0.0,33887.0
Alabama,Lauderdale County,2010,"92,737",80106.0,9395.0,401.0,612.0,0.0,395.0,373.0,330.0,67.0,0.0,66.0,17.0,0.0,39345.0
Alabama,Lawrence County,2010,"34,342",26727.0,3842.0,1794.0,70.0,0.0,179.0,182.0,1106.0,40.0,139.0,47.0,109.0,0.0,40516.0
Alabama,Lee County,2010,"140,794",98194.0,30775.0,502.0,3417.0,156.0,494.0,434.0,555.0,191.0,86.0,118.0,88.0,0.0,40894.0
Alabama,Limestone County,2010,"83,181",65164.0,10043.0,480.0,797.0,3.0,1111.0,311.0,391.0,123.0,47.0,101.0,43.0,0.0,46682.0
Alabama,Lowndes County,2010,"11,289",3020.0,8566.0,31.0,3.0,0.0,43.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,29714.0
Alabama,Macon County,2010,"21,505",3269.0,18038.0,45.0,2.0,0.0,16.0,75.0,90.0,0.0,154.0,0.0,10.0,0.0,27544.0
Alabama,Madison County,2010,"336,095",225860.0,76057.0,1894.0,7867.0,320.0,2810.0,1911.0,2471.0,1048.0,762.0,1393.0,665.0,22.0,55851.0
Alabama,Marengo County,2010,"20,956",9762.0,11309.0,32.0,0.0,0.0,34.0,32.0,81.0,0.0,0.0,0.0,32.0,14.0,32940.0
Alabama,Marion County,2010,"30,816",28844.0,892.0,58.0,258.0,0.0,317.0,115.0,194.0,107.0,0.0,0.0,7.0,0.0,32769.0
Alabama,Marshall County,2010,"93,122",85322.0,1471.0,705.0,469.0,58.0,1609.0,401.0,449.0,50.0,80.0,216.0,37.0,0.0,37661.0
Alabama,Mobile County,2010,"413,315",250336.0,140847.0,3033.0,7393.0,99.0,2071.0,1131.0,1918.0,752.0,282.0,516.0,242.0,0.0,40996.0
Alabama,Monroe County,2010,"23,005",12981.0,9474.0,293.0,101.0,0.0,116.0,194.0,72.0,16.0,32.0,50.0,0.0,0.0,30235.0
Alabama,Montgomery County,2010,"229,505",95733.0,122759.0,767.0,4321.0,78.0,1751.0,756.0,422.0,449.0,387.0,369.0,212.0,14.0,43725.0
Alabama,Morgan County,2010,"119,608",97135.0,13893.0,1077.0,762.0,54.0,2788.0,566.0,801.0,75.0,55.0,277.0,149.0,0.0,44349.0
Alabama,Perry County,2010,"10,563",3176.0,7368.0,24.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,0.0,25950.0
Alabama,Pickens County,2010,"19,749",11332.0,8400.0,14.0,4.0,0.0,24.0,75.0,42.0,0.0,11.0,0.0,15.0,0.0,28280.0
Alabama,Pike County,2010,"32,970",18967.0,11663.0,269.0,606.0,0.0,159.0,229.0,67.0,24.0,15.0,126.0,22.0,0.0,29181.0
Alabama,Randolph County,2010,"22,937",17609.0,4781.0,76.0,0.0,0.0,68.0,94.0,94.0,0.0,95.0,0.0,0.0,0.0,34593.0
Alabama,Russell County,2010,"53,321",28082.0,21484.0,106.0,186.0,20.0,442.0,506.0,309.0,99.0,180.0,218.0,31.0,0.0,32481.0
Alabama,St. Clair County,2010,"83,571",72052.0,6906.0,315.0,386.0,7.0,156.0,234.0,341.0,152.0,19.0,30.0,60.0,0.0,48837.0
Alabama,Shelby County,2010,"196,032",158707.0,19271.0,551.0,3567.0,0.0,3960.0,449.0,579.0,250.0,88.0,265.0,161.0,32.0,68380.0
Alabama,Sumter County,2010,"13,730",3381.0,10197.0,0.0,0.0,0.0,195.0,35.0,0.0,0.0,45.0,18.0,0.0,0.0,25338.0
Alabama,Talladega County,2010,"82,172",54116.0,26278.0,216.0,349.0,0.0,675.0,164.0,314.0,66.0,67.0,102.0,0.0,0.0,36948.0
Alabama,Tallapoosa County,2010,"41,476",29573.0,11095.0,34.0,22.0,0.0,225.0,103.0,222.0,26.0,144.0,79.0,11.0,0.0,36904.0
Alabama,Tuscaloosa County,2010,"194,996",126696.0,56014.0,514.0,1971.0,94.0,1333.0,338.0,452.0,526.0,80.0,227.0,86.0,0.0,42311.0
Alabama,Walker County,2010,"66,997",62143.0,4082.0,198.0,159.0,28.0,67.0,389.0,448.0,8.0,16.0,74.0,0.0,0.0,37191.0
Alabama,Washington County,2010,"17,626",11466.0,4468.0,1374.0,61.0,56.0,0.0,19.0,97.0,15.0,0.0,0.0,0.0,0.0,36431.0
Alabama,Wilcox County,2010,"11,560",3229.0,8763.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,23491.0
Alabama,Winston County,2010,"24,412",23904.0,75.0,70.0,28.0,0.0,112.0,96.0,371.0,31.0,0.0,0.0,0.0,0.0,33685.0
Alaska,Alaska,2010,"713,910",,,,,,,,,,,,,,
Alaska,Aleutians East Borough,2010,"3,166",579.0,406.0,456.0,1934.0,22.0,155.0,0.0,73.0,9.0,33.0,11.0,25.0,0.0,54375.0
Alaska,Aleutians West Census Area,2010,"5,559",1880.0,676.0,464.0,2144.0,185.0,673.0,40.0,68.0,44.0,2.0,68.0,15.0,0.0,72917.0
Alaska,Anchorage Municipality,2010,"293,321",192878.0,15228.0,18360.0,20873.0,5042.0,5492.0,3458.0,11977.0,3789.0,1039.0,3843.0,2138.0,150.0,73004.0
Alaska,Bethel Census Area,2010,"17,084",2031.0,44.0,13598.0,133.0,0.0,0.0,0.0,899.0,62.0,23.0,30.0,18.0,0.0,52214.0
Alaska,Bristol Bay Borough,2010,"1,002",498.0,0.0,339.0,0.0,3.0,0.0,0.0,188.0,3.0,0.0,18.0,0.0,0.0,84000.0
Alaska,Denali Borough,2010,"1,835",1004.0,19.0,43.0,9.0,0.0,11.0,1.0,28.0,29.0,0.0,0.0,0.0,0.0,72500.0
Alaska,Dillingham Census Area,2010,"4,850",915.0,11.0,3285.0,33.0,22.0,39.0,8.0,437.0,12.0,7.0,27.0,21.0,0.0,60800.0
Alaska,Fairbanks North Star Borough,2010,"98,264",73329.0,4189.0,6784.0,2470.0,391.0,1327.0,914.0,3220.0,949.0,13.0,571.0,282.0,0.0,66598.0
Alaska,Haines Borough,2010,"2,501",1356.0,3.0,117.0,23.0,0.0,6.0,0.0,133.0,0.0,0.0,20.0,0.0,0.0,47981.0
Alaska,Hoonah-Angoon Census Area,2010,"2,107",911.0,4.0,840.0,8.0,14.0,20.0,0.0,186.0,0.0,5.0,39.0,2.0,0.0,43750.0
Alaska,Juneau City and Borough,2010,"31,387",21784.0,234.0,3294.0,1830.0,194.0,520.0,171.0,2040.0,319.0,78.0,362.0,146.0,3.0,75517.0
Alaska,Kenai Peninsula Borough,2010,"55,554",45900.0,302.0,4071.0,758.0,49.0,273.0,160.0,1937.0,135.0,2.0,197.0,133.0,0.0,57454.0
Alaska,Ketchikan Gateway Borough,2010,"13,573",9230.0,51.0,1781.0,803.0,0.0,181.0,23.0,888.0,137.0,50.0,134.0,118.0,0.0,61695.0
Alaska,Kodiak Island Borough,2010,"13,646",7552.0,125.0,2271.0,2714.0,14.0,385.0,29.0,125.0,21.0,0.0,86.0,27.0,0.0,60776.0
Alaska,Kusilvak Census Area,2010,"7,467",,,,,,,,,,,,,,
Alaska,Lake and Peninsula Borough,2010,"1,639",322.0,16.0,1099.0,24.0,0.0,0.0,0.0,160.0,0.0,5.0,0.0,0.0,0.0,40909.0
Alaska,Matanuska-Susitna Borough,2010,"89,732",72089.0,867.0,3642.0,965.0,112.0,371.0,407.0,4225.0,521.0,55.0,568.0,322.0,3.0,67703.0
Alaska,Nome Census Area,2010,"9,543",1577.0,105.0,6877.0,28.0,32.0,38.0,0.0,598.0,12.0,6.0,36.0,6.0,0.0,53899.0
Alaska,North Slope Borough,2010,"9,478",994.0,37.0,6685.0,233.0,94.0,33.0,0.0,539.0,0.0,31.0,190.0,16.0,0.0,68517.0
Alaska,Northwest Arctic Borough,2010,"7,560",888.0,17.0,6036.0,41.0,14.0,6.0,14.0,394.0,6.0,15.0,8.0,38.0,0.0,55217.0
Alaska,Petersburg Borough,2010,"3,219",,,,,,,,,,,,,,
Alaska,Prince of Wales-Hyder Census Area,2010,"6,211",2779.0,9.0,2158.0,76.0,18.0,25.0,0.0,367.0,6.0,5.0,45.0,19.0,0.0,45728.0
Alaska,Sitka City and Borough,2010,"8,881",5887.0,22.0,1661.0,408.0,0.0,189.0,0.0,448.0,122.0,0.0,129.0,28.0,0.0,62024.0
Alaska,Skagway Municipality,2010,968,1015.0,24.0,22.0,11.0,0.0,0.0,0.0,44.0,0.0,0.0,24.0,0.0,0.0,73500.0
Alaska,Southeast Fairbanks Census Area,2010,"7,061",5648.0,156.0,642.0,25.0,12.0,8.0,14.0,389.0,0.0,23.0,18.0,0.0,0.0,59596.0
Alaska,Valdez-Cordova Census Area,2010,"9,657",6994.0,76.0,1636.0,353.0,52.0,45.0,48.0,309.0,72.0,4.0,17.0,0.0,0.0,60383.0
Alaska,Wrangell City and Borough,2010,"2,371",1613.0,21.0,429.0,4.0,6.0,11.0,18.0,127.0,0.0,0.0,54.0,55.0,0.0,50389.0
Alaska,Yakutat City and Borough,2010,662,201.0,0.0,339.0,11.0,4.0,6.0,0.0,72.0,0.0,0.0,5.0,0.0,0.0,65750.0
Alaska,Yukon-Koyukuk Census Area,2010,"5,612",1248.0,4.0,3885.0,12.0,18.0,5.0,8.0,398.0,15.0,6.0,36.0,0.0,0.0,33712.0
Arizona,Arizona,2010,"6,407,172",,,,,,,,,,,,,,
Arizona,Apache County,2010,"71,829",16895.0,179.0,51339.0,226.0,61.0,821.0,122.0,514.0,0.0,35.0,102.0,18.0,0.0,30184.0
Arizona,Cochise County,2010,"131,822",107638.0,4939.0,1381.0,2486.0,365.0,7173.0,1034.0,757.0,840.0,193.0,2192.0,258.0,12.0,44876.0
Arizona,Coconino County,2010,"134,612",81677.0,1417.0,35894.0,1978.0,220.0,7055.0,645.0,1387.0,399.0,67.0,886.0,163.0,36.0,49510.0
Arizona,Gila County,2010,"53,561",41791.0,136.0,7821.0,70.0,85.0,2130.0,61.0,462.0,105.0,46.0,374.0,191.0,0.0,37580.0
Arizona,Graham County,2010,"37,152",25172.0,813.0,5373.0,193.0,52.0,3664.0,25.0,264.0,77.0,53.0,323.0,21.0,0.0,41683.0
Arizona,Greenlee County,2010,"8,339",6866.0,24.0,214.0,69.0,14.0,868.0,11.0,76.0,52.0,0.0,124.0,0.0,0.0,48696.0
Arizona,La Paz County,2010,"20,497",14481.0,211.0,2444.0,164.0,16.0,2876.0,17.0,210.0,2.0,0.0,102.0,26.0,0.0,32147.0
Arizona,Maricopa County,2010,"3,825,110",3018608.0,177978.0,68540.0,124763.0,7588.0,260734.0,18894.0,16626.0,18906.0,2439.0,30580.0,5539.0,215.0,55054.0
Arizona,Mohave County,2010,"200,314",179540.0,1854.0,3429.0,1932.0,310.0,5518.0,615.0,3351.0,698.0,95.0,1586.0,209.0,40.0,39785.0
Arizona,Navajo County,2010,"107,697",51689.0,869.0,46059.0,381.0,128.0,4386.0,309.0,1732.0,330.0,56.0,873.0,224.0,24.0,39774.0
Arizona,Pima County,2010,"981,620",729000.0,33329.0,30789.0,25108.0,1283.0,114651.0,4051.0,6900.0,5561.0,1130.0,10872.0,1621.0,167.0,45521.0
Arizona,Pinal County,2010,"379,094",242656.0,13836.0,17961.0,5642.0,1330.0,37307.0,1192.0,2103.0,1268.0,446.0,4799.0,688.0,69.0,51310.0
Arizona,Santa Cruz County,2010,"47,415",34027.0,169.0,405.0,127.0,51.0,10663.0,73.0,135.0,10.0,0.0,381.0,10.0,0.0,36519.0
Arizona,Yavapai County,2010,"210,983",189934.0,1127.0,4083.0,1445.0,251.0,7655.0,558.0,1459.0,778.0,40.0,1565.0,283.0,82.0,43290.0
Arizona,Yuma County,2010,"197,127",143632.0,3774.0,2604.0,2079.0,284.0,33476.0,912.0,984.0,600.0,74.0,1923.0,175.0,9.0,40340.0
Arkansas,Arkansas,2010,"2,921,964",,,,,,,,,,,,,,
Arkansas,Arkansas County,2010,"19,009",13898.0,4712.0,140.0,51.0,0.0,263.0,98.0,128.0,0.0,10.0,10.0,11.0,0.0,37230.0
Arkansas,Ashley County,2010,"21,829",15307.0,5739.0,57.0,20.0,0.0,612.0,148.0,166.0,0.0,19.0,58.0,0.0,0.0,34934.0
Arkansas,Baxter County,2010,"41,510",40215.0,29.0,255.0,186.0,7.0,152.0,25.0,326.0,27.0,6.0,109.0,51.0,0.0,35606.0
Arkansas,Benton County,2010,"222,593",178326.0,2271.0,3438.0,5421.0,135.0,14791.0,739.0,2649.0,880.0,60.0,939.0,217.0,45.0,50434.0
Arkansas,Boone County,2010,"36,893",35442.0,63.0,252.0,185.0,2.0,133.0,33.0,359.0,0.0,17.0,138.0,86.0,0.0,36977.0
Arkansas,Bradley County,2010,"11,470",7161.0,3377.0,143.0,0.0,0.0,912.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,29908.0
Arkansas,Calhoun County,2010,"5,362",4072.0,1186.0,0.0,0.0,0.0,180.0,0.0,86.0,0.0,0.0,5.0,0.0,0.0,32450.0
Arkansas,Carroll County,2010,"27,553",24175.0,155.0,209.0,193.0,63.0,1766.0,30.0,318.0,9.0,0.0,24.0,29.0,0.0,34235.0
Arkansas,Chicot County,2010,"11,799",5057.0,6615.0,0.0,32.0,0.0,249.0,0.0,96.0,0.0,38.0,15.0,0.0,0.0,21676.0
Arkansas,Clark County,2010,"22,925",16973.0,5351.0,63.0,159.0,0.0,179.0,151.0,153.0,19.0,0.0,35.0,0.0,0.0,31968.0
Arkansas,Clay County,2010,"16,050",15958.0,18.0,122.0,0.0,0.0,32.0,0.0,164.0,0.0,0.0,3.0,0.0,0.0,29066.0
Arkansas,Cleburne County,2010,"25,986",25025.0,144.0,109.0,4.0,7.0,25.0,0.0,288.0,21.0,0.0,69.0,0.0,0.0,35753.0
Arkansas,Cleveland County,2010,"8,677",7507.0,1109.0,22.0,0.0,0.0,26.0,31.0,35.0,0.0,14.0,25.0,0.0,0.0,36957.0
Arkansas,Columbia County,2010,"24,723",15112.0,9140.0,52.0,164.0,12.0,96.0,38.0,124.0,15.0,0.0,0.0,3.0,0.0,35148.0
Arkansas,Conway County,2010,"21,219",17897.0,2507.0,152.0,23.0,0.0,163.0,133.0,157.0,6.0,19.0,2.0,0.0,0.0,32700.0
Arkansas,Craighead County,2010,"96,748",78671.0,11570.0,310.0,1111.0,0.0,517.0,557.0,374.0,58.0,0.0,108.0,53.0,0.0,39233.0
Arkansas,Crawford County,2010,"61,956",55161.0,811.0,867.0,884.0,0.0,1196.0,164.0,1452.0,105.0,22.0,27.0,89.0,0.0,40197.0
Arkansas,Crittenden County,2010,"50,958",24073.0,25083.0,26.0,206.0,34.0,261.0,437.0,206.0,113.0,76.0,119.0,39.0,0.0,33716.0
Arkansas,Cross County,2010,"17,862",13690.0,4164.0,46.0,0.0,0.0,37.0,204.0,3.0,0.0,0.0,0.0,0.0,0.0,37021.0
Arkansas,Dallas County,2010,"8,066",4552.0,3587.0,0.0,0.0,0.0,132.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,29602.0
Arkansas,Desha County,2010,"12,954",6393.0,6230.0,94.0,0.0,0.0,427.0,101.0,44.0,8.0,0.0,54.0,0.0,0.0,29051.0
Arkansas,Drew County,2010,"18,666",12904.0,5304.0,0.0,103.0,0.0,105.0,54.0,25.0,35.0,0.0,16.0,0.0,0.0,32558.0
Arkansas,Faulkner County,2010,"114,026",93069.0,10848.0,429.0,1178.0,30.0,690.0,573.0,988.0,261.0,4.0,222.0,83.0,0.0,45287.0
Arkansas,Franklin County,2010,"18,142",17354.0,78.0,147.0,73.0,0.0,26.0,26.0,405.0,0.0,0.0,67.0,0.0,0.0,32064.0
Arkansas,Fulton County,2010,"12,215",11927.0,0.0,150.0,0.0,0.0,0.0,39.0,115.0,0.0,0.0,14.0,18.0,0.0,30598.0
Arkansas,Garland County,2010,"96,067",81998.0,7739.0,522.0,777.0,15.0,2731.0,516.0,744.0,42.0,66.0,128.0,12.0,0.0,36844.0
Arkansas,Grant County,2010,"17,886",16862.0,496.0,14.0,14.0,0.0,62.0,34.0,171.0,4.0,0.0,0.0,0.0,0.0,51589.0
Arkansas,Greene County,2010,"42,201",40176.0,305.0,224.0,57.0,0.0,145.0,73.0,319.0,19.0,0.0,0.0,0.0,0.0,38209.0
Arkansas,Hempstead County,2010,"22,596",14719.0,6872.0,164.0,2.0,0.0,663.0,103.0,157.0,27.0,0.0,9.0,31.0,0.0,35708.0
Arkansas,Hot Spring County,2010,"33,231",28327.0,3307.0,79.0,103.0,0.0,144.0,362.0,259.0,60.0,2.0,22.0,6.0,0.0,37150.0
Arkansas,Howard County,2010,"13,796",9623.0,2894.0,110.0,43.0,0.0,965.0,50.0,60.0,0.0,24.0,9.0,0.0,0.0,34554.0
Arkansas,Independence County,2010,"36,809",34099.0,791.0,195.0,326.0,12.0,171.0,123.0,238.0,0.0,0.0,27.0,12.0,0.0,34625.0
Arkansas,Izard County,2010,"13,726",13116.0,209.0,17.0,55.0,0.0,0.0,107.0,91.0,0.0,22.0,19.0,0.0,0.0,31673.0
Arkansas,Jackson County,2010,"18,057",14545.0,3005.0,108.0,13.0,9.0,64.0,68.0,96.0,0.0,4.0,0.0,103.0,0.0,27615.0
Arkansas,Jefferson County,2010,"77,341",33697.0,41916.0,322.0,650.0,0.0,584.0,386.0,471.0,97.0,162.0,105.0,30.0,27.0,35998.0
Arkansas,Johnson County,2010,"25,556",23945.0,404.0,224.0,42.0,12.0,80.0,137.0,154.0,75.0,0.0,99.0,8.0,0.0,30592.0
Arkansas,Lafayette County,2010,"7,647",4756.0,2939.0,6.0,0.0,5.0,8.0,24.0,12.0,8.0,4.0,2.0,0.0,0.0,27515.0
Arkansas,Lawrence County,2010,"17,518",16876.0,46.0,148.0,0.0,0.0,42.0,27.0,164.0,12.0,3.0,22.0,0.0,0.0,30288.0
Arkansas,Lee County,2010,"10,395",4496.0,5909.0,147.0,28.0,0.0,110.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,30494.0
Arkansas,Lincoln County,2010,"14,089",9324.0,4328.0,62.0,8.0,0.0,281.0,163.0,30.0,7.0,0.0,0.0,0.0,0.0,35737.0
Arkansas,Little River County,2010,"13,132",9746.0,2783.0,194.0,0.0,0.0,253.0,35.0,101.0,0.0,25.0,0.0,8.0,0.0,33416.0
Arkansas,Logan County,2010,"22,308",21321.0,175.0,221.0,353.0,0.0,128.0,199.0,177.0,4.0,0.0,2.0,0.0,0.0,37551.0
Arkansas,Lonoke County,2010,"68,744",59251.0,4207.0,350.0,408.0,0.0,526.0,162.0,322.0,224.0,0.0,339.0,57.0,0.0,50757.0
Arkansas,Madison County,2010,"15,684",14776.0,48.0,137.0,73.0,0.0,208.0,63.0,196.0,0.0,0.0,0.0,6.0,0.0,36502.0
Arkansas,Marion County,2010,"16,665",16230.0,0.0,177.0,51.0,0.0,87.0,14.0,164.0,19.0,0.0,37.0,0.0,0.0,34109.0
Arkansas,Miller County,2010,"43,562",31225.0,10446.0,243.0,265.0,0.0,135.0,382.0,248.0,0.0,0.0,80.0,24.0,0.0,40307.0
Arkansas,Mississippi County,2010,"46,399",29759.0,15877.0,63.0,264.0,0.0,233.0,281.0,249.0,14.0,8.0,67.0,0.0,0.0,33407.0
Arkansas,Monroe County,2010,"8,138",4877.0,3468.0,40.0,92.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29964.0
Arkansas,Montgomery County,2010,"9,510",8918.0,7.0,221.0,0.0,0.0,187.0,0.0,116.0,41.0,0.0,0.0,0.0,0.0,35705.0
Arkansas,Nevada County,2010,"8,997",5962.0,2995.0,26.0,45.0,0.0,2.0,21.0,66.0,0.0,0.0,0.0,32.0,0.0,38375.0
Arkansas,Newton County,2010,"8,304",7994.0,28.0,37.0,4.0,0.0,21.0,38.0,252.0,3.0,0.0,17.0,0.0,0.0,27441.0
Arkansas,Ouachita County,2010,"26,046",15050.0,10575.0,81.0,38.0,0.0,98.0,229.0,136.0,5.0,27.0,27.0,27.0,0.0,31259.0
Arkansas,Perry County,2010,"10,444",9968.0,261.0,23.0,2.0,0.0,7.0,17.0,141.0,0.0,0.0,10.0,6.0,0.0,43635.0
Arkansas,Phillips County,2010,"21,676",8006.0,14204.0,0.0,25.0,0.0,87.0,46.0,17.0,0.0,10.0,3.0,14.0,0.0,27361.0
Arkansas,Pike County,2010,"11,264",10100.0,394.0,145.0,13.0,0.0,527.0,36.0,46.0,17.0,0.0,8.0,0.0,0.0,32806.0
Arkansas,Poinsett County,2010,"24,515",22427.0,1718.0,74.0,20.0,29.0,84.0,173.0,130.0,9.0,0.0,39.0,0.0,0.0,32267.0
Arkansas,Polk County,2010,"20,667",18962.0,42.0,368.0,0.0,8.0,594.0,0.0,424.0,51.0,0.0,41.0,0.0,0.0,32525.0
Arkansas,Pope County,2010,"62,109",55304.0,1905.0,428.0,547.0,0.0,1169.0,243.0,665.0,122.0,0.0,64.0,13.0,0.0,39841.0
Arkansas,Prairie County,2010,"8,722",7548.0,1181.0,37.0,0.0,0.0,0.0,8.0,31.0,16.0,0.0,18.0,0.0,0.0,35346.0
Arkansas,Pulaski County,2010,"383,538",226923.0,130584.0,1207.0,7418.0,73.0,4933.0,1855.0,1673.0,586.0,617.0,909.0,250.0,32.0,45121.0
Arkansas,Randolph County,2010,"17,955",17512.0,114.0,50.0,103.0,0.0,15.0,39.0,162.0,35.0,0.0,19.0,0.0,0.0,30222.0
Arkansas,St. Francis County,2010,"28,194",12889.0,14730.0,108.0,66.0,0.0,201.0,93.0,122.0,0.0,11.0,82.0,0.0,0.0,27019.0
Arkansas,Saline County,2010,"107,656",94072.0,4319.0,643.0,889.0,16.0,1300.0,251.0,414.0,81.0,16.0,327.0,111.0,0.0,51502.0
