state,county,year,population,White,Black,American_Indian,Asian,Native_Hawaian,Other,White-Black,White-AI,White-Asian,Black-AI,All-other-two,Three,Four,B19019_001E
Illinois,Woodford County,2011,"38,844",37511.0,248.0,31.0,196.0,0.0,171.0,114.0,155.0,61.0,0.0,24.0,12.0,0.0,66198.0
Indiana,Indiana,2011,"6,516,528",,,,,,,,,,,,,,
Indiana,Adams County,2011,"34,368",33293.0,133.0,74.0,56.0,0.0,135.0,229.0,63.0,59.0,0.0,103.0,118.0,0.0,46549.0
Indiana,Allen County,2011,"358,974",283451.0,41649.0,1171.0,8899.0,51.0,9269.0,4165.0,1229.0,1438.0,445.0,1459.0,431.0,64.0,49767.0
Indiana,Bartholomew County,2011,"77,620",69713.0,1316.0,170.0,2560.0,0.0,1554.0,649.0,209.0,104.0,20.0,99.0,95.0,47.0,53692.0
Indiana,Benton County,2011,"8,856",8596.0,96.0,0.0,0.0,0.0,52.0,18.0,47.0,0.0,0.0,4.0,2.0,0.0,47240.0
Indiana,Blackford County,2011,"12,656",12586.0,42.0,7.0,27.0,0.0,4.0,57.0,76.0,0.0,2.0,0.0,47.0,0.0,40214.0
Indiana,Boone County,2011,"57,915",53204.0,573.0,58.0,859.0,0.0,338.0,131.0,216.0,176.0,0.0,81.0,86.0,8.0,68284.0
Indiana,Brown County,2011,"15,076",14873.0,60.0,135.0,22.0,0.0,33.0,8.0,77.0,0.0,19.0,0.0,0.0,0.0,50503.0
Indiana,Carroll County,2011,"20,043",19697.0,97.0,0.0,56.0,0.0,66.0,13.0,110.0,18.0,7.0,42.0,0.0,0.0,49232.0
Indiana,Cass County,2011,"38,916",35510.0,721.0,98.0,398.0,0.0,1759.0,210.0,137.0,48.0,0.0,24.0,66.0,0.0,42679.0
Indiana,Clark County,2011,"111,490",96105.0,7518.0,181.0,784.0,31.0,1912.0,1280.0,506.0,300.0,53.0,182.0,12.0,0.0,49130.0
Indiana,Clay County,2011,"26,837",26384.0,43.0,55.0,79.0,10.0,57.0,123.0,116.0,0.0,0.0,64.0,16.0,0.0,46916.0
Indiana,Clinton County,2011,"33,034",31269.0,103.0,181.0,50.0,0.0,1128.0,138.0,128.0,41.0,0.0,190.0,0.0,0.0,48352.0
Indiana,Crawford County,2011,"10,621",10445.0,119.0,112.0,0.0,0.0,22.0,0.0,29.0,0.0,0.0,28.0,0.0,0.0,40354.0
Indiana,Daviess County,2011,"31,950",30131.0,140.0,78.0,168.0,101.0,502.0,111.0,57.0,15.0,0.0,3.0,41.0,0.0,45231.0
Indiana,Dearborn County,2011,"49,986",48622.0,316.0,99.0,208.0,0.0,152.0,102.0,125.0,75.0,0.0,37.0,70.0,19.0,57146.0
Indiana,Decatur County,2011,"25,902",25014.0,111.0,2.0,314.0,0.0,125.0,74.0,0.0,42.0,0.0,0.0,0.0,0.0,47810.0
Indiana,DeKalb County,2011,"42,494",41209.0,60.0,49.0,45.0,0.0,87.0,63.0,556.0,22.0,0.0,45.0,0.0,0.0,47099.0
Indiana,Delaware County,2011,"117,901",104891.0,6249.0,385.0,1339.0,7.0,656.0,861.0,2093.0,164.0,235.0,293.0,240.0,0.0,38730.0
Indiana,Dubois County,2011,"42,162",40949.0,187.0,34.0,217.0,0.0,364.0,59.0,0.0,26.0,0.0,15.0,58.0,24.0,53997.0
Indiana,Elkhart County,2011,"198,279",167229.0,11098.0,729.0,2152.0,60.0,11654.0,2066.0,731.0,343.0,7.0,1283.0,204.0,58.0,47308.0
Indiana,Fayette County,2011,"24,150",23534.0,347.0,5.0,48.0,0.0,133.0,133.0,125.0,0.0,0.0,0.0,0.0,0.0,35802.0
Indiana,Floyd County,2011,"74,978",67839.0,3379.0,92.0,616.0,64.0,306.0,1132.0,303.0,214.0,15.0,104.0,48.0,0.0,52803.0
Indiana,Fountain County,2011,"17,157",16749.0,69.0,15.0,71.0,0.0,132.0,29.0,72.0,10.0,0.0,135.0,0.0,0.0,44802.0
Indiana,Franklin County,2011,"23,040",22809.0,21.0,48.0,73.0,0.0,64.0,0.0,140.0,10.0,18.0,0.0,0.0,0.0,52234.0
Indiana,Fulton County,2011,"20,735",19777.0,203.0,74.0,83.0,5.0,298.0,42.0,115.0,112.0,0.0,36.0,0.0,0.0,42330.0
Indiana,Gibson County,2011,"33,524",31841.0,667.0,57.0,46.0,0.0,277.0,309.0,114.0,25.0,3.0,59.0,7.0,0.0,48171.0
Indiana,Grant County,2011,"69,616",62297.0,4900.0,62.0,377.0,0.0,536.0,905.0,482.0,197.0,0.0,184.0,111.0,0.0,39377.0
Indiana,Greene County,2011,"33,032",32320.0,100.0,96.0,57.0,0.0,201.0,78.0,94.0,68.0,0.0,0.0,0.0,0.0,43869.0
Indiana,Hamilton County,2011,"283,368",239504.0,8774.0,340.0,12512.0,44.0,2077.0,1888.0,887.0,1466.0,43.0,992.0,344.0,0.0,84449.0
Indiana,Hancock County,2011,"70,363",65757.0,1426.0,119.0,543.0,0.0,278.0,250.0,309.0,177.0,35.0,102.0,39.0,0.0,62184.0
Indiana,Harrison County,2011,"39,188",37906.0,210.0,51.0,182.0,0.0,229.0,75.0,179.0,27.0,5.0,63.0,0.0,0.0,52263.0
Indiana,Hendricks County,2011,"148,664",130260.0,6725.0,159.0,2703.0,48.0,1105.0,598.0,505.0,471.0,15.0,400.0,152.0,12.0,68192.0
Indiana,Henry County,2011,"49,216",47096.0,675.0,43.0,140.0,6.0,269.0,98.0,522.0,90.0,135.0,28.0,3.0,0.0,40519.0
Indiana,Howard County,2011,"82,797",73808.0,5966.0,193.0,874.0,23.0,815.0,647.0,433.0,101.0,14.0,149.0,71.0,0.0,45022.0
Indiana,Huntington County,2011,"37,167",36243.0,174.0,66.0,171.0,4.0,134.0,138.0,172.0,67.0,0.0,62.0,0.0,11.0,47137.0
Indiana,Jackson County,2011,"42,917",40280.0,104.0,143.0,305.0,0.0,672.0,281.0,86.0,62.0,0.0,217.0,0.0,0.0,45666.0
Indiana,Jasper County,2011,"33,427",32450.0,261.0,116.0,81.0,0.0,55.0,82.0,90.0,55.0,0.0,60.0,4.0,0.0,55509.0
Indiana,Jay County,2011,"21,335",20814.0,218.0,3.0,36.0,0.0,54.0,116.0,107.0,20.0,24.0,0.0,0.0,0.0,40144.0
Indiana,Jefferson County,2011,"32,272",30762.0,607.0,0.0,259.0,0.0,448.0,147.0,93.0,13.0,10.0,10.0,31.0,0.0,43635.0
Indiana,Jennings County,2011,"28,155",27741.0,126.0,57.0,55.0,0.0,57.0,203.0,124.0,21.0,0.0,0.0,43.0,14.0,44815.0
Indiana,Johnson County,2011,"141,734",129924.0,1982.0,226.0,2506.0,0.0,1785.0,438.0,407.0,355.0,0.0,595.0,9.0,0.0,62754.0
Indiana,Knox County,2011,"38,473",36431.0,1050.0,52.0,187.0,0.0,332.0,104.0,161.0,76.0,0.0,53.0,0.0,0.0,40391.0
Indiana,Kosciusko County,2011,"77,353",71369.0,631.0,172.0,683.0,21.0,3487.0,322.0,252.0,76.0,0.0,105.0,48.0,8.0,51141.0
Indiana,LaGrange County,2011,"37,469",35423.0,48.0,62.0,58.0,8.0,170.0,34.0,1147.0,97.0,0.0,105.0,0.0,0.0,47057.0
Indiana,Lake County,2011,"494,954",308862.0,126048.0,1570.0,6151.0,100.0,40908.0,3073.0,1353.0,1106.0,640.0,4839.0,498.0,124.0,49443.0
Indiana,LaPorte County,2011,"111,317",94747.0,11923.0,230.0,615.0,6.0,1514.0,1294.0,410.0,205.0,16.0,306.0,20.0,0.0,46934.0
Indiana,Lawrence County,2011,"46,141",45026.0,243.0,192.0,218.0,0.0,177.0,96.0,175.0,59.0,0.0,17.0,0.0,0.0,43195.0
Indiana,Madison County,2011,"131,002",116145.0,8400.0,149.0,584.0,14.0,1465.0,901.0,2652.0,188.0,403.0,348.0,147.0,49.0,44035.0
Indiana,Marion County,2011,"911,217",581610.0,235928.0,1857.0,17811.0,192.0,35697.0,12155.0,3355.0,2589.0,1042.0,3568.0,1543.0,168.0,43197.0
Indiana,Marshall County,2011,"46,938",43444.0,337.0,79.0,279.0,14.0,2136.0,160.0,180.0,27.0,0.0,310.0,50.0,0.0,48536.0
Indiana,Martin County,2011,"10,336",10126.0,16.0,15.0,97.0,17.0,3.0,29.0,0.0,3.0,0.0,15.0,0.0,0.0,43592.0
Indiana,Miami County,2011,"36,649",33752.0,1601.0,295.0,50.0,0.0,325.0,242.0,261.0,161.0,0.0,355.0,36.0,0.0,39746.0
Indiana,Monroe County,2011,"140,233",120019.0,4594.0,309.0,7352.0,41.0,1270.0,804.0,461.0,638.0,78.0,498.0,200.0,14.0,38524.0
Indiana,Montgomery County,2011,"38,338",36808.0,334.0,57.0,128.0,0.0,320.0,212.0,147.0,87.0,0.0,85.0,42.0,0.0,47929.0
Indiana,Morgan County,2011,"69,233",67338.0,184.0,63.0,334.0,0.0,286.0,219.0,419.0,6.0,0.0,27.0,18.0,0.0,56315.0
Indiana,Newton County,2011,"14,086",13790.0,36.0,9.0,25.0,0.0,65.0,96.0,230.0,3.0,0.0,3.0,7.0,6.0,48108.0
Indiana,Noble County,2011,"47,294",45795.0,70.0,41.0,210.0,2.0,721.0,68.0,495.0,31.0,5.0,81.0,3.0,0.0,47768.0
Indiana,Ohio County,2011,"6,052",5914.0,58.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,78.0,0.0,0.0,50795.0
Indiana,Orange County,2011,"19,945",19320.0,276.0,55.0,51.0,0.0,53.0,19.0,100.0,0.0,0.0,7.0,0.0,0.0,37618.0
Indiana,Owen County,2011,"21,489",21210.0,118.0,63.0,90.0,0.0,55.0,37.0,89.0,0.0,0.0,3.0,0.0,0.0,43553.0
Indiana,Parke County,2011,"17,084",16721.0,254.0,70.0,38.0,0.0,30.0,34.0,213.0,0.0,0.0,8.0,0.0,0.0,42441.0
Indiana,Perry County,2011,"19,423",18565.0,381.0,66.0,58.0,0.0,20.0,37.0,86.0,18.0,0.0,84.0,35.0,0.0,45808.0
Indiana,Pike County,2011,"12,596",12659.0,13.0,0.0,84.0,0.0,100.0,0.0,40.0,0.0,0.0,5.0,0.0,0.0,40525.0
Indiana,Porter County,2011,"165,511",151211.0,4804.0,395.0,2084.0,44.0,2320.0,710.0,684.0,428.0,45.0,554.0,127.0,0.0,62394.0
Indiana,Posey County,2011,"25,695",25123.0,280.0,25.0,6.0,0.0,216.0,106.0,58.0,117.0,0.0,42.0,0.0,0.0,57757.0
Indiana,Pulaski County,2011,"13,229",13167.0,55.0,0.0,54.0,0.0,52.0,66.0,110.0,18.0,0.0,7.0,0.0,0.0,45029.0
Indiana,Putnam County,2011,"37,867",35733.0,1525.0,151.0,304.0,18.0,96.0,119.0,67.0,35.0,0.0,29.0,5.0,0.0,50165.0
Indiana,Randolph County,2011,"26,033",25324.0,60.0,18.0,4.0,0.0,355.0,9.0,401.0,3.0,0.0,25.0,6.0,0.0,41544.0
Indiana,Ripley County,2011,"28,645",28067.0,118.0,8.0,154.0,0.0,81.0,33.0,146.0,8.0,0.0,42.0,0.0,0.0,49358.0
Indiana,Rush County,2011,"17,285",17007.0,163.0,13.0,42.0,0.0,87.0,63.0,96.0,0.0,0.0,10.0,0.0,0.0,47102.0
Indiana,St. Joseph County,2011,"266,680",212651.0,33466.0,925.0,4659.0,180.0,6482.0,3703.0,1014.0,1251.0,133.0,1874.0,376.0,26.0,45183.0
Indiana,Scott County,2011,"23,907",23635.0,104.0,0.0,60.0,0.0,77.0,49.0,175.0,0.0,0.0,12.0,0.0,0.0,40532.0
Indiana,Shelby County,2011,"44,280",42008.0,376.0,128.0,309.0,48.0,1022.0,167.0,110.0,0.0,0.0,169.0,0.0,0.0,52156.0
Indiana,Spencer County,2011,"20,969",20309.0,153.0,51.0,124.0,0.0,265.0,17.0,59.0,0.0,0.0,0.0,0.0,0.0,54348.0
Indiana,Starke County,2011,"23,171",22492.0,122.0,55.0,0.0,13.0,336.0,34.0,119.0,80.0,1.0,59.0,0.0,0.0,38961.0
Indiana,Steuben County,2011,"34,068",31629.0,209.0,262.0,130.0,6.0,134.0,97.0,1475.0,81.0,0.0,50.0,10.0,1.0,48502.0
Indiana,Sullivan County,2011,"21,218",20292.0,847.0,64.0,10.0,0.0,129.0,48.0,89.0,0.0,0.0,0.0,0.0,5.0,47640.0
Indiana,Switzerland County,2011,"10,632",10360.0,0.0,11.0,0.0,0.0,72.0,11.0,15.0,4.0,0.0,6.0,0.0,0.0,43628.0
Indiana,Tippecanoe County,2011,"175,861",146220.0,6831.0,311.0,10630.0,23.0,3185.0,1214.0,734.0,897.0,126.0,632.0,149.0,13.0,43485.0
Indiana,Tipton County,2011,"15,816",15835.0,22.0,8.0,21.0,0.0,90.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,53543.0
Indiana,Union County,2011,"7,496",7249.0,42.0,8.0,31.0,0.0,0.0,31.0,83.0,0.0,0.0,37.0,0.0,0.0,43912.0
Indiana,Vanderburgh County,2011,"180,468",155472.0,16081.0,280.0,1915.0,2.0,1388.0,2293.0,618.0,491.0,41.0,309.0,80.0,15.0,43334.0
Indiana,Vermillion County,2011,"16,072",16098.0,18.0,54.0,30.0,0.0,15.0,49.0,26.0,17.0,5.0,19.0,14.0,0.0,43856.0
Indiana,Vigo County,2011,"108,330",94854.0,7270.0,331.0,1779.0,20.0,683.0,1315.0,435.0,258.0,42.0,370.0,68.0,47.0,39534.0
Indiana,Wabash County,2011,"32,567",31776.0,255.0,249.0,86.0,0.0,418.0,24.0,105.0,86.0,0.0,17.0,3.0,0.0,44242.0
Indiana,Warren County,2011,"8,470",8338.0,6.0,1.0,81.0,0.0,65.0,0.0,25.0,0.0,0.0,9.0,0.0,0.0,49615.0
Indiana,Warrick County,2011,"60,201",56237.0,531.0,106.0,849.0,0.0,494.0,454.0,148.0,198.0,0.0,39.0,48.0,0.0,63446.0
Indiana,Washington County,2011,"28,196",27764.0,123.0,0.0,40.0,0.0,38.0,17.0,134.0,66.0,0.0,29.0,6.0,4.0,39879.0
Indiana,Wayne County,2011,"68,636",62574.0,2376.0,116.0,549.0,0.0,611.0,1123.0,1169.0,83.0,112.0,188.0,89.0,0.0,40427.0
Indiana,Wells County,2011,"27,738",27138.0,161.0,84.0,33.0,0.0,66.0,138.0,80.0,0.0,0.0,20.0,0.0,0.0,48154.0
Indiana,White County,2011,"24,592",24136.0,57.0,86.0,50.0,10.0,108.0,44.0,130.0,58.0,0.0,29.0,6.0,0.0,47752.0
Indiana,Whitley County,2011,"33,358",32238.0,141.0,43.0,86.0,0.0,274.0,34.0,156.0,74.0,0.0,87.0,19.0,0.0,51666.0
Iowa,Iowa,2011,"3,066,336",,,,,,,,,,,,,,
Iowa,Adair County,2011,"7,546",7537.0,40.0,8.0,19.0,0.0,0.0,22.0,31.0,0.0,0.0,34.0,8.0,0.0,47623.0
Iowa,Adams County,2011,"3,994",3949.0,10.0,17.0,0.0,0.0,15.0,30.0,14.0,7.0,1.0,15.0,27.0,0.0,44389.0
Iowa,Allamakee County,2011,"14,222",13692.0,49.0,146.0,120.0,0.0,75.0,18.0,189.0,8.0,0.0,12.0,0.0,0.0,47096.0
Iowa,Appanoose County,2011,"12,848",12565.0,86.0,0.0,36.0,0.0,28.0,17.0,125.0,6.0,0.0,52.0,11.0,0.0,35230.0
Iowa,Audubon County,2011,"6,004",6060.0,6.0,0.0,1.0,0.0,11.0,0.0,7.0,2.0,0.0,28.0,26.0,0.0,41840.0
Iowa,Benton County,2011,"26,078",25402.0,49.0,8.0,39.0,0.0,146.0,46.0,219.0,55.0,0.0,115.0,10.0,0.0,55810.0
Iowa,Black Hawk County,2011,"131,584",111755.0,11692.0,266.0,1781.0,159.0,2003.0,1000.0,300.0,355.0,98.0,543.0,108.0,0.0,44567.0
Iowa,Boone County,2011,"26,288",25794.0,261.0,48.0,76.0,0.0,11.0,46.0,107.0,0.0,24.0,9.0,4.0,0.0,51582.0
Iowa,Bremer County,2011,"24,381",23587.0,171.0,20.0,135.0,0.0,26.0,121.0,57.0,62.0,0.0,20.0,32.0,0.0,58372.0
Iowa,Buchanan County,2011,"20,911",20538.0,172.0,47.0,99.0,0.0,32.0,18.0,71.0,8.0,2.0,28.0,7.0,0.0,54879.0
Iowa,Buena Vista County,2011,"20,311",16613.0,454.0,56.0,1061.0,3.0,1423.0,89.0,144.0,11.0,9.0,209.0,0.0,6.0,46145.0
Iowa,Butler County,2011,"14,966",14671.0,41.0,24.0,57.0,5.0,18.0,34.0,33.0,10.0,0.0,0.0,0.0,0.0,50052.0
Iowa,Calhoun County,2011,"10,064",9517.0,87.0,31.0,9.0,0.0,13.0,6.0,55.0,17.0,4.0,15.0,0.0,0.0,44331.0
Iowa,Carroll County,2011,"20,860",20247.0,46.0,70.0,160.0,9.0,116.0,46.0,19.0,23.0,0.0,73.0,0.0,0.0,48038.0
Iowa,Cass County,2011,"13,765",13571.0,138.0,32.0,12.0,0.0,73.0,38.0,33.0,9.0,0.0,19.0,3.0,0.0,41444.0
Iowa,Cedar County,2011,"18,358",17982.0,12.0,39.0,18.0,0.0,96.0,53.0,127.0,78.0,0.0,21.0,1.0,0.0,57004.0
Iowa,Cerro Gordo County,2011,"43,971",42026.0,516.0,145.0,390.0,0.0,471.0,439.0,65.0,93.0,0.0,46.0,15.0,0.0,45973.0
Iowa,Cherokee County,2011,"12,024",11629.0,43.0,26.0,35.0,0.0,146.0,113.0,13.0,0.0,7.0,16.0,32.0,0.0,45668.0
Iowa,Chickasaw County,2011,"12,405",12190.0,11.0,126.0,60.0,0.0,13.0,10.0,9.0,18.0,0.0,33.0,0.0,0.0,42098.0
Iowa,Clarke County,2011,"9,317",9046.0,50.0,5.0,16.0,0.0,0.0,86.0,45.0,3.0,0.0,0.0,0.0,0.0,45610.0
Iowa,Clay County,2011,"16,597",16140.0,89.0,39.0,99.0,52.0,129.0,41.0,40.0,25.0,0.0,20.0,0.0,0.0,45462.0
Iowa,Clayton County,2011,"18,017",17687.0,87.0,21.0,19.0,7.0,45.0,38.0,52.0,38.0,0.0,153.0,3.0,0.0,46644.0
Iowa,Clinton County,2011,"49,102",46227.0,1350.0,112.0,288.0,0.0,337.0,379.0,315.0,55.0,16.0,104.0,2.0,0.0,48063.0
Iowa,Crawford County,2011,"17,217",15612.0,92.0,17.0,15.0,0.0,977.0,29.0,162.0,3.0,0.0,128.0,0.0,0.0,45423.0
Iowa,Dallas County,2011,"69,696",59624.0,826.0,26.0,1556.0,0.0,1452.0,283.0,211.0,249.0,0.0,72.0,84.0,0.0,71691.0
Iowa,Davis County,2011,"8,771",8596.0,18.0,25.0,27.0,0.0,6.0,20.0,0.0,27.0,0.0,0.0,4.0,0.0,46651.0
Iowa,Decatur County,2011,"8,249",8087.0,182.0,23.0,54.0,0.0,25.0,8.0,60.0,4.0,0.0,4.0,4.0,0.0,34185.0
Iowa,Delaware County,2011,"17,632",17563.0,34.0,8.0,33.0,0.0,7.0,8.0,55.0,0.0,0.0,28.0,68.0,0.0,49375.0
Iowa,Des Moines County,2011,"40,066",36982.0,1947.0,68.0,352.0,0.0,128.0,407.0,195.0,25.0,0.0,72.0,79.0,0.0,43111.0
Iowa,Dickinson County,2011,"16,859",16356.0,151.0,7.0,67.0,0.0,40.0,22.0,0.0,9.0,0.0,29.0,31.0,0.0,52704.0
Iowa,Dubuque County,2011,"94,593",88178.0,1332.0,160.0,1025.0,146.0,98.0,439.0,1136.0,260.0,131.0,255.0,62.0,5.0,49663.0
Iowa,Emmet County,2011,"10,089",9755.0,110.0,11.0,57.0,0.0,146.0,38.0,166.0,3.0,0.0,37.0,0.0,0.0,44357.0
Iowa,Fayette County,2011,"20,976",20352.0,176.0,47.0,94.0,12.0,40.0,101.0,85.0,23.0,0.0,8.0,0.0,0.0,42108.0
Iowa,Floyd County,2011,"16,095",15658.0,223.0,7.0,142.0,5.0,68.0,24.0,79.0,60.0,0.0,26.0,0.0,0.0,42247.0
Iowa,Franklin County,2011,"10,693",9900.0,22.0,4.0,45.0,0.0,550.0,51.0,74.0,7.0,0.0,52.0,0.0,0.0,46461.0
Iowa,Fremont County,2011,"7,371",7249.0,38.0,8.0,6.0,0.0,75.0,20.0,42.0,9.0,0.0,25.0,4.0,0.0,49934.0
Iowa,Greene County,2011,"9,332",9145.0,11.0,0.0,15.0,0.0,70.0,5.0,132.0,4.0,0.0,0.0,0.0,0.0,44981.0
Iowa,Grundy County,2011,"12,478",12215.0,23.0,19.0,16.0,0.0,33.0,43.0,25.0,19.0,6.0,8.0,0.0,0.0,55848.0
Iowa,Guthrie County,2011,"10,859",10700.0,49.0,32.0,14.0,13.0,63.0,22.0,70.0,0.0,0.0,0.0,28.0,0.0,50000.0
Iowa,Hamilton County,2011,"15,467",14762.0,48.0,155.0,372.0,0.0,218.0,21.0,56.0,49.0,0.0,7.0,67.0,0.0,46603.0
Iowa,Hancock County,2011,"11,292",10993.0,1.0,34.0,79.0,0.0,172.0,4.0,14.0,81.0,0.0,38.0,0.0,0.0,48996.0
Iowa,Hardin County,2011,"17,375",16876.0,228.0,43.0,94.0,0.0,195.0,9.0,67.0,60.0,0.0,19.0,4.0,0.0,46930.0
Iowa,Harrison County,2011,"14,764",14649.0,18.0,35.0,37.0,0.0,80.0,55.0,70.0,16.0,9.0,0.0,0.0,0.0,53750.0
Iowa,Henry County,2011,"20,243",19004.0,291.0,58.0,427.0,0.0,47.0,305.0,55.0,52.0,0.0,0.0,18.0,0.0,43510.0
Iowa,Howard County,2011,"9,546",9496.0,30.0,3.0,18.0,0.0,0.0,12.0,11.0,14.0,0.0,7.0,0.0,0.0,45682.0
Iowa,Humboldt County,2011,"9,782",9556.0,13.0,7.0,22.0,0.0,83.0,10.0,117.0,23.0,0.0,29.0,0.0,0.0,48075.0
Iowa,Ida County,2011,"7,046",7030.0,11.0,0.0,18.0,0.0,3.0,11.0,29.0,19.0,0.0,16.0,2.0,0.0,43918.0
Iowa,Iowa County,2011,"16,323",16020.0,79.0,0.0,20.0,0.0,41.0,37.0,114.0,0.0,3.0,0.0,0.0,28.0,57476.0
Iowa,Jackson County,2011,"19,734",19395.0,74.0,4.0,2.0,76.0,23.0,59.0,221.0,7.0,0.0,23.0,0.0,0.0,45042.0
Iowa,Jasper County,2011,"36,622",35712.0,424.0,181.0,113.0,3.0,84.0,78.0,106.0,113.0,32.0,27.0,29.0,0.0,48881.0
Iowa,Jefferson County,2011,"17,096",14841.0,103.0,10.0,1335.0,0.0,93.0,95.0,122.0,75.0,0.0,47.0,0.0,0.0,47784.0
Iowa,Johnson County,2011,"134,086",111355.0,5508.0,289.0,6881.0,24.0,1990.0,1267.0,483.0,580.0,69.0,396.0,317.0,0.0,53703.0
Iowa,Jones County,2011,"20,743",19853.0,367.0,99.0,62.0,34.0,125.0,14.0,57.0,37.0,5.0,6.0,40.0,0.0,50745.0
Iowa,Keokuk County,2011,"10,398",10382.0,24.0,17.0,6.0,0.0,17.0,11.0,89.0,0.0,0.0,0.0,2.0,0.0,42030.0
Iowa,Kossuth County,2011,"15,400",15381.0,26.0,17.0,106.0,0.0,3.0,29.0,41.0,10.0,0.0,0.0,9.0,0.0,49548.0
Iowa,Lee County,2011,"35,569",33540.0,1037.0,57.0,225.0,22.0,205.0,448.0,180.0,19.0,0.0,121.0,0.0,0.0,42437.0
Iowa,Linn County,2011,"214,207",190723.0,8126.0,556.0,3629.0,137.0,2365.0,1776.0,569.0,840.0,204.0,603.0,483.0,0.0,55666.0
Iowa,Louisa County,2011,"11,381",10724.0,91.0,2.0,56.0,0.0,468.0,96.0,121.0,0.0,0.0,15.0,3.0,0.0,50982.0
Iowa,Lucas County,2011,"8,880",8896.0,18.0,51.0,20.0,0.0,0.0,0.0,17.0,0.0,9.0,10.0,0.0,0.0,43184.0
Iowa,Lyon County,2011,"11,692",11409.0,4.0,20.0,30.0,0.0,40.0,6.0,13.0,14.0,0.0,12.0,31.0,0.0,49938.0
Iowa,Madison County,2011,"15,740",15280.0,57.0,13.0,22.0,0.0,18.0,41.0,79.0,48.0,23.0,0.0,10.0,0.0,56333.0
Iowa,Mahaska County,2011,"22,501",21375.0,208.0,67.0,121.0,24.0,256.0,127.0,64.0,161.0,0.0,26.0,4.0,0.0,46477.0
Iowa,Marion County,2011,"33,270",32382.0,178.0,105.0,361.0,0.0,19.0,132.0,58.0,78.0,6.0,39.0,14.0,0.0,53730.0
Iowa,Marshall County,2011,"41,013",35452.0,731.0,179.0,479.0,4.0,3081.0,197.0,95.0,107.0,0.0,69.0,4.0,0.0,47691.0
Iowa,Mills County,2011,"15,029",14704.0,65.0,42.0,65.0,0.0,20.0,22.0,76.0,70.0,0.0,48.0,0.0,0.0,61796.0
Iowa,Mitchell County,2011,"10,709",10609.0,33.0,0.0,28.0,11.0,15.0,13.0,28.0,0.0,2.0,55.0,0.0,0.0,49389.0
Iowa,Monona County,2011,"9,238",8995.0,25.0,44.0,3.0,0.0,23.0,65.0,84.0,10.0,9.0,41.0,0.0,0.0,42283.0
Iowa,Monroe County,2011,"8,060",7719.0,42.0,112.0,53.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,43913.0
Iowa,Montgomery County,2011,"10,632",10521.0,20.0,6.0,43.0,0.0,72.0,37.0,82.0,9.0,0.0,0.0,2.0,0.0,38072.0
Iowa,Muscatine County,2011,"42,842",39467.0,567.0,152.0,394.0,0.0,1332.0,105.0,240.0,36.0,0.0,320.0,21.0,0.0,51134.0
Iowa,O'Brien County,2011,"14,218",13871.0,65.0,31.0,61.0,0.0,108.0,31.0,133.0,35.0,0.0,5.0,12.0,0.0,45995.0
Iowa,Osceola County,2011,"6,316",6358.0,62.0,57.0,2.0,0.0,8.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,45696.0
Iowa,Page County,2011,"15,898",15018.0,362.0,27.0,182.0,0.0,285.0,21.0,120.0,0.0,2.0,0.0,12.0,0.0,41503.0
Iowa,Palo Alto County,2011,"9,354",9282.0,10.0,33.0,30.0,0.0,11.0,32.0,0.0,5.0,23.0,0.0,52.0,0.0,44063.0
Iowa,Plymouth County,2011,"24,818",24052.0,61.0,60.0,107.0,0.0,247.0,217.0,14.0,11.0,5.0,119.0,22.0,0.0,56387.0
Iowa,Pocahontas County,2011,"7,204",7272.0,49.0,3.0,6.0,13.0,0.0,16.0,23.0,15.0,0.0,10.0,0.0,0.0,42545.0
Iowa,Polk County,2011,"438,737",363337.0,24961.0,1087.0,15478.0,69.0,11093.0,4378.0,2068.0,1208.0,236.0,1145.0,494.0,28.0,57473.0
Iowa,Pottawattamie County,2011,"93,498",86868.0,1245.0,299.0,515.0,29.0,1976.0,500.0,441.0,249.0,0.0,253.0,89.0,0.0,49924.0
Iowa,Poweshiek County,2011,"18,896",18097.0,178.0,4.0,278.0,3.0,84.0,114.0,38.0,146.0,1.0,15.0,7.0,0.0,52413.0
Iowa,Ringgold County,2011,"5,049",5044.0,0.0,19.0,80.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,42213.0
Iowa,Sac County,2011,"10,222",10197.0,58.0,7.0,26.0,3.0,45.0,6.0,7.0,23.0,0.0,15.0,1.0,0.0,44392.0
Iowa,Scott County,2011,"166,629",142161.0,11428.0,419.0,3133.0,0.0,1954.0,1699.0,761.0,431.0,289.0,713.0,623.0,56.0,51274.0
Iowa,Shelby County,2011,"11,992",11963.0,7.0,12.0,101.0,12.0,39.0,4.0,50.0,0.0,0.0,54.0,0.0,0.0,46257.0
Iowa,Sioux County,2011,"34,016",31463.0,221.0,80.0,293.0,0.0,1115.0,48.0,103.0,6.0,0.0,216.0,0.0,0.0,53922.0
Iowa,Story County,2011,"91,136",78974.0,2319.0,141.0,5495.0,0.0,673.0,340.0,254.0,285.0,7.0,45.0,44.0,0.0,49733.0
