NAME,B23025_001E,state,county,year,B23025_007E,B23025_005E,B23025_004E,B23025_003E,B23025_002E
"Custer County, Oklahoma",22602.0,40,39,2018,8233.0,477.0,13892.0,14369.0,14369.0
"Beaver County, Oklahoma",4198.0,40,7,2018,1691.0,112.0,2395.0,2507.0,2507.0
"Love County, Oklahoma",7747.0,40,85,2018,3458.0,186.0,4103.0,4289.0,4289.0
"Beckham County, Oklahoma",17368.0,40,9,2018,7858.0,397.0,9113.0,9510.0,9510.0
"Choctaw County, Oklahoma",11674.0,40,23,2018,6081.0,499.0,5094.0,5593.0,5593.0
"Jackson County, Oklahoma",19377.0,40,65,2018,7168.0,570.0,10559.0,11129.0,12209.0
"Lincoln County, Oklahoma",27379.0,40,81,2018,12233.0,810.0,14330.0,15140.0,15146.0
"Marion County, Oregon",260883.0,41,47,2018,100476.0,9718.0,150509.0,160227.0,160407.0
"Jackson County, Oregon",174754.0,41,29,2018,74395.0,6530.0,93750.0,100280.0,100359.0
"Grant County, Oregon",6054.0,41,23,2018,2794.0,243.0,3002.0,3245.0,3260.0
"Jefferson County, Oregon",18363.0,41,31,2018,8855.0,950.0,8558.0,9508.0,9508.0
"Clackamas County, Oregon",327963.0,41,5,2018,115083.0,9950.0,202784.0,212734.0,212880.0
"Linn County, Oregon",97993.0,41,43,2018,41153.0,4471.0,52322.0,56793.0,56840.0
"Tillamook County, Oregon",21676.0,41,57,2018,10764.0,519.0,10361.0,10880.0,10912.0
"Baker County, Oregon",13259.0,41,1,2018,6710.0,540.0,5998.0,6538.0,6549.0
"Josephine County, Oregon",70981.0,41,33,2018,36833.0,2805.0,31292.0,34097.0,34148.0
"Umatilla County, Oregon",59494.0,41,59,2018,24574.0,2747.0,32139.0,34886.0,34920.0
"Lincoln County, Oregon",40696.0,41,41,2018,20165.0,1221.0,19254.0,20475.0,20531.0
"Columbia County, Oregon",41221.0,41,9,2018,17794.0,1640.0,21783.0,23423.0,23427.0
"Sherman County, Oregon",1398.0,41,55,2018,649.0,29.0,719.0,748.0,749.0
"Wasco County, Oregon",20685.0,41,65,2018,8614.0,532.0,11539.0,12071.0,12071.0
"Lane County, Oregon",308207.0,41,39,2018,124979.0,13000.0,170022.0,183022.0,183228.0
"Malheur County, Oregon",23619.0,41,45,2018,11869.0,903.0,10814.0,11717.0,11750.0
"Washington County, Oregon",459926.0,41,67,2018,142612.0,15878.0,301195.0,317073.0,317314.0
"Morrow County, Oregon",8489.0,41,49,2018,3470.0,228.0,4791.0,5019.0,5019.0
"Clatsop County, Oregon",31904.0,41,7,2018,12864.0,1113.0,17307.0,18420.0,19040.0
"Curry County, Oregon",19628.0,41,15,2018,11430.0,652.0,7503.0,8155.0,8198.0
"Gilliam County, Oregon",1554.0,41,21,2018,745.0,75.0,734.0,809.0,809.0
"Lake County, Oregon",6485.0,41,37,2018,3210.0,198.0,3077.0,3275.0,3275.0
"Union County, Oregon",20909.0,41,61,2018,8804.0,780.0,11322.0,12102.0,12105.0
"Delaware County, Pennsylvania",453754.0,42,45,2018,159117.0,17628.0,276888.0,294516.0,294637.0
"Union County, Pennsylvania",38167.0,42,119,2018,19164.0,699.0,18296.0,18995.0,19003.0
"Wayne County, Pennsylvania",43835.0,42,127,2018,21269.0,1361.0,21197.0,22558.0,22566.0
"Dauphin County, Pennsylvania",219946.0,42,43,2018,75429.0,7200.0,137092.0,144292.0,144517.0
"Westmoreland County, Pennsylvania",297011.0,42,129,2018,116139.0,7989.0,172824.0,180813.0,180872.0
"Forest County, Pennsylvania",6780.0,42,53,2018,5856.0,58.0,866.0,924.0,924.0
"Monroe County, Pennsylvania",138833.0,42,89,2018,53549.0,6723.0,78487.0,85210.0,85284.0
"Philadelphia County, Pennsylvania",1265078.0,42,101,2018,498307.0,78170.0,688298.0,766468.0,766771.0
"Blair County, Pennsylvania",101507.0,42,13,2018,41889.0,2956.0,56627.0,59583.0,59618.0
"Cambria County, Pennsylvania",111584.0,42,21,2018,50146.0,4048.0,57311.0,61359.0,61438.0
"Berks County, Pennsylvania",333733.0,42,11,2018,115994.0,14482.0,203128.0,217610.0,217739.0
"Huntingdon County, Pennsylvania",38093.0,42,61,2018,18356.0,1243.0,18486.0,19729.0,19737.0
"Lawrence County, Pennsylvania",72263.0,42,73,2018,30140.0,2606.0,39489.0,42095.0,42123.0
"Mifflin County, Pennsylvania",37231.0,42,87,2018,15360.0,787.0,21081.0,21868.0,21871.0
"Cumberland County, Pennsylvania",202875.0,42,41,2018,71388.0,4982.0,125972.0,130954.0,131487.0
"Allegheny County, Pennsylvania",1020933.0,42,3,2018,360135.0,34903.0,625294.0,660197.0,660798.0
"Snyder County, Pennsylvania",32912.0,42,109,2018,12148.0,568.0,20196.0,20764.0,20764.0
"Susquehanna County, Pennsylvania",34539.0,42,115,2018,15087.0,1187.0,18265.0,19452.0,19452.0
"Crawford County, Pennsylvania",70107.0,42,39,2018,29217.0,2392.0,38481.0,40873.0,40890.0
"Erie County, Pennsylvania",222862.0,42,49,2018,87865.0,7952.0,126884.0,134836.0,134997.0
"Fulton County, Pennsylvania",11905.0,42,57,2018,4892.0,396.0,6617.0,7013.0,7013.0
"Juniata County, Pennsylvania",19639.0,42,67,2018,8012.0,452.0,11171.0,11623.0,11627.0
"Schuylkill County, Pennsylvania",118578.0,42,107,2018,51667.0,4166.0,62675.0,66841.0,66911.0
"Wyoming County, Pennsylvania",22829.0,42,131,2018,9054.0,802.0,12971.0,13773.0,13775.0
"Adams County, Pennsylvania",83662.0,42,1,2018,30983.0,2376.0,50247.0,52623.0,52679.0
"Armstrong County, Pennsylvania",55092.0,42,5,2018,23459.0,1990.0,29632.0,31622.0,31633.0
"Clinton County, Pennsylvania",31956.0,42,35,2018,13011.0,1069.0,17867.0,18936.0,18945.0
"Carbon County, Pennsylvania",52958.0,42,25,2018,21342.0,2221.0,29356.0,31577.0,31616.0
"Centre County, Pennsylvania",139946.0,42,27,2018,59749.0,3409.0,76741.0,80150.0,80197.0
"Northumberland County, Pennsylvania",76248.0,42,97,2018,32538.0,1952.0,41723.0,43675.0,43710.0
"Northampton County, Pennsylvania",248209.0,42,95,2018,90916.0,8296.0,148960.0,157256.0,157293.0
"Cameron County, Pennsylvania",4051.0,42,23,2018,1819.0,80.0,2152.0,2232.0,2232.0
"Venango County, Pennsylvania",43401.0,42,121,2018,18954.0,1660.0,22786.0,24446.0,24447.0
"Beaver County, Pennsylvania",138010.0,42,7,2018,52474.0,4344.0,81095.0,85439.0,85536.0
"Bucks County, Pennsylvania",512939.0,42,17,2018,166452.0,15665.0,330564.0,346229.0,346487.0
"Lackawanna County, Pennsylvania",173557.0,42,69,2018,70186.0,4923.0,98366.0,103289.0,103371.0
"McKean County, Pennsylvania",34548.0,42,83,2018,14937.0,1339.0,18267.0,19606.0,19611.0
"Fayette County, Pennsylvania",110114.0,42,51,2018,50690.0,4340.0,55046.0,59386.0,59424.0
"Montgomery County, Pennsylvania",663260.0,42,91,2018,210485.0,20904.0,431585.0,452489.0,452775.0
"Greene County, Pennsylvania",30834.0,42,59,2018,15485.0,678.0,14652.0,15330.0,15349.0
"Lebanon County, Pennsylvania",110484.0,42,75,2018,39326.0,3768.0,67157.0,70925.0,71158.0
"Luzerne County, Pennsylvania",262908.0,42,79,2018,102538.0,10037.0,150246.0,160283.0,160370.0
"Montour County, Pennsylvania",15004.0,42,93,2018,6040.0,200.0,8761.0,8961.0,8964.0
"Columbia County, Pennsylvania",55838.0,42,37,2018,24146.0,1545.0,30132.0,31677.0,31692.0
"Butler County, Pennsylvania",153124.0,42,19,2018,55556.0,4118.0,93394.0,97512.0,97568.0
"Jefferson County, Pennsylvania",35780.0,42,65,2018,14985.0,893.0,19889.0,20782.0,20795.0
"Lancaster County, Pennsylvania",424544.0,42,71,2018,143087.0,11213.0,270060.0,281273.0,281457.0
"Perry County, Pennsylvania",37205.0,42,99,2018,13506.0,887.0,22786.0,23673.0,23699.0
"Potter County, Pennsylvania",13824.0,42,105,2018,6723.0,468.0,6631.0,7099.0,7101.0
"Tioga County, Pennsylvania",34019.0,42,117,2018,14792.0,1133.0,18091.0,19224.0,19227.0
"Providence County, Rhode Island",518298.0,44,7,2018,185527.0,22452.0,310070.0,332522.0,332771.0
"Bristol County, Rhode Island",40792.0,44,1,2018,14632.0,910.0,25195.0,26105.0,26160.0
"Newport County, Rhode Island",70272.0,44,5,2018,24008.0,1991.0,41378.0,43369.0,46264.0
"Aiken County, South Carolina",134604.0,45,3,2018,56693.0,6020.0,71542.0,77562.0,77911.0
"Newberry County, South Carolina",30642.0,45,71,2018,12913.0,1270.0,16459.0,17729.0,17729.0
"Edgefield County, South Carolina",22525.0,45,37,2018,11270.0,744.0,10489.0,11233.0,11255.0
"Clarendon County, South Carolina",28192.0,45,27,2018,14897.0,1569.0,11726.0,13295.0,13295.0
"Colleton County, South Carolina",30029.0,45,29,2018,12741.0,1558.0,15620.0,17178.0,17288.0
"Sumter County, South Carolina",84043.0,45,85,2018,33748.0,5068.0,42568.0,47636.0,50295.0
"Lexington County, South Carolina",227132.0,45,63,2018,79517.0,8362.0,138852.0,147214.0,147615.0
"Barnwell County, South Carolina",16907.0,45,11,2018,7943.0,714.0,8235.0,8949.0,8964.0
"York County, South Carolina",202549.0,45,91,2018,67326.0,8069.0,126871.0,134940.0,135223.0
"Berkeley County, South Carolina",163846.0,45,15,2018,57460.0,5298.0,96452.0,101750.0,106386.0
"Darlington County, South Carolina",53884.0,45,31,2018,23858.0,3486.0,26540.0,30026.0,30026.0
"Georgetown County, South Carolina",51479.0,45,43,2018,24257.0,2306.0,24850.0,27156.0,27222.0
"Anderson County, South Carolina",155982.0,45,7,2018,61982.0,5481.0,88386.0,93867.0,94000.0
"Chesterfield County, South Carolina",36930.0,45,25,2018,15975.0,1969.0,18961.0,20930.0,20955.0
"Greenwood County, South Carolina",56099.0,45,47,2018,23274.0,2711.0,30079.0,32790.0,32825.0
"Horry County, South Carolina",267807.0,45,51,2018,115642.0,9738.0,142291.0,152029.0,152165.0
"Kershaw County, South Carolina",51187.0,45,55,2018,21793.0,1925.0,27280.0,29205.0,29394.0
"Orangeburg County, South Carolina",71081.0,45,75,2018,32538.0,3564.0,34965.0,38529.0,38543.0
"Abbeville County, South Carolina",20092.0,45,1,2018,9521.0,800.0,9748.0,10548.0,10571.0
"Bamberg County, South Carolina",11887.0,45,9,2018,6118.0,336.0,5433.0,5769.0,5769.0
"Calhoun County, South Carolina",12263.0,45,17,2018,5440.0,435.0,6388.0,6823.0,6823.0
"Dillon County, South Carolina",23741.0,45,33,2018,11346.0,1084.0,11306.0,12390.0,12395.0
"Richland County, South Carolina",330031.0,45,79,2018,109726.0,14248.0,194982.0,209230.0,220305.0
"Fairfield County, South Carolina",18885.0,45,39,2018,9497.0,735.0,8626.0,9361.0,9388.0
"Hampton County, South Carolina",15957.0,45,49,2018,7524.0,828.0,7552.0,8380.0,8433.0
"Greenville County, South Carolina",394981.0,45,45,2018,142186.0,11986.0,240453.0,252439.0,252795.0
"Lancaster County, South Carolina",71909.0,45,57,2018,30914.0,2761.0,38181.0,40942.0,40995.0
"Dorchester County, South Carolina",121670.0,45,35,2018,43055.0,4468.0,73015.0,77483.0,78615.0
"Florence County, South Carolina",109043.0,45,41,2018,43285.0,5143.0,60509.0,65652.0,65758.0
"Laurens County, South Carolina",53700.0,45,59,2018,23138.0,2564.0,27963.0,30527.0,30562.0
"McCormick County, South Carolina",8570.0,45,65,2018,5538.0,399.0,2633.0,3032.0,3032.0
"Pickens County, South Carolina",102079.0,45,77,2018,44159.0,3375.0,54520.0,57895.0,57920.0
"Union County, South Carolina",22387.0,45,87,2018,9752.0,943.0,11637.0,12580.0,12635.0
"Williamsburg County, South Carolina",25928.0,45,89,2018,13249.0,927.0,11712.0,12639.0,12679.0
"Aurora County, South Dakota",2123.0,46,3,2018,663.0,18.0,1442.0,1460.0,1460.0
"Grant County, South Dakota",5807.0,46,51,2018,2054.0,37.0,3716.0,3753.0,3753.0
"Tripp County, South Dakota",4338.0,46,123,2018,1453.0,102.0,2783.0,2885.0,2885.0
"Jackson County, South Dakota",2355.0,46,71,2018,1238.0,94.0,1023.0,1117.0,1117.0
"Minnehaha County, South Dakota",144283.0,46,99,2018,36151.0,3480.0,104419.0,107899.0,108132.0
"Custer County, South Dakota",7427.0,46,33,2018,3355.0,139.0,3928.0,4067.0,4072.0
"Hyde County, South Dakota",1098.0,46,69,2018,417.0,13.0,668.0,681.0,681.0
"Clark County, South Dakota",2813.0,46,25,2018,962.0,65.0,1786.0,1851.0,1851.0
"Faulk County, South Dakota",1855.0,46,49,2018,760.0,4.0,1090.0,1094.0,1095.0
"Kingsbury County, South Dakota",3982.0,46,77,2018,1289.0,21.0,2670.0,2691.0,2693.0
"Walworth County, South Dakota",4388.0,46,129,2018,1526.0,79.0,2753.0,2832.0,2862.0
"Clay County, South Dakota",11711.0,46,27,2018,3576.0,473.0,7645.0,8118.0,8135.0
"Day County, South Dakota",4425.0,46,37,2018,1719.0,52.0,2654.0,2706.0,2706.0
"Douglas County, South Dakota",2295.0,46,43,2018,835.0,16.0,1444.0,1460.0,1460.0
"Harding County, South Dakota",1078.0,46,63,2018,372.0,16.0,685.0,701.0,706.0
"McPherson County, South Dakota",1941.0,46,89,2018,818.0,91.0,1032.0,1123.0,1123.0
"Roberts County, South Dakota",7781.0,46,109,2018,2755.0,307.0,4718.0,5025.0,5026.0
"Sully County, South Dakota",1048.0,46,119,2018,363.0,4.0,681.0,685.0,685.0
"Lincoln County, South Dakota",40461.0,46,83,2018,9735.0,680.0,29972.0,30652.0,30726.0
"Lake County, South Dakota",10279.0,46,79,2018,3228.0,299.0,6737.0,7036.0,7051.0
"Lawrence County, South Dakota",21266.0,46,81,2018,7242.0,369.0,13595.0,13964.0,14024.0
"Codington County, South Dakota",22130.0,46,29,2018,6399.0,403.0,15309.0,15712.0,15731.0
"Butte County, South Dakota",8023.0,46,19,2018,2893.0,195.0,4935.0,5130.0,5130.0
"Corson County, South Dakota",2799.0,46,31,2018,1056.0,461.0,1282.0,1743.0,1743.0
"Edmunds County, South Dakota",3098.0,46,45,2018,1114.0,51.0,1933.0,1984.0,1984.0
"Campbell County, South Dakota",1181.0,46,21,2018,447.0,7.0,727.0,734.0,734.0
"Bennett County, South Dakota",2345.0,46,7,2018,957.0,164.0,1224.0,1388.0,1388.0
"Haakon County, South Dakota",1633.0,46,55,2018,674.0,25.0,934.0,959.0,959.0
"Jones County, South Dakota",651.0,46,75,2018,220.0,21.0,410.0,431.0,431.0
"Meade County, South Dakota",21472.0,46,93,2018,6099.0,201.0,14081.0,14282.0,15373.0
"McCook County, South Dakota",4183.0,46,87,2018,1152.0,116.0,2909.0,3025.0,3031.0
"Turner County, South Dakota",6512.0,46,125,2018,2160.0,109.0,4243.0,4352.0,4352.0
"Brown County, South Dakota",30736.0,46,13,2018,9449.0,464.0,20784.0,21248.0,21287.0
"Hanson County, South Dakota",2436.0,46,61,2018,782.0,20.0,1629.0,1649.0,1654.0
"Mellette County, South Dakota",1441.0,46,95,2018,817.0,51.0,573.0,624.0,624.0
"Perkins County, South Dakota",2361.0,46,105,2018,732.0,52.0,1577.0,1629.0,1629.0
"Pennington County, South Dakota",86121.0,46,103,2018,28339.0,2148.0,54687.0,56835.0,57782.0
"Union County, South Dakota",11997.0,46,127,2018,3748.0,151.0,8074.0,8225.0,8249.0
"Miner County, South Dakota",1719.0,46,97,2018,573.0,30.0,1114.0,1144.0,1146.0
"Ziebach County, South Dakota",2005.0,46,137,2018,667.0,309.0,1029.0,1338.0,1338.0
"Deuel County, South Dakota",3411.0,46,39,2018,1080.0,47.0,2284.0,2331.0,2331.0
"Bon Homme County, South Dakota",5814.0,46,9,2018,2862.0,40.0,2911.0,2951.0,2952.0
"Brule County, South Dakota",4112.0,46,15,2018,1292.0,57.0,2752.0,2809.0,2820.0
"Fall River County, South Dakota",5751.0,46,47,2018,2488.0,58.0,3197.0,3255.0,3263.0
"Gregory County, South Dakota",3291.0,46,53,2018,1231.0,22.0,2032.0,2054.0,2060.0
"Oglala Lakota County, South Dakota",9630.0,46,102,2018,5310.0,851.0,3469.0,4320.0,4320.0
"Maury County, Tennessee",70862.0,47,119,2018,26502.0,2287.0,42042.0,44329.0,44360.0
"Union County, Tennessee",15564.0,47,173,2018,7679.0,676.0,7209.0,7885.0,7885.0
"Montgomery County, Tennessee",148439.0,47,125,2018,49726.0,6085.0,80066.0,86151.0,98713.0
"Dickson County, Tennessee",41190.0,47,43,2018,17416.0,946.0,22818.0,23764.0,23774.0
"Morgan County, Tennessee",17997.0,47,129,2018,10129.0,602.0,7263.0,7865.0,7868.0
"Grundy County, Tennessee",10743.0,47,61,2018,5541.0,443.0,4756.0,5199.0,5202.0
"Monroe County, Tennessee",37211.0,47,123,2018,18439.0,1722.0,17042.0,18764.0,18772.0
"Henry County, Tennessee",26325.0,47,79,2018,12905.0,898.0,12437.0,13335.0,13420.0
"Cocke County, Tennessee",28957.0,47,29,2018,13427.0,1557.0,13973.0,15530.0,15530.0
"Crockett County, Tennessee",11369.0,47,33,2018,4946.0,333.0,6085.0,6418.0,6423.0
"DeKalb County, Tennessee",15835.0,47,41,2018,7476.0,428.0,7931.0,8359.0,8359.0
"Lake County, Tennessee",6563.0,47,95,2018,4355.0,217.0,1991.0,2208.0,2208.0
"Knox County, Tennessee",370217.0,47,93,2018,131575.0,11489.0,226894.0,238383.0,238642.0
"Lewis County, Tennessee",9581.0,47,101,2018,4448.0,192.0,4941.0,5133.0,5133.0
"McMinn County, Tennessee",42660.0,47,107,2018,19913.0,1582.0,21141.0,22723.0,22747.0
"Marshall County, Tennessee",25612.0,47,117,2018,10355.0,949.0,14297.0,15246.0,15257.0
"Obion County, Tennessee",24582.0,47,131,2018,10957.0,863.0,12747.0,13610.0,13625.0
"Rhea County, Tennessee",25852.0,47,143,2018,11535.0,1100.0,13217.0,14317.0,14317.0
"Scott County, Tennessee",17269.0,47,151,2018,8164.0,815.0,8290.0,9105.0,9105.0
"Tipton County, Tennessee",47959.0,47,167,2018,18210.0,2279.0,27266.0,29545.0,29749.0
"Anderson County, Tennessee",61591.0,47,1,2018,26491.0,2114.0,32986.0,35100.0,35100.0
"Dyer County, Tennessee",29517.0,47,45,2018,12196.0,1333.0,15976.0,17309.0,17321.0
"Fentress County, Tennessee",14472.0,47,49,2018,7335.0,497.0,6640.0,7137.0,7137.0
"Gibson County, Tennessee",38814.0,47,53,2018,17388.0,1399.0,19867.0,21266.0,21426.0
"Hamilton County, Tennessee",291022.0,47,65,2018,110832.0,9965.0,169798.0,179763.0,180190.0
"Loudon County, Tennessee",42654.0,47,105,2018,20817.0,1180.0,20653.0,21833.0,21837.0
"Rutherford County, Tennessee",239032.0,47,149,2018,69083.0,8196.0,161242.0,169438.0,169949.0
"Smith County, Tennessee",15502.0,47,159,2018,6377.0,333.0,8792.0,9125.0,9125.0
"Wilson County, Tennessee",104566.0,47,189,2018,35656.0,2687.0,66073.0,68760.0,68910.0
"Sullivan County, Tennessee",129597.0,47,163,2018,59180.0,4371.0,66020.0,70391.0,70417.0
"Warren County, Tennessee",31999.0,47,177,2018,13985.0,1099.0,16895.0,17994.0,18014.0
"Washington County, Tennessee",105133.0,47,179,2018,43440.0,2963.0,58720.0,61683.0,61693.0
"Benton County, Tennessee",13385.0,47,5,2018,7271.0,479.0,5627.0,6106.0,6114.0
"Campbell County, Tennessee",32419.0,47,13,2018,15666.0,1443.0,15286.0,16729.0,16753.0
"Cannon County, Tennessee",11333.0,47,15,2018,4704.0,325.0,6286.0,6611.0,6629.0
"Fayette County, Tennessee",32766.0,47,47,2018,13830.0,1280.0,17629.0,18909.0,18936.0
"Hancock County, Tennessee",5388.0,47,67,2018,2882.0,211.0,2295.0,2506.0,2506.0
"Johnson County, Tennessee",15193.0,47,91,2018,9120.0,229.0,5810.0,6039.0,6073.0
"Lincoln County, Tennessee",27139.0,47,103,2018,11701.0,749.0,14678.0,15427.0,15438.0
"Moore County, Tennessee",5228.0,47,127,2018,2303.0,136.0,2763.0,2899.0,2925.0
"Franklin County, Tennessee",34060.0,47,51,2018,14956.0,886.0,18194.0,19080.0,19104.0
"Blount County, Tennessee",105517.0,47,9,2018,42456.0,3238.0,59749.0,62987.0,63061.0
"Lawrence County, Tennessee",33430.0,47,99,2018,15767.0,1532.0,16131.0,17663.0,17663.0
"Carter County, Tennessee",47111.0,47,19,2018,22769.0,1326.0,23008.0,24334.0,24342.0
"Grainger County, Tennessee",18882.0,47,57,2018,8564.0,667.0,9651.0,10318.0,10318.0
"Lauderdale County, Tennessee",20992.0,47,97,2018,10749.0,849.0,9376.0,10225.0,10243.0
"Marion County, Tennessee",23226.0,47,115,2018,10128.0,679.0,12401.0,13080.0,13098.0
"Overton County, Tennessee",17748.0,47,133,2018,8390.0,376.0,8982.0,9358.0,9358.0
"Sumner County, Tennessee",141527.0,47,165,2018,47504.0,3657.0,90151.0,93808.0,94023.0
"Trousdale County, Tennessee",7853.0,47,169,2018,3367.0,435.0,4051.0,4486.0,4486.0
"Williamson County, Tennessee",165632.0,47,187,2018,51380.0,3777.0,110383.0,114160.0,114252.0
"Clay County, Tennessee",6311.0,47,27,2018,3468.0,126.0,2717.0,2843.0,2843.0
"Greene County, Tennessee",57048.0,47,59,2018,26824.0,1956.0,28254.0,30210.0,30224.0
"Shelby County, Tennessee",727049.0,47,157,2018,257195.0,36236.0,432142.0,468378.0,469854.0
"Van Buren County, Tennessee",4760.0,47,175,2018,2319.0,288.0,2153.0,2441.0,2441.0
"Henderson County, Tennessee",22177.0,47,77,2018,9911.0,956.0,11310.0,12266.0,12266.0
"Hickman County, Tennessee",20095.0,47,81,2018,9809.0,507.0,9771.0,10278.0,10286.0
"Jefferson County, Tennessee",43766.0,47,89,2018,19364.0,1429.0,22913.0,24342.0,24402.0
"Sequatchie County, Tennessee",12053.0,47,153,2018,5774.0,350.0,5929.0,6279.0,6279.0
"Sevier County, Tennessee",78721.0,47,155,2018,29574.0,2777.0,46263.0,49040.0,49147.0
"Carroll County, Tennessee",22711.0,47,17,2018,11128.0,691.0,10892.0,11583.0,11583.0
"Chester County, Tennessee",13910.0,47,23,2018,6313.0,714.0,6840.0,7554.0,7597.0
"Davidson County, Tennessee",552221.0,47,37,2018,160447.0,18066.0,373294.0,391360.0,391774.0
"Jackson County, Tennessee",9760.0,47,87,2018,5053.0,372.0,4335.0,4707.0,4707.0
"Perry County, Tennessee",6418.0,47,135,2018,3374.0,254.0,2790.0,3044.0,3044.0
"Roane County, Tennessee",44320.0,47,145,2018,21231.0,1689.0,21345.0,23034.0,23089.0
"Meigs County, Tennessee",9740.0,47,121,2018,4796.0,464.0,4480.0,4944.0,4944.0
"Hamblen County, Tennessee",50675.0,47,63,2018,22227.0,2252.0,26125.0,28377.0,28448.0
"Haywood County, Tennessee",14192.0,47,75,2018,5949.0,590.0,7648.0,8238.0,8243.0
"Erath County, Texas",33777.0,48,143,2018,13490.0,683.0,19604.0,20287.0,20287.0
"Brazoria County, Texas",270297.0,48,39,2018,96838.0,8204.0,165147.0,173351.0,173459.0
"Motley County, Texas",874.0,48,345,2018,329.0,42.0,503.0,545.0,545.0
"Donley County, Texas",2756.0,48,129,2018,1235.0,34.0,1487.0,1521.0,1521.0
"Atascosa County, Texas",36551.0,48,13,2018,14729.0,1759.0,20037.0,21796.0,21822.0
"Coleman County, Texas",6809.0,48,83,2018,3348.0,113.0,3348.0,3461.0,3461.0
"Nolan County, Texas",11526.0,48,353,2018,4961.0,473.0,6092.0,6565.0,6565.0
"Hudspeth County, Texas",3188.0,48,229,2018,1968.0,101.0,1119.0,1220.0,1220.0
"Medina County, Texas",39111.0,48,325,2018,16921.0,799.0,21359.0,22158.0,22190.0
"Ward County, Texas",8740.0,48,475,2018,3498.0,328.0,4914.0,5242.0,5242.0
"Henderson County, Texas",65173.0,48,213,2018,31869.0,1697.0,31583.0,33280.0,33304.0
"Harrison County, Texas",51650.0,48,203,2018,21639.0,1672.0,28251.0,29923.0,30011.0
"Menard County, Texas",1830.0,48,327,2018,666.0,36.0,1128.0,1164.0,1164.0
"Lamar County, Texas",39051.0,48,277,2018,16541.0,1263.0,21218.0,22481.0,22510.0
"Fayette County, Texas",20507.0,48,149,2018,9110.0,188.0,11209.0,11397.0,11397.0
"Williamson County, Texas",403616.0,48,491,2018,124131.0,12732.0,266094.0,278826.0,279485.0
"Polk County, Texas",39215.0,48,373,2018,19271.0,1359.0,18582.0,19941.0,19944.0
"Refugio County, Texas",5701.0,48,391,2018,2598.0,294.0,2809.0,3103.0,3103.0
"Caldwell County, Texas",32787.0,48,55,2018,13945.0,508.0,18334.0,18842.0,18842.0
"Wilbarger County, Texas",10361.0,48,487,2018,3690.0,260.0,6395.0,6655.0,6671.0
"Reagan County, Texas",2731.0,48,383,2018,969.0,77.0,1685.0,1762.0,1762.0
"Hale County, Texas",25703.0,48,189,2018,10533.0,1016.0,14154.0,15170.0,15170.0
"Shelby County, Texas",19386.0,48,419,2018,9126.0,738.0,9522.0,10260.0,10260.0
"Runnels County, Texas",8129.0,48,399,2018,3653.0,119.0,4354.0,4473.0,4476.0
"San Jacinto County, Texas",22125.0,48,407,2018,11300.0,765.0,10060.0,10825.0,10825.0
"Tom Green County, Texas",92376.0,48,451,2018,33278.0,2246.0,53898.0,56144.0,59098.0
"Victoria County, Texas",71078.0,48,469,2018,26034.0,2456.0,42576.0,45032.0,45044.0
"Waller County, Texas",39130.0,48,473,2018,14928.0,1485.0,22715.0,24200.0,24202.0
"Wichita County, Texas",105242.0,48,485,2018,40847.0,3104.0,55188.0,58292.0,64395.0
"Wilson County, Texas",37907.0,48,493,2018,15120.0,1387.0,21274.0,22661.0,22787.0
"Hockley County, Texas",17708.0,48,219,2018,6547.0,783.0,10373.0,11156.0,11161.0
"Maverick County, Texas",41773.0,48,323,2018,17436.0,2817.0,21520.0,24337.0,24337.0
"Fannin County, Texas",27748.0,48,147,2018,13615.0,659.0,13461.0,14120.0,14133.0
"Midland County, Texas",121945.0,48,329,2018,36151.0,2836.0,82866.0,85702.0,85794.0
"Live Oak County, Texas",9896.0,48,297,2018,5357.0,102.0,4437.0,4539.0,4539.0
"Llano County, Texas",18007.0,48,299,2018,9607.0,633.0,7748.0,8381.0,8400.0
"Karnes County, Texas",12467.0,48,255,2018,6842.0,243.0,5382.0,5625.0,5625.0
"Brazos County, Texas",178862.0,48,41,2018,69026.0,4840.0,104813.0,109653.0,109836.0
"Cass County, Texas",23951.0,48,67,2018,11431.0,905.0,11615.0,12520.0,12520.0
"Gaines County, Texas",13582.0,48,165,2018,4891.0,418.0,8273.0,8691.0,8691.0
"Gray County, Texas",17413.0,48,179,2018,7533.0,597.0,9264.0,9861.0,9880.0
"Madison County, Texas",11384.0,48,313,2018,6842.0,140.0,4402.0,4542.0,4542.0
"Jack County, Texas",7209.0,48,237,2018,3850.0,108.0,3251.0,3359.0,3359.0
"Kendall County, Texas",33304.0,48,259,2018,12910.0,879.0,19498.0,20377.0,20394.0
"Bosque County, Texas",14645.0,48,35,2018,6728.0,354.0,7563.0,7917.0,7917.0
"Bexar County, Texas",1481694.0,48,29,2018,523941.0,54352.0,887464.0,941816.0,957753.0
"Bailey County, Texas",5294.0,48,17,2018,1947.0,74.0,3273.0,3347.0,3347.0
"Baylor County, Texas",2895.0,48,23,2018,1353.0,37.0,1505.0,1542.0,1542.0
"Cameron County, Texas",305790.0,48,61,2018,136976.0,11188.0,157501.0,168689.0,168814.0
"Denton County, Texas",625739.0,48,121,2018,169679.0,19215.0,436490.0,455705.0,456060.0
"Washington County, Texas",28150.0,48,477,2018,12321.0,955.0,14874.0,15829.0,15829.0
