NAME,B23025_001E,state,county,year,B23025_007E,B23025_005E,B23025_004E,B23025_003E,B23025_002E
"Philadelphia County, Pennsylvania",1239760.0,42,101,2014,505308.0,109054.0,625086.0,734140.0,734452.0
"Pike County, Pennsylvania",46635.0,42,103,2014,18990.0,3616.0,24013.0,27629.0,27645.0
"Potter County, Pennsylvania",14109.0,42,105,2014,6485.0,526.0,7090.0,7616.0,7624.0
"Schuylkill County, Pennsylvania",121675.0,42,107,2014,51686.0,6345.0,63551.0,69896.0,69989.0
"Snyder County, Pennsylvania",32180.0,42,109,2014,12010.0,1122.0,19037.0,20159.0,20170.0
"Somerset County, Pennsylvania",64390.0,42,111,2014,28423.0,2700.0,33249.0,35949.0,35967.0
"Sullivan County, Pennsylvania",5674.0,42,113,2014,2937.0,228.0,2503.0,2731.0,2737.0
"Susquehanna County, Pennsylvania",35174.0,42,115,2014,14217.0,1684.0,19250.0,20934.0,20957.0
"Tioga County, Pennsylvania",34760.0,42,117,2014,14939.0,1563.0,18240.0,19803.0,19821.0
"Union County, Pennsylvania",37777.0,42,119,2014,18743.0,1230.0,17776.0,19006.0,19034.0
"Venango County, Pennsylvania",44374.0,42,121,2014,18350.0,1910.0,24090.0,26000.0,26024.0
"Warren County, Pennsylvania",33996.0,42,123,2014,14217.0,1391.0,18378.0,19769.0,19779.0
"Washington County, Pennsylvania",171503.0,42,125,2014,64845.0,7612.0,98955.0,106567.0,106658.0
"Wayne County, Pennsylvania",43803.0,42,127,2014,20592.0,1907.0,21273.0,23180.0,23211.0
"Westmoreland County, Pennsylvania",301763.0,42,129,2014,117093.0,11951.0,172631.0,184582.0,184670.0
"Wyoming County, Pennsylvania",23038.0,42,131,2014,9007.0,1094.0,12935.0,14029.0,14031.0
"York County, Pennsylvania",349859.0,42,133,2014,114175.0,19480.0,215874.0,235354.0,235684.0
"Bristol County, Rhode Island",40776.0,44,1,2014,14184.0,2175.0,24343.0,26518.0,26592.0
"Kent County, Rhode Island",136492.0,44,3,2014,42684.0,8738.0,84914.0,93652.0,93808.0
"Newport County, Rhode Island",68970.0,44,5,2014,22414.0,3299.0,40882.0,44181.0,46556.0
"Providence County, Rhode Island",510822.0,44,7,2014,179137.0,34956.0,296361.0,331317.0,331685.0
"Washington County, Rhode Island",105791.0,44,9,2014,35993.0,4593.0,64862.0,69455.0,69798.0
"Abbeville County, South Carolina",20335.0,45,1,2014,9625.0,1349.0,9361.0,10710.0,10710.0
"Aiken County, South Carolina",130424.0,45,3,2014,53800.0,7847.0,68521.0,76368.0,76624.0
"Allendale County, South Carolina",8191.0,45,5,2014,4604.0,741.0,2846.0,3587.0,3587.0
"Anderson County, South Carolina",149967.0,45,7,2014,61649.0,8961.0,79245.0,88206.0,88318.0
"Bamberg County, South Carolina",12743.0,45,9,2014,6518.0,654.0,5564.0,6218.0,6225.0
"Barnwell County, South Carolina",17344.0,45,11,2014,7653.0,1579.0,8107.0,9686.0,9691.0
"Beaufort County, South Carolina",137511.0,45,13,2014,56790.0,5909.0,68431.0,74340.0,80721.0
"Berkeley County, South Carolina",146755.0,45,15,2014,50459.0,10251.0,81461.0,91712.0,96296.0
"Calhoun County, South Carolina",12294.0,45,17,2014,5271.0,622.0,6393.0,7015.0,7023.0
"Charleston County, South Carolina",298200.0,45,19,2014,101389.0,17331.0,177364.0,194695.0,196811.0
"Cherokee County, South Carolina",43601.0,45,21,2014,19340.0,3160.0,21085.0,24245.0,24261.0
"Chester County, South Carolina",25877.0,45,23,2014,11143.0,2327.0,12381.0,14708.0,14734.0
"Chesterfield County, South Carolina",36801.0,45,25,2014,16669.0,2228.0,17882.0,20110.0,20132.0
"Clarendon County, South Carolina",28041.0,45,27,2014,14150.0,2562.0,11329.0,13891.0,13891.0
"Colleton County, South Carolina",30290.0,45,29,2014,13533.0,2346.0,14378.0,16724.0,16757.0
"Darlington County, South Carolina",54019.0,45,31,2014,22969.0,5293.0,25743.0,31036.0,31050.0
"Dillon County, South Carolina",24193.0,45,33,2014,11328.0,1845.0,11006.0,12851.0,12865.0
"Dorchester County, South Carolina",109405.0,45,35,2014,36567.0,6869.0,64848.0,71717.0,72838.0
"Edgefield County, South Carolina",21781.0,45,37,2014,10472.0,1210.0,10080.0,11290.0,11309.0
"Fairfield County, South Carolina",19062.0,45,39,2014,8636.0,1540.0,8886.0,10426.0,10426.0
"Florence County, South Carolina",108023.0,45,41,2014,41866.0,8679.0,57320.0,65999.0,66157.0
"Georgetown County, South Carolina",49404.0,45,43,2014,23317.0,3152.0,22847.0,25999.0,26087.0
"Greenville County, South Carolina",368401.0,45,45,2014,133107.0,19634.0,215311.0,234945.0,235294.0
"Greenwood County, South Carolina",55443.0,45,47,2014,22772.0,4407.0,28214.0,32621.0,32671.0
"Hampton County, South Carolina",16559.0,45,49,2014,7637.0,1127.0,7788.0,8915.0,8922.0
"Horry County, South Carolina",233466.0,45,51,2014,93592.0,14010.0,125690.0,139700.0,139874.0
"Jasper County, South Carolina",20661.0,45,53,2014,7302.0,1479.0,11744.0,13223.0,13359.0
"Kershaw County, South Carolina",49241.0,45,55,2014,19851.0,3330.0,25799.0,29129.0,29390.0
"Lancaster County, South Carolina",63533.0,45,57,2014,27467.0,4337.0,31680.0,36017.0,36066.0
"Laurens County, South Carolina",53189.0,45,59,2014,22577.0,3589.0,26998.0,30587.0,30612.0
"Lee County, South Carolina",15164.0,45,61,2014,7720.0,1327.0,6117.0,7444.0,7444.0
"Lexington County, South Carolina",213040.0,45,63,2014,70556.0,12203.0,129729.0,141932.0,142484.0
"McCormick County, South Carolina",8804.0,45,65,2014,5214.0,593.0,2995.0,3588.0,3590.0
"Marion County, South Carolina",25626.0,45,67,2014,11615.0,2312.0,11642.0,13954.0,14011.0
"Marlboro County, South Carolina",23088.0,45,69,2014,12174.0,1635.0,9276.0,10911.0,10914.0
"Newberry County, South Carolina",30234.0,45,71,2014,12217.0,1878.0,16084.0,17962.0,18017.0
"Oconee County, South Carolina",60969.0,45,73,2014,28053.0,3955.0,28894.0,32849.0,32916.0
"Orangeburg County, South Carolina",72820.0,45,75,2014,33836.0,5194.0,33771.0,38965.0,38984.0
"Pickens County, South Carolina",98454.0,45,77,2014,42149.0,6116.0,50154.0,56270.0,56305.0
"Richland County, South Carolina",316391.0,45,79,2014,103285.0,20744.0,179668.0,200412.0,213106.0
"Saluda County, South Carolina",15914.0,45,81,2014,7100.0,906.0,7907.0,8813.0,8814.0
"Spartanburg County, South Carolina",227105.0,45,83,2014,87704.0,14279.0,125017.0,139296.0,139401.0
"Sumter County, South Carolina",83746.0,45,85,2014,33513.0,6637.0,41109.0,47746.0,50233.0
"Union County, South Carolina",22791.0,45,87,2014,10173.0,1759.0,10793.0,12552.0,12618.0
"Williamsburg County, South Carolina",26808.0,45,89,2014,14019.0,1520.0,11269.0,12789.0,12789.0
"York County, South Carolina",182713.0,45,91,2014,60656.0,12719.0,109270.0,121989.0,122057.0
"Aurora County, South Dakota",2095.0,46,3,2014,695.0,20.0,1377.0,1397.0,1400.0
"Beadle County, South Dakota",13902.0,46,5,2014,4425.0,319.0,9153.0,9472.0,9477.0
"Bennett County, South Dakota",2377.0,46,7,2014,996.0,212.0,1169.0,1381.0,1381.0
"Bon Homme County, South Dakota",5835.0,46,9,2014,2884.0,38.0,2913.0,2951.0,2951.0
"Brookings County, South Dakota",27116.0,46,11,2014,7785.0,730.0,18590.0,19320.0,19331.0
"Brown County, South Dakota",29785.0,46,13,2014,8625.0,535.0,20569.0,21104.0,21160.0
"Brule County, South Dakota",4171.0,46,15,2014,1546.0,99.0,2526.0,2625.0,2625.0
"Buffalo County, South Dakota",1339.0,46,17,2014,546.0,116.0,677.0,793.0,793.0
"Butte County, South Dakota",8015.0,46,19,2014,2804.0,186.0,4995.0,5181.0,5211.0
"Campbell County, South Dakota",1164.0,46,21,2014,453.0,10.0,701.0,711.0,711.0
"Charles Mix County, South Dakota",6811.0,46,23,2014,2635.0,277.0,3891.0,4168.0,4176.0
"Clark County, South Dakota",2884.0,46,25,2014,1014.0,67.0,1803.0,1870.0,1870.0
"Clay County, South Dakota",11865.0,46,27,2014,4095.0,605.0,7141.0,7746.0,7770.0
"Codington County, South Dakota",21515.0,46,29,2014,5806.0,576.0,15130.0,15706.0,15709.0
"Corson County, South Dakota",2866.0,46,31,2014,1138.0,482.0,1246.0,1728.0,1728.0
"Custer County, South Dakota",7062.0,46,33,2014,3139.0,200.0,3723.0,3923.0,3923.0
"Davison County, South Dakota",15623.0,46,35,2014,4853.0,345.0,10425.0,10770.0,10770.0
"Day County, South Dakota",4545.0,46,37,2014,1742.0,136.0,2667.0,2803.0,2803.0
"Deuel County, South Dakota",3469.0,46,39,2014,1098.0,116.0,2255.0,2371.0,2371.0
"Dewey County, South Dakota",3725.0,46,41,2014,1285.0,563.0,1877.0,2440.0,2440.0
"Douglas County, South Dakota",2393.0,46,43,2014,827.0,16.0,1550.0,1566.0,1566.0
"Edmunds County, South Dakota",3302.0,46,45,2014,1119.0,31.0,2152.0,2183.0,2183.0
"Fall River County, South Dakota",5887.0,46,47,2014,2638.0,100.0,3143.0,3243.0,3249.0
"Faulk County, South Dakota",1882.0,46,49,2014,712.0,25.0,1145.0,1170.0,1170.0
"Grant County, South Dakota",5943.0,46,51,2014,1847.0,158.0,3935.0,4093.0,4096.0
"Gregory County, South Dakota",3369.0,46,53,2014,1287.0,74.0,2008.0,2082.0,2082.0
"Haakon County, South Dakota",1637.0,46,55,2014,620.0,33.0,984.0,1017.0,1017.0
"Hamlin County, South Dakota",4347.0,46,57,2014,1416.0,92.0,2839.0,2931.0,2931.0
"Hand County, South Dakota",2728.0,46,59,2014,1034.0,49.0,1645.0,1694.0,1694.0
"Hanson County, South Dakota",2376.0,46,61,2014,679.0,30.0,1665.0,1695.0,1697.0
"Harding County, South Dakota",1034.0,46,63,2014,369.0,5.0,660.0,665.0,665.0
"Hughes County, South Dakota",13788.0,46,65,2014,3821.0,248.0,9703.0,9951.0,9967.0
"Hutchinson County, South Dakota",5755.0,46,67,2014,1968.0,118.0,3669.0,3787.0,3787.0
"Hyde County, South Dakota",1184.0,46,69,2014,344.0,21.0,819.0,840.0,840.0
"Jackson County, South Dakota",2292.0,46,71,2014,795.0,228.0,1269.0,1497.0,1497.0
"Jerauld County, South Dakota",1648.0,46,73,2014,620.0,7.0,1021.0,1028.0,1028.0
"Jones County, South Dakota",684.0,46,75,2014,190.0,12.0,482.0,494.0,494.0
"Kingsbury County, South Dakota",4137.0,46,77,2014,1440.0,56.0,2637.0,2693.0,2697.0
"Lake County, South Dakota",9686.0,46,79,2014,3007.0,267.0,6412.0,6679.0,6679.0
"Lawrence County, South Dakota",20449.0,46,81,2014,7198.0,566.0,12663.0,13229.0,13251.0
"Lincoln County, South Dakota",35550.0,46,83,2014,7971.0,478.0,27081.0,27559.0,27579.0
"Lyman County, South Dakota",2849.0,46,85,2014,934.0,166.0,1749.0,1915.0,1915.0
"McCook County, South Dakota",4313.0,46,87,2014,1254.0,67.0,2988.0,3055.0,3059.0
"McPherson County, South Dakota",2004.0,46,89,2014,910.0,59.0,1035.0,1094.0,1094.0
"Marshall County, South Dakota",3631.0,46,91,2014,1336.0,39.0,2256.0,2295.0,2295.0
"Meade County, South Dakota",20374.0,46,93,2014,5909.0,424.0,12912.0,13336.0,14465.0
"Mellette County, South Dakota",1438.0,46,95,2014,531.0,118.0,789.0,907.0,907.0
"Miner County, South Dakota",1797.0,46,97,2014,570.0,41.0,1186.0,1227.0,1227.0
"Minnehaha County, South Dakota",136711.0,46,99,2014,34480.0,4753.0,97176.0,101929.0,102231.0
"Moody County, South Dakota",4975.0,46,101,2014,1382.0,213.0,3380.0,3593.0,3593.0
"Pennington County, South Dakota",81834.0,46,103,2014,25070.0,2949.0,52607.0,55556.0,56764.0
"Perkins County, South Dakota",2444.0,46,105,2014,907.0,54.0,1483.0,1537.0,1537.0
"Potter County, South Dakota",1913.0,46,107,2014,764.0,7.0,1142.0,1149.0,1149.0
"Roberts County, South Dakota",7697.0,46,109,2014,2921.0,395.0,4381.0,4776.0,4776.0
"Sanborn County, South Dakota",1980.0,46,111,2014,659.0,49.0,1266.0,1315.0,1321.0
"Shannon County, South Dakota",9420.0,46,113,2014,5146.0,1160.0,3114.0,4274.0,4274.0
"Spink County, South Dakota",5147.0,46,115,2014,1913.0,34.0,3196.0,3230.0,3234.0
"Stanley County, South Dakota",2334.0,46,117,2014,597.0,37.0,1700.0,1737.0,1737.0
"Sully County, South Dakota",1170.0,46,119,2014,341.0,21.0,808.0,829.0,829.0
"Todd County, South Dakota",6247.0,46,121,2014,2247.0,1147.0,2853.0,4000.0,4000.0
"Tripp County, South Dakota",4382.0,46,123,2014,1397.0,118.0,2854.0,2972.0,2985.0
"Turner County, South Dakota",6566.0,46,125,2014,2117.0,100.0,4345.0,4445.0,4449.0
"Union County, South Dakota",11400.0,46,127,2014,3644.0,257.0,7476.0,7733.0,7756.0
"Walworth County, South Dakota",4423.0,46,129,2014,1699.0,141.0,2576.0,2717.0,2724.0
"Yankton County, South Dakota",18258.0,46,135,2014,6550.0,375.0,11295.0,11670.0,11708.0
"Ziebach County, South Dakota",1887.0,46,137,2014,554.0,394.0,939.0,1333.0,1333.0
"Anderson County, Tennessee",61036.0,47,1,2014,26501.0,2888.0,31618.0,34506.0,34535.0
"Bedford County, Tennessee",34828.0,47,3,2014,14022.0,1774.0,19032.0,20806.0,20806.0
"Benton County, Tennessee",13559.0,47,5,2014,6454.0,1027.0,6068.0,7095.0,7105.0
"Bledsoe County, Tennessee",10956.0,47,7,2014,5868.0,634.0,4454.0,5088.0,5088.0
"Blount County, Tennessee",100824.0,47,9,2014,40500.0,5450.0,54795.0,60245.0,60324.0
"Bradley County, Tennessee",80602.0,47,11,2014,31921.0,5453.0,43193.0,48646.0,48681.0
"Campbell County, Tennessee",33009.0,47,13,2014,17270.0,1812.0,13913.0,15725.0,15739.0
"Cannon County, Tennessee",11177.0,47,15,2014,4718.0,821.0,5629.0,6450.0,6459.0
"Carroll County, Tennessee",23081.0,47,17,2014,10686.0,1404.0,10984.0,12388.0,12395.0
"Carter County, Tennessee",47415.0,47,19,2014,21554.0,2381.0,23444.0,25825.0,25861.0
"Cheatham County, Tennessee",30832.0,47,21,2014,10863.0,1651.0,18308.0,19959.0,19969.0
"Chester County, Tennessee",13932.0,47,23,2014,5789.0,1244.0,6899.0,8143.0,8143.0
"Claiborne County, Tennessee",26274.0,47,25,2014,13370.0,1254.0,11643.0,12897.0,12904.0
"Clay County, Tennessee",6445.0,47,27,2014,3420.0,204.0,2821.0,3025.0,3025.0
"Cocke County, Tennessee",28820.0,47,29,2014,12889.0,2089.0,13842.0,15931.0,15931.0
"Coffee County, Tennessee",41807.0,47,31,2014,17928.0,2599.0,21217.0,23816.0,23879.0
"Crockett County, Tennessee",11395.0,47,33,2014,4939.0,463.0,5980.0,6443.0,6456.0
"Cumberland County, Tennessee",47682.0,47,35,2014,25368.0,2190.0,20068.0,22258.0,22314.0
"Davidson County, Tennessee",520729.0,47,37,2014,161362.0,29316.0,329631.0,358947.0,359367.0
"Decatur County, Tennessee",9513.0,47,39,2014,4394.0,550.0,4569.0,5119.0,5119.0
"DeKalb County, Tennessee",15231.0,47,41,2014,6718.0,911.0,7601.0,8512.0,8513.0
"Dickson County, Tennessee",39443.0,47,43,2014,15710.0,2000.0,21723.0,23723.0,23733.0
"Dyer County, Tennessee",29863.0,47,45,2014,12359.0,1472.0,16003.0,17475.0,17504.0
"Fayette County, Tennessee",31203.0,47,47,2014,12277.0,1848.0,17053.0,18901.0,18926.0
"Fentress County, Tennessee",14389.0,47,49,2014,7535.0,699.0,6090.0,6789.0,6854.0
"Franklin County, Tennessee",33357.0,47,51,2014,14616.0,2106.0,16609.0,18715.0,18741.0
"Gibson County, Tennessee",38756.0,47,53,2014,16367.0,2516.0,19805.0,22321.0,22389.0
"Giles County, Tennessee",23573.0,47,55,2014,10309.0,1458.0,11788.0,13246.0,13264.0
"Grainger County, Tennessee",18516.0,47,57,2014,8778.0,1137.0,8598.0,9735.0,9738.0
"Greene County, Tennessee",56326.0,47,59,2014,25446.0,3110.0,27753.0,30863.0,30880.0
"Grundy County, Tennessee",10897.0,47,61,2014,5967.0,472.0,4449.0,4921.0,4930.0
"Hamblen County, Tennessee",49789.0,47,63,2014,21374.0,3256.0,25084.0,28340.0,28415.0
"Hamilton County, Tennessee",279291.0,47,65,2014,102330.0,15737.0,161007.0,176744.0,176961.0
"Hancock County, Tennessee",5452.0,47,67,2014,2763.0,422.0,2267.0,2689.0,2689.0
"Hardeman County, Tennessee",21816.0,47,69,2014,11562.0,2048.0,8206.0,10254.0,10254.0
"Sunflower County, Mississippi",22215.0,28,133,2014,11581.0,2282.0,8352.0,10634.0,10634.0
"Tallahatchie County, Mississippi",12256.0,28,135,2014,7704.0,593.0,3959.0,4552.0,4552.0
"Tate County, Mississippi",22179.0,28,137,2014,9059.0,1373.0,11747.0,13120.0,13120.0
"Tippah County, Mississippi",17129.0,28,139,2014,7504.0,1238.0,8387.0,9625.0,9625.0
"Tishomingo County, Mississippi",15731.0,28,141,2014,7259.0,1055.0,7400.0,8455.0,8472.0
"Tunica County, Mississippi",7683.0,28,143,2014,2954.0,559.0,4170.0,4729.0,4729.0
"Union County, Mississippi",21295.0,28,145,2014,8854.0,1308.0,11133.0,12441.0,12441.0
"Walthall County, Mississippi",11743.0,28,147,2014,5407.0,655.0,5681.0,6336.0,6336.0
"Warren County, Mississippi",37320.0,28,149,2014,15371.0,2099.0,19798.0,21897.0,21949.0
"Washington County, Mississippi",38049.0,28,151,2014,15951.0,4952.0,17103.0,22055.0,22098.0
"Wayne County, Mississippi",15966.0,28,153,2014,7250.0,958.0,7758.0,8716.0,8716.0
"Webster County, Mississippi",7866.0,28,155,2014,3713.0,568.0,3559.0,4127.0,4153.0
"Wilkinson County, Mississippi",7592.0,28,157,2014,3939.0,435.0,3218.0,3653.0,3653.0
"Winston County, Mississippi",14799.0,28,159,2014,6657.0,1264.0,6827.0,8091.0,8142.0
"Yalobusha County, Mississippi",9812.0,28,161,2014,4627.0,286.0,4899.0,5185.0,5185.0
"Yazoo County, Mississippi",22018.0,28,163,2014,11509.0,2201.0,8308.0,10509.0,10509.0
"Adair County, Missouri",21426.0,29,1,2014,9630.0,756.0,11040.0,11796.0,11796.0
"Andrew County, Missouri",13860.0,29,3,2014,4715.0,654.0,8458.0,9112.0,9145.0
"Atchison County, Missouri",4554.0,29,5,2014,1747.0,137.0,2665.0,2802.0,2807.0
"Audrain County, Missouri",20410.0,29,7,2014,8678.0,1007.0,10706.0,11713.0,11732.0
"Barry County, Missouri",28300.0,29,9,2014,11984.0,1971.0,14345.0,16316.0,16316.0
"Barton County, Missouri",9558.0,29,11,2014,4161.0,372.0,5024.0,5396.0,5397.0
"Bates County, Missouri",13158.0,29,13,2014,5242.0,702.0,7209.0,7911.0,7916.0
"Benton County, Missouri",16026.0,29,15,2014,8793.0,611.0,6622.0,7233.0,7233.0
"Bollinger County, Missouri",9893.0,29,17,2014,4690.0,262.0,4941.0,5203.0,5203.0
"Boone County, Missouri",137079.0,29,19,2014,42582.0,5279.0,89118.0,94397.0,94497.0
"Buchanan County, Missouri",70824.0,29,21,2014,25488.0,3873.0,41328.0,45201.0,45336.0
"Butler County, Missouri",34042.0,29,23,2014,14504.0,1706.0,17814.0,19520.0,19538.0
"Caldwell County, Missouri",7199.0,29,25,2014,3039.0,264.0,3890.0,4154.0,4160.0
"Callaway County, Missouri",35955.0,29,27,2014,14569.0,1413.0,19927.0,21340.0,21386.0
"Camden County, Missouri",36553.0,29,29,2014,17026.0,1728.0,17782.0,19510.0,19527.0
"Cape Girardeau County, Missouri",62017.0,29,31,2014,21868.0,2932.0,37144.0,40076.0,40149.0
"Carroll County, Missouri",7303.0,29,33,2014,2898.0,382.0,4023.0,4405.0,4405.0
"Carter County, Missouri",4937.0,29,35,2014,2191.0,289.0,2457.0,2746.0,2746.0
"Cass County, Missouri",77442.0,29,37,2014,25699.0,3890.0,47738.0,51628.0,51743.0
"Cedar County, Missouri",11024.0,29,39,2014,5519.0,586.0,4919.0,5505.0,5505.0
"Chariton County, Missouri",6212.0,29,41,2014,2761.0,139.0,3312.0,3451.0,3451.0
"Christian County, Missouri",60819.0,29,43,2014,20197.0,2796.0,37764.0,40560.0,40622.0
"Clark County, Missouri",5527.0,29,45,2014,2123.0,155.0,3249.0,3404.0,3404.0
"Clay County, Missouri",176547.0,29,47,2014,51639.0,8322.0,116388.0,124710.0,124908.0
"Clinton County, Missouri",16212.0,29,49,2014,5696.0,800.0,9690.0,10490.0,10516.0
"Cole County, Missouri",60704.0,29,51,2014,22421.0,1853.0,36323.0,38176.0,38283.0
"Cooper County, Missouri",14130.0,29,53,2014,5618.0,625.0,7880.0,8505.0,8512.0
"Crawford County, Missouri",19459.0,29,55,2014,8557.0,1237.0,9665.0,10902.0,10902.0
"Dade County, Missouri",6290.0,29,57,2014,2716.0,253.0,3317.0,3570.0,3574.0
"Dallas County, Missouri",13080.0,29,59,2014,5880.0,1039.0,6161.0,7200.0,7200.0
"Daviess County, Missouri",6414.0,29,61,2014,2809.0,220.0,3382.0,3602.0,3605.0
"DeKalb County, Missouri",10921.0,29,63,2014,6312.0,302.0,4300.0,4602.0,4609.0
"Dent County, Missouri",12426.0,29,65,2014,5829.0,632.0,5961.0,6593.0,6597.0
"Douglas County, Missouri",11019.0,29,67,2014,5604.0,521.0,4894.0,5415.0,5415.0
"Dunklin County, Missouri",24597.0,29,69,2014,11870.0,1248.0,11479.0,12727.0,12727.0
"Franklin County, Missouri",79891.0,29,71,2014,27909.0,4477.0,47481.0,51958.0,51982.0
"Gasconade County, Missouri",12145.0,29,73,2014,5070.0,535.0,6540.0,7075.0,7075.0
"Gentry County, Missouri",5338.0,29,75,2014,2179.0,232.0,2921.0,3153.0,3159.0
"Greene County, Missouri",227897.0,29,77,2014,83080.0,11148.0,133481.0,144629.0,144817.0
"Grundy County, Missouri",8065.0,29,79,2014,3486.0,249.0,4330.0,4579.0,4579.0
"Harrison County, Missouri",6870.0,29,81,2014,2748.0,275.0,3847.0,4122.0,4122.0
"Henry County, Missouri",17704.0,29,83,2014,7612.0,804.0,9235.0,10039.0,10092.0
"Hickory County, Missouri",8025.0,29,85,2014,4569.0,454.0,3002.0,3456.0,3456.0
"Holt County, Missouri",3850.0,29,87,2014,1452.0,130.0,2268.0,2398.0,2398.0
"Howard County, Missouri",8115.0,29,89,2014,3396.0,342.0,4374.0,4716.0,4719.0
"Howell County, Missouri",31465.0,29,91,2014,14017.0,1433.0,15993.0,17426.0,17448.0
"Iron County, Missouri",8410.0,29,93,2014,3973.0,542.0,3895.0,4437.0,4437.0
"Jackson County, Missouri",531180.0,29,95,2014,177229.0,30968.0,322847.0,353815.0,353951.0
"Jasper County, Missouri",90000.0,29,97,2014,31064.0,4460.0,54376.0,58836.0,58936.0
"Jefferson County, Missouri",172702.0,29,99,2014,55732.0,10781.0,106031.0,116812.0,116970.0
"Johnson County, Missouri",43175.0,29,101,2014,14950.0,2178.0,23138.0,25316.0,28225.0
"Knox County, Missouri",3216.0,29,103,2014,1264.0,130.0,1822.0,1952.0,1952.0
"Laclede County, Missouri",27837.0,29,105,2014,11756.0,1525.0,14474.0,15999.0,16081.0
"Lafayette County, Missouri",26257.0,29,107,2014,9704.0,1331.0,15204.0,16535.0,16553.0
"Lawrence County, Missouri",29409.0,29,109,2014,12160.0,1515.0,15670.0,17185.0,17249.0
"Lewis County, Missouri",8065.0,29,111,2014,2848.0,360.0,4851.0,5211.0,5217.0
"Lincoln County, Missouri",40673.0,29,113,2014,14129.0,3269.0,23270.0,26539.0,26544.0
"Linn County, Missouri",9905.0,29,115,2014,4621.0,299.0,4984.0,5283.0,5284.0
"Livingston County, Missouri",12262.0,29,117,2014,5329.0,384.0,6539.0,6923.0,6933.0
"McDonald County, Missouri",17493.0,29,119,2014,7298.0,904.0,9288.0,10192.0,10195.0
"Macon County, Missouri",12173.0,29,121,2014,5067.0,597.0,6499.0,7096.0,7106.0
"Madison County, Missouri",9757.0,29,123,2014,4264.0,710.0,4783.0,5493.0,5493.0
"Maries County, Missouri",7218.0,29,125,2014,3238.0,418.0,3535.0,3953.0,3980.0
"Marion County, Missouri",22747.0,29,127,2014,8758.0,969.0,13020.0,13989.0,13989.0
"Mercer County, Missouri",2925.0,29,129,2014,1178.0,139.0,1608.0,1747.0,1747.0
"Miller County, Missouri",19758.0,29,131,2014,8152.0,1159.0,10444.0,11603.0,11606.0
"Mississippi County, Missouri",11321.0,29,133,2014,5585.0,798.0,4936.0,5734.0,5736.0
"Moniteau County, Missouri",12160.0,29,135,2014,5010.0,517.0,6627.0,7144.0,7150.0
"Monroe County, Missouri",6930.0,29,137,2014,2924.0,251.0,3747.0,3998.0,4006.0
"Montgomery County, Missouri",9562.0,29,139,2014,3718.0,637.0,5195.0,5832.0,5844.0
"Morgan County, Missouri",16403.0,29,141,2014,8391.0,1111.0,6900.0,8011.0,8012.0
"New Madrid County, Missouri",14699.0,29,143,2014,6380.0,805.0,7484.0,8289.0,8319.0
"Newton County, Missouri",45726.0,29,145,2014,17738.0,1919.0,26039.0,27958.0,27988.0
"Nodaway County, Missouri",19750.0,29,147,2014,7421.0,874.0,11422.0,12296.0,12329.0
"Oregon County, Missouri",8878.0,29,149,2014,4599.0,391.0,3888.0,4279.0,4279.0
"Osage County, Missouri",10906.0,29,151,2014,3994.0,218.0,6694.0,6912.0,6912.0
"Ozark County, Missouri",8015.0,29,153,2014,4341.0,457.0,3217.0,3674.0,3674.0
"Pemiscot County, Missouri",13641.0,29,155,2014,6289.0,784.0,6568.0,7352.0,7352.0
"Perry County, Missouri",14848.0,29,157,2014,5215.0,392.0,9204.0,9596.0,9633.0
"Pettis County, Missouri",32736.0,29,159,2014,12390.0,1262.0,18905.0,20167.0,20346.0
"Phelps County, Missouri",36348.0,29,161,2014,15863.0,1657.0,18699.0,20356.0,20485.0
"Pike County, Missouri",14874.0,29,163,2014,7010.0,570.0,7237.0,7807.0,7864.0
"Platte County, Missouri",72467.0,29,165,2014,20136.0,3105.0,48769.0,51874.0,52331.0
"Polk County, Missouri",24520.0,29,167,2014,10659.0,1421.0,12429.0,13850.0,13861.0
"Pulaski County, Missouri",42018.0,29,169,2014,11369.0,2426.0,15086.0,17512.0,30649.0
"Putnam County, Missouri",3946.0,29,171,2014,1779.0,74.0,2093.0,2167.0,2167.0
"Ralls County, Missouri",8292.0,29,173,2014,3004.0,300.0,4987.0,5287.0,5288.0
"Randolph County, Missouri",20112.0,29,175,2014,9331.0,938.0,9843.0,10781.0,10781.0
"Ray County, Missouri",18307.0,29,177,2014,7395.0,986.0,9926.0,10912.0,10912.0
"Reynolds County, Missouri",5324.0,29,179,2014,2643.0,362.0,2319.0,2681.0,2681.0
"Ripley County, Missouri",11205.0,29,181,2014,5137.0,764.0,5293.0,6057.0,6068.0
"St. Charles County, Missouri",287616.0,29,183,2014,81275.0,12767.0,193425.0,206192.0,206341.0
"St. Clair County, Missouri",8010.0,29,185,2014,4133.0,405.0,3470.0,3875.0,3877.0
"Ste. Genevieve County, Missouri",14384.0,29,186,2014,5721.0,551.0,8112.0,8663.0,8663.0
"St. Francois County, Missouri",53240.0,29,187,2014,25719.0,2643.0,24859.0,27502.0,27521.0
"St. Louis County, Missouri",800687.0,29,189,2014,268306.0,43486.0,488429.0,531915.0,532381.0
"Saline County, Missouri",18702.0,29,195,2014,7377.0,719.0,10606.0,11325.0,11325.0
"Schuyler County, Missouri",3453.0,29,197,2014,1422.0,173.0,1856.0,2029.0,2031.0
