state,county,year,population
North Dakota,Bottineau County,2019,"6,282"
North Dakota,Bowman County,2019,"3,024"
North Dakota,Burke County,2019,"2,115"
North Dakota,Burleigh County,2019,"95,626"
North Dakota,Cass County,2019,"181,923"
North Dakota,Cavalier County,2019,"3,762"
North Dakota,Dickey County,2019,"4,872"
North Dakota,Divide County,2019,"2,264"
North Dakota,Dunn County,2019,"4,424"
North Dakota,Eddy County,2019,"2,287"
North Dakota,Emmons County,2019,"3,241"
North Dakota,Foster County,2019,"3,210"
North Dakota,Golden Valley County,2019,"1,761"
North Dakota,Grand Forks County,2019,"69,451"
North Dakota,Grant County,2019,"2,274"
North Dakota,Griggs County,2019,"2,231"
North Dakota,Hettinger County,2019,"2,499"
North Dakota,Kidder County,2019,"2,480"
North Dakota,LaMoure County,2019,"4,046"
North Dakota,Logan County,2019,"1,850"
North Dakota,McHenry County,2019,"5,745"
North Dakota,McIntosh County,2019,"2,497"
North Dakota,McKenzie County,2019,"15,024"
North Dakota,McLean County,2019,"9,450"
North Dakota,Mercer County,2019,"8,187"
North Dakota,Morton County,2019,"31,364"
North Dakota,Mountrail County,2019,"10,545"
North Dakota,Nelson County,2019,"2,879"
North Dakota,Oliver County,2019,"1,959"
North Dakota,Pembina County,2019,"6,801"
North Dakota,Pierce County,2019,"3,975"
North Dakota,Ramsey County,2019,"11,519"
North Dakota,Ransom County,2019,"5,218"
North Dakota,Renville County,2019,"2,327"
North Dakota,Richland County,2019,"16,177"
North Dakota,Rolette County,2019,"14,176"
North Dakota,Sargent County,2019,"3,898"
North Dakota,Sheridan County,2019,"1,315"
North Dakota,Sioux County,2019,"4,230"
North Dakota,Slope County,2019,750
North Dakota,Stark County,2019,"31,489"
North Dakota,Steele County,2019,"1,890"
North Dakota,Stutsman County,2019,"20,704"
North Dakota,Towner County,2019,"2,189"
North Dakota,Traill County,2019,"8,036"
North Dakota,Walsh County,2019,"10,641"
North Dakota,Ward County,2019,"67,641"
North Dakota,Wells County,2019,"3,834"
North Dakota,Williams County,2019,"37,589"
Ohio,Ohio,2019,"11,689,100"
Ohio,Adams County,2019,"27,698"
Ohio,Allen County,2019,"102,351"
Ohio,Ashland County,2019,"53,484"
Ohio,Ashtabula County,2019,"97,241"
Ohio,Athens County,2019,"65,327"
Ohio,Auglaize County,2019,"45,656"
Ohio,Belmont County,2019,"67,006"
Ohio,Brown County,2019,"43,432"
Ohio,Butler County,2019,"383,134"
Ohio,Carroll County,2019,"26,914"
Ohio,Champaign County,2019,"38,885"
Ohio,Clark County,2019,"134,083"
Ohio,Clermont County,2019,"206,428"
Ohio,Clinton County,2019,"41,968"
Ohio,Columbiana County,2019,"101,883"
Ohio,Coshocton County,2019,"36,600"
Ohio,Crawford County,2019,"41,494"
Ohio,Cuyahoga County,2019,"1,235,072"
Ohio,Darke County,2019,"51,113"
Ohio,Defiance County,2019,"38,087"
Ohio,Delaware County,2019,"209,177"
Ohio,Erie County,2019,"74,266"
Ohio,Fairfield County,2019,"157,574"
Ohio,Fayette County,2019,"28,525"
Ohio,Franklin County,2019,"1,316,756"
Ohio,Fulton County,2019,"42,126"
Ohio,Gallia County,2019,"29,898"
Ohio,Geauga County,2019,"93,649"
Ohio,Greene County,2019,"168,937"
Ohio,Guernsey County,2019,"38,875"
Ohio,Hamilton County,2019,"817,473"
Ohio,Hancock County,2019,"75,783"
Ohio,Hardin County,2019,"31,365"
Ohio,Harrison County,2019,"15,040"
Ohio,Henry County,2019,"27,006"
Ohio,Highland County,2019,"43,161"
Ohio,Hocking County,2019,"28,264"
Ohio,Holmes County,2019,"43,960"
Ohio,Huron County,2019,"58,266"
Ohio,Jackson County,2019,"32,413"
Ohio,Jefferson County,2019,"65,325"
Ohio,Knox County,2019,"62,322"
Ohio,Lake County,2019,"230,149"
Ohio,Lawrence County,2019,"59,463"
Ohio,Licking County,2019,"176,862"
Ohio,Logan County,2019,"45,672"
Ohio,Lorain County,2019,"309,833"
Ohio,Lucas County,2019,"428,348"
Ohio,Madison County,2019,"44,731"
Ohio,Mahoning County,2019,"228,683"
Ohio,Marion County,2019,"65,093"
Ohio,Medina County,2019,"179,746"
Ohio,Meigs County,2019,"22,907"
Ohio,Mercer County,2019,"41,172"
Ohio,Miami County,2019,"106,987"
Ohio,Monroe County,2019,"13,654"
Ohio,Montgomery County,2019,"531,687"
Ohio,Morgan County,2019,"14,508"
Ohio,Morrow County,2019,"35,328"
Ohio,Muskingum County,2019,"86,215"
Ohio,Noble County,2019,"14,424"
Ohio,Ottawa County,2019,"40,525"
Ohio,Paulding County,2019,"18,672"
Ohio,Perry County,2019,"36,134"
Ohio,Pickaway County,2019,"58,457"
Ohio,Pike County,2019,"27,772"
Ohio,Portage County,2019,"162,466"
Ohio,Preble County,2019,"40,882"
Ohio,Putnam County,2019,"33,861"
Ohio,Richland County,2019,"121,154"
Ohio,Ross County,2019,"76,666"
Ohio,Sandusky County,2019,"58,518"
Ohio,Scioto County,2019,"75,314"
Ohio,Seneca County,2019,"55,178"
Ohio,Shelby County,2019,"48,590"
Ohio,Stark County,2019,"370,606"
Ohio,Summit County,2019,"541,013"
Ohio,Trumbull County,2019,"197,974"
Ohio,Tuscarawas County,2019,"91,987"
Ohio,Union County,2019,"58,988"
Ohio,Van Wert County,2019,"28,275"
Ohio,Vinton County,2019,"13,085"
Ohio,Warren County,2019,"234,602"
Ohio,Washington County,2019,"59,911"
Ohio,Wayne County,2019,"115,710"
Ohio,Williams County,2019,"36,692"
Ohio,Wood County,2019,"130,817"
Ohio,Wyandot County,2019,"21,772"
Oklahoma,Oklahoma,2019,"3,956,971"
Oklahoma,Adair County,2019,"22,194"
Oklahoma,Alfalfa County,2019,"5,702"
Oklahoma,Atoka County,2019,"13,758"
Oklahoma,Beaver County,2019,"5,311"
Oklahoma,Beckham County,2019,"21,859"
Oklahoma,Blaine County,2019,"9,429"
Oklahoma,Bryan County,2019,"47,995"
Oklahoma,Caddo County,2019,"28,762"
Oklahoma,Canadian County,2019,"148,306"
Oklahoma,Carter County,2019,"48,111"
Oklahoma,Cherokee County,2019,"48,657"
Oklahoma,Choctaw County,2019,"14,672"
Oklahoma,Cimarron County,2019,"2,137"
Oklahoma,Cleveland County,2019,"284,014"
Oklahoma,Coal County,2019,"5,495"
Oklahoma,Comanche County,2019,"120,749"
Oklahoma,Cotton County,2019,"5,666"
Oklahoma,Craig County,2019,"14,142"
Oklahoma,Creek County,2019,"71,522"
Oklahoma,Custer County,2019,"29,003"
Oklahoma,Delaware County,2019,"43,009"
Oklahoma,Dewey County,2019,"4,891"
Oklahoma,Ellis County,2019,"3,859"
Oklahoma,Garfield County,2019,"61,056"
Oklahoma,Garvin County,2019,"27,711"
Oklahoma,Grady County,2019,"55,834"
Oklahoma,Grant County,2019,"4,333"
Oklahoma,Greer County,2019,"5,712"
Oklahoma,Harmon County,2019,"2,653"
Oklahoma,Harper County,2019,"3,688"
Oklahoma,Haskell County,2019,"12,627"
Oklahoma,Hughes County,2019,"13,279"
Oklahoma,Jackson County,2019,"24,530"
Oklahoma,Jefferson County,2019,"6,002"
Oklahoma,Johnston County,2019,"11,085"
Oklahoma,Kay County,2019,"43,538"
Oklahoma,Kingfisher County,2019,"15,765"
Oklahoma,Kiowa County,2019,"8,708"
Oklahoma,Latimer County,2019,"10,073"
Oklahoma,Le Flore County,2019,"49,853"
Oklahoma,Lincoln County,2019,"34,877"
Oklahoma,Logan County,2019,"48,011"
Oklahoma,Love County,2019,"10,253"
Oklahoma,McClain County,2019,"40,474"
Oklahoma,McCurtain County,2019,"32,832"
Oklahoma,McIntosh County,2019,"19,596"
Oklahoma,Major County,2019,"7,629"
Oklahoma,Marshall County,2019,"16,931"
Oklahoma,Mayes County,2019,"41,100"
Oklahoma,Murray County,2019,"14,073"
Oklahoma,Muskogee County,2019,"67,997"
Oklahoma,Noble County,2019,"11,131"
Oklahoma,Nowata County,2019,"10,076"
Oklahoma,Okfuskee County,2019,"11,993"
Oklahoma,Oklahoma County,2019,"797,434"
Oklahoma,Okmulgee County,2019,"38,465"
Oklahoma,Osage County,2019,"46,963"
Oklahoma,Ottawa County,2019,"31,127"
Oklahoma,Pawnee County,2019,"16,376"
Oklahoma,Payne County,2019,"81,784"
Oklahoma,Pittsburg County,2019,"43,654"
Oklahoma,Pontotoc County,2019,"38,284"
Oklahoma,Pottawatomie County,2019,"72,592"
Oklahoma,Pushmataha County,2019,"11,096"
Oklahoma,Roger Mills County,2019,"3,583"
Oklahoma,Rogers County,2019,"92,459"
Oklahoma,Seminole County,2019,"24,258"
Oklahoma,Sequoyah County,2019,"41,569"
Oklahoma,Stephens County,2019,"43,143"
Oklahoma,Texas County,2019,"19,983"
Oklahoma,Tillman County,2019,"7,250"
Oklahoma,Tulsa County,2019,"651,552"
Oklahoma,Wagoner County,2019,"81,289"
Oklahoma,Washington County,2019,"51,527"
Oklahoma,Washita County,2019,"10,916"
Oklahoma,Woods County,2019,"8,793"
Oklahoma,Woodward County,2019,"20,211"
Oregon,Oregon,2019,"4,217,737"
Oregon,Baker County,2019,"16,124"
Oregon,Benton County,2019,"93,053"
Oregon,Clackamas County,2019,"418,187"
Oregon,Clatsop County,2019,"40,224"
Oregon,Columbia County,2019,"52,354"
Oregon,Coos County,2019,"64,487"
Oregon,Crook County,2019,"24,404"
Oregon,Curry County,2019,"22,925"
Oregon,Deschutes County,2019,"197,692"
Oregon,Douglas County,2019,"110,980"
Oregon,Gilliam County,2019,"1,912"
Oregon,Grant County,2019,"7,199"
Oregon,Harney County,2019,"7,393"
Oregon,Hood River County,2019,"23,382"
Oregon,Jackson County,2019,"220,944"
Oregon,Jefferson County,2019,"24,658"
Oregon,Josephine County,2019,"87,487"
Oregon,Klamath County,2019,"68,238"
Oregon,Lake County,2019,"7,869"
Oregon,Lane County,2019,"382,067"
Oregon,Lincoln County,2019,"49,962"
Oregon,Linn County,2019,"129,749"
Oregon,Malheur County,2019,"30,571"
Oregon,Marion County,2019,"347,818"
Oregon,Morrow County,2019,"11,603"
Oregon,Multnomah County,2019,"812,855"
Oregon,Polk County,2019,"86,085"
Oregon,Sherman County,2019,"1,780"
Oregon,Tillamook County,2019,"27,036"
Oregon,Umatilla County,2019,"77,950"
Oregon,Union County,2019,"26,835"
Oregon,Wallowa County,2019,"7,208"
Oregon,Wasco County,2019,"26,682"
Oregon,Washington County,2019,"601,592"
Oregon,Wheeler County,2019,"1,332"
Oregon,Yamhill County,2019,"107,100"
Pennsylvania,Pennsylvania,2019,"12,801,989"
Pennsylvania,Adams County,2019,"103,009"
Pennsylvania,Allegheny County,2019,"1,216,045"
Pennsylvania,Armstrong County,2019,"64,735"
Pennsylvania,Beaver County,2019,"163,929"
Pennsylvania,Bedford County,2019,"47,888"
Pennsylvania,Berks County,2019,"421,164"
Pennsylvania,Blair County,2019,"121,829"
Pennsylvania,Bradford County,2019,"60,323"
Pennsylvania,Bucks County,2019,"628,270"
Pennsylvania,Butler County,2019,"187,853"
Pennsylvania,Cambria County,2019,"130,192"
Pennsylvania,Cameron County,2019,"4,447"
Pennsylvania,Carbon County,2019,"64,182"
Pennsylvania,Centre County,2019,"162,385"
Pennsylvania,Chester County,2019,"524,989"
Pennsylvania,Clarion County,2019,"38,438"
Pennsylvania,Clearfield County,2019,"79,255"
Pennsylvania,Clinton County,2019,"38,632"
Pennsylvania,Columbia County,2019,"64,964"
Pennsylvania,Crawford County,2019,"84,629"
Pennsylvania,Cumberland County,2019,"253,370"
Pennsylvania,Dauphin County,2019,"278,299"
Pennsylvania,Delaware County,2019,"566,747"
Pennsylvania,Elk County,2019,"29,910"
Pennsylvania,Erie County,2019,"269,728"
Pennsylvania,Fayette County,2019,"129,274"
Pennsylvania,Forest County,2019,"7,247"
Pennsylvania,Franklin County,2019,"155,027"
Pennsylvania,Fulton County,2019,"14,530"
Pennsylvania,Greene County,2019,"36,233"
Pennsylvania,Huntingdon County,2019,"45,144"
Pennsylvania,Indiana County,2019,"84,073"
Pennsylvania,Jefferson County,2019,"43,425"
Pennsylvania,Juniata County,2019,"24,763"
Pennsylvania,Lackawanna County,2019,"209,674"
Pennsylvania,Lancaster County,2019,"545,724"
Pennsylvania,Lawrence County,2019,"85,512"
Pennsylvania,Lebanon County,2019,"141,793"
Pennsylvania,Lehigh County,2019,"369,318"
Pennsylvania,Luzerne County,2019,"317,417"
Pennsylvania,Lycoming County,2019,"113,299"
Pennsylvania,McKean County,2019,"40,625"
Pennsylvania,Mercer County,2019,"109,424"
Pennsylvania,Mifflin County,2019,"46,138"
Pennsylvania,Monroe County,2019,"170,271"
Pennsylvania,Montgomery County,2019,"830,915"
Pennsylvania,Montour County,2019,"18,230"
Pennsylvania,Northampton County,2019,"305,285"
Pennsylvania,Northumberland County,2019,"90,843"
Pennsylvania,Perry County,2019,"46,272"
Pennsylvania,Philadelphia County,2019,"1,584,064"
Pennsylvania,Pike County,2019,"55,809"
Pennsylvania,Potter County,2019,"16,526"
Pennsylvania,Schuylkill County,2019,"141,359"
Pennsylvania,Snyder County,2019,"40,372"
Pennsylvania,Somerset County,2019,"73,447"
Pennsylvania,Sullivan County,2019,"6,066"
Pennsylvania,Susquehanna County,2019,"40,328"
Pennsylvania,Tioga County,2019,"40,591"
Pennsylvania,Union County,2019,"44,923"
Pennsylvania,Venango County,2019,"50,668"
Pennsylvania,Warren County,2019,"39,191"
Pennsylvania,Washington County,2019,"206,865"
Pennsylvania,Wayne County,2019,"51,361"
Pennsylvania,Westmoreland County,2019,"348,899"
Pennsylvania,Wyoming County,2019,"26,794"
Pennsylvania,York County,2019,"449,058"
Rhode Island,Rhode Island,2019,"1,059,361"
Rhode Island,Bristol County,2019,"48,479"
Rhode Island,Kent County,2019,"164,292"
Rhode Island,Newport County,2019,"82,082"
Rhode Island,Providence County,2019,"638,931"
Rhode Island,Washington County,2019,"125,577"
South Carolina,South Carolina,2019,"5,148,714"
South Carolina,Abbeville County,2019,"24,527"
South Carolina,Aiken County,2019,"170,872"
South Carolina,Allendale County,2019,"8,688"
South Carolina,Anderson County,2019,"202,558"
South Carolina,Bamberg County,2019,"14,066"
South Carolina,Barnwell County,2019,"20,866"
South Carolina,Beaufort County,2019,"192,122"
South Carolina,Berkeley County,2019,"227,907"
South Carolina,Calhoun County,2019,"14,553"
South Carolina,Charleston County,2019,"411,406"
South Carolina,Cherokee County,2019,"57,300"
South Carolina,Chester County,2019,"32,244"
South Carolina,Chesterfield County,2019,"45,650"
South Carolina,Clarendon County,2019,"33,745"
South Carolina,Colleton County,2019,"37,677"
South Carolina,Darlington County,2019,"66,618"
South Carolina,Dillon County,2019,"30,479"
South Carolina,Dorchester County,2019,"162,809"
South Carolina,Edgefield County,2019,"27,260"
South Carolina,Fairfield County,2019,"22,347"
South Carolina,Florence County,2019,"138,293"
South Carolina,Georgetown County,2019,"62,680"
South Carolina,Greenville County,2019,"523,542"
South Carolina,Greenwood County,2019,"70,811"
South Carolina,Hampton County,2019,"19,222"
South Carolina,Horry County,2019,"354,081"
South Carolina,Jasper County,2019,"30,073"
South Carolina,Kershaw County,2019,"66,551"
South Carolina,Lancaster County,2019,"98,012"
South Carolina,Laurens County,2019,"67,493"
South Carolina,Lee County,2019,"16,828"
South Carolina,Lexington County,2019,"298,750"
South Carolina,McCormick County,2019,"9,463"
South Carolina,Marion County,2019,"30,657"
South Carolina,Marlboro County,2019,"26,118"
South Carolina,Newberry County,2019,"38,440"
South Carolina,Oconee County,2019,"79,546"
South Carolina,Orangeburg County,2019,"86,175"
South Carolina,Pickens County,2019,"126,884"
South Carolina,Richland County,2019,"415,759"
South Carolina,Saluda County,2019,"20,473"
South Carolina,Spartanburg County,2019,"319,785"
South Carolina,Sumter County,2019,"106,721"
South Carolina,Union County,2019,"27,316"
South Carolina,Williamsburg County,2019,"30,368"
South Carolina,York County,2019,"280,979"
South Dakota,South Dakota,2019,"884,659"
South Dakota,Aurora County,2019,"2,751"
South Dakota,Beadle County,2019,"18,453"
South Dakota,Bennett County,2019,"3,365"
South Dakota,Bon Homme County,2019,"6,901"
South Dakota,Brookings County,2019,"35,077"
South Dakota,Brown County,2019,"38,839"
South Dakota,Brule County,2019,"5,297"
South Dakota,Buffalo County,2019,"1,962"
South Dakota,Butte County,2019,"10,429"
South Dakota,Campbell County,2019,"1,376"
South Dakota,Charles Mix County,2019,"9,292"
South Dakota,Clark County,2019,"3,736"
South Dakota,Clay County,2019,"14,070"
South Dakota,Codington County,2019,"28,009"
South Dakota,Corson County,2019,"4,086"
South Dakota,Custer County,2019,"8,972"
South Dakota,Davison County,2019,"19,775"
South Dakota,Day County,2019,"5,424"
South Dakota,Deuel County,2019,"4,351"
South Dakota,Dewey County,2019,"5,892"
South Dakota,Douglas County,2019,"2,921"
South Dakota,Edmunds County,2019,"3,829"
South Dakota,Fall River County,2019,"6,713"
South Dakota,Faulk County,2019,"2,299"
South Dakota,Grant County,2019,"7,052"
South Dakota,Gregory County,2019,"4,185"
South Dakota,Haakon County,2019,"1,899"
South Dakota,Hamlin County,2019,"6,164"
South Dakota,Hand County,2019,"3,191"
South Dakota,Hanson County,2019,"3,453"
South Dakota,Harding County,2019,"1,298"
South Dakota,Hughes County,2019,"17,526"
South Dakota,Hutchinson County,2019,"7,291"
South Dakota,Hyde County,2019,"1,301"
South Dakota,Jackson County,2019,"3,344"
South Dakota,Jerauld County,2019,"2,013"
South Dakota,Jones County,2019,903
South Dakota,Kingsbury County,2019,"4,939"
South Dakota,Lake County,2019,"12,797"
South Dakota,Lawrence County,2019,"25,844"
South Dakota,Lincoln County,2019,"61,128"
South Dakota,Lyman County,2019,"3,781"
South Dakota,McCook County,2019,"5,586"
South Dakota,McPherson County,2019,"2,379"
South Dakota,Marshall County,2019,"4,935"
South Dakota,Meade County,2019,"28,332"
South Dakota,Mellette County,2019,"2,061"
South Dakota,Miner County,2019,"2,216"
South Dakota,Minnehaha County,2019,"193,134"
South Dakota,Moody County,2019,"6,576"
South Dakota,Oglala Lakota County,2019,"14,177"
South Dakota,Pennington County,2019,"113,775"
South Dakota,Perkins County,2019,"2,865"
South Dakota,Potter County,2019,"2,153"
South Dakota,Roberts County,2019,"10,394"
South Dakota,Sanborn County,2019,"2,344"
South Dakota,Spink County,2019,"6,376"
South Dakota,Stanley County,2019,"3,098"
South Dakota,Sully County,2019,"1,391"
South Dakota,Todd County,2019,"10,177"
South Dakota,Tripp County,2019,"5,441"
South Dakota,Turner County,2019,"8,384"
South Dakota,Union County,2019,"15,932"
South Dakota,Walworth County,2019,"5,435"
South Dakota,Yankton County,2019,"22,814"
South Dakota,Ziebach County,2019,"2,756"
Tennessee,Tennessee,2019,"6,829,174"
Tennessee,Anderson County,2019,"76,978"
Tennessee,Bedford County,2019,"49,713"
Tennessee,Benton County,2019,"16,160"
Tennessee,Bledsoe County,2019,"15,064"
Tennessee,Blount County,2019,"133,088"
Tennessee,Bradley County,2019,"108,110"
Tennessee,Campbell County,2019,"39,842"
Tennessee,Cannon County,2019,"14,678"
Tennessee,Carroll County,2019,"27,767"
Tennessee,Carter County,2019,"56,391"
Tennessee,Cheatham County,2019,"40,667"
Tennessee,Chester County,2019,"17,297"
Tennessee,Claiborne County,2019,"31,959"
Tennessee,Clay County,2019,"7,615"
Tennessee,Cocke County,2019,"36,004"
Tennessee,Coffee County,2019,"56,520"
Tennessee,Crockett County,2019,"14,230"
Tennessee,Cumberland County,2019,"60,520"
Tennessee,Davidson County,2019,"694,144"
Tennessee,Decatur County,2019,"11,663"
Tennessee,DeKalb County,2019,"20,490"
