NAME,B99191_001E,state,county,year
"Washington County, Mississippi",36811.0,28,151,2018
"Perry County, Mississippi",9718.0,28,111,2018
"Choctaw County, Mississippi",6813.0,28,19,2018
"Itawamba County, Mississippi",19273.0,28,57,2018
"Carroll County, Mississippi",8467.0,28,15,2018
"Grenada County, Mississippi",17061.0,28,43,2018
"Jefferson County, Mississippi",5903.0,28,63,2018
"Greene County, Mississippi",11498.0,28,41,2018
"Marshall County, Mississippi",29336.0,28,93,2018
"Quitman County, Mississippi",5897.0,28,119,2018
"Bolivar County, Mississippi",25783.0,28,11,2018
"Lamar County, Mississippi",48324.0,28,73,2018
"Lee County, Mississippi",66859.0,28,81,2018
"Pike County, Mississippi",31055.0,28,113,2018
"Tallahatchie County, Mississippi",11957.0,28,135,2018
"Smith County, Mississippi",12882.0,28,129,2018
"Stone County, Mississippi",15038.0,28,131,2018
"Warren County, Mississippi",37618.0,28,149,2018
"Clarke County, Mississippi",12989.0,28,23,2018
"Kemper County, Mississippi",8543.0,28,69,2018
"Montgomery County, Mississippi",8255.0,28,97,2018
"Oktibbeha County, Mississippi",42162.0,28,105,2018
"Pearl River County, Mississippi",44914.0,28,109,2018
"Leake County, Mississippi",18042.0,28,79,2018
"Noxubee County, Mississippi",8617.0,28,103,2018
"Neshoba County, Mississippi",22528.0,28,99,2018
"Rankin County, Mississippi",121643.0,28,121,2018
"Tate County, Mississippi",23041.0,28,137,2018
"Lawrence County, Mississippi",10053.0,28,77,2018
"Panola County, Mississippi",27033.0,28,107,2018
"Yalobusha County, Mississippi",10064.0,28,161,2018
"Chickasaw County, Mississippi",13715.0,28,17,2018
"Copiah County, Mississippi",23164.0,28,29,2018
"George County, Mississippi",18662.0,28,39,2018
"Hinds County, Mississippi",192308.0,28,49,2018
"Newton County, Mississippi",16946.0,28,101,2018
"Union County, Mississippi",22421.0,28,145,2018
"Sharkey County, Mississippi",3626.0,28,125,2018
"Tippah County, Mississippi",17521.0,28,139,2018
"Forrest County, Mississippi",60822.0,28,35,2018
"Hancock County, Mississippi",38609.0,28,45,2018
"Lafayette County, Mississippi",45310.0,28,71,2018
"Issaquena County, Mississippi",1137.0,28,55,2018
"Lowndes County, Mississippi",47578.0,28,87,2018
"Leflore County, Mississippi",22812.0,28,83,2018
"Wilkinson County, Mississippi",7399.0,28,157,2018
"Harrison County, Mississippi",161426.0,28,47,2018
"Jefferson Davis County, Mississippi",9553.0,28,65,2018
"Lincoln County, Mississippi",27571.0,28,85,2018
"Scott County, Mississippi",22047.0,28,123,2018
"Winston County, Mississippi",14845.0,28,159,2018
"Yazoo County, Mississippi",22379.0,28,163,2018
"Benton County, Mississippi",6904.0,28,9,2018
"Franklin County, Mississippi",6162.0,28,37,2018
"Jasper County, Mississippi",13384.0,28,61,2018
"Jones County, Mississippi",53832.0,28,67,2018
"Monroe County, Mississippi",29062.0,28,95,2018
"Sunflower County, Mississippi",21453.0,28,133,2018
"Webster County, Mississippi",7885.0,28,155,2018
"Adams County, Mississippi",26065.0,28,1,2018
"Clay County, Mississippi",16031.0,28,25,2018
"Covington County, Mississippi",15117.0,28,31,2018
"Humphreys County, Mississippi",6612.0,28,53,2018
"Saline County, Missouri",18658.0,29,195,2018
"Madison County, Missouri",9930.0,29,123,2018
"Wright County, Missouri",14563.0,29,229,2018
"Vernon County, Missouri",16668.0,29,217,2018
"Nodaway County, Missouri",19527.0,29,147,2018
"Chariton County, Missouri",6125.0,29,41,2018
"Grundy County, Missouri",8074.0,29,79,2018
"Morgan County, Missouri",16400.0,29,141,2018
"Wayne County, Missouri",11032.0,29,223,2018
"Bollinger County, Missouri",10078.0,29,17,2018
"Cape Girardeau County, Missouri",64276.0,29,31,2018
"Shelby County, Missouri",4857.0,29,205,2018
"Webster County, Missouri",29508.0,29,225,2018
"Atchison County, Missouri",4433.0,29,5,2018
"Bates County, Missouri",13153.0,29,13,2018
"Benton County, Missouri",16311.0,29,15,2018
"Carter County, Missouri",5000.0,29,35,2018
"Dade County, Missouri",6326.0,29,57,2018
"Linn County, Missouri",9782.0,29,115,2018
"Howell County, Missouri",32249.0,29,91,2018
"Johnson County, Missouri",44002.0,29,101,2018
"Laclede County, Missouri",28270.0,29,105,2018
"Maries County, Missouri",7401.0,29,125,2018
"Phelps County, Missouri",36875.0,29,161,2018
"Platte County, Missouri",79384.0,29,165,2018
"St. Francois County, Missouri",54776.0,29,187,2018
"Andrew County, Missouri",14148.0,29,3,2018
"Carroll County, Missouri",7180.0,29,33,2018
"Daviess County, Missouri",6550.0,29,61,2018
"Knox County, Missouri",3225.0,29,103,2018
"Marion County, Missouri",22987.0,29,127,2018
"Osage County, Missouri",11007.0,29,151,2018
"Ripley County, Missouri",11045.0,29,181,2018
"Warren County, Missouri",27088.0,29,219,2018
"Audrain County, Missouri",20843.0,29,7,2018
"Christian County, Missouri",66455.0,29,43,2018
"Greene County, Missouri",237576.0,29,77,2018
"Harrison County, Missouri",6800.0,29,81,2018
"St. Clair County, Missouri",7875.0,29,185,2018
"Adair County, Missouri",21619.0,29,1,2018
"Scotland County, Missouri",3729.0,29,199,2018
"Sullivan County, Missouri",5136.0,29,211,2018
"Clark County, Missouri",5499.0,29,45,2018
"Jefferson County, Missouri",179614.0,29,99,2018
"Lewis County, Missouri",8146.0,29,111,2018
"New Madrid County, Missouri",14341.0,29,143,2018
"Perry County, Missouri",15333.0,29,157,2018
"Ralls County, Missouri",8437.0,29,173,2018
"Ray County, Missouri",18559.0,29,177,2018
"St. Louis County, Missouri",816947.0,29,189,2018
"Stone County, Missouri",27355.0,29,209,2018
"Barry County, Missouri",28933.0,29,9,2018
"Boone County, Missouri",146280.0,29,19,2018
"Cedar County, Missouri",11183.0,29,39,2018
"Crawford County, Missouri",19682.0,29,55,2018
"Iron County, Missouri",8495.0,29,93,2018
"Livingston County, Missouri",12363.0,29,117,2018
"Moniteau County, Missouri",12607.0,29,135,2018
"Oregon County, Missouri",8745.0,29,149,2018
"Dunklin County, Missouri",23908.0,29,69,2018
"Pettis County, Missouri",33608.0,29,159,2018
"Ste. Genevieve County, Missouri",14750.0,29,186,2018
"Randolph County, Missouri",20412.0,29,175,2018
"Franklin County, Missouri",83286.0,29,71,2018
"Howard County, Missouri",8226.0,29,89,2018
"Jackson County, Missouri",553702.0,29,95,2018
"Miller County, Missouri",20190.0,29,131,2018
"Pulaski County, Missouri",42707.0,29,169,2018
"Putnam County, Missouri",3910.0,29,171,2018
"Taney County, Missouri",45134.0,29,213,2018
"Texas County, Missouri",21126.0,29,215,2018
"Buchanan County, Missouri",72023.0,29,21,2018
"Caldwell County, Missouri",7264.0,29,25,2018
"Callaway County, Missouri",37190.0,29,27,2018
