NAME,B19113A_001E,state,county,year,B19113B_001E,B19113C_001E,B19113D_001E,B19113E_001E,B19113F_001E,B19113G_001E,B19113H_001E
"Big Horn County, Wyoming",59301.0,56,3,2015,,,,,,64688.0,59825.0
"Campbell County, Wyoming",89414.0,56,5,2015,,71780.0,82938.0,,71898.0,,90738.0
"Carbon County, Wyoming",70875.0,56,7,2015,,110114.0,,,61339.0,46538.0,71374.0
"Converse County, Wyoming",72483.0,56,9,2015,,85391.0,,,98550.0,,72961.0
"Crook County, Wyoming",68176.0,56,11,2015,,,,,,,68750.0
"Fremont County, Wyoming",67029.0,56,13,2015,,50000.0,,,55268.0,48359.0,67835.0
"Goshen County, Wyoming",58631.0,56,15,2015,,,,,43750.0,,57344.0
"Hot Springs County, Wyoming",58872.0,56,17,2015,,77500.0,,,,,59207.0
"Johnson County, Wyoming",64334.0,56,19,2015,,,,,,,64334.0
"Laramie County, Wyoming",78367.0,56,21,2015,64830.0,37212.0,53924.0,,36679.0,56250.0,79290.0
"Lincoln County, Wyoming",74222.0,56,23,2015,,55750.0,26458.0,,,,75380.0
"Natrona County, Wyoming",72941.0,56,25,2015,24742.0,50984.0,85938.0,,45147.0,60403.0,74061.0
"Niobrara County, Wyoming",59375.0,56,27,2015,,,,,,,59018.0
"Park County, Wyoming",68115.0,56,29,2015,,58571.0,,,16491.0,48750.0,68549.0
"Platte County, Wyoming",62614.0,56,31,2015,,,,,,,65287.0
"Sheridan County, Wyoming",71811.0,56,33,2015,,62039.0,52125.0,,90929.0,,72162.0
"Sublette County, Wyoming",85814.0,56,35,2015,,,,,,140764.0,85177.0
"Sweetwater County, Wyoming",81343.0,56,37,2015,,,,,83591.0,,84772.0
"Teton County, Wyoming",95677.0,56,39,2015,,,,,44315.0,,100564.0
"Uinta County, Wyoming",62964.0,56,41,2015,,,,,,71023.0,66528.0
"Washakie County, Wyoming",65686.0,56,43,2015,,,,,,80750.0,66189.0
"Weston County, Wyoming",82759.0,56,45,2015,,,,,,,81417.0
"Adjuntas Municipio, Puerto Rico",13208.0,72,1,2015,13571.0,,,,9141.0,,
"Aguada Municipio, Puerto Rico",17391.0,72,3,2015,27981.0,,,,28207.0,19405.0,13841.0
"Aguadilla Municipio, Puerto Rico",20065.0,72,5,2015,27679.0,,,,22137.0,21483.0,
"Aguas Buenas Municipio, Puerto Rico",17424.0,72,7,2015,21897.0,,,,26625.0,24069.0,2499.0
"Aibonito Municipio, Puerto Rico",20050.0,72,9,2015,22649.0,,,,27091.0,,
"Arecibo Municipio, Puerto Rico",20186.0,72,13,2015,18170.0,,,,18859.0,26530.0,20592.0
"Arroyo Municipio, Puerto Rico",16708.0,72,15,2015,17754.0,,,,18763.0,,
"Barceloneta Municipio, Puerto Rico",17200.0,72,17,2015,21553.0,,,,23184.0,9458.0,
"Barranquitas Municipio, Puerto Rico",14588.0,72,19,2015,,,,,17984.0,15499.0,
"Cabo Rojo Municipio, Puerto Rico",21073.0,72,23,2015,30321.0,,,,19310.0,45278.0,
"Caguas Municipio, Puerto Rico",27627.0,72,25,2015,25579.0,,2499.0,,30387.0,30261.0,43264.0
"Camuy Municipio, Puerto Rico",22013.0,72,27,2015,28150.0,,,,14342.0,33875.0,2499.0
"Carolina Municipio, Puerto Rico",34816.0,72,31,2015,27763.0,22458.0,27721.0,,30011.0,35934.0,61250.0
"Cayey Municipio, Puerto Rico",24244.0,72,35,2015,21985.0,,,,21963.0,19594.0,20761.0
"Ceiba Municipio, Puerto Rico",24531.0,72,37,2015,29766.0,,,,20564.0,,
"Ciales Municipio, Puerto Rico",16098.0,72,39,2015,,,,,,,
"Cidra Municipio, Puerto Rico",23976.0,72,41,2015,31775.0,,,,31627.0,,
"Coamo Municipio, Puerto Rico",23530.0,72,43,2015,15298.0,,,,18070.0,19872.0,
"Corozal Municipio, Puerto Rico",17676.0,72,47,2015,12188.0,,,,12324.0,18919.0,
"Culebra Municipio, Puerto Rico",21058.0,72,49,2015,,,,,23696.0,,
"Dorado Municipio, Puerto Rico",33950.0,72,51,2015,21389.0,,,,51010.0,19853.0,
"Fajardo Municipio, Puerto Rico",24780.0,72,53,2015,25827.0,,,,20750.0,16042.0,
"Florida Municipio, Puerto Rico",18892.0,72,54,2015,,,,,27760.0,,
"Guayama Municipio, Puerto Rico",18211.0,72,57,2015,17526.0,,,,19786.0,,
"Guayanilla Municipio, Puerto Rico",16932.0,72,59,2015,21397.0,,,,17188.0,21484.0,
"Guaynabo Municipio, Puerto Rico",49957.0,72,61,2015,28531.0,,,,24853.0,27835.0,89833.0
"Gurabo Municipio, Puerto Rico",37939.0,72,63,2015,25861.0,,26217.0,,33961.0,31893.0,
"Hatillo Municipio, Puerto Rico",22402.0,72,65,2015,37206.0,,,,22222.0,14352.0,
"Hormigueros Municipio, Puerto Rico",26722.0,72,67,2015,28203.0,,,,24153.0,26071.0,
"Humacao Municipio, Puerto Rico",23632.0,72,69,2015,21975.0,,,,20412.0,28854.0,
"Isabela Municipio, Puerto Rico",17814.0,72,71,2015,19318.0,,,,15754.0,25370.0,
"Jayuya Municipio, Puerto Rico",19256.0,72,73,2015,,,,,12371.0,23517.0,
"Juncos Municipio, Puerto Rico",22830.0,72,77,2015,32546.0,,,,18682.0,,
"Lajas Municipio, Puerto Rico",15115.0,72,79,2015,33065.0,,,,12031.0,33155.0,
"Lares Municipio, Puerto Rico",13937.0,72,81,2015,48889.0,,,,18780.0,35385.0,
"Las Piedras Municipio, Puerto Rico",23199.0,72,85,2015,17930.0,,,,24191.0,25037.0,
"Luquillo Municipio, Puerto Rico",24595.0,72,89,2015,26250.0,,,,16503.0,20000.0,23882.0
"Maricao Municipio, Puerto Rico",16599.0,72,93,2015,13854.0,,,,,,
"Maunabo Municipio, Puerto Rico",23067.0,72,95,2015,21079.0,,,,14667.0,17303.0,
"Moca Municipio, Puerto Rico",17945.0,72,99,2015,20242.0,,,,13992.0,23922.0,
"Morovis Municipio, Puerto Rico",19203.0,72,101,2015,20977.0,,,,13977.0,15050.0,
"Naguabo Municipio, Puerto Rico",20338.0,72,103,2015,27643.0,,2499.0,,21157.0,,
"Naranjito Municipio, Puerto Rico",22012.0,72,105,2015,20125.0,,,,15270.0,21486.0,
"Orocovis Municipio, Puerto Rico",16845.0,72,107,2015,13409.0,,,,12292.0,13155.0,
"Patillas Municipio, Puerto Rico",14817.0,72,109,2015,22870.0,,,,22500.0,11688.0,
"Ponce Municipio, Puerto Rico",20594.0,72,113,2015,17463.0,15833.0,,,20708.0,15101.0,55250.0
"Quebradillas Municipio, Puerto Rico",17899.0,72,115,2015,,,,,17856.0,,
"Sabana Grande Municipio, Puerto Rico",20276.0,72,121,2015,26250.0,,,,17540.0,17054.0,
"Salinas Municipio, Puerto Rico",20467.0,72,123,2015,17878.0,,,,14181.0,9763.0,
"San Juan Municipio, Puerto Rico",30915.0,72,127,2015,19350.0,16108.0,16934.0,,17379.0,21712.0,41709.0
"San Lorenzo Municipio, Puerto Rico",20262.0,72,129,2015,24491.0,,,,28472.0,16263.0,
"Santa Isabel Municipio, Puerto Rico",21773.0,72,133,2015,16711.0,,,,14279.0,21534.0,
"Toa Alta Municipio, Puerto Rico",34099.0,72,135,2015,28066.0,,,,29572.0,30980.0,
"Toa Baja Municipio, Puerto Rico",27606.0,72,137,2015,29512.0,,,,22831.0,24784.0,
"Trujillo Alto Municipio, Puerto Rico",36474.0,72,139,2015,31058.0,,,,27407.0,30833.0,51765.0
"Utuado Municipio, Puerto Rico",18802.0,72,141,2015,30000.0,,,,17708.0,26429.0,
"Vega Alta Municipio, Puerto Rico",21227.0,72,143,2015,17599.0,,,,20592.0,17889.0,
"Vega Baja Municipio, Puerto Rico",19671.0,72,145,2015,23852.0,41250.0,,,41806.0,34886.0,
"Vieques Municipio, Puerto Rico",22729.0,72,147,2015,28984.0,,,,23443.0,,25707.0
"Villalba Municipio, Puerto Rico",23393.0,72,149,2015,23041.0,,,,17766.0,16406.0,
"Yabucoa Municipio, Puerto Rico",21294.0,72,151,2015,15035.0,,,,25300.0,21806.0,
"Yauco Municipio, Puerto Rico",19368.0,72,153,2015,,,,,13864.0,13631.0,
"Manatí Municipio, Puerto Rico",23474.0,72,91,2015,19643.0,,,,21011.0,36667.0,
"Mayagüez Municipio, Puerto Rico",22070.0,72,97,2015,19966.0,2499.0,,,15187.0,21807.0,25962.0
"San Germán Municipio, Puerto Rico",20682.0,72,125,2015,16534.0,,,,15526.0,,
"Guánica Municipio, Puerto Rico",15503.0,72,55,2015,14965.0,19875.0,,,10927.0,,
"Loíza Municipio, Puerto Rico",25929.0,72,87,2015,22284.0,,,,18163.0,32891.0,
"Canóvanas Municipio, Puerto Rico",27189.0,72,29,2015,27446.0,,,,20987.0,,
"Juana Díaz Municipio, Puerto Rico",21165.0,72,75,2015,17348.0,,,,22257.0,20634.0,
"Río Grande Municipio, Puerto Rico",27353.0,72,119,2015,26046.0,,,,22090.0,28409.0,
"Las Marías Municipio, Puerto Rico",19863.0,72,83,2015,2499.0,,,,9185.0,,
"Comerío Municipio, Puerto Rico",15398.0,72,45,2015,17266.0,,,,17738.0,12526.0,
"Peñuelas Municipio, Puerto Rico",16489.0,72,111,2015,,,,,15318.0,43482.0,
"Rincón Municipio, Puerto Rico",20701.0,72,117,2015,,,,,,18287.0,23244.0
"Cataño Municipio, Puerto Rico",26520.0,72,33,2015,18885.0,,,,17490.0,17727.0,
"San Sebastián Municipio, Puerto Rico",17194.0,72,131,2015,14196.0,,,,15015.0,18065.0,
"Añasco Municipio, Puerto Rico",19449.0,72,11,2015,14857.0,,,,23721.0,21509.0,
"Bayamón Municipio, Puerto Rico",30784.0,72,21,2015,26000.0,14048.0,,,24098.0,26352.0,28500.0
"Los Angeles County, California",70580.0,6,37,2014,51295.0,49121.0,75838.0,65744.0,41801.0,65962.0,97872.0
"Madera County, California",50532.0,6,39,2014,43917.0,29267.0,47048.0,66250.0,51951.0,48158.0,63241.0
"Marin County, California",131237.0,6,41,2014,50808.0,78538.0,99028.0,67400.0,42757.0,84359.0,135010.0
"Mariposa County, California",64011.0,6,43,2014,,41250.0,83819.0,,17031.0,53824.0,63957.0
"Mendocino County, California",55968.0,6,45,2014,52955.0,41058.0,63897.0,25938.0,37144.0,57286.0,60218.0
"Merced County, California",52627.0,6,47,2014,40406.0,35357.0,56136.0,53527.0,34131.0,46544.0,66344.0
"Modoc County, California",45607.0,6,49,2014,,55000.0,,,,78165.0,47664.0
"Mono County, California",75925.0,6,51,2014,,73750.0,26500.0,,41250.0,,84300.0
"Monterey County, California",63167.0,6,53,2014,77213.0,55043.0,75667.0,110765.0,49284.0,65184.0,92506.0
"Napa County, California",82635.0,6,55,2014,75417.0,56875.0,103221.0,93493.0,52336.0,81488.0,96594.0
"Nevada County, California",70728.0,6,57,2014,,93255.0,67583.0,,34803.0,55486.0,71601.0
"Orange County, California",92892.0,6,59,2014,79069.0,64000.0,88235.0,83864.0,48040.0,82528.0,108298.0
"Placer County, California",88895.0,6,61,2014,86184.0,65982.0,110712.0,78864.0,46487.0,72255.0,91305.0
"Plumas County, California",61588.0,6,63,2014,,83088.0,81364.0,,33681.0,34412.0,62120.0
"Riverside County, California",67532.0,6,65,2014,61599.0,50550.0,81627.0,46209.0,45687.0,64424.0,78613.0
"Sacramento County, California",70570.0,6,67,2014,43744.0,54297.0,67168.0,52004.0,44227.0,52151.0,75898.0
"San Benito County, California",71312.0,6,69,2014,93333.0,58625.0,76500.0,,65948.0,83036.0,87556.0
"San Bernardino County, California",62499.0,6,71,2014,48954.0,51112.0,80193.0,52644.0,46702.0,58932.0,72582.0
"San Diego County, California",77157.0,6,73,2014,55311.0,59116.0,90651.0,60335.0,45427.0,68189.0,90488.0
"San Francisco County, California",128494.0,6,75,2014,44768.0,61234.0,75020.0,50561.0,51922.0,90216.0,140333.0
"San Joaquin County, California",64509.0,6,77,2014,49725.0,45931.0,63753.0,79438.0,43582.0,49627.0,77261.0
"San Luis Obispo County, California",79198.0,6,79,2014,57115.0,45806.0,66498.0,,47814.0,65976.0,84055.0
"San Mateo County, California",118587.0,6,81,2014,69534.0,85543.0,113340.0,83625.0,56120.0,102264.0,137454.0
"Santa Barbara County, California",78366.0,6,83,2014,74097.0,45132.0,90151.0,64107.0,47126.0,61518.0,97462.0
"Santa Clara County, California",109527.0,6,85,2014,69873.0,61852.0,122739.0,85543.0,52839.0,97363.0,130182.0
"Santa Cruz County, California",84464.0,6,87,2014,90313.0,83266.0,105129.0,9844.0,43966.0,68750.0,99659.0
"Shasta County, California",56044.0,6,89,2014,38731.0,47500.0,48866.0,63152.0,33518.0,47167.0,56480.0
"Sierra County, California",58542.0,6,91,2014,,,,,,,70625.0
"Siskiyou County, California",48215.0,6,93,2014,27723.0,26607.0,46339.0,31121.0,25625.0,36250.0,50233.0
"Solano County, California",82999.0,6,95,2014,62988.0,60169.0,89070.0,73199.0,52271.0,63873.0,89413.0
"Sonoma County, California",82038.0,6,97,2014,62685.0,57500.0,74805.0,76321.0,42957.0,70998.0,86568.0
"Stanislaus County, California",58004.0,6,99,2014,37125.0,37957.0,61714.0,38644.0,41785.0,56514.0,68002.0
"Sutter County, California",62427.0,6,101,2014,60250.0,61667.0,53142.0,12025.0,40283.0,51786.0,70580.0
"Tehama County, California",49651.0,6,103,2014,,52138.0,45486.0,96146.0,51929.0,41250.0,52723.0
"Trinity County, California",50493.0,6,105,2014,,20000.0,94079.0,,33750.0,56563.0,49672.0
"Tulare County, California",46117.0,6,107,2014,33864.0,34541.0,66983.0,40655.0,36473.0,41357.0,68080.0
"Tuolumne County, California",59188.0,6,109,2014,17388.0,42885.0,65045.0,,39479.0,66103.0,58919.0
"Ventura County, California",88256.0,6,111,2014,87955.0,61354.0,113656.0,54231.0,57171.0,78848.0,104228.0
"Yolo County, California",81697.0,6,113,2014,71771.0,54627.0,72578.0,46131.0,47150.0,66234.0,94591.0
"Yuba County, California",51056.0,6,115,2014,40197.0,31806.0,43750.0,65455.0,43986.0,58723.0,53171.0
"Adams County, Colorado",67577.0,8,1,2014,51467.0,57232.0,68826.0,23594.0,42462.0,65467.0,76994.0
"Alamosa County, Colorado",45769.0,8,3,2014,,53533.0,,,45446.0,71250.0,59740.0
"Arapahoe County, Colorado",83298.0,8,5,2014,49563.0,57000.0,75587.0,72570.0,37542.0,53634.0,88866.0
"Archuleta County, Colorado",60417.0,8,7,2014,,71786.0,16818.0,,21763.0,72969.0,60738.0
"Baca County, Colorado",46538.0,8,9,2014,,29306.0,,,,,48487.0
"Bent County, Colorado",42985.0,8,11,2014,,,,,38750.0,,48750.0
"Boulder County, Colorado",98766.0,8,13,2014,48281.0,46719.0,93426.0,,30455.0,92147.0,103688.0
"Broomfield County, Colorado",100081.0,8,14,2014,38516.0,64643.0,120577.0,,40799.0,55652.0,102585.0
"Chaffee County, Colorado",57294.0,8,15,2014,,63182.0,,,43646.0,78550.0,59429.0
"Cheyenne County, Colorado",65667.0,8,17,2014,,,,,,,68000.0
"Clear Creek County, Colorado",83918.0,8,19,2014,,,,,,,83993.0
"Conejos County, Colorado",51792.0,8,21,2014,,127583.0,,,34750.0,20750.0,59938.0
"Costilla County, Colorado",41202.0,8,23,2014,,,113750.0,,16250.0,153393.0,46447.0
"Crowley County, Colorado",42266.0,8,25,2014,,,,,33125.0,,44440.0
"Custer County, Colorado",42019.0,8,27,2014,,,,,,,42212.0
"Delta County, Colorado",52228.0,8,29,2014,,57813.0,48594.0,,50893.0,66705.0,53438.0
"Denver County, Colorado",77087.0,8,31,2014,40447.0,43393.0,56460.0,73571.0,37036.0,53750.0,95758.0
"Dolores County, Colorado",45242.0,8,33,2014,,,,,,,41625.0
"Douglas County, Colorado",114771.0,8,35,2014,106844.0,105833.0,118421.0,52171.0,87198.0,98983.0,115922.0
"Eagle County, Colorado",91883.0,8,37,2014,52742.0,56375.0,87813.0,,37365.0,90163.0,107891.0
"Elbert County, Colorado",90215.0,8,39,2014,,108438.0,,,86635.0,131400.0,93682.0
"El Paso County, Colorado",74953.0,8,41,2014,54576.0,55769.0,61645.0,51895.0,39010.0,56991.0,77454.0
"Fremont County, Colorado",50957.0,8,43,2014,,35625.0,42679.0,,30799.0,47298.0,50907.0
"Garfield County, Colorado",71357.0,8,45,2014,41042.0,67946.0,34214.0,,42708.0,77838.0,78269.0
"Gilpin County, Colorado",85647.0,8,47,2014,,,,,66795.0,58750.0,87198.0
"Grand County, Colorado",72043.0,8,49,2014,,,107981.0,,32857.0,,72392.0
"Gunnison County, Colorado",69519.0,8,51,2014,,,,,,21094.0,70787.0
"Hinsdale County, Colorado",78750.0,8,53,2014,,,,,,,68750.0
"Huerfano County, Colorado",55026.0,8,55,2014,,,,,33466.0,23250.0,60270.0
"Jackson County, Colorado",63056.0,8,57,2014,,,,,,,54063.0
"Jefferson County, Colorado",87004.0,8,59,2014,69400.0,70742.0,86229.0,57396.0,59801.0,72589.0,91471.0
"Kiowa County, Colorado",51339.0,8,61,2014,,,,,,,51786.0
"Kit Carson County, Colorado",52690.0,8,63,2014,,,,,2499.0,,56603.0
"Lake County, Colorado",69601.0,8,65,2014,,,,,60491.0,,69840.0
"La Plata County, Colorado",73603.0,8,67,2014,,55143.0,44934.0,,71875.0,39271.0,75536.0
"Larimer County, Colorado",78123.0,8,69,2014,45179.0,68000.0,71739.0,19732.0,39901.0,48213.0,79452.0
"Las Animas County, Colorado",55857.0,8,71,2014,,104444.0,,,55843.0,75893.0,59093.0
"Lincoln County, Colorado",58830.0,8,73,2014,,,,,,,58670.0
"Logan County, Colorado",52136.0,8,75,2014,57841.0,,,,71758.0,83005.0,55797.0
"Mesa County, Colorado",61447.0,8,77,2014,76908.0,31750.0,81944.0,,44978.0,39033.0,62757.0
"Mineral County, Colorado",70682.0,8,79,2014,,,,,,,70682.0
"Moffat County, Colorado",67900.0,8,81,2014,,12273.0,29500.0,,23906.0,,72306.0
"Montezuma County, Colorado",54058.0,8,83,2014,,30313.0,48971.0,,80179.0,62188.0,58953.0
"Montrose County, Colorado",55091.0,8,85,2014,34716.0,14594.0,56528.0,,50496.0,34583.0,59260.0
"Morgan County, Colorado",53836.0,8,87,2014,38516.0,,,,32317.0,51648.0,59021.0
"Otero County, Colorado",43467.0,8,89,2014,,9699.0,,,19659.0,43750.0,48218.0
"Ouray County, Colorado",71172.0,8,91,2014,,,,,,,71992.0
"Park County, Colorado",73539.0,8,93,2014,,,,,,16607.0,74635.0
"Phillips County, Colorado",59020.0,8,95,2014,,,,,,42063.0,64179.0
"Pitkin County, Colorado",95721.0,8,97,2014,,100682.0,,,,,106595.0
"Prowers County, Colorado",46469.0,8,99,2014,,108073.0,,,21083.0,46506.0,54986.0
"Pueblo County, Colorado",56520.0,8,101,2014,42289.0,29703.0,52721.0,,34229.0,48087.0,61310.0
"Rio Blanco County, Colorado",76452.0,8,103,2014,,22167.0,,,,,78009.0
"Rio Grande County, Colorado",45639.0,8,105,2014,,45972.0,,,49864.0,50057.0,52569.0
"Routt County, Colorado",77818.0,8,107,2014,,,,,17813.0,39491.0,78645.0
"Saguache County, Colorado",41933.0,8,109,2014,,26484.0,,,42875.0,58750.0,47386.0
"San Juan County, Colorado",47361.0,8,111,2014,,,,,,,59167.0
"San Miguel County, Colorado",76324.0,8,113,2014,,,,,,,81049.0
"Sedgwick County, Colorado",56375.0,8,115,2014,,,,,38594.0,61000.0,58897.0
"Summit County, Colorado",88955.0,8,117,2014,,,2499.0,,30865.0,45714.0,92766.0
"Teller County, Colorado",77276.0,8,119,2014,115610.0,,69708.0,,37955.0,67238.0,77522.0
"Washington County, Colorado",51688.0,8,121,2014,,,,,,,52313.0
"Weld County, Colorado",70167.0,8,123,2014,35179.0,57083.0,89561.0,,42466.0,65938.0,76831.0
"Yuma County, Colorado",56756.0,8,125,2014,,,,,40731.0,,57440.0
"Fairfield County, Connecticut",120413.0,9,1,2014,56047.0,81434.0,123202.0,48083.0,41481.0,63817.0,129216.0
"Hartford County, Connecticut",92689.0,9,3,2014,53215.0,35446.0,90604.0,60750.0,32819.0,55404.0,98571.0
"Litchfield County, Connecticut",90035.0,9,5,2014,73720.0,131458.0,83393.0,,46515.0,63996.0,90533.0
"Middlesex County, Connecticut",102681.0,9,7,2014,58039.0,68237.0,105750.0,,44213.0,83669.0,103011.0
"New Haven County, Connecticut",88931.0,9,9,2014,48104.0,38821.0,88922.0,,33477.0,65047.0,93797.0
"New London County, Connecticut",88372.0,9,11,2014,51580.0,75329.0,70833.0,,36558.0,53545.0,90325.0
"Tolland County, Connecticut",96297.0,9,13,2014,58333.0,49141.0,115682.0,,36694.0,97813.0,97118.0
"Windham County, Connecticut",75829.0,9,15,2014,47847.0,55250.0,86250.0,,24292.0,34375.0,77730.0
"Kent County, Delaware",69139.0,10,1,2014,53354.0,33833.0,54881.0,22206.0,33625.0,47234.0,70060.0
"New Castle County, Delaware",89537.0,10,3,2014,55671.0,48854.0,103989.0,39178.0,45313.0,60571.0,92664.0
"Sussex County, Delaware",66024.0,10,5,2014,42767.0,48036.0,98929.0,,24424.0,40560.0,67289.0
"District of Columbia, District of Columbia",177279.0,11,1,2014,48874.0,68750.0,115078.0,,41840.0,90677.0,189721.0
"Alachua County, Florida",74611.0,12,1,2014,34490.0,39423.0,66970.0,36000.0,29728.0,61806.0,76362.0
"Baker County, Florida",59025.0,12,3,2014,35539.0,,125221.0,,,,59190.0
"Bay County, Florida",59368.0,12,5,2014,44505.0,28750.0,47273.0,,70750.0,60233.0,59672.0
"Bradford County, Florida",57188.0,12,7,2014,22825.0,,,,,46290.0,56911.0
"Brevard County, Florida",62881.0,12,9,2014,37034.0,38866.0,71577.0,88512.0,46558.0,57228.0,63589.0
"Broward County, Florida",70843.0,12,11,2014,45366.0,64800.0,68372.0,64318.0,51186.0,56583.0,78881.0
"Calhoun County, Florida",42234.0,12,13,2014,30493.0,23125.0,82500.0,,,30313.0,42782.0
"Charlotte County, Florida",54681.0,12,15,2014,50745.0,21705.0,53819.0,,32833.0,41506.0,55372.0
"Citrus County, Florida",48092.0,12,17,2014,33358.0,26250.0,102423.0,,45938.0,39955.0,48333.0
"Clay County, Florida",68808.0,12,19,2014,57326.0,51953.0,64229.0,,49605.0,76250.0,69721.0
"Collier County, Florida",69314.0,12,21,2014,32874.0,51985.0,60063.0,,34583.0,62776.0,78754.0
"Columbia County, Florida",51364.0,12,23,2014,31474.0,,93350.0,,25125.0,48750.0,51543.0
"DeSoto County, Florida",40907.0,12,27,2014,23973.0,30500.0,64423.0,,34583.0,,45490.0
"Dixie County, Florida",47391.0,12,29,2014,39875.0,,,,,41250.0,47380.0
"Duval County, Florida",67864.0,12,31,2014,40048.0,44531.0,74558.0,44931.0,41616.0,45270.0,70299.0
"Escambia County, Florida",62608.0,12,33,2014,35300.0,55588.0,55139.0,49000.0,41764.0,49342.0,63379.0
"Flagler County, Florida",55635.0,12,35,2014,41010.0,,63808.0,,38860.0,30208.0,56264.0
"Franklin County, Florida",47188.0,12,37,2014,51875.0,,49563.0,,,,46458.0
"Gadsden County, Florida",61806.0,12,39,2014,37068.0,,43796.0,,21477.0,30652.0,65535.0
"Gilchrist County, Florida",51161.0,12,41,2014,23125.0,12143.0,,,,92989.0,51987.0
"Glades County, Florida",37247.0,12,43,2014,39022.0,85556.0,116250.0,,5294.0,,40385.0
"Gulf County, Florida",49029.0,12,45,2014,34773.0,,,,,44375.0,49454.0
"Hamilton County, Florida",51796.0,12,47,2014,25125.0,59167.0,,,9375.0,58750.0,51466.0
"Hardee County, Florida",41534.0,12,49,2014,33214.0,,19402.0,,25857.0,21632.0,49307.0
"Hendry County, Florida",48976.0,12,51,2014,21455.0,26875.0,36111.0,,24113.0,22188.0,57163.0
"Hernando County, Florida",49220.0,12,53,2014,28992.0,74167.0,42846.0,,31799.0,41958.0,50166.0
"Highlands County, Florida",43963.0,12,55,2014,39369.0,60240.0,84423.0,,19890.0,43516.0,46474.0
"Hillsborough County, Florida",67152.0,12,57,2014,40409.0,31344.0,83095.0,50274.0,34390.0,48778.0,76882.0
"Holmes County, Florida",44930.0,12,59,2014,40625.0,24432.0,,,,58500.0,44930.0
"Indian River County, Florida",60037.0,12,61,2014,32797.0,65156.0,85882.0,,50282.0,95490.0,63159.0
"Jackson County, Florida",51857.0,12,63,2014,33717.0,9318.0,32222.0,,9375.0,44853.0,52250.0
"Jefferson County, Florida",59544.0,12,65,2014,32660.0,,,,,52396.0,59274.0
"Lafayette County, Florida",52689.0,12,67,2014,17321.0,,,,,,59286.0
"Lake County, Florida",56435.0,12,69,2014,44786.0,45263.0,78328.0,23694.0,42061.0,55658.0,57262.0
"Lee County, Florida",60622.0,12,71,2014,34358.0,25592.0,58272.0,81442.0,31819.0,42912.0,65188.0
"Leon County, Florida",83324.0,12,73,2014,39033.0,49036.0,71154.0,,99833.0,56528.0,84741.0
"Levy County, Florida",45592.0,12,75,2014,30556.0,71750.0,5938.0,,46625.0,26667.0,46726.0
"Liberty County, Florida",54362.0,12,77,2014,41250.0,,,,38214.0,,55486.0
"Madison County, Florida",50295.0,12,79,2014,32037.0,,,,51146.0,,51108.0
"Manatee County, Florida",63768.0,12,81,2014,38420.0,70071.0,94350.0,,27492.0,51087.0,67669.0
"Marion County, Florida",49139.0,12,83,2014,36669.0,21250.0,52838.0,,27179.0,36334.0,50391.0
"Martin County, Florida",73186.0,12,85,2014,39459.0,105125.0,98681.0,,29871.0,36400.0,74903.0
"Miami-Dade County, Florida",52096.0,12,86,2014,38314.0,49188.0,73513.0,18750.0,43791.0,47906.0,90833.0
"Monroe County, Florida",69021.0,12,87,2014,46210.0,,61534.0,,28000.0,51473.0,74488.0
"Nassau County, Florida",65449.0,12,89,2014,47431.0,20769.0,61898.0,,43345.0,83571.0,65972.0
"Okaloosa County, Florida",68285.0,12,91,2014,48388.0,60234.0,62857.0,,38794.0,51895.0,69024.0
"Okeechobee County, Florida",45800.0,12,93,2014,26469.0,63750.0,41711.0,,19216.0,75819.0,48634.0
"Orange County, Florida",62964.0,12,95,2014,40278.0,43977.0,62370.0,125612.0,39474.0,48839.0,75814.0
"Osceola County, Florida",50587.0,12,97,2014,42245.0,14958.0,59327.0,21653.0,38682.0,41966.0,60603.0
"Palm Beach County, Florida",72045.0,12,99,2014,41460.0,52632.0,79710.0,143611.0,46107.0,51154.0,79837.0
"Pasco County, Florida",54205.0,12,101,2014,59495.0,33333.0,64482.0,127895.0,40000.0,50764.0,54919.0
"Pinellas County, Florida",63559.0,12,103,2014,37507.0,45469.0,61895.0,42697.0,37656.0,55024.0,65391.0
"Polk County, Florida",53211.0,12,105,2014,36375.0,49657.0,66690.0,46125.0,35308.0,38737.0,55807.0
"Putnam County, Florida",44280.0,12,107,2014,28189.0,112992.0,61173.0,,30337.0,39295.0,45625.0
"St. Johns County, Florida",83392.0,12,109,2014,62572.0,90833.0,116740.0,,68125.0,63837.0,84823.0
"St. Lucie County, Florida",53286.0,12,111,2014,37753.0,56473.0,56058.0,,44271.0,49375.0,56297.0
"Santa Rosa County, Florida",67213.0,12,113,2014,46275.0,31513.0,55236.0,,35776.0,42589.0,67429.0
"Sarasota County, Florida",64131.0,12,115,2014,34309.0,45038.0,87584.0,59375.0,53187.0,48199.0,65800.0
"Seminole County, Florida",73415.0,12,117,2014,47500.0,47629.0,76979.0,62132.0,35600.0,49437.0,79299.0
"Sumter County, Florida",59198.0,12,119,2014,35975.0,68750.0,75978.0,,42500.0,40707.0,59501.0
"Suwannee County, Florida",48133.0,12,121,2014,20672.0,,,,63380.0,50108.0,49505.0
"Taylor County, Florida",45606.0,12,123,2014,31436.0,25000.0,,,,28988.0,45829.0
"Union County, Florida",50417.0,12,125,2014,26146.0,,31458.0,,,,50294.0
