NAME,B19113A_001E,state,county,year,B19113B_001E,B19113C_001E,B19113D_001E,B19113E_001E,B19113F_001E,B19113G_001E,B19113H_001E
"White County, Indiana",62164.0,18,181,2016,,,,,37333.0,65478.0,62594.0
"Whitley County, Indiana",66091.0,18,183,2016,,59615.0,,,,39352.0,66042.0
"Adair County, Iowa",61509.0,19,1,2016,,,,,,,61463.0
"Adams County, Iowa",61197.0,19,3,2016,,,,,,,61330.0
"Allamakee County, Iowa",63399.0,19,5,2016,25536.0,,,,,,63864.0
"Appanoose County, Iowa",55805.0,19,7,2016,21719.0,,53438.0,,,,55805.0
"Audubon County, Iowa",63811.0,19,9,2016,,,,,,,63811.0
"Benton County, Iowa",77823.0,19,11,2016,,,,,,,77997.0
"Black Hawk County, Iowa",69419.0,19,13,2016,27781.0,,84844.0,,,47031.0,69707.0
"Boone County, Iowa",69130.0,19,15,2016,,,,,,,69956.0
"Bremer County, Iowa",80788.0,19,17,2016,,,,,,120804.0,80865.0
"Buchanan County, Iowa",72488.0,19,19,2016,,,,,,,72507.0
"Buena Vista County, Iowa",64335.0,19,21,2016,20909.0,,49200.0,46136.0,45221.0,51452.0,68990.0
"Butler County, Iowa",65882.0,19,23,2016,,,,,,,65904.0
"Calhoun County, Iowa",56905.0,19,25,2016,,,,,,,56753.0
"Carroll County, Iowa",72385.0,19,27,2016,13713.0,,,,,97083.0,73603.0
"Cass County, Iowa",54103.0,19,29,2016,,,,,,18125.0,54597.0
"Cedar County, Iowa",74385.0,19,31,2016,,,61131.0,,,63772.0,74425.0
"Cerro Gordo County, Iowa",65582.0,19,33,2016,36734.0,,,,,,66324.0
"Cherokee County, Iowa",66369.0,19,35,2016,,,,,,,66726.0
"Chickasaw County, Iowa",63870.0,19,37,2016,,,,,,,63942.0
"Clarke County, Iowa",62006.0,19,39,2016,,,,,,,65404.0
"Clay County, Iowa",64828.0,19,41,2016,,,,,,,64842.0
"Clayton County, Iowa",61539.0,19,43,2016,,53929.0,,,,,61917.0
"Clinton County, Iowa",64760.0,19,45,2016,46364.0,,36250.0,,,36771.0,65044.0
"Crawford County, Iowa",58101.0,19,47,2016,,,,,50854.0,2499.0,63458.0
"Dallas County, Iowa",101187.0,19,49,2016,42457.0,,95750.0,,54234.0,73939.0,102308.0
"Davis County, Iowa",57917.0,19,51,2016,,,,,,,58631.0
"Decatur County, Iowa",50134.0,19,53,2016,,,,,,53571.0,50580.0
"Delaware County, Iowa",71733.0,19,55,2016,,,,,,50375.0,72150.0
"Des Moines County, Iowa",58073.0,19,57,2016,15556.0,,76477.0,,,,58380.0
"Dickinson County, Iowa",74537.0,19,59,2016,,,,,,,74262.0
"Dubuque County, Iowa",71434.0,19,61,2016,18651.0,,61364.0,48235.0,,34224.0,71654.0
"Emmet County, Iowa",63918.0,19,63,2016,,,,,,,65532.0
"Fayette County, Iowa",59938.0,19,65,2016,,,,,,29018.0,60238.0
"Floyd County, Iowa",59349.0,19,67,2016,,,82206.0,,,,59293.0
"Franklin County, Iowa",59943.0,19,69,2016,2499.0,,,,47558.0,33929.0,61719.0
"Fremont County, Iowa",64662.0,19,71,2016,,,,,,,65154.0
"Greene County, Iowa",60682.0,19,73,2016,,,79750.0,,,,60860.0
"Grundy County, Iowa",72206.0,19,75,2016,,,,,,,72221.0
"Guthrie County, Iowa",64568.0,19,77,2016,,,,,36875.0,44375.0,64545.0
"Hamilton County, Iowa",64678.0,19,79,2016,,,,,24286.0,70724.0,64509.0
"Hancock County, Iowa",65979.0,19,81,2016,,,,,,25750.0,66727.0
"Hardin County, Iowa",68617.0,19,83,2016,,,66528.0,,66250.0,88333.0,69529.0
"Harrison County, Iowa",65981.0,19,85,2016,,,,,,,66472.0
"Henry County, Iowa",60892.0,19,87,2016,27212.0,,41813.0,,128357.0,,61931.0
"Howard County, Iowa",62239.0,19,89,2016,,,,,,,62682.0
"Humboldt County, Iowa",63852.0,19,91,2016,,,,,,27125.0,64872.0
"Ida County, Iowa",66071.0,19,93,2016,,,,,,,66929.0
"Iowa County, Iowa",70408.0,19,95,2016,,,,,,,70108.0
"Jackson County, Iowa",59832.0,19,97,2016,,,14773.0,,,22228.0,59729.0
"Jasper County, Iowa",69348.0,19,99,2016,37059.0,,,,,33906.0,69497.0
"Jefferson County, Iowa",57953.0,19,101,2016,,,,,,,59030.0
"Johnson County, Iowa",92324.0,19,103,2016,28246.0,,68393.0,,46487.0,,93161.0
"Jones County, Iowa",70032.0,19,105,2016,,,,,,,70197.0
"Keokuk County, Iowa",60944.0,19,107,2016,,,,,,35909.0,60842.0
"Kossuth County, Iowa",66998.0,19,109,2016,,,,,,,67520.0
"Lee County, Iowa",58803.0,19,111,2016,38452.0,,,,,17083.0,58649.0
"Linn County, Iowa",81550.0,19,113,2016,34404.0,58716.0,76483.0,,66971.0,64444.0,81911.0
"Louisa County, Iowa",63279.0,19,115,2016,34464.0,,40847.0,,46250.0,,65100.0
"Lucas County, Iowa",61433.0,19,117,2016,,,,,,,61650.0
"Lyon County, Iowa",69425.0,19,119,2016,,148333.0,,,,,69248.0
"Madison County, Iowa",70660.0,19,121,2016,,,43650.0,,,,70700.0
"Mahaska County, Iowa",57408.0,19,123,2016,,48500.0,51607.0,,,,57414.0
"Marion County, Iowa",70942.0,19,125,2016,81042.0,,78625.0,,,,71017.0
"Marshall County, Iowa",66515.0,19,127,2016,,,53663.0,,48349.0,52009.0,68043.0
"Mills County, Iowa",84172.0,19,129,2016,,,,,,,83782.0
"Mitchell County, Iowa",65750.0,19,131,2016,,,,,,,65156.0
"Monona County, Iowa",58750.0,19,133,2016,,,,,,,58586.0
"Monroe County, Iowa",58750.0,19,135,2016,,,,,,,58962.0
"Montgomery County, Iowa",56094.0,19,137,2016,,,,,,,56152.0
"Muscatine County, Iowa",66733.0,19,139,2016,,96212.0,87083.0,,44350.0,62863.0,69160.0
"O'Brien County, Iowa",68467.0,19,141,2016,,,,,34286.0,,68690.0
"Osceola County, Iowa",63784.0,19,143,2016,,,,,51500.0,105568.0,65043.0
"Page County, Iowa",59231.0,19,145,2016,,,89375.0,,,50167.0,59130.0
"Palo Alto County, Iowa",64524.0,19,147,2016,62569.0,,63229.0,,,,64524.0
"Plymouth County, Iowa",72927.0,19,149,2016,,,,,40543.0,,73050.0
"Pocahontas County, Iowa",62049.0,19,151,2016,,,,,,,63344.0
"Polk County, Iowa",80298.0,19,153,2016,35120.0,21401.0,64118.0,26860.0,37246.0,43897.0,82283.0
"Pottawattamie County, Iowa",66954.0,19,155,2016,32888.0,47574.0,102222.0,,49940.0,61023.0,68424.0
"Poweshiek County, Iowa",66122.0,19,157,2016,,,,,,24205.0,67330.0
"Ringgold County, Iowa",57542.0,19,159,2016,,,,,,,57583.0
"Sac County, Iowa",64808.0,19,161,2016,,,,,33750.0,58750.0,65593.0
"Scott County, Iowa",76765.0,19,163,2016,34104.0,33810.0,67500.0,,62143.0,80439.0,77510.0
"Shelby County, Iowa",68826.0,19,165,2016,,73750.0,,,,,69280.0
"Sioux County, Iowa",74581.0,19,167,2016,,,,,34471.0,,76827.0
"Story County, Iowa",80018.0,19,169,2016,60102.0,51974.0,75347.0,,44688.0,59338.0,80844.0
"Tama County, Iowa",65838.0,19,171,2016,,51250.0,,,41250.0,55104.0,67160.0
"Taylor County, Iowa",57143.0,19,173,2016,,,,,30956.0,47727.0,58263.0
"Union County, Iowa",60113.0,19,175,2016,,,,,,,60575.0
"Van Buren County, Iowa",59315.0,19,177,2016,,,,,,,59851.0
"Wapello County, Iowa",56513.0,19,179,2016,26277.0,,77917.0,,55179.0,,56353.0
"Warren County, Iowa",80636.0,19,181,2016,,,74531.0,,98281.0,,80677.0
"Washington County, Iowa",72241.0,19,183,2016,31688.0,,,,43587.0,,73769.0
"Wayne County, Iowa",56222.0,19,185,2016,,,,,,31563.0,56080.0
"Webster County, Iowa",58559.0,19,187,2016,23698.0,,83281.0,,11587.0,65625.0,58689.0
"Winnebago County, Iowa",62036.0,19,189,2016,,,72411.0,,,,61976.0
"Winneshiek County, Iowa",71124.0,19,191,2016,,,,,,,71007.0
"Woodbury County, Iowa",62450.0,19,193,2016,26541.0,21385.0,53535.0,,40882.0,62015.0,64823.0
"Worth County, Iowa",62350.0,19,195,2016,2499.0,,,,,,62721.0
"Wright County, Iowa",60854.0,19,197,2016,,,,,,,62159.0
"Allen County, Kansas",54641.0,20,1,2016,38454.0,23750.0,,,,35714.0,55457.0
"Anderson County, Kansas",58470.0,20,3,2016,,,,,,,58491.0
"Atchison County, Kansas",56854.0,20,5,2016,56563.0,,,,,,56711.0
"Barber County, Kansas",62589.0,20,7,2016,,,,,,,62530.0
"Barton County, Kansas",61217.0,20,9,2016,36133.0,,,,32455.0,41500.0,62791.0
"Bourbon County, Kansas",52737.0,20,11,2016,21484.0,77188.0,,,,,53724.0
"Brown County, Kansas",54658.0,20,13,2016,54750.0,36333.0,,,,40536.0,54729.0
"Butler County, Kansas",73641.0,20,15,2016,,97863.0,87143.0,,82656.0,72717.0,73986.0
"Chase County, Kansas",64205.0,20,17,2016,,,,,,,65972.0
"Chautauqua County, Kansas",51842.0,20,19,2016,,,,,,40000.0,52138.0
"Cherokee County, Kansas",51721.0,20,21,2016,,55125.0,,,,,51716.0
"Cheyenne County, Kansas",61983.0,20,23,2016,,,,,,,64625.0
"Clark County, Kansas",59853.0,20,25,2016,,,,,,,60735.0
"Clay County, Kansas",63136.0,20,27,2016,,71250.0,,,,,62873.0
"Cloud County, Kansas",52167.0,20,29,2016,,,,,,,52354.0
"Coffey County, Kansas",69931.0,20,31,2016,,,,,,,70135.0
"Comanche County, Kansas",56316.0,20,33,2016,,,,,,,55789.0
"Cowley County, Kansas",56070.0,20,35,2016,46106.0,50333.0,64911.0,,39531.0,52250.0,57562.0
"Crawford County, Kansas",57159.0,20,37,2016,,,64500.0,,,,57238.0
"Decatur County, Kansas",55658.0,20,39,2016,,,,,,,54948.0
"Dickinson County, Kansas",61157.0,20,41,2016,,,,,19063.0,73295.0,61417.0
"Doniphan County, Kansas",63571.0,20,43,2016,,69167.0,,,,39318.0,64179.0
"Douglas County, Kansas",78113.0,20,45,2016,56161.0,65298.0,83125.0,,88514.0,52548.0,79551.0
"Edwards County, Kansas",58750.0,20,47,2016,,,,,42250.0,,60750.0
"Elk County, Kansas",49861.0,20,49,2016,,25625.0,,,,52083.0,49931.0
"Ellis County, Kansas",69697.0,20,51,2016,,,,,,,70365.0
"Ellsworth County, Kansas",65093.0,20,53,2016,,,,,93068.0,,66296.0
"Finney County, Kansas",64319.0,20,55,2016,31354.0,46071.0,64000.0,,39828.0,34441.0,74265.0
"Ford County, Kansas",54884.0,20,57,2016,,51641.0,56106.0,,53669.0,,69228.0
"Franklin County, Kansas",66605.0,20,59,2016,,75000.0,,,40427.0,43586.0,66517.0
"Geary County, Kansas",49220.0,20,61,2016,49269.0,,65391.0,,,70552.0,51266.0
"Gove County, Kansas",56458.0,20,63,2016,,,,,,80417.0,56917.0
"Graham County, Kansas",56688.0,20,65,2016,45833.0,,,,,46042.0,56906.0
"Grant County, Kansas",66009.0,20,67,2016,,,,,48942.0,,77959.0
"Gray County, Kansas",65890.0,20,69,2016,,,,,,,67596.0
"Greeley County, Kansas",52875.0,20,71,2016,,,,,,,55368.0
"Greenwood County, Kansas",55339.0,20,73,2016,,76250.0,,,,43333.0,55885.0
"Hamilton County, Kansas",57206.0,20,75,2016,,,,,,,66000.0
"Harper County, Kansas",59583.0,20,77,2016,,65481.0,,,,,63526.0
"Harvey County, Kansas",65629.0,20,79,2016,88661.0,,,,,68162.0,67222.0
"Haskell County, Kansas",64432.0,20,81,2016,,,,,36818.0,,72935.0
"Hodgeman County, Kansas",71058.0,20,83,2016,,,,,,,73750.0
"Jackson County, Kansas",69511.0,20,85,2016,,31648.0,51136.0,78875.0,,38636.0,69185.0
"Jefferson County, Kansas",71181.0,20,87,2016,,55938.0,,,,46667.0,71215.0
"Jewell County, Kansas",49583.0,20,89,2016,,,,,,,49814.0
"Johnson County, Kansas",100778.0,20,91,2016,58542.0,88558.0,94879.0,79375.0,55074.0,74183.0,102947.0
"Kearny County, Kansas",65368.0,20,93,2016,,,,,34435.0,33807.0,69167.0
"Kingman County, Kansas",72431.0,20,95,2016,,,,,,61591.0,73914.0
"Kiowa County, Kansas",62222.0,20,97,2016,,,50833.0,,,73125.0,65227.0
"Labette County, Kansas",52454.0,20,99,2016,17372.0,68750.0,,,,52930.0,52134.0
"Lane County, Kansas",67250.0,20,101,2016,,,,,,,69063.0
"Leavenworth County, Kansas",81178.0,20,103,2016,66823.0,69625.0,,,54141.0,38750.0,81176.0
"Lincoln County, Kansas",63456.0,20,105,2016,,,,,,,63603.0
"Linn County, Kansas",57193.0,20,107,2016,,75729.0,,,,55875.0,60044.0
"Logan County, Kansas",64091.0,20,109,2016,,,,,,,63778.0
"Lyon County, Kansas",53638.0,20,111,2016,60924.0,31397.0,55938.0,,41736.0,22841.0,57119.0
"McPherson County, Kansas",69613.0,20,113,2016,61250.0,,,,,72500.0,69486.0
"Marion County, Kansas",62101.0,20,115,2016,,,,,,77717.0,61928.0
"Marshall County, Kansas",62890.0,20,117,2016,,,,,,30000.0,62841.0
"Meade County, Kansas",62406.0,20,119,2016,,,,,36893.0,,62824.0
"Miami County, Kansas",78750.0,20,121,2016,39280.0,,,,,47847.0,79849.0
"Mitchell County, Kansas",62365.0,20,123,2016,,,,,,,62449.0
"Montgomery County, Kansas",53093.0,20,125,2016,17336.0,39881.0,,,,46346.0,53492.0
"Morris County, Kansas",59167.0,20,127,2016,,,,,,45903.0,59139.0
"Morton County, Kansas",57563.0,20,129,2016,,,,,51938.0,,56094.0
"Nemaha County, Kansas",70500.0,20,131,2016,,,,,,,70587.0
"Neosho County, Kansas",53397.0,20,133,2016,,,,,,70250.0,54000.0
"Ness County, Kansas",61304.0,20,135,2016,,,,,,,64792.0
"Norton County, Kansas",60222.0,20,137,2016,,,,,,,60250.0
"Osage County, Kansas",64714.0,20,139,2016,,,,,,52188.0,65057.0
"Osborne County, Kansas",56510.0,20,141,2016,,,,,,,56250.0
"Ottawa County, Kansas",66125.0,20,143,2016,,,,,,81250.0,65906.0
"Pawnee County, Kansas",59276.0,20,145,2016,,,,,,19500.0,60000.0
"Phillips County, Kansas",58994.0,20,147,2016,,,,,,88250.0,59299.0
"Pottawatomie County, Kansas",73207.0,20,149,2016,,73333.0,57813.0,,,58788.0,75191.0
"Pratt County, Kansas",63690.0,20,151,2016,,,,,,,64202.0
"Rawlins County, Kansas",61691.0,20,153,2016,,,,,,,62917.0
"Reno County, Kansas",57482.0,20,155,2016,53790.0,,59688.0,,26736.0,,58099.0
"Republic County, Kansas",58482.0,20,157,2016,,,,,,,58482.0
"Rice County, Kansas",63382.0,20,159,2016,,,,,54737.0,24183.0,63987.0
"Riley County, Kansas",68355.0,20,161,2016,60828.0,,63125.0,,43387.0,78176.0,70066.0
"Rooks County, Kansas",59776.0,20,163,2016,,,,,,,60106.0
"Rush County, Kansas",59833.0,20,165,2016,,,,,,74792.0,60036.0
"Russell County, Kansas",57409.0,20,167,2016,,,,,,23947.0,58019.0
"Saline County, Kansas",62518.0,20,169,2016,50793.0,21625.0,79423.0,,,44036.0,64356.0
"Scott County, Kansas",77798.0,20,171,2016,,,,,,,80034.0
"Sedgwick County, Kansas",68671.0,20,173,2016,37095.0,55524.0,66860.0,,46836.0,48395.0,72821.0
"Seward County, Kansas",58784.0,20,175,2016,,83977.0,56767.0,,46548.0,,74399.0
"Shawnee County, Kansas",69009.0,20,177,2016,38388.0,58419.0,82262.0,,48030.0,54805.0,71574.0
"Sheridan County, Kansas",64625.0,20,179,2016,,,,,,,65776.0
"Sherman County, Kansas",52675.0,20,181,2016,,,,,,,55292.0
"Smith County, Kansas",55268.0,20,183,2016,,,,,,,54392.0
"Stafford County, Kansas",63274.0,20,185,2016,,,,,35625.0,,68512.0
"Stanton County, Kansas",61964.0,20,187,2016,,,,,41298.0,,68500.0
"Stevens County, Kansas",64716.0,20,189,2016,,,,,35938.0,,67083.0
"Sumner County, Kansas",66227.0,20,191,2016,,76136.0,,,71016.0,55474.0,66957.0
"Thomas County, Kansas",69700.0,20,193,2016,,,,,22300.0,,70033.0
"Trego County, Kansas",66184.0,20,195,2016,,,,,,,65921.0
"Wabaunsee County, Kansas",68894.0,20,197,2016,,,,,,83352.0,69207.0
"Wallace County, Kansas",80208.0,20,199,2016,,,,,,,80313.0
"Washington County, Kansas",56645.0,20,201,2016,,,,,,60833.0,57531.0
"Wichita County, Kansas",61563.0,20,203,2016,,,,,37083.0,,75625.0
"Wilson County, Kansas",55016.0,20,205,2016,,37250.0,,,,39375.0,54694.0
"Woodson County, Kansas",50060.0,20,207,2016,,,,,,,50060.0
"Wyandotte County, Kansas",52741.0,20,209,2016,40909.0,42734.0,33194.0,,38086.0,45038.0,60837.0
"Adair County, Kentucky",45662.0,21,1,2016,,,,,,22500.0,45374.0
"Allen County, Kentucky",50836.0,21,3,2016,,,,,,,50893.0
"Anderson County, Kentucky",65039.0,21,5,2016,52083.0,,,,,,64715.0
"Ballard County, Kentucky",58231.0,21,7,2016,33333.0,,,,,40500.0,58211.0
"Barren County, Kentucky",48773.0,21,9,2016,31111.0,,,,45685.0,62679.0,49382.0
"Bath County, Kentucky",39799.0,21,11,2016,38854.0,,,,,,39852.0
"Bell County, Kentucky",29942.0,21,13,2016,,,,,,33824.0,29937.0
"Boone County, Kentucky",80925.0,21,15,2016,88026.0,114107.0,88940.0,,43868.0,81121.0,81615.0
"Bourbon County, Kentucky",56471.0,21,17,2016,46250.0,,,,55200.0,50667.0,57766.0
"Boyd County, Kentucky",56267.0,21,19,2016,24861.0,,,,,31250.0,56267.0
"Boyle County, Kentucky",54647.0,21,21,2016,40577.0,,,,,,55483.0
"Bracken County, Kentucky",55532.0,21,23,2016,,,,,,,55492.0
"Breathitt County, Kentucky",32663.0,21,25,2016,,,,,,,32554.0
"Breckinridge County, Kentucky",56222.0,21,27,2016,,,,,,,56293.0
"Bullitt County, Kentucky",67511.0,21,29,2016,100469.0,,66422.0,,29866.0,37213.0,67420.0
"Butler County, Kentucky",47672.0,21,31,2016,,,,,,,48272.0
"Caldwell County, Kentucky",55571.0,21,33,2016,,,,,,,55714.0
"Calloway County, Kentucky",54794.0,21,35,2016,35278.0,,,,,14886.0,55332.0
"Campbell County, Kentucky",75488.0,21,37,2016,18542.0,92857.0,87500.0,,15724.0,28750.0,75932.0
"Carlisle County, Kentucky",52409.0,21,39,2016,,,,,,,52500.0
"Carroll County, Kentucky",51379.0,21,41,2016,13750.0,,,,38106.0,33472.0,51379.0
"Carter County, Kentucky",43709.0,21,43,2016,,,,,,,43657.0
"Casey County, Kentucky",43230.0,21,45,2016,,,,,,,43440.0
"Christian County, Kentucky",51367.0,21,47,2016,34078.0,31250.0,43711.0,,34659.0,21513.0,52191.0
"Clark County, Kentucky",60843.0,21,49,2016,46786.0,,,,,50742.0,61301.0
"Clay County, Kentucky",30114.0,21,51,2016,16316.0,,,,,28594.0,30170.0
"Clinton County, Kentucky",35941.0,21,53,2016,,,,,,,36160.0
"Crittenden County, Kentucky",53176.0,21,55,2016,13438.0,,,,,,53176.0
"Cumberland County, Kentucky",40955.0,21,57,2016,22083.0,,,,,,40955.0
"Daviess County, Kentucky",62005.0,21,59,2016,33529.0,,62813.0,,,25625.0,62434.0
"Edmonson County, Kentucky",48297.0,21,61,2016,,,,,,,48288.0
"Elliott County, Kentucky",35331.0,21,63,2016,,,,,,,35331.0
"Estill County, Kentucky",39792.0,21,65,2016,,,,,,68068.0,39545.0
"Fayette County, Kentucky",77751.0,21,67,2016,34786.0,30170.0,75633.0,65938.0,29570.0,41386.0,79309.0
"Fleming County, Kentucky",45354.0,21,69,2016,45625.0,,,,,,45354.0
"Floyd County, Kentucky",37042.0,21,71,2016,,,,,,,37042.0
"Franklin County, Kentucky",66521.0,21,73,2016,46351.0,,63438.0,,,24063.0,66748.0
"Fulton County, Kentucky",43869.0,21,75,2016,19661.0,,,,,,43869.0
"Gallatin County, Kentucky",54708.0,21,77,2016,,,,,,,55188.0
"Garrard County, Kentucky",55134.0,21,79,2016,85000.0,,,,,74028.0,56228.0
"Grant County, Kentucky",50321.0,21,81,2016,20227.0,,,,,65705.0,50247.0
"Graves County, Kentucky",54182.0,21,83,2016,25223.0,,,,,,54111.0
"Grayson County, Kentucky",44882.0,21,85,2016,,,,,,,44646.0
"Green County, Kentucky",49399.0,21,87,2016,22179.0,,,,,,49611.0
"Greenup County, Kentucky",55713.0,21,89,2016,23750.0,,,,,20667.0,55745.0
"Hancock County, Kentucky",53060.0,21,91,2016,60500.0,,,,,,53254.0
"Hardin County, Kentucky",63132.0,21,93,2016,65508.0,110804.0,82976.0,81649.0,53227.0,51033.0,63175.0
"Harlan County, Kentucky",34490.0,21,95,2016,,,,,,,34605.0
"Harrison County, Kentucky",55760.0,21,97,2016,,,,,,75515.0,55343.0
"Hart County, Kentucky",43876.0,21,99,2016,29500.0,,,,,53667.0,43834.0
"Henderson County, Kentucky",56482.0,21,101,2016,33388.0,,59750.0,,,,56510.0
"Henry County, Kentucky",58365.0,21,103,2016,,,,,,95556.0,58942.0
"Hickman County, Kentucky",49221.0,21,105,2016,,,,,,,49221.0
"Hopkins County, Kentucky",57183.0,21,107,2016,39116.0,,250001.0,,,,57110.0
"Jackson County, Kentucky",35467.0,21,109,2016,,,,,,,35467.0
"Jefferson County, Kentucky",73139.0,21,111,2016,39866.0,43466.0,70539.0,68438.0,32837.0,47422.0,74538.0
"Jessamine County, Kentucky",60503.0,21,113,2016,68015.0,,28580.0,,,,60608.0
"Johnson County, Kentucky",44440.0,21,115,2016,,,111250.0,,,,44353.0
"Kenton County, Kentucky",72612.0,21,117,2016,28145.0,,42600.0,,24250.0,47578.0,72780.0
"Knott County, Kentucky",36943.0,21,119,2016,,,,,,77500.0,36943.0
"Knox County, Kentucky",33419.0,21,121,2016,37153.0,,,,,,33380.0
"Assumption Parish, Louisiana",75637.0,22,7,2016,28693.0,,,,51198.0,250001.0,76725.0
"Avoyelles Parish, Louisiana",58673.0,22,9,2016,29951.0,16767.0,,,,,58183.0
"Beauregard Parish, Louisiana",60075.0,22,11,2016,49018.0,89821.0,80855.0,,71250.0,51667.0,60510.0
"Bienville Parish, Louisiana",58688.0,22,13,2016,24966.0,,,,,,56614.0
"Bossier Parish, Louisiana",73560.0,22,15,2016,36198.0,61573.0,58819.0,59167.0,34429.0,80236.0,74597.0
"Caddo Parish, Louisiana",76365.0,22,17,2016,33573.0,,57308.0,,40145.0,47587.0,76485.0
"Calcasieu Parish, Louisiana",66785.0,22,19,2016,37436.0,63951.0,71667.0,,64048.0,42857.0,67017.0
"Caldwell Parish, Louisiana",47158.0,22,21,2016,,,,,,31346.0,48080.0
"Cameron Parish, Louisiana",80206.0,22,23,2016,,,,,,,80893.0
"Catahoula Parish, Louisiana",63192.0,22,25,2016,25125.0,,,,,,63348.0
"Claiborne Parish, Louisiana",51971.0,22,27,2016,22340.0,95938.0,,,,29926.0,52221.0
"Concordia Parish, Louisiana",56456.0,22,29,2016,22052.0,,,,,,56684.0
"De Soto Parish, Louisiana",67301.0,22,31,2016,30882.0,,,,,127586.0,66975.0
"East Baton Rouge Parish, Louisiana",93994.0,22,33,2016,43206.0,51667.0,74970.0,,49632.0,60000.0,96339.0
"East Carroll Parish, Louisiana",47419.0,22,35,2016,20077.0,,,,,,47419.0
"East Feliciana Parish, Louisiana",68141.0,22,37,2016,43302.0,,,,,,67993.0
"Evangeline Parish, Louisiana",52049.0,22,39,2016,19764.0,,,,,25982.0,52057.0
"Franklin Parish, Louisiana",56797.0,22,41,2016,23115.0,,,,,,56797.0
"Grant Parish, Louisiana",54099.0,22,43,2016,27358.0,96500.0,,,,47917.0,53905.0
"Iberia Parish, Louisiana",62380.0,22,45,2016,31543.0,,74091.0,,39205.0,28000.0,63115.0
"Iberville Parish, Louisiana",76083.0,22,47,2016,39506.0,,,,,,77574.0
"Jackson Parish, Louisiana",58100.0,22,49,2016,27306.0,,28929.0,,,,58600.0
"Jefferson Parish, Louisiana",71963.0,22,51,2016,41013.0,61713.0,75595.0,,37471.0,60585.0,75991.0
"Jefferson Davis Parish, Louisiana",58905.0,22,53,2016,29475.0,177639.0,250001.0,,,,59297.0
"Lafayette Parish, Louisiana",83466.0,22,55,2016,34664.0,104111.0,64725.0,,52179.0,44722.0,84394.0
"Lafourche Parish, Louisiana",66585.0,22,57,2016,29720.0,54028.0,91181.0,,40938.0,52898.0,66956.0
"LaSalle Parish, Louisiana",46063.0,22,59,2016,,,,,,,45896.0
"Lincoln Parish, Louisiana",76447.0,22,61,2016,25591.0,,76406.0,,,36111.0,77149.0
"Livingston Parish, Louisiana",68634.0,22,63,2016,45441.0,,,,56437.0,,69080.0
"Madison Parish, Louisiana",49725.0,22,65,2016,26063.0,,,,,,49615.0
"Morehouse Parish, Louisiana",52076.0,22,67,2016,24282.0,,80368.0,,,,52278.0
"Natchitoches Parish, Louisiana",60797.0,22,69,2016,25679.0,,89231.0,,,,61487.0
"Orleans Parish, Louisiana",100760.0,22,71,2016,34241.0,39286.0,53434.0,,38286.0,49919.0,105475.0
"Ouachita Parish, Louisiana",66882.0,22,73,2016,27452.0,,85265.0,,50909.0,58542.0,67398.0
"Plaquemines Parish, Louisiana",70126.0,22,75,2016,34542.0,97778.0,60781.0,,,,70831.0
"Pointe Coupee Parish, Louisiana",68790.0,22,77,2016,36613.0,,,,,46750.0,70776.0
"Rapides Parish, Louisiana",62611.0,22,79,2016,30912.0,49569.0,85049.0,,54896.0,62137.0,63123.0
"Red River Parish, Louisiana",61684.0,22,81,2016,28897.0,,,,,,61458.0
"Richland Parish, Louisiana",61340.0,22,83,2016,28007.0,,,,,38295.0,61505.0
"Sabine Parish, Louisiana",62423.0,22,85,2016,26942.0,41042.0,38750.0,,16250.0,51346.0,62742.0
"St. Bernard Parish, Louisiana",56452.0,22,87,2016,30745.0,70156.0,37188.0,,,42159.0,58318.0
"St. Charles Parish, Louisiana",86194.0,22,89,2016,45089.0,,46802.0,,56597.0,,86786.0
"St. Helena Parish, Louisiana",56020.0,22,91,2016,28989.0,,,,,,56009.0
"St. James Parish, Louisiana",76295.0,22,93,2016,48408.0,,,,,,76581.0
"St. John the Baptist Parish, Louisiana",70694.0,22,95,2016,46655.0,,155521.0,,,,70525.0
"St. Landry Parish, Louisiana",60572.0,22,97,2016,23570.0,,,,48333.0,47672.0,60742.0
"St. Martin Parish, Louisiana",68179.0,22,99,2016,31278.0,55208.0,33000.0,,33850.0,,68632.0
"St. Mary Parish, Louisiana",60121.0,22,101,2016,30252.0,55500.0,48542.0,,,27212.0,61152.0
"St. Tammany Parish, Louisiana",79865.0,22,103,2016,47070.0,24625.0,78015.0,,44405.0,61939.0,80362.0
"Tangipahoa Parish, Louisiana",66985.0,22,105,2016,29555.0,,,,77316.0,38571.0,67643.0
"Tensas Parish, Louisiana",46016.0,22,107,2016,21188.0,,,,,,47109.0
"Terrebonne Parish, Louisiana",64725.0,22,109,2016,31267.0,53313.0,64479.0,,57350.0,,66130.0
"Union Parish, Louisiana",59298.0,22,111,2016,22283.0,,,,,,60899.0
"Vermilion Parish, Louisiana",63191.0,22,113,2016,32179.0,130333.0,70875.0,,,12108.0,63197.0
"Vernon Parish, Louisiana",55333.0,22,115,2016,46172.0,48346.0,75101.0,106250.0,46349.0,46458.0,57045.0
"Washington Parish, Louisiana",54411.0,22,117,2016,24521.0,85595.0,,,,,54361.0
"Webster Parish, Louisiana",52025.0,22,119,2016,25500.0,,,,,76250.0,52758.0
"West Baton Rouge Parish, Louisiana",94226.0,22,121,2016,48105.0,,,,,,95556.0
