,Address,City,State,ZIP Code,Company Name
0,265 W Oakland Park Blvd,Wilton Manors,FL,33311,Mc Donald's
1,326 Indian Trce,Weston,FL,33326,Mc Donald's
2,1020 Weston Rd,Weston,FL,33326,Mc Donald's
3,9835 Okeechobee Blvd,West Palm Beach,FL,33411,Mc Donald's
4,828 S Military Trl,West Palm Beach,FL,33415,Mc Donald's
5,6858 Okeechobee Blvd,West Palm Beach,FL,33411,Mc Donald's
6,650 Belvedere Rd,West Palm Beach,FL,33405,Mc Donald's
7,4275 45th St,West Palm Beach,FL,33407,Mc Donald's
8,3015 Forest Hill Blvd,West Palm Beach,FL,33406,Mc Donald's
9,2605 S Military Trl,West Palm Beach,FL,33415,Mc Donald's
10,2421 Okeechobee Blvd,West Palm Beach,FL,33409,Mc Donald's
11,1775 N Military Trl,West Palm Beach,FL,33409,Mc Donald's
12,1720 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,Mc Donald's
13,100 S State Road 7,West Palm Beach,FL,33414,Mc Donald's
14,2755 S State Road 7,Wellington,FL,33414,Mc Donald's
15,1470 Greenview Shores Blvd,Wellington,FL,33414,Mc Donald's
16,10300 Forest Hill Blvd,Wellington,FL,33414,Mc Donald's
17,8375 NW 88th Ave,Tamarac,FL,33321,Mc Donald's
18,9220 W Commercial Blvd,Sunrise,FL,33351,Mc Donald's
19,7600 NW 57th St,Sunrise,FL,33351,Mc Donald's
20,4301 N Pine Island Rd,Sunrise,FL,33351,Mc Donald's
21,2260 N University Dr,Sunrise,FL,33322,Mc Donald's
22,13655 W Sunrise Blvd,Sunrise,FL,33323,Mc Donald's
23,10901 W Oakland Park Blvd,Sunrise,FL,33351,Mc Donald's
24,10013 Sunset Strip,Sunrise,FL,33322,Mc Donald's
25,1108 State Route 34,Aberdeen,NJ,7747,Mc Donald's
26,1501 Main St,Asbury Park,NJ,7712,Mc Donald's
27,970 State Route 36,Atlantic Highlands,NJ,7716,Mc Donald's
28,1256 Saint Georges Ave # 1,Avenel,NJ,7001,Mc Donald's
29,580 N Main St,Barnegat,NJ,8005,Mc Donald's
30,157 W 63rd St,Bayonne,NJ,7002,Mc Donald's
31,537 Broadway,Bayonne,NJ,7002,Mc Donald's
32,417 Atlantic City Blvd,Bayville,NJ,8721,Mc Donald's
33,173 Franklin St,Belleville,NJ,7109,Mc Donald's
34,663 Washington Ave,Belleville,NJ,7109,Mc Donald's
35,326 S Washington Ave,Bergenfield,NJ,7621,Mc Donald's
36,1339 Broad St,Bloomfield,NJ,7003,Mc Donald's
37,425 Broad St,Bloomfield,NJ,7003,Mc Donald's
38,568 Myrtle Ave,Boonton,NJ,7005,Mc Donald's
39,944 US Highway 202 S,Branchburg,NJ,8876,Mc Donald's
40,106 Chambers Bridge Rd,Brick,NJ,8723,Mc Donald's
41,1872 Route 88,Brick,NJ,8724,Mc Donald's
42,191 Van Zile Rd,Brick,NJ,8724,Mc Donald's
43,680 Promenade Blvd,Bridgewater,NJ,8807,Mc Donald's
44,1479 State Rt 23,Butler,NJ,7405,Mc Donald's
45,835 Roosevelt Ave # 714,Carteret,NJ,7008,Mc Donald's
46,35 Morris County Mall,Cedar Knolls,NJ,7927,Mc Donald's
47,108 Central Ave,Clark,NJ,7066,Mc Donald's
48,185 Center St,Clinton,NJ,8809,Mc Donald's
49,534 Monmouth Rd,Cream Ridge,NJ,8514,Mc Donald's
50,1133 Eastern Pkwy,Brooklyn,NY,11213,Mc Donald's
51,1275 Fulton St,Brooklyn,NY,11216,Mc Donald's
52,1380 Broadway,Brooklyn,NY,11221,Mc Donald's
53,139 Flatbush Ave # A8,Brooklyn,NY,11217,Mc Donald's
54,1403 Mermaid Ave,Brooklyn,NY,11224,Mc Donald's
55,1467 Rockaway Pkwy,Brooklyn,NY,11236,Mc Donald's
56,15 Jamaica Ave,Brooklyn,NY,11207,Mc Donald's
57,1531 Fulton St,Brooklyn,NY,11216,Mc Donald's
58,1642 Pitkin Ave,Brooklyn,NY,11212,Mc Donald's
59,1656 Utica Ave,Brooklyn,NY,11234,Mc Donald's
60,180 Parkside Ave # A,Brooklyn,NY,11226,Mc Donald's
61,1883 Atlantic Ave,Brooklyn,NY,11233,Mc Donald's
62,1983 86th St,Brooklyn,NY,11214,Mc Donald's
63,2028 Rockaway Pkwy,Brooklyn,NY,11236,Mc Donald's
64,2154 Nostrand Ave # 2036,Brooklyn,NY,11210,Mc Donald's
65,2240 Flatbush Ave,Brooklyn,NY,11234,Mc Donald's
66,2410 Coney Island Ave,Brooklyn,NY,11223,Mc Donald's
67,2413 86th St,Brooklyn,NY,11214,Mc Donald's
68,267 Broadway,Brooklyn,NY,11211,Mc Donald's
69,2797 Linden Blvd,Brooklyn,NY,11208,Mc Donald's
70,2800 Atlantic Ave,Brooklyn,NY,11207,Mc Donald's
71,289 9th St,Brooklyn,NY,11215,Mc Donald's
72,3143 Atlantic Ave,Brooklyn,NY,11208,Mc Donald's
73,3525 Fort Hamilton Pkwy,Brooklyn,NY,11218,Mc Donald's
74,3540 Nostrand Ave,Brooklyn,NY,11229,Mc Donald's
75,9858 S Military Trl,Boynton Beach,FL,33436,Mc Donald's
76,1810 S Federal Hwy,Boynton Beach,FL,33435,Mc Donald's
77,1799 N Congress Ave,Boynton Beach,FL,33426,Mc Donald's
78,1610 S Congress Ave # B,Boynton Beach,FL,33426,Mc Donald's
79,710 W Yamato Rd,Boca Raton,FL,33431,Mc Donald's
80,7030 W Palmetto Park Rd,Boca Raton,FL,33433,Mc Donald's
81,2911 Clint Moore Rd,Boca Raton,FL,33496,Mc Donald's
82,23073 Sandalfoot Plaza Dr,Boca Raton,FL,33428,Mc Donald's
83,2140 N Federal Hwy,Boca Raton,FL,33431,Mc Donald's
84,20594 State Road 7,Boca Raton,FL,33498,Mc Donald's
85,1776 N Military Trl,Boca Raton,FL,33486,Mc Donald's
86,833 S Main St,Belle Glade,FL,33430,Mc Donald's
87,357 Hamilton Ave,Brooklyn,NY,11231,Mc Donald's
88,395 Flatbush Avenue Ext,Brooklyn,NY,11201,Mc Donald's
89,420 Fulton St,Brooklyn,NY,11201,Mc Donald's
90,428 Knickerbocker Ave,Brooklyn,NY,11237,Mc Donald's
91,430 86th St,Brooklyn,NY,11209,Mc Donald's
92,5121 5th Ave,Brooklyn,NY,11220,Mc Donald's
93,5407 Kings Plz,Brooklyn,NY,11234,Mc Donald's
94,57 Empire Blvd,Brooklyn,NY,11225,Mc Donald's
95,5713 Church Ave,Brooklyn,NY,11203,Mc Donald's
96,5804 Clarendon Rd,Brooklyn,NY,11203,Mc Donald's
97,606 Neptune Ave,Brooklyn,NY,11224,Mc Donald's
98,652 Meeker Ave,Brooklyn,NY,11222,Mc Donald's
99,6620 Bay Pkwy,Brooklyn,NY,11204,Mc Donald's
100,700 Broadway,Brooklyn,NY,11206,Mc Donald's
101,701 Utica Ave,Brooklyn,NY,11203,Mc Donald's
102,7124 3rd Ave,Brooklyn,NY,11209,Mc Donald's
103,741 Grand St,Brooklyn,NY,11211,Mc Donald's
104,7602 Flatlands Ave,Brooklyn,NY,11236,Mc Donald's
105,819 Pennsylvania Ave,Brooklyn,NY,11207,Mc Donald's
106,82 Court St,Brooklyn,NY,11201,Mc Donald's
107,840 Atlantic Ave,Brooklyn,NY,11238,Mc Donald's
108,880 Coney Island Ave,Brooklyn,NY,11218,Mc Donald's
109,904 Manhattan Ave,Brooklyn,NY,11222,Mc Donald's
110,943 Flatbush Ave,Brooklyn,NY,11226,Mc Donald's
111,968 4th Ave,Brooklyn,NY,11232,Mc Donald's
112,21607 Linden Blvd,Cambria Heights,NY,11411,Mc Donald's
113,95 Westbury Ave,Carle Place,NY,11514,Mc Donald's
114,1931 Route 6,Carmel,NY,10512,Mc Donald's
115,626 Main St,Center Moriches,NY,11934,Mc Donald's
116,161 Centereach Mall,Centereach,NY,11720,Mc Donald's
117,1724 Middle Country Rd,Centereach,NY,11720,Mc Donald's
118,13 W Suffolk Ave,Central Islip,NY,11722,Mc Donald's
119,2 Vanderbilt Motor Pkwy,Commack,NY,11725,Mc Donald's
120,313 Middle Country Rd,Coram,NY,11727,Mc Donald's
121,3719 Junction Blvd,Corona,NY,11368,Mc Donald's
122,4012 National St,Corona,NY,11368,Mc Donald's
123,3078 E Main St,Cortlandt Manor,NY,10567,Mc Donald's
124,3481 Crompond Rd,Cortlandt Manor,NY,10567,Mc Donald's
125,8805 Astoria Blvd,East Elmhurst,NY,11369,Mc Donald's
126,2361 Hempstead Tpke,East Meadow,NY,11554,Mc Donald's
127,1999 Jericho Tpke,East Northport,NY,11731,Mc Donald's
128,769 Montauk Hwy,East Patchogue,NY,11772,Mc Donald's
129,8003 Queens Blvd,Elmhurst,NY,11373,Mc Donald's
130,9015 Queens Blvd,Elmhurst,NY,11373,Mc Donald's
131,1420 Hempstead Tpke,Elmont,NY,11003,Mc Donald's
132,2141 Mott Ave,Far Rockaway,NY,11691,Mc Donald's
133,655 Fulton St,Farmingdale,NY,11735,Mc Donald's
134,2301 N Ocean Ave,Farmingville,NY,11738,Mc Donald's
135,13811 20th Ave,Flushing,NY,11356,Mc Donald's
136,3001 Stratton St,Flushing,NY,11354,Mc Donald's
137,4018 Main St,Flushing,NY,11354,Mc Donald's
138,7269 Kissena Blvd,Flushing,NY,11367,Mc Donald's
139,10615 Continental Ave,Forest Hills,NY,11375,Mc Donald's
140,9801 Metropolitan Ave,Forest Hills,NY,11375,Mc Donald's
141,575 Franklin Ave,Franklin Square,NY,11010,Mc Donald's
142,157 W Merrick Rd,Freeport,NY,11520,Mc Donald's
143,637 Stewart Ave,Garden City,NY,11530,Mc Donald's
144,193 Glen St,Glen Cove,NY,11542,Mc Donald's
145,25603 Union Tpke,Glen Oaks,NY,11004,Mc Donald's
146,7002 Cooper Ave,Glendale,NY,11385,Mc Donald's
147,196 W Montauk Hwy,Hampton Bays,NY,11946,Mc Donald's
148,407 N Central Ave,Hartsdale,NY,10530,Mc Donald's
149,517 Route 111,Hauppauge,NY,11788,Mc Donald's
150,254 Route 9w,Haverstraw,NY,10927,Mc Donald's
151,340 Peninsula Blvd,Hempstead,NY,11550,Mc Donald's
152,280 N Broadway,Hicksville,NY,11801,Mc Donald's
153,805 S Broadway,Hicksville,NY,11801,Mc Donald's
154,20411 Hillside Ave,Hollis,NY,11423,Mc Donald's
155,15940 Crossbay Blvd,Howard Beach,NY,11414,Mc Donald's
156,344 W Jericho Tpke,Huntington,NY,11743,Mc Donald's
157,1850 Veterans Hwy,Islandia,NY,11749,Mc Donald's
158,107 Main St,Islip,NY,11751,Mc Donald's
159,3759 82nd St,Jackson Heights,NY,11372,Mc Donald's
160,11401 Sutphin Blvd,Jamaica,NY,11434,Mc Donald's
161,12034 Queens Blvd,Jamaica,NY,11415,Mc Donald's
162,13832 Jamaica Ave,Jamaica,NY,11435,Mc Donald's
163,15901 Jamaica Ave,Jamaica,NY,11432,Mc Donald's
164,16601 Baisley Blvd,Jamaica,NY,11434,Mc Donald's
165,16605 Rockaway Blvd,Jamaica,NY,11434,Mc Donald's
166,16630 Jamaica Ave,Jamaica,NY,11432,Mc Donald's
167,18125 Hillside Ave,Jamaica,NY,11432,Mc Donald's
168,Jfk Airport Terminal 4,Jamaica,NY,11430,Mc Donald's
169,Jfk Terminal 4,Jamaica,NY,11430,Mc Donald's
170,105 Jericho Tpke,Jericho,NY,11753,Mc Donald's
171,174 Portion Rd,Lake Ronkonkoma,NY,11779,Mc Donald's
172,365 Rockaway Tpke,Lawrence,NY,11559,Mc Donald's
173,3839 Hempstead Tpke,Levittown,NY,11756,Mc Donald's
174,221 Sunrise Hwy,Lindenhurst,NY,11757,Mc Donald's
175,334 Montauk Hwy,Lindenhurst,NY,11757,Mc Donald's
176,25001 Northern Blvd,Little Neck,NY,11362,Mc Donald's
177,665 Long Beach Blvd,Long Beach,NY,11561,Mc Donald's
178,3146 21st St,Long Island City,NY,11106,Mc Donald's
179,3255 31st St,Long Island City,NY,11106,Mc Donald's
180,3380 Queens Blvd,Long Island City,NY,11101,Mc Donald's
181,121 Merrick Rd,Lynbrook,NY,11563,Mc Donald's
182,154 Route 6,Mahopac,NY,10541,Mc Donald's
183,1205 W Boston Post Rd,Mamaroneck,NY,10543,Mc Donald's
184,560 County Road 111,Manorville,NY,11949,Mc Donald's
185,5960 55th Rd,Maspeth,NY,11378,Mc Donald's
186,5500 Sunrise Hwy # 20,Massapequa,NY,11758,Mc Donald's
187,8850 Main Rd,Mattituck,NY,11952,Mc Donald's
188,1710 Route 112,Medford,NY,11763,Mc Donald's
189,729 NY-110,Melville,NY,11747,Mc Donald's
190,1813 Merrick Rd,Merrick,NY,11566,Mc Donald's
191,1175 Middle Country Rd,Middle Island,NY,11953,Mc Donald's
192,340 Route 25a,Miller Place,NY,11764,Mc Donald's
193,60 Jericho Tpke,Mineola,NY,11501,Mc Donald's
194,470 S Fulton Ave,Mount Vernon,NY,10553,Mc Donald's
195,6 Gramatan Ave,Mount Vernon,NY,10550,Mc Donald's
196,256 E Route 59,Nanuet,NY,10954,Mc Donald's
197,33 Cavalry Dr,New City,NY,10956,Mc Donald's
198,2045 Jericho Tpke,New Hyde Park,NY,11040,Mc Donald's
199,270 Main St # 272,New Rochelle,NY,10801,Mc Donald's
200,720 724 North Ave,New Rochelle,NY,10801,Mc Donald's
201,102 1st Ave # A,New York,NY,10009,Mc Donald's
202,114 Delancey St,New York,NY,10002,Mc Donald's
203,1188 Avenue Of The Americas,New York,NY,10036,Mc Donald's
204,1286 1st Ave,New York,NY,10021,Mc Donald's
205,136 W 3rd St,New York,NY,10012,Mc Donald's
206,14 E 47th St,New York,NY,10017,Mc Donald's
207,145 E 125th St,New York,NY,10035,Mc Donald's
208,148 W 125th St,New York,NY,10027,Mc Donald's
209,1499 3rd Ave,New York,NY,10028,Mc Donald's
210,151 W 34th St # 7,New York,NY,10001,Mc Donald's
211,1528 Broadway,New York,NY,10036,Mc Donald's
212,160 Broadway,New York,NY,10038,Mc Donald's
213,1651 Broadway,New York,NY,10019,Mc Donald's
214,167 Chambers St,New York,NY,10007,Mc Donald's
215,18 E 42nd St,New York,NY,10017,Mc Donald's
216,1871 2nd Ave,New York,NY,10029,Mc Donald's
217,1872 3rd Ave,New York,NY,10029,Mc Donald's
218,2049 Broadway,New York,NY,10023,Mc Donald's
219,208 Dyckman St,New York,NY,10040,Mc Donald's
220,2142 3rd Ave,New York,NY,10035,Mc Donald's
221,220 W 42nd St # 3,New York,NY,10036,Mc Donald's
222,2379 Adam Clayton Powell Jr Bl,New York,NY,10030,Mc Donald's
223,2549 Broadway,New York,NY,10025,Mc Donald's
224,26 E 23rd St,New York,NY,10010,Mc Donald's
225,262 Canal St,New York,NY,10013,Mc Donald's
226,2726 Broadway,New York,NY,10025,Mc Donald's
227,335 8th Ave,New York,NY,10001,Mc Donald's
228,336 E 23rd St,New York,NY,10010,Mc Donald's
229,3410 Broadway # 2,New York,NY,10031,Mc Donald's
230,354 W 125th St,New York,NY,10027,Mc Donald's
231,3549 Broadway,New York,NY,10031,Mc Donald's
232,3809 Broadway,New York,NY,10032,Mc Donald's
233,39 Union Sq W,New York,NY,10003,Mc Donald's
234,401 Park Ave S,New York,NY,10016,Mc Donald's
235,404 E 14th St # 1,New York,NY,10009,Mc Donald's
236,4040 Broadway,New York,NY,10032,Mc Donald's
237,4259 Broadway,New York,NY,10033,Mc Donald's
238,429 7th Ave,New York,NY,10001,Mc Donald's
239,444 Malcolm X Blvd,New York,NY,10037,Mc Donald's
240,480 3rd Ave,New York,NY,10016,Mc Donald's
241,490 8th Ave,New York,NY,10001,Mc Donald's
242,541 Avenue Of The Americas,New York,NY,10011,Mc Donald's
243,556 Fashion Ave,New York,NY,10018,Mc Donald's
244,608 W 207th St,New York,NY,10034,Mc Donald's
245,686 Avenue Of The Americas,New York,NY,10010,Mc Donald's
246,688 8th Ave # 1,New York,NY,10036,Mc Donald's
247,724 Broadway,New York,NY,10003,Mc Donald's
248,809 Avenue Of The Americas,New York,NY,10001,Mc Donald's
249,824 3rd Ave,New York,NY,10022,Mc Donald's
250,946 8th Ave,New York,NY,10019,Mc Donald's
251,966 3rd Ave,New York,NY,10022,Mc Donald's
252,972 Avenue Of The Americas,New York,NY,10018,Mc Donald's
253,1255 Deer Park Ave,North Babylon,NY,11703,Mc Donald's
254,1510 Deer Park Ave,North Babylon,NY,11703,Mc Donald's
255,1255 Grand Ave,North Baldwin,NY,11510,Mc Donald's
256,834 Fort Salonga Rd,Northport,NY,11768,Mc Donald's
257,55 Route 59,Nyack,NY,10960,Mc Donald's
258,4498 Sunrise Hwy,Oakdale,NY,11769,Mc Donald's
259,3135 Atlantic Ave,Oceanside,NY,11572,Mc Donald's
260,214 S Highland Ave,Ossining,NY,10562,Mc Donald's
261,245 Pine Hollow Rd,Oyster Bay,NY,11771,Mc Donald's
262,7550 101st Ave,Ozone Park,NY,11416,Mc Donald's
263,499 N Service Rd # 85,Patchogue,NY,11772,Mc Donald's
264,20 Welcher Ave,Peekskill,NY,10566,Mc Donald's
265,818 Old Country Rd,Plainview,NY,11803,Mc Donald's
266,321 Boston Post Rd,Port Chester,NY,10573,Mc Donald's
267,5136 Nesconset Hwy,Port Jefferson Station,NY,11776,Mc Donald's
268,8814 Springfield Blvd,Queens Village,NY,11427,Mc Donald's
269,5404 Myrtle Ave,Ridgewood,NY,11385,Mc Donald's
270,5429 Metropolitan Ave,Ridgewood,NY,11385,Mc Donald's
271,268 New York Route 58,Riverhead,NY,11901,Mc Donald's
272,268 Old Country Rd,Riverhead,NY,11901,Mc Donald's
273,30 Flanders Rd,Riverhead,NY,11901,Mc Donald's
274,9118 Beach Channel Dr,Rockaway Beach,NY,11693,Mc Donald's
275,618 Sunrise Hwy,Rockville Centre,NY,11570,Mc Donald's
276,463 Route 25a,Rocky Point,NY,11778,Mc Donald's
277,265 Nassau Rd,Roosevelt,NY,11575,Mc Donald's
278,24410 Merrick Blvd,Rosedale,NY,11422,Mc Donald's
279,11905 Liberty Ave,South Richmond Hill,NY,11419,Mc Donald's
280,971 Montauk Hwy,Shirley,NY,11967,Mc Donald's
281,NY State Turnpike Mile Post 33,Sloatsburg,NY,10974,Mc Donald's
282,923 W Jericho Tpke,Smithtown,NY,11787,Mc Donald's
283,307 N Sea Rd,Southampton,NY,11968,Mc Donald's
284,106 Route 59,Spring Valley,NY,10977,Mc Donald's
285,22112 S Conduit Ave,Springfield Gardens,NY,11413,Mc Donald's
286,614 Middle Country Rd,Saint James,NY,11780,Mc Donald's
287,1660 Richmond Ave,Staten Island,NY,10314,Mc Donald's
288,1815 Forest Ave,Staten Island,NY,10303,Mc Donald's
289,2154 Hylan Blvd,Staten Island,NY,10306,Mc Donald's
290,260 Page Ave,Staten Island,NY,10307,Mc Donald's
291,3267 Richmond Ave,Staten Island,NY,10312,Mc Donald's
292,501 Bay St,Staten Island,NY,10304,Mc Donald's
293,803 Forest Ave,Staten Island,NY,10310,Mc Donald's
294,2324 Nesconset Hwy,Stony Brook,NY,11790,Mc Donald's
295,1 Indian Rock,Suffern,NY,10901,Mc Donald's
296,571 Jericho Tpke,Syosset,NY,11791,Mc Donald's
297,140 Wildey St,Tarrytown,NY,10591,Mc Donald's
298,600 Marble Ave,Thornwood,NY,10594,Mc Donald's
299,1050 Front St,Uniondale,NY,11553,Mc Donald's
300,1110 Hempstead Tpke,Uniondale,NY,11553,Mc Donald's
301,10 W Sunrise Hwy,Valley Stream,NY,11581,Mc Donald's
302,6333 Route 25a,Wading River,NY,11792,Mc Donald's
303,1946 Wantagh Ave,Wantagh,NY,11793,Mc Donald's
304,380 Hempstead Tpke,West Hempstead,NY,11552,Mc Donald's
305,856 Hempstead Ave,West Hempstead,NY,11552,Mc Donald's
306,131 Sunrise Hwy,West Islip,NY,11795,Mc Donald's
307,35 Old Country Rd,Westbury,NY,11590,Mc Donald's
308,16011 Willets Point Blvd,Whitestone,NY,11357,Mc Donald's
309,9101 Jamaica Ave,Woodhaven,NY,11421,Mc Donald's
310,5135 Northern Blvd,Woodside,NY,11377,Mc Donald's
311,1144 Yonkers Ave,Yonkers,NY,10704,Mc Donald's
312,17730 Collins Ave,Sunny Isles Beach,FL,33160,Mc Donald's
313,15911 Sheridan St,Southwest Ranches,FL,33331,Mc Donald's
314,7600 S Red Rd # 211,South Miami,FL,33143,Mc Donald's Corporate Office
315,6150 S Dixie Hwy,South Miami,FL,33143,Mc Donald's
316,9990 Belvedere Rd,Royal Palm Beach,FL,33411,Mc Donald's
317,1400 Royal Palm Beach Blvd,Royal Palm Beach,FL,33411,Mc Donald's
318,4132 W Blue Heron Blvd,Riviera Beach,FL,33404,Mc Donald's
319,3551 Broadway,Riviera Beach,FL,33404,Mc Donald's
320,630 W Sample Rd,Pompano Beach,FL,33064,Mc Donald's
321,320 W Copans Rd,Pompano Beach,FL,33064,Mc Donald's
322,3091 N Federal Hwy,Pompano Beach,FL,33064,Mc Donald's
323,2025 E Atlantic Blvd,Pompano Beach,FL,33060,Mc Donald's
324,1490 NW 31st Ave,Pompano Beach,FL,33069,Mc Donald's
325,1 S Pompano Pkwy,Pompano Beach,FL,33069,Mc Donald's
326,100 S Pine Island Rd # 100,Plantation,FL,33324,Mc Donald's Corporate Office
327,1351 S University Dr,Plantation,FL,33324,Mc Donald's
328,12647 S Dixie Hwy,Pinecrest,FL,33156,Mc Donald's
329,18295 S Dixie Hwy,Perrine,FL,33157,Mc Donald's
330,18489 Pines Blvd,Pembroke Pines,FL,33029,Mc Donald's
331,151 SW 184th Ave,Pembroke Pines,FL,33029,Mc Donald's
332,1490 N University Dr,Pembroke Pines,FL,33024,Mc Donald's
333,12480 Pines Blvd,Pembroke Pines,FL,33027,Mc Donald's
334,11100 Taft St,Pembroke Pines,FL,33026,Mc Donald's
335,3671 S Congress Ave,Palm Springs,FL,33461,Mc Donald's
336,9880 Alternate A1a,Palm Beach Gardens,FL,33410,Mc Donald's
337,361 State Route 18,East Brunswick,NJ,8816,Mc Donald's
338,730 State Route 18,East Brunswick,NJ,8816,Mc Donald's
339,305 State Route 10,East Hanover,NJ,7936,Mc Donald's
340,375 Central Ave,East Orange,NJ,7018,Mc Donald's
341,18 NJ-35,Eatontown,NJ,7724,Mc Donald's
342,River Road,Edgewater,NJ,7020,Mc Donald's
343,1075 US Highway 1,Edison,NJ,8837,Mc Donald's
344,1966 State Route 27,Edison,NJ,8817,Mc Donald's
345,59 State Route 27,Edison,NJ,8820,Mc Donald's
346,33 Broad St,Elizabeth,NJ,7201,Mc Donald's
347,420 US Highway 1 # 34,Elizabeth,NJ,7202,Mc Donald's
348,819 North Ave E,Elizabeth,NJ,7201,Mc Donald's
349,41-43 W Palisade Ave,Englewood,NJ,7631,Mc Donald's
350,16 Wilson Ave,Englishtown,NJ,7726,Mc Donald's
351,78 US Highway 9,Englishtown,NJ,7726,Mc Donald's
352,37-01 Broadway,Fair Lawn,NJ,7410,Mc Donald's
353,460 US Highway 46,Fairfield,NJ,7004,Mc Donald's
354,289 Bergen Blvd,Fairview,NJ,7022,Mc Donald's
355,293 US Highway 206,Flanders,NJ,7836,Mc Donald's
356,30 International Dr S,Flanders,NJ,7836,Mc Donald's
357,72 Reaville Ave,Flemington,NJ,8822,Mc Donald's
358,176 Columbia Tpke # 14,Florham Park,NJ,7932,Mc Donald's
359,2152 Lemoine Ave,Fort Lee,NJ,7024,Mc Donald's
360,260 NJ-23,Franklin,NJ,7416,Mc Donald's
361,3636 US Highway 9,Freehold,NJ,7728,Mc Donald's
362,1200 Nepperhan Ave,Yonkers,NY,10703,Mc Donald's
363,155 S Broadway,Yonkers,NY,10701,Mc Donald's
364,2554 Central Park Ave,Yonkers,NY,10710,Mc Donald's
365,336 Tuckahoe Rd,Yonkers,NY,10710,Mc Donald's
366,4 Front St,Croton Falls,NY,10519,Mc Donald's Corporate Office
367,17 Old Brook Rd,Dix Hills,NY,11746,Mc Donald's Corporate Office
368,134 W Hills Rd,Huntington Station,NY,11746,Mc Donald's Corporate Office
369,806 W Merrick Rd,Valley Stream,NY,11580,Mc Donald's Corporate Office
370,806 W Merrick Rd,Valley Stream,NY,11580,Mc Donalds
371,Chapman Blvd,Manorville,NY,11949,Mcdonalds Restaurants
372,603 Route 739,Hawley,PA,18428,Mc Donald's
373,216 Route 6 And 209,Milford,PA,18337,Mc Donald's
374,3805 Northlake Blvd,Palm Beach Gardens,FL,33403,Mc Donald's
375,1930 Opa Locka Blvd,Opa Locka,FL,33054,Mc Donald's
376,3073 W Oakland Park Blvd,Oakland Park,FL,33311,Mc Donald's
377,1352 E Commercial Blvd,Oakland Park,FL,33334,Mc Donald's
378,12025 US Highway 1,North Palm Beach,FL,33408,Mc Donald's
379,2201 NE 163rd St,North Miami Beach,FL,33160,Mc Donald's
380,200 NE 167th St,North Miami Beach,FL,33162,Mc Donald's
381,1425 NE 163rd St,North Miami Beach,FL,33162,Mc Donald's
382,610 NE 125th St,North Miami,FL,33161,Mc Donald's
383,13000 Biscayne Blvd,North Miami,FL,33181,Mc Donald's
384,11899 NW 7th Ave,North Miami,FL,33168,Mc Donald's
385,7520 Southgate Blvd,North Lauderdale,FL,33068,Mc Donald's
386,7200 W Mcnab Rd,North Lauderdale,FL,33068,Mc Donald's
387,6204 Miramar Pkwy,Miramar,FL,33023,Mc Donald's
388,3306 S University Dr,Miramar,FL,33025,Mc Donald's
389,2351 SW 101st Ave,Miramar,FL,33025,Mc Donald's
390,17001 Miramar Pkwy,Miramar,FL,33027,Mc Donald's
391,14301 Miramar Pkwy,Miramar,FL,33027,Mc Donald's
392,4999 NW 36th St,Miami Springs,FL,33166,Mc Donald's
393,7435 Miami Lakes Dr,Miami Lakes,FL,33014,Mc Donald's
394,4686 NW 183rd St,Miami Gardens,FL,33055,Mc Donald's
395,19501 NW 27th Ave,Miami Gardens,FL,33056,Mc Donald's
396,17650 NW 2nd Ave,Miami Gardens,FL,33169,Mc Donald's
397,1650 Washington Ave,Miami Beach,FL,33139,Mc Donald's
398,1601 Alton Rd,Miami Beach,FL,33139,Mc Donald's
399,180 Passaic St,Garfield,NJ,7026,Mc Donald's
400,216 North Ave,Garwood,NJ,7027,Mc Donald's
401,10 US Highway 22,Green Brook,NJ,8812,Mc Donald's
402,193 Essex St,Hackensack,NJ,7601,Mc Donald's
403,343 River St,Hackensack,NJ,7601,Mc Donald's
404,329 State Rt 17,Hasbrouck Heights,NJ,7604,Mc Donald's
405,184 3rd Ave,Hawthorne,NJ,7506,Mc Donald's
406,3120 State Route 35,Hazlet,NJ,7730,Mc Donald's
407,410 US Highway 206,Hillsborough,NJ,8844,Mc Donald's
408,395 Long Ave,Hillside,NJ,7205,Mc Donald's
409,234 Washington St,Hoboken,NJ,7030,Mc Donald's
410,3410 US Highway 9,Howell,NJ,7731,Mc Donald's
411,4900 US Highway 9,Howell,NJ,7731,Mc Donald's
412,783 Springfield Ave,Irvington,NJ,7111,Mc Donald's
413,1136 E Veterans Hwy,Jackson,NJ,8527,Mc Donald's
414,260 N County Line Rd,Jackson,NJ,8527,Mc Donald's
415,1 Gateway Blvd,Jamesburg,NJ,8831,Mc Donald's
416,197 12th St,Jersey City,NJ,7310,Mc Donald's
417,260 Central Ave # 1,Jersey City,NJ,7307,Mc Donald's
418,2873 John F Kennedy Blvd,Jersey City,NJ,7306,Mc Donald's
419,30 Mall Dr W,Jersey City,NJ,7310,Mc Donald's
420,325 Grove St,Jersey City,NJ,7302,Mc Donald's
421,390 Martin Luther King Jr Dr,Jersey City,NJ,7305,Mc Donald's
422,428 Grand St,Jersey City,NJ,7302,Mc Donald's
423,737 Secaucus Rd,Jersey City,NJ,7307,Mc Donald's
424,1855 NW 119th St,Miami,FL,33167,Mcdonald's Academy
